SA3_NAME16	Year	unemployment
Rockingham	2011	5.9
Rockingham	2016	9.8
Albany	2006	3.9
Albany	2011	4.9
Albany	2016	5
Wheat Belt - North	2006	4.3
Wheat Belt - North	2011	4.5
Wheat Belt - North	2016	6.1
Wheat Belt - South	2006	3.1
Wheat Belt - South	2011	4
Wheat Belt - South	2016	4.9
Kimberley	2006	3.8
Kimberley	2011	5.4
Kimberley	2016	8.7
East Pilbara	2006	4
East Pilbara	2011	2.9
East Pilbara	2016	4.8
West Pilbara	2006	2.7
West Pilbara	2011	2.2
West Pilbara	2016	4.3
Esperance	2006	3.9
Esperance	2011	4.2
Esperance	2016	4.7
Gascoyne	2006	3.1
Gascoyne	2011	4.4
Gascoyne	2016	5.8
Goldfields	2006	3.6
Goldfields	2011	4.4
Goldfields	2016	6.6
Mid West	2006	5.6
Mid West	2011	5.2
Mid West	2016	8.2
Migratory - Offshore - Shipping (WA)	2006	0
Migratory - Offshore - Shipping (WA)	2011	0.9
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2006	14.9
No usual address (WA)	2011	15.2
No usual address (WA)	2016	20
Brighton	2006	8.5
Brighton	2011	7.2
Brighton	2016	7.8
Hobart - North East	2006	5.4
Hobart - North East	2011	5
Hobart - North East	2016	5.2
Hobart - North West	2006	7
Hobart - North West	2011	7
Hobart - North West	2016	7.9
Hobart - South and West	2006	4.3
Hobart - South and West	2011	4.4
Hobart - South and West	2016	5.1
Hobart Inner	2006	5.5
Hobart Inner	2011	5.5
Hobart Inner	2016	6.7
Sorell - Dodges Ferry	2006	6.1
Sorell - Dodges Ferry	2011	6.1
Sorell - Dodges Ferry	2016	6.3
Launceston	2006	6.4
Launceston	2011	6.7
Launceston	2016	7.7
Meander Valley - West Tamar	2006	6.1
Meander Valley - West Tamar	2011	5.9
Meander Valley - West Tamar	2016	6.6
North East	2006	6.6
North East	2011	7.5
North East	2016	8.1
Central Highlands (Tas.)	2006	7.2
Central Highlands (Tas.)	2011	6.8
Central Highlands (Tas.)	2016	6.7
Huon - Bruny Island	2006	7.2
Huon - Bruny Island	2011	6.6
Huon - Bruny Island	2016	6.3
South East Coast	2006	6.7
South East Coast	2011	7.5
South East Coast	2016	5.7
Burnie - Ulverstone	2006	8.4
Burnie - Ulverstone	2011	7.5
Burnie - Ulverstone	2016	8
Devonport	2006	8.3
Devonport	2011	7
Devonport	2016	7.5
West Coast	2006	6
West Coast	2011	5.6
West Coast	2016	7
Migratory - Offshore - Shipping (Tas.)	2006	0
Migratory - Offshore - Shipping (Tas.)	2011	7.3
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2006	27.6
No usual address (Tas.)	2011	27.3
No usual address (Tas.)	2016	27.5
Darwin City	2006	3
Darwin City	2011	3
Darwin City	2016	3.9
Darwin Suburbs	2006	3.7
Darwin Suburbs	2011	3.9
Darwin Suburbs	2016	5
Litchfield	2006	2.9
Litchfield	2011	3.4
Litchfield	2016	3.9
Palmerston	2006	3.8
Palmerston	2011	3.7
Palmerston	2016	5.1
Alice Springs	2006	4.8
Alice Springs	2011	5.1
Alice Springs	2016	9.6
Barkly	2006	6.3
Barkly	2011	8.7
Barkly	2016	14
Daly - Tiwi - West Arnhem	2006	6.4
Daly - Tiwi - West Arnhem	2011	12.4
Daly - Tiwi - West Arnhem	2016	21.2
East Arnhem	2006	7.9
East Arnhem	2011	10.2
East Arnhem	2016	13.7
Katherine	2006	5.7
Katherine	2011	9.6
Katherine	2016	8.7
Migratory - Offshore - Shipping (NT)	2006	0
Migratory - Offshore - Shipping (NT)	2011	3.6
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2006	12.4
No usual address (NT)	2011	13.5
No usual address (NT)	2016	11.7
Belconnen	2006	3.6
Belconnen	2011	3.8
Belconnen	2016	5
Canberra East	2006	5.2
Canberra East	2011	5.9
Canberra East	2016	7.5
Gungahlin	2006	2.5
Gungahlin	2011	3.1
Gungahlin	2016	4.4
North Canberra	2006	4.5
North Canberra	2011	5.1
North Canberra	2016	6.3
South Canberra	2006	3.2
South Canberra	2011	3.3
South Canberra	2016	4
Tuggeranong	2006	3.2
Tuggeranong	2011	3.1
Tuggeranong	2016	4.3
Weston Creek	2006	2.9
Weston Creek	2011	3.1
Weston Creek	2016	4
Woden Valley	2006	3
Woden Valley	2011	3.3
Woden Valley	2016	4.3
Molonglo	2006	0
Molonglo	2011	0
Molonglo	2016	2.6
Urriarra - Namadgi	2006	2.3
Urriarra - Namadgi	2011	1.6
Urriarra - Namadgi	2016	2
Migratory - Offshore - Shipping (ACT)	2006	0
Migratory - Offshore - Shipping (ACT)	2011	0
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2006	14.2
No usual address (ACT)	2011	17.8
No usual address (ACT)	2016	17.7
Christmas Island	2006	4.8
Christmas Island	2011	1.2
Christmas Island	2016	1.9
Cocos (Keeling) Islands	2006	10.9
Cocos (Keeling) Islands	2011	6.6
Cocos (Keeling) Islands	2016	3.8
Jervis Bay	2006	7.3
Jervis Bay	2011	12.9
Jervis Bay	2016	8.9
Norfolk Island	2006	0
Norfolk Island	2011	0
Norfolk Island	2016	1.6
Migratory - Offshore - Shipping (OT)	2006	0
Migratory - Offshore - Shipping (OT)	2011	0
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2006	0
No usual address (OT)	2011	0
No usual address (OT)	2016	16.7
