SA3_NAME16	Year	NonSchoolQualification	persons
Blacktown	2011	Advanced Diploma and Diploma	8026
Blacktown	2011	Bachelor	12693
Blacktown	2011	Graduate Diploma and Graduate Certificate	964
Blacktown	2011	Postgraduate	3719
Blacktown	2016		82957
Blacktown	2016	Certificate nfd	2123
Blacktown	2016	Certificate I and II Level	1176
Blacktown	2016	Certificate III and IV Level	14791
Blacktown	2016	Advanced Diploma and Diploma	9718
Blacktown	2016	Bachelor	16623
Blacktown	2016	Graduate Diploma and Graduate Certificate	1267
Blacktown	2016	Postgraduate	6098
Blacktown - North	2006		40067
Blacktown - North	2006	Certificate nfd	907
Blacktown - North	2006	Certificate I and II Level	585
Blacktown - North	2006	Certificate III and IV Level	6653
Blacktown - North	2006	Advanced Diploma and Diploma	3694
Blacktown - North	2006	Bachelor	6318
Blacktown - North	2006	Graduate Diploma and Graduate Certificate	399
Blacktown - North	2006	Postgraduate	1369
Blacktown - North	2011		45955
Blacktown - North	2011	Certificate nfd	903
Blacktown - North	2011	Certificate I and II Level	697
Blacktown - North	2011	Certificate III and IV Level	8184
Blacktown - North	2011	Advanced Diploma and Diploma	5411
Blacktown - North	2011	Bachelor	9772
Blacktown - North	2011	Graduate Diploma and Graduate Certificate	813
Blacktown - North	2011	Postgraduate	3041
Blacktown - North	2016		53278
Blacktown - North	2016	Certificate nfd	1387
Blacktown - North	2016	Certificate I and II Level	700
Blacktown - North	2016	Certificate III and IV Level	9288
Blacktown - North	2016	Advanced Diploma and Diploma	7056
Blacktown - North	2016	Bachelor	14355
Blacktown - North	2016	Graduate Diploma and Graduate Certificate	1170
Blacktown - North	2016	Postgraduate	5589
Mount Druitt	2006		76680
Mount Druitt	2006	Certificate nfd	1084
Mount Druitt	2006	Certificate I and II Level	913
Mount Druitt	2006	Certificate III and IV Level	8371
Mount Druitt	2006	Advanced Diploma and Diploma	3348
Mount Druitt	2006	Bachelor	5374
Mount Druitt	2006	Graduate Diploma and Graduate Certificate	246
Mount Druitt	2006	Postgraduate	755
Mount Druitt	2011		77776
Mount Druitt	2011	Certificate nfd	1170
Mount Druitt	2011	Certificate I and II Level	1203
Mount Druitt	2011	Certificate III and IV Level	10236
Mount Druitt	2011	Advanced Diploma and Diploma	4471
Mount Druitt	2011	Bachelor	7116
Mount Druitt	2011	Graduate Diploma and Graduate Certificate	414
Mount Druitt	2011	Postgraduate	1341
Mount Druitt	2016		78121
Mount Druitt	2016	Certificate nfd	1766
Mount Druitt	2016	Certificate I and II Level	1177
Mount Druitt	2016	Certificate III and IV Level	11680
Mount Druitt	2016	Advanced Diploma and Diploma	6368
Mount Druitt	2016	Bachelor	9775
Mount Druitt	2016	Graduate Diploma and Graduate Certificate	579
Mount Druitt	2016	Postgraduate	2600
Botany	2006		25267
Botany	2006	Certificate nfd	466
Botany	2006	Certificate I and II Level	265
Botany	2006	Certificate III and IV Level	3454
Botany	2006	Advanced Diploma and Diploma	2044
Botany	2006	Bachelor	3220
Botany	2006	Graduate Diploma and Graduate Certificate	203
Botany	2006	Postgraduate	1075
Botany	2011		25467
Botany	2011	Certificate nfd	489
Botany	2011	Certificate I and II Level	270
Botany	2011	Certificate III and IV Level	3938
Botany	2011	Advanced Diploma and Diploma	2718
Botany	2011	Bachelor	4504
Botany	2011	Graduate Diploma and Graduate Certificate	324
Botany	2011	Postgraduate	1649
Botany	2016		27168
Botany	2016	Certificate nfd	712
Botany	2016	Certificate I and II Level	313
Botany	2016	Certificate III and IV Level	4510
Botany	2016	Advanced Diploma and Diploma	3525
Botany	2016	Bachelor	7116
Botany	2016	Graduate Diploma and Graduate Certificate	513
Botany	2016	Postgraduate	2836
Marrickville - Sydenham - Petersham	2006		29463
Marrickville - Sydenham - Petersham	2006	Certificate nfd	612
Marrickville - Sydenham - Petersham	2006	Certificate I and II Level	380
Marrickville - Sydenham - Petersham	2006	Certificate III and IV Level	3508
Marrickville - Sydenham - Petersham	2006	Advanced Diploma and Diploma	2967
Marrickville - Sydenham - Petersham	2006	Bachelor	7659
Marrickville - Sydenham - Petersham	2006	Graduate Diploma and Graduate Certificate	872
Marrickville - Sydenham - Petersham	2006	Postgraduate	2345
Marrickville - Sydenham - Petersham	2011		27808
Marrickville - Sydenham - Petersham	2011	Certificate nfd	532
Marrickville - Sydenham - Petersham	2011	Certificate I and II Level	391
Marrickville - Sydenham - Petersham	2011	Certificate III and IV Level	3881
Marrickville - Sydenham - Petersham	2011	Advanced Diploma and Diploma	3868
Marrickville - Sydenham - Petersham	2011	Bachelor	9582
Marrickville - Sydenham - Petersham	2011	Graduate Diploma and Graduate Certificate	1117
Marrickville - Sydenham - Petersham	2011	Postgraduate	3433
Marrickville - Sydenham - Petersham	2016		27339
Marrickville - Sydenham - Petersham	2016	Certificate nfd	732
Marrickville - Sydenham - Petersham	2016	Certificate I and II Level	317
Marrickville - Sydenham - Petersham	2016	Certificate III and IV Level	4071
Marrickville - Sydenham - Petersham	2016	Advanced Diploma and Diploma	4075
Marrickville - Sydenham - Petersham	2016	Bachelor	11943
Marrickville - Sydenham - Petersham	2016	Graduate Diploma and Graduate Certificate	1367
Marrickville - Sydenham - Petersham	2016	Postgraduate	4765
Sydney Inner City	2006		91738
Sydney Inner City	2006	Certificate nfd	1703
Sydney Inner City	2006	Certificate I and II Level	941
Sydney Inner City	2006	Certificate III and IV Level	8562
Sydney Inner City	2006	Advanced Diploma and Diploma	10985
Sydney Inner City	2006	Bachelor	33196
Sydney Inner City	2006	Graduate Diploma and Graduate Certificate	2796
Sydney Inner City	2006	Postgraduate	10950
Sydney Inner City	2011		82046
Sydney Inner City	2011	Certificate nfd	1615
Sydney Inner City	2011	Certificate I and II Level	1057
Sydney Inner City	2011	Certificate III and IV Level	10323
Sydney Inner City	2011	Advanced Diploma and Diploma	14248
Sydney Inner City	2011	Bachelor	44349
Sydney Inner City	2011	Graduate Diploma and Graduate Certificate	3775
Sydney Inner City	2011	Postgraduate	17160
Sydney Inner City	2016		94679
Sydney Inner City	2016	Certificate nfd	2400
Sydney Inner City	2016	Certificate I and II Level	980
Sydney Inner City	2016	Certificate III and IV Level	11269
Sydney Inner City	2016	Advanced Diploma and Diploma	16847
Sydney Inner City	2016	Bachelor	58722
Sydney Inner City	2016	Graduate Diploma and Graduate Certificate	4636
Sydney Inner City	2016	Postgraduate	24716
Eastern Suburbs - North	2006		63450
Eastern Suburbs - North	2006	Certificate nfd	1399
Eastern Suburbs - North	2006	Certificate I and II Level	513
Eastern Suburbs - North	2006	Certificate III and IV Level	6136
Eastern Suburbs - North	2006	Advanced Diploma and Diploma	8731
Eastern Suburbs - North	2006	Bachelor	25817
Eastern Suburbs - North	2006	Graduate Diploma and Graduate Certificate	2043
Eastern Suburbs - North	2006	Postgraduate	7527
Eastern Suburbs - North	2011		59831
Eastern Suburbs - North	2011	Certificate nfd	1250
Eastern Suburbs - North	2011	Certificate I and II Level	511
Eastern Suburbs - North	2011	Certificate III and IV Level	6565
Eastern Suburbs - North	2011	Advanced Diploma and Diploma	9505
Eastern Suburbs - North	2011	Bachelor	30469
Eastern Suburbs - North	2011	Graduate Diploma and Graduate Certificate	2485
Eastern Suburbs - North	2011	Postgraduate	9943
Eastern Suburbs - North	2016		58704
Eastern Suburbs - North	2016	Certificate nfd	1873
Eastern Suburbs - North	2016	Certificate I and II Level	460
Eastern Suburbs - North	2016	Certificate III and IV Level	6205
Eastern Suburbs - North	2016	Advanced Diploma and Diploma	9432
Eastern Suburbs - North	2016	Bachelor	34125
Eastern Suburbs - North	2016	Graduate Diploma and Graduate Certificate	2784
Eastern Suburbs - North	2016	Postgraduate	12799
Eastern Suburbs - South	2006		71195
Eastern Suburbs - South	2006	Certificate nfd	1547
Eastern Suburbs - South	2006	Certificate I and II Level	776
Eastern Suburbs - South	2006	Certificate III and IV Level	9566
Eastern Suburbs - South	2006	Advanced Diploma and Diploma	8239
Eastern Suburbs - South	2006	Bachelor	20017
Eastern Suburbs - South	2006	Graduate Diploma and Graduate Certificate	1742
Eastern Suburbs - South	2006	Postgraduate	6800
Eastern Suburbs - South	2011		71429
Eastern Suburbs - South	2011	Certificate nfd	1515
Eastern Suburbs - South	2011	Certificate I and II Level	762
Eastern Suburbs - South	2011	Certificate III and IV Level	9992
Eastern Suburbs - South	2011	Advanced Diploma and Diploma	9268
Eastern Suburbs - South	2011	Bachelor	24376
Eastern Suburbs - South	2011	Graduate Diploma and Graduate Certificate	2145
Eastern Suburbs - South	2011	Postgraduate	9501
Eastern Suburbs - South	2016		72738
Eastern Suburbs - South	2016	Certificate nfd	2026
Eastern Suburbs - South	2016	Certificate I and II Level	714
Eastern Suburbs - South	2016	Certificate III and IV Level	10409
Eastern Suburbs - South	2016	Advanced Diploma and Diploma	9906
Eastern Suburbs - South	2016	Bachelor	29601
Eastern Suburbs - South	2016	Graduate Diploma and Graduate Certificate	2610
Eastern Suburbs - South	2016	Postgraduate	12650
Bankstown	2006		109557
Bankstown	2006	Certificate nfd	2037
Bankstown	2006	Certificate I and II Level	1236
Bankstown	2006	Certificate III and IV Level	14901
Bankstown	2006	Advanced Diploma and Diploma	7316
Bankstown	2006	Bachelor	9973
Bankstown	2006	Graduate Diploma and Graduate Certificate	713
Bankstown	2006	Postgraduate	1741
Bankstown	2011		112948
Bankstown	2011	Certificate nfd	2016
Bankstown	2011	Certificate I and II Level	1395
Bankstown	2011	Certificate III and IV Level	16090
Bankstown	2011	Advanced Diploma and Diploma	9541
Bankstown	2011	Bachelor	13112
Bankstown	2011	Graduate Diploma and Graduate Certificate	932
Bankstown	2011	Postgraduate	3039
Bankstown	2016		114964
Bankstown	2016	Certificate nfd	2821
Bankstown	2016	Certificate I and II Level	1331
Bankstown	2016	Certificate III and IV Level	17110
Bankstown	2016	Advanced Diploma and Diploma	11578
Bankstown	2016	Bachelor	17270
Bankstown	2016	Graduate Diploma and Graduate Certificate	1295
Bankstown	2016	Postgraduate	5060
Canterbury	2006		87225
Canterbury	2006	Certificate nfd	1400
Canterbury	2006	Certificate I and II Level	926
Canterbury	2006	Certificate III and IV Level	8910
Canterbury	2006	Advanced Diploma and Diploma	6151
Canterbury	2006	Bachelor	9646
Canterbury	2006	Graduate Diploma and Graduate Certificate	629
Canterbury	2006	Postgraduate	2638
Canterbury	2011		87515
Canterbury	2011	Certificate nfd	1485
Canterbury	2011	Certificate I and II Level	986
Canterbury	2011	Certificate III and IV Level	9911
Canterbury	2011	Advanced Diploma and Diploma	7987
Canterbury	2011	Bachelor	12538
Canterbury	2011	Graduate Diploma and Graduate Certificate	802
Canterbury	2011	Postgraduate	4203
Canterbury	2016		88651
Canterbury	2016	Certificate nfd	2056
Canterbury	2016	Certificate I and II Level	900
Canterbury	2016	Certificate III and IV Level	10506
Canterbury	2016	Advanced Diploma and Diploma	9321
Canterbury	2016	Bachelor	16364
Canterbury	2016	Graduate Diploma and Graduate Certificate	1161
Canterbury	2016	Postgraduate	6111
Hurstville	2006		71461
Hurstville	2006	Certificate nfd	1855
Hurstville	2006	Certificate I and II Level	861
Hurstville	2006	Certificate III and IV Level	10277
Hurstville	2006	Advanced Diploma and Diploma	7640
Hurstville	2006	Bachelor	13165
Hurstville	2006	Graduate Diploma and Graduate Certificate	1046
Hurstville	2006	Postgraduate	3997
Hurstville	2011		70422
Hurstville	2011	Certificate nfd	1618
Hurstville	2011	Certificate I and II Level	898
Hurstville	2011	Certificate III and IV Level	10630
Hurstville	2011	Advanced Diploma and Diploma	9041
Hurstville	2011	Bachelor	16713
Hurstville	2011	Graduate Diploma and Graduate Certificate	1289
Hurstville	2011	Postgraduate	5991
Hurstville	2016		72358
Hurstville	2016	Certificate nfd	2336
Hurstville	2016	Certificate I and II Level	819
Hurstville	2016	Certificate III and IV Level	10606
Hurstville	2016	Advanced Diploma and Diploma	10035
Hurstville	2016	Bachelor	21005
Hurstville	2016	Graduate Diploma and Graduate Certificate	1618
Hurstville	2016	Postgraduate	8416
Kogarah - Rockdale	2006		77860
Kogarah - Rockdale	2006	Certificate nfd	1752
Kogarah - Rockdale	2006	Certificate I and II Level	959
Kogarah - Rockdale	2006	Certificate III and IV Level	10404
Kogarah - Rockdale	2006	Advanced Diploma and Diploma	7734
Kogarah - Rockdale	2006	Bachelor	12413
Kogarah - Rockdale	2006	Graduate Diploma and Graduate Certificate	963
Kogarah - Rockdale	2006	Postgraduate	3607
Kogarah - Rockdale	2011		76087
Kogarah - Rockdale	2011	Certificate nfd	1685
Kogarah - Rockdale	2011	Certificate I and II Level	1031
Kogarah - Rockdale	2011	Certificate III and IV Level	11264
Kogarah - Rockdale	2011	Advanced Diploma and Diploma	9754
Kogarah - Rockdale	2011	Bachelor	15971
Kogarah - Rockdale	2011	Graduate Diploma and Graduate Certificate	1162
Kogarah - Rockdale	2011	Postgraduate	5544
Kogarah - Rockdale	2016		78553
Kogarah - Rockdale	2016	Certificate nfd	2389
Kogarah - Rockdale	2016	Certificate I and II Level	910
Kogarah - Rockdale	2016	Certificate III and IV Level	11772
Kogarah - Rockdale	2016	Advanced Diploma and Diploma	11277
Kogarah - Rockdale	2016	Bachelor	22649
Kogarah - Rockdale	2016	Graduate Diploma and Graduate Certificate	1611
Kogarah - Rockdale	2016	Postgraduate	8562
Canada Bay	2006		38096
Canada Bay	2006	Certificate nfd	1117
Canada Bay	2006	Certificate I and II Level	485
Canada Bay	2006	Certificate III and IV Level	5522
Canada Bay	2006	Advanced Diploma and Diploma	4930
Canada Bay	2006	Bachelor	10385
Canada Bay	2006	Graduate Diploma and Graduate Certificate	1055
Canada Bay	2006	Postgraduate	2937
Canada Bay	2011		40412
Canada Bay	2011	Certificate nfd	1121
Canada Bay	2011	Certificate I and II Level	515
Canada Bay	2011	Certificate III and IV Level	6251
Canada Bay	2011	Advanced Diploma and Diploma	5972
Canada Bay	2011	Bachelor	13648
Canada Bay	2011	Graduate Diploma and Graduate Certificate	1359
Canada Bay	2011	Postgraduate	4877
Canada Bay	2016		42950
Canada Bay	2016	Certificate nfd	1553
Canada Bay	2016	Certificate I and II Level	483
Canada Bay	2016	Certificate III and IV Level	6516
Canada Bay	2016	Advanced Diploma and Diploma	6922
Canada Bay	2016	Bachelor	17563
Canada Bay	2016	Graduate Diploma and Graduate Certificate	1713
Canada Bay	2016	Postgraduate	7656
Leichhardt	2006		24626
Leichhardt	2006	Certificate nfd	666
Leichhardt	2006	Certificate I and II Level	320
Leichhardt	2006	Certificate III and IV Level	3183
Leichhardt	2006	Advanced Diploma and Diploma	3853
Leichhardt	2006	Bachelor	10951
Leichhardt	2006	Graduate Diploma and Graduate Certificate	1290
Leichhardt	2006	Postgraduate	3888
Leichhardt	2011		24526
Leichhardt	2011	Certificate nfd	569
Leichhardt	2011	Certificate I and II Level	296
Leichhardt	2011	Certificate III and IV Level	3420
Leichhardt	2011	Advanced Diploma and Diploma	4139
Leichhardt	2011	Bachelor	12607
Leichhardt	2011	Graduate Diploma and Graduate Certificate	1548
Leichhardt	2011	Postgraduate	5093
Leichhardt	2016		26046
Leichhardt	2016	Certificate nfd	729
Leichhardt	2016	Certificate I and II Level	264
Leichhardt	2016	Certificate III and IV Level	3340
Leichhardt	2016	Advanced Diploma and Diploma	4189
Leichhardt	2016	Bachelor	13565
Leichhardt	2016	Graduate Diploma and Graduate Certificate	1674
Leichhardt	2016	Postgraduate	6259
Strathfield - Burwood - Ashfield	2006		79690
Strathfield - Burwood - Ashfield	2006	Certificate nfd	1592
Strathfield - Burwood - Ashfield	2006	Certificate I and II Level	874
Strathfield - Burwood - Ashfield	2006	Certificate III and IV Level	8628
Strathfield - Burwood - Ashfield	2006	Advanced Diploma and Diploma	8745
Strathfield - Burwood - Ashfield	2006	Bachelor	20732
Strathfield - Burwood - Ashfield	2006	Graduate Diploma and Graduate Certificate	1882
Strathfield - Burwood - Ashfield	2006	Postgraduate	7658
Strathfield - Burwood - Ashfield	2011		77272
Strathfield - Burwood - Ashfield	2011	Certificate nfd	1545
Strathfield - Burwood - Ashfield	2011	Certificate I and II Level	909
Strathfield - Burwood - Ashfield	2011	Certificate III and IV Level	9324
Strathfield - Burwood - Ashfield	2011	Advanced Diploma and Diploma	10746
Strathfield - Burwood - Ashfield	2011	Bachelor	24751
Strathfield - Burwood - Ashfield	2011	Graduate Diploma and Graduate Certificate	2344
Strathfield - Burwood - Ashfield	2011	Postgraduate	10314
Strathfield - Burwood - Ashfield	2016		79110
Strathfield - Burwood - Ashfield	2016	Certificate nfd	2063
Strathfield - Burwood - Ashfield	2016	Certificate I and II Level	807
Strathfield - Burwood - Ashfield	2016	Certificate III and IV Level	9839
Strathfield - Burwood - Ashfield	2016	Advanced Diploma and Diploma	11426
Strathfield - Burwood - Ashfield	2016	Bachelor	31906
Strathfield - Burwood - Ashfield	2016	Graduate Diploma and Graduate Certificate	2882
Strathfield - Burwood - Ashfield	2016	Postgraduate	13840
Chatswood - Lane Cove	2006		50112
Chatswood - Lane Cove	2006	Certificate nfd	1419
Chatswood - Lane Cove	2006	Certificate I and II Level	542
Chatswood - Lane Cove	2006	Certificate III and IV Level	4904
Chatswood - Lane Cove	2006	Advanced Diploma and Diploma	7676
Chatswood - Lane Cove	2006	Bachelor	21150
Chatswood - Lane Cove	2006	Graduate Diploma and Graduate Certificate	1853
Chatswood - Lane Cove	2006	Postgraduate	7004
Chatswood - Lane Cove	2011		49137
Chatswood - Lane Cove	2011	Certificate nfd	1235
Chatswood - Lane Cove	2011	Certificate I and II Level	517
Chatswood - Lane Cove	2011	Certificate III and IV Level	5032
Chatswood - Lane Cove	2011	Advanced Diploma and Diploma	8082
Chatswood - Lane Cove	2011	Bachelor	24357
Chatswood - Lane Cove	2011	Graduate Diploma and Graduate Certificate	2365
Chatswood - Lane Cove	2011	Postgraduate	9475
Chatswood - Lane Cove	2016		52272
Chatswood - Lane Cove	2016	Certificate nfd	1608
Chatswood - Lane Cove	2016	Certificate I and II Level	472
Chatswood - Lane Cove	2016	Certificate III and IV Level	5049
Chatswood - Lane Cove	2016	Advanced Diploma and Diploma	8423
Chatswood - Lane Cove	2016	Bachelor	28646
Chatswood - Lane Cove	2016	Graduate Diploma and Graduate Certificate	2713
Chatswood - Lane Cove	2016	Postgraduate	13062
Hornsby	2006		41335
Hornsby	2006	Certificate nfd	1544
Hornsby	2006	Certificate I and II Level	671
Hornsby	2006	Certificate III and IV Level	7058
Hornsby	2006	Advanced Diploma and Diploma	6265
Hornsby	2006	Bachelor	11436
Hornsby	2006	Graduate Diploma and Graduate Certificate	1279
Hornsby	2006	Postgraduate	3338
Hornsby	2011		40409
Hornsby	2011	Certificate nfd	1304
Hornsby	2011	Certificate I and II Level	658
Hornsby	2011	Certificate III and IV Level	7324
Hornsby	2011	Advanced Diploma and Diploma	6834
Hornsby	2011	Bachelor	13537
Hornsby	2011	Graduate Diploma and Graduate Certificate	1614
Hornsby	2011	Postgraduate	4855
Hornsby	2016		40118
Hornsby	2016	Certificate nfd	1604
Hornsby	2016	Certificate I and II Level	568
Hornsby	2016	Certificate III and IV Level	7104
Hornsby	2016	Advanced Diploma and Diploma	6923
Hornsby	2016	Bachelor	15684
Hornsby	2016	Graduate Diploma and Graduate Certificate	1842
Hornsby	2016	Postgraduate	6760
Ku-ring-gai	2006		54229
Ku-ring-gai	2006	Certificate nfd	1771
Ku-ring-gai	2006	Certificate I and II Level	540
Ku-ring-gai	2006	Certificate III and IV Level	4313
Ku-ring-gai	2006	Advanced Diploma and Diploma	9144
Ku-ring-gai	2006	Bachelor	22006
Ku-ring-gai	2006	Graduate Diploma and Graduate Certificate	2005
Ku-ring-gai	2006	Postgraduate	7531
Ku-ring-gai	2011		55933
Ku-ring-gai	2011	Certificate nfd	1539
Ku-ring-gai	2011	Certificate I and II Level	562
Ku-ring-gai	2011	Certificate III and IV Level	4559
Ku-ring-gai	2011	Advanced Diploma and Diploma	9328
Ku-ring-gai	2011	Bachelor	25330
Ku-ring-gai	2011	Graduate Diploma and Graduate Certificate	2440
Ku-ring-gai	2011	Postgraduate	9888
Ku-ring-gai	2016		57020
Ku-ring-gai	2016	Certificate nfd	2024
Ku-ring-gai	2016	Certificate I and II Level	470
Ku-ring-gai	2016	Certificate III and IV Level	4620
Ku-ring-gai	2016	Advanced Diploma and Diploma	9002
Ku-ring-gai	2016	Bachelor	28954
Ku-ring-gai	2016	Graduate Diploma and Graduate Certificate	2940
Ku-ring-gai	2016	Postgraduate	13341
North Sydney - Mosman	2006		39060
North Sydney - Mosman	2006	Certificate nfd	1253
North Sydney - Mosman	2006	Certificate I and II Level	438
North Sydney - Mosman	2006	Certificate III and IV Level	3949
North Sydney - Mosman	2006	Advanced Diploma and Diploma	7838
North Sydney - Mosman	2006	Bachelor	21789
North Sydney - Mosman	2006	Graduate Diploma and Graduate Certificate	1992
North Sydney - Mosman	2006	Postgraduate	7087
North Sydney - Mosman	2011		38164
North Sydney - Mosman	2011	Certificate nfd	1130
North Sydney - Mosman	2011	Certificate I and II Level	434
North Sydney - Mosman	2011	Certificate III and IV Level	4047
North Sydney - Mosman	2011	Advanced Diploma and Diploma	8104
North Sydney - Mosman	2011	Bachelor	24637
North Sydney - Mosman	2011	Graduate Diploma and Graduate Certificate	2418
North Sydney - Mosman	2011	Postgraduate	9420
North Sydney - Mosman	2016		38340
North Sydney - Mosman	2016	Certificate nfd	1440
North Sydney - Mosman	2016	Certificate I and II Level	420
North Sydney - Mosman	2016	Certificate III and IV Level	4024
North Sydney - Mosman	2016	Advanced Diploma and Diploma	7942
North Sydney - Mosman	2016	Bachelor	27213
North Sydney - Mosman	2016	Graduate Diploma and Graduate Certificate	2743
North Sydney - Mosman	2016	Postgraduate	12017
Manly	2006		20094
Manly	2006	Certificate nfd	626
Manly	2006	Certificate I and II Level	259
Manly	2006	Certificate III and IV Level	2480
Manly	2006	Advanced Diploma and Diploma	3403
Manly	2006	Bachelor	7524
Manly	2006	Graduate Diploma and Graduate Certificate	667
Manly	2006	Postgraduate	2061
Manly	2011		19817
Manly	2011	Certificate nfd	542
Manly	2011	Certificate I and II Level	249
Manly	2011	Certificate III and IV Level	2526
Manly	2011	Advanced Diploma and Diploma	3668
Manly	2011	Bachelor	9139
Manly	2011	Graduate Diploma and Graduate Certificate	857
Manly	2011	Postgraduate	2950
Manly	2016		19394
Manly	2016	Certificate nfd	738
Manly	2016	Certificate I and II Level	209
Manly	2016	Certificate III and IV Level	2481
Manly	2016	Advanced Diploma and Diploma	3563
Manly	2016	Bachelor	10593
Manly	2016	Graduate Diploma and Graduate Certificate	1034
Manly	2016	Postgraduate	3876
Pittwater	2006		31999
Pittwater	2006	Certificate nfd	1125
Pittwater	2006	Certificate I and II Level	453
Pittwater	2006	Certificate III and IV Level	6189
Pittwater	2006	Advanced Diploma and Diploma	5069
Pittwater	2006	Bachelor	6802
Pittwater	2006	Graduate Diploma and Graduate Certificate	800
Pittwater	2006	Postgraduate	1721
Pittwater	2011		31503
Pittwater	2011	Certificate nfd	1103
Pittwater	2011	Certificate I and II Level	476
Pittwater	2011	Certificate III and IV Level	6722
Pittwater	2011	Advanced Diploma and Diploma	5833
Pittwater	2011	Bachelor	8327
Pittwater	2011	Graduate Diploma and Graduate Certificate	966
Pittwater	2011	Postgraduate	2224
Pittwater	2016		31299
Pittwater	2016	Certificate nfd	1483
Pittwater	2016	Certificate I and II Level	431
Pittwater	2016	Certificate III and IV Level	7113
Pittwater	2016	Advanced Diploma and Diploma	6187
Pittwater	2016	Bachelor	9855
Pittwater	2016	Graduate Diploma and Graduate Certificate	1145
Pittwater	2016	Postgraduate	2925
Warringah	2006		80041
Warringah	2006	Certificate nfd	2844
Warringah	2006	Certificate I and II Level	1232
Warringah	2006	Certificate III and IV Level	14739
Warringah	2006	Advanced Diploma and Diploma	12050
Warringah	2006	Bachelor	17312
Warringah	2006	Graduate Diploma and Graduate Certificate	1770
Warringah	2006	Postgraduate	3849
Warringah	2011		78785
Warringah	2011	Certificate nfd	2526
Warringah	2011	Certificate I and II Level	1221
Warringah	2011	Certificate III and IV Level	15638
Warringah	2011	Advanced Diploma and Diploma	13309
Warringah	2011	Bachelor	21466
Warringah	2011	Graduate Diploma and Graduate Certificate	2252
Warringah	2011	Postgraduate	5542
Warringah	2016		79524
Warringah	2016	Certificate nfd	3350
Warringah	2016	Certificate I and II Level	1093
Warringah	2016	Certificate III and IV Level	16274
Warringah	2016	Advanced Diploma and Diploma	14073
Warringah	2016	Bachelor	25658
Warringah	2016	Graduate Diploma and Graduate Certificate	2765
Warringah	2016	Postgraduate	7806
Camden	2006		30621
Camden	2006	Certificate nfd	788
Camden	2006	Certificate I and II Level	499
Camden	2006	Certificate III and IV Level	6089
Camden	2006	Advanced Diploma and Diploma	2719
Camden	2006	Bachelor	2909
Camden	2006	Graduate Diploma and Graduate Certificate	341
Camden	2006	Postgraduate	520
Camden	2011		33703
Camden	2011	Certificate nfd	794
Camden	2011	Certificate I and II Level	548
Camden	2011	Certificate III and IV Level	8023
Camden	2011	Advanced Diploma and Diploma	3657
Camden	2011	Bachelor	4131
Camden	2011	Graduate Diploma and Graduate Certificate	514
Camden	2011	Postgraduate	865
Camden	2016		37969
Camden	2016	Certificate nfd	1112
Camden	2016	Certificate I and II Level	611
Camden	2016	Certificate III and IV Level	10020
Camden	2016	Advanced Diploma and Diploma	5036
Camden	2016	Bachelor	5597
Camden	2016	Graduate Diploma and Graduate Certificate	742
Camden	2016	Postgraduate	1423
Campbelltown (NSW)	2006		107229
Campbelltown (NSW)	2006	Certificate nfd	2140
Campbelltown (NSW)	2006	Certificate I and II Level	1685
Campbelltown (NSW)	2006	Certificate III and IV Level	16606
Campbelltown (NSW)	2006	Advanced Diploma and Diploma	6638
Campbelltown (NSW)	2006	Bachelor	7817
Campbelltown (NSW)	2006	Graduate Diploma and Graduate Certificate	735
Campbelltown (NSW)	2006	Postgraduate	1571
Campbelltown (NSW)	2011		102879
Campbelltown (NSW)	2011	Certificate nfd	2059
Campbelltown (NSW)	2011	Certificate I and II Level	1793
Campbelltown (NSW)	2011	Certificate III and IV Level	19065
Campbelltown (NSW)	2011	Advanced Diploma and Diploma	8091
Campbelltown (NSW)	2011	Bachelor	9808
Campbelltown (NSW)	2011	Graduate Diploma and Graduate Certificate	889
Campbelltown (NSW)	2011	Postgraduate	2584
Campbelltown (NSW)	2016		103277
Campbelltown (NSW)	2016	Certificate nfd	2893
Campbelltown (NSW)	2016	Certificate I and II Level	1686
Campbelltown (NSW)	2016	Certificate III and IV Level	20925
Campbelltown (NSW)	2016	Advanced Diploma and Diploma	10525
Campbelltown (NSW)	2016	Bachelor	13216
Campbelltown (NSW)	2016	Graduate Diploma and Graduate Certificate	1208
Campbelltown (NSW)	2016	Postgraduate	4671
Wollondilly	2006		24127
Wollondilly	2006	Certificate nfd	557
Wollondilly	2006	Certificate I and II Level	330
Wollondilly	2006	Certificate III and IV Level	5432
Wollondilly	2006	Advanced Diploma and Diploma	1770
Wollondilly	2006	Bachelor	1911
Wollondilly	2006	Graduate Diploma and Graduate Certificate	286
Wollondilly	2006	Postgraduate	344
Wollondilly	2011		23876
Wollondilly	2011	Certificate nfd	556
Wollondilly	2011	Certificate I and II Level	418
Wollondilly	2011	Certificate III and IV Level	6344
Wollondilly	2011	Advanced Diploma and Diploma	2119
Wollondilly	2011	Bachelor	2240
Wollondilly	2011	Graduate Diploma and Graduate Certificate	328
Wollondilly	2011	Postgraduate	520
Wollondilly	2016		25093
Wollondilly	2016	Certificate nfd	820
Wollondilly	2016	Certificate I and II Level	469
Wollondilly	2016	Certificate III and IV Level	7785
Wollondilly	2016	Advanced Diploma and Diploma	2956
Wollondilly	2016	Bachelor	2820
Wollondilly	2016	Graduate Diploma and Graduate Certificate	412
Wollondilly	2016	Postgraduate	797
Blue Mountains	2006		43999
