SA3_NAME16	Year	SameAddress5YearsAgo	persons
No usual address (NSW)	2011	0	8020
No usual address (NSW)	2011	1	1356
No usual address (NSW)	2016		3952
No usual address (NSW)	2016	0	6765
No usual address (NSW)	2016	1	1571
Ballarat	2006		10514
Ballarat	2006	0	34693
Ballarat	2006	1	42791
Ballarat	2011		11268
Ballarat	2011	0	37145
Ballarat	2011	1	47169
Ballarat	2016		13642
Ballarat	2016	0	40289
Ballarat	2016	1	49884
Creswick - Daylesford - Ballan	2006		2685
Creswick - Daylesford - Ballan	2006	0	7352
Creswick - Daylesford - Ballan	2006	1	15003
Creswick - Daylesford - Ballan	2011		2768
Creswick - Daylesford - Ballan	2011	0	7792
Creswick - Daylesford - Ballan	2011	1	16207
Creswick - Daylesford - Ballan	2016		3878
Creswick - Daylesford - Ballan	2016	0	7906
Creswick - Daylesford - Ballan	2016	1	16523
Maryborough - Pyrenees	2006		2387
Maryborough - Pyrenees	2006	0	6927
Maryborough - Pyrenees	2006	1	13776
Maryborough - Pyrenees	2011		2505
Maryborough - Pyrenees	2011	0	6792
Maryborough - Pyrenees	2011	1	14594
Maryborough - Pyrenees	2016		3590
Maryborough - Pyrenees	2016	0	7132
Maryborough - Pyrenees	2016	1	14643
Bendigo	2006		9106
Bendigo	2006	0	31000
Bendigo	2006	1	38946
Bendigo	2011		10022
Bendigo	2011	0	31948
Bendigo	2011	1	44108
Bendigo	2016		13203
Bendigo	2016	0	35587
Bendigo	2016	1	45588
Heathcote - Castlemaine - Kyneton	2006		4743
Heathcote - Castlemaine - Kyneton	2006	0	13173
Heathcote - Castlemaine - Kyneton	2006	1	22720
Heathcote - Castlemaine - Kyneton	2011		4911
Heathcote - Castlemaine - Kyneton	2011	0	13657
Heathcote - Castlemaine - Kyneton	2011	1	24863
Heathcote - Castlemaine - Kyneton	2016		7130
Heathcote - Castlemaine - Kyneton	2016	0	14541
Heathcote - Castlemaine - Kyneton	2016	1	25620
Loddon - Elmore	2006		1251
Loddon - Elmore	2006	0	3647
Loddon - Elmore	2006	1	7812
Loddon - Elmore	2011		1221
Loddon - Elmore	2011	0	2769
Loddon - Elmore	2011	1	7198
Loddon - Elmore	2016		1670
Loddon - Elmore	2016	0	2637
Loddon - Elmore	2016	1	7114
Barwon - West	2006		1522
Barwon - West	2006	0	4626
Barwon - West	2006	1	7876
Barwon - West	2011		1655
Barwon - West	2011	0	5179
Barwon - West	2011	1	9781
Barwon - West	2016		2497
Barwon - West	2016	0	5983
Barwon - West	2016	1	10538
Geelong	2006		18841
Geelong	2006	0	57319
Geelong	2006	1	87226
Geelong	2011		19124
Geelong	2011	0	60312
Geelong	2011	1	94014
Geelong	2016		24720
Geelong	2016	0	68001
Geelong	2016	1	95459
Surf Coast - Bellarine Peninsula	2006		5758
Surf Coast - Bellarine Peninsula	2006	0	19639
Surf Coast - Bellarine Peninsula	2006	1	28463
Surf Coast - Bellarine Peninsula	2011		6364
Surf Coast - Bellarine Peninsula	2011	0	23207
Surf Coast - Bellarine Peninsula	2011	1	31010
Surf Coast - Bellarine Peninsula	2016		8694
Surf Coast - Bellarine Peninsula	2016	0	28485
Surf Coast - Bellarine Peninsula	2016	1	34550
Upper Goulburn Valley	2006		5412
Upper Goulburn Valley	2006	0	17247
Upper Goulburn Valley	2006	1	23862
Upper Goulburn Valley	2011		5480
Upper Goulburn Valley	2011	0	17013
Upper Goulburn Valley	2011	1	27418
Upper Goulburn Valley	2016		7680
Upper Goulburn Valley	2016	0	17571
Upper Goulburn Valley	2016	1	28589
Wangaratta - Benalla	2006		4383
Wangaratta - Benalla	2006	0	14509
Wangaratta - Benalla	2006	1	24661
Wangaratta - Benalla	2011		4318
Wangaratta - Benalla	2011	0	13622
Wangaratta - Benalla	2011	1	26292
Wangaratta - Benalla	2016		5970
Wangaratta - Benalla	2016	0	13989
Wangaratta - Benalla	2016	1	26141
Wodonga - Alpine	2006		6750
Wodonga - Alpine	2006	0	23694
Wodonga - Alpine	2006	1	32118
Wodonga - Alpine	2011		7004
Wodonga - Alpine	2011	0	22913
Wodonga - Alpine	2011	1	35232
Wodonga - Alpine	2016		9598
Wodonga - Alpine	2016	0	24837
Wodonga - Alpine	2016	1	35814
Baw Baw	2006		3809
Baw Baw	2006	0	13260
Baw Baw	2006	1	20592
Baw Baw	2011		4677
Baw Baw	2011	0	15771
Baw Baw	2011	1	22539
Baw Baw	2016		6471
Baw Baw	2016	0	17399
Baw Baw	2016	1	24756
Gippsland - East	2006		4158
Gippsland - East	2006	0	14619
Gippsland - East	2006	1	21403
Gippsland - East	2011		4343
Gippsland - East	2011	0	14768
Gippsland - East	2011	1	23183
Gippsland - East	2016		6621
Gippsland - East	2016	0	14349
Gippsland - East	2016	1	24176
Gippsland - South West	2006		6298
Gippsland - South West	2006	0	18347
Gippsland - South West	2006	1	27725
Gippsland - South West	2011		6237
Gippsland - South West	2011	0	20453
Gippsland - South West	2011	1	30328
Gippsland - South West	2016		8378
Gippsland - South West	2016	0	20992
Gippsland - South West	2016	1	32298
Latrobe Valley	2006		8092
Latrobe Valley	2006	0	23055
Latrobe Valley	2006	1	37712
Latrobe Valley	2011		8758
Latrobe Valley	2011	0	23950
Latrobe Valley	2011	1	39508
Latrobe Valley	2016		10753
Latrobe Valley	2016	0	22077
Latrobe Valley	2016	1	40269
Wellington	2006		4935
Wellington	2006	0	13985
Wellington	2006	1	21011
Wellington	2011		5337
Wellington	2011	0	13608
Wellington	2011	1	22391
Wellington	2016		6706
Wellington	2016	0	13258
Wellington	2016	1	22907
Brunswick - Coburg	2006		9412
Brunswick - Coburg	2006	0	26329
Brunswick - Coburg	2006	1	37070
Brunswick - Coburg	2011		9272
Brunswick - Coburg	2011	0	30567
Brunswick - Coburg	2011	1	39059
Brunswick - Coburg	2016		9751
Brunswick - Coburg	2016	0	37262
Brunswick - Coburg	2016	1	39244
Darebin - South	2006		6203
Darebin - South	2006	0	16476
Darebin - South	2006	1	23228
Darebin - South	2011		5695
Darebin - South	2011	0	17434
Darebin - South	2011	1	25429
Darebin - South	2016		6247
Darebin - South	2016	0	20150
Darebin - South	2016	1	25668
Essendon	2006		7900
Essendon	2006	0	18711
Essendon	2006	1	30310
Essendon	2011		7377
Essendon	2011	0	21428
Essendon	2011	1	32126
Essendon	2016		8286
Essendon	2016	0	25945
Essendon	2016	1	32364
Melbourne City	2006		13790
Melbourne City	2006	0	46245
Melbourne City	2006	1	16102
Melbourne City	2011		14132
Melbourne City	2011	0	57522
Melbourne City	2011	1	21958
Melbourne City	2016		20451
Melbourne City	2016	0	89587
Melbourne City	2016	1	25931
Port Phillip	2006		15371
Port Phillip	2006	0	40985
Port Phillip	2006	1	28743
Port Phillip	2011		12330
Port Phillip	2011	0	46046
Port Phillip	2011	1	33007
Port Phillip	2016		15224
Port Phillip	2016	0	50710
Port Phillip	2016	1	34938
Stonnington - West	2006		7968
Stonnington - West	2006	0	24221
Stonnington - West	2006	1	19700
Stonnington - West	2011		6675
Stonnington - West	2011	0	25872
Stonnington - West	2011	1	21236
Stonnington - West	2016		8061
Stonnington - West	2016	0	33401
Stonnington - West	2016	1	21005
Yarra	2006		10916
Yarra	2006	0	32750
Yarra	2006	1	26470
Yarra	2011		9836
Yarra	2011	0	34765
Yarra	2011	1	30233
Yarra	2016		12076
Yarra	2016	0	43792
Yarra	2016	1	31585
Boroondara	2006		16184
Boroondara	2006	0	54990
Boroondara	2006	1	83280
Boroondara	2011		14588
Boroondara	2011	0	56959
Boroondara	2011	1	87637
Boroondara	2016		15872
Boroondara	2016	0	66101
Boroondara	2016	1	85258
Manningham - West	2006		7855
Manningham - West	2006	0	23527
Manningham - West	2006	1	53183
Manningham - West	2011		7095
Manningham - West	2011	0	23666
Manningham - West	2011	1	55148
Manningham - West	2016		8233
Manningham - West	2016	0	29090
Manningham - West	2016	1	53046
Whitehorse - West	2006		9449
Whitehorse - West	2006	0	28887
Whitehorse - West	2006	1	51631
Whitehorse - West	2011		9839
Whitehorse - West	2011	0	31278
Whitehorse - West	2011	1	53796
Whitehorse - West	2016		9881
Whitehorse - West	2016	0	39663
Whitehorse - West	2016	1	52496
Bayside	2006		10407
Bayside	2006	0	28471
Bayside	2006	1	49059
Bayside	2011		9846
Bayside	2011	0	30178
Bayside	2011	1	51789
Bayside	2016		10331
Bayside	2016	0	34667
Bayside	2016	1	52089
Glen Eira	2006		17133
Glen Eira	2006	0	42978
Glen Eira	2006	1	70477
Glen Eira	2011		15219
Glen Eira	2011	0	48054
Glen Eira	2011	1	74794
Glen Eira	2016		16267
Glen Eira	2016	0	57891
Glen Eira	2016	1	74279
Kingston	2006		12695
Kingston	2006	0	34051
Kingston	2006	1	55192
Kingston	2011		12268
Kingston	2011	0	35817
Kingston	2011	1	60889
Kingston	2016		13653
Kingston	2016	0	40237
Kingston	2016	1	62927
Stonnington - East	2006		4707
Stonnington - East	2006	0	13631
Stonnington - East	2006	1	19655
Stonnington - East	2011		4024
Stonnington - East	2011	0	14499
Stonnington - East	2011	1	20843
Stonnington - East	2016		4112
Stonnington - East	2016	0	16813
Stonnington - East	2016	1	20442
Banyule	2006		12089
Banyule	2006	0	33383
Banyule	2006	1	69397
Banyule	2011		12155
Banyule	2011	0	34540
Banyule	2011	1	71613
Banyule	2016		13765
Banyule	2016	0	38022
Banyule	2016	1	70078
Darebin - North	2006		11584
Darebin - North	2006	0	25114
Darebin - North	2006	1	45460
Darebin - North	2011		11416
Darebin - North	2011	0	29010
Darebin - North	2011	1	47491
Darebin - North	2016		12994
Darebin - North	2016	0	34970
Darebin - North	2016	1	46689
Nillumbik - Kinglake	2006		6493
Nillumbik - Kinglake	2006	0	16886
Nillumbik - Kinglake	2006	1	40533
Nillumbik - Kinglake	2011		5670
Nillumbik - Kinglake	2011	0	15990
Nillumbik - Kinglake	2011	1	42262
Nillumbik - Kinglake	2016		6371
Nillumbik - Kinglake	2016	0	16799
Nillumbik - Kinglake	2016	1	41953
Whittlesea - Wallan	2006		16240
Whittlesea - Wallan	2006	0	41087
Whittlesea - Wallan	2006	1	78296
Whittlesea - Wallan	2011		19931
Whittlesea - Wallan	2011	0	59348
Whittlesea - Wallan	2011	1	87628
Whittlesea - Wallan	2016		28999
Whittlesea - Wallan	2016	0	80286
Whittlesea - Wallan	2016	1	104423
Keilor	2006		5337
Keilor	2006	0	12329
Keilor	2006	1	36529
Keilor	2011		5261
Keilor	2011	0	13503
Keilor	2011	1	36059
Keilor	2016		6343
Keilor	2016	0	16562
Keilor	2016	1	35660
Macedon Ranges	2006		2679
Macedon Ranges	2006	0	7716
Macedon Ranges	2006	1	13467
Macedon Ranges	2011		2657
Macedon Ranges	2011	0	8223
Macedon Ranges	2011	1	15759
Macedon Ranges	2016		3659
Macedon Ranges	2016	0	8873
Macedon Ranges	2016	1	17042
Moreland - North	2006		8198
Moreland - North	2006	0	17357
Moreland - North	2006	1	36588
Moreland - North	2011		8955
Moreland - North	2011	0	20851
Moreland - North	2011	1	37805
Moreland - North	2016		10786
Moreland - North	2016	0	27829
Moreland - North	2016	1	36891
Sunbury	2006		3957
Sunbury	2006	0	12412
Sunbury	2006	1	17658
Sunbury	2011		3939
Sunbury	2011	0	11706
Sunbury	2011	1	21207
Sunbury	2016		4714
Sunbury	2016	0	12388
Sunbury	2016	1	22267
Tullamarine - Broadmeadows	2006		16209
Tullamarine - Broadmeadows	2006	0	36168
Tullamarine - Broadmeadows	2006	1	63109
Tullamarine - Broadmeadows	2011		17420
Tullamarine - Broadmeadows	2011	0	40745
Tullamarine - Broadmeadows	2011	1	74395
Tullamarine - Broadmeadows	2016		22834
Tullamarine - Broadmeadows	2016	0	55190
Tullamarine - Broadmeadows	2016	1	82329
Knox	2006		14546
Knox	2006	0	42663
Knox	2006	1	89530
Knox	2011		13364
Knox	2011	0	41028
Knox	2011	1	94949
Knox	2016		15439
Knox	2016	0	45497
Knox	2016	1	93218
Manningham - East	2006		2436
Manningham - East	2006	0	7009
Manningham - East	2006	1	15967
Manningham - East	2011		1949
Manningham - East	2011	0	6563
Manningham - East	2011	1	16993
Manningham - East	2016		2254
Manningham - East	2016	0	7034
Manningham - East	2016	1	16698
Maroondah	2006		10852
Maroondah	2006	0	30622
Maroondah	2006	1	57319
Maroondah	2011		10047
Maroondah	2011	0	32490
Maroondah	2011	1	60874
Maroondah	2016		12352
Maroondah	2016	0	36799
Maroondah	2016	1	60782
Whitehorse - East	2006		5866
Whitehorse - East	2006	0	15910
Whitehorse - East	2006	1	33722
Whitehorse - East	2011		5609
Whitehorse - East	2011	0	16342
Whitehorse - East	2011	1	35183
Whitehorse - East	2016		5959
Whitehorse - East	2016	0	19831
Whitehorse - East	2016	1	34979
Yarra Ranges	2006		15532
Yarra Ranges	2006	0	41832
Yarra Ranges	2006	1	82238
Yarra Ranges	2011		14804
Yarra Ranges	2011	0	41553
Yarra Ranges	2011	1	87353
Yarra Ranges	2016		16746
Yarra Ranges	2016	0	44198
Yarra Ranges	2016	1	87816
Cardinia	2006		7142
Cardinia	2006	0	23215
Cardinia	2006	1	26744
Cardinia	2011		9017
Cardinia	2011	0	30595
Cardinia	2011	1	34726
Cardinia	2016		13340
Cardinia	2016	0	38156
Cardinia	2016	1	42792
Casey - North	2006		14011
Casey - North	2006	0	40350
Casey - North	2006	1	59348
Casey - North	2011		13494
Casey - North	2011	0	41069
Casey - North	2011	1	69459
Casey - North	2016		15070
Casey - North	2016	0	42697
Casey - North	2016	1	73352
Casey - South	2006		14733
Casey - South	2006	0	42353
Casey - South	2006	1	44168
Casey - South	2011		16507
Casey - South	2011	0	50108
Casey - South	2011	1	61746
Casey - South	2016		24092
Casey - South	2016	0	67186
Casey - South	2016	1	76899
Dandenong	2006		20900
Dandenong	2006	0	47032
Dandenong	2006	1	90274
Dandenong	2011		20119
Dandenong	2011	0	53734
Dandenong	2011	1	95214
Dandenong	2016		23510
Dandenong	2016	0	67495
Dandenong	2016	1	95618
Monash	2006		16290
Monash	2006	0	49298
Monash	2006	1	89155
Monash	2011		14716
Monash	2011	0	55164
Monash	2011	1	92349
Monash	2016		17328
Monash	2016	0	69025
Monash	2016	1	88703
Brimbank	2006		20936
Brimbank	2006	0	43506
Brimbank	2006	1	94984
Brimbank	2011		23175
Brimbank	2011	0	49693
Brimbank	2011	1	101554
Brimbank	2016		24739
Brimbank	2016	0	55299
Brimbank	2016	1	105778
Hobsons Bay	2006		9707
Hobsons Bay	2006	0	23411
Hobsons Bay	2006	1	44060
Hobsons Bay	2011		9662
Hobsons Bay	2011	0	24687
Hobsons Bay	2011	1	45066
Hobsons Bay	2016		10584
Hobsons Bay	2016	0	27732
Hobsons Bay	2016	1	45690
Maribyrnong	2006		9579
Maribyrnong	2006	0	23928
Maribyrnong	2006	1	29636
Maribyrnong	2011		11032
Maribyrnong	2011	0	28229
Maribyrnong	2011	1	32372
Maribyrnong	2016		11708
Maribyrnong	2016	0	35137
Maribyrnong	2016	1	35443
Melton - Bacchus Marsh	2006		13301
Melton - Bacchus Marsh	2006	0	38560
Melton - Bacchus Marsh	2006	1	40470
Melton - Bacchus Marsh	2011		18070
Melton - Bacchus Marsh	2011	0	47624
Melton - Bacchus Marsh	2011	1	58868
Melton - Bacchus Marsh	2016		22809
Melton - Bacchus Marsh	2016	0	53756
Melton - Bacchus Marsh	2016	1	76873
Wyndham	2006		17105
Wyndham	2006	0	46985
Wyndham	2006	1	52891
Wyndham	2011		24259
Wyndham	2011	0	70510
Wyndham	2011	1	71251
Wyndham	2016		34512
Wyndham	2016	0	92558
Wyndham	2016	1	94825
Frankston	2006		15778
Frankston	2006	0	43079
Frankston	2006	1	58946
Frankston	2011		15284
Frankston	2011	0	44837
Frankston	2011	1	66335
Frankston	2016		18091
Frankston	2016	0	47056
Frankston	2016	1	68996
Mornington Peninsula	2006		17903
Mornington Peninsula	2006	0	49386
Mornington Peninsula	2006	1	69194
Mornington Peninsula	2011		16014
Mornington Peninsula	2011	0	51568
Mornington Peninsula	2011	1	77026
Mornington Peninsula	2016		17979
Mornington Peninsula	2016	0	56090
Mornington Peninsula	2016	1	80930
Grampians	2006		6118
Grampians	2006	0	18152
Grampians	2006	1	35124
Grampians	2011		6478
Grampians	2011	0	17573
Grampians	2011	1	35196
Grampians	2016		7998
Grampians	2016	0	16542
Grampians	2016	1	34280
Mildura	2006		5993
Mildura	2006	0	18569
Mildura	2006	1	25252
Mildura	2011		6200
Mildura	2011	0	17354
Mildura	2011	1	27425
Mildura	2016		8350
Mildura	2016	0	18198
Mildura	2016	1	27330
Murray River - Swan Hill	2006		4406
Murray River - Swan Hill	2006	0	12021
Murray River - Swan Hill	2006	1	22357
Murray River - Swan Hill	2011		4340
Murray River - Swan Hill	2011	0	10827
Murray River - Swan Hill	2011	1	22036
Murray River - Swan Hill	2016		6188
Murray River - Swan Hill	2016	0	9986
Murray River - Swan Hill	2016	1	21162
Campaspe	2006		3949
Campaspe	2006	0	12866
Campaspe	2006	1	19394
Campaspe	2011		4002
Campaspe	2011	0	11355
Campaspe	2011	1	21192
Campaspe	2016		5144
Campaspe	2016	0	10991
Campaspe	2016	1	21073
Moira	2006		3039
Moira	2006	0	9817
Moira	2006	1	14227
Moira	2011		3309
Moira	2011	0	9038
Moira	2011	1	15777
Moira	2016		4217
Moira	2016	0	9024
Moira	2016	1	15871
Shepparton	2006		7184
Shepparton	2006	0	20164
Shepparton	2006	1	29742
Shepparton	2011		7808
Shepparton	2011	0	20004
Shepparton	2011	1	32410
Shepparton	2016		9907
Shepparton	2016	0	20292
Shepparton	2016	1	33450
Glenelg - Southern Grampians	2006		3579
Glenelg - Southern Grampians	2006	0	11686
Glenelg - Southern Grampians	2006	1	21134
Glenelg - Southern Grampians	2011		3487
Glenelg - Southern Grampians	2011	0	10709
Glenelg - Southern Grampians	2011	1	21798
Glenelg - Southern Grampians	2016		4598
Glenelg - Southern Grampians	2016	0	9655
Glenelg - Southern Grampians	2016	1	21305
Colac - Corangamite	2006		3990
Colac - Corangamite	2006	0	11124
Colac - Corangamite	2006	1	21797
Colac - Corangamite	2011		3884
Colac - Corangamite	2011	0	10451
Colac - Corangamite	2011	1	22359
Colac - Corangamite	2016		5119
Colac - Corangamite	2016	0	10133
Colac - Corangamite	2016	1	21788
Warrnambool	2006		5408
Warrnambool	2006	0	15949
Warrnambool	2006	1	24490
Warrnambool	2011		5535
Warrnambool	2011	0	16025
Warrnambool	2011	1	26414
Warrnambool	2016		6818
Warrnambool	2016	0	16672
Warrnambool	2016	1	26609
Migratory - Offshore - Shipping (Vic.)	2006		6
Migratory - Offshore - Shipping (Vic.)	2006	0	21
Migratory - Offshore - Shipping (Vic.)	2006	1	24
Migratory - Offshore - Shipping (Vic.)	2011		6
Migratory - Offshore - Shipping (Vic.)	2011	0	13
Migratory - Offshore - Shipping (Vic.)	2011	1	17
Migratory - Offshore - Shipping (Vic.)	2016		9
Migratory - Offshore - Shipping (Vic.)	2016	0	13
Migratory - Offshore - Shipping (Vic.)	2016	1	7
No usual address (Vic.)	2006		1186
No usual address (Vic.)	2006	0	4457
No usual address (Vic.)	2006	1	751
No usual address (Vic.)	2011		2308
No usual address (Vic.)	2011	0	5194
No usual address (Vic.)	2011	1	805
No usual address (Vic.)	2016		2493
No usual address (Vic.)	2016	0	4223
No usual address (Vic.)	2016	1	849
Capalaba	2006		7555
Capalaba	2006	0	27006
Capalaba	2006	1	33787
Capalaba	2011		7088
Capalaba	2011	0	24660
Capalaba	2011	1	38194
Capalaba	2016		7263
Capalaba	2016	0	24796
Capalaba	2016	1	39510
Cleveland - Stradbroke	2006		7147
Cleveland - Stradbroke	2006	0	31264
Cleveland - Stradbroke	2006	1	27498
Cleveland - Stradbroke	2011		7726
Cleveland - Stradbroke	2011	0	33700
Cleveland - Stradbroke	2011	1	34738
Cleveland - Stradbroke	2016		8667
Cleveland - Stradbroke	2016	0	34836
Cleveland - Stradbroke	2016	1	39311
Wynnum - Manly	2006		7282
Wynnum - Manly	2006	0	24751
Wynnum - Manly	2006	1	25516
Wynnum - Manly	2011		7966
Wynnum - Manly	2011	0	27377
Wynnum - Manly	2011	1	29685
Wynnum - Manly	2016		8173
Wynnum - Manly	2016	0	27933
Wynnum - Manly	2016	1	32597
Bald Hills - Everton Park	2006		3378
Bald Hills - Everton Park	2006	0	12978
Bald Hills - Everton Park	2006	1	18153
Bald Hills - Everton Park	2011		3688
Bald Hills - Everton Park	2011	0	13702
Bald Hills - Everton Park	2011	1	20374
Bald Hills - Everton Park	2016		4132
Bald Hills - Everton Park	2016	0	15355
Bald Hills - Everton Park	2016	1	21303
Chermside	2006		7304
Chermside	2006	0	22991
Chermside	2006	1	30740
Chermside	2011		7841
Chermside	2011	0	25408
Chermside	2011	1	32641
Chermside	2016		8164
Chermside	2016	0	27960
Chermside	2016	1	32945
Nundah	2006		3632
Nundah	2006	0	12149
Nundah	2006	1	14405
Nundah	2011		4040
Nundah	2011	0	14985
Nundah	2011	1	15542
Nundah	2016		4818
Nundah	2016	0	17466
Nundah	2016	1	16382
Sandgate	2006		6582
Sandgate	2006	0	18643
Sandgate	2006	1	23459
Sandgate	2011		6469
Sandgate	2011	0	20465
Sandgate	2011	1	25888
Sandgate	2016		6830
Sandgate	2016	0	23633
Sandgate	2016	1	27530
Carindale	2006		4682
Carindale	2006	0	16966
Carindale	2006	1	22353
Carindale	2011		4866
Carindale	2011	0	17983
Carindale	2011	1	24161
Carindale	2016		5592
Carindale	2016	0	19753
Carindale	2016	1	24834
Holland Park - Yeronga	2006		7600
Holland Park - Yeronga	2006	0	27608
Holland Park - Yeronga	2006	1	24884
Holland Park - Yeronga	2011		7688
Holland Park - Yeronga	2011	0	30427
Holland Park - Yeronga	2011	1	27072
Holland Park - Yeronga	2016		8547
Holland Park - Yeronga	2016	0	34278
Holland Park - Yeronga	2016	1	28158
Mt Gravatt	2006		6835
Mt Gravatt	2006	0	24244
Mt Gravatt	2006	1	30172
Mt Gravatt	2011		6879
Mt Gravatt	2011	0	25559
Mt Gravatt	2011	1	33223
Mt Gravatt	2016		7497
Mt Gravatt	2016	0	30647
Mt Gravatt	2016	1	33064
Nathan	2006		4478
Nathan	2006	0	13015
Nathan	2006	1	16887
Nathan	2011		4636
Nathan	2011	0	13957
Nathan	2011	1	17930
Nathan	2016		4758
Nathan	2016	0	16089
Nathan	2016	1	18025
Rocklea - Acacia Ridge	2006		5754
Rocklea - Acacia Ridge	2006	0	20836
Rocklea - Acacia Ridge	2006	1	18113
Rocklea - Acacia Ridge	2011		6628
Rocklea - Acacia Ridge	2011	0	23251
Rocklea - Acacia Ridge	2011	1	23763
Rocklea - Acacia Ridge	2016		7422
Rocklea - Acacia Ridge	2016	0	24513
Rocklea - Acacia Ridge	2016	1	27595
Sunnybank	2006		5029
Sunnybank	2006	0	18774
Sunnybank	2006	1	19372
Sunnybank	2011		4982
Sunnybank	2011	0	18776
Sunnybank	2011	1	22307
Sunnybank	2016		5633
Sunnybank	2016	0	21443
Sunnybank	2016	1	22729
Centenary	2006		3679
Centenary	2006	0	13252
Centenary	2006	1	14872
Centenary	2011		3124
Centenary	2011	0	11300
Centenary	2011	1	17640
Centenary	2016		3089
Centenary	2016	0	10952
Centenary	2016	1	18488
Kenmore - Brookfield - Moggill	2006		3688
Kenmore - Brookfield - Moggill	2006	0	16861
Kenmore - Brookfield - Moggill	2006	1	19855
Kenmore - Brookfield - Moggill	2011		3923
Kenmore - Brookfield - Moggill	2011	0	15975
Kenmore - Brookfield - Moggill	2011	1	23723
Kenmore - Brookfield - Moggill	2016		4046
Kenmore - Brookfield - Moggill	2016	0	16337
Kenmore - Brookfield - Moggill	2016	1	24991
Sherwood - Indooroopilly	2006		4736
Sherwood - Indooroopilly	2006	0	23687
Sherwood - Indooroopilly	2006	1	16287
Sherwood - Indooroopilly	2011		4813
Sherwood - Indooroopilly	2011	0	24903
Sherwood - Indooroopilly	2011	1	17579
Sherwood - Indooroopilly	2016		4987
Sherwood - Indooroopilly	2016	0	27994
Sherwood - Indooroopilly	2016	1	18098
The Gap - Enoggera	2006		5361
The Gap - Enoggera	2006	0	17378
The Gap - Enoggera	2006	1	21564
The Gap - Enoggera	2011		4900
The Gap - Enoggera	2011	0	18073
The Gap - Enoggera	2011	1	24401
The Gap - Enoggera	2016		5517
The Gap - Enoggera	2016	0	19471
The Gap - Enoggera	2016	1	25022
Brisbane Inner	2006		10492
Brisbane Inner	2006	0	29320
Brisbane Inner	2006	1	11730
Brisbane Inner	2011		8785
Brisbane Inner	2011	0	34184
Brisbane Inner	2011	1	14612
Brisbane Inner	2016		9566
Brisbane Inner	2016	0	41674
Brisbane Inner	2016	1	16343
Brisbane Inner - East	2006		4881
Brisbane Inner - East	2006	0	16691
Brisbane Inner - East	2006	1	12123
Brisbane Inner - East	2011		4762
Brisbane Inner - East	2011	0	18417
Brisbane Inner - East	2011	1	14397
Brisbane Inner - East	2016		5274
Brisbane Inner - East	2016	0	20384
Brisbane Inner - East	2016	1	14936
Brisbane Inner - North	2006		9856
Brisbane Inner - North	2006	0	33700
Brisbane Inner - North	2006	1	25620
Brisbane Inner - North	2011		8214
Brisbane Inner - North	2011	0	37069
Brisbane Inner - North	2011	1	29992
Brisbane Inner - North	2016		10879
Brisbane Inner - North	2016	0	44742
Brisbane Inner - North	2016	1	30542
Brisbane Inner - West	2006		6629
Brisbane Inner - West	2006	0	25097
Brisbane Inner - West	2006	1	18865
Brisbane Inner - West	2011		5734
Brisbane Inner - West	2011	0	26070
Brisbane Inner - West	2011	1	21739
Brisbane Inner - West	2016		6367
Brisbane Inner - West	2016	0	27158
Brisbane Inner - West	2016	1	22340
Cairns - North	2006		5764
Cairns - North	2006	0	19350
Cairns - North	2006	1	14368
Cairns - North	2011		6006
Cairns - North	2011	0	22522
Cairns - North	2011	1	18690
Cairns - North	2016		7318
Cairns - North	2016	0	23529
Cairns - North	2016	1	21809
Cairns - South	2006		15249
Cairns - South	2006	0	38488
Cairns - South	2006	1	30671
Cairns - South	2011		15984
Cairns - South	2011	0	41134
Cairns - South	2011	1	37611
Cairns - South	2016		17308
Cairns - South	2016	0	41204
Cairns - South	2016	1	42279
Innisfail - Cassowary Coast	2006		4687
Innisfail - Cassowary Coast	2006	0	11630
Innisfail - Cassowary Coast	2006	1	17387
Innisfail - Cassowary Coast	2011		4085
Innisfail - Cassowary Coast	2011	0	10448
Innisfail - Cassowary Coast	2011	1	18930
Innisfail - Cassowary Coast	2016		5337
Innisfail - Cassowary Coast	2016	0	10267
Innisfail - Cassowary Coast	2016	1	19127
Port Douglas - Daintree	2006		1581
Port Douglas - Daintree	2006	0	4648
Port Douglas - Daintree	2006	1	3923
Port Douglas - Daintree	2011		1742
Port Douglas - Daintree	2011	0	4300
Port Douglas - Daintree	2011	1	4744
Port Douglas - Daintree	2016		2192
Port Douglas - Daintree	2016	0	4626
Port Douglas - Daintree	2016	1	4791
Tablelands (East) - Kuranda	2006		4943
Tablelands (East) - Kuranda	2006	0	13777
Tablelands (East) - Kuranda	2006	1	16648
Tablelands (East) - Kuranda	2011		4972
Tablelands (East) - Kuranda	2011	0	13651
Tablelands (East) - Kuranda	2011	1	19613
Tablelands (East) - Kuranda	2016		6119
Tablelands (East) - Kuranda	2016	0	13423
Tablelands (East) - Kuranda	2016	1	20859
Darling Downs (West) - Maranoa	2006		5624
Darling Downs (West) - Maranoa	2006	0	16114
Darling Downs (West) - Maranoa	2006	1	18694
Darling Downs (West) - Maranoa	2011		6680
Darling Downs (West) - Maranoa	2011	0	15948
Darling Downs (West) - Maranoa	2011	1	20781
Darling Downs (West) - Maranoa	2016		8356
Darling Downs (West) - Maranoa	2016	0	15225
Darling Downs (West) - Maranoa	2016	1	20481
Darling Downs - East	2006		4990
Darling Downs - East	2006	0	14899
