SA3_NAME16	Year	medianMortgageRepaymentMonthly
Nambour	2016	1712
Noosa Hinterland	2016	1662
Toowoomba	2016	1560
Charters Towers - Ayr - Ingham	2016	1300
Townsville	2016	1733
Bundaberg	2016	1365
Burnett	2016	1105
Gympie - Cooloola	2016	1300
Hervey Bay	2016	1500
Maryborough	2016	1213
Migratory - Offshore - Shipping (Qld)	2016	0
No usual address (Qld)	2016	0
Adelaide City	2016	1733
Adelaide Hills	2016	1690
Burnside	2016	2000
Campbelltown (SA)	2016	1700
Norwood - Payneham - St Peters	2016	1800
Prospect - Walkerville	2016	1950
Unley	2016	2000
Gawler - Two Wells	2016	1500
Playford	2016	1300
Port Adelaide - East	2016	1600
Salisbury	2016	1365
Tea Tree Gully	2016	1517
Holdfast Bay	2016	1800
Marion	2016	1625
Mitcham	2016	1842
Onkaparinga	2016	1450
Charles Sturt	2016	1700
Port Adelaide - West	2016	1517
West Torrens	2016	1712
Barossa	2016	1387
Lower North	2016	1040
Mid North	2016	962
Yorke Peninsula	2016	1083
Eyre Peninsula and South West	2016	1257
Outback - North and East	2016	1204
Fleurieu - Kangaroo Island	2016	1300
Limestone Coast	2016	1083
Murray and Mallee	2016	1083
Migratory - Offshore - Shipping (SA)	2016	0
No usual address (SA)	2016	0
Augusta - Margaret River - Busselton	2016	1816
Bunbury	2016	1733
Manjimup	2016	1430
Mandurah	2016	1826
Cottesloe - Claremont	2016	3000
Perth City	2016	2167
Bayswater - Bassendean	2016	1999
Mundaring	2016	1950
Swan	2016	2000
Joondalup	2016	2100
Stirling	2016	2000
Wanneroo	2016	2058
Armadale	2016	1950
Belmont - Victoria Park	2016	2000
Canning	2016	1950
Gosnells	2016	1800
Kalamunda	2016	2000
Serpentine - Jarrahdale	2016	2136
South Perth	2016	2173
Cockburn	2016	2058
Fremantle	2016	2167
Kwinana	2016	1813
Melville	2016	2167
Rockingham	2016	1950
Albany	2016	1500
Wheat Belt - North	2016	1408
Wheat Belt - South	2016	1109
Kimberley	2016	2383
East Pilbara	2016	2500
West Pilbara	2016	2600
Esperance	2016	1625
Gascoyne	2016	1783
Goldfields	2016	1733
Mid West	2016	1690
Migratory - Offshore - Shipping (WA)	2016	0
No usual address (WA)	2016	0
Brighton	2016	1300
Hobart - North East	2016	1445
Hobart - North West	2016	1300
Hobart - South and West	2016	1517
Hobart Inner	2016	1647
Sorell - Dodges Ferry	2016	1300
Launceston	2016	1300
Meander Valley - West Tamar	2016	1200
North East	2016	1127
Central Highlands (Tas.)	2016	1100
Huon - Bruny Island	2016	1300
South East Coast	2016	1040
Burnie - Ulverstone	2016	1148
Devonport	2016	1213
West Coast	2016	1036
Migratory - Offshore - Shipping (Tas.)	2016	0
No usual address (Tas.)	2016	0
Darwin City	2016	2253
Darwin Suburbs	2016	2167
Litchfield	2016	2400
Palmerston	2016	2253
Alice Springs	2016	1950
Barkly	2016	1200
Daly - Tiwi - West Arnhem	2016	1500
East Arnhem	2016	1733
Katherine	2016	1733
Migratory - Offshore - Shipping (NT)	2016	0
No usual address (NT)	2016	0
Belconnen	2016	2000
Canberra East	2016	1659
Gungahlin	2016	2167
North Canberra	2016	2167
South Canberra	2016	2379
Tuggeranong	2016	2000
Weston Creek	2016	2167
Woden Valley	2016	2167
Molonglo	2016	2015
Urriarra - Namadgi	2016	2600
Migratory - Offshore - Shipping (ACT)	2016	0
No usual address (ACT)	2016	0
Christmas Island	2016	1717
Cocos (Keeling) Islands	2016	1029
Jervis Bay	2016	0
Norfolk Island	2016	1300
Migratory - Offshore - Shipping (OT)	2016	0
No usual address (OT)	2016	0
