GCCSA_CODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,3105,3400,1446,344,130,225,914,19376,1087,375,1201,983,420,587,578,404,299,233,1066,1908,9149,32244,9231,35469,44202,22727,35576,31892,12837,4010,1883,5656,10086,245816,385,77,213,311,206,433,618,631,253,112,116,392,3746,523,211,337,401,195,275,358,290,82,32,45,207,2949,2163,1262,1709,1746,934,1196,1195,767,193,54,98,608,11938,3617,2335,2814,3013,1550,2053,1864,871,198,46,133,713,19217,1439,827,2893,3867,2556,4135,4189,2065,366,95,148,663,23238,1214,402,1931,1625,1014,1890,1936,1224,273,63,93,406,12075,1925,648,2106,3731,2726,5238,6187,3825,705,207,235,797,28328,1828,420,1500,2718,2230,4617,6357,4623,948,266,305,739,26553,1855,365,1102,2070,2022,4249,7161,5947,1162,278,324,764,27290,1596,246,727,1414,1416,3016,5723,5665,1304,318,354,622,22397,2363,336,813,1365,1561,3264,7035,8935,2476,631,574,844,30194,1401,226,443,580,671,1398,3585,5648,1838,494,438,391,17110,2307,281,352,369,397,851,2081,3646,1957,702
3GBRI,3726,3102,1372,364,146,180,562,15302,634,207,712,799,403,667,403,239,107,64,191,1107,5529,14799,5635,20345,37246,25840,48002,31004,11422,3062,1229,2051,5734,206358,261,80,187,204,115,322,650,937,450,188,168,359,3931,408,189,221,203,117,174,351,332,101,45,49,183,2382,1774,1209,1055,946,494,800,1105,724,186,75,97,486,8957,3021,2755,1518,1557,870,1312,1656,857,167,53,119,615,14496,803,798,1870,2070,1473,2714,3904,1901,294,89,120,428,16465,521,239,1603,799,482,1172,1985,1107,224,65,71,244,8514,753,400,1442,1930,1494,3500,6745,3806,590,168,180,504,21511,594,221,883,1425,1230,3063,7279,4936,808,198,172,450,21261,584,139,579,1087,1193,2916,8813,7190,1207,301,239,424,24672,399,72,347,636,766,2030,7011,7251,1286,344,253,360,20746,560,75,336,655,826,1956,8869,12293,2677,678,458,405,29789,298,30,131,340,477,888,4597,8957,2582,629,417,258,19621,277,36,97,173,209,478,2218,5758,2935,1413
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,693,334,90,17,12,79,354,6954,799,355,857,612,142,92,38,23,10,19,101,820,3867,18750,8702,28969,30801,9374,7157,2756,835,237,176,1307,4623,113692,229,90,256,285,126,195,120,57,27,10,31,229,1644,415,293,444,394,141,151,70,33,16,3,23,189,2182,1277,1622,2144,1773,587,547,240,75,22,17,68,414,8786,1938,2948,3275,2848,898,847,394,92,25,12,83,525,13885,955,647,3310,4298,1868,1930,806,177,32,11,76,423,14531,616,250,1577,1843,790,910,444,99,19,10,30,212,6796,1090,487,2170,4299,2198,2594,1255,303,37,16,77,445,14968,987,261,1486,3133,1853,2578,1391,328,69,27,88,383,12588,822,170,1046,2490,1821,2664,1722,473,89,22,77,319,11706,691,94,630,1575,1295,2067,1574,538,92,26,88,245,8909,807,94,579,1409,1298,2264,2146,849,118,35,85,317,10005,437,52,240,503,514,1147,1259,604,117,22,67,140,5112,332,42,187,327,273,602,834,693,229,63
2GMEL,4159,3761,2379,899,326,661,1344,24135,1181,423,1081,1616,798,791,603,367,159,86,298,1888,9301,27257,9476,34364,78111,43433,53804,39333,20433,6540,2610,6111,11588,333060,674,208,405,513,547,1438,2420,2257,1120,511,466,971,11528,864,592,516,468,317,625,913,617,275,93,145,428,5851,2083,3248,2142,1837,1115,1904,2266,1146,402,144,264,962,17532,2272,5455,2806,2483,1430,2447,2690,1183,317,117,260,985,22459,1217,848,2622,3290,2484,4866,5378,2169,602,165,342,856,24836,784,298,2000,1675,990,2172,3027,1371,343,120,164,461,13414,1380,553,1378,3412,2978,6952,9092,3954,1014,329,508,1019,32571,1230,247,975,2250,2574,7064,10768,5048,1278,447,630,899,33406,1148,190,758,1832,2392,7085,12948,6895,1693,550,747,808,37043,931,104,467,1143,1485,5133,11183,7111,1832,607,722,697,31416,1151,128,500,1116,1611,5523,15330,12783,3640,1169,1233,885,45072,722,62,269,607,755,2750,9213,9826,3281,999,883,557,29921,586,77,169,328,390,1423,5009,8446,4792,2141
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,2562,1521,609,125,51,145,733,16120,1441,644,1611,1171,404,412,219,78,66,38,223,1520,7827,36311,14601,50632,56571,26835,29724,15186,4991,1199,542,2352,9061,247996,419,156,378,469,284,360,392,301,133,59,87,420,3455,787,604,736,657,286,285,287,165,41,16,46,267,4176,2468,3212,3696,3219,1234,1328,880,338,84,37,147,830,17464,3485,5768,5908,5169,1927,2102,1439,465,82,48,218,1074,27694,1698,1125,4871,6630,3373,4311,3268,1008,153,50,183,777,27451,1176,481,3122,3102,1524,2182,1754,696,143,43,78,422,14729,1942,796,3379,6212,3642,5571,4992,1827,297,85,184,881,29799,1767,403,2260,4225,2972,4983,5090,2287,407,100,180,666,25339,1611,256,1585,3286,2712,4813,5743,2769,497,116,172,602,24157,1278,168,987,2111,1860,3347,4644,2756,529,125,177,438,18422,1682,185,1001,2050,1865,3899,6004,4391,991,255,275,577,23168,880,53,359,776,814,1694,2991,2783,719,164,190,258,11684,741,88,345,582,492,1030,1957,2396,1011,322
1GSYD,5454,6148,5378,2713,1258,1693,1460,34513,1855,557,1050,1260,917,1296,1107,856,342,247,607,2430,12518,39639,12035,29674,52328,45911,79700,77802,55298,22128,9630,13630,14236,452023,768,347,407,401,329,634,1462,2053,1544,909,1092,1047,10989,1302,971,549,386,220,373,639,715,400,199,228,534,6511,3679,5900,2758,1918,946,1488,2080,1840,765,378,498,1376,23613,3399,9209,3693,2346,1242,1983,2723,2183,763,324,442,1377,29688,1366,1453,3110,2824,2006,3581,5566,4509,1527,579,581,1000,28105,972,525,3795,2446,1015,1919,3151,2876,904,323,338,650,18918,1402,873,1823,3469,2372,4797,8965,8039,2782,955,946,1120,37533,1159,355,1240,2014,1860,4501,9488,9648,3702,1375,1224,955,37524,1146,246,776,1396,1583,4180,10554,12273,4959,1941,1601,915,41578,951,119,418,839,1097,2660,8475,11711,5192,2060,1703,756,35986,1297,124,433,908,1260,3087,10302,17951,10113,4186,3476,1031,54166,776,64,210,508,695,1441,4988,11404,8053,3835,2889,598,35451,748,76,200,304,410,874,3013,8853,8913,5835
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
