SA2_NAME16	Year	Sex	overseas_visitors
Kiama Downs - Minnamurra	2006	F	11
Kiama Downs - Minnamurra	2006	M	0
Kiama Downs - Minnamurra	2011	F	11
Kiama Downs - Minnamurra	2011	M	4
Kiama Downs - Minnamurra	2016	F	20
Kiama Downs - Minnamurra	2016	M	8
Kiama Hinterland - Gerringong	2006	F	16
Kiama Hinterland - Gerringong	2006	M	8
Kiama Hinterland - Gerringong	2011	F	13
Kiama Hinterland - Gerringong	2011	M	5
Kiama Hinterland - Gerringong	2016	F	28
Kiama Hinterland - Gerringong	2016	M	16
Shellharbour - Flinders	2006	F	11
Shellharbour - Flinders	2006	M	3
Shellharbour - Flinders	2011	F	10
Shellharbour - Flinders	2011	M	11
Shellharbour - Flinders	2016	F	37
Shellharbour - Flinders	2016	M	20
Shellharbour - Oak Flats	2006	F	7
Shellharbour - Oak Flats	2006	M	12
Shellharbour - Oak Flats	2011	F	12
Shellharbour - Oak Flats	2011	M	0
Shellharbour - Oak Flats	2016	F	15
Shellharbour - Oak Flats	2016	M	14
Warilla	2006	F	14
Warilla	2006	M	11
Warilla	2011	F	14
Warilla	2011	M	8
Warilla	2016	F	22
Warilla	2016	M	18
Balgownie - Fairy Meadow	2006	F	96
Balgownie - Fairy Meadow	2006	M	80
Balgownie - Fairy Meadow	2011	F	117
Balgownie - Fairy Meadow	2011	M	119
Balgownie - Fairy Meadow	2016	F	139
Balgownie - Fairy Meadow	2016	M	150
Corrimal - Tarrawanna - Bellambi	2006	F	28
Corrimal - Tarrawanna - Bellambi	2006	M	19
Corrimal - Tarrawanna - Bellambi	2011	F	25
Corrimal - Tarrawanna - Bellambi	2011	M	25
Corrimal - Tarrawanna - Bellambi	2016	F	34
Corrimal - Tarrawanna - Bellambi	2016	M	19
Figtree - Keiraville	2006	F	102
Figtree - Keiraville	2006	M	105
Figtree - Keiraville	2011	F	78
Figtree - Keiraville	2011	M	94
Figtree - Keiraville	2016	F	147
Figtree - Keiraville	2016	M	133
Helensburgh	2006	F	13
Helensburgh	2006	M	10
Helensburgh	2011	F	14
Helensburgh	2011	M	7
Helensburgh	2016	F	29
Helensburgh	2016	M	17
Thirroul - Austinmer - Coalcliff	2006	F	31
Thirroul - Austinmer - Coalcliff	2006	M	28
Thirroul - Austinmer - Coalcliff	2011	F	23
Thirroul - Austinmer - Coalcliff	2011	M	17
Thirroul - Austinmer - Coalcliff	2016	F	30
Thirroul - Austinmer - Coalcliff	2016	M	18
Woonona - Bulli - Russell Vale	2006	F	36
Woonona - Bulli - Russell Vale	2006	M	22
Woonona - Bulli - Russell Vale	2011	F	25
Woonona - Bulli - Russell Vale	2011	M	13
Woonona - Bulli - Russell Vale	2016	F	47
Woonona - Bulli - Russell Vale	2016	M	31
Wollongong - East	2006	F	116
Wollongong - East	2006	M	82
Wollongong - East	2011	F	141
Wollongong - East	2011	M	190
Wollongong - East	2016	F	192
Wollongong - East	2016	M	161
Wollongong - West	2006	F	139
Wollongong - West	2006	M	117
Wollongong - West	2011	F	145
Wollongong - West	2011	M	139
Wollongong - West	2016	F	182
Wollongong - West	2016	M	149
Bulahdelah - Stroud	2006	F	8
Bulahdelah - Stroud	2006	M	5
Bulahdelah - Stroud	2011	F	3
Bulahdelah - Stroud	2011	M	3
Bulahdelah - Stroud	2016	F	6
Bulahdelah - Stroud	2016	M	5
Forster	2006	F	11
Forster	2006	M	10
Forster	2011	F	21
Forster	2011	M	14
Forster	2016	F	17
Forster	2016	M	10
Forster-Tuncurry Region	2006	F	17
Forster-Tuncurry Region	2006	M	17
Forster-Tuncurry Region	2011	F	14
Forster-Tuncurry Region	2011	M	9
Forster-Tuncurry Region	2016	F	15
Forster-Tuncurry Region	2016	M	12
Tuncurry	2006	F	3
Tuncurry	2006	M	3
Tuncurry	2011	F	7
Tuncurry	2011	M	4
Tuncurry	2016	F	5
Tuncurry	2016	M	3
Kempsey	2006	F	3
Kempsey	2006	M	6
Kempsey	2011	F	13
Kempsey	2011	M	9
Kempsey	2016	F	20
Kempsey	2016	M	20
Kempsey Region	2006	F	15
Kempsey Region	2006	M	12
Kempsey Region	2011	F	23
Kempsey Region	2011	M	21
Kempsey Region	2016	F	25
Kempsey Region	2016	M	14
Macksville - Scotts Head	2006	F	28
Macksville - Scotts Head	2006	M	13
Macksville - Scotts Head	2011	F	8
Macksville - Scotts Head	2011	M	0
Macksville - Scotts Head	2016	F	8
Macksville - Scotts Head	2016	M	4
Nambucca Heads	2006	F	14
Nambucca Heads	2006	M	13
Nambucca Heads	2011	F	8
Nambucca Heads	2011	M	4
Nambucca Heads	2016	F	13
Nambucca Heads	2016	M	12
Nambucca Heads Region	2006	F	20
Nambucca Heads Region	2006	M	16
Nambucca Heads Region	2011	F	11
Nambucca Heads Region	2011	M	7
Nambucca Heads Region	2016	F	5
Nambucca Heads Region	2016	M	7
South West Rocks	2006	F	4
South West Rocks	2006	M	8
South West Rocks	2011	F	12
South West Rocks	2011	M	8
South West Rocks	2016	F	24
South West Rocks	2016	M	19
Lord Howe Island	2006	F	11
Lord Howe Island	2006	M	6
Lord Howe Island	2011	F	6
Lord Howe Island	2011	M	8
Lord Howe Island	2016	F	8
Lord Howe Island	2016	M	4
Laurieton - Bonny Hills	2006	F	25
Laurieton - Bonny Hills	2006	M	11
Laurieton - Bonny Hills	2011	F	22
Laurieton - Bonny Hills	2011	M	20
Laurieton - Bonny Hills	2016	F	24
Laurieton - Bonny Hills	2016	M	21
Port Macquarie - East	2006	F	98
Port Macquarie - East	2006	M	83
Port Macquarie - East	2011	F	77
Port Macquarie - East	2011	M	70
Port Macquarie - East	2016	F	96
Port Macquarie - East	2016	M	71
Port Macquarie - West	2006	F	35
Port Macquarie - West	2006	M	39
Port Macquarie - West	2011	F	26
Port Macquarie - West	2011	M	24
Port Macquarie - West	2016	F	47
Port Macquarie - West	2016	M	40
Port Macquarie Region	2006	F	10
Port Macquarie Region	2006	M	7
Port Macquarie Region	2011	F	3
Port Macquarie Region	2011	M	6
Port Macquarie Region	2016	F	13
Port Macquarie Region	2016	M	8
Wauchope	2006	F	4
Wauchope	2006	M	6
Wauchope	2011	F	6
Wauchope	2011	M	5
Wauchope	2016	F	11
Wauchope	2016	M	8
Gloucester	2006	F	11
Gloucester	2006	M	7
Gloucester	2011	F	3
Gloucester	2011	M	6
Gloucester	2016	F	25
Gloucester	2016	M	15
Old Bar - Manning Point - Red Head	2006	F	10
Old Bar - Manning Point - Red Head	2006	M	6
Old Bar - Manning Point - Red Head	2011	F	12
Old Bar - Manning Point - Red Head	2011	M	11
Old Bar - Manning Point - Red Head	2016	F	15
Old Bar - Manning Point - Red Head	2016	M	20
Taree	2006	F	27
Taree	2006	M	15
Taree	2011	F	28
Taree	2011	M	16
Taree	2016	F	45
Taree	2016	M	23
Taree Region	2006	F	14
Taree Region	2006	M	5
Taree Region	2011	F	12
Taree Region	2011	M	8
Taree Region	2016	F	13
Taree Region	2016	M	13
Wingham	2006	F	3
Wingham	2006	M	0
Wingham	2011	F	0
Wingham	2011	M	0
Wingham	2016	F	10
Wingham	2016	M	11
Albury - East	2006	F	12
Albury - East	2006	M	11
Albury - East	2011	F	19
Albury - East	2011	M	13
Albury - East	2016	F	29
Albury - East	2016	M	14
Albury - North	2006	F	15
Albury - North	2006	M	7
Albury - North	2011	F	12
Albury - North	2011	M	5
Albury - North	2016	F	14
Albury - North	2016	M	15
Albury - South	2006	F	51
Albury - South	2006	M	51
Albury - South	2011	F	34
Albury - South	2011	M	30
Albury - South	2016	F	49
Albury - South	2016	M	73
Albury Region	2006	F	20
Albury Region	2006	M	8
Albury Region	2011	F	14
Albury Region	2011	M	7
Albury Region	2016	F	12
Albury Region	2016	M	11
Lavington	2006	F	13
Lavington	2006	M	6
Lavington	2011	F	4
Lavington	2011	M	10
Lavington	2016	F	19
Lavington	2016	M	13
Hay	2006	F	6
Hay	2006	M	7
Hay	2011	F	9
Hay	2011	M	6
Hay	2016	F	13
Hay	2016	M	4
Wentworth - Buronga	2006	F	8
Wentworth - Buronga	2006	M	12
Wentworth - Buronga	2011	F	9
Wentworth - Buronga	2011	M	21
Wentworth - Buronga	2016	F	48
Wentworth - Buronga	2016	M	33
Wentworth-Balranald Region	2006	F	0
Wentworth-Balranald Region	2006	M	15
Wentworth-Balranald Region	2011	F	13
Wentworth-Balranald Region	2011	M	27
Wentworth-Balranald Region	2016	F	11
Wentworth-Balranald Region	2016	M	23
Corowa	2006	F	3
Corowa	2006	M	4
Corowa	2011	F	5
Corowa	2011	M	7
Corowa	2016	F	4
Corowa	2016	M	3
Corowa Region	2006	F	8
Corowa Region	2006	M	6
Corowa Region	2011	F	7
Corowa Region	2011	M	3
Corowa Region	2016	F	6
Corowa Region	2016	M	4
Deniliquin	2006	F	6
Deniliquin	2006	M	3
Deniliquin	2011	F	10
Deniliquin	2011	M	9
Deniliquin	2016	F	18
Deniliquin	2016	M	35
Deniliquin Region	2006	F	5
Deniliquin Region	2006	M	3
Deniliquin Region	2011	F	15
Deniliquin Region	2011	M	10
Deniliquin Region	2016	F	13
Deniliquin Region	2016	M	8
Moama	2006	F	9
Moama	2006	M	12
Moama	2011	F	8
Moama	2011	M	3
Moama	2016	F	10
Moama	2016	M	0
Tocumwal - Finley - Jerilderie	2006	F	15
Tocumwal - Finley - Jerilderie	2006	M	17
Tocumwal - Finley - Jerilderie	2011	F	5
Tocumwal - Finley - Jerilderie	2011	M	15
Tocumwal - Finley - Jerilderie	2016	F	21
Tocumwal - Finley - Jerilderie	2016	M	23
Armidale	2006	F	89
Armidale	2006	M	67
Armidale	2011	F	169
Armidale	2011	M	142
Armidale	2016	F	126
Armidale	2016	M	114
Armidale Region - North	2006	F	5
Armidale Region - North	2006	M	22
Armidale Region - North	2011	F	7
Armidale Region - North	2011	M	12
Armidale Region - North	2016	F	19
Armidale Region - North	2016	M	57
Armidale Region - South	2006	F	14
Armidale Region - South	2006	M	10
Armidale Region - South	2011	F	3
Armidale Region - South	2011	M	6
Armidale Region - South	2016	F	11
Armidale Region - South	2016	M	8
Walcha	2006	F	8
Walcha	2006	M	4
Walcha	2011	F	11
Walcha	2011	M	12
Walcha	2016	F	3
Walcha	2016	M	0
Glen Innes	2006	F	10
Glen Innes	2006	M	4
Glen Innes	2011	F	16
Glen Innes	2011	M	10
Glen Innes	2016	F	6
Glen Innes	2016	M	3
Inverell	2006	F	6
Inverell	2006	M	4
Inverell	2011	F	7
Inverell	2011	M	5
Inverell	2016	F	10
Inverell	2016	M	7
Inverell Region - East	2006	F	16
Inverell Region - East	2006	M	10
Inverell Region - East	2011	F	5
Inverell Region - East	2011	M	4
Inverell Region - East	2016	F	37
Inverell Region - East	2016	M	22
Inverell Region - West	2006	F	7
Inverell Region - West	2006	M	9
Inverell Region - West	2011	F	6
Inverell Region - West	2011	M	6
Inverell Region - West	2016	F	24
Inverell Region - West	2016	M	12
Tenterfield	2006	F	18
Tenterfield	2006	M	13
Tenterfield	2011	F	10
Tenterfield	2011	M	16
Tenterfield	2016	F	33
Tenterfield	2016	M	27
Moree	2006	F	4
Moree	2006	M	3
Moree	2011	F	15
Moree	2011	M	23
Moree	2016	F	36
Moree	2016	M	19
Moree Region	2006	F	7
Moree Region	2006	M	3
Moree Region	2011	F	8
Moree Region	2011	M	25
Moree Region	2016	F	19
Moree Region	2016	M	4
Narrabri	2006	F	7
Narrabri	2006	M	7
Narrabri	2011	F	3
Narrabri	2011	M	9
Narrabri	2016	F	10
Narrabri	2016	M	6
Narrabri Region	2006	F	4
Narrabri Region	2006	M	5
Narrabri Region	2011	F	9
Narrabri Region	2011	M	17
Narrabri Region	2016	F	6
Narrabri Region	2016	M	8
Gunnedah	2006	F	3
Gunnedah	2006	M	3
Gunnedah	2011	F	10
Gunnedah	2011	M	14
Gunnedah	2016	F	8
Gunnedah	2016	M	19
Gunnedah Region	2006	F	3
Gunnedah Region	2006	M	3
Gunnedah Region	2011	F	5
Gunnedah Region	2011	M	3
Gunnedah Region	2016	F	3
Gunnedah Region	2016	M	6
Quirindi	2006	F	12
Quirindi	2006	M	3
Quirindi	2011	F	10
Quirindi	2011	M	0
Quirindi	2016	F	8
Quirindi	2016	M	9
Tamworth - East	2006	F	29
Tamworth - East	2006	M	20
Tamworth - East	2011	F	17
Tamworth - East	2011	M	22
Tamworth - East	2016	F	53
Tamworth - East	2016	M	63
Tamworth - North	2006	F	19
Tamworth - North	2006	M	21
Tamworth - North	2011	F	14
Tamworth - North	2011	M	30
Tamworth - North	2016	F	23
Tamworth - North	2016	M	42
Tamworth - West	2006	F	3
Tamworth - West	2006	M	18
Tamworth - West	2011	F	0
Tamworth - West	2011	M	10
Tamworth - West	2016	F	10
Tamworth - West	2016	M	22
Tamworth Region	2006	F	31
Tamworth Region	2006	M	25
Tamworth Region	2011	F	17
Tamworth Region	2011	M	14
Tamworth Region	2016	F	28
Tamworth Region	2016	M	15
Belmont - Bennetts Green	2006	F	19
Belmont - Bennetts Green	2006	M	7
Belmont - Bennetts Green	2011	F	28
Belmont - Bennetts Green	2011	M	14
Belmont - Bennetts Green	2016	F	34
Belmont - Bennetts Green	2016	M	15
Belmont South - Blacksmiths	2006	F	10
Belmont South - Blacksmiths	2006	M	4
Belmont South - Blacksmiths	2011	F	12
Belmont South - Blacksmiths	2011	M	6
Belmont South - Blacksmiths	2016	F	6
Belmont South - Blacksmiths	2016	M	6
Charlestown - Dudley	2006	F	30
Charlestown - Dudley	2006	M	27
Charlestown - Dudley	2011	F	34
Charlestown - Dudley	2011	M	26
Charlestown - Dudley	2016	F	57
Charlestown - Dudley	2016	M	26
Glendale - Cardiff - Hillsborough	2006	F	31
Glendale - Cardiff - Hillsborough	2006	M	21
Glendale - Cardiff - Hillsborough	2011	F	24
Glendale - Cardiff - Hillsborough	2011	M	24
Glendale - Cardiff - Hillsborough	2016	F	32
Glendale - Cardiff - Hillsborough	2016	M	33
Mount Hutton - Windale	2006	F	14
Mount Hutton - Windale	2006	M	5
Mount Hutton - Windale	2011	F	4
Mount Hutton - Windale	2011	M	4
Mount Hutton - Windale	2016	F	7
Mount Hutton - Windale	2016	M	4
Redhead	2006	F	4
Redhead	2006	M	3
Redhead	2011	F	8
Redhead	2011	M	3
Redhead	2016	F	3
Redhead	2016	M	3
Swansea - Caves Beach	2006	F	7
Swansea - Caves Beach	2006	M	4
Swansea - Caves Beach	2011	F	15
Swansea - Caves Beach	2011	M	12
Swansea - Caves Beach	2016	F	10
Swansea - Caves Beach	2016	M	8
Valentine - Eleebana	2006	F	13
Valentine - Eleebana	2006	M	12
Valentine - Eleebana	2011	F	22
Valentine - Eleebana	2011	M	13
Valentine - Eleebana	2016	F	24
Valentine - Eleebana	2016	M	15
Warners Bay - Boolaroo	2006	F	25
Warners Bay - Boolaroo	2006	M	14
Warners Bay - Boolaroo	2011	F	19
Warners Bay - Boolaroo	2011	M	20
Warners Bay - Boolaroo	2016	F	26
Warners Bay - Boolaroo	2016	M	16
Bolton Point - Teralba	2006	F	4
Bolton Point - Teralba	2006	M	3
Bolton Point - Teralba	2011	F	10
Bolton Point - Teralba	2011	M	10
Bolton Point - Teralba	2016	F	11
Bolton Point - Teralba	2016	M	8
Bonnells Bay - Silverwater	2006	F	4
Bonnells Bay - Silverwater	2006	M	5
Bonnells Bay - Silverwater	2011	F	5
Bonnells Bay - Silverwater	2011	M	3
Bonnells Bay - Silverwater	2016	F	16
Bonnells Bay - Silverwater	2016	M	15
Edgeworth - Cameron Park	2006	F	8
Edgeworth - Cameron Park	2006	M	5
Edgeworth - Cameron Park	2011	F	4
Edgeworth - Cameron Park	2011	M	6
Edgeworth - Cameron Park	2016	F	24
Edgeworth - Cameron Park	2016	M	13
Morisset - Cooranbong	2006	F	61
Morisset - Cooranbong	2006	M	45
Morisset - Cooranbong	2011	F	16
Morisset - Cooranbong	2011	M	14
Morisset - Cooranbong	2016	F	25
Morisset - Cooranbong	2016	M	22
Toronto - Awaba	2006	F	19
Toronto - Awaba	2006	M	28
Toronto - Awaba	2011	F	21
Toronto - Awaba	2011	M	38
Toronto - Awaba	2016	F	16
Toronto - Awaba	2016	M	12
Wangi Wangi - Rathmines	2006	F	17
Wangi Wangi - Rathmines	2006	M	8
Wangi Wangi - Rathmines	2011	F	10
Wangi Wangi - Rathmines	2011	M	5
Wangi Wangi - Rathmines	2016	F	19
Wangi Wangi - Rathmines	2016	M	7
West Wallsend - Barnsley - Killingworth	2006	F	5
West Wallsend - Barnsley - Killingworth	2006	M	3
West Wallsend - Barnsley - Killingworth	2011	F	0
West Wallsend - Barnsley - Killingworth	2011	M	3
West Wallsend - Barnsley - Killingworth	2016	F	7
West Wallsend - Barnsley - Killingworth	2016	M	3
Adamstown - Kotara	2006	F	28
Adamstown - Kotara	2006	M	27
Adamstown - Kotara	2011	F	20
Adamstown - Kotara	2011	M	24
Adamstown - Kotara	2016	F	42
Adamstown - Kotara	2016	M	25
Beresfield - Hexham	2006	F	0
Beresfield - Hexham	2006	M	8
Beresfield - Hexham	2011	F	15
Beresfield - Hexham	2011	M	5
Beresfield - Hexham	2016	F	27
Beresfield - Hexham	2016	M	19
Hamilton - Broadmeadow	2006	F	33
Hamilton - Broadmeadow	2006	M	30
Hamilton - Broadmeadow	2011	F	26
Hamilton - Broadmeadow	2011	M	37
Hamilton - Broadmeadow	2016	F	22
Hamilton - Broadmeadow	2016	M	15
Lambton - New Lambton	2006	F	35
Lambton - New Lambton	2006	M	23
Lambton - New Lambton	2011	F	33
Lambton - New Lambton	2011	M	27
Lambton - New Lambton	2016	F	53
Lambton - New Lambton	2016	M	24
Maryland - Fletcher - Minmi	2006	F	14
Maryland - Fletcher - Minmi	2006	M	3
Maryland - Fletcher - Minmi	2011	F	25
Maryland - Fletcher - Minmi	2011	M	24
Maryland - Fletcher - Minmi	2016	F	42
Maryland - Fletcher - Minmi	2016	M	19
Mayfield - Warabrook	2006	F	33
Mayfield - Warabrook	2006	M	31
Mayfield - Warabrook	2011	F	40
Mayfield - Warabrook	2011	M	38
Mayfield - Warabrook	2016	F	87
Mayfield - Warabrook	2016	M	49
Merewether - The Junction	2006	F	30
Merewether - The Junction	2006	M	19
Merewether - The Junction	2011	F	25
Merewether - The Junction	2011	M	21
Merewether - The Junction	2016	F	30
Merewether - The Junction	2016	M	11
Newcastle - Cooks Hill	2006	F	120
Newcastle - Cooks Hill	2006	M	128
Newcastle - Cooks Hill	2011	F	101
Newcastle - Cooks Hill	2011	M	131
Newcastle - Cooks Hill	2016	F	93
Newcastle - Cooks Hill	2016	M	101
Newcastle Port - Kooragang	2006	F	0
Newcastle Port - Kooragang	2006	M	0
Newcastle Port - Kooragang	2011	F	0
Newcastle Port - Kooragang	2011	M	0
Newcastle Port - Kooragang	2016	F	0
Newcastle Port - Kooragang	2016	M	0
Shortland - Jesmond	2006	F	139
Shortland - Jesmond	2006	M	126
Shortland - Jesmond	2011	F	127
Shortland - Jesmond	2011	M	142
Shortland - Jesmond	2016	F	235
Shortland - Jesmond	2016	M	167
Stockton - Fullerton Cove	2006	F	4
Stockton - Fullerton Cove	2006	M	6
Stockton - Fullerton Cove	2011	F	8
Stockton - Fullerton Cove	2011	M	6
Stockton - Fullerton Cove	2016	F	9
Stockton - Fullerton Cove	2016	M	9
Wallsend - Elermore Vale	2006	F	24
Wallsend - Elermore Vale	2006	M	33
Wallsend - Elermore Vale	2011	F	40
Wallsend - Elermore Vale	2011	M	36
Wallsend - Elermore Vale	2016	F	50
Wallsend - Elermore Vale	2016	M	61
Waratah - North Lambton	2006	F	29
Waratah - North Lambton	2006	M	26
Waratah - North Lambton	2011	F	41
Waratah - North Lambton	2011	M	31
Waratah - North Lambton	2016	F	23
Waratah - North Lambton	2016	M	22
Wickham - Carrington - Tighes Hill	2006	F	15
Wickham - Carrington - Tighes Hill	2006	M	20
Wickham - Carrington - Tighes Hill	2011	F	24
Wickham - Carrington - Tighes Hill	2011	M	25
Wickham - Carrington - Tighes Hill	2016	F	39
Wickham - Carrington - Tighes Hill	2016	M	15
Ballina	2006	F	60
Ballina	2006	M	43
Ballina	2011	F	27
Ballina	2011	M	33
Ballina	2016	F	35
Ballina	2016	M	33
Ballina Region	2006	F	40
Ballina Region	2006	M	31
Ballina Region	2011	F	39
Ballina Region	2011	M	28
Ballina Region	2016	F	37
Ballina Region	2016	M	39
Bangalow	2006	F	15
Bangalow	2006	M	11
Bangalow	2011	F	34
Bangalow	2011	M	32
Bangalow	2016	F	33
Bangalow	2016	M	22
Brunswick Heads - Ocean Shores	2006	F	30
Brunswick Heads - Ocean Shores	2006	M	34
Brunswick Heads - Ocean Shores	2011	F	24
Brunswick Heads - Ocean Shores	2011	M	19
Brunswick Heads - Ocean Shores	2016	F	28
Brunswick Heads - Ocean Shores	2016	M	28
Byron Bay	2006	F	430
Byron Bay	2006	M	339
Byron Bay	2011	F	428
Byron Bay	2011	M	381
Byron Bay	2016	F	353
Byron Bay	2016	M	250
Evans Head	2006	F	9
Evans Head	2006	M	7
Evans Head	2011	F	16
Evans Head	2011	M	12
Evans Head	2016	F	7
Evans Head	2016	M	5
Lennox Head - Skennars Head	2006	F	26
Lennox Head - Skennars Head	2006	M	24
Lennox Head - Skennars Head	2011	F	38
Lennox Head - Skennars Head	2011	M	25
Lennox Head - Skennars Head	2016	F	28
Lennox Head - Skennars Head	2016	M	16
Mullumbimby	2006	F	23
Mullumbimby	2006	M	24
Mullumbimby	2011	F	34
Mullumbimby	2011	M	27
Mullumbimby	2016	F	44
Mullumbimby	2016	M	38
Casino	2006	F	4
Casino	2006	M	12
Casino	2011	F	16
Casino	2011	M	5
Casino	2016	F	12
Casino	2016	M	3
Casino Region	2006	F	9
Casino Region	2006	M	9
Casino Region	2011	F	10
Casino Region	2011	M	7
Casino Region	2016	F	16
Casino Region	2016	M	14
Goonellabah	2006	F	26
Goonellabah	2006	M	18
Goonellabah	2011	F	18
Goonellabah	2011	M	13
Goonellabah	2016	F	33
Goonellabah	2016	M	18
Kyogle	2006	F	6
Kyogle	2006	M	11
Kyogle	2011	F	13
Kyogle	2011	M	7
Kyogle	2016	F	12
Kyogle	2016	M	14
Lismore	2006	F	84
Lismore	2006	M	68
Lismore	2011	F	74
Lismore	2011	M	44
Lismore	2016	F	54
Lismore	2016	M	37
Lismore Region	2006	F	46
Lismore Region	2006	M	34
Lismore Region	2011	F	32
Lismore Region	2011	M	44
Lismore Region	2016	F	57
Lismore Region	2016	M	49
Kingscliff - Fingal Head	2006	F	46
Kingscliff - Fingal Head	2006	M	34
Kingscliff - Fingal Head	2011	F	70
Kingscliff - Fingal Head	2011	M	43
Kingscliff - Fingal Head	2016	F	44
Kingscliff - Fingal Head	2016	M	36
Murwillumbah	2006	F	18
Murwillumbah	2006	M	15
Murwillumbah	2011	F	7
Murwillumbah	2011	M	12
Murwillumbah	2016	F	18
Murwillumbah	2016	M	11
Murwillumbah Region	2006	F	25
Murwillumbah Region	2006	M	13
Murwillumbah Region	2011	F	27
Murwillumbah Region	2011	M	24
Murwillumbah Region	2016	F	58
Murwillumbah Region	2016	M	40
Pottsville	2006	F	50
Pottsville	2006	M	37
Pottsville	2011	F	47
Pottsville	2011	M	37
Pottsville	2016	F	33
Pottsville	2016	M	29
Tweed Heads	2006	F	95
Tweed Heads	2006	M	103
Tweed Heads	2011	F	97
Tweed Heads	2011	M	101
Tweed Heads	2016	F	116
Tweed Heads	2016	M	96
Banora Point	2006	F	41
Banora Point	2006	M	37
Banora Point	2011	F	40
Banora Point	2011	M	20
Banora Point	2016	F	36
Banora Point	2016	M	29
Terranora - North Tumblegum	2006	F	12
Terranora - North Tumblegum	2006	M	13
Terranora - North Tumblegum	2011	F	12
Terranora - North Tumblegum	2011	M	4
Terranora - North Tumblegum	2016	F	3
Terranora - North Tumblegum	2016	M	8
Tweed Heads South	2006	F	20
Tweed Heads South	2006	M	20
Tweed Heads South	2011	F	32
Tweed Heads South	2011	M	25
Tweed Heads South	2016	F	25
Tweed Heads South	2016	M	16
Griffith (NSW)	2006	F	69
Griffith (NSW)	2006	M	59
Griffith (NSW)	2011	F	58
Griffith (NSW)	2011	M	106
Griffith (NSW)	2016	F	182
Griffith (NSW)	2016	M	163
Griffith Region	2006	F	29
Griffith Region	2006	M	50
Griffith Region	2011	F	23
Griffith Region	2011	M	51
Griffith Region	2016	F	56
Griffith Region	2016	M	80
Leeton	2006	F	21
Leeton	2006	M	17
Leeton	2011	F	22
Leeton	2011	M	17
Leeton	2016	F	17
Leeton	2016	M	20
Narrandera	2006	F	10
Narrandera	2006	M	4
Narrandera	2011	F	6
Narrandera	2011	M	8
Narrandera	2016	F	17
Narrandera	2016	M	14
Tumbarumba	2006	F	5
Tumbarumba	2006	M	3
Tumbarumba	2011	F	0
Tumbarumba	2011	M	16
Tumbarumba	2016	F	9
Tumbarumba	2016	M	16
Tumut	2006	F	3
Tumut	2006	M	3
Tumut	2011	F	14
Tumut	2011	M	8
Tumut	2016	F	9
Tumut	2016	M	7
Tumut Region	2006	F	4
Tumut Region	2006	M	9
Tumut Region	2011	F	3
Tumut Region	2011	M	5
Tumut Region	2016	F	10
Tumut Region	2016	M	6
Cootamundra	2006	F	10
Cootamundra	2006	M	9
Cootamundra	2011	F	8
Cootamundra	2011	M	12
Cootamundra	2016	F	19
Cootamundra	2016	M	17
Gundagai	2006	F	4
Gundagai	2006	M	4
Gundagai	2011	F	3
Gundagai	2011	M	4
Gundagai	2016	F	8
Gundagai	2016	M	3
Junee	2006	F	3
Junee	2006	M	0
Junee	2011	F	4
Junee	2011	M	4
Junee	2016	F	13
Junee	2016	M	9
Temora	2006	F	9
Temora	2006	M	4
Temora	2011	F	4
Temora	2011	M	3
Temora	2016	F	3
Temora	2016	M	3
Wagga Wagga - East	2006	F	12
Wagga Wagga - East	2006	M	10
Wagga Wagga - East	2011	F	20
Wagga Wagga - East	2011	M	12
Wagga Wagga - East	2016	F	35
Wagga Wagga - East	2016	M	22
Wagga Wagga - North	2006	F	17
Wagga Wagga - North	2006	M	17
Wagga Wagga - North	2011	F	10
Wagga Wagga - North	2011	M	12
Wagga Wagga - North	2016	F	17
Wagga Wagga - North	2016	M	14
Wagga Wagga - South	2006	F	21
Wagga Wagga - South	2006	M	11
Wagga Wagga - South	2011	F	12
Wagga Wagga - South	2011	M	18
Wagga Wagga - South	2016	F	44
Wagga Wagga - South	2016	M	23
Wagga Wagga - West	2006	F	35
Wagga Wagga - West	2006	M	25
Wagga Wagga - West	2011	F	34
Wagga Wagga - West	2011	M	30
Wagga Wagga - West	2016	F	39
Wagga Wagga - West	2016	M	18
Wagga Wagga Region	2006	F	8
Wagga Wagga Region	2006	M	7
Wagga Wagga Region	2011	F	20
Wagga Wagga Region	2011	M	20
Wagga Wagga Region	2016	F	20
Wagga Wagga Region	2016	M	29
Berry - Kangaroo Valley	2006	F	14
Berry - Kangaroo Valley	2006	M	22
Berry - Kangaroo Valley	2011	F	22
Berry - Kangaroo Valley	2011	M	31
Berry - Kangaroo Valley	2016	F	34
Berry - Kangaroo Valley	2016	M	31
Callala Bay - Currarong	2006	F	7
