SA2_NAME16	Year	Sex	overseas_visitors
Elderslie - Harrington Park	2006	M	13
Elderslie - Harrington Park	2011	F	26
Elderslie - Harrington Park	2011	M	14
Elderslie - Harrington Park	2016	F	48
Elderslie - Harrington Park	2016	M	25
Mount Annan - Currans Hill	2006	F	37
Mount Annan - Currans Hill	2006	M	21
Mount Annan - Currans Hill	2011	F	30
Mount Annan - Currans Hill	2011	M	31
Mount Annan - Currans Hill	2016	F	57
Mount Annan - Currans Hill	2016	M	39
Bradbury - Wedderburn	2006	F	23
Bradbury - Wedderburn	2006	M	16
Bradbury - Wedderburn	2011	F	22
Bradbury - Wedderburn	2011	M	17
Bradbury - Wedderburn	2016	F	46
Bradbury - Wedderburn	2016	M	30
Campbelltown - Woodbine	2006	F	45
Campbelltown - Woodbine	2006	M	32
Campbelltown - Woodbine	2011	F	31
Campbelltown - Woodbine	2011	M	39
Campbelltown - Woodbine	2016	F	84
Campbelltown - Woodbine	2016	M	81
Claymore - Eagle Vale - Raby	2006	F	30
Claymore - Eagle Vale - Raby	2006	M	23
Claymore - Eagle Vale - Raby	2011	F	29
Claymore - Eagle Vale - Raby	2011	M	21
Claymore - Eagle Vale - Raby	2016	F	50
Claymore - Eagle Vale - Raby	2016	M	35
Holsworthy Military Area	2006	F	0
Holsworthy Military Area	2006	M	0
Holsworthy Military Area	2011	F	0
Holsworthy Military Area	2011	M	0
Holsworthy Military Area	2016	F	0
Holsworthy Military Area	2016	M	0
Ingleburn - Denham Court	2006	F	42
Ingleburn - Denham Court	2006	M	22
Ingleburn - Denham Court	2011	F	43
Ingleburn - Denham Court	2011	M	35
Ingleburn - Denham Court	2016	F	139
Ingleburn - Denham Court	2016	M	90
Leumeah - Minto Heights	2006	F	27
Leumeah - Minto Heights	2006	M	26
Leumeah - Minto Heights	2011	F	33
Leumeah - Minto Heights	2011	M	27
Leumeah - Minto Heights	2016	F	67
Leumeah - Minto Heights	2016	M	42
Macquarie Fields - Glenfield	2006	F	33
Macquarie Fields - Glenfield	2006	M	42
Macquarie Fields - Glenfield	2011	F	63
Macquarie Fields - Glenfield	2011	M	40
Macquarie Fields - Glenfield	2016	F	156
Macquarie Fields - Glenfield	2016	M	93
Minto - St Andrews	2006	F	37
Minto - St Andrews	2006	M	23
Minto - St Andrews	2011	F	40
Minto - St Andrews	2011	M	20
Minto - St Andrews	2016	F	118
Minto - St Andrews	2016	M	82
Rosemeadow - Glen Alpine	2006	F	29
Rosemeadow - Glen Alpine	2006	M	16
Rosemeadow - Glen Alpine	2011	F	25
Rosemeadow - Glen Alpine	2011	M	26
Rosemeadow - Glen Alpine	2016	F	51
Rosemeadow - Glen Alpine	2016	M	34
Bargo	2006	F	3
Bargo	2006	M	7
Bargo	2011	F	0
Bargo	2011	M	0
Bargo	2016	F	6
Bargo	2016	M	4
Douglas Park - Appin	2006	F	16
Douglas Park - Appin	2006	M	12
Douglas Park - Appin	2011	F	13
Douglas Park - Appin	2011	M	6
Douglas Park - Appin	2016	F	11
Douglas Park - Appin	2016	M	7
Picton - Tahmoor - Buxton	2006	F	36
Picton - Tahmoor - Buxton	2006	M	29
Picton - Tahmoor - Buxton	2011	F	7
Picton - Tahmoor - Buxton	2011	M	3
Picton - Tahmoor - Buxton	2016	F	14
Picton - Tahmoor - Buxton	2016	M	10
The Oaks - Oakdale	2006	F	15
The Oaks - Oakdale	2006	M	16
The Oaks - Oakdale	2011	F	22
The Oaks - Oakdale	2011	M	8
The Oaks - Oakdale	2016	F	20
The Oaks - Oakdale	2016	M	24
Blackheath - Megalong Valley	2006	F	37
Blackheath - Megalong Valley	2006	M	24
Blackheath - Megalong Valley	2011	F	35
Blackheath - Megalong Valley	2011	M	26
Blackheath - Megalong Valley	2016	F	43
Blackheath - Megalong Valley	2016	M	28
Blaxland - Warrimoo - Lapstone	2006	F	34
Blaxland - Warrimoo - Lapstone	2006	M	30
Blaxland - Warrimoo - Lapstone	2011	F	38
Blaxland - Warrimoo - Lapstone	2011	M	36
Blaxland - Warrimoo - Lapstone	2016	F	63
Blaxland - Warrimoo - Lapstone	2016	M	30
Blue Mountains - North	2006	F	0
Blue Mountains - North	2006	M	0
Blue Mountains - North	2011	F	0
Blue Mountains - North	2011	M	0
Blue Mountains - North	2016	F	0
Blue Mountains - North	2016	M	0
Katoomba - Leura	2006	F	200
Katoomba - Leura	2006	M	177
Katoomba - Leura	2011	F	117
Katoomba - Leura	2011	M	122
Katoomba - Leura	2016	F	332
Katoomba - Leura	2016	M	289
Lawson - Hazelbrook - Linden	2006	F	20
Lawson - Hazelbrook - Linden	2006	M	13
Lawson - Hazelbrook - Linden	2011	F	22
Lawson - Hazelbrook - Linden	2011	M	8
Lawson - Hazelbrook - Linden	2016	F	20
Lawson - Hazelbrook - Linden	2016	M	7
Springwood - Winmalee	2006	F	24
Springwood - Winmalee	2006	M	32
Springwood - Winmalee	2011	F	45
Springwood - Winmalee	2011	M	21
Springwood - Winmalee	2016	F	51
Springwood - Winmalee	2016	M	28
Wentworth Falls	2006	F	23
Wentworth Falls	2006	M	13
Wentworth Falls	2011	F	12
Wentworth Falls	2011	M	10
Wentworth Falls	2016	F	15
Wentworth Falls	2016	M	14
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	0
Blue Mountains - South	2011	M	0
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	0
Cambridge Park	2006	F	11
Cambridge Park	2006	M	13
Cambridge Park	2011	F	10
Cambridge Park	2011	M	8
Cambridge Park	2016	F	31
Cambridge Park	2016	M	27
Castlereagh - Cranebrook	2006	F	18
Castlereagh - Cranebrook	2006	M	9
Castlereagh - Cranebrook	2011	F	15
Castlereagh - Cranebrook	2011	M	4
Castlereagh - Cranebrook	2016	F	73
Castlereagh - Cranebrook	2016	M	44
Emu Plains - Leonay	2006	F	16
Emu Plains - Leonay	2006	M	11
Emu Plains - Leonay	2011	F	10
Emu Plains - Leonay	2011	M	5
Emu Plains - Leonay	2016	F	40
Emu Plains - Leonay	2016	M	27
Glenmore Park - Regentville	2006	F	40
Glenmore Park - Regentville	2006	M	23
Glenmore Park - Regentville	2011	F	39
Glenmore Park - Regentville	2011	M	17
Glenmore Park - Regentville	2016	F	44
Glenmore Park - Regentville	2016	M	29
Jamisontown - South Penrith	2006	F	29
Jamisontown - South Penrith	2006	M	23
Jamisontown - South Penrith	2011	F	32
Jamisontown - South Penrith	2011	M	20
Jamisontown - South Penrith	2016	F	37
Jamisontown - South Penrith	2016	M	17
Kingswood - Werrington	2006	F	58
Kingswood - Werrington	2006	M	43
Kingswood - Werrington	2011	F	62
Kingswood - Werrington	2011	M	48
Kingswood - Werrington	2016	F	106
Kingswood - Werrington	2016	M	76
Mulgoa - Luddenham - Orchard Hills	2006	F	5
Mulgoa - Luddenham - Orchard Hills	2006	M	4
Mulgoa - Luddenham - Orchard Hills	2011	F	4
Mulgoa - Luddenham - Orchard Hills	2011	M	14
Mulgoa - Luddenham - Orchard Hills	2016	F	20
Mulgoa - Luddenham - Orchard Hills	2016	M	12
Penrith	2006	F	20
Penrith	2006	M	20
Penrith	2011	F	25
Penrith	2011	M	33
Penrith	2016	F	93
Penrith	2016	M	50
Warragamba - Silverdale	2006	F	7
Warragamba - Silverdale	2006	M	5
Warragamba - Silverdale	2011	F	4
Warragamba - Silverdale	2011	M	4
Warragamba - Silverdale	2016	F	0
Warragamba - Silverdale	2016	M	5
Richmond - Clarendon	2006	F	34
Richmond - Clarendon	2006	M	35
Richmond - Clarendon	2011	F	34
Richmond - Clarendon	2011	M	31
Richmond - Clarendon	2016	F	43
Richmond - Clarendon	2016	M	29
Windsor - Bligh Park	2006	F	20
Windsor - Bligh Park	2006	M	11
Windsor - Bligh Park	2011	F	18
Windsor - Bligh Park	2011	M	14
Windsor - Bligh Park	2016	F	21
Windsor - Bligh Park	2016	M	16
Yarramundi - Londonderry	2006	F	10
Yarramundi - Londonderry	2006	M	5
Yarramundi - Londonderry	2011	F	10
Yarramundi - Londonderry	2011	M	5
Yarramundi - Londonderry	2016	F	4
Yarramundi - Londonderry	2016	M	3
Erskine Park	2006	F	14
Erskine Park	2006	M	5
Erskine Park	2011	F	15
Erskine Park	2011	M	4
Erskine Park	2016	F	14
Erskine Park	2016	M	4
St Clair	2006	F	46
St Clair	2006	M	33
St Clair	2011	F	34
St Clair	2011	M	21
St Clair	2016	F	50
St Clair	2016	M	38
Colyton - Oxley Park	2006	F	25
Colyton - Oxley Park	2006	M	19
Colyton - Oxley Park	2011	F	15
Colyton - Oxley Park	2011	M	18
Colyton - Oxley Park	2016	F	32
Colyton - Oxley Park	2016	M	25
St Marys - North St Marys	2006	F	17
St Marys - North St Marys	2006	M	22
St Marys - North St Marys	2011	F	28
St Marys - North St Marys	2011	M	18
St Marys - North St Marys	2016	F	54
St Marys - North St Marys	2016	M	31
Homebush Bay - Silverwater	2006	F	92
Homebush Bay - Silverwater	2006	M	79
Homebush Bay - Silverwater	2011	F	131
Homebush Bay - Silverwater	2011	M	88
Homebush Bay - Silverwater	2016	F	292
Homebush Bay - Silverwater	2016	M	223
Rookwood Cemetery	2006	F	0
Rookwood Cemetery	2006	M	0
Rookwood Cemetery	2011	F	0
Rookwood Cemetery	2011	M	0
Rookwood Cemetery	2016	F	0
Rookwood Cemetery	2016	M	0
Auburn - Central	2006	F	58
Auburn - Central	2006	M	56
Auburn - Central	2011	F	69
Auburn - Central	2011	M	56
Auburn - Central	2016	F	139
Auburn - Central	2016	M	131
Auburn - North	2006	F	62
Auburn - North	2006	M	64
Auburn - North	2011	F	79
Auburn - North	2011	M	56
Auburn - North	2016	F	107
Auburn - North	2016	M	138
Auburn - South	2006	F	13
Auburn - South	2006	M	14
Auburn - South	2011	F	43
Auburn - South	2011	M	16
Auburn - South	2016	F	56
Auburn - South	2016	M	67
Berala	2006	F	28
Berala	2006	M	21
Berala	2011	F	42
Berala	2011	M	21
Berala	2016	F	57
Berala	2016	M	59
Lidcombe	2006	F	92
Lidcombe	2006	M	68
Lidcombe	2011	F	95
Lidcombe	2011	M	89
Lidcombe	2016	F	176
Lidcombe	2016	M	150
Regents Park	2006	F	12
Regents Park	2006	M	10
Regents Park	2011	F	18
Regents Park	2011	M	9
Regents Park	2016	F	28
Regents Park	2016	M	21
Carlingford	2006	F	125
Carlingford	2006	M	98
Carlingford	2011	F	156
Carlingford	2011	M	128
Carlingford	2016	F	310
Carlingford	2016	M	266
Ermington - Rydalmere	2006	F	96
Ermington - Rydalmere	2006	M	54
Ermington - Rydalmere	2011	F	87
Ermington - Rydalmere	2011	M	72
Ermington - Rydalmere	2016	F	147
Ermington - Rydalmere	2016	M	121
Oatlands - Dundas Valley	2006	F	79
Oatlands - Dundas Valley	2006	M	53
Oatlands - Dundas Valley	2011	F	100
Oatlands - Dundas Valley	2011	M	64
Oatlands - Dundas Valley	2016	F	154
Oatlands - Dundas Valley	2016	M	107
Chester Hill - Sefton	2006	F	39
Chester Hill - Sefton	2006	M	24
Chester Hill - Sefton	2011	F	23
Chester Hill - Sefton	2011	M	25
Chester Hill - Sefton	2016	F	67
Chester Hill - Sefton	2016	M	48
Fairfield - East	2006	F	22
Fairfield - East	2006	M	19
Fairfield - East	2011	F	31
Fairfield - East	2011	M	19
Fairfield - East	2016	F	57
Fairfield - East	2016	M	57
Granville - Clyde	2006	F	63
Granville - Clyde	2006	M	57
Granville - Clyde	2011	F	61
Granville - Clyde	2011	M	43
Granville - Clyde	2016	F	123
Granville - Clyde	2016	M	112
Greystanes - Pemulwuy	2006	F	47
Greystanes - Pemulwuy	2006	M	24
Greystanes - Pemulwuy	2011	F	64
Greystanes - Pemulwuy	2011	M	33
Greystanes - Pemulwuy	2016	F	108
Greystanes - Pemulwuy	2016	M	66
Guildford - South Granville	2006	F	30
Guildford - South Granville	2006	M	28
Guildford - South Granville	2011	F	34
Guildford - South Granville	2011	M	34
Guildford - South Granville	2016	F	105
Guildford - South Granville	2016	M	57
Guildford West - Merrylands West	2006	F	36
Guildford West - Merrylands West	2006	M	28
Guildford West - Merrylands West	2011	F	44
Guildford West - Merrylands West	2011	M	49
Guildford West - Merrylands West	2016	F	89
Guildford West - Merrylands West	2016	M	53
Merrylands - Holroyd	2006	F	82
Merrylands - Holroyd	2006	M	57
Merrylands - Holroyd	2011	F	93
Merrylands - Holroyd	2011	M	67
Merrylands - Holroyd	2016	F	170
Merrylands - Holroyd	2016	M	116
Smithfield Industrial	2006	F	0
Smithfield Industrial	2006	M	0
Smithfield Industrial	2011	F	0
Smithfield Industrial	2011	M	0
Smithfield Industrial	2016	F	0
Smithfield Industrial	2016	M	0
Yennora Industrial	2006	F	0
Yennora Industrial	2006	M	0
Yennora Industrial	2011	F	0
Yennora Industrial	2011	M	0
Yennora Industrial	2016	F	0
Yennora Industrial	2016	M	0
North Parramatta	2006	F	145
North Parramatta	2006	M	164
North Parramatta	2011	F	180
North Parramatta	2011	M	156
North Parramatta	2016	F	320
North Parramatta	2016	M	220
North Rocks	2006	F	16
North Rocks	2006	M	8
North Rocks	2011	F	27
North Rocks	2011	M	15
North Rocks	2016	F	66
North Rocks	2016	M	40
Northmead	2006	F	122
Northmead	2006	M	96
Northmead	2011	F	188
Northmead	2011	M	137
Northmead	2016	F	290
Northmead	2016	M	188
Parramatta - Rosehill	2006	F	265
Parramatta - Rosehill	2006	M	288
Parramatta - Rosehill	2011	F	431
Parramatta - Rosehill	2011	M	423
Parramatta - Rosehill	2016	F	780
Parramatta - Rosehill	2016	M	647
Toongabbie - Constitution Hill	2006	F	78
Toongabbie - Constitution Hill	2006	M	55
Toongabbie - Constitution Hill	2011	F	104
Toongabbie - Constitution Hill	2011	M	61
Toongabbie - Constitution Hill	2016	F	145
Toongabbie - Constitution Hill	2016	M	100
Winston Hills	2006	F	26
Winston Hills	2006	M	13
Winston Hills	2011	F	33
Winston Hills	2011	M	29
Winston Hills	2016	F	26
Winston Hills	2016	M	16
Pendle Hill - Girraween	2006	F	51
Pendle Hill - Girraween	2006	M	25
Pendle Hill - Girraween	2011	F	88
Pendle Hill - Girraween	2011	M	51
Pendle Hill - Girraween	2016	F	160
Pendle Hill - Girraween	2016	M	103
Wentworthville - Westmead	2006	F	106
Wentworthville - Westmead	2006	M	66
Wentworthville - Westmead	2011	F	134
Wentworthville - Westmead	2011	M	98
Wentworthville - Westmead	2016	F	225
Wentworthville - Westmead	2016	M	148
Epping - North Epping	2006	F	155
Epping - North Epping	2006	M	113
Epping - North Epping	2011	F	183
Epping - North Epping	2011	M	146
Epping - North Epping	2016	F	328
Epping - North Epping	2016	M	274
Pennant Hills - Cheltenham	2006	F	99
Pennant Hills - Cheltenham	2006	M	59
Pennant Hills - Cheltenham	2011	F	106
Pennant Hills - Cheltenham	2011	M	66
Pennant Hills - Cheltenham	2016	F	169
Pennant Hills - Cheltenham	2016	M	112
Eastwood - Denistone	2006	F	181
Eastwood - Denistone	2006	M	111
Eastwood - Denistone	2011	F	240
Eastwood - Denistone	2011	M	155
Eastwood - Denistone	2016	F	396
Eastwood - Denistone	2016	M	286
Gladesville - Huntleys Point	2006	F	68
Gladesville - Huntleys Point	2006	M	46
Gladesville - Huntleys Point	2011	F	66
Gladesville - Huntleys Point	2011	M	43
Gladesville - Huntleys Point	2016	F	79
Gladesville - Huntleys Point	2016	M	46
Hunters Hill - Woolwich	2006	F	51
Hunters Hill - Woolwich	2006	M	37
Hunters Hill - Woolwich	2011	F	41
Hunters Hill - Woolwich	2011	M	34
Hunters Hill - Woolwich	2016	F	53
Hunters Hill - Woolwich	2016	M	44
Macquarie Park - Marsfield	2006	F	532
Macquarie Park - Marsfield	2006	M	454
Macquarie Park - Marsfield	2011	F	532
Macquarie Park - Marsfield	2011	M	445
Macquarie Park - Marsfield	2016	F	653
Macquarie Park - Marsfield	2016	M	542
North Ryde - East Ryde	2006	F	69
North Ryde - East Ryde	2006	M	49
North Ryde - East Ryde	2011	F	54
North Ryde - East Ryde	2011	M	51
North Ryde - East Ryde	2016	F	84
North Ryde - East Ryde	2016	M	108
West Ryde - Meadowbank	2006	F	98
West Ryde - Meadowbank	2006	M	73
West Ryde - Meadowbank	2011	F	113
West Ryde - Meadowbank	2011	M	77
West Ryde - Meadowbank	2016	F	255
West Ryde - Meadowbank	2016	M	152
Putney	2006	F	14
Putney	2006	M	11
Putney	2011	F	14
Putney	2011	M	9
Putney	2016	F	34
Putney	2016	M	15
Ryde	2006	F	81
Ryde	2006	M	61
Ryde	2011	F	155
Ryde	2011	M	101
Ryde	2016	F	282
Ryde	2016	M	195
Ashcroft - Busby - Miller	2006	F	25
Ashcroft - Busby - Miller	2006	M	13
Ashcroft - Busby - Miller	2011	F	40
Ashcroft - Busby - Miller	2011	M	24
Ashcroft - Busby - Miller	2016	F	44
Ashcroft - Busby - Miller	2016	M	27
Austral - Greendale	2006	F	3
Austral - Greendale	2006	M	3
Austral - Greendale	2011	F	10
Austral - Greendale	2011	M	11
Austral - Greendale	2016	F	15
Austral - Greendale	2016	M	12
Cobbitty - Leppington	2006	F	10
Cobbitty - Leppington	2006	M	15
Cobbitty - Leppington	2011	F	17
Cobbitty - Leppington	2011	M	3
Cobbitty - Leppington	2016	F	58
Cobbitty - Leppington	2016	M	40
Badgerys Creek	2006	F	0
Badgerys Creek	2006	M	0
Badgerys Creek	2011	F	0
Badgerys Creek	2011	M	0
Badgerys Creek	2016	F	0
Badgerys Creek	2016	M	0
Cecil Hills	2006	F	5
Cecil Hills	2006	M	0
Cecil Hills	2011	F	12
Cecil Hills	2011	M	3
Cecil Hills	2016	F	12
Cecil Hills	2016	M	12
Green Valley	2006	F	18
Green Valley	2006	M	8
Green Valley	2011	F	21
Green Valley	2011	M	13
Green Valley	2016	F	38
Green Valley	2016	M	16
Hinchinbrook	2006	F	12
Hinchinbrook	2006	M	9
Hinchinbrook	2011	F	17
Hinchinbrook	2011	M	14
Hinchinbrook	2016	F	25
Hinchinbrook	2016	M	18
Hoxton Park - Carnes Hill - Horningsea Park	2006	F	22
Hoxton Park - Carnes Hill - Horningsea Park	2006	M	19
Hoxton Park - Carnes Hill - Horningsea Park	2011	F	23
Hoxton Park - Carnes Hill - Horningsea Park	2011	M	15
Hoxton Park - Carnes Hill - Horningsea Park	2016	F	36
Hoxton Park - Carnes Hill - Horningsea Park	2016	M	35
West Hoxton - Middleton Grange	2006	F	9
West Hoxton - Middleton Grange	2006	M	6
West Hoxton - Middleton Grange	2011	F	26
West Hoxton - Middleton Grange	2011	M	15
West Hoxton - Middleton Grange	2016	F	41
West Hoxton - Middleton Grange	2016	M	28
Bonnyrigg Heights - Bonnyrigg	2006	F	28
Bonnyrigg Heights - Bonnyrigg	2006	M	23
Bonnyrigg Heights - Bonnyrigg	2011	F	27
Bonnyrigg Heights - Bonnyrigg	2011	M	25
Bonnyrigg Heights - Bonnyrigg	2016	F	43
Bonnyrigg Heights - Bonnyrigg	2016	M	33
Bossley Park - Abbotsbury	2006	F	34
Bossley Park - Abbotsbury	2006	M	20
Bossley Park - Abbotsbury	2011	F	30
Bossley Park - Abbotsbury	2011	M	18
Bossley Park - Abbotsbury	2016	F	28
Bossley Park - Abbotsbury	2016	M	40
Cabramatta - Lansvale	2006	F	62
Cabramatta - Lansvale	2006	M	44
Cabramatta - Lansvale	2011	F	80
Cabramatta - Lansvale	2011	M	57
Cabramatta - Lansvale	2016	F	179
Cabramatta - Lansvale	2016	M	136
Cabramatta West - Mount Pritchard	2006	F	14
Cabramatta West - Mount Pritchard	2006	M	16
Cabramatta West - Mount Pritchard	2011	F	26
Cabramatta West - Mount Pritchard	2011	M	26
Cabramatta West - Mount Pritchard	2016	F	39
Cabramatta West - Mount Pritchard	2016	M	39
Canley Vale - Canley Heights	2006	F	34
Canley Vale - Canley Heights	2006	M	30
Canley Vale - Canley Heights	2011	F	32
Canley Vale - Canley Heights	2011	M	39
Canley Vale - Canley Heights	2016	F	74
Canley Vale - Canley Heights	2016	M	64
Edensor Park	2006	F	13
Edensor Park	2006	M	12
Edensor Park	2011	F	11
Edensor Park	2011	M	12
Edensor Park	2016	F	13
Edensor Park	2016	M	10
Fairfield	2006	F	27
Fairfield	2006	M	25
Fairfield	2011	F	42
Fairfield	2011	M	47
Fairfield	2016	F	58
Fairfield	2016	M	45
Fairfield - West	2006	F	25
Fairfield - West	2006	M	16
Fairfield - West	2011	F	33
Fairfield - West	2011	M	25
Fairfield - West	2016	F	82
Fairfield - West	2016	M	47
Greenfield Park - Prairiewood	2006	F	16
Greenfield Park - Prairiewood	2006	M	10
Greenfield Park - Prairiewood	2011	F	3
Greenfield Park - Prairiewood	2011	M	9
Greenfield Park - Prairiewood	2016	F	31
Greenfield Park - Prairiewood	2016	M	18
Horsley Park - Kemps Creek	2006	F	0
Horsley Park - Kemps Creek	2006	M	0
Horsley Park - Kemps Creek	2011	F	7
Horsley Park - Kemps Creek	2011	M	0
Horsley Park - Kemps Creek	2016	F	7
Horsley Park - Kemps Creek	2016	M	3
Smithfield - Wetherill Park	2006	F	23
Smithfield - Wetherill Park	2006	M	26
Smithfield - Wetherill Park	2011	F	24
Smithfield - Wetherill Park	2011	M	10
Smithfield - Wetherill Park	2016	F	50
Smithfield - Wetherill Park	2016	M	39
St Johns Park - Wakeley	2006	F	15
St Johns Park - Wakeley	2006	M	16
St Johns Park - Wakeley	2011	F	16
St Johns Park - Wakeley	2011	M	18
St Johns Park - Wakeley	2016	F	33
St Johns Park - Wakeley	2016	M	22
Wetherill Park Industrial	2006	F	0
Wetherill Park Industrial	2006	M	0
Wetherill Park Industrial	2011	F	0
Wetherill Park Industrial	2011	M	0
Wetherill Park Industrial	2016	F	0
Wetherill Park Industrial	2016	M	0
Casula	2006	F	48
Casula	2006	M	32
Casula	2011	F	49
Casula	2011	M	27
Casula	2016	F	112
Casula	2016	M	83
Chipping Norton - Moorebank	2006	F	21
Chipping Norton - Moorebank	2006	M	10
Chipping Norton - Moorebank	2011	F	35
Chipping Norton - Moorebank	2011	M	22
Chipping Norton - Moorebank	2016	F	72
Chipping Norton - Moorebank	2016	M	49
Holsworthy - Wattle Grove	2006	F	31
Holsworthy - Wattle Grove	2006	M	15
Holsworthy - Wattle Grove	2011	F	67
Holsworthy - Wattle Grove	2011	M	36
Holsworthy - Wattle Grove	2016	F	93
Holsworthy - Wattle Grove	2016	M	55
Liverpool	2006	F	57
Liverpool	2006	M	35
Liverpool	2011	F	93
Liverpool	2011	M	55
Liverpool	2016	F	170
Liverpool	2016	M	134
Lurnea - Cartwright	2006	F	12
Lurnea - Cartwright	2006	M	10
Lurnea - Cartwright	2011	F	30
Lurnea - Cartwright	2011	M	16
Lurnea - Cartwright	2016	F	28
Lurnea - Cartwright	2016	M	21
Prestons - Edmondson Park	2006	F	31
Prestons - Edmondson Park	2006	M	12
Prestons - Edmondson Park	2011	F	79
Prestons - Edmondson Park	2011	M	52
Prestons - Edmondson Park	2016	F	112
Prestons - Edmondson Park	2016	M	78
Warwick Farm	2006	F	7
Warwick Farm	2006	M	11
Warwick Farm	2011	F	15
Warwick Farm	2011	M	13
Warwick Farm	2016	F	32
Warwick Farm	2016	M	35
Gymea - Grays Point	2006	F	30
Gymea - Grays Point	2006	M	28
Gymea - Grays Point	2011	F	39
Gymea - Grays Point	2011	M	30
Gymea - Grays Point	2016	F	49
Gymea - Grays Point	2016	M	26
Miranda - Yowie Bay	2006	F	39
Miranda - Yowie Bay	2006	M	32
Miranda - Yowie Bay	2011	F	48
Miranda - Yowie Bay	2011	M	38
Miranda - Yowie Bay	2016	F	79
Miranda - Yowie Bay	2016	M	48
Sylvania - Taren Point	2006	F	27
Sylvania - Taren Point	2006	M	21
Sylvania - Taren Point	2011	F	45
Sylvania - Taren Point	2011	M	28
Sylvania - Taren Point	2016	F	48
Sylvania - Taren Point	2016	M	36
Caringbah	2006	F	24
Caringbah	2006	M	37
Caringbah	2011	F	20
Caringbah	2011	M	27
Caringbah	2016	F	46
Caringbah	2016	M	34
Caringbah South	2006	F	29
Caringbah South	2006	M	12
Caringbah South	2011	F	27
Caringbah South	2011	M	21
Caringbah South	2016	F	36
Caringbah South	2016	M	23
Cronulla - Kurnell - Bundeena	2006	F	92
Cronulla - Kurnell - Bundeena	2006	M	106
Cronulla - Kurnell - Bundeena	2011	F	82
Cronulla - Kurnell - Bundeena	2011	M	83
Cronulla - Kurnell - Bundeena	2016	F	81
Cronulla - Kurnell - Bundeena	2016	M	91
Lilli Pilli - Port Hacking - Dolans Bay	2006	F	7
Lilli Pilli - Port Hacking - Dolans Bay	2006	M	4
Lilli Pilli - Port Hacking - Dolans Bay	2011	F	0
Lilli Pilli - Port Hacking - Dolans Bay	2011	M	0
Lilli Pilli - Port Hacking - Dolans Bay	2016	F	5
Lilli Pilli - Port Hacking - Dolans Bay	2016	M	4
Woolaware - Burraneer	2006	F	9
Woolaware - Burraneer	2006	M	14
Woolaware - Burraneer	2011	F	7
Woolaware - Burraneer	2011	M	16
Woolaware - Burraneer	2016	F	11
Woolaware - Burraneer	2016	M	16
Heathcote - Waterfall	2006	F	4
Heathcote - Waterfall	2006	M	8
Heathcote - Waterfall	2011	F	11
Heathcote - Waterfall	2011	M	13
Heathcote - Waterfall	2016	F	8
Heathcote - Waterfall	2016	M	7
Illawong - Alfords Point	2006	F	17
Illawong - Alfords Point	2006	M	14
Illawong - Alfords Point	2011	F	18
Illawong - Alfords Point	2011	M	9
Illawong - Alfords Point	2016	F	23
Illawong - Alfords Point	2016	M	22
Menai - Lucas Heights - Woronora	2006	F	34
Menai - Lucas Heights - Woronora	2006	M	30
Menai - Lucas Heights - Woronora	2011	F	31
Menai - Lucas Heights - Woronora	2011	M	23
Menai - Lucas Heights - Woronora	2016	F	57
Menai - Lucas Heights - Woronora	2016	M	31
Oyster Bay - Como - Jannali	2006	F	30
Oyster Bay - Como - Jannali	2006	M	19
Oyster Bay - Como - Jannali	2011	F	45
Oyster Bay - Como - Jannali	2011	M	34
Oyster Bay - Como - Jannali	2016	F	82
Oyster Bay - Como - Jannali	2016	M	58
Royal National Park	2006	F	0
Royal National Park	2006	M	0
Royal National Park	2011	F	0
Royal National Park	2011	M	0
Royal National Park	2016	F	0
Royal National Park	2016	M	3
Sutherland - Kirrawee	2006	F	48
Sutherland - Kirrawee	2006	M	38
Sutherland - Kirrawee	2011	F	42
Sutherland - Kirrawee	2011	M	58
Sutherland - Kirrawee	2016	F	76
Sutherland - Kirrawee	2016	M	60
Engadine	2006	F	32
Engadine	2006	M	20
Engadine	2011	F	31
Engadine	2011	M	13
Engadine	2016	F	22
Engadine	2016	M	20
Loftus - Yarrawarrah	2006	F	6
Loftus - Yarrawarrah	2006	M	0
Loftus - Yarrawarrah	2011	F	14
Loftus - Yarrawarrah	2011	M	5
Loftus - Yarrawarrah	2016	F	8
Loftus - Yarrawarrah	2016	M	9
Woronora Heights	2006	F	0
Woronora Heights	2006	M	0
Woronora Heights	2011	F	6
Woronora Heights	2011	M	0
Woronora Heights	2016	F	3
Woronora Heights	2016	M	4
Migratory - Offshore - Shipping (NSW)	2006	F	37
Migratory - Offshore - Shipping (NSW)	2006	M	33
Migratory - Offshore - Shipping (NSW)	2011	F	97
Migratory - Offshore - Shipping (NSW)	2011	M	71
Migratory - Offshore - Shipping (NSW)	2016	F	184
Migratory - Offshore - Shipping (NSW)	2016	M	151
No usual address (NSW)	2006	F	0
No usual address (NSW)	2006	M	0
No usual address (NSW)	2011	F	0
No usual address (NSW)	2011	M	0
No usual address (NSW)	2016	F	0
No usual address (NSW)	2016	M	0
Alfredton	2006	F	28
Alfredton	2006	M	14
Alfredton	2011	F	16
Alfredton	2011	M	13
Alfredton	2016	F	45
Alfredton	2016	M	21
Ballarat	2006	F	22
Ballarat	2006	M	26
