SA2_NAME16	Year	Sex	unemployment
West Hoxton - Middleton Grange	2006	F	4.8
West Hoxton - Middleton Grange	2006	M	4
West Hoxton - Middleton Grange	2011	F	5.8
West Hoxton - Middleton Grange	2011	M	4.6
West Hoxton - Middleton Grange	2016	F	6.1
West Hoxton - Middleton Grange	2016	M	5.4
Bonnyrigg Heights - Bonnyrigg	2006	F	11.8
Bonnyrigg Heights - Bonnyrigg	2006	M	10
Bonnyrigg Heights - Bonnyrigg	2011	F	10.5
Bonnyrigg Heights - Bonnyrigg	2011	M	9.3
Bonnyrigg Heights - Bonnyrigg	2016	F	9.8
Bonnyrigg Heights - Bonnyrigg	2016	M	9.7
Bossley Park - Abbotsbury	2006	F	6.5
Bossley Park - Abbotsbury	2006	M	7.4
Bossley Park - Abbotsbury	2011	F	6
Bossley Park - Abbotsbury	2011	M	6.3
Bossley Park - Abbotsbury	2016	F	6.3
Bossley Park - Abbotsbury	2016	M	6.6
Cabramatta - Lansvale	2006	F	17.7
Cabramatta - Lansvale	2006	M	12.6
Cabramatta - Lansvale	2011	F	14.5
Cabramatta - Lansvale	2011	M	12.3
Cabramatta - Lansvale	2016	F	16
Cabramatta - Lansvale	2016	M	12.8
Cabramatta West - Mount Pritchard	2006	F	11.5
Cabramatta West - Mount Pritchard	2006	M	10.2
Cabramatta West - Mount Pritchard	2011	F	9.8
Cabramatta West - Mount Pritchard	2011	M	9.4
Cabramatta West - Mount Pritchard	2016	F	12.6
Cabramatta West - Mount Pritchard	2016	M	10.3
Canley Vale - Canley Heights	2006	F	15.1
Canley Vale - Canley Heights	2006	M	11.8
Canley Vale - Canley Heights	2011	F	13.1
Canley Vale - Canley Heights	2011	M	11.3
Canley Vale - Canley Heights	2016	F	13.8
Canley Vale - Canley Heights	2016	M	12
Edensor Park	2006	F	8.2
Edensor Park	2006	M	7.4
Edensor Park	2011	F	7.2
Edensor Park	2011	M	7.3
Edensor Park	2016	F	8.6
Edensor Park	2016	M	7.7
Fairfield	2006	F	15.9
Fairfield	2006	M	14.7
Fairfield	2011	F	12.5
Fairfield	2011	M	12.5
Fairfield	2016	F	14.8
Fairfield	2016	M	14.2
Fairfield - West	2006	F	12
Fairfield - West	2006	M	10.5
Fairfield - West	2011	F	9.5
Fairfield - West	2011	M	10.1
Fairfield - West	2016	F	10.1
Fairfield - West	2016	M	10.8
Greenfield Park - Prairiewood	2006	F	8.3
Greenfield Park - Prairiewood	2006	M	9.1
Greenfield Park - Prairiewood	2011	F	9.6
Greenfield Park - Prairiewood	2011	M	8.4
Greenfield Park - Prairiewood	2016	F	8.3
Greenfield Park - Prairiewood	2016	M	8.6
Horsley Park - Kemps Creek	2006	F	2.8
Horsley Park - Kemps Creek	2006	M	3.6
Horsley Park - Kemps Creek	2011	F	3.5
Horsley Park - Kemps Creek	2011	M	3.4
Horsley Park - Kemps Creek	2016	F	4.2
Horsley Park - Kemps Creek	2016	M	3.3
Smithfield - Wetherill Park	2006	F	8.7
Smithfield - Wetherill Park	2006	M	7.7
Smithfield - Wetherill Park	2011	F	7.6
Smithfield - Wetherill Park	2011	M	7.7
Smithfield - Wetherill Park	2016	F	8.4
Smithfield - Wetherill Park	2016	M	8.5
St Johns Park - Wakeley	2006	F	7.5
St Johns Park - Wakeley	2006	M	8.2
St Johns Park - Wakeley	2011	F	8.6
St Johns Park - Wakeley	2011	M	7.6
St Johns Park - Wakeley	2016	F	8.4
St Johns Park - Wakeley	2016	M	8.1
Wetherill Park Industrial	2006	F	0
Wetherill Park Industrial	2006	M	0
Wetherill Park Industrial	2011	F	0
Wetherill Park Industrial	2011	M	0
Wetherill Park Industrial	2016	F	0
Wetherill Park Industrial	2016	M	0
Casula	2006	F	6.3
Casula	2006	M	5.5
Casula	2011	F	7.3
Casula	2011	M	6.8
Casula	2016	F	7.9
Casula	2016	M	7.1
Chipping Norton - Moorebank	2006	F	4.2
Chipping Norton - Moorebank	2006	M	3.7
Chipping Norton - Moorebank	2011	F	4.8
Chipping Norton - Moorebank	2011	M	4.4
Chipping Norton - Moorebank	2016	F	5.1
Chipping Norton - Moorebank	2016	M	5
Holsworthy - Wattle Grove	2006	F	4.8
Holsworthy - Wattle Grove	2006	M	3.1
Holsworthy - Wattle Grove	2011	F	4.8
Holsworthy - Wattle Grove	2011	M	3.3
Holsworthy - Wattle Grove	2016	F	4.8
Holsworthy - Wattle Grove	2016	M	3.7
Liverpool	2006	F	13.2
Liverpool	2006	M	11.7
Liverpool	2011	F	11.9
Liverpool	2011	M	9.5
Liverpool	2016	F	12.4
Liverpool	2016	M	10.8
Lurnea - Cartwright	2006	F	10
Lurnea - Cartwright	2006	M	12.6
Lurnea - Cartwright	2011	F	13.1
Lurnea - Cartwright	2011	M	11.2
Lurnea - Cartwright	2016	F	11.4
Lurnea - Cartwright	2016	M	12.1
Prestons - Edmondson Park	2006	F	6.2
Prestons - Edmondson Park	2006	M	4.4
Prestons - Edmondson Park	2011	F	5.5
Prestons - Edmondson Park	2011	M	4.6
Prestons - Edmondson Park	2016	F	6.7
Prestons - Edmondson Park	2016	M	5.9
Warwick Farm	2006	F	15
Warwick Farm	2006	M	15.4
Warwick Farm	2011	F	17.4
Warwick Farm	2011	M	12.2
Warwick Farm	2016	F	14.8
Warwick Farm	2016	M	13.5
Gymea - Grays Point	2006	F	2.7
Gymea - Grays Point	2006	M	2.6
Gymea - Grays Point	2011	F	3.4
Gymea - Grays Point	2011	M	3.2
Gymea - Grays Point	2016	F	3.4
Gymea - Grays Point	2016	M	3.3
Miranda - Yowie Bay	2006	F	3.6
Miranda - Yowie Bay	2006	M	3.4
Miranda - Yowie Bay	2011	F	4
Miranda - Yowie Bay	2011	M	3.8
Miranda - Yowie Bay	2016	F	4.4
Miranda - Yowie Bay	2016	M	4.1
Sylvania - Taren Point	2006	F	3
Sylvania - Taren Point	2006	M	3
Sylvania - Taren Point	2011	F	3.8
Sylvania - Taren Point	2011	M	3.9
Sylvania - Taren Point	2016	F	4.8
Sylvania - Taren Point	2016	M	4.3
Caringbah	2006	F	3.9
Caringbah	2006	M	3.8
Caringbah	2011	F	4.5
Caringbah	2011	M	3.9
Caringbah	2016	F	3.7
Caringbah	2016	M	3.4
Caringbah South	2006	F	2.2
Caringbah South	2006	M	2.7
Caringbah South	2011	F	3.2
Caringbah South	2011	M	3.2
Caringbah South	2016	F	3.1
Caringbah South	2016	M	3
Cronulla - Kurnell - Bundeena	2006	F	2.8
Cronulla - Kurnell - Bundeena	2006	M	3.5
Cronulla - Kurnell - Bundeena	2011	F	3.6
Cronulla - Kurnell - Bundeena	2011	M	3.5
Cronulla - Kurnell - Bundeena	2016	F	3.4
Cronulla - Kurnell - Bundeena	2016	M	3.4
Lilli Pilli - Port Hacking - Dolans Bay	2006	F	2.3
Lilli Pilli - Port Hacking - Dolans Bay	2006	M	2.8
Lilli Pilli - Port Hacking - Dolans Bay	2011	F	3.9
Lilli Pilli - Port Hacking - Dolans Bay	2011	M	3.2
Lilli Pilli - Port Hacking - Dolans Bay	2016	F	1.6
Lilli Pilli - Port Hacking - Dolans Bay	2016	M	2.6
Woolaware - Burraneer	2006	F	2.4
Woolaware - Burraneer	2006	M	2.9
Woolaware - Burraneer	2011	F	3.2
Woolaware - Burraneer	2011	M	3.7
Woolaware - Burraneer	2016	F	2.9
Woolaware - Burraneer	2016	M	2.3
Heathcote - Waterfall	2006	F	2.6
Heathcote - Waterfall	2006	M	2.4
Heathcote - Waterfall	2011	F	2.9
Heathcote - Waterfall	2011	M	4.2
Heathcote - Waterfall	2016	F	4.1
Heathcote - Waterfall	2016	M	3.9
Illawong - Alfords Point	2006	F	2.6
Illawong - Alfords Point	2006	M	3
Illawong - Alfords Point	2011	F	2.8
Illawong - Alfords Point	2011	M	3.2
Illawong - Alfords Point	2016	F	3.3
Illawong - Alfords Point	2016	M	3.9
Menai - Lucas Heights - Woronora	2006	F	2.6
Menai - Lucas Heights - Woronora	2006	M	2.8
Menai - Lucas Heights - Woronora	2011	F	3.3
Menai - Lucas Heights - Woronora	2011	M	3.4
Menai - Lucas Heights - Woronora	2016	F	3.5
Menai - Lucas Heights - Woronora	2016	M	3.8
Oyster Bay - Como - Jannali	2006	F	3
Oyster Bay - Como - Jannali	2006	M	3
Oyster Bay - Como - Jannali	2011	F	3.4
Oyster Bay - Como - Jannali	2011	M	3.8
Oyster Bay - Como - Jannali	2016	F	3.7
Oyster Bay - Como - Jannali	2016	M	3.3
Royal National Park	2006	F	0
Royal National Park	2006	M	0
Royal National Park	2011	F	0
Royal National Park	2011	M	0
Royal National Park	2016	F	0
Royal National Park	2016	M	0
Sutherland - Kirrawee	2006	F	3.2
Sutherland - Kirrawee	2006	M	3
Sutherland - Kirrawee	2011	F	4.2
Sutherland - Kirrawee	2011	M	3.9
Sutherland - Kirrawee	2016	F	4.1
Sutherland - Kirrawee	2016	M	3.8
Engadine	2006	F	2.3
Engadine	2006	M	2.7
Engadine	2011	F	3.1
Engadine	2011	M	3.6
Engadine	2016	F	3
Engadine	2016	M	2.9
Loftus - Yarrawarrah	2006	F	2.6
Loftus - Yarrawarrah	2006	M	2.8
Loftus - Yarrawarrah	2011	F	3.2
Loftus - Yarrawarrah	2011	M	3.2
Loftus - Yarrawarrah	2016	F	3.6
Loftus - Yarrawarrah	2016	M	2.5
Woronora Heights	2006	F	3
Woronora Heights	2006	M	1.9
Woronora Heights	2011	F	3.2
Woronora Heights	2011	M	2.6
Woronora Heights	2016	F	3.2
Woronora Heights	2016	M	2.3
Migratory - Offshore - Shipping (NSW)	2006	F	0
Migratory - Offshore - Shipping (NSW)	2006	M	0
Migratory - Offshore - Shipping (NSW)	2011	F	0
Migratory - Offshore - Shipping (NSW)	2011	M	0
Migratory - Offshore - Shipping (NSW)	2016	F	4.2
Migratory - Offshore - Shipping (NSW)	2016	M	0
No usual address (NSW)	2006	F	20.2
No usual address (NSW)	2006	M	21.4
No usual address (NSW)	2011	F	22.5
No usual address (NSW)	2011	M	22.4
No usual address (NSW)	2016	F	21.7
No usual address (NSW)	2016	M	22.2
Alfredton	2006	F	4.3
Alfredton	2006	M	3.8
Alfredton	2011	F	4.3
Alfredton	2011	M	4.2
Alfredton	2016	F	5.1
Alfredton	2016	M	5.1
Ballarat	2006	F	5.3
Ballarat	2006	M	6.3
Ballarat	2011	F	5.1
Ballarat	2011	M	6.3
Ballarat	2016	F	5.4
Ballarat	2016	M	7.6
Ballarat - North	2006	F	6.3
Ballarat - North	2006	M	6.3
Ballarat - North	2011	F	5.1
Ballarat - North	2011	M	5.8
Ballarat - North	2016	F	6.3
Ballarat - North	2016	M	6.9
Ballarat - South	2006	F	7.5
Ballarat - South	2006	M	7.6
Ballarat - South	2011	F	6.8
Ballarat - South	2011	M	6.9
Ballarat - South	2016	F	8.3
Ballarat - South	2016	M	9.6
Buninyong	2006	F	5.7
Buninyong	2006	M	4.7
Buninyong	2011	F	5.4
Buninyong	2011	M	5.5
Buninyong	2016	F	5.4
Buninyong	2016	M	6.6
Delacombe	2006	F	5.2
Delacombe	2006	M	4.9
Delacombe	2011	F	5.1
Delacombe	2011	M	4.9
Delacombe	2016	F	6.4
Delacombe	2016	M	6.4
Smythes Creek	2006	F	4.5
Smythes Creek	2006	M	5.4
Smythes Creek	2011	F	4.7
Smythes Creek	2011	M	3.7
Smythes Creek	2016	F	4.2
Smythes Creek	2016	M	4.3
Wendouree - Miners Rest	2006	F	9
Wendouree - Miners Rest	2006	M	7.9
Wendouree - Miners Rest	2011	F	6.8
Wendouree - Miners Rest	2011	M	7.1
Wendouree - Miners Rest	2016	F	8.5
Wendouree - Miners Rest	2016	M	8.7
Bacchus Marsh Region	2006	F	6.5
Bacchus Marsh Region	2006	M	5.8
Bacchus Marsh Region	2011	F	4.5
Bacchus Marsh Region	2011	M	3.9
Bacchus Marsh Region	2016	F	5.2
Bacchus Marsh Region	2016	M	6.3
Creswick - Clunes	2006	F	5.6
Creswick - Clunes	2006	M	6
Creswick - Clunes	2011	F	5.2
Creswick - Clunes	2011	M	6
Creswick - Clunes	2016	F	4.9
Creswick - Clunes	2016	M	6.6
Daylesford	2006	F	6.3
Daylesford	2006	M	6.7
Daylesford	2011	F	4.9
Daylesford	2011	M	5.4
Daylesford	2016	F	4.2
Daylesford	2016	M	4.6
Gordon (Vic.)	2006	F	6.2
Gordon (Vic.)	2006	M	5.1
Gordon (Vic.)	2011	F	5.4
Gordon (Vic.)	2011	M	4.6
Gordon (Vic.)	2016	F	4.9
Gordon (Vic.)	2016	M	4.7
Avoca	2006	F	10.1
Avoca	2006	M	9.1
Avoca	2011	F	5
Avoca	2011	M	5.5
Avoca	2016	F	8.8
Avoca	2016	M	6.3
Beaufort	2006	F	6.3
Beaufort	2006	M	6.9
Beaufort	2011	F	7.9
Beaufort	2011	M	7.5
Beaufort	2016	F	4.9
Beaufort	2016	M	6.4
Golden Plains - North	2006	F	8.4
Golden Plains - North	2006	M	6.5
Golden Plains - North	2011	F	6.9
Golden Plains - North	2011	M	5.7
Golden Plains - North	2016	F	6.6
Golden Plains - North	2016	M	7
Maryborough (Vic.)	2006	F	8.6
Maryborough (Vic.)	2006	M	10.6
Maryborough (Vic.)	2011	F	5.5
Maryborough (Vic.)	2011	M	7.2
Maryborough (Vic.)	2016	F	6.6
Maryborough (Vic.)	2016	M	9.6
Maryborough Region	2006	F	8.6
Maryborough Region	2006	M	10.7
Maryborough Region	2011	F	5.5
Maryborough Region	2011	M	8.1
Maryborough Region	2016	F	9.1
Maryborough Region	2016	M	10.4
Bendigo	2006	F	8.6
Bendigo	2006	M	9.1
Bendigo	2011	F	6.9
Bendigo	2011	M	7.2
Bendigo	2016	F	7.3
Bendigo	2016	M	9.4
California Gully - Eaglehawk	2006	F	8.8
California Gully - Eaglehawk	2006	M	8.8
California Gully - Eaglehawk	2011	F	6.5
California Gully - Eaglehawk	2011	M	6.6
California Gully - Eaglehawk	2016	F	8.3
California Gully - Eaglehawk	2016	M	9.6
East Bendigo - Kennington	2006	F	5.4
East Bendigo - Kennington	2006	M	5.7
East Bendigo - Kennington	2011	F	4.4
East Bendigo - Kennington	2011	M	4.9
East Bendigo - Kennington	2016	F	6
East Bendigo - Kennington	2016	M	7.2
Flora Hill - Spring Gully	2006	F	7.2
Flora Hill - Spring Gully	2006	M	7.5
Flora Hill - Spring Gully	2011	F	5.7
Flora Hill - Spring Gully	2011	M	5.4
Flora Hill - Spring Gully	2016	F	7.3
Flora Hill - Spring Gully	2016	M	8.2
Kangaroo Flat - Golden Square	2006	F	6.8
Kangaroo Flat - Golden Square	2006	M	6.2
Kangaroo Flat - Golden Square	2011	F	5.8
Kangaroo Flat - Golden Square	2011	M	5.3
Kangaroo Flat - Golden Square	2016	F	6.2
Kangaroo Flat - Golden Square	2016	M	7.3
Maiden Gully	2006	F	4.5
Maiden Gully	2006	M	3.7
Maiden Gully	2011	F	3.1
Maiden Gully	2011	M	2.8
Maiden Gully	2016	F	4.6
Maiden Gully	2016	M	3.6
Strathfieldsaye	2006	F	2.7
Strathfieldsaye	2006	M	2.8
Strathfieldsaye	2011	F	3.4
Strathfieldsaye	2011	M	3.5
Strathfieldsaye	2016	F	4.1
Strathfieldsaye	2016	M	3.6
White Hills - Ascot	2006	F	4.6
White Hills - Ascot	2006	M	5.9
White Hills - Ascot	2011	F	4.2
White Hills - Ascot	2011	M	3.4
White Hills - Ascot	2016	F	4.5
White Hills - Ascot	2016	M	4.6
Bendigo Region - South	2006	F	5
Bendigo Region - South	2006	M	5.2
Bendigo Region - South	2011	F	4
Bendigo Region - South	2011	M	3.5
Bendigo Region - South	2016	F	4.9
Bendigo Region - South	2016	M	4.2
Castlemaine	2006	F	7.1
Castlemaine	2006	M	6.8
Castlemaine	2011	F	5.2
Castlemaine	2011	M	5.1
Castlemaine	2016	F	5.3
Castlemaine	2016	M	5.5
Castlemaine Region	2006	F	6.1
Castlemaine Region	2006	M	6.7
Castlemaine Region	2011	F	4.2
Castlemaine Region	2011	M	5.1
Castlemaine Region	2016	F	4.7
Castlemaine Region	2016	M	5.6
Heathcote	2006	F	10
Heathcote	2006	M	8.7
Heathcote	2011	F	6.4
Heathcote	2011	M	5.9
Heathcote	2016	F	6.9
Heathcote	2016	M	7.1
Kyneton	2006	F	6.5
Kyneton	2006	M	4.6
Kyneton	2011	F	4.6
Kyneton	2011	M	3.8
Kyneton	2016	F	4.5
Kyneton	2016	M	4.1
Woodend	2006	F	4.3
Woodend	2006	M	4
Woodend	2011	F	4
Woodend	2011	M	3.7
Woodend	2016	F	4.5
Woodend	2016	M	5
Bendigo Region - North	2006	F	5.9
Bendigo Region - North	2006	M	5.1
Bendigo Region - North	2011	F	4.9
Bendigo Region - North	2011	M	4.7
Bendigo Region - North	2016	F	5.1
Bendigo Region - North	2016	M	4.7
Loddon	2006	F	6
Loddon	2006	M	5.7
Loddon	2011	F	5.7
Loddon	2011	M	6.1
Loddon	2016	F	5
Loddon	2016	M	5.5
Bannockburn	2006	F	5.1
Bannockburn	2006	M	2.9
Bannockburn	2011	F	4.1
Bannockburn	2011	M	3.3
Bannockburn	2016	F	3.8
Bannockburn	2016	M	3.5
Golden Plains - South	2006	F	4.6
Golden Plains - South	2006	M	4.4
Golden Plains - South	2011	F	4.4
Golden Plains - South	2011	M	3.4
Golden Plains - South	2016	F	5
Golden Plains - South	2016	M	4.2
Winchelsea	2006	F	3.8
Winchelsea	2006	M	4.2
Winchelsea	2011	F	4.6
Winchelsea	2011	M	3
Winchelsea	2016	F	3.4
Winchelsea	2016	M	2.8
Belmont	2006	F	5.7
Belmont	2006	M	7.1
Belmont	2011	F	5.8
Belmont	2011	M	5.7
Belmont	2016	F	5.9
Belmont	2016	M	6.1
Corio - Norlane	2006	F	13.1
Corio - Norlane	2006	M	12.2
Corio - Norlane	2011	F	11.4
Corio - Norlane	2011	M	10.5
Corio - Norlane	2016	F	12.5
Corio - Norlane	2016	M	13.5
Geelong	2006	F	6.5
Geelong	2006	M	6.4
Geelong	2011	F	5.2
Geelong	2011	M	6.3
Geelong	2016	F	5.4
Geelong	2016	M	6
Geelong West - Hamlyn Heights	2006	F	6.5
Geelong West - Hamlyn Heights	2006	M	6.4
Geelong West - Hamlyn Heights	2011	F	4.9
Geelong West - Hamlyn Heights	2011	M	5.7
Geelong West - Hamlyn Heights	2016	F	5.2
Geelong West - Hamlyn Heights	2016	M	6.2
Grovedale	2006	F	4.7
Grovedale	2006	M	5.4
Grovedale	2011	F	3.7
Grovedale	2011	M	4.7
Grovedale	2016	F	5.3
Grovedale	2016	M	5.8
Highton	2006	F	4.8
Highton	2006	M	4.4
Highton	2011	F	4.3
Highton	2011	M	4.7
Highton	2016	F	5.6
Highton	2016	M	5.9
Lara	2006	F	4.3
Lara	2006	M	4
Lara	2011	F	4.5
Lara	2011	M	4
Lara	2016	F	4.6
Lara	2016	M	4.9
Leopold	2006	F	3.5
Leopold	2006	M	3.7
Leopold	2011	F	4.2
Leopold	2011	M	3.9
Leopold	2016	F	5.1
Leopold	2016	M	6
Newcomb - Moolap	2006	F	7.3
Newcomb - Moolap	2006	M	7.8
Newcomb - Moolap	2011	F	6
Newcomb - Moolap	2011	M	6.1
Newcomb - Moolap	2016	F	6.9
Newcomb - Moolap	2016	M	7.9
Newtown (Vic.)	2006	F	4.6
Newtown (Vic.)	2006	M	5
Newtown (Vic.)	2011	F	3.9
Newtown (Vic.)	2011	M	4.6
Newtown (Vic.)	2016	F	4.4
Newtown (Vic.)	2016	M	5.4
North Geelong - Bell Park	2006	F	6.8
North Geelong - Bell Park	2006	M	7.4
North Geelong - Bell Park	2011	F	5.8
North Geelong - Bell Park	2011	M	6.8
North Geelong - Bell Park	2016	F	6.5
North Geelong - Bell Park	2016	M	8.2
Clifton Springs	2006	F	5.8
Clifton Springs	2006	M	4.5
Clifton Springs	2011	F	4.6
Clifton Springs	2011	M	4.3
Clifton Springs	2016	F	5.6
Clifton Springs	2016	M	6.2
Lorne - Anglesea	2006	F	3
Lorne - Anglesea	2006	M	3.9
Lorne - Anglesea	2011	F	4.1
Lorne - Anglesea	2011	M	3.9
Lorne - Anglesea	2016	F	2.7
Lorne - Anglesea	2016	M	3.4
Ocean Grove - Barwon Heads	2006	F	4.3
Ocean Grove - Barwon Heads	2006	M	4.6
Ocean Grove - Barwon Heads	2011	F	4.5
Ocean Grove - Barwon Heads	2011	M	3.9
Ocean Grove - Barwon Heads	2016	F	3.9
Ocean Grove - Barwon Heads	2016	M	4.1
Portarlington	2006	F	6.4
Portarlington	2006	M	8.1
Portarlington	2011	F	8.2
Portarlington	2011	M	7
Portarlington	2016	F	8.1
Portarlington	2016	M	8.9
Point Lonsdale - Queenscliff	2006	F	2.5
Point Lonsdale - Queenscliff	2006	M	3.7
Point Lonsdale - Queenscliff	2011	F	3.6
Point Lonsdale - Queenscliff	2011	M	4.9
Point Lonsdale - Queenscliff	2016	F	3.9
Point Lonsdale - Queenscliff	2016	M	3.2
Torquay	2006	F	4.1
Torquay	2006	M	4
Torquay	2011	F	4.3
Torquay	2011	M	3.5
Torquay	2016	F	4.3
Torquay	2016	M	4
Alexandra	2006	F	4.9
Alexandra	2006	M	4.6
Alexandra	2011	F	3.6
Alexandra	2011	M	4.9
Alexandra	2016	F	5
Alexandra	2016	M	4.6
Euroa	2006	F	4.3
Euroa	2006	M	3.9
Euroa	2011	F	3.5
Euroa	2011	M	5
Euroa	2016	F	5.2
Euroa	2016	M	4
Kilmore - Broadford	2006	F	5.1
Kilmore - Broadford	2006	M	4.5
Kilmore - Broadford	2011	F	6
Kilmore - Broadford	2011	M	4.1
Kilmore - Broadford	2016	F	6.3
Kilmore - Broadford	2016	M	5.2
Mansfield (Vic.)	2006	F	3.3
Mansfield (Vic.)	2006	M	5
Mansfield (Vic.)	2011	F	2
Mansfield (Vic.)	2011	M	3.1
Mansfield (Vic.)	2016	F	2.7
Mansfield (Vic.)	2016	M	4.1
Nagambie	2006	F	5.2
Nagambie	2006	M	4.3
Nagambie	2011	F	4.5
Nagambie	2011	M	4.1
Nagambie	2016	F	4.3
Nagambie	2016	M	4.4
Seymour	2006	F	6.5
Seymour	2006	M	6.9
Seymour	2011	F	7.8
Seymour	2011	M	7.1
Seymour	2016	F	7.8
Seymour	2016	M	6.6
Seymour Region	2006	F	5.5
Seymour Region	2006	M	2.8
Seymour Region	2011	F	7.1
Seymour Region	2011	M	3.4
Seymour Region	2016	F	5.8
Seymour Region	2016	M	3
Upper Yarra Valley	2006	F	7.5
Upper Yarra Valley	2006	M	12.3
Upper Yarra Valley	2011	F	15.9
Upper Yarra Valley	2011	M	16.7
Upper Yarra Valley	2016	F	0
Upper Yarra Valley	2016	M	8.3
Yea	2006	F	4.8
Yea	2006	M	2.8
Yea	2011	F	4.2
Yea	2011	M	5.4
Yea	2016	F	6.5
Yea	2016	M	5.4
Benalla	2006	F	6.3
Benalla	2006	M	6.2
Benalla	2011	F	5
Benalla	2011	M	5.4
Benalla	2016	F	5.4
Benalla	2016	M	6.3
Benalla Region	2006	F	3.9
Benalla Region	2006	M	4.5
Benalla Region	2011	F	5.1
Benalla Region	2011	M	3.1
Benalla Region	2016	F	3.4
Benalla Region	2016	M	4.2
Rutherglen	2006	F	5
Rutherglen	2006	M	3.1
Rutherglen	2011	F	4.4
Rutherglen	2011	M	3.4
Rutherglen	2016	F	5.5
Rutherglen	2016	M	4.5
Wangaratta	2006	F	5
Wangaratta	2006	M	5.1
Wangaratta	2011	F	5.5
Wangaratta	2011	M	5.3
Wangaratta	2016	F	5.2
Wangaratta	2016	M	5.4
Wangaratta Region	2006	F	3.7
Wangaratta Region	2006	M	3.9
Wangaratta Region	2011	F	3.7
Wangaratta Region	2011	M	3.5
Wangaratta Region	2016	F	3.5
Wangaratta Region	2016	M	3.3
Beechworth	2006	F	3.3
Beechworth	2006	M	4
Beechworth	2011	F	3.3
Beechworth	2011	M	4
Beechworth	2016	F	3.4
Beechworth	2016	M	3.9
Bright - Mount Beauty	2006	F	3.2
Bright - Mount Beauty	2006	M	4
Bright - Mount Beauty	2011	F	3
Bright - Mount Beauty	2011	M	4.6
Bright - Mount Beauty	2016	F	2.4
Bright - Mount Beauty	2016	M	3.8
Chiltern - Indigo Valley	2006	F	4.5
Chiltern - Indigo Valley	2006	M	3
Chiltern - Indigo Valley	2011	F	4.1
Chiltern - Indigo Valley	2011	M	5.9
Chiltern - Indigo Valley	2016	F	5.5
Chiltern - Indigo Valley	2016	M	5.3
Myrtleford	2006	F	5.8
Myrtleford	2006	M	5.9
Myrtleford	2011	F	4.3
Myrtleford	2011	M	6.2
Myrtleford	2016	F	3.6
Myrtleford	2016	M	5.7
Towong	2006	F	3.8
Towong	2006	M	3.7
Towong	2011	F	4.3
Towong	2011	M	4
Towong	2016	F	4.1
Towong	2016	M	5.2
West Wodonga	2006	F	5.4
West Wodonga	2006	M	3.6
West Wodonga	2011	F	6.1
West Wodonga	2011	M	5.3
West Wodonga	2016	F	6
West Wodonga	2016	M	5.2
Wodonga	2006	F	6.8
Wodonga	2006	M	5.2
Wodonga	2011	F	6.5
Wodonga	2011	M	4.9
Wodonga	2016	F	6.6
Wodonga	2016	M	5.9
Yackandandah	2006	F	3.3
Yackandandah	2006	M	2.6
Yackandandah	2011	F	2.8
Yackandandah	2011	M	3.8
Yackandandah	2016	F	3.3
Yackandandah	2016	M	4
Drouin	2006	F	5.6
Drouin	2006	M	3.5
Drouin	2011	F	5.8
Drouin	2011	M	4.5
Drouin	2016	F	6.4
Drouin	2016	M	5.7
Mount Baw Baw Region	2006	F	6
Mount Baw Baw Region	2006	M	4.5
Mount Baw Baw Region	2011	F	4.1
Mount Baw Baw Region	2011	M	4.9
Mount Baw Baw Region	2016	F	5.1
Mount Baw Baw Region	2016	M	5.5
Trafalgar (Vic.)	2006	F	4.6
Trafalgar (Vic.)	2006	M	6.1
Trafalgar (Vic.)	2011	F	4.7
Trafalgar (Vic.)	2011	M	4.7
Trafalgar (Vic.)	2016	F	4.6
Trafalgar (Vic.)	2016	M	5.3
Warragul	2006	F	5.4
Warragul	2006	M	4.3
Warragul	2011	F	5.4
Warragul	2011	M	4.7
Warragul	2016	F	6
Warragul	2016	M	4.7
Alps - East	2006	F	0
Alps - East	2006	M	0
Alps - East	2011	F	0
Alps - East	2011	M	0
Alps - East	2016	F	0
Alps - East	2016	M	0
Bairnsdale	2006	F	5.7
Bairnsdale	2006	M	6.8
Bairnsdale	2011	F	5.3
Bairnsdale	2011	M	5.5
Bairnsdale	2016	F	5.5
Bairnsdale	2016	M	6.6
Bruthen - Omeo	2006	F	4.8
Bruthen - Omeo	2006	M	4.8
Bruthen - Omeo	2011	F	3.8
Bruthen - Omeo	2011	M	5.3
Bruthen - Omeo	2016	F	5
Bruthen - Omeo	2016	M	5.1
Lake King	2006	F	0
Lake King	2006	M	0
Lake King	2011	F	0
Lake King	2011	M	0
Lake King	2016	F	0
Lake King	2016	M	0
Lakes Entrance	2006	F	5.8
Lakes Entrance	2006	M	8
Lakes Entrance	2011	F	5.7
Lakes Entrance	2011	M	6.6
Lakes Entrance	2016	F	6.4
Lakes Entrance	2016	M	7.9
Orbost	2006	F	6.7
Orbost	2006	M	8.5
Orbost	2011	F	4.7
Orbost	2011	M	7.5
Orbost	2016	F	7.6
Orbost	2016	M	10.4
Paynesville	2006	F	4.4
Paynesville	2006	M	6.7
Paynesville	2011	F	4.5
Paynesville	2011	M	6
Paynesville	2016	F	4.9
Paynesville	2016	M	5.5
Foster	2006	F	4.4
Foster	2006	M	4.9
Foster	2011	F	3.3
Foster	2011	M	3.1
Foster	2016	F	4.9
Foster	2016	M	5.5
French Island	2006	F	0
French Island	2006	M	0
French Island	2011	F	0
French Island	2011	M	12.9
French Island	2016	F	0
French Island	2016	M	0
