SA2_NAME16	Year	Sex	unemployment
South Hedland	2006	M	5.5
South Hedland	2011	F	5.2
South Hedland	2011	M	3.9
South Hedland	2016	F	7.1
South Hedland	2016	M	5.3
Ashburton (WA)	2006	F	3.3
Ashburton (WA)	2006	M	1.9
Ashburton (WA)	2011	F	2.9
Ashburton (WA)	2011	M	1.2
Ashburton (WA)	2016	F	4.2
Ashburton (WA)	2016	M	1.3
Karratha	2006	F	3.1
Karratha	2006	M	1.7
Karratha	2011	F	3.1
Karratha	2011	M	2
Karratha	2016	F	6.4
Karratha	2016	M	4.9
Roebourne	2006	F	5.3
Roebourne	2006	M	3.9
Roebourne	2011	F	3.8
Roebourne	2011	M	2.5
Roebourne	2016	F	10.9
Roebourne	2016	M	5.4
Esperance	2006	F	5
Esperance	2006	M	4.2
Esperance	2011	F	4.5
Esperance	2011	M	5
Esperance	2016	F	4
Esperance	2016	M	5.4
Esperance Region	2006	F	2.5
Esperance Region	2006	M	2
Esperance Region	2011	F	4.1
Esperance Region	2011	M	1.7
Esperance Region	2016	F	3.6
Esperance Region	2016	M	4.2
Carnarvon	2006	F	2.1
Carnarvon	2006	M	3.7
Carnarvon	2011	F	5.6
Carnarvon	2011	M	5.6
Carnarvon	2016	F	5.3
Carnarvon	2016	M	9
Exmouth	2006	F	3.6
Exmouth	2006	M	2.8
Exmouth	2011	F	2
Exmouth	2011	M	4.1
Exmouth	2016	F	3.9
Exmouth	2016	M	5
Boulder	2006	F	4.5
Boulder	2006	M	4.4
Boulder	2011	F	6
Boulder	2011	M	5.2
Boulder	2016	F	8.4
Boulder	2016	M	7.2
Kalgoorlie	2006	F	3.9
Kalgoorlie	2006	M	3.7
Kalgoorlie	2011	F	5.4
Kalgoorlie	2011	M	4.2
Kalgoorlie	2016	F	6.8
Kalgoorlie	2016	M	5.3
Kalgoorlie - North	2006	F	3.2
Kalgoorlie - North	2006	M	1.7
Kalgoorlie - North	2011	F	3.6
Kalgoorlie - North	2011	M	2
Kalgoorlie - North	2016	F	4.7
Kalgoorlie - North	2016	M	3.7
Kalgoorlie Airport	2006	F	0
Kalgoorlie Airport	2006	M	0
Kalgoorlie Airport	2011	F	0
Kalgoorlie Airport	2011	M	0
Kalgoorlie Airport	2016	F	0
Kalgoorlie Airport	2016	M	0
Kambalda - Coolgardie - Norseman	2006	F	7.2
Kambalda - Coolgardie - Norseman	2006	M	4.3
Kambalda - Coolgardie - Norseman	2011	F	7.7
Kambalda - Coolgardie - Norseman	2011	M	4.8
Kambalda - Coolgardie - Norseman	2016	F	7.4
Kambalda - Coolgardie - Norseman	2016	M	9.2
Leinster - Leonora	2006	F	2.5
Leinster - Leonora	2006	M	2
Leinster - Leonora	2011	F	5.5
Leinster - Leonora	2011	M	2.7
Leinster - Leonora	2016	F	14.5
Leinster - Leonora	2016	M	7.8
Trafalgar (WA)	2006	F	0
Trafalgar (WA)	2006	M	0
Trafalgar (WA)	2011	F	0
Trafalgar (WA)	2011	M	0
Trafalgar (WA)	2016	F	0
Trafalgar (WA)	2016	M	0
Geraldton	2006	F	6.5
Geraldton	2006	M	8.3
Geraldton	2011	F	6.9
Geraldton	2011	M	7
Geraldton	2016	F	7.7
Geraldton	2016	M	13
Geraldton - East	2006	F	8.7
Geraldton - East	2006	M	7.9
Geraldton - East	2011	F	6.8
Geraldton - East	2011	M	7.1
Geraldton - East	2016	F	9.1
Geraldton - East	2016	M	12.4
Geraldton - North	2006	F	4.7
Geraldton - North	2006	M	3.8
Geraldton - North	2011	F	5.9
Geraldton - North	2011	M	4.9
Geraldton - North	2016	F	6.6
Geraldton - North	2016	M	7.5
Geraldton - South	2006	F	3.4
Geraldton - South	2006	M	3.3
Geraldton - South	2011	F	3.3
Geraldton - South	2011	M	3
Geraldton - South	2016	F	6.1
Geraldton - South	2016	M	7.8
Irwin	2006	F	6.1
Irwin	2006	M	6.8
Irwin	2011	F	4.8
Irwin	2011	M	5
Irwin	2016	F	7
Irwin	2016	M	8.2
Meekatharra	2006	F	6.7
Meekatharra	2006	M	5.1
Meekatharra	2011	F	5.9
Meekatharra	2011	M	4.5
Meekatharra	2016	F	8.4
Meekatharra	2016	M	5.6
Morawa	2006	F	3.7
Morawa	2006	M	3.8
Morawa	2011	F	5.1
Morawa	2011	M	3.1
Morawa	2016	F	5.9
Morawa	2016	M	6
Northampton - Mullewa - Greenough	2006	F	4.3
Northampton - Mullewa - Greenough	2006	M	5.6
Northampton - Mullewa - Greenough	2011	F	3.7
Northampton - Mullewa - Greenough	2011	M	5.3
Northampton - Mullewa - Greenough	2016	F	4.9
Northampton - Mullewa - Greenough	2016	M	8
Migratory - Offshore - Shipping (WA)	2006	F	0
Migratory - Offshore - Shipping (WA)	2006	M	0
Migratory - Offshore - Shipping (WA)	2011	F	0
Migratory - Offshore - Shipping (WA)	2011	M	0.9
Migratory - Offshore - Shipping (WA)	2016	F	0
Migratory - Offshore - Shipping (WA)	2016	M	0
No usual address (WA)	2006	F	13.6
No usual address (WA)	2006	M	15.6
No usual address (WA)	2011	F	15.5
No usual address (WA)	2011	M	15.1
No usual address (WA)	2016	F	18.1
No usual address (WA)	2016	M	21.2
Bridgewater - Gagebrook	2006	F	16.4
Bridgewater - Gagebrook	2006	M	17.5
Bridgewater - Gagebrook	2011	F	12.6
Bridgewater - Gagebrook	2011	M	16
Bridgewater - Gagebrook	2016	F	12.6
Bridgewater - Gagebrook	2016	M	19.4
Brighton - Pontville	2006	F	3.6
Brighton - Pontville	2006	M	2.9
Brighton - Pontville	2011	F	3.5
Brighton - Pontville	2011	M	4.4
Brighton - Pontville	2016	F	3.9
Brighton - Pontville	2016	M	5
Old Beach - Otago	2006	F	3.3
Old Beach - Otago	2006	M	3.1
Old Beach - Otago	2011	F	2.8
Old Beach - Otago	2011	M	2.6
Old Beach - Otago	2016	F	3.5
Old Beach - Otago	2016	M	4.4
Bellerive - Rosny	2006	F	3.2
Bellerive - Rosny	2006	M	5.3
Bellerive - Rosny	2011	F	4
Bellerive - Rosny	2011	M	6.1
Bellerive - Rosny	2016	F	3.7
Bellerive - Rosny	2016	M	6.2
Cambridge	2006	F	2.8
Cambridge	2006	M	4.1
Cambridge	2011	F	2.8
Cambridge	2011	M	4.3
Cambridge	2016	F	3.2
Cambridge	2016	M	3.8
Geilston Bay - Risdon	2006	F	1.8
Geilston Bay - Risdon	2006	M	4.9
Geilston Bay - Risdon	2011	F	2.6
Geilston Bay - Risdon	2011	M	5.1
Geilston Bay - Risdon	2016	F	3
Geilston Bay - Risdon	2016	M	5.5
Howrah - Tranmere	2006	F	3.2
Howrah - Tranmere	2006	M	4.2
Howrah - Tranmere	2011	F	3.5
Howrah - Tranmere	2011	M	4.2
Howrah - Tranmere	2016	F	3.1
Howrah - Tranmere	2016	M	4.9
Lindisfarne - Rose Bay	2006	F	3.6
Lindisfarne - Rose Bay	2006	M	4.5
Lindisfarne - Rose Bay	2011	F	3
Lindisfarne - Rose Bay	2011	M	4.3
Lindisfarne - Rose Bay	2016	F	4.6
Lindisfarne - Rose Bay	2016	M	4.5
Mornington - Warrane	2006	F	7.2
Mornington - Warrane	2006	M	8.9
Mornington - Warrane	2011	F	7.2
Mornington - Warrane	2011	M	9.6
Mornington - Warrane	2016	F	7.2
Mornington - Warrane	2016	M	8.7
Risdon Vale	2006	F	14.2
Risdon Vale	2006	M	12.5
Risdon Vale	2011	F	8.3
Risdon Vale	2011	M	10.2
Risdon Vale	2016	F	8.7
Risdon Vale	2016	M	10.9
Rokeby	2006	F	12.6
Rokeby	2006	M	13.7
Rokeby	2011	F	7.3
Rokeby	2011	M	10.9
Rokeby	2016	F	7.7
Rokeby	2016	M	11.5
South Arm	2006	F	4.2
South Arm	2006	M	4.3
South Arm	2011	F	3.8
South Arm	2011	M	4.8
South Arm	2016	F	4.1
South Arm	2016	M	5.1
Austins Ferry - Granton	2006	F	2.5
Austins Ferry - Granton	2006	M	3.5
Austins Ferry - Granton	2011	F	3
Austins Ferry - Granton	2011	M	4.4
Austins Ferry - Granton	2016	F	3.3
Austins Ferry - Granton	2016	M	4.8
Berriedale - Chigwell	2006	F	7.6
Berriedale - Chigwell	2006	M	9.1
Berriedale - Chigwell	2011	F	6.2
Berriedale - Chigwell	2011	M	7.6
Berriedale - Chigwell	2016	F	6.6
Berriedale - Chigwell	2016	M	9.5
Claremont (Tas.)	2006	F	5.2
Claremont (Tas.)	2006	M	6.4
Claremont (Tas.)	2011	F	6.1
Claremont (Tas.)	2011	M	6.9
Claremont (Tas.)	2016	F	6.7
Claremont (Tas.)	2016	M	8.5
Derwent Park - Lutana	2006	F	7.3
Derwent Park - Lutana	2006	M	8.6
Derwent Park - Lutana	2011	F	6
Derwent Park - Lutana	2011	M	9
Derwent Park - Lutana	2016	F	5.5
Derwent Park - Lutana	2016	M	9.3
Glenorchy	2006	F	6.4
Glenorchy	2006	M	8.7
Glenorchy	2011	F	6.6
Glenorchy	2011	M	9.5
Glenorchy	2016	F	7
Glenorchy	2016	M	11.2
Montrose - Rosetta	2006	F	4.9
Montrose - Rosetta	2006	M	6
Montrose - Rosetta	2011	F	6.1
Montrose - Rosetta	2011	M	5.5
Montrose - Rosetta	2016	F	5.4
Montrose - Rosetta	2016	M	7.6
Moonah	2006	F	6.8
Moonah	2006	M	6.8
Moonah	2011	F	4.6
Moonah	2011	M	8.1
Moonah	2016	F	7.7
Moonah	2016	M	10.7
New Norfolk	2006	F	8.1
New Norfolk	2006	M	9.4
New Norfolk	2011	F	7.8
New Norfolk	2011	M	11.4
New Norfolk	2016	F	7.4
New Norfolk	2016	M	10.2
West Moonah	2006	F	5.6
West Moonah	2006	M	9.1
West Moonah	2011	F	5.8
West Moonah	2011	M	9.2
West Moonah	2016	F	5.4
West Moonah	2016	M	9.7
Kingston - Huntingfield	2006	F	5.4
Kingston - Huntingfield	2006	M	4.3
Kingston - Huntingfield	2011	F	4.7
Kingston - Huntingfield	2011	M	5.3
Kingston - Huntingfield	2016	F	5.6
Kingston - Huntingfield	2016	M	5.6
Kingston Beach - Blackmans Bay	2006	F	3.5
Kingston Beach - Blackmans Bay	2006	M	4.5
Kingston Beach - Blackmans Bay	2011	F	3.9
Kingston Beach - Blackmans Bay	2011	M	4.6
Kingston Beach - Blackmans Bay	2016	F	4.8
Kingston Beach - Blackmans Bay	2016	M	5.6
Margate - Snug	2006	F	3.6
Margate - Snug	2006	M	4.3
Margate - Snug	2011	F	3.4
Margate - Snug	2011	M	4.5
Margate - Snug	2016	F	3.3
Margate - Snug	2016	M	4.8
Mount Wellington	2006	F	0
Mount Wellington	2006	M	0
Mount Wellington	2011	F	0
Mount Wellington	2011	M	0
Mount Wellington	2016	F	0
Mount Wellington	2016	M	0
Taroona - Bonnet Hill	2006	F	3.5
Taroona - Bonnet Hill	2006	M	4.9
Taroona - Bonnet Hill	2011	F	3.5
Taroona - Bonnet Hill	2011	M	4.9
Taroona - Bonnet Hill	2016	F	4
Taroona - Bonnet Hill	2016	M	5.9
Hobart	2006	F	5.8
Hobart	2006	M	7.4
Hobart	2011	F	5.2
Hobart	2011	M	5.8
Hobart	2016	F	6.6
Hobart	2016	M	9.2
Lenah Valley - Mount Stuart	2006	F	2.9
Lenah Valley - Mount Stuart	2006	M	5
Lenah Valley - Mount Stuart	2011	F	3.2
Lenah Valley - Mount Stuart	2011	M	4.6
Lenah Valley - Mount Stuart	2016	F	3.9
Lenah Valley - Mount Stuart	2016	M	5.4
Mount Nelson - Dynnyrne	2006	F	4.6
Mount Nelson - Dynnyrne	2006	M	5.4
Mount Nelson - Dynnyrne	2011	F	4.6
Mount Nelson - Dynnyrne	2011	M	7.4
Mount Nelson - Dynnyrne	2016	F	9
Mount Nelson - Dynnyrne	2016	M	8.7
New Town	2006	F	5.2
New Town	2006	M	7.8
New Town	2011	F	5.1
New Town	2011	M	7.3
New Town	2016	F	5.2
New Town	2016	M	8.5
Sandy Bay	2006	F	5.4
Sandy Bay	2006	M	6.8
Sandy Bay	2011	F	5.9
Sandy Bay	2011	M	6.6
Sandy Bay	2016	F	7.4
Sandy Bay	2016	M	7.3
South Hobart - Fern Tree	2006	F	4.7
South Hobart - Fern Tree	2006	M	5.2
South Hobart - Fern Tree	2011	F	5.6
South Hobart - Fern Tree	2011	M	7.6
South Hobart - Fern Tree	2016	F	5.5
South Hobart - Fern Tree	2016	M	8.3
West Hobart	2006	F	3.4
West Hobart	2006	M	6.6
West Hobart	2011	F	4
West Hobart	2011	M	5.8
West Hobart	2016	F	4.5
West Hobart	2016	M	6.2
Dodges Ferry - Lewisham	2006	F	7.5
Dodges Ferry - Lewisham	2006	M	7.4
Dodges Ferry - Lewisham	2011	F	7.4
Dodges Ferry - Lewisham	2011	M	7.7
Dodges Ferry - Lewisham	2016	F	6.3
Dodges Ferry - Lewisham	2016	M	8.5
Sorell - Richmond	2006	F	4.8
Sorell - Richmond	2006	M	5.1
Sorell - Richmond	2011	F	4.3
Sorell - Richmond	2011	M	5.2
Sorell - Richmond	2016	F	4.7
Sorell - Richmond	2016	M	5.9
Invermay	2006	F	8.7
Invermay	2006	M	11.4
Invermay	2011	F	9.4
Invermay	2011	M	12.4
Invermay	2016	F	9.6
Invermay	2016	M	16
Kings Meadows - Punchbowl	2006	F	5.8
Kings Meadows - Punchbowl	2006	M	6.1
Kings Meadows - Punchbowl	2011	F	5.5
Kings Meadows - Punchbowl	2011	M	6.3
Kings Meadows - Punchbowl	2016	F	7
Kings Meadows - Punchbowl	2016	M	7.9
Launceston	2006	F	6.1
Launceston	2006	M	5.8
Launceston	2011	F	5.8
Launceston	2011	M	5.9
Launceston	2016	F	5.5
Launceston	2016	M	7.8
Legana	2006	F	3.7
Legana	2006	M	3.3
Legana	2011	F	5
Legana	2011	M	3.4
Legana	2016	F	4.3
Legana	2016	M	6.5
Mowbray	2006	F	13.2
Mowbray	2006	M	13.6
Mowbray	2011	F	11.6
Mowbray	2011	M	13.1
Mowbray	2016	F	14.2
Mowbray	2016	M	15.4
Newnham - Mayfield	2006	F	10.5
Newnham - Mayfield	2006	M	9.6
Newnham - Mayfield	2011	F	12
Newnham - Mayfield	2011	M	11.6
Newnham - Mayfield	2016	F	10.7
Newnham - Mayfield	2016	M	14.3
Newstead	2006	F	3
Newstead	2006	M	4.8
Newstead	2011	F	5
Newstead	2011	M	5.5
Newstead	2016	F	4.8
Newstead	2016	M	6.3
Norwood (Tas.)	2006	F	2.8
Norwood (Tas.)	2006	M	5
Norwood (Tas.)	2011	F	3.6
Norwood (Tas.)	2011	M	4.6
Norwood (Tas.)	2016	F	3.7
Norwood (Tas.)	2016	M	5.4
Prospect Vale - Blackstone	2006	F	3.5
Prospect Vale - Blackstone	2006	M	3.8
Prospect Vale - Blackstone	2011	F	4.4
Prospect Vale - Blackstone	2011	M	4.8
Prospect Vale - Blackstone	2016	F	4.4
Prospect Vale - Blackstone	2016	M	5.9
Ravenswood	2006	F	15.8
Ravenswood	2006	M	16.7
Ravenswood	2011	F	16.2
Ravenswood	2011	M	16.5
Ravenswood	2016	F	15
Ravenswood	2016	M	20.4
Riverside	2006	F	5
Riverside	2006	M	4.5
Riverside	2011	F	4.9
Riverside	2011	M	5.3
Riverside	2016	F	5.6
Riverside	2016	M	6.3
South Launceston	2006	F	6.6
South Launceston	2006	M	6.7
South Launceston	2011	F	4.2
South Launceston	2011	M	7.5
South Launceston	2016	F	6.9
South Launceston	2016	M	10.1
Summerhill - Prospect	2006	F	3.8
Summerhill - Prospect	2006	M	5
Summerhill - Prospect	2011	F	3.7
Summerhill - Prospect	2011	M	6.1
Summerhill - Prospect	2016	F	4.2
Summerhill - Prospect	2016	M	5.7
Trevallyn	2006	F	4.3
Trevallyn	2006	M	4.9
Trevallyn	2011	F	4.1
Trevallyn	2011	M	5.2
Trevallyn	2016	F	5.6
Trevallyn	2016	M	7.8
Waverley - St Leonards	2006	F	7.5
Waverley - St Leonards	2006	M	7.6
Waverley - St Leonards	2011	F	6.9
Waverley - St Leonards	2011	M	9.9
Waverley - St Leonards	2016	F	6.5
Waverley - St Leonards	2016	M	9.4
West Launceston	2006	F	6.1
West Launceston	2006	M	5
West Launceston	2011	F	4.2
West Launceston	2011	M	4.8
West Launceston	2016	F	5.6
West Launceston	2016	M	7
Youngtown - Relbia	2006	F	3.8
Youngtown - Relbia	2006	M	3.6
Youngtown - Relbia	2011	F	3.5
Youngtown - Relbia	2011	M	4.2
Youngtown - Relbia	2016	F	5.2
Youngtown - Relbia	2016	M	4.7
Beauty Point - Beaconsfield	2006	F	7.5
Beauty Point - Beaconsfield	2006	M	10.8
Beauty Point - Beaconsfield	2011	F	8.3
Beauty Point - Beaconsfield	2011	M	9.4
Beauty Point - Beaconsfield	2016	F	8.8
Beauty Point - Beaconsfield	2016	M	10.4
Deloraine	2006	F	7.7
Deloraine	2006	M	6.2
Deloraine	2011	F	5.8
Deloraine	2011	M	6
Deloraine	2016	F	5.6
Deloraine	2016	M	6.4
Grindelwald - Lanena	2006	F	4.6
Grindelwald - Lanena	2006	M	5.4
Grindelwald - Lanena	2011	F	5.4
Grindelwald - Lanena	2011	M	5.3
Grindelwald - Lanena	2016	F	5
Grindelwald - Lanena	2016	M	6.9
Hadspen - Carrick	2006	F	4.6
Hadspen - Carrick	2006	M	3.6
Hadspen - Carrick	2011	F	4.9
Hadspen - Carrick	2011	M	3.8
Hadspen - Carrick	2016	F	3.5
Hadspen - Carrick	2016	M	6
Westbury	2006	F	4.7
Westbury	2006	M	6.2
Westbury	2011	F	5.8
Westbury	2011	M	5.3
Westbury	2016	F	6.2
Westbury	2016	M	8
Dilston - Lilydale	2006	F	5.4
Dilston - Lilydale	2006	M	4.4
Dilston - Lilydale	2011	F	3.9
Dilston - Lilydale	2011	M	6.1
Dilston - Lilydale	2016	F	4.5
Dilston - Lilydale	2016	M	6.5
George Town	2006	F	10.2
George Town	2006	M	10.6
George Town	2011	F	8.5
George Town	2011	M	10.2
George Town	2016	F	11.5
George Town	2016	M	13.5
Longford	2006	F	6
Longford	2006	M	4.4
Longford	2011	F	6.6
Longford	2011	M	7.2
Longford	2016	F	7.9
Longford	2016	M	5.9
Northern Midlands	2006	F	6
Northern Midlands	2006	M	6.5
Northern Midlands	2011	F	4.8
Northern Midlands	2011	M	5.6
Northern Midlands	2016	F	7.1
Northern Midlands	2016	M	6.4
Perth - Evandale	2006	F	4
Perth - Evandale	2006	M	4.1
Perth - Evandale	2011	F	4
Perth - Evandale	2011	M	4.6
Perth - Evandale	2016	F	4.9
Perth - Evandale	2016	M	5.3
St Helens - Scamander	2006	F	8.1
St Helens - Scamander	2006	M	10
St Helens - Scamander	2011	F	7.8
St Helens - Scamander	2011	M	12.3
St Helens - Scamander	2016	F	10
St Helens - Scamander	2016	M	11.9
Flinders and Cape Barren Islands	2006	F	2.5
Flinders and Cape Barren Islands	2006	M	3.3
Flinders and Cape Barren Islands	2011	F	5.3
Flinders and Cape Barren Islands	2011	M	5.1
Flinders and Cape Barren Islands	2016	F	9.8
Flinders and Cape Barren Islands	2016	M	5.7
Scottsdale - Bridport	2006	F	6.8
Scottsdale - Bridport	2006	M	5.3
Scottsdale - Bridport	2011	F	7.8
Scottsdale - Bridport	2011	M	10.3
Scottsdale - Bridport	2016	F	7.4
Scottsdale - Bridport	2016	M	7.9
Central Highlands	2006	F	9.1
Central Highlands	2006	M	5
Central Highlands	2011	F	11.1
Central Highlands	2011	M	6.4
Central Highlands	2016	F	8.5
Central Highlands	2016	M	7.7
Derwent Valley	2006	F	9.6
Derwent Valley	2006	M	10.1
Derwent Valley	2011	F	7.7
Derwent Valley	2011	M	7
Derwent Valley	2016	F	6.8
Derwent Valley	2016	M	9.7
Southern Midlands	2006	F	6.4
Southern Midlands	2006	M	6.5
Southern Midlands	2011	F	4.8
Southern Midlands	2011	M	7.1
Southern Midlands	2016	F	5.6
Southern Midlands	2016	M	5.3
Wilderness - East	2006	F	0
Wilderness - East	2006	M	0
Wilderness - East	2011	F	0
Wilderness - East	2011	M	0
Wilderness - East	2016	F	0
Wilderness - East	2016	M	0
Bruny Island - Kettering	2006	F	6.1
Bruny Island - Kettering	2006	M	7.1
Bruny Island - Kettering	2011	F	5.2
Bruny Island - Kettering	2011	M	7.8
Bruny Island - Kettering	2016	F	2.6
Bruny Island - Kettering	2016	M	5.4
Cygnet	2006	F	7.7
Cygnet	2006	M	10.2
Cygnet	2011	F	7.5
Cygnet	2011	M	7.3
Cygnet	2016	F	6.7
Cygnet	2016	M	7.5
Geeveston - Dover	2006	F	8.3
Geeveston - Dover	2006	M	8.1
Geeveston - Dover	2011	F	6.2
Geeveston - Dover	2011	M	8.4
Geeveston - Dover	2016	F	7.5
Geeveston - Dover	2016	M	9
Huonville - Franklin	2006	F	6
Huonville - Franklin	2006	M	6.3
Huonville - Franklin	2011	F	5.5
Huonville - Franklin	2011	M	6.2
Huonville - Franklin	2016	F	6
Huonville - Franklin	2016	M	6.3
Forestier - Tasman	2006	F	10
Forestier - Tasman	2006	M	9.9
Forestier - Tasman	2011	F	6.6
Forestier - Tasman	2011	M	9.8
Forestier - Tasman	2016	F	5.1
Forestier - Tasman	2016	M	6.7
Triabunna - Bicheno	2006	F	5.1
Triabunna - Bicheno	2006	M	5.2
Triabunna - Bicheno	2011	F	6.2
Triabunna - Bicheno	2011	M	8.4
Triabunna - Bicheno	2016	F	4.1
Triabunna - Bicheno	2016	M	7.2
Acton - Upper Burnie	2006	F	10.4
Acton - Upper Burnie	2006	M	10.2
Acton - Upper Burnie	2011	F	10
Acton - Upper Burnie	2011	M	9.7
Acton - Upper Burnie	2016	F	8
Acton - Upper Burnie	2016	M	13.1
Burnie - Ulverstone Region	2006	F	7.3
Burnie - Ulverstone Region	2006	M	6.1
Burnie - Ulverstone Region	2011	F	5.2
Burnie - Ulverstone Region	2011	M	5.8
Burnie - Ulverstone Region	2016	F	5.7
Burnie - Ulverstone Region	2016	M	7
Burnie - Wivenhoe	2006	F	11
Burnie - Wivenhoe	2006	M	11.1
Burnie - Wivenhoe	2011	F	10.1
Burnie - Wivenhoe	2011	M	12.2
Burnie - Wivenhoe	2016	F	9.8
Burnie - Wivenhoe	2016	M	12.9
Parklands - Camdale	2006	F	8.2
Parklands - Camdale	2006	M	9.7
Parklands - Camdale	2011	F	7.6
Parklands - Camdale	2011	M	8.6
Parklands - Camdale	2016	F	7.2
Parklands - Camdale	2016	M	9.4
Penguin - Sulphur Creek	2006	F	7.2
Penguin - Sulphur Creek	2006	M	6.6
Penguin - Sulphur Creek	2011	F	5.9
Penguin - Sulphur Creek	2011	M	6.1
Penguin - Sulphur Creek	2016	F	5.7
Penguin - Sulphur Creek	2016	M	6.3
Romaine - Havenview	2006	F	5.7
Romaine - Havenview	2006	M	6.2
Romaine - Havenview	2011	F	7.6
Romaine - Havenview	2011	M	7.3
Romaine - Havenview	2016	F	6.5
Romaine - Havenview	2016	M	8.6
Somerset	2006	F	8.2
Somerset	2006	M	6.5
Somerset	2011	F	7.3
Somerset	2011	M	6.7
Somerset	2016	F	5.9
Somerset	2016	M	9
Ulverstone	2006	F	9.4
Ulverstone	2006	M	8.4
Ulverstone	2011	F	6.4
Ulverstone	2011	M	6.6
Ulverstone	2016	F	6.6
Ulverstone	2016	M	8.8
West Ulverstone	2006	F	10
West Ulverstone	2006	M	8.7
West Ulverstone	2011	F	7
West Ulverstone	2011	M	8.3
West Ulverstone	2016	F	6.8
West Ulverstone	2016	M	10.5
Wynyard	2006	F	8.7
Wynyard	2006	M	9
Wynyard	2011	F	7.3
Wynyard	2011	M	7.4
Wynyard	2016	F	7.7
Wynyard	2016	M	8.6
Devonport	2006	F	8.6
Devonport	2006	M	9.4
Devonport	2011	F	7.2
Devonport	2011	M	8.8
Devonport	2016	F	7.7
Devonport	2016	M	10.8
East Devonport	2006	F	11.1
East Devonport	2006	M	13.6
East Devonport	2011	F	7.8
East Devonport	2011	M	11.7
East Devonport	2016	F	9.9
East Devonport	2016	M	11.5
Latrobe	2006	F	7
Latrobe	2006	M	9.4
Latrobe	2011	F	5.9
Latrobe	2011	M	7.1
Latrobe	2016	F	5.6
Latrobe	2016	M	7.4
Miandetta - Don	2006	F	6.6
Miandetta - Don	2006	M	7
Miandetta - Don	2011	F	4.8
Miandetta - Don	2011	M	5.7
Miandetta - Don	2016	F	6.5
Miandetta - Don	2016	M	6.5
Port Sorell	2006	F	6.8
Port Sorell	2006	M	6.3
Port Sorell	2011	F	5.7
Port Sorell	2011	M	5.2
Port Sorell	2016	F	5.4
Port Sorell	2016	M	7.8
Quoiba - Spreyton	2006	F	7.6
Quoiba - Spreyton	2006	M	3.7
Quoiba - Spreyton	2011	F	5.6
Quoiba - Spreyton	2011	M	5.5
Quoiba - Spreyton	2016	F	5.2
Quoiba - Spreyton	2016	M	5.9
Sheffield - Railton	2006	F	10.9
Sheffield - Railton	2006	M	8.6
Sheffield - Railton	2011	F	6.7
Sheffield - Railton	2011	M	7.9
Sheffield - Railton	2016	F	6.8
Sheffield - Railton	2016	M	6.7
Turners Beach - Forth	2006	F	4.9
Turners Beach - Forth	2006	M	5.2
Turners Beach - Forth	2011	F	4.6
Turners Beach - Forth	2011	M	7.3
Turners Beach - Forth	2016	F	3.1
Turners Beach - Forth	2016	M	5.7
King Island	2006	F	2.2
King Island	2006	M	1.1
King Island	2011	F	1.9
King Island	2011	M	3.6
King Island	2016	F	1.6
King Island	2016	M	2.6
North West	2006	F	5.1
North West	2006	M	2.8
North West	2011	F	5.2
North West	2011	M	4.7
North West	2016	F	3.4
North West	2016	M	5.1
Smithton	2006	F	4.6
Smithton	2006	M	4.9
Smithton	2011	F	5.2
Smithton	2011	M	4.4
Smithton	2016	F	5.5
Smithton	2016	M	5.9
Waratah	2006	F	10.2
Waratah	2006	M	6.7
Waratah	2011	F	5.2
Waratah	2011	M	7.4
Waratah	2016	F	5.8
Waratah	2016	M	7.7
West Coast (Tas.)	2006	F	8.4
West Coast (Tas.)	2006	M	9.5
West Coast (Tas.)	2011	F	7.8
West Coast (Tas.)	2011	M	7.7
West Coast (Tas.)	2016	F	11.9
West Coast (Tas.)	2016	M	15.2
Wilderness - West	2006	F	0
Wilderness - West	2006	M	0
Wilderness - West	2011	F	0
Wilderness - West	2011	M	0
Wilderness - West	2016	F	0
Wilderness - West	2016	M	0
Migratory - Offshore - Shipping (Tas.)	2006	F	0
Migratory - Offshore - Shipping (Tas.)	2006	M	0
Migratory - Offshore - Shipping (Tas.)	2011	F	14.3
Migratory - Offshore - Shipping (Tas.)	2011	M	7.9
Migratory - Offshore - Shipping (Tas.)	2016	F	0
Migratory - Offshore - Shipping (Tas.)	2016	M	0
No usual address (Tas.)	2006	F	26.2
No usual address (Tas.)	2006	M	28.4
No usual address (Tas.)	2011	F	27
No usual address (Tas.)	2011	M	26
No usual address (Tas.)	2016	F	27.9
No usual address (Tas.)	2016	M	27.9
Darwin Airport	2006	F	0
Darwin Airport	2006	M	0
Darwin Airport	2011	F	0
Darwin Airport	2011	M	0
Darwin Airport	2016	F	0
Darwin Airport	2016	M	0
Darwin City	2006	F	2.5
Darwin City	2006	M	4
Darwin City	2011	F	3.4
Darwin City	2011	M	4.2
Darwin City	2016	F	5.6
Darwin City	2016	M	2.9
East Point	2006	F	0
East Point	2006	M	0
East Point	2011	F	0
East Point	2011	M	0
East Point	2016	F	0
East Point	2016	M	0
Fannie Bay - The Gardens	2006	F	2.6
Fannie Bay - The Gardens	2006	M	3.4
Fannie Bay - The Gardens	2011	F	1.7
Fannie Bay - The Gardens	2011	M	3.5
Fannie Bay - The Gardens	2016	F	3.7
Fannie Bay - The Gardens	2016	M	4.1
Larrakeyah	2006	F	2.4
Larrakeyah	2006	M	1.8
Larrakeyah	2011	F	3.2
Larrakeyah	2011	M	2.7
