SA2_NAME16	Year	Sex	adults
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	41
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	32
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	23
Migratory - Offshore - Shipping (WA)	2006	F	18
Migratory - Offshore - Shipping (WA)	2006	M	302
Migratory - Offshore - Shipping (WA)	2011	F	28
Migratory - Offshore - Shipping (WA)	2011	M	384
Migratory - Offshore - Shipping (WA)	2016	F	27
Migratory - Offshore - Shipping (WA)	2016	M	412
Mildura - North	2006	F	6843
Mildura - North	2006	M	6075
Mildura - North	2011	F	7208
Mildura - North	2011	M	6368
Mildura - North	2016	F	7601
Mildura - North	2016	M	7084
Mildura - South	2006	F	5014
Mildura - South	2006	M	4393
Mildura - South	2011	F	5695
Mildura - South	2011	M	4939
Mildura - South	2016	F	6316
Mildura - South	2016	M	5508
Mildura Region	2006	F	1747
Mildura Region	2006	M	1987
Mildura Region	2011	F	1427
Mildura Region	2011	M	1650
Mildura Region	2016	F	1457
Mildura Region	2016	M	1622
Miles - Wandoan	2006	F	1424
Miles - Wandoan	2006	M	1500
Miles - Wandoan	2011	F	1444
Miles - Wandoan	2011	M	1538
Miles - Wandoan	2016	F	1522
Miles - Wandoan	2016	M	1728
Mill Park - North	2006	F	7157
Mill Park - North	2006	M	6809
Mill Park - North	2011	F	7537
Mill Park - North	2011	M	7127
Mill Park - North	2016	F	7585
Mill Park - North	2016	M	7230
Mill Park - South	2006	F	5237
Mill Park - South	2006	M	5045
Mill Park - South	2011	F	5136
Mill Park - South	2011	M	4928
Mill Park - South	2016	F	5066
Mill Park - South	2016	M	4767
Millbank - Avoca	2006	F	3197
Millbank - Avoca	2006	M	2678
Millbank - Avoca	2011	F	3379
Millbank - Avoca	2011	M	2810
Millbank - Avoca	2016	F	3310
Millbank - Avoca	2016	M	2815
Millicent	2006	F	2219
Millicent	2006	M	2117
Millicent	2011	F	2195
Millicent	2011	M	2038
Millicent	2016	F	2225
Millicent	2016	M	2138
Millmerran	2006	F	1140
Millmerran	2006	M	1224
Millmerran	2011	F	1174
Millmerran	2011	M	1280
Millmerran	2016	F	1317
Millmerran	2016	M	1405
Millner	2006	F	924
Millner	2006	M	929
Millner	2011	F	990
Millner	2011	M	1024
Millner	2016	F	1028
Millner	2016	M	1058
Mindarie - Quinns Rocks - Jindalee	2006	F	5378
Mindarie - Quinns Rocks - Jindalee	2006	M	5189
Mindarie - Quinns Rocks - Jindalee	2011	F	6729
Mindarie - Quinns Rocks - Jindalee	2011	M	6361
Mindarie - Quinns Rocks - Jindalee	2016	F	7502
Mindarie - Quinns Rocks - Jindalee	2016	M	7233
Minto - St Andrews	2006	F	7125
Minto - St Andrews	2006	M	6605
Minto - St Andrews	2011	F	7051
Minto - St Andrews	2011	M	6643
Minto - St Andrews	2016	F	7907
Minto - St Andrews	2016	M	7587
Miranda - Yowie Bay	2006	F	7226
Miranda - Yowie Bay	2006	M	6623
Miranda - Yowie Bay	2011	F	7594
Miranda - Yowie Bay	2011	M	6827
Miranda - Yowie Bay	2016	F	7870
Miranda - Yowie Bay	2016	M	7040
Mitcham (SA)	2006	F	6819
Mitcham (SA)	2006	M	5997
Mitcham (SA)	2011	F	6931
Mitcham (SA)	2011	M	6161
Mitcham (SA)	2016	F	6921
Mitcham (SA)	2016	M	6167
Mitcham (Vic.)	2006	F	6009
Mitcham (Vic.)	2006	M	5574
Mitcham (Vic.)	2011	F	6270
Mitcham (Vic.)	2011	M	5734
Mitcham (Vic.)	2016	F	6871
Mitcham (Vic.)	2016	M	6270
Mitchell	2006	F	3
Mitchell	2006	M	0
Mitchell	2011	F	0
Mitchell	2011	M	3
Mitchell	2016	F	0
Mitchell	2016	M	0
Mitchell Park	2006	F	6165
Mitchell Park	2006	M	5436
Mitchell Park	2011	F	6377
Mitchell Park	2011	M	5685
Mitchell Park	2016	F	6946
Mitchell Park	2016	M	6024
Mitchelton	2006	F	2992
Mitchelton	2006	M	2611
Mitchelton	2011	F	3209
Mitchelton	2011	M	2791
Mitchelton	2016	F	3501
Mitchelton	2016	M	3089
Mittagong	2006	F	3222
Mittagong	2006	M	2873
Mittagong	2011	F	3493
Mittagong	2011	M	3052
Mittagong	2016	F	4030
Mittagong	2016	M	3444
Moama	2006	F	1887
Moama	2006	M	1799
Moama	2011	F	2160
Moama	2011	M	2088
Moama	2016	F	2494
Moama	2016	M	2340
Modbury Heights	2006	F	8240
Modbury Heights	2006	M	7858
Modbury Heights	2011	F	7969
Modbury Heights	2011	M	7620
Modbury Heights	2016	F	8063
Modbury Heights	2016	M	7492
Moe - Newborough	2006	F	6871
Moe - Newborough	2006	M	6328
Moe - Newborough	2011	F	7103
Moe - Newborough	2011	M	6543
Moe - Newborough	2016	F	7155
Moe - Newborough	2016	M	6654
Moffat Beach - Battery Hill	2006	F	3283
Moffat Beach - Battery Hill	2006	M	2953
Moffat Beach - Battery Hill	2011	F	3397
Moffat Beach - Battery Hill	2011	M	3021
Moffat Beach - Battery Hill	2016	F	3448
Moffat Beach - Battery Hill	2016	M	3105
Moil	2006	F	781
Moil	2006	M	827
Moil	2011	F	735
Moil	2011	M	788
Moil	2016	F	756
Moil	2016	M	810
Moira	2006	F	937
Moira	2006	M	967
Moira	2011	F	1002
Moira	2011	M	1075
Moira	2016	F	1042
Moira	2016	M	1110
Molendinar	2006	F	2194
Molendinar	2006	M	2119
Molendinar	2011	F	2522
Molendinar	2011	M	2406
Molendinar	2016	F	2642
Molendinar	2016	M	2588
Molonglo	2006	F	0
Molonglo	2006	M	0
Molonglo	2011	F	0
Molonglo	2011	M	0
Molonglo	2016	F	0
Molonglo	2016	M	0
Molonglo - North	2006	F	0
Molonglo - North	2006	M	0
Molonglo - North	2011	F	0
Molonglo - North	2011	M	0
Molonglo - North	2016	F	0
Molonglo - North	2016	M	3
Molonglo Corridor	2006	F	17
Molonglo Corridor	2006	M	16
Molonglo Corridor	2011	F	3
Molonglo Corridor	2011	M	0
Molonglo Corridor	2016	F	3
Molonglo Corridor	2016	M	3
Monash	2006	F	2352
Monash	2006	M	2140
Monash	2011	F	2339
Monash	2011	M	2169
Monash	2016	F	2456
Monash	2016	M	2098
Monbulk - Silvan	2006	F	2562
Monbulk - Silvan	2006	M	2549
Monbulk - Silvan	2011	F	2268
Monbulk - Silvan	2011	M	2213
Monbulk - Silvan	2016	F	2289
Monbulk - Silvan	2016	M	2246
Moncrieff	2006	F	0
Moncrieff	2006	M	0
Moncrieff	2011	F	0
Moncrieff	2011	M	0
Moncrieff	2016	F	33
Moncrieff	2016	M	31
Monterey - Brighton-le-Sands - Kyeemagh	2006	F	5411
Monterey - Brighton-le-Sands - Kyeemagh	2006	M	4892
Monterey - Brighton-le-Sands - Kyeemagh	2011	F	5753
Monterey - Brighton-le-Sands - Kyeemagh	2011	M	5271
Monterey - Brighton-le-Sands - Kyeemagh	2016	F	6135
Monterey - Brighton-le-Sands - Kyeemagh	2016	M	5601
Montmorency - Briar Hill	2006	F	6627
Montmorency - Briar Hill	2006	M	5952
Montmorency - Briar Hill	2011	F	6825
Montmorency - Briar Hill	2011	M	6064
Montmorency - Briar Hill	2016	F	6953
Montmorency - Briar Hill	2016	M	6186
Monto - Eidsvold	2006	F	1448
Monto - Eidsvold	2006	M	1519
Monto - Eidsvold	2011	F	1456
Monto - Eidsvold	2011	M	1518
Monto - Eidsvold	2016	F	1513
Monto - Eidsvold	2016	M	1590
Montrose	2006	F	2581
Montrose	2006	M	2481
Montrose	2011	F	2840
Montrose	2011	M	2609
Montrose	2016	F	2868
Montrose	2016	M	2659
Montrose - Rosetta	2006	F	2070
Montrose - Rosetta	2006	M	1746
Montrose - Rosetta	2011	F	2088
Montrose - Rosetta	2011	M	1779
Montrose - Rosetta	2016	F	2190
Montrose - Rosetta	2016	M	1905
Mooloolaba - Alexandra Headland	2006	F	4625
Mooloolaba - Alexandra Headland	2006	M	4731
Mooloolaba - Alexandra Headland	2011	F	4926
Mooloolaba - Alexandra Headland	2011	M	4742
Mooloolaba - Alexandra Headland	2016	F	5391
Mooloolaba - Alexandra Headland	2016	M	4974
Moonah	2006	F	2182
Moonah	2006	M	1931
Moonah	2011	F	2177
Moonah	2011	M	1974
Moonah	2016	F	2283
Moonah	2016	M	2111
Moonee Ponds	2006	F	5503
Moonee Ponds	2006	M	4974
Moonee Ponds	2011	F	5884
Moonee Ponds	2011	M	5382
Moonee Ponds	2016	F	6255
Moonee Ponds	2016	M	5717
Moonta	2006	F	1582
Moonta	2006	M	1439
Moonta	2011	F	1893
Moonta	2011	M	1699
Moonta	2016	F	2095
Moonta	2016	M	2073
Moora	2006	F	1693
Moora	2006	M	1881
Moora	2011	F	1718
Moora	2011	M	1926
Moora	2016	F	1765
Moora	2016	M	2033
Moorabbin - Heatherton	2006	F	3285
Moorabbin - Heatherton	2006	M	3040
Moorabbin - Heatherton	2011	F	3258
Moorabbin - Heatherton	2011	M	3215
Moorabbin - Heatherton	2016	F	3638
Moorabbin - Heatherton	2016	M	3456
Moorabbin Airport	2006	F	0
Moorabbin Airport	2006	M	0
Moorabbin Airport	2011	F	0
Moorabbin Airport	2011	M	0
Moorabbin Airport	2016	F	0
Moorabbin Airport	2016	M	0
Moorooka	2006	F	3838
Moorooka	2006	M	3627
Moorooka	2011	F	4157
Moorooka	2011	M	4096
Moorooka	2016	F	4358
Moorooka	2016	M	4284
Mooroolbark	2006	F	7764
Mooroolbark	2006	M	7548
Mooroolbark	2011	F	8381
Mooroolbark	2011	M	8136
Mooroolbark	2016	F	9042
Mooroolbark	2016	M	8654
Mooroopna	2006	F	2949
Mooroopna	2006	M	2626
Mooroopna	2011	F	3220
Mooroopna	2011	M	2955
Mooroopna	2016	F	3410
Mooroopna	2016	M	3086
Moranbah	2006	F	2324
Moranbah	2006	M	2994
Moranbah	2011	F	2829
Moranbah	2011	M	3656
Moranbah	2016	F	2860
Moranbah	2016	M	3373
Morawa	2006	F	1562
Morawa	2006	M	1841
Morawa	2011	F	1556
Morawa	2011	M	2054
Morawa	2016	F	1457
Morawa	2016	M	1834
Morayfield	2006	F	2066
Morayfield	2006	M	2111
Morayfield	2011	F	1916
Morayfield	2011	M	1940
Morayfield	2016	F	1977
Morayfield	2016	M	2011
Morayfield - East	2006	F	2285
Morayfield - East	2006	M	2171
Morayfield - East	2011	F	2758
Morayfield - East	2011	M	2558
Morayfield - East	2016	F	3364
Morayfield - East	2016	M	3086
Mordialloc - Parkdale	2006	F	7529
Mordialloc - Parkdale	2006	M	6811
Mordialloc - Parkdale	2011	F	7893
Mordialloc - Parkdale	2011	M	7256
Mordialloc - Parkdale	2016	F	8419
Mordialloc - Parkdale	2016	M	7671
Moree	2006	F	3291
Moree	2006	M	3302
Moree	2011	F	3302
Moree	2011	M	3225
Moree	2016	F	3292
Moree	2016	M	3197
Moree Region	2006	F	1993
Moree Region	2006	M	2314
Moree Region	2011	F	1938
Moree Region	2011	M	2193
Moree Region	2016	F	1984
Moree Region	2016	M	2197
Morisset - Cooranbong	2006	F	5493
Morisset - Cooranbong	2006	M	5298
Morisset - Cooranbong	2011	F	5929
Morisset - Cooranbong	2011	M	5606
Morisset - Cooranbong	2016	F	6514
Morisset - Cooranbong	2016	M	6073
Morley	2006	F	7810
Morley	2006	M	7566
Morley	2011	F	8490
Morley	2011	M	8341
Morley	2016	F	9186
Morley	2016	M	9051
Morningside - Seven Hills	2006	F	4545
Morningside - Seven Hills	2006	M	4140
Morningside - Seven Hills	2011	F	4934
Morningside - Seven Hills	2011	M	4679
Morningside - Seven Hills	2016	F	5480
Morningside - Seven Hills	2016	M	4988
Mornington	2006	F	9378
Mornington	2006	M	7841
Mornington	2011	F	9984
Mornington	2011	M	8410
Mornington	2016	F	10991
Mornington	2016	M	9184
Mornington - Warrane	2006	F	1858
Mornington - Warrane	2006	M	1622
Mornington - Warrane	2011	F	1968
Mornington - Warrane	2011	M	1731
Mornington - Warrane	2016	F	2028
Mornington - Warrane	2016	M	1801
Morphett Vale - East	2006	F	5681
Morphett Vale - East	2006	M	5248
Morphett Vale - East	2011	F	5709
Morphett Vale - East	2011	M	5333
Morphett Vale - East	2016	F	5837
Morphett Vale - East	2016	M	5421
Morphett Vale - West	2006	F	4052
Morphett Vale - West	2006	M	3746
Morphett Vale - West	2011	F	3891
Morphett Vale - West	2011	M	3679
Morphett Vale - West	2016	F	4039
Morphett Vale - West	2016	M	3784
Morphettville	2006	F	5989
Morphettville	2006	M	5050
Morphettville	2011	F	6196
Morphettville	2011	M	5351
Morphettville	2016	F	6670
Morphettville	2016	M	5775
Mortdale - Penshurst	2006	F	9076
Mortdale - Penshurst	2006	M	8285
Mortdale - Penshurst	2011	F	9587
Mortdale - Penshurst	2011	M	8741
Mortdale - Penshurst	2016	F	10325
Mortdale - Penshurst	2016	M	9450
Moruya - Tuross Head	2006	F	3351
Moruya - Tuross Head	2006	M	3219
Moruya - Tuross Head	2011	F	3244
Moruya - Tuross Head	2011	M	3122
Moruya - Tuross Head	2016	F	3506
Moruya - Tuross Head	2016	M	3398
Morwell	2006	F	5757
Morwell	2006	M	5252
Morwell	2011	F	5876
Morwell	2011	M	5539
Morwell	2016	F	5899
Morwell	2016	M	5539
Mosman	2006	F	11948
Mosman	2006	M	9730
Mosman	2011	F	12184
Mosman	2011	M	10246
Mosman	2016	F	12851
Mosman	2016	M	10615
Mosman Park - Peppermint Grove	2006	F	4399
Mosman Park - Peppermint Grove	2006	M	3675
Mosman Park - Peppermint Grove	2011	F	4494
Mosman Park - Peppermint Grove	2011	M	3866
Mosman Park - Peppermint Grove	2016	F	4611
Mosman Park - Peppermint Grove	2016	M	3967
Moss Vale - Berrima	2006	F	3330
Moss Vale - Berrima	2006	M	2903
Moss Vale - Berrima	2011	F	3790
Moss Vale - Berrima	2011	M	3356
Moss Vale - Berrima	2016	F	4139
Moss Vale - Berrima	2016	M	3831
Moulden	2006	F	1158
Moulden	2006	M	1098
Moulden	2011	F	1137
Moulden	2011	M	1089
Moulden	2016	F	1094
Moulden	2016	M	1072
Mount Annan - Currans Hill	2006	F	7577
Mount Annan - Currans Hill	2006	M	7128
Mount Annan - Currans Hill	2011	F	9019
Mount Annan - Currans Hill	2011	M	8450
Mount Annan - Currans Hill	2016	F	11103
Mount Annan - Currans Hill	2016	M	10194
Mount Barker	2006	F	5347
Mount Barker	2006	M	4673
Mount Barker	2011	F	6166
Mount Barker	2011	M	5428
Mount Barker	2016	F	7291
Mount Barker	2016	M	6431
Mount Barker Region	2006	F	2047
Mount Barker Region	2006	M	2095
Mount Barker Region	2011	F	2323
Mount Barker Region	2011	M	2355
Mount Barker Region	2016	F	2536
Mount Barker Region	2016	M	2561
Mount Baw Baw Region	2006	F	2222
Mount Baw Baw Region	2006	M	2271
Mount Baw Baw Region	2011	F	2371
Mount Baw Baw Region	2011	M	2403
Mount Baw Baw Region	2016	F	2477
Mount Baw Baw Region	2016	M	2492
Mount Coot-tha	2006	F	0
Mount Coot-tha	2006	M	0
Mount Coot-tha	2011	F	0
Mount Coot-tha	2011	M	0
Mount Coot-tha	2016	F	0
Mount Coot-tha	2016	M	0
Mount Dandenong - Olinda	2006	F	3721
Mount Dandenong - Olinda	2006	M	3741
Mount Dandenong - Olinda	2011	F	3886
Mount Dandenong - Olinda	2011	M	3925
Mount Dandenong - Olinda	2016	F	4004
Mount Dandenong - Olinda	2016	M	3923
Mount Druitt - Whalan	2006	F	7244
Mount Druitt - Whalan	2006	M	6891
Mount Druitt - Whalan	2011	F	8164
Mount Druitt - Whalan	2011	M	7888
Mount Druitt - Whalan	2016	F	8708
Mount Druitt - Whalan	2016	M	8345
Mount Eliza	2006	F	6929
Mount Eliza	2006	M	6465
Mount Eliza	2011	F	7192
Mount Eliza	2011	M	6535
Mount Eliza	2016	F	7353
Mount Eliza	2016	M	6743
Mount Evelyn	2006	F	3478
Mount Evelyn	2006	M	3433
Mount Evelyn	2011	F	3640
Mount Evelyn	2011	M	3604
Mount Evelyn	2016	F	3904
Mount Evelyn	2016	M	3856
Mount Gambier - East	2006	F	5259
Mount Gambier - East	2006	M	4791
Mount Gambier - East	2011	F	5816
Mount Gambier - East	2011	M	5399
Mount Gambier - East	2016	F	6025
Mount Gambier - East	2016	M	5622
Mount Gambier - West	2006	F	5006
Mount Gambier - West	2006	M	4689
Mount Gambier - West	2011	F	5574
Mount Gambier - West	2011	M	5159
Mount Gambier - West	2016	F	5925
Mount Gambier - West	2016	M	5429
Mount Gravatt	2006	F	5708
Mount Gravatt	2006	M	5170
Mount Gravatt	2011	F	5919
Mount Gravatt	2011	M	5611
Mount Gravatt	2016	F	6365
Mount Gravatt	2016	M	5879
Mount Hawthorn - Leederville	2006	F	3957
Mount Hawthorn - Leederville	2006	M	3751
Mount Hawthorn - Leederville	2011	F	4261
Mount Hawthorn - Leederville	2011	M	4106
Mount Hawthorn - Leederville	2016	F	4512
Mount Hawthorn - Leederville	2016	M	4066
Mount Hutton - Windale	2006	F	3774
Mount Hutton - Windale	2006	M	3228
Mount Hutton - Windale	2011	F	3669
Mount Hutton - Windale	2011	M	3200
Mount Hutton - Windale	2016	F	3811
Mount Hutton - Windale	2016	M	3338
Mount Isa	2006	F	6631
Mount Isa	2006	M	7356
Mount Isa	2011	F	7270
Mount Isa	2011	M	8290
Mount Isa	2016	F	6696
Mount Isa	2016	M	7227
Mount Isa Region	2006	F	1239
Mount Isa Region	2006	M	1596
Mount Isa Region	2011	F	1210
Mount Isa Region	2011	M	1883
Mount Isa Region	2016	F	1148
Mount Isa Region	2016	M	1547
Mount Johns	2006	F	1526
Mount Johns	2006	M	1545
Mount Johns	2011	F	1451
Mount Johns	2011	M	1522
Mount Johns	2016	F	1547
Mount Johns	2016	M	1520
Mount Lawley - Inglewood	2006	F	6573
Mount Lawley - Inglewood	2006	M	6242
Mount Lawley - Inglewood	2011	F	7195
Mount Lawley - Inglewood	2011	M	6751
Mount Lawley - Inglewood	2016	F	7327
Mount Lawley - Inglewood	2016	M	6804
Mount Louisa	2006	F	2067
Mount Louisa	2006	M	2093
Mount Louisa	2011	F	3026
Mount Louisa	2011	M	2973
Mount Louisa	2016	F	3512
Mount Louisa	2016	M	3542
Mount Martha	2006	F	6193
Mount Martha	2006	M	5608
Mount Martha	2011	F	7029
Mount Martha	2011	M	6307
Mount Martha	2016	F	7679
Mount Martha	2016	M	6909
Mount Morgan	2006	F	1172
Mount Morgan	2006	M	1192
Mount Morgan	2011	F	1181
Mount Morgan	2011	M	1232
Mount Morgan	2016	F	1201
Mount Morgan	2016	M	1288
Mount Nasura - Mount Richon - Bedfordale	2006	F	3032
Mount Nasura - Mount Richon - Bedfordale	2006	M	2844
Mount Nasura - Mount Richon - Bedfordale	2011	F	3017
Mount Nasura - Mount Richon - Bedfordale	2011	M	3013
Mount Nasura - Mount Richon - Bedfordale	2016	F	3280
Mount Nasura - Mount Richon - Bedfordale	2016	M	3292
Mount Nelson - Dynnyrne	2006	F	1588
Mount Nelson - Dynnyrne	2006	M	1611
Mount Nelson - Dynnyrne	2011	F	1867
Mount Nelson - Dynnyrne	2011	M	1837
Mount Nelson - Dynnyrne	2016	F	1993
Mount Nelson - Dynnyrne	2016	M	1940
Mount Pleasant - Glenella	2006	F	3675
Mount Pleasant - Glenella	2006	M	3622
Mount Pleasant - Glenella	2011	F	4172
Mount Pleasant - Glenella	2011	M	4200
Mount Pleasant - Glenella	2016	F	4345
Mount Pleasant - Glenella	2016	M	4169
Mount Sheridan	2006	F	2744
Mount Sheridan	2006	M	2439
Mount Sheridan	2011	F	3119
Mount Sheridan	2011	M	2841
Mount Sheridan	2016	F	3330
Mount Sheridan	2016	M	2989
Mount Taylor	2006	F	3
Mount Taylor	2006	M	4
Mount Taylor	2011	F	0
Mount Taylor	2011	M	0
Mount Taylor	2016	F	0
Mount Taylor	2016	M	0
Mount Warren Park	2006	F	2317
Mount Warren Park	2006	M	2128
Mount Warren Park	2011	F	2367
Mount Warren Park	2011	M	2141
Mount Warren Park	2016	F	2416
Mount Warren Park	2016	M	2150
Mount Waverley - North	2006	F	6259
Mount Waverley - North	2006	M	5723
Mount Waverley - North	2011	F	6508
Mount Waverley - North	2011	M	5983
Mount Waverley - North	2016	F	6576
Mount Waverley - North	2016	M	6170
Mount Waverley - South	2006	F	7134
Mount Waverley - South	2006	M	6641
Mount Waverley - South	2011	F	7431
Mount Waverley - South	2011	M	6888
Mount Waverley - South	2016	F	7828
Mount Waverley - South	2016	M	7326
Mount Wellington	2006	F	0
Mount Wellington	2006	M	0
Mount Wellington	2011	F	0
Mount Wellington	2011	M	0
Mount Wellington	2016	F	0
Mount Wellington	2016	M	0
Mountain Creek	2006	F	2394
Mountain Creek	2006	M	2209
Mountain Creek	2011	F	2829
Mountain Creek	2011	M	2644
Mountain Creek	2016	F	4515
Mountain Creek	2016	M	4068
Mowbray	2006	F	1350
Mowbray	2006	M	1367
Mowbray	2011	F	1567
Mowbray	2011	M	1472
Mowbray	2016	F	1526
Mowbray	2016	M	1586
Moyne - East	2006	F	2358
Moyne - East	2006	M	2457
Moyne - East	2011	F	2520
Moyne - East	2011	M	2655
Moyne - East	2016	F	2545
Moyne - East	2016	M	2665
Moyne - West	2006	F	3526
Moyne - West	2006	M	3350
Moyne - West	2011	F	3626
Moyne - West	2011	M	3428
Moyne - West	2016	F	3861
Moyne - West	2016	M	3715
Mudgee	2006	F	3916
Mudgee	2006	M	3548
Mudgee	2011	F	4251
Mudgee	2011	M	3978
Mudgee	2016	F	4739
Mudgee	2016	M	4388
Mudgee Region - East	2006	F	1346
Mudgee Region - East	2006	M	1391
Mudgee Region - East	2011	F	1371
Mudgee Region - East	2011	M	1357
Mudgee Region - East	2016	F	1418
Mudgee Region - East	2016	M	1473
Mudgee Region - West	2006	F	3810
Mudgee Region - West	2006	M	3951
Mudgee Region - West	2011	F	3871
Mudgee Region - West	2011	M	4156
Mudgee Region - West	2016	F	4032
Mudgee Region - West	2016	M	4293
Mudgeeraba - Bonogin	2006	F	6143
Mudgeeraba - Bonogin	2006	M	5808
Mudgeeraba - Bonogin	2011	F	6864
Mudgeeraba - Bonogin	2011	M	6374
Mudgeeraba - Bonogin	2016	F	7264
Mudgeeraba - Bonogin	2016	M	6793
Mukinbudin	2006	F	1224
Mukinbudin	2006	M	1429
Mukinbudin	2011	F	1166
Mukinbudin	2011	M	1641
Mukinbudin	2016	F	1125
Mukinbudin	2016	M	1533
Mulgoa - Luddenham - Orchard Hills	2006	F	2475
Mulgoa - Luddenham - Orchard Hills	2006	M	2576
Mulgoa - Luddenham - Orchard Hills	2011	F	2551
Mulgoa - Luddenham - Orchard Hills	2011	M	2646
Mulgoa - Luddenham - Orchard Hills	2016	F	3717
Mulgoa - Luddenham - Orchard Hills	2016	M	3775
Mulgrave	2006	F	6968
Mulgrave	2006	M	6725
Mulgrave	2011	F	7486
Mulgrave	2011	M	7262
Mulgrave	2016	F	8156
Mulgrave	2016	M	7894
Mullaloo - Kallaroo	2006	F	4451
Mullaloo - Kallaroo	2006	M	4331
Mullaloo - Kallaroo	2011	F	4503
Mullaloo - Kallaroo	2011	M	4327
Mullaloo - Kallaroo	2016	F	4629
Mullaloo - Kallaroo	2016	M	4331
Mullumbimby	2006	F	3075
Mullumbimby	2006	M	2873
Mullumbimby	2011	F	3044
Mullumbimby	2011	M	2786
Mullumbimby	2016	F	3401
Mullumbimby	2016	M	3151
Mundaring	2006	F	4734
Mundaring	2006	M	4644
Mundaring	2011	F	5073
Mundaring	2011	M	4937
Mundaring	2016	F	5218
Mundaring	2016	M	5206
Mundijong	2006	F	1876
Mundijong	2006	M	1925
Mundijong	2011	F	2210
Mundijong	2011	M	2185
Mundijong	2016	F	2494
Mundijong	2016	M	2579
Mundingburra	2006	F	1656
Mundingburra	2006	M	1459
Mundingburra	2011	F	1721
Mundingburra	2011	M	1499
Mundingburra	2016	F	1629
Mundingburra	2016	M	1391
Munno Para West - Angle Vale	2006	F	1546
Munno Para West - Angle Vale	2006	M	1578
Munno Para West - Angle Vale	2011	F	2865
Munno Para West - Angle Vale	2011	M	2853
Munno Para West - Angle Vale	2016	F	4524
Munno Para West - Angle Vale	2016	M	4280
Munruben - Park Ridge South	2006	F	1730
Munruben - Park Ridge South	2006	M	1801
Munruben - Park Ridge South	2011	F	1738
Munruben - Park Ridge South	2011	M	1870
Munruben - Park Ridge South	2016	F	1850
Munruben - Park Ridge South	2016	M	1897
Murarrie	2006	F	1414
Murarrie	2006	M	1370
Murarrie	2011	F	1608
Murarrie	2011	M	1565
Murarrie	2016	F	1624
Murarrie	2016	M	1642
Murdoch - Kardinya	2006	F	5152
Murdoch - Kardinya	2006	M	4714
Murdoch - Kardinya	2011	F	5369
Murdoch - Kardinya	2011	M	5078
Murdoch - Kardinya	2016	F	5533
Murdoch - Kardinya	2016	M	5252
Murray	2006	F	771
Murray	2006	M	846
Murray	2011	F	927
Murray	2011	M	1476
Murray	2016	F	972
Murray	2016	M	1081
Murray Bridge	2006	F	6007
Murray Bridge	2006	M	5798
Murray Bridge	2011	F	6829
Murray Bridge	2011	M	6725
Murray Bridge	2016	F	7334
Murray Bridge	2016	M	7201
Murray Bridge Region	2006	F	1199
Murray Bridge Region	2006	M	1322
Murray Bridge Region	2011	F	1248
Murray Bridge Region	2011	M	1447
Murray Bridge Region	2016	F	1393
Murray Bridge Region	2016	M	1614
Murrumba Downs - Griffin	2006	F	3258
Murrumba Downs - Griffin	2006	M	3051
Murrumba Downs - Griffin	2011	F	4676
Murrumba Downs - Griffin	2011	M	4337
Murrumba Downs - Griffin	2016	F	6948
Murrumba Downs - Griffin	2016	M	6337
Murrumbeena	2006	F	3510
Murrumbeena	2006	M	3345
Murrumbeena	2011	F	3644
Murrumbeena	2011	M	3451
Murrumbeena	2016	F	3915
Murrumbeena	2016	M	3776
Murwillumbah	2006	F	3279
Murwillumbah	2006	M	2935
Murwillumbah	2011	F	3492
Murwillumbah	2011	M	3060
Murwillumbah	2016	F	3871
Murwillumbah	2016	M	3384
Murwillumbah Region	2006	F	3660
Murwillumbah Region	2006	M	3806
Murwillumbah Region	2011	F	3815
Murwillumbah Region	2011	M	3914
Murwillumbah Region	2016	F	3899
Murwillumbah Region	2016	M	4083
Muswellbrook	2006	F	4144
Muswellbrook	2006	M	4110
Muswellbrook	2011	F	4329
Muswellbrook	2011	M	4742
Muswellbrook	2016	F	4552
Muswellbrook	2016	M	4753
Muswellbrook Region	2006	F	1452
Muswellbrook Region	2006	M	1813
Muswellbrook Region	2011	F	1521
Muswellbrook Region	2011	M	1574
Muswellbrook Region	2016	F	1545
Muswellbrook Region	2016	M	1600
Myrtleford	2006	F	1881
Myrtleford	2006	M	1838
Myrtleford	2011	F	1881
Myrtleford	2011	M	1863
Myrtleford	2016	F	2011
Myrtleford	2016	M	1901
Nagambie	2006	F	1393
Nagambie	2006	M	1360
Nagambie	2011	F	1518
Nagambie	2011	M	1479
Nagambie	2016	F	1707
Nagambie	2016	M	1677
Nailsworth - Broadview	2006	F	2477
Nailsworth - Broadview	2006	M	2279
Nailsworth - Broadview	2011	F	2572
Nailsworth - Broadview	2011	M	2361
Nailsworth - Broadview	2016	F	2586
Nailsworth - Broadview	2016	M	2452
Nairne	2006	F	1396
Nairne	2006	M	1316
Nairne	2011	F	1752
Nairne	2011	M	1591
Nairne	2016	F	2035
Nairne	2016	M	1886
Namadgi	2006	F	25
Namadgi	2006	M	31
Namadgi	2011	F	9
Namadgi	2011	M	8
Namadgi	2016	F	8
Namadgi	2016	M	11
Nambour	2006	F	6733
Nambour	2006	M	5923
Nambour	2011	F	7652
