SA2_NAME16	Year	Age	adults
Loddon	2006	20-24	234
Loddon	2006	25-34	625
Loddon	2006	35-44	911
Loddon	2006	45-54	1191
Loddon	2006	55-64	1122
Loddon	2006	65-74	833
Loddon	2006	75-84	576
Loddon	2006	85+	207
Loddon	2011	15-19	371
Loddon	2011	20-24	181
Loddon	2011	25-34	483
Loddon	2011	35-44	767
Loddon	2011	45-54	1070
Loddon	2011	55-64	1237
Loddon	2011	65-74	889
Loddon	2011	75-84	577
Loddon	2011	85+	222
Loddon	2016	15-19	388
Loddon	2016	20-24	218
Loddon	2016	25-34	483
Loddon	2016	35-44	684
Loddon	2016	45-54	989
Loddon	2016	55-64	1282
Loddon	2016	65-74	1064
Loddon	2016	75-84	581
Loddon	2016	85+	247
Bannockburn	2006	15-19	221
Bannockburn	2006	20-24	125
Bannockburn	2006	25-34	411
Bannockburn	2006	35-44	604
Bannockburn	2006	45-54	472
Bannockburn	2006	55-64	351
Bannockburn	2006	65-74	161
Bannockburn	2006	75-84	82
Bannockburn	2006	85+	22
Bannockburn	2011	15-19	319
Bannockburn	2011	20-24	223
Bannockburn	2011	25-34	546
Bannockburn	2011	35-44	784
Bannockburn	2011	45-54	626
Bannockburn	2011	55-64	539
Bannockburn	2011	65-74	278
Bannockburn	2011	75-84	133
Bannockburn	2011	85+	83
Bannockburn	2016	15-19	432
Bannockburn	2016	20-24	319
Bannockburn	2016	25-34	742
Bannockburn	2016	35-44	1010
Bannockburn	2016	45-54	846
Bannockburn	2016	55-64	643
Bannockburn	2016	65-74	460
Bannockburn	2016	75-84	201
Bannockburn	2016	85+	100
Golden Plains - South	2006	15-19	365
Golden Plains - South	2006	20-24	220
Golden Plains - South	2006	25-34	507
Golden Plains - South	2006	35-44	955
Golden Plains - South	2006	45-54	962
Golden Plains - South	2006	55-64	787
Golden Plains - South	2006	65-74	365
Golden Plains - South	2006	75-84	142
Golden Plains - South	2006	85+	25
Golden Plains - South	2011	15-19	418
Golden Plains - South	2011	20-24	247
Golden Plains - South	2011	25-34	590
Golden Plains - South	2011	35-44	926
Golden Plains - South	2011	45-54	1063
Golden Plains - South	2011	55-64	882
Golden Plains - South	2011	65-74	453
Golden Plains - South	2011	75-84	167
Golden Plains - South	2011	85+	22
Golden Plains - South	2016	15-19	451
Golden Plains - South	2016	20-24	262
Golden Plains - South	2016	25-34	659
Golden Plains - South	2016	35-44	959
Golden Plains - South	2016	45-54	1105
Golden Plains - South	2016	55-64	993
Golden Plains - South	2016	65-74	669
Golden Plains - South	2016	75-84	213
Golden Plains - South	2016	85+	42
Winchelsea	2006	15-19	359
Winchelsea	2006	20-24	197
Winchelsea	2006	25-34	450
Winchelsea	2006	35-44	795
Winchelsea	2006	45-54	823
Winchelsea	2006	55-64	604
Winchelsea	2006	65-74	357
Winchelsea	2006	75-84	183
Winchelsea	2006	85+	79
Winchelsea	2011	15-19	396
Winchelsea	2011	20-24	256
Winchelsea	2011	25-34	494
Winchelsea	2011	35-44	777
Winchelsea	2011	45-54	914
Winchelsea	2011	55-64	858
Winchelsea	2011	65-74	467
Winchelsea	2011	75-84	254
Winchelsea	2011	85+	103
Winchelsea	2016	15-19	355
Winchelsea	2016	20-24	284
Winchelsea	2016	25-34	469
Winchelsea	2016	35-44	721
Winchelsea	2016	45-54	882
Winchelsea	2016	55-64	921
Winchelsea	2016	65-74	632
Winchelsea	2016	75-84	273
Winchelsea	2016	85+	116
Belmont	2006	15-19	820
Belmont	2006	20-24	1121
Belmont	2006	25-34	1716
Belmont	2006	35-44	1733
Belmont	2006	45-54	1710
Belmont	2006	55-64	1416
Belmont	2006	65-74	1168
Belmont	2006	75-84	1215
Belmont	2006	85+	478
Belmont	2011	15-19	771
Belmont	2011	20-24	988
Belmont	2011	25-34	2009
Belmont	2011	35-44	1749
Belmont	2011	45-54	1683
Belmont	2011	55-64	1502
Belmont	2011	65-74	1122
Belmont	2011	75-84	1023
Belmont	2011	85+	541
Belmont	2016	15-19	760
Belmont	2016	20-24	1028
Belmont	2016	25-34	2181
Belmont	2016	35-44	1714
Belmont	2016	45-54	1632
Belmont	2016	55-64	1518
Belmont	2016	65-74	1335
Belmont	2016	75-84	892
Belmont	2016	85+	622
Corio - Norlane	2006	15-19	1964
Corio - Norlane	2006	20-24	1597
Corio - Norlane	2006	25-34	3123
Corio - Norlane	2006	35-44	3384
Corio - Norlane	2006	45-54	3220
Corio - Norlane	2006	55-64	2621
Corio - Norlane	2006	65-74	1927
Corio - Norlane	2006	75-84	1232
Corio - Norlane	2006	85+	224
Corio - Norlane	2011	15-19	2254
Corio - Norlane	2011	20-24	1721
Corio - Norlane	2011	25-34	3104
Corio - Norlane	2011	35-44	3372
Corio - Norlane	2011	45-54	3462
Corio - Norlane	2011	55-64	2969
Corio - Norlane	2011	65-74	1994
Corio - Norlane	2011	75-84	1260
Corio - Norlane	2011	85+	318
Corio - Norlane	2016	15-19	2217
Corio - Norlane	2016	20-24	2033
Corio - Norlane	2016	25-34	3340
Corio - Norlane	2016	35-44	3034
Corio - Norlane	2016	45-54	3411
Corio - Norlane	2016	55-64	3184
Corio - Norlane	2016	65-74	2341
Corio - Norlane	2016	75-84	1282
Corio - Norlane	2016	85+	418
Geelong	2006	15-19	661
Geelong	2006	20-24	1030
Geelong	2006	25-34	1762
Geelong	2006	35-44	1648
Geelong	2006	45-54	1632
Geelong	2006	55-64	1212
Geelong	2006	65-74	870
Geelong	2006	75-84	731
Geelong	2006	85+	265
Geelong	2011	15-19	653
Geelong	2011	20-24	1039
Geelong	2011	25-34	1948
Geelong	2011	35-44	1680
Geelong	2011	45-54	1666
Geelong	2011	55-64	1496
Geelong	2011	65-74	856
Geelong	2011	75-84	609
Geelong	2011	85+	337
Geelong	2016	15-19	628
Geelong	2016	20-24	1093
Geelong	2016	25-34	2047
Geelong	2016	35-44	1540
Geelong	2016	45-54	1714
Geelong	2016	55-64	1768
Geelong	2016	65-74	1160
Geelong	2016	75-84	652
Geelong	2016	85+	318
Geelong West - Hamlyn Heights	2006	15-19	1065
Geelong West - Hamlyn Heights	2006	20-24	1313
Geelong West - Hamlyn Heights	2006	25-34	2745
Geelong West - Hamlyn Heights	2006	35-44	2672
Geelong West - Hamlyn Heights	2006	45-54	2336
Geelong West - Hamlyn Heights	2006	55-64	1693
Geelong West - Hamlyn Heights	2006	65-74	1391
Geelong West - Hamlyn Heights	2006	75-84	1305
Geelong West - Hamlyn Heights	2006	85+	376
Geelong West - Hamlyn Heights	2011	15-19	1099
Geelong West - Hamlyn Heights	2011	20-24	1477
Geelong West - Hamlyn Heights	2011	25-34	2784
Geelong West - Hamlyn Heights	2011	35-44	2814
Geelong West - Hamlyn Heights	2011	45-54	2515
Geelong West - Hamlyn Heights	2011	55-64	1971
Geelong West - Hamlyn Heights	2011	65-74	1292
Geelong West - Hamlyn Heights	2011	75-84	1138
Geelong West - Hamlyn Heights	2011	85+	483
Geelong West - Hamlyn Heights	2016	15-19	972
Geelong West - Hamlyn Heights	2016	20-24	1448
Geelong West - Hamlyn Heights	2016	25-34	3146
Geelong West - Hamlyn Heights	2016	35-44	2650
Geelong West - Hamlyn Heights	2016	45-54	2605
Geelong West - Hamlyn Heights	2016	55-64	2234
Geelong West - Hamlyn Heights	2016	65-74	1518
Geelong West - Hamlyn Heights	2016	75-84	1000
Geelong West - Hamlyn Heights	2016	85+	512
Grovedale	2006	15-19	1091
Grovedale	2006	20-24	1203
Grovedale	2006	25-34	2323
Grovedale	2006	35-44	2177
Grovedale	2006	45-54	2174
Grovedale	2006	55-64	1829
Grovedale	2006	65-74	1090
Grovedale	2006	75-84	981
Grovedale	2006	85+	472
Grovedale	2011	15-19	1248
Grovedale	2011	20-24	1276
Grovedale	2011	25-34	2823
Grovedale	2011	35-44	2601
Grovedale	2011	45-54	2399
Grovedale	2011	55-64	2188
Grovedale	2011	65-74	1472
Grovedale	2011	75-84	1147
Grovedale	2011	85+	739
Grovedale	2016	15-19	1377
Grovedale	2016	20-24	1909
Grovedale	2016	25-34	3271
Grovedale	2016	35-44	3038
Grovedale	2016	45-54	2659
Grovedale	2016	55-64	2382
Grovedale	2016	65-74	2124
Grovedale	2016	75-84	1288
Grovedale	2016	85+	910
Highton	2006	15-19	1576
Highton	2006	20-24	1306
Highton	2006	25-34	1591
Highton	2006	35-44	2363
Highton	2006	45-54	2696
Highton	2006	55-64	2046
Highton	2006	65-74	1434
Highton	2006	75-84	919
Highton	2006	85+	264
Highton	2011	15-19	1554
Highton	2011	20-24	1568
Highton	2011	25-34	1881
Highton	2011	35-44	2464
Highton	2011	45-54	2893
Highton	2011	55-64	2406
Highton	2011	65-74	1701
Highton	2011	75-84	1040
Highton	2011	85+	346
Highton	2016	15-19	1784
Highton	2016	20-24	1897
Highton	2016	25-34	2332
Highton	2016	35-44	2756
Highton	2016	45-54	2905
Highton	2016	55-64	2657
Highton	2016	65-74	2009
Highton	2016	75-84	1152
Highton	2016	85+	445
Lara	2006	15-19	1063
Lara	2006	20-24	818
Lara	2006	25-34	2080
Lara	2006	35-44	2483
Lara	2006	45-54	2072
Lara	2006	55-64	1409
Lara	2006	65-74	765
Lara	2006	75-84	446
Lara	2006	85+	176
Lara	2011	15-19	1129
Lara	2011	20-24	899
Lara	2011	25-34	2003
Lara	2011	35-44	2588
Lara	2011	45-54	2201
Lara	2011	55-64	1825
Lara	2011	65-74	960
Lara	2011	75-84	503
Lara	2011	85+	198
Lara	2016	15-19	1160
Lara	2016	20-24	1125
Lara	2016	25-34	2499
Lara	2016	35-44	2743
Lara	2016	45-54	2569
Lara	2016	55-64	2038
Lara	2016	65-74	1448
Lara	2016	75-84	651
Lara	2016	85+	272
Leopold	2006	15-19	584
Leopold	2006	20-24	424
Leopold	2006	25-34	1151
Leopold	2006	35-44	1306
Leopold	2006	45-54	1128
Leopold	2006	55-64	960
Leopold	2006	65-74	685
Leopold	2006	75-84	428
Leopold	2006	85+	156
Leopold	2011	15-19	649
Leopold	2011	20-24	543
Leopold	2011	25-34	1207
Leopold	2011	35-44	1406
Leopold	2011	45-54	1323
Leopold	2011	55-64	1196
Leopold	2011	65-74	944
Leopold	2011	75-84	579
Leopold	2011	85+	196
Leopold	2016	15-19	834
Leopold	2016	20-24	671
Leopold	2016	25-34	1763
Leopold	2016	35-44	1572
Leopold	2016	45-54	1587
Leopold	2016	55-64	1459
Leopold	2016	65-74	1385
Leopold	2016	75-84	744
Leopold	2016	85+	286
Newcomb - Moolap	2006	15-19	1008
Newcomb - Moolap	2006	20-24	828
Newcomb - Moolap	2006	25-34	1808
Newcomb - Moolap	2006	35-44	2032
Newcomb - Moolap	2006	45-54	1897
Newcomb - Moolap	2006	55-64	1589
Newcomb - Moolap	2006	65-74	1164
Newcomb - Moolap	2006	75-84	958
Newcomb - Moolap	2006	85+	333
Newcomb - Moolap	2011	15-19	961
Newcomb - Moolap	2011	20-24	910
Newcomb - Moolap	2011	25-34	1762
Newcomb - Moolap	2011	35-44	1888
Newcomb - Moolap	2011	45-54	2049
Newcomb - Moolap	2011	55-64	1803
Newcomb - Moolap	2011	65-74	1304
Newcomb - Moolap	2011	75-84	994
Newcomb - Moolap	2011	85+	433
Newcomb - Moolap	2016	15-19	809
Newcomb - Moolap	2016	20-24	1046
Newcomb - Moolap	2016	25-34	1667
Newcomb - Moolap	2016	35-44	1595
Newcomb - Moolap	2016	45-54	2027
Newcomb - Moolap	2016	55-64	1935
Newcomb - Moolap	2016	65-74	1642
Newcomb - Moolap	2016	75-84	1080
Newcomb - Moolap	2016	85+	540
Newtown (Vic.)	2006	15-19	777
Newtown (Vic.)	2006	20-24	633
Newtown (Vic.)	2006	25-34	983
Newtown (Vic.)	2006	35-44	1323
Newtown (Vic.)	2006	45-54	1492
Newtown (Vic.)	2006	55-64	1064
Newtown (Vic.)	2006	65-74	595
Newtown (Vic.)	2006	75-84	566
Newtown (Vic.)	2006	85+	231
Newtown (Vic.)	2011	15-19	693
Newtown (Vic.)	2011	20-24	635
Newtown (Vic.)	2011	25-34	969
Newtown (Vic.)	2011	35-44	1351
Newtown (Vic.)	2011	45-54	1531
Newtown (Vic.)	2011	55-64	1185
Newtown (Vic.)	2011	65-74	725
Newtown (Vic.)	2011	75-84	452
Newtown (Vic.)	2011	85+	220
Newtown (Vic.)	2016	15-19	749
Newtown (Vic.)	2016	20-24	554
Newtown (Vic.)	2016	25-34	1144
Newtown (Vic.)	2016	35-44	1318
Newtown (Vic.)	2016	45-54	1445
Newtown (Vic.)	2016	55-64	1335
Newtown (Vic.)	2016	65-74	903
Newtown (Vic.)	2016	75-84	489
Newtown (Vic.)	2016	85+	271
North Geelong - Bell Park	2006	15-19	891
North Geelong - Bell Park	2006	20-24	847
North Geelong - Bell Park	2006	25-34	1703
North Geelong - Bell Park	2006	35-44	1732
North Geelong - Bell Park	2006	45-54	1764
North Geelong - Bell Park	2006	55-64	1835
North Geelong - Bell Park	2006	65-74	1347
North Geelong - Bell Park	2006	75-84	997
North Geelong - Bell Park	2006	85+	365
North Geelong - Bell Park	2011	15-19	835
North Geelong - Bell Park	2011	20-24	883
North Geelong - Bell Park	2011	25-34	1746
North Geelong - Bell Park	2011	35-44	1735
North Geelong - Bell Park	2011	45-54	1803
North Geelong - Bell Park	2011	55-64	1813
North Geelong - Bell Park	2011	65-74	1480
North Geelong - Bell Park	2011	75-84	1007
North Geelong - Bell Park	2011	85+	457
North Geelong - Bell Park	2016	15-19	765
North Geelong - Bell Park	2016	20-24	881
North Geelong - Bell Park	2016	25-34	1994
North Geelong - Bell Park	2016	35-44	1766
North Geelong - Bell Park	2016	45-54	1749
North Geelong - Bell Park	2016	55-64	1727
North Geelong - Bell Park	2016	65-74	1657
North Geelong - Bell Park	2016	75-84	1109
North Geelong - Bell Park	2016	85+	609
Clifton Springs	2006	15-19	786
Clifton Springs	2006	20-24	472
Clifton Springs	2006	25-34	934
Clifton Springs	2006	35-44	1480
Clifton Springs	2006	45-54	1533
Clifton Springs	2006	55-64	1243
Clifton Springs	2006	65-74	1102
Clifton Springs	2006	75-84	706
Clifton Springs	2006	85+	159
Clifton Springs	2011	15-19	858
Clifton Springs	2011	20-24	593
Clifton Springs	2011	25-34	1053
Clifton Springs	2011	35-44	1361
Clifton Springs	2011	45-54	1653
Clifton Springs	2011	55-64	1627
Clifton Springs	2011	65-74	1308
Clifton Springs	2011	75-84	836
Clifton Springs	2011	85+	286
Clifton Springs	2016	15-19	804
Clifton Springs	2016	20-24	638
Clifton Springs	2016	25-34	1260
Clifton Springs	2016	35-44	1506
Clifton Springs	2016	45-54	1724
Clifton Springs	2016	55-64	1935
Clifton Springs	2016	65-74	1701
Clifton Springs	2016	75-84	1028
Clifton Springs	2016	85+	358
Lorne - Anglesea	2006	15-19	277
Lorne - Anglesea	2006	20-24	156
Lorne - Anglesea	2006	25-34	439
Lorne - Anglesea	2006	35-44	663
Lorne - Anglesea	2006	45-54	782
Lorne - Anglesea	2006	55-64	689
Lorne - Anglesea	2006	65-74	501
Lorne - Anglesea	2006	75-84	387
Lorne - Anglesea	2006	85+	130
Lorne - Anglesea	2011	15-19	258
Lorne - Anglesea	2011	20-24	189
Lorne - Anglesea	2011	25-34	352
Lorne - Anglesea	2011	35-44	614
Lorne - Anglesea	2011	45-54	775
Lorne - Anglesea	2011	55-64	801
Lorne - Anglesea	2011	65-74	579
Lorne - Anglesea	2011	75-84	351
Lorne - Anglesea	2011	85+	183
Lorne - Anglesea	2016	15-19	231
Lorne - Anglesea	2016	20-24	168
Lorne - Anglesea	2016	25-34	415
Lorne - Anglesea	2016	35-44	511
Lorne - Anglesea	2016	45-54	703
Lorne - Anglesea	2016	55-64	917
Lorne - Anglesea	2016	65-74	804
Lorne - Anglesea	2016	75-84	379
Lorne - Anglesea	2016	85+	188
Ocean Grove - Barwon Heads	2006	15-19	1207
Ocean Grove - Barwon Heads	2006	20-24	774
Ocean Grove - Barwon Heads	2006	25-34	1621
Ocean Grove - Barwon Heads	2006	35-44	2297
Ocean Grove - Barwon Heads	2006	45-54	2729
Ocean Grove - Barwon Heads	2006	55-64	2042
Ocean Grove - Barwon Heads	2006	65-74	1285
Ocean Grove - Barwon Heads	2006	75-84	989
Ocean Grove - Barwon Heads	2006	85+	353
Ocean Grove - Barwon Heads	2011	15-19	1160
Ocean Grove - Barwon Heads	2011	20-24	853
Ocean Grove - Barwon Heads	2011	25-34	1663
Ocean Grove - Barwon Heads	2011	35-44	2672
Ocean Grove - Barwon Heads	2011	45-54	2729
Ocean Grove - Barwon Heads	2011	55-64	2579
Ocean Grove - Barwon Heads	2011	65-74	1561
Ocean Grove - Barwon Heads	2011	75-84	923
Ocean Grove - Barwon Heads	2011	85+	459
Ocean Grove - Barwon Heads	2016	15-19	1257
Ocean Grove - Barwon Heads	2016	20-24	1028
Ocean Grove - Barwon Heads	2016	25-34	2523
Ocean Grove - Barwon Heads	2016	35-44	3304
Ocean Grove - Barwon Heads	2016	45-54	2948
Ocean Grove - Barwon Heads	2016	55-64	3167
Ocean Grove - Barwon Heads	2016	65-74	2521
Ocean Grove - Barwon Heads	2016	75-84	1068
Ocean Grove - Barwon Heads	2016	85+	509
Portarlington	2006	15-19	240
Portarlington	2006	20-24	188
Portarlington	2006	25-34	348
Portarlington	2006	35-44	631
Portarlington	2006	45-54	689
Portarlington	2006	55-64	1126
Portarlington	2006	65-74	952
Portarlington	2006	75-84	685
Portarlington	2006	85+	181
Portarlington	2011	15-19	290
Portarlington	2011	20-24	199
Portarlington	2011	25-34	425
Portarlington	2011	35-44	689
Portarlington	2011	45-54	752
Portarlington	2011	55-64	1232
Portarlington	2011	65-74	1137
Portarlington	2011	75-84	671
Portarlington	2011	85+	223
Portarlington	2016	15-19	295
Portarlington	2016	20-24	232
Portarlington	2016	25-34	409
Portarlington	2016	35-44	617
Portarlington	2016	45-54	900
Portarlington	2016	55-64	1390
Portarlington	2016	65-74	1618
Portarlington	2016	75-84	728
Portarlington	2016	85+	314
Point Lonsdale - Queenscliff	2006	15-19	200
Point Lonsdale - Queenscliff	2006	20-24	107
Point Lonsdale - Queenscliff	2006	25-34	247
Point Lonsdale - Queenscliff	2006	35-44	442
Point Lonsdale - Queenscliff	2006	45-54	524
Point Lonsdale - Queenscliff	2006	55-64	605
Point Lonsdale - Queenscliff	2006	65-74	534
Point Lonsdale - Queenscliff	2006	75-84	450
Point Lonsdale - Queenscliff	2006	85+	201
Point Lonsdale - Queenscliff	2011	15-19	177
Point Lonsdale - Queenscliff	2011	20-24	105
Point Lonsdale - Queenscliff	2011	25-34	236
Point Lonsdale - Queenscliff	2011	35-44	418
Point Lonsdale - Queenscliff	2011	45-54	505
Point Lonsdale - Queenscliff	2011	55-64	703
Point Lonsdale - Queenscliff	2011	65-74	675
Point Lonsdale - Queenscliff	2011	75-84	466
Point Lonsdale - Queenscliff	2011	85+	176
Point Lonsdale - Queenscliff	2016	15-19	185
Point Lonsdale - Queenscliff	2016	20-24	103
Point Lonsdale - Queenscliff	2016	25-34	205
Point Lonsdale - Queenscliff	2016	35-44	333
Point Lonsdale - Queenscliff	2016	45-54	464
Point Lonsdale - Queenscliff	2016	55-64	682
Point Lonsdale - Queenscliff	2016	65-74	870
Point Lonsdale - Queenscliff	2016	75-84	532
Point Lonsdale - Queenscliff	2016	85+	237
Torquay	2006	15-19	775
Torquay	2006	20-24	615
Torquay	2006	25-34	1510
Torquay	2006	35-44	1969
Torquay	2006	45-54	1838
Torquay	2006	55-64	1329
Torquay	2006	65-74	706
Torquay	2006	75-84	420
Torquay	2006	85+	150
Torquay	2011	15-19	892
Torquay	2011	20-24	732
Torquay	2011	25-34	1612
Torquay	2011	35-44	2638
Torquay	2011	45-54	2082
Torquay	2011	55-64	1833
Torquay	2011	65-74	1044
Torquay	2011	75-84	517
Torquay	2011	85+	194
Torquay	2016	15-19	1046
Torquay	2016	20-24	737
Torquay	2016	25-34	2028
Torquay	2016	35-44	2860
Torquay	2016	45-54	2584
Torquay	2016	55-64	2218
Torquay	2016	65-74	1732
Torquay	2016	75-84	725
Torquay	2016	85+	264
Alexandra	2006	15-19	353
Alexandra	2006	20-24	228
Alexandra	2006	25-34	535
Alexandra	2006	35-44	770
Alexandra	2006	45-54	956
Alexandra	2006	55-64	1062
Alexandra	2006	65-74	677
Alexandra	2006	75-84	430
Alexandra	2006	85+	143
Alexandra	2011	15-19	297
Alexandra	2011	20-24	228
Alexandra	2011	25-34	509
Alexandra	2011	35-44	691
Alexandra	2011	45-54	892
Alexandra	2011	55-64	1047
Alexandra	2011	65-74	884
Alexandra	2011	75-84	463
Alexandra	2011	85+	169
Alexandra	2016	15-19	261
Alexandra	2016	20-24	222
Alexandra	2016	25-34	506
Alexandra	2016	35-44	644
Alexandra	2016	45-54	833
Alexandra	2016	55-64	1139
Alexandra	2016	65-74	1167
Alexandra	2016	75-84	516
Alexandra	2016	85+	219
Euroa	2006	15-19	334
Euroa	2006	20-24	188
Euroa	2006	25-34	433
Euroa	2006	35-44	718
Euroa	2006	45-54	913
Euroa	2006	55-64	1011
Euroa	2006	65-74	690
Euroa	2006	75-84	470
Euroa	2006	85+	223
Euroa	2011	15-19	295
Euroa	2011	20-24	193
Euroa	2011	25-34	421
Euroa	2011	35-44	611
Euroa	2011	45-54	857
Euroa	2011	55-64	1056
Euroa	2011	65-74	861
Euroa	2011	75-84	531
Euroa	2011	85+	210
Euroa	2016	15-19	290
Euroa	2016	20-24	197
Euroa	2016	25-34	469
Euroa	2016	35-44	549
Euroa	2016	45-54	827
Euroa	2016	55-64	1137
Euroa	2016	65-74	1061
Euroa	2016	75-84	593
Euroa	2016	85+	261
Kilmore - Broadford	2006	15-19	974
Kilmore - Broadford	2006	20-24	476
Kilmore - Broadford	2006	25-34	951
Kilmore - Broadford	2006	35-44	1447
Kilmore - Broadford	2006	45-54	1263
Kilmore - Broadford	2006	55-64	967
Kilmore - Broadford	2006	65-74	641
Kilmore - Broadford	2006	75-84	354
Kilmore - Broadford	2006	85+	101
Kilmore - Broadford	2011	15-19	1009
Kilmore - Broadford	2011	20-24	650
Kilmore - Broadford	2011	25-34	1242
Kilmore - Broadford	2011	35-44	1688
Kilmore - Broadford	2011	45-54	1785
Kilmore - Broadford	2011	55-64	1395
Kilmore - Broadford	2011	65-74	926
Kilmore - Broadford	2011	75-84	516
Kilmore - Broadford	2011	85+	181
Kilmore - Broadford	2016	15-19	1061
Kilmore - Broadford	2016	20-24	808
Kilmore - Broadford	2016	25-34	1520
Kilmore - Broadford	2016	35-44	1651
Kilmore - Broadford	2016	45-54	2012
Kilmore - Broadford	2016	55-64	1671
Kilmore - Broadford	2016	65-74	1386
Kilmore - Broadford	2016	75-84	719
Kilmore - Broadford	2016	85+	241
Mansfield (Vic.)	2006	15-19	518
Mansfield (Vic.)	2006	20-24	309
Mansfield (Vic.)	2006	25-34	701
Mansfield (Vic.)	2006	35-44	982
Mansfield (Vic.)	2006	45-54	1199
Mansfield (Vic.)	2006	55-64	1111
Mansfield (Vic.)	2006	65-74	674
Mansfield (Vic.)	2006	75-84	407
Mansfield (Vic.)	2006	85+	160
Mansfield (Vic.)	2011	15-19	594
Mansfield (Vic.)	2011	20-24	311
Mansfield (Vic.)	2011	25-34	741
Mansfield (Vic.)	2011	35-44	922
Mansfield (Vic.)	2011	45-54	1240
Mansfield (Vic.)	2011	55-64	1351
Mansfield (Vic.)	2011	65-74	901
Mansfield (Vic.)	2011	75-84	426
Mansfield (Vic.)	2011	85+	165
Mansfield (Vic.)	2016	15-19	511
Mansfield (Vic.)	2016	20-24	331
Mansfield (Vic.)	2016	25-34	736
Mansfield (Vic.)	2016	35-44	985
Mansfield (Vic.)	2016	45-54	1179
Mansfield (Vic.)	2016	55-64	1446
Mansfield (Vic.)	2016	65-74	1326
Mansfield (Vic.)	2016	75-84	548
Mansfield (Vic.)	2016	85+	207
Nagambie	2006	15-19	185
Nagambie	2006	20-24	124
Nagambie	2006	25-34	295
Nagambie	2006	35-44	436
Nagambie	2006	45-54	529
Nagambie	2006	55-64	499
Nagambie	2006	65-74	355
Nagambie	2006	75-84	250
Nagambie	2006	85+	73
Nagambie	2011	15-19	193
Nagambie	2011	20-24	149
Nagambie	2011	25-34	298
Nagambie	2011	35-44	403
Nagambie	2011	45-54	531
Nagambie	2011	55-64	585
Nagambie	2011	65-74	465
Nagambie	2011	75-84	260
Nagambie	2011	85+	95
Nagambie	2016	15-19	198
Nagambie	2016	20-24	157
Nagambie	2016	25-34	367
Nagambie	2016	35-44	428
Nagambie	2016	45-54	524
Nagambie	2016	55-64	711
Nagambie	2016	65-74	592
Nagambie	2016	75-84	300
Nagambie	2016	85+	119
Seymour	2006	15-19	469
Seymour	2006	20-24	361
Seymour	2006	25-34	724
Seymour	2006	35-44	806
Seymour	2006	45-54	935
Seymour	2006	55-64	681
Seymour	2006	65-74	518
Seymour	2006	75-84	391
Seymour	2006	85+	117
Seymour	2011	15-19	467
Seymour	2011	20-24	429
Seymour	2011	25-34	623
Seymour	2011	35-44	701
Seymour	2011	45-54	929
Seymour	2011	55-64	912
Seymour	2011	65-74	581
Seymour	2011	75-84	448
Seymour	2011	85+	150
Seymour	2016	15-19	401
Seymour	2016	20-24	451
Seymour	2016	25-34	644
Seymour	2016	35-44	666
Seymour	2016	45-54	841
Seymour	2016	55-64	978
Seymour	2016	65-74	735
Seymour	2016	75-84	435
Seymour	2016	85+	205
Seymour Region	2006	15-19	268
Seymour Region	2006	20-24	247
Seymour Region	2006	25-34	499
Seymour Region	2006	35-44	716
Seymour Region	2006	45-54	602
Seymour Region	2006	55-64	529
Seymour Region	2006	65-74	239
Seymour Region	2006	75-84	133
Seymour Region	2006	85+	25
Seymour Region	2011	15-19	328
Seymour Region	2011	20-24	242
Seymour Region	2011	25-34	483
Seymour Region	2011	35-44	625
Seymour Region	2011	45-54	608
Seymour Region	2011	55-64	527
Seymour Region	2011	65-74	317
Seymour Region	2011	75-84	129
Seymour Region	2011	85+	26
Seymour Region	2016	15-19	320
Seymour Region	2016	20-24	276
Seymour Region	2016	25-34	572
Seymour Region	2016	35-44	550
Seymour Region	2016	45-54	635
Seymour Region	2016	55-64	598
Seymour Region	2016	65-74	420
Seymour Region	2016	75-84	150
Seymour Region	2016	85+	46
Upper Yarra Valley	2006	15-19	15
Upper Yarra Valley	2006	20-24	5
Upper Yarra Valley	2006	25-34	36
Upper Yarra Valley	2006	35-44	54
Upper Yarra Valley	2006	45-54	42
Upper Yarra Valley	2006	55-64	38
Upper Yarra Valley	2006	65-74	24
Upper Yarra Valley	2006	75-84	8
Upper Yarra Valley	2006	85+	3
Upper Yarra Valley	2011	15-19	17
Upper Yarra Valley	2011	20-24	13
Upper Yarra Valley	2011	25-34	29
Upper Yarra Valley	2011	35-44	39
Upper Yarra Valley	2011	45-54	38
Upper Yarra Valley	2011	55-64	26
Upper Yarra Valley	2011	65-74	12
Upper Yarra Valley	2011	75-84	10
Upper Yarra Valley	2011	85+	0
Upper Yarra Valley	2016	15-19	6
Upper Yarra Valley	2016	20-24	9
Upper Yarra Valley	2016	25-34	18
Upper Yarra Valley	2016	35-44	17
Upper Yarra Valley	2016	45-54	42
Upper Yarra Valley	2016	55-64	29
Upper Yarra Valley	2016	65-74	20
Upper Yarra Valley	2016	75-84	11
Upper Yarra Valley	2016	85+	3
Yea	2006	15-19	175
Yea	2006	20-24	91
Yea	2006	25-34	327
Yea	2006	35-44	470
Yea	2006	45-54	541
Yea	2006	55-64	598
Yea	2006	65-74	324
Yea	2006	75-84	203
Yea	2006	85+	52
Yea	2011	15-19	177
Yea	2011	20-24	90
Yea	2011	25-34	252
Yea	2011	35-44	434
Yea	2011	45-54	531
Yea	2011	55-64	623
Yea	2011	65-74	486
Yea	2011	75-84	189
Yea	2011	85+	68
