SA2_NAME16	Year	Age	adults
Parklands - Camdale	2011	45-54	823
Parklands - Camdale	2011	55-64	695
Parklands - Camdale	2011	65-74	569
Parklands - Camdale	2011	75-84	397
Parklands - Camdale	2011	85+	195
Parklands - Camdale	2016	15-19	521
Parklands - Camdale	2016	20-24	379
Parklands - Camdale	2016	25-34	598
Parklands - Camdale	2016	35-44	722
Parklands - Camdale	2016	45-54	879
Parklands - Camdale	2016	55-64	738
Parklands - Camdale	2016	65-74	605
Parklands - Camdale	2016	75-84	438
Parklands - Camdale	2016	85+	231
Penguin - Sulphur Creek	2006	15-19	363
Penguin - Sulphur Creek	2006	20-24	179
Penguin - Sulphur Creek	2006	25-34	482
Penguin - Sulphur Creek	2006	35-44	702
Penguin - Sulphur Creek	2006	45-54	745
Penguin - Sulphur Creek	2006	55-64	701
Penguin - Sulphur Creek	2006	65-74	431
Penguin - Sulphur Creek	2006	75-84	228
Penguin - Sulphur Creek	2006	85+	82
Penguin - Sulphur Creek	2011	15-19	328
Penguin - Sulphur Creek	2011	20-24	235
Penguin - Sulphur Creek	2011	25-34	420
Penguin - Sulphur Creek	2011	35-44	657
Penguin - Sulphur Creek	2011	45-54	798
Penguin - Sulphur Creek	2011	55-64	696
Penguin - Sulphur Creek	2011	65-74	528
Penguin - Sulphur Creek	2011	75-84	255
Penguin - Sulphur Creek	2011	85+	96
Penguin - Sulphur Creek	2016	15-19	292
Penguin - Sulphur Creek	2016	20-24	273
Penguin - Sulphur Creek	2016	25-34	474
Penguin - Sulphur Creek	2016	35-44	577
Penguin - Sulphur Creek	2016	45-54	706
Penguin - Sulphur Creek	2016	55-64	792
Penguin - Sulphur Creek	2016	65-74	640
Penguin - Sulphur Creek	2016	75-84	297
Penguin - Sulphur Creek	2016	85+	112
Romaine - Havenview	2006	15-19	238
Romaine - Havenview	2006	20-24	208
Romaine - Havenview	2006	25-34	419
Romaine - Havenview	2006	35-44	539
Romaine - Havenview	2006	45-54	491
Romaine - Havenview	2006	55-64	432
Romaine - Havenview	2006	65-74	263
Romaine - Havenview	2006	75-84	122
Romaine - Havenview	2006	85+	29
Romaine - Havenview	2011	15-19	269
Romaine - Havenview	2011	20-24	178
Romaine - Havenview	2011	25-34	439
Romaine - Havenview	2011	35-44	493
Romaine - Havenview	2011	45-54	480
Romaine - Havenview	2011	55-64	411
Romaine - Havenview	2011	65-74	308
Romaine - Havenview	2011	75-84	140
Romaine - Havenview	2011	85+	39
Romaine - Havenview	2016	15-19	273
Romaine - Havenview	2016	20-24	200
Romaine - Havenview	2016	25-34	389
Romaine - Havenview	2016	35-44	444
Romaine - Havenview	2016	45-54	474
Romaine - Havenview	2016	55-64	424
Romaine - Havenview	2016	65-74	339
Romaine - Havenview	2016	75-84	173
Romaine - Havenview	2016	85+	49
Somerset	2006	15-19	277
Somerset	2006	20-24	167
Somerset	2006	25-34	392
Somerset	2006	35-44	586
Somerset	2006	45-54	595
Somerset	2006	55-64	517
Somerset	2006	65-74	381
Somerset	2006	75-84	280
Somerset	2006	85+	101
Somerset	2011	15-19	272
Somerset	2011	20-24	203
Somerset	2011	25-34	398
Somerset	2011	35-44	476
Somerset	2011	45-54	573
Somerset	2011	55-64	536
Somerset	2011	65-74	426
Somerset	2011	75-84	239
Somerset	2011	85+	114
Somerset	2016	15-19	205
Somerset	2016	20-24	196
Somerset	2016	25-34	373
Somerset	2016	35-44	442
Somerset	2016	45-54	550
Somerset	2016	55-64	563
Somerset	2016	65-74	470
Somerset	2016	75-84	295
Somerset	2016	85+	112
Ulverstone	2006	15-19	429
Ulverstone	2006	20-24	309
Ulverstone	2006	25-34	609
Ulverstone	2006	35-44	811
Ulverstone	2006	45-54	960
Ulverstone	2006	55-64	790
Ulverstone	2006	65-74	740
Ulverstone	2006	75-84	580
Ulverstone	2006	85+	171
Ulverstone	2011	15-19	442
Ulverstone	2011	20-24	330
Ulverstone	2011	25-34	608
Ulverstone	2011	35-44	762
Ulverstone	2011	45-54	984
Ulverstone	2011	55-64	906
Ulverstone	2011	65-74	767
Ulverstone	2011	75-84	568
Ulverstone	2011	85+	177
Ulverstone	2016	15-19	407
Ulverstone	2016	20-24	341
Ulverstone	2016	25-34	672
Ulverstone	2016	35-44	682
Ulverstone	2016	45-54	880
Ulverstone	2016	55-64	1034
Ulverstone	2016	65-74	891
Ulverstone	2016	75-84	597
Ulverstone	2016	85+	208
West Ulverstone	2006	15-19	245
West Ulverstone	2006	20-24	192
West Ulverstone	2006	25-34	379
West Ulverstone	2006	35-44	535
West Ulverstone	2006	45-54	578
West Ulverstone	2006	55-64	601
West Ulverstone	2006	65-74	402
West Ulverstone	2006	75-84	276
West Ulverstone	2006	85+	126
West Ulverstone	2011	15-19	286
West Ulverstone	2011	20-24	159
West Ulverstone	2011	25-34	420
West Ulverstone	2011	35-44	528
West Ulverstone	2011	45-54	603
West Ulverstone	2011	55-64	590
West Ulverstone	2011	65-74	476
West Ulverstone	2011	75-84	306
West Ulverstone	2011	85+	131
West Ulverstone	2016	15-19	259
West Ulverstone	2016	20-24	213
West Ulverstone	2016	25-34	373
West Ulverstone	2016	35-44	395
West Ulverstone	2016	45-54	586
West Ulverstone	2016	55-64	586
West Ulverstone	2016	65-74	554
West Ulverstone	2016	75-84	363
West Ulverstone	2016	85+	151
Wynyard	2006	15-19	399
Wynyard	2006	20-24	296
Wynyard	2006	25-34	527
Wynyard	2006	35-44	762
Wynyard	2006	45-54	804
Wynyard	2006	55-64	732
Wynyard	2006	65-74	549
Wynyard	2006	75-84	396
Wynyard	2006	85+	132
Wynyard	2011	15-19	408
Wynyard	2011	20-24	270
Wynyard	2011	25-34	533
Wynyard	2011	35-44	712
Wynyard	2011	45-54	863
Wynyard	2011	55-64	861
Wynyard	2011	65-74	690
Wynyard	2011	75-84	454
Wynyard	2011	85+	137
Wynyard	2016	15-19	365
Wynyard	2016	20-24	265
Wynyard	2016	25-34	577
Wynyard	2016	35-44	597
Wynyard	2016	45-54	851
Wynyard	2016	55-64	911
Wynyard	2016	65-74	821
Wynyard	2016	75-84	532
Wynyard	2016	85+	173
Devonport	2006	15-19	874
Devonport	2006	20-24	745
Devonport	2006	25-34	1687
Devonport	2006	35-44	1749
Devonport	2006	45-54	1811
Devonport	2006	55-64	1618
Devonport	2006	65-74	1312
Devonport	2006	75-84	1103
Devonport	2006	85+	456
Devonport	2011	15-19	917
Devonport	2011	20-24	807
Devonport	2011	25-34	1584
Devonport	2011	35-44	1690
Devonport	2011	45-54	1820
Devonport	2011	55-64	1744
Devonport	2011	65-74	1413
Devonport	2011	75-84	991
Devonport	2011	85+	519
Devonport	2016	15-19	865
Devonport	2016	20-24	725
Devonport	2016	25-34	1556
Devonport	2016	35-44	1485
Devonport	2016	45-54	1778
Devonport	2016	55-64	1757
Devonport	2016	65-74	1662
Devonport	2016	75-84	1016
Devonport	2016	85+	531
East Devonport	2006	15-19	362
East Devonport	2006	20-24	248
East Devonport	2006	25-34	561
East Devonport	2006	35-44	637
East Devonport	2006	45-54	653
East Devonport	2006	55-64	628
East Devonport	2006	65-74	457
East Devonport	2006	75-84	250
East Devonport	2006	85+	59
East Devonport	2011	15-19	344
East Devonport	2011	20-24	286
East Devonport	2011	25-34	492
East Devonport	2011	35-44	590
East Devonport	2011	45-54	592
East Devonport	2011	55-64	650
East Devonport	2011	65-74	507
East Devonport	2011	75-84	299
East Devonport	2011	85+	95
East Devonport	2016	15-19	275
East Devonport	2016	20-24	262
East Devonport	2016	25-34	487
East Devonport	2016	35-44	463
East Devonport	2016	45-54	617
East Devonport	2016	55-64	672
East Devonport	2016	65-74	640
East Devonport	2016	75-84	320
East Devonport	2016	85+	102
Latrobe	2006	15-19	208
Latrobe	2006	20-24	203
Latrobe	2006	25-34	449
Latrobe	2006	35-44	492
Latrobe	2006	45-54	491
Latrobe	2006	55-64	453
Latrobe	2006	65-74	266
Latrobe	2006	75-84	223
Latrobe	2006	85+	66
Latrobe	2011	15-19	240
Latrobe	2011	20-24	188
Latrobe	2011	25-34	485
Latrobe	2011	35-44	528
Latrobe	2011	45-54	569
Latrobe	2011	55-64	616
Latrobe	2011	65-74	417
Latrobe	2011	75-84	249
Latrobe	2011	85+	83
Latrobe	2016	15-19	226
Latrobe	2016	20-24	207
Latrobe	2016	25-34	499
Latrobe	2016	35-44	555
Latrobe	2016	45-54	543
Latrobe	2016	55-64	633
Latrobe	2016	65-74	573
Latrobe	2016	75-84	308
Latrobe	2016	85+	122
Miandetta - Don	2006	15-19	200
Miandetta - Don	2006	20-24	124
Miandetta - Don	2006	25-34	240
Miandetta - Don	2006	35-44	361
Miandetta - Don	2006	45-54	417
Miandetta - Don	2006	55-64	331
Miandetta - Don	2006	65-74	175
Miandetta - Don	2006	75-84	111
Miandetta - Don	2006	85+	24
Miandetta - Don	2011	15-19	199
Miandetta - Don	2011	20-24	148
Miandetta - Don	2011	25-34	331
Miandetta - Don	2011	35-44	456
Miandetta - Don	2011	45-54	481
Miandetta - Don	2011	55-64	408
Miandetta - Don	2011	65-74	281
Miandetta - Don	2011	75-84	119
Miandetta - Don	2011	85+	37
Miandetta - Don	2016	15-19	231
Miandetta - Don	2016	20-24	162
Miandetta - Don	2016	25-34	363
Miandetta - Don	2016	35-44	504
Miandetta - Don	2016	45-54	459
Miandetta - Don	2016	55-64	475
Miandetta - Don	2016	65-74	347
Miandetta - Don	2016	75-84	172
Miandetta - Don	2016	85+	35
Port Sorell	2006	15-19	279
Port Sorell	2006	20-24	184
Port Sorell	2006	25-34	425
Port Sorell	2006	35-44	645
Port Sorell	2006	45-54	734
Port Sorell	2006	55-64	704
Port Sorell	2006	65-74	495
Port Sorell	2006	75-84	238
Port Sorell	2006	85+	42
Port Sorell	2011	15-19	277
Port Sorell	2011	20-24	205
Port Sorell	2011	25-34	433
Port Sorell	2011	35-44	625
Port Sorell	2011	45-54	783
Port Sorell	2011	55-64	875
Port Sorell	2011	65-74	583
Port Sorell	2011	75-84	293
Port Sorell	2011	85+	100
Port Sorell	2016	15-19	278
Port Sorell	2016	20-24	220
Port Sorell	2016	25-34	458
Port Sorell	2016	35-44	584
Port Sorell	2016	45-54	835
Port Sorell	2016	55-64	958
Port Sorell	2016	65-74	886
Port Sorell	2016	75-84	440
Port Sorell	2016	85+	125
Quoiba - Spreyton	2006	15-19	225
Quoiba - Spreyton	2006	20-24	145
Quoiba - Spreyton	2006	25-34	331
Quoiba - Spreyton	2006	35-44	475
Quoiba - Spreyton	2006	45-54	449
Quoiba - Spreyton	2006	55-64	343
Quoiba - Spreyton	2006	65-74	199
Quoiba - Spreyton	2006	75-84	81
Quoiba - Spreyton	2006	85+	25
Quoiba - Spreyton	2011	15-19	207
Quoiba - Spreyton	2011	20-24	108
Quoiba - Spreyton	2011	25-34	287
Quoiba - Spreyton	2011	35-44	438
Quoiba - Spreyton	2011	45-54	432
Quoiba - Spreyton	2011	55-64	366
Quoiba - Spreyton	2011	65-74	236
Quoiba - Spreyton	2011	75-84	84
Quoiba - Spreyton	2011	85+	15
Quoiba - Spreyton	2016	15-19	212
Quoiba - Spreyton	2016	20-24	179
Quoiba - Spreyton	2016	25-34	317
Quoiba - Spreyton	2016	35-44	363
Quoiba - Spreyton	2016	45-54	459
Quoiba - Spreyton	2016	55-64	407
Quoiba - Spreyton	2016	65-74	310
Quoiba - Spreyton	2016	75-84	110
Quoiba - Spreyton	2016	85+	30
Sheffield - Railton	2006	15-19	440
Sheffield - Railton	2006	20-24	218
Sheffield - Railton	2006	25-34	532
Sheffield - Railton	2006	35-44	943
Sheffield - Railton	2006	45-54	885
Sheffield - Railton	2006	55-64	789
Sheffield - Railton	2006	65-74	442
Sheffield - Railton	2006	75-84	209
Sheffield - Railton	2006	85+	55
Sheffield - Railton	2011	15-19	418
Sheffield - Railton	2011	20-24	254
Sheffield - Railton	2011	25-34	504
Sheffield - Railton	2011	35-44	858
Sheffield - Railton	2011	45-54	1022
Sheffield - Railton	2011	55-64	927
Sheffield - Railton	2011	65-74	601
Sheffield - Railton	2011	75-84	242
Sheffield - Railton	2011	85+	85
Sheffield - Railton	2016	15-19	393
Sheffield - Railton	2016	20-24	251
Sheffield - Railton	2016	25-34	540
Sheffield - Railton	2016	35-44	656
Sheffield - Railton	2016	45-54	1015
Sheffield - Railton	2016	55-64	1030
Sheffield - Railton	2016	65-74	803
Sheffield - Railton	2016	75-84	318
Sheffield - Railton	2016	85+	100
Turners Beach - Forth	2006	15-19	199
Turners Beach - Forth	2006	20-24	91
Turners Beach - Forth	2006	25-34	262
Turners Beach - Forth	2006	35-44	395
Turners Beach - Forth	2006	45-54	440
Turners Beach - Forth	2006	55-64	387
Turners Beach - Forth	2006	65-74	202
Turners Beach - Forth	2006	75-84	93
Turners Beach - Forth	2006	85+	17
Turners Beach - Forth	2011	15-19	221
Turners Beach - Forth	2011	20-24	127
Turners Beach - Forth	2011	25-34	263
Turners Beach - Forth	2011	35-44	428
Turners Beach - Forth	2011	45-54	513
Turners Beach - Forth	2011	55-64	501
Turners Beach - Forth	2011	65-74	287
Turners Beach - Forth	2011	75-84	96
Turners Beach - Forth	2011	85+	26
Turners Beach - Forth	2016	15-19	192
Turners Beach - Forth	2016	20-24	124
Turners Beach - Forth	2016	25-34	252
Turners Beach - Forth	2016	35-44	376
Turners Beach - Forth	2016	45-54	476
Turners Beach - Forth	2016	55-64	520
Turners Beach - Forth	2016	65-74	436
Turners Beach - Forth	2016	75-84	163
Turners Beach - Forth	2016	85+	24
King Island	2006	15-19	75
King Island	2006	20-24	96
King Island	2006	25-34	194
King Island	2006	35-44	248
King Island	2006	45-54	246
King Island	2006	55-64	217
King Island	2006	65-74	152
King Island	2006	75-84	88
King Island	2006	85+	34
King Island	2011	15-19	81
King Island	2011	20-24	64
King Island	2011	25-34	194
King Island	2011	35-44	194
King Island	2011	45-54	234
King Island	2011	55-64	268
King Island	2011	65-74	172
King Island	2011	75-84	82
King Island	2011	85+	37
King Island	2016	15-19	54
King Island	2016	20-24	73
King Island	2016	25-34	201
King Island	2016	35-44	159
King Island	2016	45-54	222
King Island	2016	55-64	271
King Island	2016	65-74	190
King Island	2016	75-84	120
King Island	2016	85+	43
North West	2006	15-19	269
North West	2006	20-24	272
North West	2006	25-34	509
North West	2006	35-44	697
North West	2006	45-54	747
North West	2006	55-64	546
North West	2006	65-74	259
North West	2006	75-84	126
North West	2006	85+	24
North West	2011	15-19	306
North West	2011	20-24	175
North West	2011	25-34	465
North West	2011	35-44	537
North West	2011	45-54	639
North West	2011	55-64	559
North West	2011	65-74	281
North West	2011	75-84	111
North West	2011	85+	34
North West	2016	15-19	245
North West	2016	20-24	228
North West	2016	25-34	438
North West	2016	35-44	444
North West	2016	45-54	594
North West	2016	55-64	636
North West	2016	65-74	427
North West	2016	75-84	140
North West	2016	85+	26
Smithton	2006	15-19	246
Smithton	2006	20-24	221
Smithton	2006	25-34	388
Smithton	2006	35-44	467
Smithton	2006	45-54	421
Smithton	2006	55-64	374
Smithton	2006	65-74	260
Smithton	2006	75-84	194
Smithton	2006	85+	80
Smithton	2011	15-19	268
Smithton	2011	20-24	218
Smithton	2011	25-34	421
Smithton	2011	35-44	503
Smithton	2011	45-54	532
Smithton	2011	55-64	457
Smithton	2011	65-74	335
Smithton	2011	75-84	212
Smithton	2011	85+	104
Smithton	2016	15-19	244
Smithton	2016	20-24	264
Smithton	2016	25-34	421
Smithton	2016	35-44	425
Smithton	2016	45-54	513
Smithton	2016	55-64	530
Smithton	2016	65-74	381
Smithton	2016	75-84	249
Smithton	2016	85+	89
Waratah	2006	15-19	256
Waratah	2006	20-24	128
Waratah	2006	25-34	303
Waratah	2006	35-44	612
Waratah	2006	45-54	625
Waratah	2006	55-64	491
Waratah	2006	65-74	237
Waratah	2006	75-84	116
Waratah	2006	85+	18
Waratah	2011	15-19	296
Waratah	2011	20-24	147
Waratah	2011	25-34	321
Waratah	2011	35-44	514
Waratah	2011	45-54	695
Waratah	2011	55-64	569
Waratah	2011	65-74	301
Waratah	2011	75-84	119
Waratah	2011	85+	23
Waratah	2016	15-19	224
Waratah	2016	20-24	161
Waratah	2016	25-34	322
Waratah	2016	35-44	401
Waratah	2016	45-54	610
Waratah	2016	55-64	616
Waratah	2016	65-74	442
Waratah	2016	75-84	131
Waratah	2016	85+	33
West Coast (Tas.)	2006	15-19	288
West Coast (Tas.)	2006	20-24	290
West Coast (Tas.)	2006	25-34	633
West Coast (Tas.)	2006	35-44	788
West Coast (Tas.)	2006	45-54	718
West Coast (Tas.)	2006	55-64	621
West Coast (Tas.)	2006	65-74	374
West Coast (Tas.)	2006	75-84	140
West Coast (Tas.)	2006	85+	44
West Coast (Tas.)	2011	15-19	264
West Coast (Tas.)	2011	20-24	285
West Coast (Tas.)	2011	25-34	564
West Coast (Tas.)	2011	35-44	680
West Coast (Tas.)	2011	45-54	698
West Coast (Tas.)	2011	55-64	587
West Coast (Tas.)	2011	65-74	446
West Coast (Tas.)	2011	75-84	164
West Coast (Tas.)	2011	85+	35
West Coast (Tas.)	2016	15-19	177
West Coast (Tas.)	2016	20-24	203
West Coast (Tas.)	2016	25-34	466
West Coast (Tas.)	2016	35-44	496
West Coast (Tas.)	2016	45-54	661
West Coast (Tas.)	2016	55-64	666
West Coast (Tas.)	2016	65-74	441
West Coast (Tas.)	2016	75-84	225
West Coast (Tas.)	2016	85+	38
Wilderness - West	2006	15-19	0
Wilderness - West	2006	20-24	0
Wilderness - West	2006	25-34	0
Wilderness - West	2006	35-44	0
Wilderness - West	2006	45-54	0
Wilderness - West	2006	55-64	0
Wilderness - West	2006	65-74	0
Wilderness - West	2006	75-84	0
Wilderness - West	2006	85+	0
Wilderness - West	2011	15-19	0
Wilderness - West	2011	20-24	0
Wilderness - West	2011	25-34	0
Wilderness - West	2011	35-44	0
Wilderness - West	2011	45-54	0
Wilderness - West	2011	55-64	0
Wilderness - West	2011	65-74	0
Wilderness - West	2011	75-84	0
Wilderness - West	2011	85+	0
Wilderness - West	2016	15-19	0
Wilderness - West	2016	20-24	0
Wilderness - West	2016	25-34	0
Wilderness - West	2016	35-44	0
Wilderness - West	2016	45-54	0
Wilderness - West	2016	55-64	0
Wilderness - West	2016	65-74	0
Wilderness - West	2016	75-84	0
Wilderness - West	2016	85+	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	3
Migratory - Offshore - Shipping (Tas.)	2006	25-34	18
Migratory - Offshore - Shipping (Tas.)	2006	35-44	32
Migratory - Offshore - Shipping (Tas.)	2006	45-54	23
Migratory - Offshore - Shipping (Tas.)	2006	55-64	10
Migratory - Offshore - Shipping (Tas.)	2006	65-74	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	3
Migratory - Offshore - Shipping (Tas.)	2011	20-24	6
Migratory - Offshore - Shipping (Tas.)	2011	25-34	27
Migratory - Offshore - Shipping (Tas.)	2011	35-44	21
Migratory - Offshore - Shipping (Tas.)	2011	45-54	21
Migratory - Offshore - Shipping (Tas.)	2011	55-64	16
Migratory - Offshore - Shipping (Tas.)	2011	65-74	8
Migratory - Offshore - Shipping (Tas.)	2011	75-84	0
Migratory - Offshore - Shipping (Tas.)	2011	85+	0
Migratory - Offshore - Shipping (Tas.)	2016	15-19	0
Migratory - Offshore - Shipping (Tas.)	2016	20-24	8
Migratory - Offshore - Shipping (Tas.)	2016	25-34	23
Migratory - Offshore - Shipping (Tas.)	2016	35-44	5
Migratory - Offshore - Shipping (Tas.)	2016	45-54	15
Migratory - Offshore - Shipping (Tas.)	2016	55-64	12
Migratory - Offshore - Shipping (Tas.)	2016	65-74	7
Migratory - Offshore - Shipping (Tas.)	2016	75-84	0
Migratory - Offshore - Shipping (Tas.)	2016	85+	0
No usual address (Tas.)	2006	15-19	65
No usual address (Tas.)	2006	20-24	94
No usual address (Tas.)	2006	25-34	196
No usual address (Tas.)	2006	35-44	119
No usual address (Tas.)	2006	45-54	120
No usual address (Tas.)	2006	55-64	106
No usual address (Tas.)	2006	65-74	41
No usual address (Tas.)	2006	75-84	16
No usual address (Tas.)	2006	85+	16
No usual address (Tas.)	2011	15-19	92
No usual address (Tas.)	2011	20-24	103
No usual address (Tas.)	2011	25-34	203
No usual address (Tas.)	2011	35-44	163
No usual address (Tas.)	2011	45-54	155
No usual address (Tas.)	2011	55-64	156
No usual address (Tas.)	2011	65-74	75
No usual address (Tas.)	2011	75-84	23
No usual address (Tas.)	2011	85+	0
No usual address (Tas.)	2016	15-19	62
No usual address (Tas.)	2016	20-24	90
No usual address (Tas.)	2016	25-34	183
No usual address (Tas.)	2016	35-44	147
No usual address (Tas.)	2016	45-54	135
No usual address (Tas.)	2016	55-64	113
No usual address (Tas.)	2016	65-74	84
No usual address (Tas.)	2016	75-84	12
No usual address (Tas.)	2016	85+	3
Darwin Airport	2006	15-19	0
Darwin Airport	2006	20-24	3
Darwin Airport	2006	25-34	6
Darwin Airport	2006	35-44	0
Darwin Airport	2006	45-54	3
Darwin Airport	2006	55-64	0
Darwin Airport	2006	65-74	7
Darwin Airport	2006	75-84	0
Darwin Airport	2006	85+	0
Darwin Airport	2011	15-19	100
Darwin Airport	2011	20-24	27
Darwin Airport	2011	25-34	127
Darwin Airport	2011	35-44	65
Darwin Airport	2011	45-54	30
Darwin Airport	2011	55-64	14
Darwin Airport	2011	65-74	8
Darwin Airport	2011	75-84	3
Darwin Airport	2011	85+	0
Darwin Airport	2016	15-19	0
Darwin Airport	2016	20-24	0
Darwin Airport	2016	25-34	0
Darwin Airport	2016	35-44	3
Darwin Airport	2016	45-54	3
Darwin Airport	2016	55-64	3
Darwin Airport	2016	65-74	3
Darwin Airport	2016	75-84	0
Darwin Airport	2016	85+	0
Darwin City	2006	15-19	111
Darwin City	2006	20-24	323
Darwin City	2006	25-34	647
Darwin City	2006	35-44	376
Darwin City	2006	45-54	362
Darwin City	2006	55-64	280
Darwin City	2006	65-74	108
Darwin City	2006	75-84	76
Darwin City	2006	85+	22
Darwin City	2011	15-19	159
Darwin City	2011	20-24	648
Darwin City	2011	25-34	1387
Darwin City	2011	35-44	700
Darwin City	2011	45-54	579
Darwin City	2011	55-64	445
Darwin City	2011	65-74	183
Darwin City	2011	75-84	91
Darwin City	2011	85+	18
Darwin City	2016	15-19	121
Darwin City	2016	20-24	656
Darwin City	2016	25-34	2334
Darwin City	2016	35-44	1007
Darwin City	2016	45-54	827
Darwin City	2016	55-64	647
Darwin City	2016	65-74	263
Darwin City	2016	75-84	57
Darwin City	2016	85+	19
East Point	2006	15-19	0
East Point	2006	20-24	0
East Point	2006	25-34	0
East Point	2006	35-44	0
East Point	2006	45-54	0
East Point	2006	55-64	0
East Point	2006	65-74	0
East Point	2006	75-84	0
East Point	2006	85+	0
East Point	2011	15-19	0
East Point	2011	20-24	0
East Point	2011	25-34	6
East Point	2011	35-44	9
East Point	2011	45-54	17
East Point	2011	55-64	5
East Point	2011	65-74	0
East Point	2011	75-84	0
East Point	2011	85+	0
East Point	2016	15-19	0
East Point	2016	20-24	0
East Point	2016	25-34	3
East Point	2016	35-44	0
East Point	2016	45-54	3
East Point	2016	55-64	0
East Point	2016	65-74	0
East Point	2016	75-84	0
East Point	2016	85+	0
Fannie Bay - The Gardens	2006	15-19	132
Fannie Bay - The Gardens	2006	20-24	155
Fannie Bay - The Gardens	2006	25-34	458
Fannie Bay - The Gardens	2006	35-44	539
Fannie Bay - The Gardens	2006	45-54	565
Fannie Bay - The Gardens	2006	55-64	399
Fannie Bay - The Gardens	2006	65-74	168
Fannie Bay - The Gardens	2006	75-84	103
Fannie Bay - The Gardens	2006	85+	41
Fannie Bay - The Gardens	2011	15-19	220
Fannie Bay - The Gardens	2011	20-24	188
Fannie Bay - The Gardens	2011	25-34	539
Fannie Bay - The Gardens	2011	35-44	495
Fannie Bay - The Gardens	2011	45-54	483
Fannie Bay - The Gardens	2011	55-64	431
Fannie Bay - The Gardens	2011	65-74	239
Fannie Bay - The Gardens	2011	75-84	99
Fannie Bay - The Gardens	2011	85+	32
Fannie Bay - The Gardens	2016	15-19	148
Fannie Bay - The Gardens	2016	20-24	143
Fannie Bay - The Gardens	2016	25-34	611
Fannie Bay - The Gardens	2016	35-44	492
Fannie Bay - The Gardens	2016	45-54	499
Fannie Bay - The Gardens	2016	55-64	406
Fannie Bay - The Gardens	2016	65-74	306
Fannie Bay - The Gardens	2016	75-84	156
Fannie Bay - The Gardens	2016	85+	77
Larrakeyah	2006	15-19	143
Larrakeyah	2006	20-24	339
Larrakeyah	2006	25-34	653
Larrakeyah	2006	35-44	535
Larrakeyah	2006	45-54	454
Larrakeyah	2006	55-64	310
Larrakeyah	2006	65-74	94
Larrakeyah	2006	75-84	59
Larrakeyah	2006	85+	10
Larrakeyah	2011	15-19	133
Larrakeyah	2011	20-24	294
Larrakeyah	2011	25-34	887
Larrakeyah	2011	35-44	455
Larrakeyah	2011	45-54	477
Larrakeyah	2011	55-64	380
Larrakeyah	2011	65-74	152
Larrakeyah	2011	75-84	55
Larrakeyah	2011	85+	10
Larrakeyah	2016	15-19	124
Larrakeyah	2016	20-24	312
Larrakeyah	2016	25-34	1013
Larrakeyah	2016	35-44	556
Larrakeyah	2016	45-54	518
Larrakeyah	2016	55-64	380
Larrakeyah	2016	65-74	210
Larrakeyah	2016	75-84	71
Larrakeyah	2016	85+	22
Ludmilla - The Narrows	2006	15-19	160
Ludmilla - The Narrows	2006	20-24	355
Ludmilla - The Narrows	2006	25-34	743
Ludmilla - The Narrows	2006	35-44	529
Ludmilla - The Narrows	2006	45-54	356
Ludmilla - The Narrows	2006	55-64	289
Ludmilla - The Narrows	2006	65-74	105
Ludmilla - The Narrows	2006	75-84	37
Ludmilla - The Narrows	2006	85+	3
Ludmilla - The Narrows	2011	15-19	169
Ludmilla - The Narrows	2011	20-24	216
Ludmilla - The Narrows	2011	25-34	498
Ludmilla - The Narrows	2011	35-44	445
Ludmilla - The Narrows	2011	45-54	389
Ludmilla - The Narrows	2011	55-64	320
Ludmilla - The Narrows	2011	65-74	133
Ludmilla - The Narrows	2011	75-84	55
Ludmilla - The Narrows	2011	85+	9
Ludmilla - The Narrows	2016	15-19	175
Ludmilla - The Narrows	2016	20-24	153
Ludmilla - The Narrows	2016	25-34	476
Ludmilla - The Narrows	2016	35-44	398
Ludmilla - The Narrows	2016	45-54	377
Ludmilla - The Narrows	2016	55-64	252
Ludmilla - The Narrows	2016	65-74	184
Ludmilla - The Narrows	2016	75-84	64
Ludmilla - The Narrows	2016	85+	8
Parap	2006	15-19	119
Parap	2006	20-24	116
Parap	2006	25-34	294
Parap	2006	35-44	313
Parap	2006	45-54	304
Parap	2006	55-64	219
Parap	2006	65-74	88
Parap	2006	75-84	31
Parap	2006	85+	17
Parap	2011	15-19	98
Parap	2011	20-24	139
Parap	2011	25-34	374
Parap	2011	35-44	384
Parap	2011	45-54	266
Parap	2011	55-64	239
Parap	2011	65-74	90
Parap	2011	75-84	23
Parap	2011	85+	9
Parap	2016	15-19	101
Parap	2016	20-24	148
Parap	2016	25-34	593
Parap	2016	35-44	470
Parap	2016	45-54	417
Parap	2016	55-64	273
Parap	2016	65-74	148
Parap	2016	75-84	40
Parap	2016	85+	5
Stuart Park	2006	15-19	302
Stuart Park	2006	20-24	379
Stuart Park	2006	25-34	759
Stuart Park	2006	35-44	574
Stuart Park	2006	45-54	542
Stuart Park	2006	55-64	352
Stuart Park	2006	65-74	111
Stuart Park	2006	75-84	58
Stuart Park	2006	85+	10
Stuart Park	2011	15-19	148
Stuart Park	2011	20-24	435
Stuart Park	2011	25-34	966
Stuart Park	2011	35-44	583
Stuart Park	2011	45-54	530
