SA2_NAME16	Year	Sex	employmentToPopulation
Forrestfield - Wattle Grove	2006	F	58
Forrestfield - Wattle Grove	2006	M	73.5
Forrestfield - Wattle Grove	2011	F	57.8
Forrestfield - Wattle Grove	2011	M	72.1
Forrestfield - Wattle Grove	2016	F	56.1
Forrestfield - Wattle Grove	2016	M	68
High Wycombe	2006	F	58.7
High Wycombe	2006	M	74.8
High Wycombe	2011	F	59.4
High Wycombe	2011	M	71.4
High Wycombe	2016	F	55.7
High Wycombe	2016	M	65.5
Kalamunda - Maida Vale - Gooseberry Hill	2006	F	55.6
Kalamunda - Maida Vale - Gooseberry Hill	2006	M	69
Kalamunda - Maida Vale - Gooseberry Hill	2011	F	55
Kalamunda - Maida Vale - Gooseberry Hill	2011	M	67.7
Kalamunda - Maida Vale - Gooseberry Hill	2016	F	51.2
Kalamunda - Maida Vale - Gooseberry Hill	2016	M	61
Lesmurdie - Bickley - Carmel	2006	F	56.4
Lesmurdie - Bickley - Carmel	2006	M	69.7
Lesmurdie - Bickley - Carmel	2011	F	56.2
Lesmurdie - Bickley - Carmel	2011	M	66.4
Lesmurdie - Bickley - Carmel	2016	F	52.1
Lesmurdie - Bickley - Carmel	2016	M	60.2
Byford	2006	F	55
Byford	2006	M	72.9
Byford	2011	F	59.3
Byford	2011	M	76
Byford	2016	F	60
Byford	2016	M	73.9
Mundijong	2006	F	61.9
Mundijong	2006	M	78.3
Mundijong	2011	F	61.4
Mundijong	2011	M	72.6
Mundijong	2016	F	58.8
Mundijong	2016	M	67.3
Serpentine - Jarrahdale	2006	F	53.3
Serpentine - Jarrahdale	2006	M	60.3
Serpentine - Jarrahdale	2011	F	55.5
Serpentine - Jarrahdale	2011	M	57.7
Serpentine - Jarrahdale	2016	F	52
Serpentine - Jarrahdale	2016	M	49
Como	2006	F	55.4
Como	2006	M	68.2
Como	2011	F	59.1
Como	2011	M	69.2
Como	2016	F	56.2
Como	2016	M	64.9
Manning - Waterford	2006	F	50.9
Manning - Waterford	2006	M	59.7
Manning - Waterford	2011	F	49.2
Manning - Waterford	2011	M	58.7
Manning - Waterford	2016	F	47.1
Manning - Waterford	2016	M	55.5
South Perth - Kensington	2006	F	55.5
South Perth - Kensington	2006	M	65.7
South Perth - Kensington	2011	F	57.9
South Perth - Kensington	2011	M	68.9
South Perth - Kensington	2016	F	56.3
South Perth - Kensington	2016	M	64
Banjup	2006	F	62.4
Banjup	2006	M	78.1
Banjup	2011	F	68
Banjup	2011	M	81.6
Banjup	2016	F	65.2
Banjup	2016	M	74.9
Bibra Industrial	2006	F	0
Bibra Industrial	2006	M	0
Bibra Industrial	2011	F	100
Bibra Industrial	2011	M	35.7
Bibra Industrial	2016	F	0
Bibra Industrial	2016	M	0
Bibra Lake	2006	F	0
Bibra Lake	2006	M	0
Bibra Lake	2011	F	0
Bibra Lake	2011	M	0
Bibra Lake	2016	F	0
Bibra Lake	2016	M	0
Coogee	2006	F	57.4
Coogee	2006	M	70.4
Coogee	2011	F	57.2
Coogee	2011	M	69.1
Coogee	2016	F	58.9
Coogee	2016	M	65.5
Coolbellup	2006	F	52.4
Coolbellup	2006	M	64.8
Coolbellup	2011	F	55.1
Coolbellup	2011	M	65.8
Coolbellup	2016	F	53.1
Coolbellup	2016	M	60
Hamilton Hill	2006	F	44.7
Hamilton Hill	2006	M	57.6
Hamilton Hill	2011	F	48.9
Hamilton Hill	2011	M	60.1
Hamilton Hill	2016	F	48.8
Hamilton Hill	2016	M	54.6
Henderson	2006	F	0
Henderson	2006	M	0
Henderson	2011	F	0
Henderson	2011	M	70
Henderson	2016	F	0
Henderson	2016	M	25
North Coogee	2006	F	0
North Coogee	2006	M	0
North Coogee	2011	F	62.5
North Coogee	2011	M	74
North Coogee	2016	F	60.8
North Coogee	2016	M	69.7
South Lake - Cockburn Central	2006	F	58.6
South Lake - Cockburn Central	2006	M	72.1
South Lake - Cockburn Central	2011	F	59.5
South Lake - Cockburn Central	2011	M	72.2
South Lake - Cockburn Central	2016	F	56.6
South Lake - Cockburn Central	2016	M	65
Spearwood	2006	F	49
Spearwood	2006	M	63.6
Spearwood	2011	F	48.8
Spearwood	2011	M	62
Spearwood	2016	F	48.2
Spearwood	2016	M	58.2
Success - Hammond Park	2006	F	60.4
Success - Hammond Park	2006	M	78.1
Success - Hammond Park	2011	F	64.9
Success - Hammond Park	2011	M	79.7
Success - Hammond Park	2016	F	62.8
Success - Hammond Park	2016	M	74.6
Yangebup	2006	F	58.8
Yangebup	2006	M	72.9
Yangebup	2011	F	60.6
Yangebup	2011	M	73.6
Yangebup	2016	F	58.3
Yangebup	2016	M	67.2
Beeliar - Wattleup	2006	F	58.5
Beeliar - Wattleup	2006	M	73.5
Beeliar - Wattleup	2011	F	62.9
Beeliar - Wattleup	2011	M	75.7
Beeliar - Wattleup	2016	F	63.3
Beeliar - Wattleup	2016	M	70.8
Jandakot	2006	F	68
Jandakot	2006	M	69.9
Jandakot	2011	F	65.6
Jandakot	2011	M	65.7
Jandakot	2016	F	58.4
Jandakot	2016	M	60.7
East Fremantle	2006	F	58.5
East Fremantle	2006	M	67.2
East Fremantle	2011	F	59.4
East Fremantle	2011	M	67.6
East Fremantle	2016	F	59.4
East Fremantle	2016	M	64.3
Fremantle	2006	F	53.3
Fremantle	2006	M	59
Fremantle	2011	F	57.8
Fremantle	2011	M	62.9
Fremantle	2016	F	54.4
Fremantle	2016	M	57.6
Fremantle - South	2006	F	52.3
Fremantle - South	2006	M	60.2
Fremantle - South	2011	F	53.6
Fremantle - South	2011	M	61.7
Fremantle - South	2016	F	53.6
Fremantle - South	2016	M	59
O'Connor (WA)	2006	F	0
O'Connor (WA)	2006	M	133.3
O'Connor (WA)	2011	F	0
O'Connor (WA)	2011	M	0
O'Connor (WA)	2016	F	0
O'Connor (WA)	2016	M	60
Bertram - Wellard (West)	2006	F	63.4
Bertram - Wellard (West)	2006	M	82
Bertram - Wellard (West)	2011	F	63.9
Bertram - Wellard (West)	2011	M	77.9
Bertram - Wellard (West)	2016	F	61.1
Bertram - Wellard (West)	2016	M	73
Calista	2006	F	34.4
Calista	2006	M	52.4
Calista	2011	F	41.1
Calista	2011	M	56.2
Calista	2016	F	41
Calista	2016	M	52
Hope Valley - Postans	2006	F	63.3
Hope Valley - Postans	2006	M	64.5
Hope Valley - Postans	2011	F	50.9
Hope Valley - Postans	2011	M	52.5
Hope Valley - Postans	2016	F	64.5
Hope Valley - Postans	2016	M	54.8
Kwinana Industrial	2006	F	63.2
Kwinana Industrial	2006	M	93.8
Kwinana Industrial	2011	F	0
Kwinana Industrial	2011	M	87.5
Kwinana Industrial	2016	F	25
Kwinana Industrial	2016	M	46.2
Parmelia - Orelia	2006	F	42.2
Parmelia - Orelia	2006	M	59.7
Parmelia - Orelia	2011	F	47.9
Parmelia - Orelia	2011	M	59.6
Parmelia - Orelia	2016	F	44.1
Parmelia - Orelia	2016	M	53.3
Casuarina - Wandi	2006	F	57
Casuarina - Wandi	2006	M	44.4
Casuarina - Wandi	2011	F	60.7
Casuarina - Wandi	2011	M	45.1
Casuarina - Wandi	2016	F	63.3
Casuarina - Wandi	2016	M	49.8
Applecross - Ardross	2006	F	52.1
Applecross - Ardross	2006	M	66
Applecross - Ardross	2011	F	53
Applecross - Ardross	2011	M	64.7
Applecross - Ardross	2016	F	51.8
Applecross - Ardross	2016	M	62.6
Bateman	2006	F	58.7
Bateman	2006	M	70.7
Bateman	2011	F	57.9
Bateman	2011	M	67.4
Bateman	2016	F	54
Bateman	2016	M	63.1
Bicton - Palmyra	2006	F	53.8
Bicton - Palmyra	2006	M	65.5
Bicton - Palmyra	2011	F	57
Bicton - Palmyra	2011	M	68.6
Bicton - Palmyra	2016	F	55.6
Bicton - Palmyra	2016	M	64.1
Booragoon	2006	F	50.6
Booragoon	2006	M	65.6
Booragoon	2011	F	53.2
Booragoon	2011	M	65.5
Booragoon	2016	F	51.4
Booragoon	2016	M	62.5
Bull Creek	2006	F	53.4
Bull Creek	2006	M	65.7
Bull Creek	2011	F	52.6
Bull Creek	2011	M	64.9
Bull Creek	2016	F	47.3
Bull Creek	2016	M	57.9
Leeming	2006	F	64.7
Leeming	2006	M	76.9
Leeming	2011	F	65.4
Leeming	2011	M	75
Leeming	2016	F	60.2
Leeming	2016	M	67.2
Melville	2006	F	52
Melville	2006	M	66.3
Melville	2011	F	55.3
Melville	2011	M	68.8
Melville	2016	F	55.5
Melville	2016	M	64.9
Murdoch - Kardinya	2006	F	53.7
Murdoch - Kardinya	2006	M	64.2
Murdoch - Kardinya	2011	F	54.2
Murdoch - Kardinya	2011	M	63.6
Murdoch - Kardinya	2016	F	49.8
Murdoch - Kardinya	2016	M	56.4
Willagee	2006	F	45.7
Willagee	2006	M	60.8
Willagee	2011	F	48
Willagee	2011	M	63.2
Willagee	2016	F	47.8
Willagee	2016	M	59.8
Winthrop	2006	F	54.5
Winthrop	2006	M	67.1
Winthrop	2011	F	56.6
Winthrop	2011	M	69.4
Winthrop	2016	F	55.2
Winthrop	2016	M	63.5
Baldivis	2006	F	59.9
Baldivis	2006	M	75.5
Baldivis	2011	F	61.9
Baldivis	2011	M	78.5
Baldivis	2016	F	57.5
Baldivis	2016	M	70.5
Cooloongup	2006	F	43.3
Cooloongup	2006	M	59.8
Cooloongup	2011	F	46.4
Cooloongup	2011	M	60.2
Cooloongup	2016	F	42.3
Cooloongup	2016	M	51.5
Port Kennedy	2006	F	53
Port Kennedy	2006	M	74.2
Port Kennedy	2011	F	54.1
Port Kennedy	2011	M	69.8
Port Kennedy	2016	F	52.8
Port Kennedy	2016	M	63.2
Rockingham	2006	F	36.5
Rockingham	2006	M	53.3
Rockingham	2011	F	42.6
Rockingham	2011	M	57
Rockingham	2016	F	41
Rockingham	2016	M	50.9
Rockingham Lakes	2006	F	0
Rockingham Lakes	2006	M	0
Rockingham Lakes	2011	F	0
Rockingham Lakes	2011	M	0
Rockingham Lakes	2016	F	0
Rockingham Lakes	2016	M	0
Safety Bay - Shoalwater	2006	F	41.5
Safety Bay - Shoalwater	2006	M	55.3
Safety Bay - Shoalwater	2011	F	46.5
Safety Bay - Shoalwater	2011	M	58.7
Safety Bay - Shoalwater	2016	F	44.6
Safety Bay - Shoalwater	2016	M	52.5
Singleton - Golden Bay - Secret Harbour	2006	F	55.1
Singleton - Golden Bay - Secret Harbour	2006	M	74.7
Singleton - Golden Bay - Secret Harbour	2011	F	61.8
Singleton - Golden Bay - Secret Harbour	2011	M	76.6
Singleton - Golden Bay - Secret Harbour	2016	F	59.9
Singleton - Golden Bay - Secret Harbour	2016	M	71
Waikiki	2006	F	50.2
Waikiki	2006	M	65.8
Waikiki	2011	F	52.8
Waikiki	2011	M	66.6
Waikiki	2016	F	50.4
Waikiki	2016	M	61
Warnbro	2006	F	50.5
Warnbro	2006	M	68.1
Warnbro	2011	F	53
Warnbro	2011	M	65.6
Warnbro	2016	F	48.6
Warnbro	2016	M	57.8
Albany	2006	F	45.9
Albany	2006	M	59
Albany	2011	F	47.5
Albany	2011	M	58
Albany	2016	F	46
Albany	2016	M	55
Albany Region	2006	F	60.2
Albany Region	2006	M	67
Albany Region	2011	F	60.9
Albany Region	2011	M	68.4
Albany Region	2016	F	56.3
Albany Region	2016	M	62.1
Bayonet Head - Lower King	2006	F	53.8
Bayonet Head - Lower King	2006	M	64.5
Bayonet Head - Lower King	2011	F	54.1
Bayonet Head - Lower King	2011	M	61.4
Bayonet Head - Lower King	2016	F	52.9
Bayonet Head - Lower King	2016	M	59.1
Denmark	2006	F	49.4
Denmark	2006	M	56.7
Denmark	2011	F	50
Denmark	2011	M	57.1
Denmark	2016	F	46.1
Denmark	2016	M	51.7
Gnowangerup	2006	F	66.3
Gnowangerup	2006	M	78.9
Gnowangerup	2011	F	61.5
Gnowangerup	2011	M	76.8
Gnowangerup	2016	F	59
Gnowangerup	2016	M	69.6
Katanning	2006	F	50.7
Katanning	2006	M	65
Katanning	2011	F	51.1
Katanning	2011	M	64.2
Katanning	2016	F	48.7
Katanning	2016	M	59.2
Kojonup	2006	F	55
Kojonup	2006	M	72.7
Kojonup	2011	F	53.3
Kojonup	2011	M	67.1
Kojonup	2016	F	53.6
Kojonup	2016	M	64.4
Little Grove - Elleker	2006	F	55.2
Little Grove - Elleker	2006	M	54.4
Little Grove - Elleker	2011	F	57.4
Little Grove - Elleker	2011	M	49.4
Little Grove - Elleker	2016	F	56.8
Little Grove - Elleker	2016	M	45.4
McKail - Willyung	2006	F	52.6
McKail - Willyung	2006	M	64
McKail - Willyung	2011	F	53.6
McKail - Willyung	2011	M	64
McKail - Willyung	2016	F	53.5
McKail - Willyung	2016	M	60.6
Plantagenet	2006	F	49.6
Plantagenet	2006	M	65.6
Plantagenet	2011	F	51
Plantagenet	2011	M	59.6
Plantagenet	2016	F	48
Plantagenet	2016	M	52.7
Stirling Range National Park	2006	F	0
Stirling Range National Park	2006	M	0
Stirling Range National Park	2011	F	0
Stirling Range National Park	2011	M	0
Stirling Range National Park	2016	F	0
Stirling Range National Park	2016	M	0
Chittering	2006	F	54.6
Chittering	2006	M	68.8
Chittering	2011	F	55.3
Chittering	2011	M	66.5
Chittering	2016	F	52.2
Chittering	2016	M	61.9
Cunderdin	2006	F	50.2
Cunderdin	2006	M	63
Cunderdin	2011	F	47.7
Cunderdin	2011	M	59.5
Cunderdin	2016	F	44.2
Cunderdin	2016	M	53.9
Dowerin	2006	F	57.3
Dowerin	2006	M	73.6
Dowerin	2011	F	51.9
Dowerin	2011	M	69
Dowerin	2016	F	50.8
Dowerin	2016	M	62.6
Gingin - Dandaragan	2006	F	46.4
Gingin - Dandaragan	2006	M	57.6
Gingin - Dandaragan	2011	F	49
Gingin - Dandaragan	2011	M	57.9
Gingin - Dandaragan	2016	F	47.9
Gingin - Dandaragan	2016	M	54
Merredin	2006	F	53.7
Merredin	2006	M	70.3
Merredin	2011	F	54.6
Merredin	2011	M	66.7
Merredin	2016	F	52.4
Merredin	2016	M	60.1
Moora	2006	F	59.2
Moora	2006	M	75.5
Moora	2011	F	60.5
Moora	2011	M	73.4
Moora	2016	F	54.9
Moora	2016	M	66.6
Mukinbudin	2006	F	60.7
Mukinbudin	2006	M	75.5
Mukinbudin	2011	F	59.9
Mukinbudin	2011	M	72.8
Mukinbudin	2016	F	52.5
Mukinbudin	2016	M	64.4
Northam	2006	F	46.6
Northam	2006	M	59.6
Northam	2011	F	49.5
Northam	2011	M	58.7
Northam	2016	F	47.3
Northam	2016	M	48.7
Toodyay	2006	F	48.3
Toodyay	2006	M	58.2
Toodyay	2011	F	49.3
Toodyay	2011	M	56.7
Toodyay	2016	F	45.7
Toodyay	2016	M	52
York - Beverley	2006	F	46.8
York - Beverley	2006	M	58
York - Beverley	2011	F	46.6
York - Beverley	2011	M	55.6
York - Beverley	2016	F	43.1
York - Beverley	2016	M	49.4
Brookton	2006	F	50.3
Brookton	2006	M	66.7
Brookton	2011	F	51.5
Brookton	2011	M	63.2
Brookton	2016	F	45.5
Brookton	2016	M	55.9
Kulin	2006	F	65.5
Kulin	2006	M	82.4
Kulin	2011	F	63.3
Kulin	2011	M	76.3
Kulin	2016	F	60.2
Kulin	2016	M	72.2
Murray	2006	F	51.3
Murray	2006	M	68.8
Murray	2011	F	57.4
Murray	2011	M	65.1
Murray	2016	F	50.7
Murray	2016	M	63.5
Narrogin	2006	F	50
Narrogin	2006	M	64.9
Narrogin	2011	F	50.2
Narrogin	2011	M	59.9
Narrogin	2016	F	46.4
Narrogin	2016	M	55.7
Wagin	2006	F	58.3
Wagin	2006	M	70.7
Wagin	2011	F	56.3
Wagin	2011	M	69.8
Wagin	2016	F	52.4
Wagin	2016	M	59.5
Broome	2006	F	59
Broome	2006	M	61.7
Broome	2011	F	63.6
Broome	2011	M	65.3
Broome	2016	F	62.5
Broome	2016	M	63.7
Derby - West Kimberley	2006	F	57
Derby - West Kimberley	2006	M	64.2
Derby - West Kimberley	2011	F	46.3
Derby - West Kimberley	2011	M	36.4
Derby - West Kimberley	2016	F	39.5
Derby - West Kimberley	2016	M	41.6
Halls Creek	2006	F	38.8
Halls Creek	2006	M	53.8
Halls Creek	2011	F	36.4
Halls Creek	2011	M	43.4
Halls Creek	2016	F	27.1
Halls Creek	2016	M	31.7
Kununurra	2006	F	56.4
Kununurra	2006	M	66.6
Kununurra	2011	F	59.7
Kununurra	2011	M	66.9
Kununurra	2016	F	56.8
Kununurra	2016	M	61
Roebuck	2006	F	51.4
Roebuck	2006	M	63.7
Roebuck	2011	F	42.5
Roebuck	2011	M	50.1
Roebuck	2016	F	37.4
Roebuck	2016	M	37.3
East Pilbara	2006	F	42.4
East Pilbara	2006	M	55
East Pilbara	2011	F	52.7
East Pilbara	2011	M	68.1
East Pilbara	2016	F	49.7
East Pilbara	2016	M	66
Newman	2006	F	62.1
Newman	2006	M	78.8
Newman	2011	F	63.7
Newman	2011	M	73
Newman	2016	F	63.3
Newman	2016	M	71.7
Port Hedland	2006	F	62.8
Port Hedland	2006	M	74.4
Port Hedland	2011	F	63.6
Port Hedland	2011	M	68.5
Port Hedland	2016	F	64.9
Port Hedland	2016	M	75.9
South Hedland	2006	F	44.2
South Hedland	2006	M	55.1
South Hedland	2011	F	55
South Hedland	2011	M	68.3
South Hedland	2016	F	55
South Hedland	2016	M	67.5
Ashburton (WA)	2006	F	63.4
Ashburton (WA)	2006	M	79.4
Ashburton (WA)	2011	F	67.1
Ashburton (WA)	2011	M	76.5
Ashburton (WA)	2016	F	64.5
Ashburton (WA)	2016	M	76.3
Karratha	2006	F	62.6
Karratha	2006	M	75.1
Karratha	2011	F	62.9
Karratha	2011	M	72.5
Karratha	2016	F	62.6
Karratha	2016	M	74.1
Roebourne	2006	F	55
Roebourne	2006	M	64.6
Roebourne	2011	F	56.7
Roebourne	2011	M	59.6
Roebourne	2016	F	55.7
Roebourne	2016	M	61.5
Esperance	2006	F	53.5
Esperance	2006	M	66.6
Esperance	2011	F	54.3
Esperance	2011	M	64.6
Esperance	2016	F	51.4
Esperance	2016	M	60.4
Esperance Region	2006	F	61.3
Esperance Region	2006	M	79.1
Esperance Region	2011	F	57
Esperance Region	2011	M	75.1
Esperance Region	2016	F	50.5
Esperance Region	2016	M	62.3
Carnarvon	2006	F	55.5
Carnarvon	2006	M	63.6
Carnarvon	2011	F	52.5
Carnarvon	2011	M	60.4
Carnarvon	2016	F	52.3
Carnarvon	2016	M	52.1
Exmouth	2006	F	62.4
Exmouth	2006	M	67.8
Exmouth	2011	F	61.7
Exmouth	2011	M	64.1
Exmouth	2016	F	59.8
Exmouth	2016	M	62.5
Boulder	2006	F	55.9
Boulder	2006	M	70.6
Boulder	2011	F	54.9
Boulder	2011	M	66.9
Boulder	2016	F	52.2
Boulder	2016	M	63.1
Kalgoorlie	2006	F	56.8
Kalgoorlie	2006	M	70.3
Kalgoorlie	2011	F	59
Kalgoorlie	2011	M	71.2
Kalgoorlie	2016	F	58.5
Kalgoorlie	2016	M	68.6
Kalgoorlie - North	2006	F	62
Kalgoorlie - North	2006	M	76.6
Kalgoorlie - North	2011	F	62.8
Kalgoorlie - North	2011	M	77.8
Kalgoorlie - North	2016	F	64.5
Kalgoorlie - North	2016	M	75.5
Kalgoorlie Airport	2006	F	0
Kalgoorlie Airport	2006	M	0
Kalgoorlie Airport	2011	F	0
Kalgoorlie Airport	2011	M	0
Kalgoorlie Airport	2016	F	0
Kalgoorlie Airport	2016	M	0
Kambalda - Coolgardie - Norseman	2006	F	48.7
Kambalda - Coolgardie - Norseman	2006	M	70.6
Kambalda - Coolgardie - Norseman	2011	F	50.1
Kambalda - Coolgardie - Norseman	2011	M	67.5
Kambalda - Coolgardie - Norseman	2016	F	48
Kambalda - Coolgardie - Norseman	2016	M	56.9
Leinster - Leonora	2006	F	58.8
Leinster - Leonora	2006	M	74.6
Leinster - Leonora	2011	F	46.9
Leinster - Leonora	2011	M	64.5
Leinster - Leonora	2016	F	36.6
Leinster - Leonora	2016	M	52.4
Trafalgar (WA)	2006	F	0
Trafalgar (WA)	2006	M	0
Trafalgar (WA)	2011	F	0
Trafalgar (WA)	2011	M	0
Trafalgar (WA)	2016	F	0
Trafalgar (WA)	2016	M	0
Geraldton	2006	F	44.4
Geraldton	2006	M	55.6
Geraldton	2011	F	47.2
Geraldton	2011	M	58.1
Geraldton	2016	F	44
Geraldton	2016	M	49
Geraldton - East	2006	F	48
Geraldton - East	2006	M	57.6
Geraldton - East	2011	F	51.8
Geraldton - East	2011	M	59.1
Geraldton - East	2016	F	50
Geraldton - East	2016	M	51.2
Geraldton - North	2006	F	55.6
Geraldton - North	2006	M	65.4
Geraldton - North	2011	F	59.7
Geraldton - North	2011	M	70.2
Geraldton - North	2016	F	57.4
Geraldton - North	2016	M	63.8
Geraldton - South	2006	F	61.9
Geraldton - South	2006	M	73.4
Geraldton - South	2011	F	64.6
Geraldton - South	2011	M	74.5
Geraldton - South	2016	F	60.9
Geraldton - South	2016	M	66.6
Irwin	2006	F	47.2
Irwin	2006	M	56.2
Irwin	2011	F	48.8
Irwin	2011	M	58.7
Irwin	2016	F	44.2
Irwin	2016	M	50.5
Meekatharra	2006	F	47.5
Meekatharra	2006	M	63.7
Meekatharra	2011	F	48.8
Meekatharra	2011	M	64.8
Meekatharra	2016	F	44.5
Meekatharra	2016	M	55.4
Morawa	2006	F	56.2
Morawa	2006	M	69.5
Morawa	2011	F	53.9
Morawa	2011	M	68.8
Morawa	2016	F	50.8
Morawa	2016	M	61.9
Northampton - Mullewa - Greenough	2006	F	53.1
Northampton - Mullewa - Greenough	2006	M	63.7
Northampton - Mullewa - Greenough	2011	F	53.2
Northampton - Mullewa - Greenough	2011	M	60.9
Northampton - Mullewa - Greenough	2016	F	50.2
Northampton - Mullewa - Greenough	2016	M	54.6
Migratory - Offshore - Shipping (WA)	2006	F	88.5
Migratory - Offshore - Shipping (WA)	2006	M	88.8
Migratory - Offshore - Shipping (WA)	2011	F	54.5
Migratory - Offshore - Shipping (WA)	2011	M	79.5
Migratory - Offshore - Shipping (WA)	2016	F	76.9
Migratory - Offshore - Shipping (WA)	2016	M	78.7
No usual address (WA)	2006	F	35.9
No usual address (WA)	2006	M	44.2
No usual address (WA)	2011	F	35.8
No usual address (WA)	2011	M	40.8
No usual address (WA)	2016	F	29
No usual address (WA)	2016	M	33.7
Bridgewater - Gagebrook	2006	F	32.1
Bridgewater - Gagebrook	2006	M	43.7
Bridgewater - Gagebrook	2011	F	32.8
Bridgewater - Gagebrook	2011	M	42.5
Bridgewater - Gagebrook	2016	F	33.9
Bridgewater - Gagebrook	2016	M	39
Brighton - Pontville	2006	F	55.5
Brighton - Pontville	2006	M	68.2
Brighton - Pontville	2011	F	60.1
Brighton - Pontville	2011	M	69.6
Brighton - Pontville	2016	F	60.3
Brighton - Pontville	2016	M	66.8
Old Beach - Otago	2006	F	61.7
Old Beach - Otago	2006	M	72.4
Old Beach - Otago	2011	F	64.4
Old Beach - Otago	2011	M	71.7
Old Beach - Otago	2016	F	63.3
Old Beach - Otago	2016	M	67.7
Bellerive - Rosny	2006	F	49.9
Bellerive - Rosny	2006	M	59
Bellerive - Rosny	2011	F	50.1
Bellerive - Rosny	2011	M	57.6
Bellerive - Rosny	2016	F	50.7
Bellerive - Rosny	2016	M	55.4
Cambridge	2006	F	65.4
Cambridge	2006	M	69.6
Cambridge	2011	F	66.1
Cambridge	2011	M	69.3
Cambridge	2016	F	63.6
Cambridge	2016	M	66.2
Geilston Bay - Risdon	2006	F	58.2
Geilston Bay - Risdon	2006	M	65.9
Geilston Bay - Risdon	2011	F	59.6
Geilston Bay - Risdon	2011	M	64.4
Geilston Bay - Risdon	2016	F	60.8
Geilston Bay - Risdon	2016	M	62.2
Howrah - Tranmere	2006	F	50.9
Howrah - Tranmere	2006	M	60.7
Howrah - Tranmere	2011	F	54
Howrah - Tranmere	2011	M	61.9
Howrah - Tranmere	2016	F	54.6
Howrah - Tranmere	2016	M	58.6
Lindisfarne - Rose Bay	2006	F	49.3
Lindisfarne - Rose Bay	2006	M	58.2
Lindisfarne - Rose Bay	2011	F	50.9
Lindisfarne - Rose Bay	2011	M	60.3
Lindisfarne - Rose Bay	2016	F	47.4
Lindisfarne - Rose Bay	2016	M	54.5
Mornington - Warrane	2006	F	39.6
Mornington - Warrane	2006	M	52.6
Mornington - Warrane	2011	F	43.2
Mornington - Warrane	2011	M	50.9
Mornington - Warrane	2016	F	45.3
Mornington - Warrane	2016	M	50.1
Risdon Vale	2006	F	37.5
Risdon Vale	2006	M	36.2
Risdon Vale	2011	F	40
Risdon Vale	2011	M	36.3
Risdon Vale	2016	F	40.6
Risdon Vale	2016	M	32
Rokeby	2006	F	39.7
Rokeby	2006	M	50.9
Rokeby	2011	F	46.9
Rokeby	2011	M	51
Rokeby	2016	F	48.3
Rokeby	2016	M	51
South Arm	2006	F	63.2
South Arm	2006	M	70.7
South Arm	2011	F	64.3
South Arm	2011	M	67.7
South Arm	2016	F	61.2
South Arm	2016	M	62.3
Austins Ferry - Granton	2006	F	58.5
Austins Ferry - Granton	2006	M	67.6
Austins Ferry - Granton	2011	F	60.7
Austins Ferry - Granton	2011	M	67.1
Austins Ferry - Granton	2016	F	58.8
Austins Ferry - Granton	2016	M	65.3
Berriedale - Chigwell	2006	F	45.8
Berriedale - Chigwell	2006	M	54.3
Berriedale - Chigwell	2011	F	48.5
Berriedale - Chigwell	2011	M	55.9
Berriedale - Chigwell	2016	F	49.4
Berriedale - Chigwell	2016	M	54.3
Claremont (Tas.)	2006	F	43.1
Claremont (Tas.)	2006	M	57
Claremont (Tas.)	2011	F	46.6
Claremont (Tas.)	2011	M	58.5
Claremont (Tas.)	2016	F	46.9
Claremont (Tas.)	2016	M	55.2
Derwent Park - Lutana	2006	F	46.7
Derwent Park - Lutana	2006	M	55.8
Derwent Park - Lutana	2011	F	49.1
Derwent Park - Lutana	2011	M	57.4
Derwent Park - Lutana	2016	F	49.3
Derwent Park - Lutana	2016	M	54
Glenorchy	2006	F	42.7
Glenorchy	2006	M	52.6
Glenorchy	2011	F	44
Glenorchy	2011	M	51.7
Glenorchy	2016	F	42.3
Glenorchy	2016	M	48.1
Montrose - Rosetta	2006	F	47.1
Montrose - Rosetta	2006	M	55.3
Montrose - Rosetta	2011	F	49.2
Montrose - Rosetta	2011	M	57.7
Montrose - Rosetta	2016	F	47.7
Montrose - Rosetta	2016	M	55.8
Moonah	2006	F	47.9
Moonah	2006	M	58.3
Moonah	2011	F	51.1
Moonah	2011	M	57.6
Moonah	2016	F	48.4
Moonah	2016	M	54.6
New Norfolk	2006	F	40.6
New Norfolk	2006	M	51.4
New Norfolk	2011	F	44.2
New Norfolk	2011	M	51.6
New Norfolk	2016	F	43.1
New Norfolk	2016	M	49
West Moonah	2006	F	52.8
West Moonah	2006	M	57.8
West Moonah	2011	F	54.3
West Moonah	2011	M	58.7
West Moonah	2016	F	52.3
West Moonah	2016	M	55.8
Kingston - Huntingfield	2006	F	53.2
Kingston - Huntingfield	2006	M	66.3
Kingston - Huntingfield	2011	F	55.1
Kingston - Huntingfield	2011	M	64.1
Kingston - Huntingfield	2016	F	52.8
Kingston - Huntingfield	2016	M	60.9
Kingston Beach - Blackmans Bay	2006	F	56.7
Kingston Beach - Blackmans Bay	2006	M	65.3
Kingston Beach - Blackmans Bay	2011	F	58.6
Kingston Beach - Blackmans Bay	2011	M	64.5
Kingston Beach - Blackmans Bay	2016	F	55.5
Kingston Beach - Blackmans Bay	2016	M	59.8
Margate - Snug	2006	F	56.7
Margate - Snug	2006	M	65.5
Margate - Snug	2011	F	59.4
Margate - Snug	2011	M	66.7
Margate - Snug	2016	F	58.8
Margate - Snug	2016	M	65.2
Mount Wellington	2006	F	0
Mount Wellington	2006	M	0
