SA2_NAME16	Year	Sex	employmentToPopulation
Guildford West - Merrylands West	2011	F	42.2
Guildford West - Merrylands West	2011	M	57.6
Guildford West - Merrylands West	2016	F	41.8
Guildford West - Merrylands West	2016	M	55.8
Merrylands - Holroyd	2006	F	42.1
Merrylands - Holroyd	2006	M	56.9
Merrylands - Holroyd	2011	F	42.7
Merrylands - Holroyd	2011	M	58
Merrylands - Holroyd	2016	F	43.6
Merrylands - Holroyd	2016	M	58.3
Smithfield Industrial	2006	F	0
Smithfield Industrial	2006	M	0
Smithfield Industrial	2011	F	0
Smithfield Industrial	2011	M	0
Smithfield Industrial	2016	F	0
Smithfield Industrial	2016	M	112.5
Yennora Industrial	2006	F	0
Yennora Industrial	2006	M	0
Yennora Industrial	2011	F	0
Yennora Industrial	2011	M	133.3
Yennora Industrial	2016	F	0
Yennora Industrial	2016	M	37.5
North Parramatta	2006	F	49.3
North Parramatta	2006	M	56.9
North Parramatta	2011	F	51.9
North Parramatta	2011	M	59
North Parramatta	2016	F	50.9
North Parramatta	2016	M	62.3
North Rocks	2006	F	59.5
North Rocks	2006	M	71.3
North Rocks	2011	F	56.6
North Rocks	2011	M	67
North Rocks	2016	F	54.1
North Rocks	2016	M	66.3
Northmead	2006	F	53
Northmead	2006	M	66.5
Northmead	2011	F	54.6
Northmead	2011	M	71.4
Northmead	2016	F	54
Northmead	2016	M	69
Parramatta - Rosehill	2006	F	48.8
Parramatta - Rosehill	2006	M	62.7
Parramatta - Rosehill	2011	F	47.9
Parramatta - Rosehill	2011	M	66.6
Parramatta - Rosehill	2016	F	48.9
Parramatta - Rosehill	2016	M	68.9
Toongabbie - Constitution Hill	2006	F	50
Toongabbie - Constitution Hill	2006	M	64.1
Toongabbie - Constitution Hill	2011	F	50.9
Toongabbie - Constitution Hill	2011	M	63.3
Toongabbie - Constitution Hill	2016	F	50.7
Toongabbie - Constitution Hill	2016	M	62.2
Winston Hills	2006	F	56.9
Winston Hills	2006	M	70.9
Winston Hills	2011	F	57.4
Winston Hills	2011	M	68.1
Winston Hills	2016	F	59.6
Winston Hills	2016	M	66.6
Pendle Hill - Girraween	2006	F	44.8
Pendle Hill - Girraween	2006	M	62.1
Pendle Hill - Girraween	2011	F	44
Pendle Hill - Girraween	2011	M	62.5
Pendle Hill - Girraween	2016	F	45.7
Pendle Hill - Girraween	2016	M	61.9
Wentworthville - Westmead	2006	F	45
Wentworthville - Westmead	2006	M	62.1
Wentworthville - Westmead	2011	F	46.5
Wentworthville - Westmead	2011	M	62.9
Wentworthville - Westmead	2016	F	47
Wentworthville - Westmead	2016	M	64.2
Epping - North Epping	2006	F	54.6
Epping - North Epping	2006	M	65.8
Epping - North Epping	2011	F	53.9
Epping - North Epping	2011	M	65.3
Epping - North Epping	2016	F	53.8
Epping - North Epping	2016	M	63.4
Pennant Hills - Cheltenham	2006	F	55.8
Pennant Hills - Cheltenham	2006	M	67.6
Pennant Hills - Cheltenham	2011	F	56.4
Pennant Hills - Cheltenham	2011	M	67
Pennant Hills - Cheltenham	2016	F	56.3
Pennant Hills - Cheltenham	2016	M	65.5
Eastwood - Denistone	2006	F	51.9
Eastwood - Denistone	2006	M	62.4
Eastwood - Denistone	2011	F	51.3
Eastwood - Denistone	2011	M	61.7
Eastwood - Denistone	2016	F	50.9
Eastwood - Denistone	2016	M	60.6
Gladesville - Huntleys Point	2006	F	58
Gladesville - Huntleys Point	2006	M	68.1
Gladesville - Huntleys Point	2011	F	59.5
Gladesville - Huntleys Point	2011	M	67.9
Gladesville - Huntleys Point	2016	F	59.1
Gladesville - Huntleys Point	2016	M	66
Hunters Hill - Woolwich	2006	F	46.5
Hunters Hill - Woolwich	2006	M	53.4
Hunters Hill - Woolwich	2011	F	47.9
Hunters Hill - Woolwich	2011	M	58.3
Hunters Hill - Woolwich	2016	F	50.2
Hunters Hill - Woolwich	2016	M	56.8
Macquarie Park - Marsfield	2006	F	48.4
Macquarie Park - Marsfield	2006	M	59.2
Macquarie Park - Marsfield	2011	F	46.2
Macquarie Park - Marsfield	2011	M	59.2
Macquarie Park - Marsfield	2016	F	48.8
Macquarie Park - Marsfield	2016	M	58.9
North Ryde - East Ryde	2006	F	53.2
North Ryde - East Ryde	2006	M	62.4
North Ryde - East Ryde	2011	F	54
North Ryde - East Ryde	2011	M	61.3
North Ryde - East Ryde	2016	F	55.4
North Ryde - East Ryde	2016	M	61.9
West Ryde - Meadowbank	2006	F	54
West Ryde - Meadowbank	2006	M	65
West Ryde - Meadowbank	2011	F	57.1
West Ryde - Meadowbank	2011	M	68.4
West Ryde - Meadowbank	2016	F	59
West Ryde - Meadowbank	2016	M	68.9
Putney	2006	F	59.3
Putney	2006	M	70.8
Putney	2011	F	60.7
Putney	2011	M	70.2
Putney	2016	F	59.4
Putney	2016	M	65.9
Ryde	2006	F	52.8
Ryde	2006	M	64
Ryde	2011	F	54.6
Ryde	2011	M	65.3
Ryde	2016	F	55.2
Ryde	2016	M	64.7
Ashcroft - Busby - Miller	2006	F	27.9
Ashcroft - Busby - Miller	2006	M	45.6
Ashcroft - Busby - Miller	2011	F	28.4
Ashcroft - Busby - Miller	2011	M	42.6
Ashcroft - Busby - Miller	2016	F	28.7
Ashcroft - Busby - Miller	2016	M	40.5
Austral - Greendale	2006	F	47.3
Austral - Greendale	2006	M	63.4
Austral - Greendale	2011	F	46.2
Austral - Greendale	2011	M	61
Austral - Greendale	2016	F	46
Austral - Greendale	2016	M	59.7
Cobbitty - Leppington	2006	F	50.5
Cobbitty - Leppington	2006	M	65.2
Cobbitty - Leppington	2011	F	48.3
Cobbitty - Leppington	2011	M	61.5
Cobbitty - Leppington	2016	F	59.3
Cobbitty - Leppington	2016	M	71.3
Badgerys Creek	2006	F	38.5
Badgerys Creek	2006	M	47.9
Badgerys Creek	2011	F	51
Badgerys Creek	2011	M	54.5
Badgerys Creek	2016	F	23.1
Badgerys Creek	2016	M	39.3
Cecil Hills	2006	F	55.9
Cecil Hills	2006	M	73.2
Cecil Hills	2011	F	57.9
Cecil Hills	2011	M	70.7
Cecil Hills	2016	F	55.2
Cecil Hills	2016	M	65.4
Green Valley	2006	F	45.3
Green Valley	2006	M	62.9
Green Valley	2011	F	47.2
Green Valley	2011	M	63.3
Green Valley	2016	F	46.6
Green Valley	2016	M	59.7
Hinchinbrook	2006	F	52.4
Hinchinbrook	2006	M	69.8
Hinchinbrook	2011	F	52.6
Hinchinbrook	2011	M	66.5
Hinchinbrook	2016	F	52.4
Hinchinbrook	2016	M	64.8
Hoxton Park - Carnes Hill - Horningsea Park	2006	F	55.5
Hoxton Park - Carnes Hill - Horningsea Park	2006	M	72.8
Hoxton Park - Carnes Hill - Horningsea Park	2011	F	57.5
Hoxton Park - Carnes Hill - Horningsea Park	2011	M	71.3
Hoxton Park - Carnes Hill - Horningsea Park	2016	F	55.6
Hoxton Park - Carnes Hill - Horningsea Park	2016	M	69.6
West Hoxton - Middleton Grange	2006	F	58.3
West Hoxton - Middleton Grange	2006	M	74.1
West Hoxton - Middleton Grange	2011	F	60
West Hoxton - Middleton Grange	2011	M	73.8
West Hoxton - Middleton Grange	2016	F	59.3
West Hoxton - Middleton Grange	2016	M	70.1
Bonnyrigg Heights - Bonnyrigg	2006	F	39.9
Bonnyrigg Heights - Bonnyrigg	2006	M	56.7
Bonnyrigg Heights - Bonnyrigg	2011	F	42
Bonnyrigg Heights - Bonnyrigg	2011	M	57.1
Bonnyrigg Heights - Bonnyrigg	2016	F	41.5
Bonnyrigg Heights - Bonnyrigg	2016	M	55.2
Bossley Park - Abbotsbury	2006	F	51.4
Bossley Park - Abbotsbury	2006	M	65.6
Bossley Park - Abbotsbury	2011	F	50.3
Bossley Park - Abbotsbury	2011	M	63.4
Bossley Park - Abbotsbury	2016	F	46
Bossley Park - Abbotsbury	2016	M	58.3
Cabramatta - Lansvale	2006	F	29.7
Cabramatta - Lansvale	2006	M	49.4
Cabramatta - Lansvale	2011	F	33
Cabramatta - Lansvale	2011	M	48.7
Cabramatta - Lansvale	2016	F	35.4
Cabramatta - Lansvale	2016	M	49.5
Cabramatta West - Mount Pritchard	2006	F	35.1
Cabramatta West - Mount Pritchard	2006	M	52.9
Cabramatta West - Mount Pritchard	2011	F	37.7
Cabramatta West - Mount Pritchard	2011	M	51.3
Cabramatta West - Mount Pritchard	2016	F	38.5
Cabramatta West - Mount Pritchard	2016	M	52.1
Canley Vale - Canley Heights	2006	F	33.3
Canley Vale - Canley Heights	2006	M	52.4
Canley Vale - Canley Heights	2011	F	35.2
Canley Vale - Canley Heights	2011	M	51
Canley Vale - Canley Heights	2016	F	37.7
Canley Vale - Canley Heights	2016	M	50.4
Edensor Park	2006	F	47.9
Edensor Park	2006	M	64.5
Edensor Park	2011	F	48.6
Edensor Park	2011	M	62.1
Edensor Park	2016	F	45.4
Edensor Park	2016	M	59.2
Fairfield	2006	F	29.3
Fairfield	2006	M	45.8
Fairfield	2011	F	30
Fairfield	2011	M	45.5
Fairfield	2016	F	30
Fairfield	2016	M	42.1
Fairfield - West	2006	F	36.8
Fairfield - West	2006	M	53.3
Fairfield - West	2011	F	36.2
Fairfield - West	2011	M	50.3
Fairfield - West	2016	F	36.2
Fairfield - West	2016	M	47.8
Greenfield Park - Prairiewood	2006	F	43.4
Greenfield Park - Prairiewood	2006	M	57.3
Greenfield Park - Prairiewood	2011	F	42.2
Greenfield Park - Prairiewood	2011	M	57.1
Greenfield Park - Prairiewood	2016	F	40.8
Greenfield Park - Prairiewood	2016	M	52
Horsley Park - Kemps Creek	2006	F	49
Horsley Park - Kemps Creek	2006	M	66.2
Horsley Park - Kemps Creek	2011	F	49.9
Horsley Park - Kemps Creek	2011	M	64
Horsley Park - Kemps Creek	2016	F	49.9
Horsley Park - Kemps Creek	2016	M	62.2
Smithfield - Wetherill Park	2006	F	42.5
Smithfield - Wetherill Park	2006	M	59.1
Smithfield - Wetherill Park	2011	F	41.2
Smithfield - Wetherill Park	2011	M	55
Smithfield - Wetherill Park	2016	F	39.2
Smithfield - Wetherill Park	2016	M	52.1
St Johns Park - Wakeley	2006	F	42.4
St Johns Park - Wakeley	2006	M	59.5
St Johns Park - Wakeley	2011	F	42.2
St Johns Park - Wakeley	2011	M	58.1
St Johns Park - Wakeley	2016	F	41.2
St Johns Park - Wakeley	2016	M	53.7
Wetherill Park Industrial	2006	F	0
Wetherill Park Industrial	2006	M	0
Wetherill Park Industrial	2011	F	0
Wetherill Park Industrial	2011	M	46.7
Wetherill Park Industrial	2016	F	0
Wetherill Park Industrial	2016	M	60
Casula	2006	F	50.3
Casula	2006	M	65.8
Casula	2011	F	48
Casula	2011	M	59.8
Casula	2016	F	47.4
Casula	2016	M	60.2
Chipping Norton - Moorebank	2006	F	56.5
Chipping Norton - Moorebank	2006	M	69.2
Chipping Norton - Moorebank	2011	F	55.5
Chipping Norton - Moorebank	2011	M	66.6
Chipping Norton - Moorebank	2016	F	54.7
Chipping Norton - Moorebank	2016	M	65.9
Holsworthy - Wattle Grove	2006	F	64
Holsworthy - Wattle Grove	2006	M	79.7
Holsworthy - Wattle Grove	2011	F	62.9
Holsworthy - Wattle Grove	2011	M	77.1
Holsworthy - Wattle Grove	2016	F	62.7
Holsworthy - Wattle Grove	2016	M	72.1
Liverpool	2006	F	33.5
Liverpool	2006	M	49.6
Liverpool	2011	F	32.7
Liverpool	2011	M	48.5
Liverpool	2016	F	32.9
Liverpool	2016	M	46.8
Lurnea - Cartwright	2006	F	32.9
Lurnea - Cartwright	2006	M	48.6
Lurnea - Cartwright	2011	F	32.9
Lurnea - Cartwright	2011	M	48.7
Lurnea - Cartwright	2016	F	32.3
Lurnea - Cartwright	2016	M	44.8
Prestons - Edmondson Park	2006	F	54.3
Prestons - Edmondson Park	2006	M	70.5
Prestons - Edmondson Park	2011	F	57
Prestons - Edmondson Park	2011	M	71.7
Prestons - Edmondson Park	2016	F	54.5
Prestons - Edmondson Park	2016	M	68.4
Warwick Farm	2006	F	31.8
Warwick Farm	2006	M	45.3
Warwick Farm	2011	F	28.1
Warwick Farm	2011	M	44.3
Warwick Farm	2016	F	34.2
Warwick Farm	2016	M	47.4
Gymea - Grays Point	2006	F	60.5
Gymea - Grays Point	2006	M	72.2
Gymea - Grays Point	2011	F	61.7
Gymea - Grays Point	2011	M	70.7
Gymea - Grays Point	2016	F	62.8
Gymea - Grays Point	2016	M	69.2
Miranda - Yowie Bay	2006	F	53.7
Miranda - Yowie Bay	2006	M	65.3
Miranda - Yowie Bay	2011	F	53.8
Miranda - Yowie Bay	2011	M	65.2
Miranda - Yowie Bay	2016	F	54.2
Miranda - Yowie Bay	2016	M	63.8
Sylvania - Taren Point	2006	F	49.4
Sylvania - Taren Point	2006	M	64.5
Sylvania - Taren Point	2011	F	49.9
Sylvania - Taren Point	2011	M	61.3
Sylvania - Taren Point	2016	F	48.3
Sylvania - Taren Point	2016	M	59.8
Caringbah	2006	F	53.1
Caringbah	2006	M	65.4
Caringbah	2011	F	57.5
Caringbah	2011	M	69.1
Caringbah	2016	F	58.2
Caringbah	2016	M	68.7
Caringbah South	2006	F	57
Caringbah South	2006	M	68.9
Caringbah South	2011	F	57.7
Caringbah South	2011	M	68.6
Caringbah South	2016	F	58.2
Caringbah South	2016	M	66.3
Cronulla - Kurnell - Bundeena	2006	F	57.7
Cronulla - Kurnell - Bundeena	2006	M	66.7
Cronulla - Kurnell - Bundeena	2011	F	62.3
Cronulla - Kurnell - Bundeena	2011	M	71.1
Cronulla - Kurnell - Bundeena	2016	F	60.6
Cronulla - Kurnell - Bundeena	2016	M	68.6
Lilli Pilli - Port Hacking - Dolans Bay	2006	F	62.2
Lilli Pilli - Port Hacking - Dolans Bay	2006	M	71.8
Lilli Pilli - Port Hacking - Dolans Bay	2011	F	60.1
Lilli Pilli - Port Hacking - Dolans Bay	2011	M	68.9
Lilli Pilli - Port Hacking - Dolans Bay	2016	F	63.2
Lilli Pilli - Port Hacking - Dolans Bay	2016	M	70.6
Woolaware - Burraneer	2006	F	56.7
Woolaware - Burraneer	2006	M	69.9
Woolaware - Burraneer	2011	F	60.8
Woolaware - Burraneer	2011	M	69.4
Woolaware - Burraneer	2016	F	62.3
Woolaware - Burraneer	2016	M	70.1
Heathcote - Waterfall	2006	F	58.1
Heathcote - Waterfall	2006	M	73
Heathcote - Waterfall	2011	F	58.8
Heathcote - Waterfall	2011	M	69.6
Heathcote - Waterfall	2016	F	55.8
Heathcote - Waterfall	2016	M	67.5
Illawong - Alfords Point	2006	F	66
Illawong - Alfords Point	2006	M	75.6
Illawong - Alfords Point	2011	F	66
Illawong - Alfords Point	2011	M	72.4
Illawong - Alfords Point	2016	F	65.2
Illawong - Alfords Point	2016	M	68.9
Menai - Lucas Heights - Woronora	2006	F	67.1
Menai - Lucas Heights - Woronora	2006	M	77.6
Menai - Lucas Heights - Woronora	2011	F	67
Menai - Lucas Heights - Woronora	2011	M	75.2
Menai - Lucas Heights - Woronora	2016	F	64.9
Menai - Lucas Heights - Woronora	2016	M	72.4
Oyster Bay - Como - Jannali	2006	F	61.3
Oyster Bay - Como - Jannali	2006	M	71.6
Oyster Bay - Como - Jannali	2011	F	60.2
Oyster Bay - Como - Jannali	2011	M	70
Oyster Bay - Como - Jannali	2016	F	60.8
Oyster Bay - Como - Jannali	2016	M	68.7
Royal National Park	2006	F	0
Royal National Park	2006	M	0
Royal National Park	2011	F	75
Royal National Park	2011	M	25
Royal National Park	2016	F	70.6
Royal National Park	2016	M	120
Sutherland - Kirrawee	2006	F	57.3
Sutherland - Kirrawee	2006	M	70.7
Sutherland - Kirrawee	2011	F	57
Sutherland - Kirrawee	2011	M	68.9
Sutherland - Kirrawee	2016	F	58.5
Sutherland - Kirrawee	2016	M	68.4
Engadine	2006	F	63.5
Engadine	2006	M	75.3
Engadine	2011	F	62
Engadine	2011	M	71.1
Engadine	2016	F	62
Engadine	2016	M	68.8
Loftus - Yarrawarrah	2006	F	63.6
Loftus - Yarrawarrah	2006	M	73.4
Loftus - Yarrawarrah	2011	F	63.3
Loftus - Yarrawarrah	2011	M	71.6
Loftus - Yarrawarrah	2016	F	63.1
Loftus - Yarrawarrah	2016	M	68.9
Woronora Heights	2006	F	73.5
Woronora Heights	2006	M	82.3
Woronora Heights	2011	F	71.9
Woronora Heights	2011	M	79.6
Woronora Heights	2016	F	71.1
Woronora Heights	2016	M	76.4
Migratory - Offshore - Shipping (NSW)	2006	F	71.4
Migratory - Offshore - Shipping (NSW)	2006	M	81.1
Migratory - Offshore - Shipping (NSW)	2011	F	12.7
Migratory - Offshore - Shipping (NSW)	2011	M	41.2
Migratory - Offshore - Shipping (NSW)	2016	F	31.4
Migratory - Offshore - Shipping (NSW)	2016	M	36.3
No usual address (NSW)	2006	F	34
No usual address (NSW)	2006	M	40.7
No usual address (NSW)	2011	F	30.3
No usual address (NSW)	2011	M	31.8
No usual address (NSW)	2016	F	28.1
No usual address (NSW)	2016	M	29.3
Alfredton	2006	F	58.6
Alfredton	2006	M	69.8
Alfredton	2011	F	60.2
Alfredton	2011	M	68.6
Alfredton	2016	F	60.9
Alfredton	2016	M	67.9
Ballarat	2006	F	52.3
Ballarat	2006	M	62.5
Ballarat	2011	F	53.5
Ballarat	2011	M	60.4
Ballarat	2016	F	52
Ballarat	2016	M	57.3
Ballarat - North	2006	F	50.7
Ballarat - North	2006	M	62.6
Ballarat - North	2011	F	53.4
Ballarat - North	2011	M	63.2
Ballarat - North	2016	F	52.1
Ballarat - North	2016	M	60.2
Ballarat - South	2006	F	45.9
Ballarat - South	2006	M	58
Ballarat - South	2011	F	47.8
Ballarat - South	2011	M	58.7
Ballarat - South	2016	F	46.8
Ballarat - South	2016	M	54.3
Buninyong	2006	F	56.9
Buninyong	2006	M	67.3
Buninyong	2011	F	59.9
Buninyong	2011	M	64.3
Buninyong	2016	F	56
Buninyong	2016	M	60.3
Delacombe	2006	F	52.1
Delacombe	2006	M	65.8
Delacombe	2011	F	55.1
Delacombe	2011	M	64.4
Delacombe	2016	F	54.4
Delacombe	2016	M	62.7
Smythes Creek	2006	F	57.3
Smythes Creek	2006	M	69.4
Smythes Creek	2011	F	59.8
Smythes Creek	2011	M	68.8
Smythes Creek	2016	F	61.1
Smythes Creek	2016	M	66
Wendouree - Miners Rest	2006	F	38.7
Wendouree - Miners Rest	2006	M	53.4
Wendouree - Miners Rest	2011	F	42.9
Wendouree - Miners Rest	2011	M	55.8
Wendouree - Miners Rest	2016	F	41.9
Wendouree - Miners Rest	2016	M	52.2
Bacchus Marsh Region	2006	F	52.5
Bacchus Marsh Region	2006	M	65.6
Bacchus Marsh Region	2011	F	54.3
Bacchus Marsh Region	2011	M	66.4
Bacchus Marsh Region	2016	F	52.1
Bacchus Marsh Region	2016	M	61
Creswick - Clunes	2006	F	46.2
Creswick - Clunes	2006	M	57.4
Creswick - Clunes	2011	F	47.6
Creswick - Clunes	2011	M	57.2
Creswick - Clunes	2016	F	45.6
Creswick - Clunes	2016	M	52.2
Daylesford	2006	F	47.6
Daylesford	2006	M	57
Daylesford	2011	F	49
Daylesford	2011	M	57.6
Daylesford	2016	F	47.9
Daylesford	2016	M	54.5
Gordon (Vic.)	2006	F	51.8
Gordon (Vic.)	2006	M	66.2
Gordon (Vic.)	2011	F	54.4
Gordon (Vic.)	2011	M	65
Gordon (Vic.)	2016	F	54.6
Gordon (Vic.)	2016	M	61.9
Avoca	2006	F	39.6
Avoca	2006	M	53.2
Avoca	2011	F	40.6
Avoca	2011	M	50.7
Avoca	2016	F	39.2
Avoca	2016	M	46.5
Beaufort	2006	F	42.2
Beaufort	2006	M	52.9
Beaufort	2011	F	44.7
Beaufort	2011	M	51.5
Beaufort	2016	F	46.6
Beaufort	2016	M	42
Golden Plains - North	2006	F	46.1
Golden Plains - North	2006	M	57.6
Golden Plains - North	2011	F	51.3
Golden Plains - North	2011	M	58.2
Golden Plains - North	2016	F	50.1
Golden Plains - North	2016	M	56
Maryborough (Vic.)	2006	F	34
Maryborough (Vic.)	2006	M	46.5
Maryborough (Vic.)	2011	F	37.1
Maryborough (Vic.)	2011	M	45.3
Maryborough (Vic.)	2016	F	35.9
Maryborough (Vic.)	2016	M	41.8
Maryborough Region	2006	F	39.2
Maryborough Region	2006	M	46.6
Maryborough Region	2011	F	42.2
Maryborough Region	2011	M	47.3
Maryborough Region	2016	F	38.5
Maryborough Region	2016	M	43.6
Bendigo	2006	F	45
Bendigo	2006	M	55.2
Bendigo	2011	F	46.6
Bendigo	2011	M	56.8
Bendigo	2016	F	47
Bendigo	2016	M	53.1
California Gully - Eaglehawk	2006	F	42.6
California Gully - Eaglehawk	2006	M	55.6
California Gully - Eaglehawk	2011	F	46.2
California Gully - Eaglehawk	2011	M	56.8
California Gully - Eaglehawk	2016	F	45.1
California Gully - Eaglehawk	2016	M	52.9
East Bendigo - Kennington	2006	F	50.4
East Bendigo - Kennington	2006	M	60.7
East Bendigo - Kennington	2011	F	50.6
East Bendigo - Kennington	2011	M	60.7
East Bendigo - Kennington	2016	F	48.4
East Bendigo - Kennington	2016	M	56.5
Flora Hill - Spring Gully	2006	F	53.4
Flora Hill - Spring Gully	2006	M	61.9
Flora Hill - Spring Gully	2011	F	55.3
Flora Hill - Spring Gully	2011	M	63.2
Flora Hill - Spring Gully	2016	F	54.1
Flora Hill - Spring Gully	2016	M	59.8
Kangaroo Flat - Golden Square	2006	F	46.8
Kangaroo Flat - Golden Square	2006	M	59.5
Kangaroo Flat - Golden Square	2011	F	47.8
Kangaroo Flat - Golden Square	2011	M	59.2
Kangaroo Flat - Golden Square	2016	F	46.5
Kangaroo Flat - Golden Square	2016	M	55.1
Maiden Gully	2006	F	65.2
Maiden Gully	2006	M	75.8
Maiden Gully	2011	F	68.4
Maiden Gully	2011	M	75.5
Maiden Gully	2016	F	64
Maiden Gully	2016	M	70.8
Strathfieldsaye	2006	F	66.2
Strathfieldsaye	2006	M	74.4
Strathfieldsaye	2011	F	65.6
Strathfieldsaye	2011	M	73.6
Strathfieldsaye	2016	F	62.2
Strathfieldsaye	2016	M	68.6
White Hills - Ascot	2006	F	55.8
White Hills - Ascot	2006	M	66.3
White Hills - Ascot	2011	F	57.2
White Hills - Ascot	2011	M	69
White Hills - Ascot	2016	F	59.1
White Hills - Ascot	2016	M	65.8
Bendigo Region - South	2006	F	58.6
Bendigo Region - South	2006	M	68.4
Bendigo Region - South	2011	F	59.8
Bendigo Region - South	2011	M	68.5
Bendigo Region - South	2016	F	60.6
Bendigo Region - South	2016	M	65.2
Castlemaine	2006	F	41.5
Castlemaine	2006	M	49.3
Castlemaine	2011	F	46.4
Castlemaine	2011	M	49.7
Castlemaine	2016	F	45.7
Castlemaine	2016	M	44.4
Castlemaine Region	2006	F	49.4
Castlemaine Region	2006	M	58.2
Castlemaine Region	2011	F	50.1
Castlemaine Region	2011	M	56.9
Castlemaine Region	2016	F	47.5
Castlemaine Region	2016	M	53.3
Heathcote	2006	F	34.1
Heathcote	2006	M	44.2
Heathcote	2011	F	38.1
Heathcote	2011	M	47.4
Heathcote	2016	F	37.5
Heathcote	2016	M	44.3
Kyneton	2006	F	49.7
Kyneton	2006	M	62.2
Kyneton	2011	F	51.7
Kyneton	2011	M	61.5
Kyneton	2016	F	50.1
Kyneton	2016	M	57.8
Woodend	2006	F	57.5
Woodend	2006	M	67.4
Woodend	2011	F	57.4
Woodend	2011	M	66.9
Woodend	2016	F	53.6
Woodend	2016	M	62.5
Bendigo Region - North	2006	F	53.7
Bendigo Region - North	2006	M	65.6
Bendigo Region - North	2011	F	53.7
Bendigo Region - North	2011	M	63.2
Bendigo Region - North	2016	F	52.2
Bendigo Region - North	2016	M	59.5
Loddon	2006	F	43.6
Loddon	2006	M	56.3
Loddon	2011	F	42
Loddon	2011	M	51.5
Loddon	2016	F	40.9
Loddon	2016	M	47.5
Bannockburn	2006	F	60
Bannockburn	2006	M	74.8
Bannockburn	2011	F	59.4
Bannockburn	2011	M	73.3
Bannockburn	2016	F	58.8
Bannockburn	2016	M	68.7
Golden Plains - South	2006	F	53.2
Golden Plains - South	2006	M	68.3
Golden Plains - South	2011	F	56
Golden Plains - South	2011	M	70.1
Golden Plains - South	2016	F	56.6
Golden Plains - South	2016	M	66.4
Winchelsea	2006	F	54.6
Winchelsea	2006	M	68.6
Winchelsea	2011	F	55.3
Winchelsea	2011	M	66.6
Winchelsea	2016	F	55.5
Winchelsea	2016	M	65.1
Belmont	2006	F	46.3
Belmont	2006	M	59.6
Belmont	2011	F	50.7
Belmont	2011	M	60.7
Belmont	2016	F	51.6
Belmont	2016	M	59.8
Corio - Norlane	2006	F	36.5
Corio - Norlane	2006	M	51.1
Corio - Norlane	2011	F	39
Corio - Norlane	2011	M	50.7
Corio - Norlane	2016	F	37.3
Corio - Norlane	2016	M	46.1
Geelong	2006	F	51.6
Geelong	2006	M	63
Geelong	2011	F	54.8
Geelong	2011	M	64.3
Geelong	2016	F	54.9
Geelong	2016	M	60.6
Geelong West - Hamlyn Heights	2006	F	50.4
Geelong West - Hamlyn Heights	2006	M	62.5
Geelong West - Hamlyn Heights	2011	F	55.6
Geelong West - Hamlyn Heights	2011	M	64.5
Geelong West - Hamlyn Heights	2016	F	56.7
Geelong West - Hamlyn Heights	2016	M	64.4
Grovedale	2006	F	51.8
Grovedale	2006	M	66.8
Grovedale	2011	F	53.5
Grovedale	2011	M	65.7
Grovedale	2016	F	53.4
Grovedale	2016	M	62.9
Highton	2006	F	53.8
Highton	2006	M	66
Highton	2011	F	56.2
Highton	2011	M	65.2
Highton	2016	F	56.1
Highton	2016	M	62.5
Lara	2006	F	55.9
Lara	2006	M	64.3
Lara	2011	F	57.4
Lara	2011	M	62.7
Lara	2016	F	56.9
Lara	2016	M	57.9
Leopold	2006	F	54.7
Leopold	2006	M	68.4
Leopold	2011	F	55.6
Leopold	2011	M	65.4
Leopold	2016	F	54.8
Leopold	2016	M	60.8
Newcomb - Moolap	2006	F	43.5
Newcomb - Moolap	2006	M	58.7
Newcomb - Moolap	2011	F	46
Newcomb - Moolap	2011	M	59.1
Newcomb - Moolap	2016	F	43.6
Newcomb - Moolap	2016	M	53.6
Newtown (Vic.)	2006	F	52.3
Newtown (Vic.)	2006	M	65.4
Newtown (Vic.)	2011	F	55.9
Newtown (Vic.)	2011	M	67.7
Newtown (Vic.)	2016	F	56.3
Newtown (Vic.)	2016	M	63.6
North Geelong - Bell Park	2006	F	43.8
North Geelong - Bell Park	2006	M	55.8
North Geelong - Bell Park	2011	F	45.1
North Geelong - Bell Park	2011	M	55.4
North Geelong - Bell Park	2016	F	46
North Geelong - Bell Park	2016	M	54.5
Clifton Springs	2006	F	47.2
Clifton Springs	2006	M	60.7
Clifton Springs	2011	F	49.1
Clifton Springs	2011	M	59.1
Clifton Springs	2016	F	48.2
Clifton Springs	2016	M	55.9
Lorne - Anglesea	2006	F	46
Lorne - Anglesea	2006	M	55.8
Lorne - Anglesea	2011	F	47.3
Lorne - Anglesea	2011	M	58.2
Lorne - Anglesea	2016	F	50
Lorne - Anglesea	2016	M	55.8
Ocean Grove - Barwon Heads	2006	F	53.2
Ocean Grove - Barwon Heads	2006	M	64.9
Ocean Grove - Barwon Heads	2011	F	54.4
Ocean Grove - Barwon Heads	2011	M	65.2
Ocean Grove - Barwon Heads	2016	F	56.2
Ocean Grove - Barwon Heads	2016	M	64
Portarlington	2006	F	31.3
Portarlington	2006	M	39.7
Portarlington	2011	F	34.1
Portarlington	2011	M	43.2
Portarlington	2016	F	34.1
Portarlington	2016	M	39
Point Lonsdale - Queenscliff	2006	F	39.2
Point Lonsdale - Queenscliff	2006	M	49.8
Point Lonsdale - Queenscliff	2011	F	41.2
Point Lonsdale - Queenscliff	2011	M	51.1
Point Lonsdale - Queenscliff	2016	F	37.5
