SA2_NAME16	Year	SpeaksEnglishOnly	persons
Balgowlah - Clontarf - Seaforth	2011	0	2258
Balgowlah - Clontarf - Seaforth	2011	1	16230
Balgowlah - Clontarf - Seaforth	2016	0	2630
Balgowlah - Clontarf - Seaforth	2016	1	16674
Manly - Fairlight	2006	0	2089
Manly - Fairlight	2006	1	15250
Manly - Fairlight	2011	0	2626
Manly - Fairlight	2011	1	16335
Manly - Fairlight	2016	0	3260
Manly - Fairlight	2016	1	16715
Avalon - Palm Beach	2006	0	543
Avalon - Palm Beach	2006	1	10870
Avalon - Palm Beach	2011	0	649
Avalon - Palm Beach	2011	1	11131
Avalon - Palm Beach	2016	0	739
Avalon - Palm Beach	2016	1	11084
Bayview - Elanora Heights	2006	0	572
Bayview - Elanora Heights	2006	1	8698
Bayview - Elanora Heights	2011	0	747
Bayview - Elanora Heights	2011	1	9172
Bayview - Elanora Heights	2016	0	850
Bayview - Elanora Heights	2016	1	9272
Newport - Bilgola	2006	0	711
Newport - Bilgola	2006	1	10887
Newport - Bilgola	2011	0	813
Newport - Bilgola	2011	1	11470
Newport - Bilgola	2016	0	952
Newport - Bilgola	2016	1	11805
Warriewood - Mona Vale	2006	0	1787
Warriewood - Mona Vale	2006	1	17053
Warriewood - Mona Vale	2011	0	2089
Warriewood - Mona Vale	2011	1	18927
Warriewood - Mona Vale	2016	0	2676
Warriewood - Mona Vale	2016	1	20200
Beacon Hill - Narraweena	2006	0	2186
Beacon Hill - Narraweena	2006	1	9085
Beacon Hill - Narraweena	2011	0	2573
Beacon Hill - Narraweena	2011	1	10071
Beacon Hill - Narraweena	2016	0	2954
Beacon Hill - Narraweena	2016	1	10332
Cromer	2006	0	765
Cromer	2006	1	6056
Cromer	2011	0	864
Cromer	2011	1	6164
Cromer	2016	0	980
Cromer	2016	1	6191
Dee Why - North Curl Curl	2006	0	4352
Dee Why - North Curl Curl	2006	1	14241
Dee Why - North Curl Curl	2011	0	5776
Dee Why - North Curl Curl	2011	1	15879
Dee Why - North Curl Curl	2016	0	7147
Dee Why - North Curl Curl	2016	1	16207
Forestville - Killarney Heights	2006	0	2396
Forestville - Killarney Heights	2006	1	9227
Forestville - Killarney Heights	2011	0	2662
Forestville - Killarney Heights	2011	1	9289
Forestville - Killarney Heights	2016	0	3032
Forestville - Killarney Heights	2016	1	9422
Frenchs Forest - Belrose	2006	0	3264
Frenchs Forest - Belrose	2006	1	19835
Frenchs Forest - Belrose	2011	0	3309
Frenchs Forest - Belrose	2011	1	20253
Frenchs Forest - Belrose	2016	0	4016
Frenchs Forest - Belrose	2016	1	20303
Freshwater - Brookvale	2006	0	2390
Freshwater - Brookvale	2006	1	15158
Freshwater - Brookvale	2011	0	2647
Freshwater - Brookvale	2011	1	15695
Freshwater - Brookvale	2016	0	3172
Freshwater - Brookvale	2016	1	16561
Manly Vale - Allambie Heights	2006	0	2100
Manly Vale - Allambie Heights	2006	1	12725
Manly Vale - Allambie Heights	2011	0	2317
Manly Vale - Allambie Heights	2011	1	13108
Manly Vale - Allambie Heights	2016	0	2637
Manly Vale - Allambie Heights	2016	1	13494
Narrabeen - Collaroy	2006	0	1947
Narrabeen - Collaroy	2006	1	18686
Narrabeen - Collaroy	2011	0	2238
Narrabeen - Collaroy	2011	1	19069
Narrabeen - Collaroy	2016	0	2830
Narrabeen - Collaroy	2016	1	20408
Terrey Hills - Duffys Forest	2006	0	229
Terrey Hills - Duffys Forest	2006	1	2982
Terrey Hills - Duffys Forest	2011	0	253
Terrey Hills - Duffys Forest	2011	1	3159
Terrey Hills - Duffys Forest	2016	0	332
Terrey Hills - Duffys Forest	2016	1	3111
Camden - Ellis Lane	2006	0	373
Camden - Ellis Lane	2006	1	9872
Camden - Ellis Lane	2011	0	504
Camden - Ellis Lane	2011	1	11255
Camden - Ellis Lane	2016	0	689
Camden - Ellis Lane	2016	1	11760
Elderslie - Harrington Park	2006	0	881
Elderslie - Harrington Park	2006	1	11500
Elderslie - Harrington Park	2011	0	1407
Elderslie - Harrington Park	2011	1	14270
Elderslie - Harrington Park	2016	0	2469
Elderslie - Harrington Park	2016	1	17737
Mount Annan - Currans Hill	2006	0	1768
Mount Annan - Currans Hill	2006	1	18705
Mount Annan - Currans Hill	2011	0	2398
Mount Annan - Currans Hill	2011	1	20945
Mount Annan - Currans Hill	2016	0	3513
Mount Annan - Currans Hill	2016	1	24114
Bradbury - Wedderburn	2006	0	2681
Bradbury - Wedderburn	2006	1	14784
Bradbury - Wedderburn	2011	0	2983
Bradbury - Wedderburn	2011	1	15266
Bradbury - Wedderburn	2016	0	3320
Bradbury - Wedderburn	2016	1	14540
Campbelltown - Woodbine	2006	0	3272
Campbelltown - Woodbine	2006	1	10389
Campbelltown - Woodbine	2011	0	3824
Campbelltown - Woodbine	2011	1	11184
Campbelltown - Woodbine	2016	0	5255
Campbelltown - Woodbine	2016	1	11801
Claymore - Eagle Vale - Raby	2006	0	4333
Claymore - Eagle Vale - Raby	2006	1	15662
Claymore - Eagle Vale - Raby	2011	0	4329
Claymore - Eagle Vale - Raby	2011	1	15398
Claymore - Eagle Vale - Raby	2016	0	4799
Claymore - Eagle Vale - Raby	2016	1	14420
Holsworthy Military Area	2006	0	0
Holsworthy Military Area	2006	1	0
Holsworthy Military Area	2011	0	0
Holsworthy Military Area	2011	1	0
Holsworthy Military Area	2016	0	0
Holsworthy Military Area	2016	1	0
Ingleburn - Denham Court	2006	0	4042
Ingleburn - Denham Court	2006	1	11127
Ingleburn - Denham Court	2011	0	5143
Ingleburn - Denham Court	2011	1	10808
Ingleburn - Denham Court	2016	0	7802
Ingleburn - Denham Court	2016	1	10962
Leumeah - Minto Heights	2006	0	2187
Leumeah - Minto Heights	2006	1	12488
Leumeah - Minto Heights	2011	0	2675
Leumeah - Minto Heights	2011	1	12684
Leumeah - Minto Heights	2016	0	3577
Leumeah - Minto Heights	2016	1	12235
Macquarie Fields - Glenfield	2006	0	5887
Macquarie Fields - Glenfield	2006	1	12039
Macquarie Fields - Glenfield	2011	0	7852
Macquarie Fields - Glenfield	2011	1	11875
Macquarie Fields - Glenfield	2016	0	10457
Macquarie Fields - Glenfield	2016	1	11304
Minto - St Andrews	2006	0	5356
Minto - St Andrews	2006	1	12349
Minto - St Andrews	2011	0	6021
Minto - St Andrews	2011	1	10785
Minto - St Andrews	2016	0	8118
Minto - St Andrews	2016	1	10913
Rosemeadow - Glen Alpine	2006	0	4037
Rosemeadow - Glen Alpine	2006	1	15435
Rosemeadow - Glen Alpine	2011	0	4220
Rosemeadow - Glen Alpine	2011	1	14742
Rosemeadow - Glen Alpine	2016	0	4707
Rosemeadow - Glen Alpine	2016	1	14876
Bargo	2006	0	207
Bargo	2006	1	4713
Bargo	2011	0	237
Bargo	2011	1	4978
Bargo	2016	0	308
Bargo	2016	1	5105
Douglas Park - Appin	2006	0	359
Douglas Park - Appin	2006	1	6342
Douglas Park - Appin	2011	0	389
Douglas Park - Appin	2011	1	6464
Douglas Park - Appin	2016	0	552
Douglas Park - Appin	2016	1	8611
Picton - Tahmoor - Buxton	2006	0	754
Picton - Tahmoor - Buxton	2006	1	13239
Picton - Tahmoor - Buxton	2011	0	760
Picton - Tahmoor - Buxton	2011	1	13945
Picton - Tahmoor - Buxton	2016	0	897
Picton - Tahmoor - Buxton	2016	1	14922
The Oaks - Oakdale	2006	0	412
The Oaks - Oakdale	2006	1	7265
The Oaks - Oakdale	2011	0	453
The Oaks - Oakdale	2011	1	7796
The Oaks - Oakdale	2016	0	577
The Oaks - Oakdale	2016	1	7981
Blackheath - Megalong Valley	2006	0	235
Blackheath - Megalong Valley	2006	1	4560
Blackheath - Megalong Valley	2011	0	252
Blackheath - Megalong Valley	2011	1	4540
Blackheath - Megalong Valley	2016	0	347
Blackheath - Megalong Valley	2016	1	4803
Blaxland - Warrimoo - Lapstone	2006	0	746
Blaxland - Warrimoo - Lapstone	2006	1	17121
Blaxland - Warrimoo - Lapstone	2011	0	771
Blaxland - Warrimoo - Lapstone	2011	1	17331
Blaxland - Warrimoo - Lapstone	2016	0	963
Blaxland - Warrimoo - Lapstone	2016	1	17313
Blue Mountains - North	2006	0	0
Blue Mountains - North	2006	1	0
Blue Mountains - North	2011	0	0
Blue Mountains - North	2011	1	30
Blue Mountains - North	2016	0	0
Blue Mountains - North	2016	1	13
Katoomba - Leura	2006	0	921
Katoomba - Leura	2006	1	10595
Katoomba - Leura	2011	0	973
Katoomba - Leura	2011	1	10840
Katoomba - Leura	2016	0	1287
Katoomba - Leura	2016	1	11045
Lawson - Hazelbrook - Linden	2006	0	479
Lawson - Hazelbrook - Linden	2006	1	9751
Lawson - Hazelbrook - Linden	2011	0	577
Lawson - Hazelbrook - Linden	2011	1	10106
Lawson - Hazelbrook - Linden	2016	0	653
Lawson - Hazelbrook - Linden	2016	1	10140
Springwood - Winmalee	2006	0	875
Springwood - Winmalee	2006	1	20321
Springwood - Winmalee	2011	0	931
Springwood - Winmalee	2011	1	20450
Springwood - Winmalee	2016	0	1023
Springwood - Winmalee	2016	1	19909
Wentworth Falls	2006	0	301
Wentworth Falls	2006	1	5029
Wentworth Falls	2011	0	350
Wentworth Falls	2011	1	5159
Wentworth Falls	2016	0	414
Wentworth Falls	2016	1	5339
Blue Mountains - South	2006	0	0
Blue Mountains - South	2006	1	0
Blue Mountains - South	2011	0	0
Blue Mountains - South	2011	1	8
Blue Mountains - South	2016	0	0
Blue Mountains - South	2016	1	3
Cambridge Park	2006	0	1099
Cambridge Park	2006	1	13757
Cambridge Park	2011	0	1138
Cambridge Park	2011	1	13526
Cambridge Park	2016	0	1370
Cambridge Park	2016	1	13571
Castlereagh - Cranebrook	2006	0	1403
Castlereagh - Cranebrook	2006	1	14075
Castlereagh - Cranebrook	2011	0	1577
Castlereagh - Cranebrook	2011	1	15121
Castlereagh - Cranebrook	2016	0	3441
Castlereagh - Cranebrook	2016	1	19101
Emu Plains - Leonay	2006	0	755
Emu Plains - Leonay	2006	1	12420
Emu Plains - Leonay	2011	0	808
Emu Plains - Leonay	2011	1	12524
Emu Plains - Leonay	2016	0	904
Emu Plains - Leonay	2016	1	12620
Glenmore Park - Regentville	2006	0	2376
Glenmore Park - Regentville	2006	1	17034
Glenmore Park - Regentville	2011	0	2710
Glenmore Park - Regentville	2011	1	17667
Glenmore Park - Regentville	2016	0	2981
Glenmore Park - Regentville	2016	1	17515
Jamisontown - South Penrith	2006	0	1248
Jamisontown - South Penrith	2006	1	14599
Jamisontown - South Penrith	2011	0	1409
Jamisontown - South Penrith	2011	1	14747
Jamisontown - South Penrith	2016	0	1753
Jamisontown - South Penrith	2016	1	14678
Kingswood - Werrington	2006	0	2515
Kingswood - Werrington	2006	1	11829
Kingswood - Werrington	2011	0	3396
Kingswood - Werrington	2011	1	12866
Kingswood - Werrington	2016	0	4634
Kingswood - Werrington	2016	1	13793
Mulgoa - Luddenham - Orchard Hills	2006	0	940
Mulgoa - Luddenham - Orchard Hills	2006	1	5138
Mulgoa - Luddenham - Orchard Hills	2011	0	926
Mulgoa - Luddenham - Orchard Hills	2011	1	5364
Mulgoa - Luddenham - Orchard Hills	2016	0	1569
Mulgoa - Luddenham - Orchard Hills	2016	1	7425
Penrith	2006	0	1309
Penrith	2006	1	9254
Penrith	2011	0	1606
Penrith	2011	1	9410
Penrith	2016	0	2264
Penrith	2016	1	10046
Warragamba - Silverdale	2006	0	293
Warragamba - Silverdale	2006	1	4296
Warragamba - Silverdale	2011	0	312
Warragamba - Silverdale	2011	1	4577
Warragamba - Silverdale	2016	0	345
Warragamba - Silverdale	2016	1	4598
Richmond - Clarendon	2006	0	822
Richmond - Clarendon	2006	1	11442
Richmond - Clarendon	2011	0	912
Richmond - Clarendon	2011	1	11955
Richmond - Clarendon	2016	0	1035
Richmond - Clarendon	2016	1	11927
Windsor - Bligh Park	2006	0	619
Windsor - Bligh Park	2006	1	13763
Windsor - Bligh Park	2011	0	726
Windsor - Bligh Park	2011	1	14166
Windsor - Bligh Park	2016	0	872
Windsor - Bligh Park	2016	1	13691
Yarramundi - Londonderry	2006	0	655
Yarramundi - Londonderry	2006	1	5388
Yarramundi - Londonderry	2011	0	605
Yarramundi - Londonderry	2011	1	5305
Yarramundi - Londonderry	2016	0	640
Yarramundi - Londonderry	2016	1	5297
Erskine Park	2006	0	1398
Erskine Park	2006	1	5275
Erskine Park	2011	0	1298
Erskine Park	2011	1	5132
Erskine Park	2016	0	1391
Erskine Park	2016	1	4819
St Clair	2006	0	4010
St Clair	2006	1	15480
St Clair	2011	0	4194
St Clair	2011	1	15067
St Clair	2016	0	4466
St Clair	2016	1	14502
Colyton - Oxley Park	2006	0	2168
Colyton - Oxley Park	2006	1	7528
Colyton - Oxley Park	2011	0	2462
Colyton - Oxley Park	2011	1	7898
Colyton - Oxley Park	2016	0	3062
Colyton - Oxley Park	2016	1	7773
St Marys - North St Marys	2006	0	2763
St Marys - North St Marys	2006	1	9657
St Marys - North St Marys	2011	0	3404
St Marys - North St Marys	2011	1	10307
St Marys - North St Marys	2016	0	4123
St Marys - North St Marys	2016	1	10581
Homebush Bay - Silverwater	2006	0	3385
Homebush Bay - Silverwater	2006	1	3059
Homebush Bay - Silverwater	2011	0	4932
Homebush Bay - Silverwater	2011	1	4285
Homebush Bay - Silverwater	2016	0	9121
Homebush Bay - Silverwater	2016	1	6193
Rookwood Cemetery	2006	0	0
Rookwood Cemetery	2006	1	0
Rookwood Cemetery	2011	0	0
Rookwood Cemetery	2011	1	10
Rookwood Cemetery	2016	0	0
Rookwood Cemetery	2016	1	3
Auburn - Central	2006	0	10922
Auburn - Central	2006	1	2063
Auburn - Central	2011	0	12231
Auburn - Central	2011	1	1957
Auburn - Central	2016	0	14039
Auburn - Central	2016	1	2203
Auburn - North	2006	0	7201
Auburn - North	2006	1	1026
Auburn - North	2011	0	8107
Auburn - North	2011	1	1007
Auburn - North	2016	0	9551
Auburn - North	2016	1	1025
Auburn - South	2006	0	4363
Auburn - South	2006	1	1595
Auburn - South	2011	0	5763
Auburn - South	2011	1	1488
Auburn - South	2016	0	6533
Auburn - South	2016	1	1554
Berala	2006	0	5272
Berala	2006	1	2071
Berala	2011	0	6125
Berala	2011	1	1897
Berala	2016	0	6714
Berala	2016	1	1851
Lidcombe	2006	0	9549
Lidcombe	2006	1	3207
Lidcombe	2011	0	12515
Lidcombe	2011	1	3295
Lidcombe	2016	0	15131
Lidcombe	2016	1	3767
Regents Park	2006	0	2987
Regents Park	2006	1	1728
Regents Park	2011	0	3132
Regents Park	2011	1	1383
Regents Park	2016	0	3550
Regents Park	2016	1	1296
Carlingford	2006	0	9826
Carlingford	2006	1	13114
Carlingford	2011	0	11642
Carlingford	2011	1	12169
Carlingford	2016	0	15087
Carlingford	2016	1	11456
Ermington - Rydalmere	2006	0	6004
Ermington - Rydalmere	2006	1	10678
Ermington - Rydalmere	2011	0	7449
Ermington - Rydalmere	2011	1	10834
Ermington - Rydalmere	2016	0	9320
Ermington - Rydalmere	2016	1	11159
Oatlands - Dundas Valley	2006	0	4909
Oatlands - Dundas Valley	2006	1	8779
Oatlands - Dundas Valley	2011	0	6509
Oatlands - Dundas Valley	2011	1	8487
Oatlands - Dundas Valley	2016	0	8806
Oatlands - Dundas Valley	2016	1	8133
Chester Hill - Sefton	2006	0	8036
Chester Hill - Sefton	2006	1	6330
Chester Hill - Sefton	2011	0	9702
Chester Hill - Sefton	2011	1	5983
Chester Hill - Sefton	2016	0	11316
Chester Hill - Sefton	2016	1	5704
Fairfield - East	2006	0	8497
Fairfield - East	2006	1	3636
Fairfield - East	2011	0	10094
Fairfield - East	2011	1	3650
Fairfield - East	2016	0	10726
Fairfield - East	2016	1	3671
Granville - Clyde	2006	0	10665
Granville - Clyde	2006	1	5001
Granville - Clyde	2011	0	11761
Granville - Clyde	2011	1	5014
Granville - Clyde	2016	0	14444
Granville - Clyde	2016	1	4945
Greystanes - Pemulwuy	2006	0	6787
Greystanes - Pemulwuy	2006	1	13531
Greystanes - Pemulwuy	2011	0	8330
Greystanes - Pemulwuy	2011	1	14364
Greystanes - Pemulwuy	2016	0	10241
Greystanes - Pemulwuy	2016	1	15005
Guildford - South Granville	2006	0	9666
Guildford - South Granville	2006	1	5074
Guildford - South Granville	2011	0	11967
Guildford - South Granville	2011	1	4992
Guildford - South Granville	2016	0	14211
Guildford - South Granville	2016	1	5093
Guildford West - Merrylands West	2006	0	7872
Guildford West - Merrylands West	2006	1	8450
Guildford West - Merrylands West	2011	0	9604
Guildford West - Merrylands West	2011	1	8186
Guildford West - Merrylands West	2016	0	11478
Guildford West - Merrylands West	2016	1	8089
Merrylands - Holroyd	2006	0	12406
Merrylands - Holroyd	2006	1	9574
Merrylands - Holroyd	2011	0	14694
Merrylands - Holroyd	2011	1	9337
Merrylands - Holroyd	2016	0	17633
Merrylands - Holroyd	2016	1	9371
Smithfield Industrial	2006	0	0
Smithfield Industrial	2006	1	0
Smithfield Industrial	2011	0	0
Smithfield Industrial	2011	1	5
Smithfield Industrial	2016	0	12
Smithfield Industrial	2016	1	3
Yennora Industrial	2006	0	0
Yennora Industrial	2006	1	0
Yennora Industrial	2011	0	8
Yennora Industrial	2011	1	4
Yennora Industrial	2016	0	10
Yennora Industrial	2016	1	3
North Parramatta	2006	0	7538
North Parramatta	2006	1	8060
North Parramatta	2011	0	9958
North Parramatta	2011	1	8508
North Parramatta	2016	0	11585
North Parramatta	2016	1	8748
North Rocks	2006	0	1777
North Rocks	2006	1	5255
North Rocks	2011	0	2247
North Rocks	2011	1	5210
North Rocks	2016	0	2768
North Rocks	2016	1	4915
Northmead	2006	0	4923
Northmead	2006	1	8107
Northmead	2011	0	8106
Northmead	2011	1	8262
Northmead	2016	0	10470
Northmead	2016	1	8454
Parramatta - Rosehill	2006	0	11742
Parramatta - Rosehill	2006	1	5153
Parramatta - Rosehill	2011	0	15224
Parramatta - Rosehill	2011	1	5120
Parramatta - Rosehill	2016	0	21158
Parramatta - Rosehill	2016	1	5522
Toongabbie - Constitution Hill	2006	0	6029
Toongabbie - Constitution Hill	2006	1	12719
Toongabbie - Constitution Hill	2011	0	7477
Toongabbie - Constitution Hill	2011	1	12520
Toongabbie - Constitution Hill	2016	0	9193
Toongabbie - Constitution Hill	2016	1	11760
Winston Hills	2006	0	2068
Winston Hills	2006	1	7256
Winston Hills	2011	0	2411
Winston Hills	2011	1	7633
Winston Hills	2016	0	2779
Winston Hills	2016	1	7789
Pendle Hill - Girraween	2006	0	4445
Pendle Hill - Girraween	2006	1	5076
Pendle Hill - Girraween	2011	0	6186
Pendle Hill - Girraween	2011	1	4517
Pendle Hill - Girraween	2016	0	8046
Pendle Hill - Girraween	2016	1	4083
Wentworthville - Westmead	2006	0	6877
Wentworthville - Westmead	2006	1	5167
Wentworthville - Westmead	2011	0	8749
Wentworthville - Westmead	2011	1	4730
Wentworthville - Westmead	2016	0	10685
Wentworthville - Westmead	2016	1	4161
Epping - North Epping	2006	0	8149
Epping - North Epping	2006	1	13718
Epping - North Epping	2011	0	10342
Epping - North Epping	2011	1	12669
Epping - North Epping	2016	0	14585
Epping - North Epping	2016	1	11774
Pennant Hills - Cheltenham	2006	0	3646
Pennant Hills - Cheltenham	2006	1	14115
Pennant Hills - Cheltenham	2011	0	4614
Pennant Hills - Cheltenham	2011	1	14451
Pennant Hills - Cheltenham	2016	0	6083
Pennant Hills - Cheltenham	2016	1	13702
Eastwood - Denistone	2006	0	9143
Eastwood - Denistone	2006	1	11709
Eastwood - Denistone	2011	0	11299
Eastwood - Denistone	2011	1	10809
Eastwood - Denistone	2016	0	14561
Eastwood - Denistone	2016	1	9627
Gladesville - Huntleys Point	2006	0	3011
Gladesville - Huntleys Point	2006	1	9693
Gladesville - Huntleys Point	2011	0	3257
Gladesville - Huntleys Point	2011	1	9760
Gladesville - Huntleys Point	2016	0	3716
Gladesville - Huntleys Point	2016	1	9960
Hunters Hill - Woolwich	2006	0	1528
Hunters Hill - Woolwich	2006	1	7608
Hunters Hill - Woolwich	2011	0	1646
Hunters Hill - Woolwich	2011	1	7812
Hunters Hill - Woolwich	2016	0	1859
Hunters Hill - Woolwich	2016	1	7916
Macquarie Park - Marsfield	2006	0	7502
Macquarie Park - Marsfield	2006	1	8501
Macquarie Park - Marsfield	2011	0	9378
Macquarie Park - Marsfield	2011	1	8026
Macquarie Park - Marsfield	2016	0	12194
Macquarie Park - Marsfield	2016	1	8457
North Ryde - East Ryde	2006	0	3552
North Ryde - East Ryde	2006	1	8449
North Ryde - East Ryde	2011	0	3762
North Ryde - East Ryde	2011	1	7702
North Ryde - East Ryde	2016	0	4499
North Ryde - East Ryde	2016	1	7436
West Ryde - Meadowbank	2006	0	6235
West Ryde - Meadowbank	2006	1	7841
West Ryde - Meadowbank	2011	0	8275
West Ryde - Meadowbank	2011	1	7944
West Ryde - Meadowbank	2016	0	10584
West Ryde - Meadowbank	2016	1	8075
Putney	2006	0	995
Putney	2006	1	3047
Putney	2011	0	1133
Putney	2011	1	2807
Putney	2016	0	1245
Putney	2016	1	2761
Ryde	2006	0	7061
Ryde	2006	1	11406
Ryde	2011	0	9046
Ryde	2011	1	12149
Ryde	2016	0	12835
Ryde	2016	1	12976
Ashcroft - Busby - Miller	2006	0	6848
Ashcroft - Busby - Miller	2006	1	7887
Ashcroft - Busby - Miller	2011	0	7706
Ashcroft - Busby - Miller	2011	1	7506
Ashcroft - Busby - Miller	2016	0	8495
Ashcroft - Busby - Miller	2016	1	7151
Austral - Greendale	2006	0	2909
Austral - Greendale	2006	1	4788
Austral - Greendale	2011	0	3237
Austral - Greendale	2011	1	5079
Austral - Greendale	2016	0	3153
Austral - Greendale	2016	1	4992
Cobbitty - Leppington	2006	0	1542
Cobbitty - Leppington	2006	1	3999
Cobbitty - Leppington	2011	0	1583
Cobbitty - Leppington	2011	1	4292
Cobbitty - Leppington	2016	0	4692
Cobbitty - Leppington	2016	1	11891
Badgerys Creek	2006	0	31
Badgerys Creek	2006	1	196
Badgerys Creek	2011	0	0
Badgerys Creek	2011	1	104
Badgerys Creek	2016	0	16
Badgerys Creek	2016	1	38
Cecil Hills	2006	0	3793
Cecil Hills	2006	1	2654
Cecil Hills	2011	0	3986
Cecil Hills	2011	1	2699
Cecil Hills	2016	0	3953
Cecil Hills	2016	1	2746
Green Valley	2006	0	7663
Green Valley	2006	1	3274
Green Valley	2011	0	8477
Green Valley	2011	1	3443
Green Valley	2016	0	8454
Green Valley	2016	1	3510
Hinchinbrook	2006	0	5249
Hinchinbrook	2006	1	3625
Hinchinbrook	2011	0	5603
Hinchinbrook	2011	1	3574
Hinchinbrook	2016	0	7652
Hinchinbrook	2016	1	4198
Hoxton Park - Carnes Hill - Horningsea Park	2006	0	4010
Hoxton Park - Carnes Hill - Horningsea Park	2006	1	3743
Hoxton Park - Carnes Hill - Horningsea Park	2011	0	4764
Hoxton Park - Carnes Hill - Horningsea Park	2011	1	3914
Hoxton Park - Carnes Hill - Horningsea Park	2016	0	6503
Hoxton Park - Carnes Hill - Horningsea Park	2016	1	4628
West Hoxton - Middleton Grange	2006	0	3689
West Hoxton - Middleton Grange	2006	1	3962
West Hoxton - Middleton Grange	2011	0	4984
West Hoxton - Middleton Grange	2011	1	5000
West Hoxton - Middleton Grange	2016	0	7611
West Hoxton - Middleton Grange	2016	1	6863
Bonnyrigg Heights - Bonnyrigg	2006	0	10961
Bonnyrigg Heights - Bonnyrigg	2006	1	3633
Bonnyrigg Heights - Bonnyrigg	2011	0	10993
Bonnyrigg Heights - Bonnyrigg	2011	1	3608
Bonnyrigg Heights - Bonnyrigg	2016	0	11603
Bonnyrigg Heights - Bonnyrigg	2016	1	3856
Bossley Park - Abbotsbury	2006	0	10156
Bossley Park - Abbotsbury	2006	1	7394
Bossley Park - Abbotsbury	2011	0	10591
Bossley Park - Abbotsbury	2011	1	7155
Bossley Park - Abbotsbury	2016	0	11290
Bossley Park - Abbotsbury	2016	1	6964
Cabramatta - Lansvale	2006	0	17223
Cabramatta - Lansvale	2006	1	3148
Cabramatta - Lansvale	2011	0	18714
Cabramatta - Lansvale	2011	1	3306
Cabramatta - Lansvale	2016	0	19881
Cabramatta - Lansvale	2016	1	3640
Cabramatta West - Mount Pritchard	2006	0	9242
Cabramatta West - Mount Pritchard	2006	1	5042
Cabramatta West - Mount Pritchard	2011	0	10088
Cabramatta West - Mount Pritchard	2011	1	4859
Cabramatta West - Mount Pritchard	2016	0	11205
Cabramatta West - Mount Pritchard	2016	1	5027
Canley Vale - Canley Heights	2006	0	14021
Canley Vale - Canley Heights	2006	1	3755
Canley Vale - Canley Heights	2011	0	15090
Canley Vale - Canley Heights	2011	1	3595
Canley Vale - Canley Heights	2016	0	16144
Canley Vale - Canley Heights	2016	1	3807
Edensor Park	2006	0	6153
Edensor Park	2006	1	2893
Edensor Park	2011	0	6283
Edensor Park	2011	1	2884
Edensor Park	2016	0	6559
Edensor Park	2016	1	2931
Fairfield	2006	0	11102
Fairfield	2006	1	2896
Fairfield	2011	0	13137
Fairfield	2011	1	3062
Fairfield	2016	0	13841
Fairfield	2016	1	3061
Fairfield - West	2006	0	10673
Fairfield - West	2006	1	4821
Fairfield - West	2011	0	12149
Fairfield - West	2011	1	4541
Fairfield - West	2016	0	13797
Fairfield - West	2016	1	4510
Greenfield Park - Prairiewood	2006	0	5683
Greenfield Park - Prairiewood	2006	1	2164
Greenfield Park - Prairiewood	2011	0	5600
Greenfield Park - Prairiewood	2011	1	1953
Greenfield Park - Prairiewood	2016	0	6060
Greenfield Park - Prairiewood	2016	1	2011
Horsley Park - Kemps Creek	2006	0	1592
Horsley Park - Kemps Creek	2006	1	2288
Horsley Park - Kemps Creek	2011	0	1590
Horsley Park - Kemps Creek	2011	1	2387
Horsley Park - Kemps Creek	2016	0	1677
Horsley Park - Kemps Creek	2016	1	2357
Smithfield - Wetherill Park	2006	0	8832
Smithfield - Wetherill Park	2006	1	6796
Smithfield - Wetherill Park	2011	0	9583
Smithfield - Wetherill Park	2011	1	6629
Smithfield - Wetherill Park	2016	0	10819
Smithfield - Wetherill Park	2016	1	6373
St Johns Park - Wakeley	2006	0	7561
St Johns Park - Wakeley	2006	1	2220
St Johns Park - Wakeley	2011	0	8175
St Johns Park - Wakeley	2011	1	2207
St Johns Park - Wakeley	2016	0	8139
St Johns Park - Wakeley	2016	1	2354
Wetherill Park Industrial	2006	0	0
Wetherill Park Industrial	2006	1	0
Wetherill Park Industrial	2011	0	19
Wetherill Park Industrial	2011	1	6
Wetherill Park Industrial	2016	0	27
Wetherill Park Industrial	2016	1	9
Casula	2006	0	6132
Casula	2006	1	6376
Casula	2011	0	7299
Casula	2011	1	6404
Casula	2016	0	8396
Casula	2016	1	6266
Chipping Norton - Moorebank	2006	0	4645
Chipping Norton - Moorebank	2006	1	8991
Chipping Norton - Moorebank	2011	0	5800
Chipping Norton - Moorebank	2011	1	9200
Chipping Norton - Moorebank	2016	0	7573
Chipping Norton - Moorebank	2016	1	10432
Holsworthy - Wattle Grove	2006	0	4319
Holsworthy - Wattle Grove	2006	1	13192
Holsworthy - Wattle Grove	2011	0	5392
Holsworthy - Wattle Grove	2011	1	13563
Holsworthy - Wattle Grove	2016	0	6340
Holsworthy - Wattle Grove	2016	1	13541
Liverpool	2006	0	13323
Liverpool	2006	1	5592
Liverpool	2011	0	15897
Liverpool	2011	1	5640
Liverpool	2016	0	17683
Liverpool	2016	1	6054
Lurnea - Cartwright	2006	0	4185
Lurnea - Cartwright	2006	1	4873
Lurnea - Cartwright	2011	0	5454
Lurnea - Cartwright	2011	1	4823
Lurnea - Cartwright	2016	0	6353
Lurnea - Cartwright	2016	1	4374
Prestons - Edmondson Park	2006	0	6203
Prestons - Edmondson Park	2006	1	5456
