SA2_NAME16	Year	SpeaksEnglishOnly	persons
Welshpool	2016	1	9
Willetton	2006	0	3527
Willetton	2006	1	13133
Willetton	2011	0	4997
Willetton	2011	1	12052
Willetton	2016	0	6975
Willetton	2016	1	10742
Beckenham - Kenwick - Langford	2006	0	2929
Beckenham - Kenwick - Langford	2006	1	11904
Beckenham - Kenwick - Langford	2011	0	5246
Beckenham - Kenwick - Langford	2011	1	11166
Beckenham - Kenwick - Langford	2016	0	7675
Beckenham - Kenwick - Langford	2016	1	10255
Canning Vale - East	2006	0	2671
Canning Vale - East	2006	1	10387
Canning Vale - East	2011	0	6038
Canning Vale - East	2011	1	12725
Canning Vale - East	2016	0	9047
Canning Vale - East	2016	1	12238
Gosnells	2006	0	1306
Gosnells	2006	1	14907
Gosnells	2011	0	2461
Gosnells	2011	1	15058
Gosnells	2016	0	4508
Gosnells	2016	1	14177
Huntingdale - Southern River	2006	0	1034
Huntingdale - Southern River	2006	1	9490
Huntingdale - Southern River	2011	0	2295
Huntingdale - Southern River	2011	1	11687
Huntingdale - Southern River	2016	0	5620
Huntingdale - Southern River	2016	1	12705
Maddington - Orange Grove - Martin	2006	0	1356
Maddington - Orange Grove - Martin	2006	1	8817
Maddington - Orange Grove - Martin	2011	0	2409
Maddington - Orange Grove - Martin	2011	1	8571
Maddington - Orange Grove - Martin	2016	0	4399
Maddington - Orange Grove - Martin	2016	1	8392
Thornlie	2006	0	3246
Thornlie	2006	1	18065
Thornlie	2011	0	4785
Thornlie	2011	1	17218
Thornlie	2016	0	6502
Thornlie	2016	1	15647
Forrestfield - Wattle Grove	2006	0	959
Forrestfield - Wattle Grove	2006	1	11831
Forrestfield - Wattle Grove	2011	0	1784
Forrestfield - Wattle Grove	2011	1	13326
Forrestfield - Wattle Grove	2016	0	3762
Forrestfield - Wattle Grove	2016	1	13903
High Wycombe	2006	0	461
High Wycombe	2006	1	9447
High Wycombe	2011	0	759
High Wycombe	2011	1	10314
High Wycombe	2016	0	1107
High Wycombe	2016	1	10336
Kalamunda - Maida Vale - Gooseberry Hill	2006	0	785
Kalamunda - Maida Vale - Gooseberry Hill	2006	1	13048
Kalamunda - Maida Vale - Gooseberry Hill	2011	0	885
Kalamunda - Maida Vale - Gooseberry Hill	2011	1	13099
Kalamunda - Maida Vale - Gooseberry Hill	2016	0	1053
Kalamunda - Maida Vale - Gooseberry Hill	2016	1	13127
Lesmurdie - Bickley - Carmel	2006	0	836
Lesmurdie - Bickley - Carmel	2006	1	9781
Lesmurdie - Bickley - Carmel	2011	0	798
Lesmurdie - Bickley - Carmel	2011	1	10016
Lesmurdie - Bickley - Carmel	2016	0	871
Lesmurdie - Bickley - Carmel	2016	1	10104
Byford	2006	0	146
Byford	2006	1	4075
Byford	2011	0	408
Byford	2011	1	7423
Byford	2016	0	1967
Byford	2016	1	13255
Mundijong	2006	0	201
Mundijong	2006	1	4720
Mundijong	2011	0	220
Mundijong	2011	1	5261
Mundijong	2016	0	353
Mundijong	2016	1	5653
Serpentine - Jarrahdale	2006	0	120
Serpentine - Jarrahdale	2006	1	3222
Serpentine - Jarrahdale	2011	0	126
Serpentine - Jarrahdale	2011	1	3422
Serpentine - Jarrahdale	2016	0	148
Serpentine - Jarrahdale	2016	1	3582
Como	2006	0	1837
Como	2006	1	9713
Como	2011	0	2628
Como	2011	1	10015
Como	2016	0	3020
Como	2016	1	9997
Manning - Waterford	2006	0	2528
Manning - Waterford	2006	1	7390
Manning - Waterford	2011	0	2730
Manning - Waterford	2011	1	7628
Manning - Waterford	2016	0	3138
Manning - Waterford	2016	1	7698
South Perth - Kensington	2006	0	2198
South Perth - Kensington	2006	1	11790
South Perth - Kensington	2011	0	2921
South Perth - Kensington	2011	1	12401
South Perth - Kensington	2016	0	3110
South Perth - Kensington	2016	1	12259
Banjup	2006	0	724
Banjup	2006	1	7068
Banjup	2011	0	2110
Banjup	2011	1	11521
Banjup	2016	0	3614
Banjup	2016	1	13207
Bibra Industrial	2006	0	0
Bibra Industrial	2006	1	3
Bibra Industrial	2011	0	0
Bibra Industrial	2011	1	19
Bibra Industrial	2016	0	0
Bibra Industrial	2016	1	4
Bibra Lake	2006	0	0
Bibra Lake	2006	1	0
Bibra Lake	2011	0	0
Bibra Lake	2011	1	0
Bibra Lake	2016	0	0
Bibra Lake	2016	1	0
Coogee	2006	0	1339
Coogee	2006	1	5367
Coogee	2011	0	1483
Coogee	2011	1	5757
Coogee	2016	0	1696
Coogee	2016	1	6677
Coolbellup	2006	0	988
Coolbellup	2006	1	6236
Coolbellup	2011	0	1135
Coolbellup	2011	1	6278
Coolbellup	2016	0	1325
Coolbellup	2016	1	6285
Hamilton Hill	2006	0	2132
Hamilton Hill	2006	1	6566
Hamilton Hill	2011	0	2361
Hamilton Hill	2011	1	6977
Hamilton Hill	2016	0	2423
Hamilton Hill	2016	1	7060
Henderson	2006	0	0
Henderson	2006	1	0
Henderson	2011	0	0
Henderson	2011	1	11
Henderson	2016	0	0
Henderson	2016	1	12
North Coogee	2006	0	0
North Coogee	2006	1	0
North Coogee	2011	0	68
North Coogee	2011	1	464
North Coogee	2016	0	314
North Coogee	2016	1	1827
South Lake - Cockburn Central	2006	0	1421
South Lake - Cockburn Central	2006	1	8861
South Lake - Cockburn Central	2011	0	1913
South Lake - Cockburn Central	2011	1	8769
South Lake - Cockburn Central	2016	0	2309
South Lake - Cockburn Central	2016	1	8492
Spearwood	2006	0	2426
Spearwood	2006	1	5935
Spearwood	2011	0	2580
Spearwood	2011	1	6167
Spearwood	2016	0	2820
Spearwood	2016	1	6514
Success - Hammond Park	2006	0	765
Success - Hammond Park	2006	1	4836
Success - Hammond Park	2011	0	2284
Success - Hammond Park	2011	1	8138
Success - Hammond Park	2016	0	4003
Success - Hammond Park	2016	1	10057
Yangebup	2006	0	717
Yangebup	2006	1	4970
Yangebup	2011	0	1045
Yangebup	2011	1	5670
Yangebup	2016	0	1377
Yangebup	2016	1	5605
Beeliar - Wattleup	2006	0	820
Beeliar - Wattleup	2006	1	4127
Beeliar - Wattleup	2011	0	1174
Beeliar - Wattleup	2011	1	5068
Beeliar - Wattleup	2016	0	1659
Beeliar - Wattleup	2016	1	6108
Jandakot	2006	0	487
Jandakot	2006	1	2105
Jandakot	2011	0	519
Jandakot	2011	1	2100
Jandakot	2016	0	445
Jandakot	2016	1	2023
East Fremantle	2006	0	561
East Fremantle	2006	1	5675
East Fremantle	2011	0	629
East Fremantle	2011	1	5981
East Fremantle	2016	0	604
East Fremantle	2016	1	6283
Fremantle	2006	0	1617
Fremantle	2006	1	9814
Fremantle	2011	0	1832
Fremantle	2011	1	10505
Fremantle	2016	0	1931
Fremantle	2016	1	11226
Fremantle - South	2006	0	2162
Fremantle - South	2006	1	9511
Fremantle - South	2011	0	2222
Fremantle - South	2011	1	10622
Fremantle - South	2016	0	2353
Fremantle - South	2016	1	11008
O'Connor (WA)	2006	0	0
O'Connor (WA)	2006	1	9
O'Connor (WA)	2011	0	0
O'Connor (WA)	2011	1	3
O'Connor (WA)	2016	0	0
O'Connor (WA)	2016	1	10
Bertram - Wellard (West)	2006	0	197
Bertram - Wellard (West)	2006	1	3039
Bertram - Wellard (West)	2011	0	1066
Bertram - Wellard (West)	2011	1	6332
Bertram - Wellard (West)	2016	0	4143
Bertram - Wellard (West)	2016	1	9126
Calista	2006	0	363
Calista	2006	1	5242
Calista	2011	0	628
Calista	2011	1	5967
Calista	2016	0	896
Calista	2016	1	6117
Hope Valley - Postans	2006	0	23
Hope Valley - Postans	2006	1	174
Hope Valley - Postans	2011	0	7
Hope Valley - Postans	2011	1	89
Hope Valley - Postans	2016	0	8
Hope Valley - Postans	2016	1	49
Kwinana Industrial	2006	0	6
Kwinana Industrial	2006	1	113
Kwinana Industrial	2011	0	4
Kwinana Industrial	2011	1	11
Kwinana Industrial	2016	0	4
Kwinana Industrial	2016	1	17
Parmelia - Orelia	2006	0	663
Parmelia - Orelia	2006	1	8590
Parmelia - Orelia	2011	0	992
Parmelia - Orelia	2011	1	9060
Parmelia - Orelia	2016	0	1441
Parmelia - Orelia	2016	1	8493
Casuarina - Wandi	2006	0	101
Casuarina - Wandi	2006	1	2101
Casuarina - Wandi	2011	0	137
Casuarina - Wandi	2011	1	2222
Casuarina - Wandi	2016	0	935
Casuarina - Wandi	2016	1	4008
Applecross - Ardross	2006	0	1662
Applecross - Ardross	2006	1	7818
Applecross - Ardross	2011	0	1944
Applecross - Ardross	2011	1	7998
Applecross - Ardross	2016	0	2381
Applecross - Ardross	2016	1	8152
Bateman	2006	0	666
Bateman	2006	1	2749
Bateman	2011	0	908
Bateman	2011	1	2720
Bateman	2016	0	1016
Bateman	2016	1	2559
Bicton - Palmyra	2006	0	795
Bicton - Palmyra	2006	1	10838
Bicton - Palmyra	2011	0	1098
Bicton - Palmyra	2011	1	11283
Bicton - Palmyra	2016	0	1335
Bicton - Palmyra	2016	1	11534
Booragoon	2006	0	1931
Booragoon	2006	1	10814
Booragoon	2011	0	2476
Booragoon	2011	1	10787
Booragoon	2016	0	3122
Booragoon	2016	1	10642
Bull Creek	2006	0	1521
Bull Creek	2006	1	5952
Bull Creek	2011	0	1857
Bull Creek	2011	1	5399
Bull Creek	2016	0	2294
Bull Creek	2016	1	5212
Leeming	2006	0	1590
Leeming	2006	1	9657
Leeming	2011	0	1802
Leeming	2011	1	9068
Leeming	2016	0	2049
Leeming	2016	1	8404
Melville	2006	0	1266
Melville	2006	1	12454
Melville	2011	0	1661
Melville	2011	1	13259
Melville	2016	0	1749
Melville	2016	1	13728
Murdoch - Kardinya	2006	0	2933
Murdoch - Kardinya	2006	1	8382
Murdoch - Kardinya	2011	0	3182
Murdoch - Kardinya	2011	1	8562
Murdoch - Kardinya	2016	0	3443
Murdoch - Kardinya	2016	1	7994
Willagee	2006	0	389
Willagee	2006	1	3676
Willagee	2011	0	547
Willagee	2011	1	3969
Willagee	2016	0	655
Willagee	2016	1	3913
Winthrop	2006	0	2192
Winthrop	2006	1	4032
Winthrop	2011	0	2168
Winthrop	2011	1	3931
Winthrop	2016	0	1993
Winthrop	2016	1	3761
Baldivis	2006	0	186
Baldivis	2006	1	6122
Baldivis	2011	0	951
Baldivis	2011	1	15053
Baldivis	2016	0	3187
Baldivis	2016	1	27298
Cooloongup	2006	0	318
Cooloongup	2006	1	7778
Cooloongup	2011	0	474
Cooloongup	2011	1	7724
Cooloongup	2016	0	700
Cooloongup	2016	1	7280
Port Kennedy	2006	0	545
Port Kennedy	2006	1	11502
Port Kennedy	2011	0	732
Port Kennedy	2011	1	12371
Port Kennedy	2016	0	915
Port Kennedy	2016	1	11989
Rockingham	2006	0	872
Rockingham	2006	1	11404
Rockingham	2011	0	1339
Rockingham	2011	1	12501
Rockingham	2016	0	1513
Rockingham	2016	1	12349
Rockingham Lakes	2006	0	0
Rockingham Lakes	2006	1	10
Rockingham Lakes	2011	0	0
Rockingham Lakes	2011	1	11
Rockingham Lakes	2016	0	0
Rockingham Lakes	2016	1	0
Safety Bay - Shoalwater	2006	0	350
Safety Bay - Shoalwater	2006	1	9216
Safety Bay - Shoalwater	2011	0	574
Safety Bay - Shoalwater	2011	1	10154
Safety Bay - Shoalwater	2016	0	635
Safety Bay - Shoalwater	2016	1	10226
Singleton - Golden Bay - Secret Harbour	2006	0	245
Singleton - Golden Bay - Secret Harbour	2006	1	9152
Singleton - Golden Bay - Secret Harbour	2011	0	656
Singleton - Golden Bay - Secret Harbour	2011	1	14341
Singleton - Golden Bay - Secret Harbour	2016	0	963
Singleton - Golden Bay - Secret Harbour	2016	1	17568
Waikiki	2006	0	514
Waikiki	2006	1	9800
Waikiki	2011	0	763
Waikiki	2011	1	10515
Waikiki	2016	0	1125
Waikiki	2016	1	10571
Warnbro	2006	0	382
Warnbro	2006	1	10320
Warnbro	2011	0	567
Warnbro	2011	1	9942
Warnbro	2016	0	627
Warnbro	2016	1	9261
Albany	2006	0	653
Albany	2006	1	12239
Albany	2011	0	1009
Albany	2011	1	12182
Albany	2016	0	1144
Albany	2016	1	12208
Albany Region	2006	0	76
Albany Region	2006	1	2778
Albany Region	2011	0	92
Albany Region	2011	1	2815
Albany Region	2016	0	109
Albany Region	2016	1	3077
Bayonet Head - Lower King	2006	0	106
Bayonet Head - Lower King	2006	1	3730
Bayonet Head - Lower King	2011	0	156
Bayonet Head - Lower King	2011	1	3955
Bayonet Head - Lower King	2016	0	189
Bayonet Head - Lower King	2016	1	4393
Denmark	2006	0	136
Denmark	2006	1	4181
Denmark	2011	0	185
Denmark	2011	1	4797
Denmark	2016	0	239
Denmark	2016	1	5069
Gnowangerup	2006	0	54
Gnowangerup	2006	1	2910
Gnowangerup	2011	0	56
Gnowangerup	2011	1	2681
Gnowangerup	2016	0	99
Gnowangerup	2016	1	2439
Katanning	2006	0	511
Katanning	2006	1	3617
Katanning	2011	0	763
Katanning	2011	1	3668
Katanning	2016	0	801
Katanning	2016	1	3185
Kojonup	2006	0	130
Kojonup	2006	1	3935
Kojonup	2011	0	146
Kojonup	2011	1	3884
Kojonup	2016	0	138
Kojonup	2016	1	3640
Little Grove - Elleker	2006	0	62
Little Grove - Elleker	2006	1	2473
Little Grove - Elleker	2011	0	89
Little Grove - Elleker	2011	1	2796
Little Grove - Elleker	2016	0	99
Little Grove - Elleker	2016	1	2963
McKail - Willyung	2006	0	246
McKail - Willyung	2006	1	7669
McKail - Willyung	2011	0	411
McKail - Willyung	2011	1	8639
McKail - Willyung	2016	0	649
McKail - Willyung	2016	1	9147
Plantagenet	2006	0	157
Plantagenet	2006	1	4052
Plantagenet	2011	0	228
Plantagenet	2011	1	4337
Plantagenet	2016	0	291
Plantagenet	2016	1	4293
Stirling Range National Park	2006	0	0
Stirling Range National Park	2006	1	0
Stirling Range National Park	2011	0	0
Stirling Range National Park	2011	1	0
Stirling Range National Park	2016	0	0
Stirling Range National Park	2016	1	0
Chittering	2006	0	82
Chittering	2006	1	3287
Chittering	2011	0	158
Chittering	2011	1	4072
Chittering	2016	0	184
Chittering	2016	1	4822
Cunderdin	2006	0	76
Cunderdin	2006	1	3584
Cunderdin	2011	0	134
Cunderdin	2011	1	3645
Cunderdin	2016	0	186
Cunderdin	2016	1	3480
Dowerin	2006	0	60
Dowerin	2006	1	3830
Dowerin	2011	0	94
Dowerin	2011	1	3793
Dowerin	2016	0	91
Dowerin	2016	1	3591
Gingin - Dandaragan	2006	0	234
Gingin - Dandaragan	2006	1	6164
Gingin - Dandaragan	2011	0	419
Gingin - Dandaragan	2011	1	6823
Gingin - Dandaragan	2016	0	558
Gingin - Dandaragan	2016	1	7117
Merredin	2006	0	167
Merredin	2006	1	4679
Merredin	2011	0	253
Merredin	2011	1	4580
Merredin	2016	0	304
Merredin	2016	1	4388
Moora	2006	0	107
Moora	2006	1	4388
Moora	2011	0	145
Moora	2011	1	4296
Moora	2016	0	252
Moora	2016	1	4054
Mukinbudin	2006	0	82
Mukinbudin	2006	1	3231
Mukinbudin	2011	0	94
Mukinbudin	2011	1	3136
Mukinbudin	2016	0	96
Mukinbudin	2016	1	2725
Northam	2006	0	381
Northam	2006	1	8755
Northam	2011	0	555
Northam	2011	1	9175
Northam	2016	0	556
Northam	2016	1	9080
Toodyay	2006	0	110
Toodyay	2006	1	3771
Toodyay	2011	0	133
Toodyay	2011	1	3956
Toodyay	2016	0	155
Toodyay	2016	1	3870
York - Beverley	2006	0	103
York - Beverley	2006	1	4376
York - Beverley	2011	0	143
York - Beverley	2011	1	4565
York - Beverley	2016	0	161
York - Beverley	2016	1	4593
Brookton	2006	0	81
Brookton	2006	1	3320
Brookton	2011	0	73
Brookton	2011	1	3361
Brookton	2016	0	93
Brookton	2016	1	3213
Kulin	2006	0	79
Kulin	2006	1	4443
Kulin	2011	0	130
Kulin	2011	1	4276
Kulin	2016	0	140
Kulin	2016	1	3767
Murray	2006	0	32
Murray	2006	1	1997
Murray	2011	0	129
Murray	2011	1	2412
Murray	2016	0	110
Murray	2016	1	2223
Narrogin	2006	0	156
Narrogin	2006	1	4429
Narrogin	2011	0	248
Narrogin	2011	1	4269
Narrogin	2016	0	299
Narrogin	2016	1	3906
Wagin	2006	0	75
Wagin	2006	1	4386
Wagin	2011	0	110
Wagin	2011	1	4611
Wagin	2016	0	78
Wagin	2016	1	4357
Broome	2006	0	468
Broome	2006	1	8844
Broome	2011	0	1031
Broome	2011	1	10259
Broome	2016	0	1291
Broome	2016	1	10887
Derby - West Kimberley	2006	0	2055
Derby - West Kimberley	2006	1	3931
Derby - West Kimberley	2011	0	2296
Derby - West Kimberley	2011	1	3860
Derby - West Kimberley	2016	0	3042
Derby - West Kimberley	2016	1	3730
Halls Creek	2006	0	1202
Halls Creek	2006	1	1459
Halls Creek	2011	0	1723
Halls Creek	2011	1	1657
Halls Creek	2016	0	1150
Halls Creek	2016	1	1445
Kununurra	2006	0	560
Kununurra	2006	1	5044
Kununurra	2011	0	781
Kununurra	2011	1	6209
Kununurra	2016	0	845
Kununurra	2016	1	5418
Roebuck	2006	0	151
Roebuck	2006	1	1521
Roebuck	2011	0	371
Roebuck	2011	1	1762
Roebuck	2016	0	580
Roebuck	2016	1	1434
East Pilbara	2006	0	1171
East Pilbara	2006	1	1060
East Pilbara	2011	0	1406
East Pilbara	2011	1	3362
East Pilbara	2016	0	1569
East Pilbara	2016	1	3637
Newman	2006	0	265
Newman	2006	1	3377
Newman	2011	0	735
Newman	2011	1	5083
Newman	2016	0	568
Newman	2016	1	3298
Port Hedland	2006	0	283
Port Hedland	2006	1	2913
Port Hedland	2011	0	382
Port Hedland	2011	1	3146
Port Hedland	2016	0	457
Port Hedland	2016	1	3334
South Hedland	2006	0	746
South Hedland	2006	1	4517
South Hedland	2011	0	1014
South Hedland	2011	1	6476
South Hedland	2016	0	1457
South Hedland	2016	1	6489
Ashburton (WA)	2006	0	394
Ashburton (WA)	2006	1	5054
Ashburton (WA)	2011	0	706
Ashburton (WA)	2011	1	7850
Ashburton (WA)	2016	0	1490
Ashburton (WA)	2016	1	9395
Karratha	2006	0	630
Karratha	2006	1	9466
Karratha	2011	0	1462
Karratha	2011	1	11911
Karratha	2016	0	1971
Karratha	2016	1	12023
Roebourne	2006	0	538
Roebourne	2006	1	3414
Roebourne	2011	0	866
Roebourne	2011	1	3934
Roebourne	2016	0	750
Roebourne	2016	1	3956
Esperance	2006	0	252
Esperance	2006	1	10442
Esperance	2011	0	394
Esperance	2011	1	10341
Esperance	2016	0	396
Esperance	2016	1	10447
Esperance Region	2006	0	158
Esperance Region	2006	1	3270
Esperance Region	2011	0	179
Esperance Region	2011	1	3769
Esperance Region	2016	0	165
Esperance Region	2016	1	3152
Carnarvon	2006	0	525
Carnarvon	2006	1	4410
Carnarvon	2011	0	579
Carnarvon	2011	1	4209
Carnarvon	2016	0	657
Carnarvon	2016	1	3695
Exmouth	2006	0	123
Exmouth	2006	1	3095
Exmouth	2011	0	168
Exmouth	2011	1	3459
Exmouth	2016	0	253
Exmouth	2016	1	3641
Boulder	2006	0	282
Boulder	2006	1	6248
Boulder	2011	0	502
Boulder	2011	1	6102
Boulder	2016	0	553
Boulder	2016	1	5612
Kalgoorlie	2006	0	789
Kalgoorlie	2006	1	10223
Kalgoorlie	2011	0	1415
Kalgoorlie	2011	1	10957
Kalgoorlie	2016	0	1972
Kalgoorlie	2016	1	10575
Kalgoorlie - North	2006	0	434
Kalgoorlie - North	2006	1	7004
Kalgoorlie - North	2011	0	776
Kalgoorlie - North	2011	1	7493
Kalgoorlie - North	2016	0	923
Kalgoorlie - North	2016	1	7270
Kalgoorlie Airport	2006	0	0
Kalgoorlie Airport	2006	1	0
Kalgoorlie Airport	2011	0	0
Kalgoorlie Airport	2011	1	0
Kalgoorlie Airport	2016	0	0
Kalgoorlie Airport	2016	1	0
Kambalda - Coolgardie - Norseman	2006	0	336
Kambalda - Coolgardie - Norseman	2006	1	4164
Kambalda - Coolgardie - Norseman	2011	0	358
Kambalda - Coolgardie - Norseman	2011	1	4421
Kambalda - Coolgardie - Norseman	2016	0	287
Kambalda - Coolgardie - Norseman	2016	1	3659
Leinster - Leonora	2006	0	1319
Leinster - Leonora	2006	1	2102
Leinster - Leonora	2011	0	1764
Leinster - Leonora	2011	1	2905
Leinster - Leonora	2016	0	1812
Leinster - Leonora	2016	1	2094
Trafalgar (WA)	2006	0	0
Trafalgar (WA)	2006	1	0
Trafalgar (WA)	2011	0	0
Trafalgar (WA)	2011	1	0
Trafalgar (WA)	2016	0	0
Trafalgar (WA)	2016	1	0
Geraldton	2006	0	509
Geraldton	2006	1	10647
Geraldton	2011	0	790
Geraldton	2011	1	10803
Geraldton	2016	0	942
Geraldton	2016	1	9628
Geraldton - East	2006	0	269
Geraldton - East	2006	1	6117
Geraldton - East	2011	0	325
Geraldton - East	2011	1	6652
Geraldton - East	2016	0	433
Geraldton - East	2016	1	6540
Geraldton - North	2006	0	141
Geraldton - North	2006	1	4660
Geraldton - North	2011	0	268
Geraldton - North	2011	1	6029
Geraldton - North	2016	0	385
Geraldton - North	2016	1	6816
Geraldton - South	2006	0	366
Geraldton - South	2006	1	6897
Geraldton - South	2011	0	655
Geraldton - South	2011	1	8125
Geraldton - South	2016	0	1030
Geraldton - South	2016	1	8359
Irwin	2006	0	37
Irwin	2006	1	2846
Irwin	2011	0	68
Irwin	2011	1	3320
Irwin	2016	0	70
Irwin	2016	1	3256
Meekatharra	2006	0	233
Meekatharra	2006	1	2368
Meekatharra	2011	0	458
Meekatharra	2011	1	3006
Meekatharra	2016	0	364
Meekatharra	2016	1	2031
Morawa	2006	0	81
Morawa	2006	1	4125
Morawa	2011	0	152
Morawa	2011	1	4077
Morawa	2016	0	126
Morawa	2016	1	3545
Northampton - Mullewa - Greenough	2006	0	97
Northampton - Mullewa - Greenough	2006	1	5261
Northampton - Mullewa - Greenough	2011	0	156
Northampton - Mullewa - Greenough	2011	1	5339
Northampton - Mullewa - Greenough	2016	0	148
Northampton - Mullewa - Greenough	2016	1	5151
Migratory - Offshore - Shipping (WA)	2006	0	27
Migratory - Offshore - Shipping (WA)	2006	1	281
Migratory - Offshore - Shipping (WA)	2011	0	39
Migratory - Offshore - Shipping (WA)	2011	1	311
Migratory - Offshore - Shipping (WA)	2016	0	53
Migratory - Offshore - Shipping (WA)	2016	1	309
No usual address (WA)	2006	0	460
No usual address (WA)	2006	1	4837
No usual address (WA)	2011	0	698
No usual address (WA)	2011	1	5334
No usual address (WA)	2016	0	585
No usual address (WA)	2016	1	3819
Bridgewater - Gagebrook	2006	0	78
Bridgewater - Gagebrook	2006	1	6551
Bridgewater - Gagebrook	2011	0	77
Bridgewater - Gagebrook	2011	1	6741
Bridgewater - Gagebrook	2016	0	91
Bridgewater - Gagebrook	2016	1	6514
Brighton - Pontville	2006	0	54
Brighton - Pontville	2006	1	3503
Brighton - Pontville	2011	0	84
Brighton - Pontville	2011	1	4609
Brighton - Pontville	2016	0	71
Brighton - Pontville	2016	1	5081
Old Beach - Otago	2006	0	96
Old Beach - Otago	2006	1	3409
Old Beach - Otago	2011	0	155
Old Beach - Otago	2011	1	3500
Old Beach - Otago	2016	0	181
Old Beach - Otago	2016	1	3992
Bellerive - Rosny	2006	0	215
Bellerive - Rosny	2006	1	5349
Bellerive - Rosny	2011	0	301
Bellerive - Rosny	2011	1	5288
Bellerive - Rosny	2016	0	334
Bellerive - Rosny	2016	1	5321
Cambridge	2006	0	146
Cambridge	2006	1	6359
Cambridge	2011	0	209
Cambridge	2011	1	6880
Cambridge	2016	0	212
Cambridge	2016	1	7199
Geilston Bay - Risdon	2006	0	60
Geilston Bay - Risdon	2006	1	2831
Geilston Bay - Risdon	2011	0	92
Geilston Bay - Risdon	2011	1	3004
Geilston Bay - Risdon	2016	0	109
Geilston Bay - Risdon	2016	1	3012
Howrah - Tranmere	2006	0	350
Howrah - Tranmere	2006	1	8233
Howrah - Tranmere	2011	0	441
Howrah - Tranmere	2011	1	8903
Howrah - Tranmere	2016	0	563
Howrah - Tranmere	2016	1	9408
Lindisfarne - Rose Bay	2006	0	140
Lindisfarne - Rose Bay	2006	1	6318
Lindisfarne - Rose Bay	2011	0	230
Lindisfarne - Rose Bay	2011	1	6319
Lindisfarne - Rose Bay	2016	0	346
Lindisfarne - Rose Bay	2016	1	6583
Mornington - Warrane	2006	0	112
Mornington - Warrane	2006	1	4021
Mornington - Warrane	2011	0	218
Mornington - Warrane	2011	1	4126
Mornington - Warrane	2016	0	251
Mornington - Warrane	2016	1	4171
Risdon Vale	2006	0	40
Risdon Vale	2006	1	2321
Risdon Vale	2011	0	64
Risdon Vale	2011	1	2298
Risdon Vale	2016	0	70
Risdon Vale	2016	1	2322
Rokeby	2006	0	77
Rokeby	2006	1	4485
Rokeby	2011	0	132
Rokeby	2011	1	5058
Rokeby	2016	0	184
Rokeby	2016	1	5520
South Arm	2006	0	59
South Arm	2006	1	3638
South Arm	2011	0	75
South Arm	2011	1	3847
South Arm	2016	0	78
South Arm	2016	1	3930
Austins Ferry - Granton	2006	0	69
Austins Ferry - Granton	2006	1	3108
Austins Ferry - Granton	2011	0	93
Austins Ferry - Granton	2011	1	3553
Austins Ferry - Granton	2016	0	158
Austins Ferry - Granton	2016	1	3674
Berriedale - Chigwell	2006	0	118
Berriedale - Chigwell	2006	1	4823
Berriedale - Chigwell	2011	0	165
Berriedale - Chigwell	2011	1	4978
Berriedale - Chigwell	2016	0	264
Berriedale - Chigwell	2016	1	4890
Claremont (Tas.)	2006	0	198
Claremont (Tas.)	2006	1	6904
Claremont (Tas.)	2011	0	208
Claremont (Tas.)	2011	1	7166
Claremont (Tas.)	2016	0	231
Claremont (Tas.)	2016	1	7052
Derwent Park - Lutana	2006	0	173
Derwent Park - Lutana	2006	1	3868
Derwent Park - Lutana	2011	0	230
Derwent Park - Lutana	2011	1	3714
Derwent Park - Lutana	2016	0	347
Derwent Park - Lutana	2016	1	3522
Glenorchy	2006	0	571
Glenorchy	2006	1	8839
Glenorchy	2011	0	989
Glenorchy	2011	1	9044
Glenorchy	2016	0	1282
Glenorchy	2016	1	9026
Montrose - Rosetta	2006	0	219
Montrose - Rosetta	2006	1	4084
Montrose - Rosetta	2011	0	301
Montrose - Rosetta	2011	1	4117
Montrose - Rosetta	2016	0	408
Montrose - Rosetta	2016	1	4081
Moonah	2006	0	476
Moonah	2006	1	4357
Moonah	2011	0	724
Moonah	2011	1	4218
Moonah	2016	0	907
Moonah	2016	1	3967
New Norfolk	2006	0	64
New Norfolk	2006	1	5794
New Norfolk	2011	0	79
New Norfolk	2011	1	6036
New Norfolk	2016	0	108
New Norfolk	2016	1	6085
West Moonah	2006	0	476
West Moonah	2006	1	3186
West Moonah	2011	0	573
West Moonah	2011	1	3078
West Moonah	2016	0	777
West Moonah	2016	1	2890
Kingston - Huntingfield	2006	0	470
Kingston - Huntingfield	2006	1	8682
Kingston - Huntingfield	2011	0	818
Kingston - Huntingfield	2011	1	9632
Kingston - Huntingfield	2016	0	980
Kingston - Huntingfield	2016	1	9802
Kingston Beach - Blackmans Bay	2006	0	433
Kingston Beach - Blackmans Bay	2006	1	8809
Kingston Beach - Blackmans Bay	2011	0	466
Kingston Beach - Blackmans Bay	2011	1	9073
Kingston Beach - Blackmans Bay	2016	0	560
Kingston Beach - Blackmans Bay	2016	1	9281
Margate - Snug	2006	0	142
Margate - Snug	2006	1	5451
Margate - Snug	2011	0	234
Margate - Snug	2011	1	6640
Margate - Snug	2016	0	279
Margate - Snug	2016	1	7156
Mount Wellington	2006	0	0
Mount Wellington	2006	1	0
Mount Wellington	2011	0	0
Mount Wellington	2011	1	0
Mount Wellington	2016	0	0
Mount Wellington	2016	1	0
Taroona - Bonnet Hill	2006	0	253
Taroona - Bonnet Hill	2006	1	3119
