SA2_NAME16	Year	Sex	labourForceParticipation
Arncliffe - Bardwell Valley	2011	M	65.8
Arncliffe - Bardwell Valley	2016	F	58.6
Arncliffe - Bardwell Valley	2016	M	68.9
Bexley	2006	F	53
Bexley	2006	M	65.9
Bexley	2011	F	53.9
Bexley	2011	M	66.4
Bexley	2016	F	54.4
Bexley	2016	M	66
Kingsgrove (South) - Bardwell Park	2006	F	50.3
Kingsgrove (South) - Bardwell Park	2006	M	64
Kingsgrove (South) - Bardwell Park	2011	F	50.9
Kingsgrove (South) - Bardwell Park	2011	M	63.6
Kingsgrove (South) - Bardwell Park	2016	F	53.9
Kingsgrove (South) - Bardwell Park	2016	M	64.3
Kogarah	2006	F	53.9
Kogarah	2006	M	65.2
Kogarah	2011	F	58.1
Kogarah	2011	M	70.3
Kogarah	2016	F	60.3
Kogarah	2016	M	70.7
Kogarah Bay - Carlton - Allawah	2006	F	53.7
Kogarah Bay - Carlton - Allawah	2006	M	66
Kogarah Bay - Carlton - Allawah	2011	F	57.1
Kogarah Bay - Carlton - Allawah	2011	M	69.6
Kogarah Bay - Carlton - Allawah	2016	F	58.6
Kogarah Bay - Carlton - Allawah	2016	M	69
Monterey - Brighton-le-Sands - Kyeemagh	2006	F	48.1
Monterey - Brighton-le-Sands - Kyeemagh	2006	M	59.9
Monterey - Brighton-le-Sands - Kyeemagh	2011	F	52.2
Monterey - Brighton-le-Sands - Kyeemagh	2011	M	64.3
Monterey - Brighton-le-Sands - Kyeemagh	2016	F	54.5
Monterey - Brighton-le-Sands - Kyeemagh	2016	M	63.6
Rockdale - Banksia	2006	F	52.8
Rockdale - Banksia	2006	M	66.4
Rockdale - Banksia	2011	F	54
Rockdale - Banksia	2011	M	67
Rockdale - Banksia	2016	F	57.7
Rockdale - Banksia	2016	M	68.9
Sans Souci - Ramsgate	2006	F	48.1
Sans Souci - Ramsgate	2006	M	61.7
Sans Souci - Ramsgate	2011	F	53.3
Sans Souci - Ramsgate	2011	M	64.4
Sans Souci - Ramsgate	2016	F	54.3
Sans Souci - Ramsgate	2016	M	64
Concord - Mortlake - Cabarita	2006	F	57.2
Concord - Mortlake - Cabarita	2006	M	67.8
Concord - Mortlake - Cabarita	2011	F	57.9
Concord - Mortlake - Cabarita	2011	M	69.3
Concord - Mortlake - Cabarita	2016	F	58.1
Concord - Mortlake - Cabarita	2016	M	67.7
Concord West - North Strathfield	2006	F	60.6
Concord West - North Strathfield	2006	M	72.7
Concord West - North Strathfield	2011	F	57.8
Concord West - North Strathfield	2011	M	68
Concord West - North Strathfield	2016	F	58.5
Concord West - North Strathfield	2016	M	68.7
Drummoyne - Rodd Point	2006	F	59.8
Drummoyne - Rodd Point	2006	M	70.3
Drummoyne - Rodd Point	2011	F	60.7
Drummoyne - Rodd Point	2011	M	69.9
Drummoyne - Rodd Point	2016	F	60.7
Drummoyne - Rodd Point	2016	M	70.8
Five Dock - Abbotsford	2006	F	57.6
Five Dock - Abbotsford	2006	M	67.9
Five Dock - Abbotsford	2011	F	61.3
Five Dock - Abbotsford	2011	M	70.8
Five Dock - Abbotsford	2016	F	59.7
Five Dock - Abbotsford	2016	M	68.8
Balmain	2006	F	67.9
Balmain	2006	M	73.8
Balmain	2011	F	68.5
Balmain	2011	M	74.4
Balmain	2016	F	64.3
Balmain	2016	M	70.7
Leichhardt - Annandale	2006	F	67.9
Leichhardt - Annandale	2006	M	73.2
Leichhardt - Annandale	2011	F	70.1
Leichhardt - Annandale	2011	M	75.1
Leichhardt - Annandale	2016	F	68.2
Leichhardt - Annandale	2016	M	72.9
Lilyfield - Rozelle	2006	F	67
Lilyfield - Rozelle	2006	M	72.4
Lilyfield - Rozelle	2011	F	69.3
Lilyfield - Rozelle	2011	M	75.2
Lilyfield - Rozelle	2016	F	67.9
Lilyfield - Rozelle	2016	M	72.8
Ashfield	2006	F	53.9
Ashfield	2006	M	64.5
Ashfield	2011	F	56.4
Ashfield	2011	M	66.3
Ashfield	2016	F	58.4
Ashfield	2016	M	67.4
Burwood - Croydon	2006	F	50.9
Burwood - Croydon	2006	M	61
Burwood - Croydon	2011	F	53.7
Burwood - Croydon	2011	M	63
Burwood - Croydon	2016	F	53.3
Burwood - Croydon	2016	M	61.6
Canterbury (North) - Ashbury	2006	F	56.3
Canterbury (North) - Ashbury	2006	M	66.8
Canterbury (North) - Ashbury	2011	F	60.2
Canterbury (North) - Ashbury	2011	M	68.2
Canterbury (North) - Ashbury	2016	F	60.5
Canterbury (North) - Ashbury	2016	M	68.4
Croydon Park - Enfield	2006	F	53.3
Croydon Park - Enfield	2006	M	65.3
Croydon Park - Enfield	2011	F	55.3
Croydon Park - Enfield	2011	M	66.3
Croydon Park - Enfield	2016	F	56.9
Croydon Park - Enfield	2016	M	66.6
Dulwich Hill - Lewisham	2006	F	60.9
Dulwich Hill - Lewisham	2006	M	67.7
Dulwich Hill - Lewisham	2011	F	64.5
Dulwich Hill - Lewisham	2011	M	69.9
Dulwich Hill - Lewisham	2016	F	66
Dulwich Hill - Lewisham	2016	M	70.3
Haberfield - Summer Hill	2006	F	59.2
Haberfield - Summer Hill	2006	M	66.2
Haberfield - Summer Hill	2011	F	61.8
Haberfield - Summer Hill	2011	M	68.4
Haberfield - Summer Hill	2016	F	63.4
Haberfield - Summer Hill	2016	M	68.9
Homebush	2006	F	52.7
Homebush	2006	M	65.1
Homebush	2011	F	56.4
Homebush	2011	M	69.8
Homebush	2016	F	58.6
Homebush	2016	M	69.8
Strathfield	2006	F	50.6
Strathfield	2006	M	63.2
Strathfield	2011	F	52.6
Strathfield	2011	M	66.2
Strathfield	2016	F	55.2
Strathfield	2016	M	68.4
Strathfield South	2006	F	56.2
Strathfield South	2006	M	67.3
Strathfield South	2011	F	59
Strathfield South	2011	M	69.7
Strathfield South	2016	F	59.6
Strathfield South	2016	M	69.2
Chatswood (East) - Artarmon	2006	F	54.3
Chatswood (East) - Artarmon	2006	M	67.5
Chatswood (East) - Artarmon	2011	F	55.7
Chatswood (East) - Artarmon	2011	M	69
Chatswood (East) - Artarmon	2016	F	55.3
Chatswood (East) - Artarmon	2016	M	68.1
Chatswood (West) - Lane Cove North	2006	F	62.5
Chatswood (West) - Lane Cove North	2006	M	72.3
Chatswood (West) - Lane Cove North	2011	F	63.7
Chatswood (West) - Lane Cove North	2011	M	74.1
Chatswood (West) - Lane Cove North	2016	F	64.8
Chatswood (West) - Lane Cove North	2016	M	73.6
Lane Cove - Greenwich	2006	F	59.3
Lane Cove - Greenwich	2006	M	70.5
Lane Cove - Greenwich	2011	F	61.9
Lane Cove - Greenwich	2011	M	72.7
Lane Cove - Greenwich	2016	F	63
Lane Cove - Greenwich	2016	M	70.2
St Leonards - Naremburn	2006	F	67.5
St Leonards - Naremburn	2006	M	73.9
St Leonards - Naremburn	2011	F	69.4
St Leonards - Naremburn	2011	M	79.8
St Leonards - Naremburn	2016	F	69.3
St Leonards - Naremburn	2016	M	78.9
Willoughby - Castle Cove - Northbridge	2006	F	56.1
Willoughby - Castle Cove - Northbridge	2006	M	72.4
Willoughby - Castle Cove - Northbridge	2011	F	57.8
Willoughby - Castle Cove - Northbridge	2011	M	71.6
Willoughby - Castle Cove - Northbridge	2016	F	58
Willoughby - Castle Cove - Northbridge	2016	M	69.5
Asquith - Mount Colah	2006	F	66
Asquith - Mount Colah	2006	M	76.5
Asquith - Mount Colah	2011	F	65.7
Asquith - Mount Colah	2011	M	76.1
Asquith - Mount Colah	2016	F	66
Asquith - Mount Colah	2016	M	73.5
Berowra - Brooklyn - Cowan	2006	F	67.2
Berowra - Brooklyn - Cowan	2006	M	76.4
Berowra - Brooklyn - Cowan	2011	F	66
Berowra - Brooklyn - Cowan	2011	M	75.5
Berowra - Brooklyn - Cowan	2016	F	67.3
Berowra - Brooklyn - Cowan	2016	M	73.1
Normanhurst - Thornleigh - Westleigh	2006	F	58.1
Normanhurst - Thornleigh - Westleigh	2006	M	71.9
Normanhurst - Thornleigh - Westleigh	2011	F	59.3
Normanhurst - Thornleigh - Westleigh	2011	M	70.4
Normanhurst - Thornleigh - Westleigh	2016	F	59.9
Normanhurst - Thornleigh - Westleigh	2016	M	68.8
Hornsby - East	2006	F	60.9
Hornsby - East	2006	M	74
Hornsby - East	2011	F	60.5
Hornsby - East	2011	M	74.4
Hornsby - East	2016	F	62.5
Hornsby - East	2016	M	75.9
Hornsby - West	2006	F	59.8
Hornsby - West	2006	M	71.3
Hornsby - West	2011	F	60.1
Hornsby - West	2011	M	71.5
Hornsby - West	2016	F	57.2
Hornsby - West	2016	M	68.9
Waitara - Wahroonga (West)	2006	F	50.7
Waitara - Wahroonga (West)	2006	M	68.1
Waitara - Wahroonga (West)	2011	F	55.4
Waitara - Wahroonga (West)	2011	M	70.5
Waitara - Wahroonga (West)	2016	F	56.2
Waitara - Wahroonga (West)	2016	M	70
Gordon - Killara	2006	F	51
Gordon - Killara	2006	M	67.4
Gordon - Killara	2011	F	51.1
Gordon - Killara	2011	M	67.1
Gordon - Killara	2016	F	53.9
Gordon - Killara	2016	M	65.9
Lindfield - Roseville	2006	F	53.3
Lindfield - Roseville	2006	M	70.7
Lindfield - Roseville	2011	F	54.7
Lindfield - Roseville	2011	M	69.3
Lindfield - Roseville	2016	F	57.3
Lindfield - Roseville	2016	M	68.9
Pymble	2006	F	54.9
Pymble	2006	M	72.8
Pymble	2011	F	56.8
Pymble	2011	M	71.6
Pymble	2016	F	59.8
Pymble	2016	M	71.4
St Ives	2006	F	54
St Ives	2006	M	69.1
St Ives	2011	F	54.8
St Ives	2011	M	67.1
St Ives	2016	F	55.9
St Ives	2016	M	68.4
Turramurra	2006	F	51
Turramurra	2006	M	66.7
Turramurra	2011	F	51.6
Turramurra	2011	M	65.5
Turramurra	2016	F	52.7
Turramurra	2016	M	63.9
Wahroonga (East) - Warrawee	2006	F	55.5
Wahroonga (East) - Warrawee	2006	M	68.5
Wahroonga (East) - Warrawee	2011	F	55.9
Wahroonga (East) - Warrawee	2011	M	68.2
Wahroonga (East) - Warrawee	2016	F	55.5
Wahroonga (East) - Warrawee	2016	M	66.4
Cremorne - Cammeray	2006	F	63.8
Cremorne - Cammeray	2006	M	73.8
Cremorne - Cammeray	2011	F	66.3
Cremorne - Cammeray	2011	M	74.8
Cremorne - Cammeray	2016	F	66.9
Cremorne - Cammeray	2016	M	74.4
Crows Nest - Waverton	2006	F	69
Crows Nest - Waverton	2006	M	76.5
Crows Nest - Waverton	2011	F	70.1
Crows Nest - Waverton	2011	M	77.3
Crows Nest - Waverton	2016	F	70.1
Crows Nest - Waverton	2016	M	77.5
Mosman	2006	F	54.7
Mosman	2006	M	71.9
Mosman	2011	F	55.1
Mosman	2011	M	71.1
Mosman	2016	F	55.8
Mosman	2016	M	69.7
Neutral Bay - Kirribilli	2006	F	63.5
Neutral Bay - Kirribilli	2006	M	73.5
Neutral Bay - Kirribilli	2011	F	65.7
Neutral Bay - Kirribilli	2011	M	74.8
Neutral Bay - Kirribilli	2016	F	66.1
Neutral Bay - Kirribilli	2016	M	73.3
North Sydney - Lavender Bay	2006	F	59.8
North Sydney - Lavender Bay	2006	M	68.2
North Sydney - Lavender Bay	2011	F	63.5
North Sydney - Lavender Bay	2011	M	72.4
North Sydney - Lavender Bay	2016	F	65.8
North Sydney - Lavender Bay	2016	M	73
Balgowlah - Clontarf - Seaforth	2006	F	57.6
Balgowlah - Clontarf - Seaforth	2006	M	71
Balgowlah - Clontarf - Seaforth	2011	F	58.4
Balgowlah - Clontarf - Seaforth	2011	M	72.1
Balgowlah - Clontarf - Seaforth	2016	F	61.6
Balgowlah - Clontarf - Seaforth	2016	M	72.6
Manly - Fairlight	2006	F	57.5
Manly - Fairlight	2006	M	68
Manly - Fairlight	2011	F	63.2
Manly - Fairlight	2011	M	72.6
Manly - Fairlight	2016	F	64.5
Manly - Fairlight	2016	M	72.6
Avalon - Palm Beach	2006	F	57
Avalon - Palm Beach	2006	M	68.9
Avalon - Palm Beach	2011	F	57.2
Avalon - Palm Beach	2011	M	69.2
Avalon - Palm Beach	2016	F	58.5
Avalon - Palm Beach	2016	M	67.5
Bayview - Elanora Heights	2006	F	53
Bayview - Elanora Heights	2006	M	67.4
Bayview - Elanora Heights	2011	F	56.5
Bayview - Elanora Heights	2011	M	66.6
Bayview - Elanora Heights	2016	F	54.3
Bayview - Elanora Heights	2016	M	63.9
Newport - Bilgola	2006	F	61.8
Newport - Bilgola	2006	M	71.7
Newport - Bilgola	2011	F	62.7
Newport - Bilgola	2011	M	71.6
Newport - Bilgola	2016	F	63.8
Newport - Bilgola	2016	M	71.3
Warriewood - Mona Vale	2006	F	61.8
Warriewood - Mona Vale	2006	M	72.3
Warriewood - Mona Vale	2011	F	61
Warriewood - Mona Vale	2011	M	72.7
Warriewood - Mona Vale	2016	F	60.9
Warriewood - Mona Vale	2016	M	70.3
Beacon Hill - Narraweena	2006	F	56.2
Beacon Hill - Narraweena	2006	M	68.7
Beacon Hill - Narraweena	2011	F	57.5
Beacon Hill - Narraweena	2011	M	67.7
Beacon Hill - Narraweena	2016	F	59.2
Beacon Hill - Narraweena	2016	M	67.2
Cromer	2006	F	59.6
Cromer	2006	M	73.2
Cromer	2011	F	59.5
Cromer	2011	M	70.7
Cromer	2016	F	59.3
Cromer	2016	M	69.6
Dee Why - North Curl Curl	2006	F	63.8
Dee Why - North Curl Curl	2006	M	73
Dee Why - North Curl Curl	2011	F	66.3
Dee Why - North Curl Curl	2011	M	76.9
Dee Why - North Curl Curl	2016	F	66.6
Dee Why - North Curl Curl	2016	M	75.1
Forestville - Killarney Heights	2006	F	55.6
Forestville - Killarney Heights	2006	M	68.9
Forestville - Killarney Heights	2011	F	55.1
Forestville - Killarney Heights	2011	M	67.5
Forestville - Killarney Heights	2016	F	57.5
Forestville - Killarney Heights	2016	M	67.4
Frenchs Forest - Belrose	2006	F	59.5
Frenchs Forest - Belrose	2006	M	73
Frenchs Forest - Belrose	2011	F	58.5
Frenchs Forest - Belrose	2011	M	70.1
Frenchs Forest - Belrose	2016	F	60
Frenchs Forest - Belrose	2016	M	68.6
Freshwater - Brookvale	2006	F	64.3
Freshwater - Brookvale	2006	M	74.4
Freshwater - Brookvale	2011	F	67
Freshwater - Brookvale	2011	M	76.4
Freshwater - Brookvale	2016	F	68.8
Freshwater - Brookvale	2016	M	75.4
Manly Vale - Allambie Heights	2006	F	61.2
Manly Vale - Allambie Heights	2006	M	73.3
Manly Vale - Allambie Heights	2011	F	61.5
Manly Vale - Allambie Heights	2011	M	73.3
Manly Vale - Allambie Heights	2016	F	63.9
Manly Vale - Allambie Heights	2016	M	71.9
Narrabeen - Collaroy	2006	F	57.8
Narrabeen - Collaroy	2006	M	69.2
Narrabeen - Collaroy	2011	F	60.2
Narrabeen - Collaroy	2011	M	70.8
Narrabeen - Collaroy	2016	F	60
Narrabeen - Collaroy	2016	M	69.1
Terrey Hills - Duffys Forest	2006	F	55.1
Terrey Hills - Duffys Forest	2006	M	70.6
Terrey Hills - Duffys Forest	2011	F	61.2
Terrey Hills - Duffys Forest	2011	M	71.3
Terrey Hills - Duffys Forest	2016	F	58.4
Terrey Hills - Duffys Forest	2016	M	69
Camden - Ellis Lane	2006	F	55.6
Camden - Ellis Lane	2006	M	71.4
Camden - Ellis Lane	2011	F	56.9
Camden - Ellis Lane	2011	M	71.5
Camden - Ellis Lane	2016	F	56.4
Camden - Ellis Lane	2016	M	69
Elderslie - Harrington Park	2006	F	62.9
Elderslie - Harrington Park	2006	M	76.7
Elderslie - Harrington Park	2011	F	65.2
Elderslie - Harrington Park	2011	M	78.4
Elderslie - Harrington Park	2016	F	65.9
Elderslie - Harrington Park	2016	M	76.8
Mount Annan - Currans Hill	2006	F	69.4
Mount Annan - Currans Hill	2006	M	84.7
Mount Annan - Currans Hill	2011	F	70.5
Mount Annan - Currans Hill	2011	M	81.6
Mount Annan - Currans Hill	2016	F	70.4
Mount Annan - Currans Hill	2016	M	80.4
Bradbury - Wedderburn	2006	F	52.8
Bradbury - Wedderburn	2006	M	67.9
Bradbury - Wedderburn	2011	F	51.9
Bradbury - Wedderburn	2011	M	66.1
Bradbury - Wedderburn	2016	F	52.3
Bradbury - Wedderburn	2016	M	64.6
Campbelltown - Woodbine	2006	F	54.1
Campbelltown - Woodbine	2006	M	70.2
Campbelltown - Woodbine	2011	F	53.9
Campbelltown - Woodbine	2011	M	66.4
Campbelltown - Woodbine	2016	F	52.1
Campbelltown - Woodbine	2016	M	64.2
Claymore - Eagle Vale - Raby	2006	F	59.3
Claymore - Eagle Vale - Raby	2006	M	73.6
Claymore - Eagle Vale - Raby	2011	F	58
Claymore - Eagle Vale - Raby	2011	M	72.1
Claymore - Eagle Vale - Raby	2016	F	58.9
Claymore - Eagle Vale - Raby	2016	M	69.7
Holsworthy Military Area	2006	F	0
Holsworthy Military Area	2006	M	0
Holsworthy Military Area	2011	F	0
Holsworthy Military Area	2011	M	0
Holsworthy Military Area	2016	F	0
Holsworthy Military Area	2016	M	0
Ingleburn - Denham Court	2006	F	55.8
Ingleburn - Denham Court	2006	M	68.5
Ingleburn - Denham Court	2011	F	55.1
Ingleburn - Denham Court	2011	M	68.5
Ingleburn - Denham Court	2016	F	56.1
Ingleburn - Denham Court	2016	M	67.3
Leumeah - Minto Heights	2006	F	59.5
Leumeah - Minto Heights	2006	M	72.7
Leumeah - Minto Heights	2011	F	58.5
Leumeah - Minto Heights	2011	M	70.5
Leumeah - Minto Heights	2016	F	55.7
Leumeah - Minto Heights	2016	M	66.9
Macquarie Fields - Glenfield	2006	F	47.8
Macquarie Fields - Glenfield	2006	M	63.2
Macquarie Fields - Glenfield	2011	F	49.6
Macquarie Fields - Glenfield	2011	M	66.3
Macquarie Fields - Glenfield	2016	F	50.8
Macquarie Fields - Glenfield	2016	M	64.9
Minto - St Andrews	2006	F	55.5
Minto - St Andrews	2006	M	72
Minto - St Andrews	2011	F	54.6
Minto - St Andrews	2011	M	70.5
Minto - St Andrews	2016	F	55.1
Minto - St Andrews	2016	M	69.8
Rosemeadow - Glen Alpine	2006	F	57.5
Rosemeadow - Glen Alpine	2006	M	74.1
Rosemeadow - Glen Alpine	2011	F	55.4
Rosemeadow - Glen Alpine	2011	M	70.4
Rosemeadow - Glen Alpine	2016	F	54.8
Rosemeadow - Glen Alpine	2016	M	67.3
Bargo	2006	F	55
Bargo	2006	M	69.5
Bargo	2011	F	59
Bargo	2011	M	70.4
Bargo	2016	F	58.9
Bargo	2016	M	66.7
Douglas Park - Appin	2006	F	63.2
Douglas Park - Appin	2006	M	75.2
Douglas Park - Appin	2011	F	63.3
Douglas Park - Appin	2011	M	73.9
Douglas Park - Appin	2016	F	64.6
Douglas Park - Appin	2016	M	73.7
Picton - Tahmoor - Buxton	2006	F	57.4
Picton - Tahmoor - Buxton	2006	M	71.4
Picton - Tahmoor - Buxton	2011	F	57.7
Picton - Tahmoor - Buxton	2011	M	69.9
Picton - Tahmoor - Buxton	2016	F	58
Picton - Tahmoor - Buxton	2016	M	67.9
The Oaks - Oakdale	2006	F	61
The Oaks - Oakdale	2006	M	74.1
The Oaks - Oakdale	2011	F	63.3
The Oaks - Oakdale	2011	M	73.2
The Oaks - Oakdale	2016	F	63.2
The Oaks - Oakdale	2016	M	72.1
Blackheath - Megalong Valley	2006	F	48.6
Blackheath - Megalong Valley	2006	M	58.2
Blackheath - Megalong Valley	2011	F	46.4
Blackheath - Megalong Valley	2011	M	55.5
Blackheath - Megalong Valley	2016	F	49
Blackheath - Megalong Valley	2016	M	55.8
Blaxland - Warrimoo - Lapstone	2006	F	64.3
Blaxland - Warrimoo - Lapstone	2006	M	75.5
Blaxland - Warrimoo - Lapstone	2011	F	63.1
Blaxland - Warrimoo - Lapstone	2011	M	72.6
Blaxland - Warrimoo - Lapstone	2016	F	62.3
Blaxland - Warrimoo - Lapstone	2016	M	69.1
Blue Mountains - North	2006	F	0
Blue Mountains - North	2006	M	0
Blue Mountains - North	2011	F	125
Blue Mountains - North	2011	M	100
Blue Mountains - North	2016	F	100
Blue Mountains - North	2016	M	100
Katoomba - Leura	2006	F	48.6
Katoomba - Leura	2006	M	59.1
Katoomba - Leura	2011	F	48.7
Katoomba - Leura	2011	M	56.5
Katoomba - Leura	2016	F	50
Katoomba - Leura	2016	M	55.2
Lawson - Hazelbrook - Linden	2006	F	58.2
Lawson - Hazelbrook - Linden	2006	M	70.9
Lawson - Hazelbrook - Linden	2011	F	59.3
Lawson - Hazelbrook - Linden	2011	M	69
Lawson - Hazelbrook - Linden	2016	F	58.6
Lawson - Hazelbrook - Linden	2016	M	66.5
Springwood - Winmalee	2006	F	59.7
Springwood - Winmalee	2006	M	73.3
Springwood - Winmalee	2011	F	60
Springwood - Winmalee	2011	M	72
Springwood - Winmalee	2016	F	58.9
Springwood - Winmalee	2016	M	67.6
Wentworth Falls	2006	F	48.5
Wentworth Falls	2006	M	61.6
Wentworth Falls	2011	F	46.6
Wentworth Falls	2011	M	58.6
Wentworth Falls	2016	F	47.8
Wentworth Falls	2016	M	57.4
Blue Mountains - South	2006	F	0
Blue Mountains - South	2006	M	0
Blue Mountains - South	2011	F	0
Blue Mountains - South	2011	M	0
Blue Mountains - South	2016	F	0
Blue Mountains - South	2016	M	0
Cambridge Park	2006	F	63
Cambridge Park	2006	M	78
Cambridge Park	2011	F	62.7
Cambridge Park	2011	M	74.7
Cambridge Park	2016	F	61.5
Cambridge Park	2016	M	71.3
Castlereagh - Cranebrook	2006	F	63.5
Castlereagh - Cranebrook	2006	M	75.9
Castlereagh - Cranebrook	2011	F	64.5
Castlereagh - Cranebrook	2011	M	75.2
Castlereagh - Cranebrook	2016	F	65.5
Castlereagh - Cranebrook	2016	M	75.8
Emu Plains - Leonay	2006	F	59.8
Emu Plains - Leonay	2006	M	75.9
Emu Plains - Leonay	2011	F	58.4
Emu Plains - Leonay	2011	M	72.8
Emu Plains - Leonay	2016	F	58.8
Emu Plains - Leonay	2016	M	69.7
Glenmore Park - Regentville	2006	F	70.2
Glenmore Park - Regentville	2006	M	83.7
Glenmore Park - Regentville	2011	F	70.8
Glenmore Park - Regentville	2011	M	81.5
Glenmore Park - Regentville	2016	F	70.8
Glenmore Park - Regentville	2016	M	79.2
Jamisontown - South Penrith	2006	F	60.3
Jamisontown - South Penrith	2006	M	74.6
Jamisontown - South Penrith	2011	F	59.6
Jamisontown - South Penrith	2011	M	71.9
Jamisontown - South Penrith	2016	F	58.1
Jamisontown - South Penrith	2016	M	68.2
Kingswood - Werrington	2006	F	56.5
Kingswood - Werrington	2006	M	71.4
Kingswood - Werrington	2011	F	57.7
Kingswood - Werrington	2011	M	70.4
Kingswood - Werrington	2016	F	58
Kingswood - Werrington	2016	M	69.2
Mulgoa - Luddenham - Orchard Hills	2006	F	57.9
Mulgoa - Luddenham - Orchard Hills	2006	M	72.3
Mulgoa - Luddenham - Orchard Hills	2011	F	60.6
Mulgoa - Luddenham - Orchard Hills	2011	M	72.6
Mulgoa - Luddenham - Orchard Hills	2016	F	63.5
Mulgoa - Luddenham - Orchard Hills	2016	M	75
Penrith	2006	F	46.5
Penrith	2006	M	64.4
Penrith	2011	F	48.9
Penrith	2011	M	65.6
Penrith	2016	F	50.5
Penrith	2016	M	63.3
Warragamba - Silverdale	2006	F	62.8
Warragamba - Silverdale	2006	M	76.1
Warragamba - Silverdale	2011	F	64
Warragamba - Silverdale	2011	M	76.3
Warragamba - Silverdale	2016	F	65.5
Warragamba - Silverdale	2016	M	73.5
Richmond - Clarendon	2006	F	53.7
Richmond - Clarendon	2006	M	70.1
Richmond - Clarendon	2011	F	54.7
Richmond - Clarendon	2011	M	68.8
Richmond - Clarendon	2016	F	53.1
Richmond - Clarendon	2016	M	65.3
Windsor - Bligh Park	2006	F	60.1
Windsor - Bligh Park	2006	M	74.2
Windsor - Bligh Park	2011	F	60.7
Windsor - Bligh Park	2011	M	74.2
Windsor - Bligh Park	2016	F	60.4
Windsor - Bligh Park	2016	M	72.8
Yarramundi - Londonderry	2006	F	55.4
Yarramundi - Londonderry	2006	M	60.3
Yarramundi - Londonderry	2011	F	58.3
Yarramundi - Londonderry	2011	M	60.1
Yarramundi - Londonderry	2016	F	55.3
Yarramundi - Londonderry	2016	M	54.5
Erskine Park	2006	F	67.2
Erskine Park	2006	M	82.2
Erskine Park	2011	F	69.4
Erskine Park	2011	M	79.6
Erskine Park	2016	F	69.6
Erskine Park	2016	M	78.8
St Clair	2006	F	65.8
St Clair	2006	M	80.3
St Clair	2011	F	66.3
St Clair	2011	M	77.9
St Clair	2016	F	63.1
St Clair	2016	M	74.1
Colyton - Oxley Park	2006	F	53
Colyton - Oxley Park	2006	M	68.3
Colyton - Oxley Park	2011	F	52.9
Colyton - Oxley Park	2011	M	66.5
Colyton - Oxley Park	2016	F	52.8
Colyton - Oxley Park	2016	M	65.3
St Marys - North St Marys	2006	F	44.2
St Marys - North St Marys	2006	M	61.9
St Marys - North St Marys	2011	F	46.8
St Marys - North St Marys	2011	M	62.2
St Marys - North St Marys	2016	F	48.3
St Marys - North St Marys	2016	M	62.7
Homebush Bay - Silverwater	2006	F	57.2
Homebush Bay - Silverwater	2006	M	45.7
Homebush Bay - Silverwater	2011	F	61.3
Homebush Bay - Silverwater	2011	M	59.9
Homebush Bay - Silverwater	2016	F	60.1
Homebush Bay - Silverwater	2016	M	61.6
Rookwood Cemetery	2006	F	0
Rookwood Cemetery	2006	M	0
Rookwood Cemetery	2011	F	100
Rookwood Cemetery	2011	M	0
Rookwood Cemetery	2016	F	0
Rookwood Cemetery	2016	M	0
Auburn - Central	2006	F	33.5
Auburn - Central	2006	M	53.9
Auburn - Central	2011	F	36.4
Auburn - Central	2011	M	53.7
Auburn - Central	2016	F	40.1
Auburn - Central	2016	M	61.9
Auburn - North	2006	F	38.7
Auburn - North	2006	M	60.6
Auburn - North	2011	F	40.6
Auburn - North	2011	M	62.5
Auburn - North	2016	F	46.5
Auburn - North	2016	M	66.1
Auburn - South	2006	F	34.5
Auburn - South	2006	M	55.8
Auburn - South	2011	F	39.3
Auburn - South	2011	M	58.4
Auburn - South	2016	F	40.4
Auburn - South	2016	M	58.6
Berala	2006	F	46.6
Berala	2006	M	60.6
Berala	2011	F	45.6
Berala	2011	M	61.9
Berala	2016	F	48.1
Berala	2016	M	64
Lidcombe	2006	F	45.7
Lidcombe	2006	M	60.1
Lidcombe	2011	F	51.7
Lidcombe	2011	M	64.9
Lidcombe	2016	F	53
Lidcombe	2016	M	65.3
Regents Park	2006	F	44.1
Regents Park	2006	M	60.8
Regents Park	2011	F	44
Regents Park	2011	M	58.3
Regents Park	2016	F	46.7
Regents Park	2016	M	61.5
Carlingford	2006	F	56.3
Carlingford	2006	M	68.7
Carlingford	2011	F	55
Carlingford	2011	M	67
Carlingford	2016	F	54
Carlingford	2016	M	66
Ermington - Rydalmere	2006	F	51.1
Ermington - Rydalmere	2006	M	63.9
Ermington - Rydalmere	2011	F	54.5
Ermington - Rydalmere	2011	M	63.9
Ermington - Rydalmere	2016	F	55.9
Ermington - Rydalmere	2016	M	65.1
Oatlands - Dundas Valley	2006	F	50.8
Oatlands - Dundas Valley	2006	M	62.3
Oatlands - Dundas Valley	2011	F	53.6
Oatlands - Dundas Valley	2011	M	64.5
Oatlands - Dundas Valley	2016	F	54.2
Oatlands - Dundas Valley	2016	M	65.4
Chester Hill - Sefton	2006	F	41.5
Chester Hill - Sefton	2006	M	55.9
Chester Hill - Sefton	2011	F	42.2
Chester Hill - Sefton	2011	M	56.7
Chester Hill - Sefton	2016	F	42.4
Chester Hill - Sefton	2016	M	55.4
Fairfield - East	2006	F	37.5
Fairfield - East	2006	M	55.8
Fairfield - East	2011	F	37
Fairfield - East	2011	M	53.6
Fairfield - East	2016	F	37.6
