SA2_NAME16	Year	Sex	labourForceParticipation
Southern Downs - West	2011	M	58.7
Southern Downs - West	2016	F	48.9
Southern Downs - West	2016	M	57.3
Stanthorpe	2006	F	42.6
Stanthorpe	2006	M	58.2
Stanthorpe	2011	F	45.1
Stanthorpe	2011	M	56.6
Stanthorpe	2016	F	43.6
Stanthorpe	2016	M	50.4
Stanthorpe Region	2006	F	55.2
Stanthorpe Region	2006	M	64.1
Stanthorpe Region	2011	F	53.5
Stanthorpe Region	2011	M	63.6
Stanthorpe Region	2016	F	49.4
Stanthorpe Region	2016	M	55.2
Warwick	2006	F	50.2
Warwick	2006	M	64.9
Warwick	2011	F	51.3
Warwick	2011	M	63.5
Warwick	2016	F	49.1
Warwick	2016	M	59.3
Central Highlands - East	2006	F	59.5
Central Highlands - East	2006	M	80
Central Highlands - East	2011	F	61.1
Central Highlands - East	2011	M	79.9
Central Highlands - East	2016	F	59.1
Central Highlands - East	2016	M	72.1
Central Highlands - West	2006	F	58.7
Central Highlands - West	2006	M	73.2
Central Highlands - West	2011	F	58.9
Central Highlands - West	2011	M	69.7
Central Highlands - West	2016	F	57
Central Highlands - West	2016	M	64.3
Emerald	2006	F	69.9
Emerald	2006	M	84.6
Emerald	2011	F	70.4
Emerald	2011	M	81.9
Emerald	2016	F	65
Emerald	2016	M	75.8
Berserker	2006	F	47.5
Berserker	2006	M	62.1
Berserker	2011	F	51.1
Berserker	2011	M	62.2
Berserker	2016	F	51.6
Berserker	2016	M	61.7
Bouldercombe	2006	F	49.4
Bouldercombe	2006	M	61.5
Bouldercombe	2011	F	58.7
Bouldercombe	2011	M	65
Bouldercombe	2016	F	55.8
Bouldercombe	2016	M	60.6
Emu Park	2006	F	45.3
Emu Park	2006	M	52.4
Emu Park	2011	F	46.8
Emu Park	2011	M	54.4
Emu Park	2016	F	46.5
Emu Park	2016	M	53.1
Frenchville - Mount Archer	2006	F	60
Frenchville - Mount Archer	2006	M	72.6
Frenchville - Mount Archer	2011	F	61.5
Frenchville - Mount Archer	2011	M	71.9
Frenchville - Mount Archer	2016	F	60.9
Frenchville - Mount Archer	2016	M	68
Glenlee - Rockyview	2006	F	67.2
Glenlee - Rockyview	2006	M	58
Glenlee - Rockyview	2011	F	69.4
Glenlee - Rockyview	2011	M	60.4
Glenlee - Rockyview	2016	F	66.5
Glenlee - Rockyview	2016	M	54.2
Gracemere	2006	F	57
Gracemere	2006	M	70.8
Gracemere	2011	F	60.5
Gracemere	2011	M	74.2
Gracemere	2016	F	60.4
Gracemere	2016	M	70.5
Lakes Creek	2006	F	52.7
Lakes Creek	2006	M	70.1
Lakes Creek	2011	F	58.1
Lakes Creek	2011	M	69.8
Lakes Creek	2016	F	57.8
Lakes Creek	2016	M	64.8
Mount Morgan	2006	F	31.6
Mount Morgan	2006	M	43.2
Mount Morgan	2011	F	33.3
Mount Morgan	2011	M	43.9
Mount Morgan	2016	F	36
Mount Morgan	2016	M	40.6
Norman Gardens	2006	F	60.8
Norman Gardens	2006	M	72
Norman Gardens	2011	F	61.3
Norman Gardens	2011	M	72.3
Norman Gardens	2016	F	60.6
Norman Gardens	2016	M	67.8
Park Avenue	2006	F	49.8
Park Avenue	2006	M	66.5
Park Avenue	2011	F	52.9
Park Avenue	2011	M	65.7
Park Avenue	2016	F	52.6
Park Avenue	2016	M	62.6
Parkhurst - Kawana	2006	F	57.8
Parkhurst - Kawana	2006	M	72
Parkhurst - Kawana	2011	F	57.8
Parkhurst - Kawana	2011	M	69.4
Parkhurst - Kawana	2016	F	56.2
Parkhurst - Kawana	2016	M	66.2
Rockhampton - West	2006	F	53.1
Rockhampton - West	2006	M	63
Rockhampton - West	2011	F	54.9
Rockhampton - West	2011	M	65
Rockhampton - West	2016	F	54.9
Rockhampton - West	2016	M	62.8
Rockhampton City	2006	F	46.2
Rockhampton City	2006	M	54.5
Rockhampton City	2011	F	47.4
Rockhampton City	2011	M	57.5
Rockhampton City	2016	F	47.1
Rockhampton City	2016	M	53.3
Rockhampton Region - East	2006	F	56.6
Rockhampton Region - East	2006	M	63
Rockhampton Region - East	2011	F	59.5
Rockhampton Region - East	2011	M	64
Rockhampton Region - East	2016	F	54.7
Rockhampton Region - East	2016	M	59.1
Rockhampton Region - North	2006	F	55.3
Rockhampton Region - North	2006	M	62.8
Rockhampton Region - North	2011	F	57.7
Rockhampton Region - North	2011	M	63.3
Rockhampton Region - North	2016	F	58.1
Rockhampton Region - North	2016	M	59.9
Rockhampton Region - West	2006	F	58.7
Rockhampton Region - West	2006	M	73.6
Rockhampton Region - West	2011	F	64.5
Rockhampton Region - West	2011	M	72.3
Rockhampton Region - West	2016	F	62.3
Rockhampton Region - West	2016	M	68.7
Shoalwater Bay	2006	F	0
Shoalwater Bay	2006	M	0
Shoalwater Bay	2011	F	0
Shoalwater Bay	2011	M	100
Shoalwater Bay	2016	F	0
Shoalwater Bay	2016	M	0
The Range - Allenstown	2006	F	46.5
The Range - Allenstown	2006	M	61.2
The Range - Allenstown	2011	F	52.1
The Range - Allenstown	2011	M	64.1
The Range - Allenstown	2016	F	52.2
The Range - Allenstown	2016	M	61.2
Yeppoon	2006	F	50.8
Yeppoon	2006	M	60.9
Yeppoon	2011	F	55.7
Yeppoon	2011	M	63.6
Yeppoon	2016	F	55.9
Yeppoon	2016	M	60.2
Banana	2006	F	61.6
Banana	2006	M	79.9
Banana	2011	F	62
Banana	2011	M	78.2
Banana	2016	F	61.1
Banana	2016	M	72.5
Biloela	2006	F	58.2
Biloela	2006	M	77.6
Biloela	2011	F	60
Biloela	2011	M	77.8
Biloela	2016	F	59.6
Biloela	2016	M	75
Agnes Water - Miriam Vale	2006	F	46.8
Agnes Water - Miriam Vale	2006	M	54.9
Agnes Water - Miriam Vale	2011	F	47.6
Agnes Water - Miriam Vale	2011	M	55.5
Agnes Water - Miriam Vale	2016	F	46.7
Agnes Water - Miriam Vale	2016	M	50.3
Boyne Island - Tannum Sands	2006	F	57.8
Boyne Island - Tannum Sands	2006	M	77.4
Boyne Island - Tannum Sands	2011	F	60.9
Boyne Island - Tannum Sands	2011	M	77.1
Boyne Island - Tannum Sands	2016	F	59.6
Boyne Island - Tannum Sands	2016	M	73.8
Callemondah	2006	F	0
Callemondah	2006	M	100
Callemondah	2011	F	35.3
Callemondah	2011	M	53.5
Callemondah	2016	F	0
Callemondah	2016	M	0
Clinton - New Auckland	2006	F	63.2
Clinton - New Auckland	2006	M	81.7
Clinton - New Auckland	2011	F	62.7
Clinton - New Auckland	2011	M	80.5
Clinton - New Auckland	2016	F	60.8
Clinton - New Auckland	2016	M	77.4
Gladstone	2006	F	52
Gladstone	2006	M	67.2
Gladstone	2011	F	52.6
Gladstone	2011	M	67.3
Gladstone	2016	F	51.6
Gladstone	2016	M	66.7
Gladstone Hinterland	2006	F	53.3
Gladstone Hinterland	2006	M	72.6
Gladstone Hinterland	2011	F	59
Gladstone Hinterland	2011	M	74.7
Gladstone Hinterland	2016	F	57.3
Gladstone Hinterland	2016	M	70.2
Kin Kora - Sun Valley	2006	F	64.3
Kin Kora - Sun Valley	2006	M	83.3
Kin Kora - Sun Valley	2011	F	63.3
Kin Kora - Sun Valley	2011	M	79.1
Kin Kora - Sun Valley	2016	F	63.8
Kin Kora - Sun Valley	2016	M	76.4
South Trees	2006	F	72.5
South Trees	2006	M	86.2
South Trees	2011	F	0
South Trees	2011	M	0
South Trees	2016	F	0
South Trees	2016	M	0
Telina - Toolooa	2006	F	60
Telina - Toolooa	2006	M	79.5
Telina - Toolooa	2011	F	61.7
Telina - Toolooa	2011	M	79.6
Telina - Toolooa	2016	F	62.2
Telina - Toolooa	2016	M	74.4
West Gladstone	2006	F	54
West Gladstone	2006	M	69.4
West Gladstone	2011	F	55.4
West Gladstone	2011	M	70.1
West Gladstone	2016	F	53.4
West Gladstone	2016	M	65.1
Broadbeach Waters	2006	F	52.8
Broadbeach Waters	2006	M	61.6
Broadbeach Waters	2011	F	53.2
Broadbeach Waters	2011	M	62.1
Broadbeach Waters	2016	F	58.2
Broadbeach Waters	2016	M	64.8
Burleigh Heads	2006	F	50.6
Burleigh Heads	2006	M	58.9
Burleigh Heads	2011	F	54.6
Burleigh Heads	2011	M	64.3
Burleigh Heads	2016	F	55.8
Burleigh Heads	2016	M	63
Burleigh Waters	2006	F	50
Burleigh Waters	2006	M	61.8
Burleigh Waters	2011	F	54.8
Burleigh Waters	2011	M	64.1
Burleigh Waters	2016	F	57.8
Burleigh Waters	2016	M	65.4
Mermaid Beach - Broadbeach	2006	F	52.7
Mermaid Beach - Broadbeach	2006	M	55.8
Mermaid Beach - Broadbeach	2011	F	61.6
Mermaid Beach - Broadbeach	2011	M	67.2
Mermaid Beach - Broadbeach	2016	F	60.6
Mermaid Beach - Broadbeach	2016	M	66.5
Mermaid Waters	2006	F	50.9
Mermaid Waters	2006	M	59.4
Mermaid Waters	2011	F	54.9
Mermaid Waters	2011	M	63.4
Mermaid Waters	2016	F	57.2
Mermaid Waters	2016	M	66.2
Miami	2006	F	54.6
Miami	2006	M	62.1
Miami	2011	F	59.1
Miami	2011	M	64.5
Miami	2016	F	62.6
Miami	2016	M	68.3
Coolangatta	2006	F	45.4
Coolangatta	2006	M	48.8
Coolangatta	2011	F	46.4
Coolangatta	2011	M	51.6
Coolangatta	2016	F	48.3
Coolangatta	2016	M	52.5
Currumbin - Tugun	2006	F	51.6
Currumbin - Tugun	2006	M	60.3
Currumbin - Tugun	2011	F	57.9
Currumbin - Tugun	2011	M	64.9
Currumbin - Tugun	2016	F	56.9
Currumbin - Tugun	2016	M	61.8
Currumbin Waters	2006	F	51.7
Currumbin Waters	2006	M	64.1
Currumbin Waters	2011	F	54.3
Currumbin Waters	2011	M	65
Currumbin Waters	2016	F	57.1
Currumbin Waters	2016	M	65.2
Elanora	2006	F	56.9
Elanora	2006	M	66.7
Elanora	2011	F	57.7
Elanora	2011	M	67.1
Elanora	2016	F	55.6
Elanora	2016	M	65.4
Palm Beach	2006	F	50.3
Palm Beach	2006	M	61.8
Palm Beach	2011	F	57.3
Palm Beach	2011	M	64.6
Palm Beach	2016	F	58.8
Palm Beach	2016	M	65.7
Arundel	2006	F	59.7
Arundel	2006	M	71.2
Arundel	2011	F	58.6
Arundel	2011	M	68.8
Arundel	2016	F	56.2
Arundel	2016	M	63.7
Biggera Waters	2006	F	48.6
Biggera Waters	2006	M	59.3
Biggera Waters	2011	F	55.5
Biggera Waters	2011	M	64.5
Biggera Waters	2016	F	54.4
Biggera Waters	2016	M	62.7
Coombabah	2006	F	45.9
Coombabah	2006	M	57.3
Coombabah	2011	F	47
Coombabah	2011	M	57.8
Coombabah	2016	F	45.6
Coombabah	2016	M	54
Labrador	2006	F	51.8
Labrador	2006	M	59.8
Labrador	2011	F	52.3
Labrador	2011	M	60.7
Labrador	2016	F	51.1
Labrador	2016	M	58.3
Paradise Point - Hollywell	2006	F	49.9
Paradise Point - Hollywell	2006	M	61.4
Paradise Point - Hollywell	2011	F	52.6
Paradise Point - Hollywell	2011	M	62.1
Paradise Point - Hollywell	2016	F	52.6
Paradise Point - Hollywell	2016	M	59.9
Runaway Bay	2006	F	46.3
Runaway Bay	2006	M	59.3
Runaway Bay	2011	F	48.5
Runaway Bay	2011	M	57.6
Runaway Bay	2016	F	48
Runaway Bay	2016	M	55.6
Guanaba - Springbrook	2006	F	59.8
Guanaba - Springbrook	2006	M	65.7
Guanaba - Springbrook	2011	F	59.7
Guanaba - Springbrook	2011	M	65.3
Guanaba - Springbrook	2016	F	57.1
Guanaba - Springbrook	2016	M	66.6
Tamborine - Canungra	2006	F	55.1
Tamborine - Canungra	2006	M	66.9
Tamborine - Canungra	2011	F	56.3
Tamborine - Canungra	2011	M	66.1
Tamborine - Canungra	2016	F	54.6
Tamborine - Canungra	2016	M	60.2
Currumbin Valley - Tallebudgera	2006	F	58.4
Currumbin Valley - Tallebudgera	2006	M	70.3
Currumbin Valley - Tallebudgera	2011	F	61.1
Currumbin Valley - Tallebudgera	2011	M	69
Currumbin Valley - Tallebudgera	2016	F	60.4
Currumbin Valley - Tallebudgera	2016	M	65.9
Mudgeeraba - Bonogin	2006	F	61.5
Mudgeeraba - Bonogin	2006	M	73
Mudgeeraba - Bonogin	2011	F	63
Mudgeeraba - Bonogin	2011	M	73
Mudgeeraba - Bonogin	2016	F	63.6
Mudgeeraba - Bonogin	2016	M	70.7
Reedy Creek - Andrews	2006	F	60.5
Reedy Creek - Andrews	2006	M	71.3
Reedy Creek - Andrews	2011	F	65
Reedy Creek - Andrews	2011	M	75.4
Reedy Creek - Andrews	2016	F	67.6
Reedy Creek - Andrews	2016	M	75.7
Carrara	2006	F	59.9
Carrara	2006	M	69.9
Carrara	2011	F	61.5
Carrara	2011	M	69.6
Carrara	2016	F	60.7
Carrara	2016	M	66.1
Highland Park	2006	F	61.1
Highland Park	2006	M	73.1
Highland Park	2011	F	58.5
Highland Park	2011	M	69.3
Highland Park	2016	F	60.7
Highland Park	2016	M	67.8
Nerang - Mount Nathan	2006	F	55.4
Nerang - Mount Nathan	2006	M	68.2
Nerang - Mount Nathan	2011	F	56.5
Nerang - Mount Nathan	2011	M	67.4
Nerang - Mount Nathan	2016	F	57
Nerang - Mount Nathan	2016	M	64.5
Pacific Pines - Gaven	2006	F	67.1
Pacific Pines - Gaven	2006	M	81.2
Pacific Pines - Gaven	2011	F	67.8
Pacific Pines - Gaven	2011	M	79.1
Pacific Pines - Gaven	2016	F	66.5
Pacific Pines - Gaven	2016	M	76.3
Worongary - Tallai	2006	F	59.7
Worongary - Tallai	2006	M	72.4
Worongary - Tallai	2011	F	58.2
Worongary - Tallai	2011	M	68.4
Worongary - Tallai	2016	F	57.4
Worongary - Tallai	2016	M	66.6
Coomera	2006	F	67.9
Coomera	2006	M	82
Coomera	2011	F	64.9
Coomera	2011	M	78.7
Coomera	2016	F	65.9
Coomera	2016	M	77.4
Helensvale	2006	F	58.2
Helensvale	2006	M	71
Helensvale	2011	F	60.2
Helensvale	2011	M	71
Helensvale	2016	F	58.6
Helensvale	2016	M	67.2
Hope Island	2006	F	53.2
Hope Island	2006	M	65.9
Hope Island	2011	F	53
Hope Island	2011	M	63.8
Hope Island	2016	F	50.8
Hope Island	2016	M	59.6
Jacobs Well - Alberton	2006	F	57.7
Jacobs Well - Alberton	2006	M	69.3
Jacobs Well - Alberton	2011	F	58.9
Jacobs Well - Alberton	2011	M	70.2
Jacobs Well - Alberton	2016	F	59
Jacobs Well - Alberton	2016	M	65.7
Ormeau - Yatala	2006	F	61.3
Ormeau - Yatala	2006	M	75.3
Ormeau - Yatala	2011	F	66.2
Ormeau - Yatala	2011	M	76.9
Ormeau - Yatala	2016	F	65.4
Ormeau - Yatala	2016	M	74.4
Oxenford - Maudsland	2006	F	63.5
Oxenford - Maudsland	2006	M	76.5
Oxenford - Maudsland	2011	F	65.4
Oxenford - Maudsland	2011	M	76.4
Oxenford - Maudsland	2016	F	64.7
Oxenford - Maudsland	2016	M	73.8
Pimpama	2006	F	59.9
Pimpama	2006	M	69.5
Pimpama	2011	F	63
Pimpama	2011	M	71.9
Pimpama	2016	F	61.6
Pimpama	2016	M	74.1
Upper Coomera - Willow Vale	2006	F	63.8
Upper Coomera - Willow Vale	2006	M	78.7
Upper Coomera - Willow Vale	2011	F	64.8
Upper Coomera - Willow Vale	2011	M	77.7
Upper Coomera - Willow Vale	2016	F	65.9
Upper Coomera - Willow Vale	2016	M	75.6
Clear Island Waters	2006	F	49
Clear Island Waters	2006	M	61.9
Clear Island Waters	2011	F	47.6
Clear Island Waters	2011	M	59.4
Clear Island Waters	2016	F	47.6
Clear Island Waters	2016	M	56.7
Merrimac	2006	F	60.1
Merrimac	2006	M	70.5
Merrimac	2011	F	58.8
Merrimac	2011	M	70
Merrimac	2016	F	58.5
Merrimac	2016	M	66.5
Robina	2006	F	55.9
Robina	2006	M	66.6
Robina	2011	F	57.8
Robina	2011	M	66.1
Robina	2016	F	57.8
Robina	2016	M	66.2
Varsity Lakes	2006	F	57.6
Varsity Lakes	2006	M	66.6
Varsity Lakes	2011	F	58
Varsity Lakes	2011	M	66.1
Varsity Lakes	2016	F	59.9
Varsity Lakes	2016	M	67.7
Ashmore	2006	F	55.8
Ashmore	2006	M	68.9
Ashmore	2011	F	56.5
Ashmore	2011	M	66.6
Ashmore	2016	F	53.8
Ashmore	2016	M	64.5
Molendinar	2006	F	62.2
Molendinar	2006	M	75.5
Molendinar	2011	F	59.3
Molendinar	2011	M	69.9
Molendinar	2016	F	61.6
Molendinar	2016	M	69.9
Parkwood	2006	F	66.4
Parkwood	2006	M	75.8
Parkwood	2011	F	64.9
Parkwood	2011	M	74.4
Parkwood	2016	F	62.2
Parkwood	2016	M	69
Southport - North	2006	F	48.2
Southport - North	2006	M	56.4
Southport - North	2011	F	49.5
Southport - North	2011	M	57.3
Southport - North	2016	F	50.2
Southport - North	2016	M	57
Southport - South	2006	F	50.2
Southport - South	2006	M	59.3
Southport - South	2011	F	51.1
Southport - South	2011	M	58.2
Southport - South	2016	F	51.6
Southport - South	2016	M	58.3
Benowa	2006	F	53.5
Benowa	2006	M	65.7
Benowa	2011	F	56
Benowa	2011	M	67.1
Benowa	2016	F	54
Benowa	2016	M	63.1
Bundall	2006	F	55.9
Bundall	2006	M	66.8
Bundall	2011	F	58.7
Bundall	2011	M	68.7
Bundall	2016	F	60.8
Bundall	2016	M	66.4
Main Beach	2006	F	48.1
Main Beach	2006	M	56
Main Beach	2011	F	50.6
Main Beach	2011	M	56.9
Main Beach	2016	F	52
Main Beach	2016	M	57.2
Surfers Paradise	2006	F	47.1
Surfers Paradise	2006	M	51.5
Surfers Paradise	2011	F	54.3
Surfers Paradise	2011	M	61.7
Surfers Paradise	2016	F	53.8
Surfers Paradise	2016	M	59.8
Darra - Sumner	2006	F	48.5
Darra - Sumner	2006	M	64.3
Darra - Sumner	2011	F	53.8
Darra - Sumner	2011	M	65.6
Darra - Sumner	2016	F	53.4
Darra - Sumner	2016	M	65.2
Durack	2006	F	43.1
Durack	2006	M	62
Durack	2011	F	45.1
Durack	2011	M	61.7
Durack	2016	F	47
Durack	2016	M	59.7
Forest Lake - Doolandella	2006	F	64.9
Forest Lake - Doolandella	2006	M	78
Forest Lake - Doolandella	2011	F	65.6
Forest Lake - Doolandella	2011	M	77.5
Forest Lake - Doolandella	2016	F	63
Forest Lake - Doolandella	2016	M	73
Inala - Richlands	2006	F	36.8
Inala - Richlands	2006	M	53.5
Inala - Richlands	2011	F	39.3
Inala - Richlands	2011	M	53
Inala - Richlands	2016	F	40.9
Inala - Richlands	2016	M	52.6
Oxley (Qld)	2006	F	55.9
Oxley (Qld)	2006	M	68.8
Oxley (Qld)	2011	F	58.6
Oxley (Qld)	2011	M	69.3
Oxley (Qld)	2016	F	60.6
Oxley (Qld)	2016	M	69.4
Wacol	2006	F	27.3
Wacol	2006	M	20.4
Wacol	2011	F	28.7
Wacol	2011	M	16.9
Wacol	2016	F	30.4
Wacol	2016	M	16.2
Boonah	2006	F	53.2
Boonah	2006	M	66.8
Boonah	2011	F	53.9
Boonah	2011	M	65.5
Boonah	2016	F	53.1
Boonah	2016	M	60.8
Esk	2006	F	41.4
Esk	2006	M	51.3
Esk	2011	F	42
Esk	2011	M	51.1
Esk	2016	F	40.2
Esk	2016	M	45.1
Lake Manchester - England Creek	2006	F	0
Lake Manchester - England Creek	2006	M	0
Lake Manchester - England Creek	2011	F	0
Lake Manchester - England Creek	2011	M	0
Lake Manchester - England Creek	2016	F	0
Lake Manchester - England Creek	2016	M	0
Lockyer Valley - East	2006	F	47.9
Lockyer Valley - East	2006	M	60.1
Lockyer Valley - East	2011	F	49.2
Lockyer Valley - East	2011	M	60.2
Lockyer Valley - East	2016	F	50.1
Lockyer Valley - East	2016	M	55
Lowood	2006	F	51.1
Lowood	2006	M	64
Lowood	2011	F	53.1
Lowood	2011	M	62.6
Lowood	2016	F	50
Lowood	2016	M	58
Rosewood	2006	F	55.6
Rosewood	2006	M	63.1
Rosewood	2011	F	56.9
Rosewood	2011	M	61.2
Rosewood	2016	F	55.7
Rosewood	2016	M	61
Brassall	2006	F	53.2
Brassall	2006	M	66.7
Brassall	2011	F	55.2
Brassall	2011	M	67.1
Brassall	2016	F	55.6
Brassall	2016	M	63.9
Bundamba	2006	F	50.6
Bundamba	2006	M	66.1
Bundamba	2011	F	52.7
Bundamba	2011	M	63.5
Bundamba	2016	F	51.5
Bundamba	2016	M	61
Churchill - Yamanto	2006	F	60.4
Churchill - Yamanto	2006	M	74.7
Churchill - Yamanto	2011	F	59.3
Churchill - Yamanto	2011	M	72.9
Churchill - Yamanto	2016	F	61.6
Churchill - Yamanto	2016	M	72.6
Ipswich - Central	2006	F	48.4
Ipswich - Central	2006	M	59.3
Ipswich - Central	2011	F	51.2
Ipswich - Central	2011	M	59.7
Ipswich - Central	2016	F	52
Ipswich - Central	2016	M	58.6
Ipswich - East	2006	F	48.2
Ipswich - East	2006	M	62.1
Ipswich - East	2011	F	50.8
Ipswich - East	2011	M	61.9
Ipswich - East	2016	F	50.3
Ipswich - East	2016	M	60.4
Ipswich - North	2006	F	66
Ipswich - North	2006	M	75.8
Ipswich - North	2011	F	69
Ipswich - North	2011	M	75.7
Ipswich - North	2016	F	67
Ipswich - North	2016	M	71.1
Karalee - Barellan Point	2006	F	67.7
Karalee - Barellan Point	2006	M	78.9
Karalee - Barellan Point	2011	F	69
Karalee - Barellan Point	2011	M	74.8
Karalee - Barellan Point	2016	F	68.4
Karalee - Barellan Point	2016	M	74.1
Karana Downs	2006	F	69.8
Karana Downs	2006	M	81.5
Karana Downs	2011	F	69.9
Karana Downs	2011	M	78.7
Karana Downs	2016	F	68.1
Karana Downs	2016	M	75
Leichhardt - One Mile	2006	F	46.7
Leichhardt - One Mile	2006	M	63.3
Leichhardt - One Mile	2011	F	49.3
Leichhardt - One Mile	2011	M	61.9
Leichhardt - One Mile	2016	F	46.5
Leichhardt - One Mile	2016	M	57.4
North Ipswich - Tivoli	2006	F	49.1
North Ipswich - Tivoli	2006	M	61.9
North Ipswich - Tivoli	2011	F	48.6
North Ipswich - Tivoli	2011	M	59.1
North Ipswich - Tivoli	2016	F	48.7
North Ipswich - Tivoli	2016	M	57.7
Raceview	2006	F	56.4
Raceview	2006	M	74.4
Raceview	2011	F	57.4
Raceview	2011	M	71.7
Raceview	2016	F	56.5
Raceview	2016	M	68
Ripley	2006	F	69.9
Ripley	2006	M	81.8
Ripley	2011	F	70.6
Ripley	2011	M	79
Ripley	2016	F	71.9
Ripley	2016	M	77.9
Riverview	2006	F	37
Riverview	2006	M	53.6
Riverview	2011	F	37.9
Riverview	2011	M	53
Riverview	2016	F	35.1
Riverview	2016	M	47.2
Bellbird Park - Brookwater	2006	F	61.7
Bellbird Park - Brookwater	2006	M	73.6
Bellbird Park - Brookwater	2011	F	67.9
Bellbird Park - Brookwater	2011	M	77.6
Bellbird Park - Brookwater	2016	F	69.2
Bellbird Park - Brookwater	2016	M	77
Camira - Gailes	2006	F	59.8
Camira - Gailes	2006	M	72.3
Camira - Gailes	2011	F	59.6
Camira - Gailes	2011	M	72.3
Camira - Gailes	2016	F	59.6
Camira - Gailes	2016	M	68
Carole Park	2006	F	0
Carole Park	2006	M	0
Carole Park	2011	F	0
Carole Park	2011	M	100
Carole Park	2016	F	0
Carole Park	2016	M	75
Collingwood Park - Redbank	2006	F	61.1
Collingwood Park - Redbank	2006	M	74.9
Collingwood Park - Redbank	2011	F	60.4
Collingwood Park - Redbank	2011	M	74.1
Collingwood Park - Redbank	2016	F	58.6
Collingwood Park - Redbank	2016	M	71.4
Goodna	2006	F	49.2
Goodna	2006	M	65.7
Goodna	2011	F	49.2
Goodna	2011	M	65.2
Goodna	2016	F	49.1
Goodna	2016	M	61.2
New Chum	2006	F	38.1
New Chum	2006	M	50
New Chum	2011	F	0
New Chum	2011	M	0
New Chum	2016	F	0
New Chum	2016	M	0
Redbank Plains	2006	F	57.9
Redbank Plains	2006	M	72.5
Redbank Plains	2011	F	59
Redbank Plains	2011	M	75.4
Redbank Plains	2016	F	57.6
Redbank Plains	2016	M	70.7
Springfield	2006	F	68.5
Springfield	2006	M	80.4
Springfield	2011	F	69.7
Springfield	2011	M	82.3
Springfield	2016	F	69.3
Springfield	2016	M	79.3
Springfield Lakes	2006	F	69.7
Springfield Lakes	2006	M	84.8
Springfield Lakes	2011	F	72
Springfield Lakes	2011	M	86.1
Springfield Lakes	2016	F	72.2
Springfield Lakes	2016	M	83
Beaudesert	2006	F	50.9
Beaudesert	2006	M	61.9
Beaudesert	2011	F	51.7
Beaudesert	2011	M	62
Beaudesert	2016	F	47.9
Beaudesert	2016	M	56.4
Beenleigh	2006	F	48.8
Beenleigh	2006	M	65.4
Beenleigh	2011	F	48.2
Beenleigh	2011	M	60.1
Beenleigh	2016	F	49
Beenleigh	2016	M	59
Eagleby	2006	F	42.8
Eagleby	2006	M	58.7
Eagleby	2011	F	44.4
Eagleby	2011	M	57.1
Eagleby	2016	F	42.3
Eagleby	2016	M	54.9
Edens Landing - Holmview	2006	F	56.9
Edens Landing - Holmview	2006	M	73.1
Edens Landing - Holmview	2011	F	61.5
Edens Landing - Holmview	2011	M	75.2
Edens Landing - Holmview	2016	F	59.1
Edens Landing - Holmview	2016	M	72.6
Mount Warren Park	2006	F	56.1
Mount Warren Park	2006	M	71
Mount Warren Park	2011	F	57.7
Mount Warren Park	2011	M	71
Mount Warren Park	2016	F	55
Mount Warren Park	2016	M	65.6
Wolffdene - Bahrs Scrub	2006	F	66.8
Wolffdene - Bahrs Scrub	2006	M	76.3
Wolffdene - Bahrs Scrub	2011	F	65.5
Wolffdene - Bahrs Scrub	2011	M	74.1
Wolffdene - Bahrs Scrub	2016	F	64.5
Wolffdene - Bahrs Scrub	2016	M	73.5
Boronia Heights - Park Ridge	2006	F	51
Boronia Heights - Park Ridge	2006	M	67.5
Boronia Heights - Park Ridge	2011	F	52.2
Boronia Heights - Park Ridge	2011	M	65.8
Boronia Heights - Park Ridge	2016	F	49.3
Boronia Heights - Park Ridge	2016	M	62.1
Browns Plains	2006	F	58.9
Browns Plains	2006	M	73.6
Browns Plains	2011	F	57.3
Browns Plains	2011	M	73.8
Browns Plains	2016	F	55.5
Browns Plains	2016	M	68.8
Chambers Flat - Logan Reserve	2006	F	61
Chambers Flat - Logan Reserve	2006	M	71.9
Chambers Flat - Logan Reserve	2011	F	60.1
Chambers Flat - Logan Reserve	2011	M	70.9
Chambers Flat - Logan Reserve	2016	F	59.9
Chambers Flat - Logan Reserve	2016	M	70.5
Crestmead	2006	F	53.3
Crestmead	2006	M	70.2
Crestmead	2011	F	57
Crestmead	2011	M	72.9
Crestmead	2016	F	53.6
Crestmead	2016	M	67.2
Greenbank Military Camp	2006	F	0
Greenbank Military Camp	2006	M	0
Greenbank Military Camp	2011	F	0
Greenbank Military Camp	2011	M	0
Greenbank Military Camp	2016	F	0
Greenbank Military Camp	2016	M	0
Hillcrest	2006	F	64.8
Hillcrest	2006	M	78.3
Hillcrest	2011	F	63.5
Hillcrest	2011	M	75.4
Hillcrest	2016	F	63.7
Hillcrest	2016	M	72.6
Marsden	2006	F	52.1
Marsden	2006	M	70.6
Marsden	2011	F	54.4
Marsden	2011	M	69.7
Marsden	2016	F	51.2
Marsden	2016	M	65.1
Munruben - Park Ridge South	2006	F	64.6
Munruben - Park Ridge South	2006	M	78.5
Munruben - Park Ridge South	2011	F	65.1
Munruben - Park Ridge South	2011	M	76.4
Munruben - Park Ridge South	2016	F	62.9
Munruben - Park Ridge South	2016	M	72.1
Regents Park - Heritage Park	2006	F	64.5
Regents Park - Heritage Park	2006	M	79.2
Regents Park - Heritage Park	2011	F	64.4
