SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
311061330,0,0,34,0,0,0,0,0,0,3,5,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,12,12,4,22,46,5,4,0,0,8,125,3,3,5,3,4,9,21,0,0,0,0,16,69,111,99,143,115,57,175,506,91,9,5,7,60,1383,3,0,5,3,0,4,3,3,3,0,0,3,24,3,3,0,0,0,0,5,0,0,0,0,5,20,9,9,11,4,0,0,8,5,0,0,0,3,57,3,11,22,3,0,11,13,3,0,0,0,7,77,0,15,32,17,0,17,28,10,0,0,0,6,120,4,0,16,15,0,7,42,8,0,0,0,5,93,3,3,13,23,3,19,72,25,0,0,0,0,157,4,0,11,15,9,29,74,24,3,0,0,3,174,4,0,5,11,5,18,92,22,0,0,0,0,168,0,0,3,3,3,16,82,33,3,0,0,0,143,4,0
311061331,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,15,35,3,0,0,0,3,75,7,3,4,0,0,3,4,0,0,0,0,16,44,85,77,96,115,93,234,270,43,7,0,10,42,1076,0,3,0,3,0,6,5,0,0,0,0,3,20,3,0,4,0,0,3,7,0,0,0,0,0,16,10,3,6,0,3,7,15,0,0,0,0,0,47,3,8,24,11,3,18,11,3,0,0,0,6,82,13,14,38,9,7,42,30,7,3,0,0,3,155,5,3,13,7,5,26,26,3,0,0,0,0,88,0,3,8,12,9,33,44,11,0,0,0,0,118,4,0,6,7,4,42,31,9,0,0,0,3,109,0,0,3,0,7,31,41,6,3,0,3,3,100,0,0,0,3,0,14,42,12,0,0,0,0,72,0,0
311061332,0,0,54,3,0,0,0,0,4,9,17,7,0,0,0,39,0,0,0,0,0,0,3,5,3,0,0,0,7,0,0,0,0,3,3,19,48,3,0,0,3,90,0,0,0,3,4,0,4,3,0,0,0,3,17,54,22,51,30,50,110,397,424,56,8,4,19,1238,0,0,0,0,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,5,4,0,5,6,0,0,0,0,30,0,0,7,0,0,0,11,13,0,0,0,0,32,4,0,10,8,3,0,12,14,0,0,0,0,48,4,0,3,10,6,4,22,9,7,0,0,0,69,0,0,0,8,3,5,22,30,3,0,0,0,85,0,0,0,8,6,3,39,34,6,0,0,3,101,0,0,0,4,3,12,42,70,13,3,0,0,143,0,0,3,3,5,3,46,66,4,0,0,0,129,0,0
311061333,0,0,37,0,0,0,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,4,9,4,6,7,3,13,43,7,3,0,0,7,106,3,3,4,9,0,3,12,3,0,0,0,18,51,91,62,115,126,83,242,561,142,12,9,4,56,1499,0,0,4,4,4,0,7,9,0,0,0,4,25,0,0,0,3,0,0,0,0,0,0,0,0,9,5,3,0,3,3,7,8,0,0,0,0,3,37,3,9,20,3,7,15,22,0,0,0,0,3,80,8,6,25,15,17,30,30,3,0,0,0,3,136,0,0,10,19,8,23,51,4,0,0,0,0,126,3,0,9,26,8,17,60,17,3,0,0,3,146,3,0,4,11,6,38,81,19,0,0,0,3,169,3,3,3,3,4,33,67,23,0,0,0,4,143,3,0,3,4,4,14,96,30,9,0,0,3,167,3,0
311061334,0,4,60,0,0,0,0,0,0,4,8,6,0,0,0,27,0,0,0,0,0,0,0,4,3,0,3,0,6,3,0,0,0,0,0,19,33,9,0,0,4,68,0,0,5,0,0,0,4,5,0,0,0,3,19,22,10,21,24,20,58,398,276,61,10,3,30,927,0,0,0,0,0,0,3,5,3,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,4,0,0,0,4,3,0,0,0,0,12,3,0,3,3,3,4,21,5,0,0,0,0,40,0,0,0,0,0,3,27,7,4,0,0,0,44,0,0,0,0,0,4,29,27,11,0,0,0,66,0,0,3,3,0,3,34,32,3,0,0,0,85,3,0,0,0,0,3,49,38,5,3,0,0,110,0,0,0,0,0,0,30,45,16,0,0,0,98,0,0
311061335,0,3,32,0,0,0,0,0,0,0,11,15,0,0,0,29,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,4,7,21,3,0,0,0,40,0,0,0,0,0,0,3,3,0,0,0,0,10,24,16,13,10,18,41,106,198,54,3,0,9,491,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,12,0,3,10,0,3,0,0,0,0,0,0,0,12,0,4,6,3,0,0,15,6,0,0,0,0,48,0,0,3,0,0,0,7,19,0,0,0,0,37,5,0,0,0,0,4,9,14,5,0,0,0,35,4,0,0,3,0,7,19,15,10,3,0,5,65,0,0,0,0,0,3,15,28,9,0,0,0,52,0,0,0,0,0,5,17,30,8,0,0,0,69,4,0
311061336,0,0,27,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,0,0,0,7,6,3,13,11,9,51,53,5,0,0,0,10,164,10,8,8,3,3,14,6,3,0,0,3,20,78,132,109,220,174,190,717,744,69,7,3,12,89,2475,0,4,3,0,3,20,20,4,0,0,0,6,57,5,0,0,0,0,6,8,0,0,0,0,0,17,12,8,9,7,3,30,16,0,0,0,0,3,92,0,11,16,12,4,25,21,0,0,0,0,11,113,16,16,30,31,17,65,72,4,0,0,0,3,253,3,0,11,23,16,61,80,13,0,0,0,3,214,3,0,16,34,15,87,108,7,3,0,0,6,269,8,0,13,16,13,93,127,12,0,0,0,8,285,0,4,9,13,12,85,130,19,0,0,3,0,267,4,0,4,10,11,52,106,36,5,0,0,0,218,0,0
312011337,3,4,93,4,0,0,3,3,0,4,13,11,0,4,0,51,0,0,0,0,0,0,0,3,4,0,0,5,15,3,0,4,9,3,9,19,20,4,0,0,8,79,9,4,4,8,0,6,3,6,6,0,0,20,72,123,48,143,123,127,138,254,198,77,14,23,104,1353,0,0,3,7,0,10,3,0,0,0,0,3,19,3,0,0,3,3,3,0,0,0,0,0,0,12,16,3,13,8,5,3,7,0,0,0,0,0,49,3,8,24,26,9,12,7,0,0,0,0,0,90,0,4,15,37,23,31,16,4,0,0,0,3,130,4,0,7,23,6,32,27,5,0,0,0,0,117,9,0,6,22,23,43,20,4,0,0,0,3,137,0,0,5,14,16,32,39,14,0,0,3,7,146,6,0,3,8,14,39,46,4,0,0,3,0,128,0,0,6,5,9,22,36,10,0,0,3,3,105,7,3
312011338,18,44,627,246,3,15,4,3,0,6,0,6,4,12,15,309,128,3,3,8,0,0,0,0,4,0,13,11,174,97,4,4,3,3,0,0,4,3,0,5,12,143,26,0,0,0,3,0,0,0,0,0,4,13,47,1382,66,87,58,21,21,33,35,40,9,73,165,1982,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,0,0,0,0,0,0,0,0,16,0,0,8,8,0,0,0,0,0,0,0,3,18,9,3,9,8,3,3,0,0,0,0,0,7,36,5,0,3,8,9,3,0,0,0,0,0,3,38,7,0,5,16,3,3,0,0,0,0,0,6,39,19,0,4,19,3,3,0,0,0,0,0,0,49,23,4,6,12,8,11,3,0,0,0,0,9,76,22,10,9,14,9,6,3,0,0,0,0,8,75,98,7
312011339,0,8,80,30,0,5,0,0,3,3,3,4,0,0,0,55,29,0,0,0,0,0,0,3,0,0,0,3,41,15,0,3,5,0,5,0,8,0,0,0,3,43,9,0,0,4,0,0,0,3,0,0,0,3,23,258,24,26,30,21,27,17,44,16,3,7,47,524,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,11,3,0,8,3,3,0,3,0,0,0,0,0,24,5,0,3,4,4,0,0,0,0,0,0,0,17,3,0,3,3,6,0,4,0,0,0,0,0,25,4,0,0,7,0,7,0,0,0,0,0,3,27,22,4,0,8,11,7,6,0,0,0,0,6,56,19,3,0,3,8,6,6,0,0,0,0,0,49,24,0
312011340,0,7,75,0,0,3,0,3,3,3,3,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,8,0,6,5,6,0,0,0,0,35,6,0,3,0,0,0,0,0,0,0,0,4,18,157,20,40,46,44,36,45,27,3,10,7,50,480,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,12,5,0,0,4,0,0,0,0,0,0,0,0,14,8,3,12,4,4,0,0,0,0,0,0,0,31,0,0,4,3,0,0,0,0,0,0,0,0,10,3,3,3,8,0,0,0,0,0,0,0,3,22,9,0,8,4,3,3,3,0,0,0,0,3,30,14,0,3,4,3,4,0,0,0,0,0,3,26,14,0,0,9,5,4,3,0,0,0,0,7,38,11,0
312011341,84,49,580,176,42,25,4,0,4,5,6,3,6,63,23,363,96,38,15,3,9,9,3,3,0,4,47,14,239,64,22,11,4,0,5,3,0,0,0,31,10,155,10,0,0,0,0,0,0,0,0,0,3,12,23,829,263,143,47,22,40,31,41,15,21,327,185,1959,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,5,0,3,0,0,0,0,20,3,3,0,0,0,0,3,0,0,0,0,0,14,8,3,5,0,6,6,3,0,0,0,0,0,27,0,0,0,5,6,5,0,0,0,0,0,0,22,4,0,8,9,10,11,10,0,0,0,0,0,49,8,0,6,5,11,14,4,3,0,0,0,3,55,6,6,10,6,27,20,9,5,0,0,0,3,82,28,9,3,9,14,16,17,8,0,0,0,8,120,62,17
312021342,0,0,94,0,0,0,0,0,0,8,45,13,3,0,0,78,0,0,0,0,0,0,0,7,11,0,0,0,25,3,3,10,13,7,7,26,62,31,0,3,6,176,0,0,3,0,3,0,4,3,0,0,0,13,38,72,60,96,76,45,97,266,531,170,20,14,65,1516,3,0,0,0,0,0,5,0,0,0,0,5,18,5,0,3,3,3,3,0,0,0,0,0,4,27,6,0,7,18,4,8,5,9,0,0,0,0,60,3,0,22,15,4,14,6,6,0,0,0,4,82,4,8,18,26,9,26,17,27,3,0,0,6,143,4,0,11,22,14,28,36,18,3,0,0,3,144,4,0,10,19,18,36,48,19,0,0,0,3,155,3,0,10,17,10,41,50,28,3,0,0,3,167,0,0,0,17,16,30,53,31,0,0,0,3,152,4,0,3,6,9,36,64,34,0,0,3,0,162,4,0
312021343,0,0,31,0,0,0,0,0,0,6,9,4,5,0,0,30,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,3,0,5,10,8,12,3,0,0,52,0,3,0,0,0,0,3,0,0,0,0,0,14,29,10,15,50,29,62,85,92,37,16,6,21,444,0,0,0,0,3,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,6,0,0,0,0,0,0,19,0,0,4,3,4,0,0,0,0,0,0,0,17,0,3,9,5,3,5,0,0,0,0,0,0,29,3,0,3,11,4,3,7,0,0,0,0,0,39,3,0,5,11,9,10,6,4,4,0,0,0,43,0,0,0,8,12,6,8,8,0,0,0,0,43,3,0,0,3,4,4,13,3,0,0,0,0,37,0,0,0,4,5,8,12,8,0,0,0,0,36,0,0
312021344,5,4,155,3,0,0,0,0,0,3,39,63,7,3,0,124,0,0,0,0,0,0,0,12,16,8,3,0,41,0,0,0,0,0,3,4,44,56,7,4,4,136,0,0,3,0,0,0,0,4,4,0,0,3,19,22,9,25,20,18,20,57,318,387,63,22,29,978,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,0,0,0,19,0,0,3,0,7,11,3,3,0,0,0,0,30,3,0,3,11,12,27,20,5,0,0,0,3,80,4,0,8,10,13,36,32,7,0,0,0,3,104,0,0,3,3,7,39,50,6,0,0,0,0,111,0,0,0,4,13,50,40,15,0,0,0,3,128,3,0,3,3,10,51,62,24,0,3,0,5,162,0,0,0,0,7,54,65,27,6,0,0,3,173,3,0
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312021346,15,3,68,0,0,0,0,0,7,4,21,7,5,4,0,47,0,0,0,0,0,0,4,9,3,0,3,0,21,3,0,0,4,3,12,21,20,4,3,0,3,80,6,4,6,3,0,3,4,0,0,0,0,7,35,74,52,73,87,46,168,281,161,38,18,36,35,1069,3,0,3,3,0,3,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,12,11,11,11,15,3,3,3,0,0,0,0,0,53,4,5,34,19,9,3,0,0,0,0,0,4,81,3,12,23,40,12,15,8,0,0,0,0,0,115,0,0,6,18,9,11,5,0,0,0,0,3,54,4,0,12,9,17,10,9,0,0,0,0,3,63,7,3,7,31,24,19,15,5,0,0,0,0,93,4,0,3,21,24,17,15,10,0,0,0,0,97,3,0,0,18,19,17,13,7,0,3,0,3,78,0,0
312021347,6,0,32,0,0,0,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,14,32,30,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0
312021348,3,0,81,3,0,0,0,0,3,5,13,26,10,3,0,69,0,0,0,0,0,0,0,7,16,0,3,0,28,0,0,3,0,0,3,3,28,32,11,7,7,95,4,0,0,0,0,0,3,0,3,0,0,7,17,43,6,20,35,21,51,72,206,183,49,25,29,733,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,7,3,4,0,0,0,0,0,19,3,0,9,3,4,7,3,3,0,0,0,5,36,0,0,0,3,3,7,10,8,0,0,0,0,31,7,0,0,3,3,14,15,5,7,0,0,0,51,3,0,0,4,9,12,13,14,0,0,0,0,59,6,0,0,4,7,6,23,19,3,0,0,3,68,3,0,4,6,3,10,29,17,3,0,0,0,75,4,0
312021349,0,3,61,0,0,0,0,0,3,6,16,13,3,0,3,47,0,0,0,0,0,0,4,11,4,0,0,0,19,0,0,3,3,6,7,31,28,10,0,0,4,96,0,0,0,0,0,0,5,3,0,0,0,5,20,45,41,50,64,58,134,250,240,71,17,12,51,1040,0,0,3,0,0,3,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,7,8,3,11,5,5,0,0,0,0,0,0,0,38,0,10,17,15,8,3,5,0,0,0,0,4,59,0,0,22,14,19,10,6,0,0,0,0,3,70,0,0,10,17,16,15,18,3,0,0,0,8,84,4,0,3,12,15,11,14,5,0,0,0,3,73,3,0,6,18,6,19,18,9,0,0,0,0,82,0,0,12,18,20,21,14,13,3,0,0,0,103,3,3,0,13,8,24,21,7,0,0,0,3,84,3,0
312021350,3,3,28,3,0,0,0,0,5,3,8,8,6,0,4,32,0,0,0,0,0,0,0,4,5,0,0,0,16,0,0,0,0,0,0,9,14,7,3,0,4,36,0,0,0,3,0,0,0,0,0,0,0,0,9,18,0,13,19,18,22,44,83,60,24,6,25,335,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,3,0,0,0,13,3,0,0,0,3,0,5,3,0,0,0,0,15,0,0,0,0,0,5,4,4,0,0,0,3,17,0,0,0,3,0,3,5,7,0,0,0,0,21,3,0,0,0,0,3,8,14,0,0,0,0,29,6,0,0,0,0,6,14,20,0,0,0,0,48,0,0
312021351,0,0,36,7,0,4,3,0,3,3,6,6,0,0,0,29,3,0,0,0,0,0,0,3,0,0,0,0,10,10,0,4,0,4,3,8,19,16,0,0,0,59,0,3,3,0,0,0,4,3,0,0,0,6,22,109,18,46,37,26,45,58,86,46,3,5,32,501,3,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,6,0,0,0,0,0,0,3,19,3,0,0,5,6,6,0,0,0,0,0,0,19,10,0,5,5,5,8,5,3,0,0,0,0,43,5,0,3,3,6,13,11,3,0,0,0,0,37,5,0,3,3,10,10,13,6,0,0,0,0,49,0,0,0,0,4,3,11,3,0,0,0,3,30,3,0,3,3,0,3,20,12,0,0,0,3,45,5,5,0,9,3,4,17,13,0,0,0,0,52,6,0
312021352,0,3,94,5,0,0,3,5,3,8,24,11,0,4,5,67,3,0,0,0,0,0,3,6,4,0,0,0,34,3,0,0,10,5,10,21,38,12,0,0,8,106,4,0,3,0,0,4,0,8,0,0,0,10,31,112,24,51,88,82,104,189,254,59,11,13,49,1037,0,0,0,0,0,0,5,3,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,0,11,8,0,0,5,6,8,3,0,0,0,0,0,26,5,0,5,5,6,13,3,3,0,0,0,0,46,4,3,9,18,13,25,11,7,0,0,0,5,92,3,0,3,13,5,8,14,3,0,0,0,3,51,4,0,8,13,14,24,15,3,0,0,0,6,93,6,0,4,8,9,21,19,6,0,0,0,0,79,7,0,3,11,5,17,30,4,3,0,0,4,88,8,0,4,3,8,15,32,16,0,0,0,0,85,3,0
312021353,3,3,35,3,0,3,0,0,0,5,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,4,5,9,5,9,0,0,0,0,43,4,0,3,0,3,4,0,0,0,0,0,6,19,112,15,55,64,48,57,56,56,11,3,13,37,525,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,3,0,0,3,0,0,0,0,0,22,3,3,7,3,0,0,0,0,0,0,0,0,22,17,0,0,13,10,8,8,0,0,0,0,3,55,0,0,4,10,5,4,10,0,0,0,0,0,37,10,0,5,7,10,3,18,3,0,0,0,0,55,6,0,0,8,6,4,4,0,0,0,0,4,29,13,0,3,3,3,3,7,8,0,0,0,0,37,13,0,3,3,5,3,5,5,0,0,0,3,43,3,0
312021354,3,0,69,0,0,0,0,0,0,3,6,18,0,3,0,40,0,0,0,0,0,0,0,3,9,0,3,0,16,0,0,0,6,0,3,3,19,24,5,0,0,59,0,0,0,0,0,0,0,3,0,0,0,0,9,9,4,21,26,24,37,78,137,158,9,15,10,530,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,17,0,0,0,3,4,5,0,3,0,0,0,0,19,0,0,8,10,3,9,9,0,0,0,0,0,37,0,0,3,9,4,11,18,3,0,0,0,0,47,0,0,0,13,3,18,23,6,3,0,0,0,62,0,0,3,4,11,12,22,6,0,0,0,3,67,0,0,3,7,3,13,26,13,4,0,0,0,71,0,0,0,6,3,7,18,16,0,0,0,3,49,0,0
312021355,0,0,28,0,0,0,0,0,3,6,10,4,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,8,21,3,0,0,6,50,0,0,3,3,0,3,0,0,0,0,0,0,16,23,10,39,28,19,47,98,117,26,11,3,17,428,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,0,0,0,0,0,19,0,0,0,7,0,3,0,0,0,0,0,0,13,3,4,3,5,4,6,3,3,0,0,0,3,35,3,0,0,7,4,10,6,3,0,0,0,3,39,4,0,3,7,4,6,6,3,0,0,0,0,44,0,0,0,4,8,17,3,3,0,0,0,0,36,0,0,0,4,9,10,14,7,0,0,0,0,47,0,0,0,3,3,8,11,5,0,0,0,0,33,0,0
312021356,0,0,74,0,0,0,0,0,3,9,24,12,0,0,3,48,0,0,0,0,0,0,0,7,4,0,0,0,9,3,4,9,5,5,8,26,35,7,0,0,4,99,3,5,3,0,0,3,3,3,0,0,0,18,44,78,62,102,53,46,67,256,257,52,7,5,56,1047,3,0,3,3,3,4,3,0,0,0,0,3,17,0,0,0,0,0,3,0,0,0,0,0,3,12,11,0,12,10,4,3,5,0,0,0,0,3,46,7,3,31,14,7,6,4,0,0,0,0,3,77,3,3,23,23,16,8,5,0,0,0,0,3,79,0,0,5,30,20,18,14,5,0,0,0,0,102,0,0,6,18,10,12,15,0,0,0,0,4,76,3,0,4,14,16,16,17,4,0,0,0,3,67,0,0,7,11,16,28,33,20,3,0,0,0,120,3,0,0,7,11,26,28,9,0,0,0,0,90,0,0
312021357,0,3,38,0,0,0,0,0,4,6,9,5,0,3,0,41,0,0,0,0,0,0,0,3,5,0,0,0,11,7,0,3,5,3,4,13,24,13,0,0,4,71,3,0,0,0,0,0,3,6,3,0,0,6,16,84,9,21,44,43,59,91,118,51,3,6,19,557,3,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,0,16,3,0,3,0,3,0,3,0,0,0,0,0,15,11,0,8,5,6,6,10,0,0,0,0,6,48,9,0,0,4,3,3,6,4,0,0,0,0,35,0,0,0,3,5,13,10,0,0,0,0,4,40,3,0,0,4,5,4,7,5,0,0,0,0,33,3,0,0,5,12,14,24,7,0,0,0,0,59,4,0,3,0,0,18,30,12,0,0,0,0,65,6,0
