SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
101051539,0,0,64,0,0,0,0,3,7,12,5,0,0,0,3,36,0,0,0,0,0,0,0,3,0,0,3,0,7,3,4,18,22,23,24,29,7,0,0,0,4,136,12,13,19,6,8,5,8,0,0,0,0,24,94,145,218,409,576,337,458,298,64,12,3,19,92,2624,5,0,3,8,0,0,0,3,0,0,0,6,23,5,0,7,5,4,0,0,0,0,0,0,3,37,19,10,18,26,14,10,9,3,0,0,0,4,112,11,9,71,49,19,18,19,5,0,0,0,4,201,16,9,77,67,26,47,38,13,3,0,0,15,301,3,3,34,53,26,51,44,4,0,0,0,6,226,10,5,21,48,31,60,69,14,4,0,0,3,265,4,3,18,31,25,47,85,30,3,0,0,6,257,7,0,4,33,18,58,89,45,0,0,0,4,264,3,0,3,14,15,34,88,45,3,0,0,3,208,6,0
101051540,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,7,7,0,6,11,4,11,7,4,0,0,0,5,51,11,0,3,6,6,3,0,0,0,0,0,9,33,197,29,111,147,87,69,40,22,3,4,11,54,771,3,0,3,0,0,0,3,0,0,0,0,3,13,0,0,4,0,0,3,3,0,0,0,0,0,10,12,0,4,5,3,3,4,4,0,0,0,0,36,15,4,7,8,3,7,3,3,0,0,0,0,47,21,0,10,19,14,0,0,0,0,0,0,3,77,14,0,3,11,7,14,9,4,0,0,0,4,58,12,3,3,10,12,10,16,7,3,0,0,0,76,11,0,3,8,10,10,13,0,0,0,0,3,54,5,0,3,4,9,14,6,9,3,0,0,3,53,13,0,3,0,12,15,10,5,0,0,0,3,57,15,0
101061541,0,0,25,4,0,0,0,0,0,6,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,7,9,0,0,0,3,38,0,0,3,0,0,0,0,0,0,0,0,0,4,67,6,49,56,52,96,129,59,9,0,3,16,551,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,11,0,5,3,5,0,3,10,0,0,0,0,0,29,8,6,0,12,0,4,13,0,0,0,0,0,57,3,4,0,4,0,9,12,3,0,0,0,0,40,0,0,0,0,9,4,19,13,0,0,0,0,52,0,0,0,4,0,3,17,8,0,0,0,0,38,0,0,4,4,3,8,18,11,0,0,0,0,53,3,0,3,5,3,3,21,12,0,0,0,0,52,0,0
101061542,0,0,39,3,0,0,0,3,3,4,7,14,3,0,0,35,0,0,0,0,0,0,0,0,3,4,0,3,16,4,0,0,4,3,0,5,3,3,0,0,3,34,3,0,0,0,0,0,0,0,0,0,0,7,8,135,6,46,65,46,42,62,64,51,12,12,30,576,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,11,4,0,3,0,0,0,3,0,0,0,0,4,16,8,3,3,4,8,3,5,0,0,0,0,4,43,4,0,0,0,3,3,3,5,0,0,0,0,30,9,0,0,8,3,3,5,3,0,0,0,3,37,14,0,3,9,0,6,5,0,0,0,0,3,42,16,0,4,7,3,10,6,3,3,0,0,6,58,9,0,4,0,8,6,6,7,0,3,0,3,43,15,0
101061543,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,12,15,7,0,0,0,0,3,56,6,0,9,3,3,0,0,0,0,0,0,9,30,70,42,175,331,184,187,75,8,4,0,5,29,1114,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,4,0,3,0,0,0,0,0,0,10,3,4,4,13,6,8,3,0,0,0,0,0,47,0,0,17,24,8,14,0,0,0,0,0,0,71,7,0,18,37,31,34,11,0,0,0,0,3,145,6,4,11,37,18,40,19,3,0,0,0,0,133,3,0,12,21,29,50,14,7,0,0,0,3,147,5,0,3,21,26,31,20,3,0,0,0,4,111,5,0,4,17,19,38,27,3,0,0,0,0,116,0,0,3,6,8,31,15,5,0,0,0,3,75,10,0
101061544,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,9,3,6,11,0,0,0,0,0,0,0,3,41,9,0,4,7,0,0,0,0,0,0,0,0,20,198,37,132,154,40,13,8,6,3,3,3,31,640,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,3,0,0,0,0,0,0,0,0,17,0,0,8,7,5,0,0,0,0,0,0,3,25,18,0,13,14,15,3,0,0,0,0,0,3,71,13,0,6,9,4,9,7,0,0,0,0,0,54,12,0,10,23,6,5,3,0,0,0,0,0,57,16,0,11,13,7,15,0,0,0,0,0,3,68,18,0,12,11,7,3,3,0,0,0,0,4,63,11,0,8,9,5,8,9,0,0,0,0,6,50,24,0
102011028,3,0,33,0,0,0,0,0,0,3,3,7,4,8,0,26,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,3,14,16,18,4,6,0,68,0,0,0,0,0,0,0,3,0,0,0,0,6,22,0,6,20,38,70,116,138,82,26,19,12,539,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,15,6,0,0,0,0,3,3,3,7,0,0,0,18,0,0,0,0,0,3,8,8,8,3,0,0,31,5,0,0,0,0,3,7,17,8,0,0,0,38,3,0,0,0,0,7,3,6,9,0,0,0,33,4,0,0,0,3,5,11,23,11,5,0,0,59,0,0,0,0,0,3,12,13,9,4,0,0,40,0,0
102011029,6,0,40,0,0,0,0,0,0,3,6,4,4,3,0,15,0,0,0,0,0,0,0,5,3,0,0,0,8,3,0,0,0,0,3,11,19,5,3,4,0,48,3,0,0,3,0,0,0,0,0,0,0,5,15,33,0,28,48,48,60,128,134,55,21,17,12,594,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,14,0,0,0,3,6,0,7,6,0,0,0,0,21,5,0,0,8,7,7,4,3,3,0,0,3,41,0,0,3,5,8,0,7,15,3,0,0,0,39,3,0,0,3,9,4,4,9,7,0,0,0,47,5,0,0,3,0,0,14,10,4,3,0,0,42,0,0,0,0,0,3,5,10,7,3,0,0,37,0,0,0,0,0,3,0,15,11,3,3,0,46,0,0
102011030,0,0,12,3,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,5,3,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,6,74,13,26,54,32,41,48,45,17,4,7,16,361,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,0,0,0,14,7,0,3,9,3,3,4,0,0,0,0,4,38,4,0,3,3,3,7,6,0,3,0,0,0,30,7,0,0,0,6,5,3,3,0,0,0,0,28,6,0,0,3,11,0,3,5,4,0,0,0,41,6,0,0,4,3,6,3,9,3,0,0,4,39,4,0,0,0,0,0,3,4,4,0,0,4,25,14,0
102011031,0,0,25,0,0,0,0,0,0,3,11,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,5,12,5,10,4,0,0,55,0,0,3,4,3,3,3,4,0,0,0,4,28,36,47,84,75,80,104,189,137,56,22,12,38,868,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,3,5,0,0,0,0,27,3,0,7,7,4,10,5,6,0,0,0,0,40,5,0,23,20,10,13,10,7,0,0,3,6,85,0,0,5,10,4,4,13,6,5,3,0,0,52,0,0,6,12,0,16,17,19,6,4,0,6,78,3,0,3,5,0,3,18,16,7,0,4,0,64,7,0,0,3,0,8,19,22,14,8,3,0,80,0,0,0,0,3,3,9,33,12,3,3,3,72,0,0
102011032,0,3,120,0,0,3,3,0,9,23,13,9,3,0,3,70,0,0,0,0,0,0,8,6,0,3,0,0,16,5,5,14,13,5,24,74,40,4,4,0,3,192,21,13,6,15,4,11,11,3,4,0,3,31,104,137,243,244,282,213,612,1089,379,86,7,23,108,3415,3,5,6,9,0,3,9,5,0,0,0,3,51,3,0,7,4,0,0,3,4,0,0,0,5,24,9,13,28,16,8,9,11,9,0,3,0,8,116,10,4,80,38,15,13,19,16,0,0,0,13,211,5,3,90,64,24,31,44,37,3,0,0,15,316,3,0,20,32,12,36,84,57,10,0,0,4,261,4,3,14,32,15,43,82,79,9,0,0,12,289,0,3,12,10,18,36,102,96,12,0,0,4,292,3,0,3,14,4,21,114,128,21,0,4,10,326,8,0,0,10,3,22,77,151,27,7,3,4,309,3,0
102011033,0,0,10,0,0,0,0,0,0,0,8,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,16,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,25,20,18,35,154,102,24,3,0,7,399,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,4,0,3,0,0,5,0,0,0,0,16,0,0,0,3,0,0,3,10,0,0,0,0,18,3,0,8,3,0,5,5,18,9,3,0,0,43,0,0,0,0,3,0,7,19,8,0,0,4,40,0,0,0,3,0,0,4,10,7,0,0,0,30,3,0,0,0,0,0,9,23,12,0,0,0,51,0,0
102011034,0,0,17,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,9,0,7,0,0,41,0,4,0,0,0,0,3,0,0,0,0,3,16,22,49,61,37,33,74,124,88,14,10,3,13,519,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,3,0,0,0,0,0,28,0,0,20,4,0,0,5,0,0,0,0,0,38,3,0,13,10,9,3,9,3,0,0,0,0,53,0,0,3,0,0,3,9,14,0,0,0,0,30,4,0,7,5,4,0,3,9,3,0,0,0,50,0,0,9,4,3,0,4,5,0,0,0,0,30,0,0,5,4,3,0,16,22,6,3,0,0,59,0,0,0,3,0,0,4,21,7,0,0,0,42,0,0
102011035,0,0,18,3,0,0,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,0,4,15,8,0,3,0,3,39,0,0,0,0,0,4,0,0,0,0,0,4,6,16,11,25,28,19,75,120,74,14,9,3,20,410,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,11,0,0,4,4,0,0,0,4,0,0,0,0,14,3,0,6,0,4,0,0,3,3,0,0,0,23,0,0,0,3,0,3,9,10,4,0,0,3,30,0,0,0,0,3,0,4,10,3,0,0,0,26,0,0,0,3,5,3,3,10,4,0,0,0,42,0,0,3,0,0,5,18,19,3,0,0,0,50,0,0,0,0,0,3,16,20,6,0,0,0,46,3,0
102011036,0,0,19,0,0,0,0,0,0,0,11,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,11,11,0,0,0,0,36,3,3,0,0,0,0,0,0,0,0,0,3,14,26,51,31,29,21,65,165,118,15,0,0,19,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,4,3,0,0,0,0,22,3,0,17,4,3,0,0,3,0,0,0,0,28,3,0,5,4,3,0,12,8,0,0,0,0,39,4,0,3,6,0,3,6,18,3,0,0,3,40,0,0,4,3,3,0,3,19,4,0,0,0,40,0,0,4,0,0,0,8,22,3,0,0,0,38,0,0,0,0,3,5,7,27,5,3,0,0,52,0,0
102011037,0,0,15,0,0,0,0,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,10,5,3,0,0,26,0,3,3,3,0,0,3,0,0,0,0,3,14,19,26,50,41,26,56,147,90,26,4,3,7,490,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,3,0,3,0,0,0,20,0,0,4,8,5,0,0,4,0,0,0,0,30,7,0,8,4,0,3,4,5,4,0,0,0,41,0,0,4,7,0,0,3,4,3,0,0,0,34,3,0,3,7,0,4,7,12,3,0,0,0,36,0,0,0,0,0,4,11,21,3,0,0,0,47,3,0,0,0,4,3,8,18,6,0,0,0,42,0,0,0,0,0,4,13,19,10,0,0,0,47,3,0
102011038,3,0,21,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,5,9,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,10,15,17,17,20,31,66,113,107,26,14,11,13,441,0,0,0,0,5,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,3,0,0,0,0,15,0,0,3,0,4,3,5,5,0,0,0,0,21,0,0,0,0,0,3,7,7,4,0,0,3,26,0,0,0,0,0,5,12,11,5,3,0,0,35,0,0,0,0,3,6,11,9,0,0,0,0,27,0,0,0,0,0,3,8,14,6,4,3,0,42,3,0,0,0,0,0,3,11,12,0,0,0,41,0,0
102011039,7,3,91,0,0,0,0,0,0,3,24,23,7,6,0,75,0,0,0,0,0,0,3,6,11,5,5,0,29,0,0,0,3,0,7,17,39,17,13,6,3,111,0,0,0,0,0,0,3,0,0,0,0,9,11,35,12,31,44,44,120,268,375,157,72,47,22,1229,3,0,3,0,0,0,3,0,4,3,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,0,0,3,3,4,0,0,18,4,0,4,6,3,3,8,7,7,0,0,3,42,4,0,0,3,5,8,8,9,6,3,0,0,51,0,0,0,0,4,0,9,17,5,0,0,0,45,3,0,0,0,3,8,16,34,15,10,0,0,86,3,0,0,0,0,4,18,19,18,6,4,3,86,0,0,3,0,3,3,12,31,26,9,6,0,99,7,0
102011040,0,3,78,0,0,0,0,0,3,7,23,6,4,0,3,46,0,0,0,0,0,0,3,4,3,0,0,0,14,3,0,0,5,13,25,49,41,14,0,0,3,155,3,0,11,10,4,18,12,6,0,0,0,31,93,105,34,136,332,239,583,847,493,79,14,19,86,2958,3,0,0,0,0,5,10,11,4,4,0,0,39,0,0,0,0,0,0,8,5,0,0,0,0,19,5,0,3,5,11,8,9,10,0,0,3,3,63,3,3,6,12,19,25,21,18,3,0,0,3,127,12,3,28,22,37,65,61,45,15,0,0,3,290,5,0,4,12,25,38,76,85,9,0,0,3,268,9,0,4,16,18,36,78,107,22,3,3,3,298,4,3,0,4,15,32,74,123,25,5,0,8,299,8,0,5,10,10,26,84,162,29,6,3,8,334,6,0,0,0,7,8,47,139,47,8,0,0,262,10,0
102011041,0,0,43,0,0,0,0,0,0,3,4,9,7,9,0,25,0,0,0,0,0,0,0,3,3,0,5,0,9,0,0,0,0,3,11,11,21,12,3,0,0,57,0,0,0,0,0,0,0,3,0,0,0,0,6,25,0,18,22,37,66,132,166,90,21,18,16,611,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,3,0,3,6,9,4,0,0,0,23,0,0,0,4,0,3,3,11,5,0,0,0,32,0,0,3,0,3,4,6,9,3,0,0,0,35,0,0,0,4,0,5,5,16,3,5,0,4,44,0,0,0,0,0,0,3,23,15,5,4,0,53,7,0,0,0,0,3,5,15,8,4,3,0,42,0,0
102011042,3,0,24,0,0,0,0,0,0,4,11,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,13,3,19,44,29,0,0,0,3,115,3,11,9,4,3,9,0,0,0,0,0,21,66,81,182,135,183,131,282,428,234,30,8,13,70,1783,4,0,0,0,0,0,5,8,0,0,4,0,25,0,0,0,0,0,0,3,4,0,0,0,3,10,3,5,17,11,4,4,8,11,0,0,0,5,69,10,8,80,20,7,11,14,12,0,0,0,14,174,15,10,68,27,6,18,23,25,3,0,0,3,198,8,0,8,7,8,14,39,41,10,0,0,0,136,5,0,13,20,15,16,33,54,9,0,0,3,172,0,0,4,5,16,17,33,66,17,8,0,6,176,0,0,7,0,9,10,50,95,20,3,0,0,184,0,0,0,5,4,9,25,78,17,5,0,0,151,3,0
102011043,0,0,26,0,0,0,0,0,3,3,7,3,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,7,3,0,6,15,12,5,0,0,3,66,3,5,3,4,3,3,3,0,0,0,0,8,33,40,92,70,70,57,128,280,128,11,3,0,28,912,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,10,3,3,0,0,0,0,0,0,7,32,0,0,24,5,0,0,3,7,0,0,0,3,54,0,8,16,6,3,15,7,9,3,0,0,0,69,3,0,11,10,3,4,14,14,0,0,0,3,63,0,0,3,7,7,6,12,30,10,0,0,0,90,0,0,0,4,0,11,22,37,0,0,0,3,82,0,0,0,5,3,8,17,33,11,0,0,0,86,0,0,3,0,3,3,20,41,10,3,0,0,84,0,0
102021044,0,0,43,0,0,0,0,0,0,3,11,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,9,4,23,45,23,9,0,0,6,136,7,6,11,8,0,13,10,4,0,0,5,11,73,103,156,153,189,126,348,610,265,54,11,13,69,2096,0,0,3,3,0,0,0,3,0,0,0,0,15,0,0,0,3,3,0,0,4,4,0,0,0,13,9,6,14,3,0,0,7,5,0,0,0,3,63,7,7,41,28,0,5,16,19,0,0,0,3,125,7,6,35,39,5,19,20,20,3,0,0,14,176,3,5,12,21,7,9,31,46,3,0,0,4,149,10,0,8,13,20,5,30,46,9,3,0,0,155,7,0,7,7,13,21,43,58,12,0,0,5,177,3,3,3,3,9,11,49,84,20,0,0,3,194,0,0,0,3,5,4,35,80,33,0,0,0,171,4,0
102021045,0,0,15,0,0,0,0,0,5,0,8,3,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,3,3,21,36,17,0,0,0,5,90,4,0,0,0,3,9,10,0,0,0,0,5,29,24,10,29,56,78,244,392,161,7,0,4,27,1027,0,0,0,0,0,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,0,0,0,16,0,0,0,4,0,9,11,8,0,0,0,0,40,3,0,9,3,3,9,23,23,0,0,0,0,69,0,0,4,0,9,4,36,25,0,0,0,0,78,0,0,0,8,8,11,43,22,4,0,0,3,105,0,0,0,3,4,11,33,59,11,0,0,3,119,3,0,0,0,0,6,31,56,11,0,0,0,118,0,0,0,0,0,6,34,74,14,0,0,3,135,0,0
102021046,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,9,15,15,7,0,0,0,4,68,0,0,8,4,0,3,3,3,0,0,0,3,28,36,14,73,130,115,249,209,60,0,3,4,31,923,0,0,0,0,4,0,3,5,0,0,0,0,13,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,4,3,3,3,0,0,0,3,20,0,0,6,6,0,11,8,0,0,0,0,0,40,0,0,5,11,15,14,14,9,0,0,0,0,77,0,0,0,9,6,13,22,20,0,0,0,0,71,6,0,7,5,4,20,35,24,0,0,0,0,97,4,0,0,8,10,5,38,20,3,0,0,4,88,3,0,0,6,9,6,43,31,5,0,0,0,109,0,0,0,3,3,13,24,36,4,0,0,0,88,3,0
102021047,0,0,33,0,0,0,0,0,0,9,6,7,4,0,0,23,0,0,0,0,0,0,3,5,0,0,0,0,6,4,0,3,4,0,14,22,16,0,3,0,0,67,0,0,4,0,0,4,4,0,0,0,0,4,24,43,22,44,65,61,162,390,169,41,16,9,19,1053,0,0,0,0,0,0,0,3,3,0,0,3,13,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,5,0,0,3,20,0,0,5,3,3,6,3,4,0,0,0,0,27,4,3,5,4,5,3,10,14,0,3,0,5,57,0,0,7,3,5,8,19,20,8,0,0,0,63,3,0,6,3,5,6,12,31,8,0,0,3,80,0,0,0,10,5,5,22,27,7,0,0,0,78,0,0,0,0,7,7,29,50,16,0,0,0,103,0,0,0,0,0,9,11,40,22,0,0,0,82,3,0
102021048,0,0,41,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,16,30,35,23,0,0,0,4,121,3,5,14,10,7,8,10,3,4,0,0,18,79,111,97,153,256,253,579,564,149,17,6,15,60,2260,3,0,0,3,3,0,9,6,0,0,0,4,35,3,0,0,0,5,0,3,6,0,0,0,0,24,3,3,9,17,10,7,18,7,0,0,0,4,76,7,3,18,22,7,8,22,13,0,0,0,0,106,14,0,37,44,18,36,49,25,3,0,0,5,230,4,0,11,26,23,41,77,43,4,0,0,3,225,3,0,7,26,15,44,96,68,7,0,0,3,277,0,0,0,16,15,33,80,72,8,0,0,5,240,3,0,0,10,11,23,92,79,11,0,0,3,239,0,3,3,3,3,22,81,91,6,3,0,5,234,4,0
102021049,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,22,0,8,4,11,9,12,17,12,5,6,13,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,3,3,0,6,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,16,3,0
