SA2_MAINCODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
308031205,5,0,10,0,0,20,3,0,0,0,0,3,38,0,25,3,3,75,78,6,88,3,4,180,8,3,17,3,3,32,16,0,15,0,3,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,167,14,156,8,23,362,8,0,3,0,0,12,0,0,0,0,0,0,9,0,4,0,0,17,9,0,10,0,7,29,24,0,21,0,5,42,47,12,51,0,9,116,38,4,53,4,10,107,3,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,142,19,158,9,25,358,4,0,0,0,0,5,0,0
308031206,6,0,8,0,0,12,3,0,0,0,0,9,3,0,4,0,0,12,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,19,0,5,45,5,0,5,0,0,10,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,5,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,17,0,6,43,5,0,5,0,0,9,0,0
308031207,5,0,0,0,3,12,3,0,3,0,0,4,14,0,5,0,0,19,31,8,30,0,5,69,9,0,8,0,0,30,4,0,11,0,0,20,3,0,8,0,3,9,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,83,13,73,0,17,178,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,8,12,0,3,0,0,12,13,0,6,0,0,16,18,4,11,0,0,35,48,3,37,8,3,96,21,3,46,0,3,78,4,3,5,0,0,12,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,129,8,120,8,12,275,7,0,3,0,0,8,0,0
308031208,7,0,3,0,0,13,6,0,0,0,0,3,36,0,10,0,0,46,49,7,45,4,13,110,17,3,21,0,4,43,20,3,25,0,0,47,3,3,17,3,4,24,3,0,9,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,10,143,19,135,5,21,319,7,0,3,0,0,7,0,0,0,0,0,0,12,0,4,0,0,16,12,0,7,0,0,24,15,3,21,3,0,36,25,3,29,0,3,66,44,5,73,6,7,135,29,8,34,0,10,84,3,0,10,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,162,26,187,13,21,406,11,0,3,0,0,13,0,0
308031209,6,0,8,0,0,19,0,0,0,0,0,3,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,20,0,3,40,4,0,5,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,5,3,0,8,0,0,13,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,26,3,3,49,3,0,6,0,0,7,0,0
308031210,5,0,7,0,0,21,0,0,3,0,0,3,27,8,12,0,0,45,37,3,66,4,5,119,17,0,22,0,3,41,18,0,26,0,0,50,3,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,117,15,144,9,14,293,16,0,6,0,0,25,0,0,0,0,0,0,8,0,4,0,0,21,16,0,3,0,0,18,3,0,3,0,0,8,12,3,23,0,0,41,71,4,107,3,8,197,78,15,123,4,9,225,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,7,0,0,16,213,26,281,10,33,559,10,0,10,0,0,15,0,0
308031211,0,0,4,0,0,9,4,0,0,0,0,7,24,0,25,0,3,53,33,6,55,0,6,105,5,0,16,0,0,27,7,0,14,0,0,22,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,84,12,121,0,11,229,3,0,8,0,0,6,0,0,0,0,0,0,4,0,9,0,3,17,12,0,7,0,0,18,15,3,31,0,4,49,22,6,39,0,3,72,26,3,37,0,9,71,3,3,15,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,87,19,148,4,21,283,4,0,3,0,0,8,0,0
308031212,3,0,8,0,4,10,3,0,4,0,0,9,15,3,19,0,0,50,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,37,5,37,0,9,89,0,0,3,0,0,6,0,0,0,0,0,0,14,3,3,0,0,21,26,3,17,0,3,47,3,0,3,0,0,11,0,3,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,43,8,37,0,10,90,4,3,4,0,0,10,3,0
308031213,5,0,9,0,3,12,0,0,0,0,3,5,25,4,25,0,3,55,54,3,47,3,3,117,19,0,18,4,6,54,20,4,16,3,0,45,7,3,5,3,0,26,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,137,26,131,15,18,326,3,0,0,0,4,12,0,0,0,0,0,0,13,0,6,0,0,25,12,3,10,0,0,27,24,0,16,0,0,46,31,4,44,0,5,86,54,5,57,3,3,124,23,3,45,3,3,78,9,0,16,3,4,26,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,182,26,207,13,27,444,3,0,0,0,0,10,0,0
308031214,6,0,8,0,0,19,5,0,0,0,0,8,37,5,18,0,4,70,52,7,50,0,7,121,11,3,11,0,0,32,3,3,9,0,3,24,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,122,16,110,3,18,273,4,0,4,0,0,14,0,0,3,0,0,3,7,0,3,0,3,13,14,4,11,0,0,32,21,0,10,0,0,31,30,5,29,3,7,76,23,5,42,3,8,86,9,0,3,0,6,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,118,17,119,3,25,277,7,0,0,0,0,5,0,0
308031215,3,0,4,0,0,7,0,0,3,0,0,3,31,3,12,0,6,51,53,5,43,5,7,119,15,3,18,3,0,40,21,0,16,4,0,46,5,0,16,4,3,28,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,135,14,113,14,15,301,7,0,8,0,0,12,0,0,5,0,0,3,19,0,7,0,0,27,13,0,16,0,0,26,26,0,17,4,0,45,29,3,26,3,3,66,43,0,57,4,7,118,9,3,28,4,3,47,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,19,160,14,170,11,15,371,3,0,8,0,0,13,0,0
308031216,23,0,9,0,0,33,3,0,0,0,0,6,20,0,17,0,5,45,37,4,51,4,7,101,5,0,12,0,0,25,8,0,10,3,0,23,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,5,104,7,14,243,4,0,3,0,0,13,16,0,0,0,0,16,17,0,3,0,0,17,15,0,6,0,3,18,11,3,13,3,0,28,28,0,39,4,3,76,36,3,34,4,3,74,8,4,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,137,14,114,10,9,283,5,0,0,0,3,6,0,0
308031217,0,0,4,0,0,5,5,0,0,0,0,13,32,0,16,0,5,52,24,0,27,3,0,61,5,0,3,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,3,74,4,61,7,12,156,7,0,0,0,0,7,0,0,0,0,0,0,10,0,3,0,0,9,15,0,11,0,5,26,11,0,13,0,0,31,12,5,28,3,5,52,12,0,8,0,0,20,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,70,5,67,4,12,162,5,0,3,0,0,12,0,0
308031218,6,0,4,0,3,12,0,0,0,0,0,0,9,3,3,0,0,14,4,0,4,0,3,16,3,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,22,9,18,0,5,56,12,0,7,0,0,21,0,0,0,0,0,0,3,0,3,0,0,7,5,0,0,0,0,11,0,0,0,0,0,3,5,0,7,0,0,19,8,0,7,0,0,19,0,0,7,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,4,33,4,6,89,7,0,4,0,0,13,0,0
308031219,25,0,21,0,0,42,9,0,3,0,0,11,6,3,0,0,4,18,10,0,10,0,0,23,0,0,8,0,0,5,3,0,5,0,0,12,4,3,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,57,7,55,0,4,129,17,0,18,0,0,29,3,0,0,0,0,0,4,0,3,0,0,5,0,0,3,0,0,5,3,0,0,0,0,11,0,0,8,0,3,11,0,0,3,0,0,11,8,0,7,0,0,17,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,14,43,7,51,0,7,105,13,3,10,5,0,28,0,0
308031220,11,0,12,0,0,19,0,0,0,0,0,0,3,0,7,0,0,9,0,0,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,21,4,3,49,9,0,15,0,0,27,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,27,0,0,53,15,0,8,0,0,26,4,0
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,16,0,13,4,3,34,6,0,0,0,0,6,32,3,17,0,7,57,51,10,62,3,6,132,14,0,13,3,6,31,18,0,12,4,3,34,4,0,5,0,0,11,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,144,18,132,13,16,323,9,0,6,0,0,24,0,0,0,0,0,0,8,0,7,0,0,14,13,0,15,0,0,29,17,0,13,3,0,35,41,0,27,0,5,73,56,3,57,3,9,124,13,3,18,0,3,39,0,0,10,0,0,11,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,165,9,163,14,25,375,9,3,5,0,0,16,0,0
308031223,22,3,14,0,0,44,12,0,3,0,0,13,32,3,17,0,3,58,95,7,66,3,7,181,45,3,48,7,4,104,67,13,90,9,10,183,37,3,57,3,7,110,6,3,13,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,18,315,44,328,20,30,740,14,0,18,0,0,33,0,0,0,0,0,0,22,0,0,0,3,33,26,0,9,0,6,38,17,3,10,0,0,40,66,0,38,3,12,117,112,10,109,15,9,257,103,17,141,16,16,294,22,5,41,0,4,80,8,0,0,3,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,3,5,0,3,24,404,48,372,37,61,922,20,0,9,0,0,23,8,0
308041528,83,5,120,6,5,227,13,3,12,0,0,31,48,8,45,0,3,101,13,0,16,3,0,39,10,0,3,0,0,13,5,3,12,0,0,18,10,0,3,0,0,14,8,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,32,199,19,236,13,15,487,73,4,83,6,3,162,14,3,16,0,3,28,32,4,26,3,0,64,23,0,18,3,0,50,14,7,17,0,0,34,19,0,18,0,0,39,15,3,27,0,3,45,11,3,15,0,0,29,10,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,13,0,5,32,214,29,232,14,25,505,76,3,63,3,9,156,10,0
308041529,21,0,16,3,0,45,8,0,7,0,0,22,45,3,35,0,4,86,42,7,34,0,3,89,9,3,15,3,0,30,7,0,12,3,0,26,6,0,11,0,0,19,3,0,11,0,0,24,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,145,20,158,9,11,345,16,3,24,3,0,43,10,3,12,0,0,27,35,5,20,0,0,55,9,3,18,3,0,29,16,0,16,0,0,31,15,3,18,0,0,33,28,5,40,7,4,74,21,0,35,0,0,60,8,0,13,0,0,26,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,9,0,3,4,0,19,165,21,205,10,11,413,16,0,14,0,0,34,7,0
308051530,20,4,20,0,0,41,3,0,0,0,0,6,19,0,7,0,0,23,21,0,10,0,0,37,9,0,5,0,0,16,6,0,17,0,0,32,7,0,12,0,0,13,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,8,93,11,82,3,0,193,21,0,14,0,3,38,7,0,3,0,0,11,4,0,3,0,0,10,8,0,4,0,3,18,5,0,15,3,4,26,14,0,26,3,0,44,13,0,20,0,0,42,7,3,17,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,8,91,11,107,6,6,223,16,0,11,0,0,31,0,0
308051531,5,0,4,0,0,15,4,0,0,0,0,10,11,0,3,0,3,19,24,3,23,0,3,57,34,3,42,3,6,79,49,10,69,5,0,130,24,9,58,8,9,103,8,0,20,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,9,0,0,15,161,33,229,20,19,463,9,0,10,0,0,20,0,0,0,0,0,0,5,0,3,0,0,13,8,0,3,0,0,11,8,0,0,0,0,13,15,0,4,3,3,22,31,0,38,0,4,72,59,16,106,9,14,199,17,11,71,3,3,102,13,7,26,0,0,48,0,0,4,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,6,0,8,0,3,15,170,35,288,18,28,536,4,0,3,0,0,11,3,0
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,12,3,9,0,0,23,5,0,10,0,0,12,23,0,23,0,3,46,33,3,52,3,8,109,40,0,62,6,4,116,64,6,108,3,13,196,27,4,49,4,7,85,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,206,26,317,18,35,596,3,0,12,0,0,21,0,0,7,0,0,7,12,3,4,0,3,24,7,3,10,0,3,23,7,0,4,0,0,11,17,3,12,0,0,27,46,4,47,0,5,106,96,7,143,6,9,259,19,11,47,3,5,88,12,3,16,0,0,39,4,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,17,0,23,0,3,42,250,33,335,15,32,670,11,0,13,0,0,26,3,0
308051534,3,0,4,0,0,14,13,0,0,0,0,8,32,3,11,0,3,52,54,3,45,4,9,116,16,4,17,0,3,45,17,0,12,0,0,32,12,0,3,0,0,10,4,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,158,15,108,6,20,295,22,0,10,0,0,32,3,0,3,0,0,5,17,0,5,0,4,26,12,0,5,0,3,24,7,3,5,0,0,21,28,0,23,0,4,51,56,3,44,3,7,113,49,4,50,5,5,109,15,0,19,0,0,35,6,0,0,0,0,9,3,0,4,0,0,10,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,3,9,0,0,22,222,17,189,10,23,461,4,0,4,0,3,15,5,0
