SA2_MAINCODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
507011152,0,0,0,0,0,0,0,0,7,0,4,4,18,19,24,20,61,28,28,11,5,3,41,275,23,15,16,9,73,39,141,117,264,246,289,241,336,311,341,2463
507011153,0,0,0,0,0,0,3,8,4,3,16,13,16,44,35,44,69,44,25,13,10,0,56,404,21,15,23,21,64,68,160,123,295,261,257,184,201,133,242,2071
507011154,0,0,3,0,0,0,6,10,14,0,20,17,44,49,60,65,103,63,40,20,5,4,81,588,33,18,33,25,106,95,236,168,391,287,288,203,231,128,325,2553
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,7,9,5,4,0,0,3,0,40,11,3,0,0,11,5,16,16,53,42,70,52,112,188,93,676
507011159,0,0,0,0,0,0,4,9,18,0,11,18,32,45,43,60,102,65,40,21,10,4,64,521,32,10,19,22,71,86,200,178,456,381,429,288,324,175,377,3049
507011160,0,0,0,0,0,0,4,6,10,3,15,12,31,45,50,58,82,49,30,16,11,7,52,467,35,16,30,21,98,83,267,166,386,343,327,230,212,139,360,2699
507011161,0,0,0,0,0,0,0,3,22,3,16,9,27,47,55,44,96,61,50,13,12,13,35,502,38,23,28,19,56,77,163,135,445,507,639,465,575,350,490,4010
507011163,0,0,0,0,0,0,0,0,3,3,5,9,21,34,27,38,62,35,28,17,3,3,38,319,14,4,17,14,43,53,99,85,285,255,297,244,194,126,273,2010
507011259,0,0,0,0,0,0,0,0,3,7,7,12,23,30,32,29,59,42,30,9,4,9,27,315,8,10,12,18,50,45,104,85,257,274,324,259,289,216,287,2241
507011260,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,11,13,12,7,6,3,0,14,73,10,7,11,8,11,5,24,33,89,71,90,68,106,97,114,732
507021164,0,0,0,0,0,0,0,0,7,3,4,7,15,12,23,19,25,36,30,7,12,10,28,231,21,6,10,6,33,24,90,50,180,171,167,134,289,502,259,1930
507021165,0,0,0,0,0,0,4,4,4,3,23,19,29,41,47,47,89,50,45,14,18,11,82,517,28,14,29,29,79,74,148,127,352,318,388,283,473,658,464,3464
507021166,0,0,0,0,0,0,3,8,10,3,16,31,41,59,51,56,129,75,54,28,17,14,91,662,32,15,32,41,106,93,230,176,483,397,386,346,431,435,488,3686
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,0,0,0,0,0,0,3,4,20,0,15,25,38,53,54,64,105,46,46,21,7,6,47,551,50,6,30,33,74,85,141,173,569,580,631,421,355,161,433,3744
507031170,0,0,0,0,0,0,7,3,5,3,13,30,54,68,65,51,81,38,25,11,3,0,39,482,15,10,22,34,92,98,197,146,326,242,203,114,88,40,226,1842
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
507031174,0,0,0,0,0,0,5,10,10,3,30,35,50,87,71,77,107,60,38,11,6,3,61,663,26,18,38,44,129,139,263,228,467,388,338,176,125,39,352,2774
507031261,0,0,0,0,0,0,0,0,4,0,9,11,3,12,16,10,35,16,14,5,7,3,25,159,11,8,11,13,25,24,45,48,186,201,235,179,186,135,200,1504
507041175,0,0,0,0,0,0,7,7,21,3,8,4,7,16,17,19,80,47,40,12,22,11,50,364,43,14,24,10,38,33,94,101,329,287,293,193,399,793,384,3049
507041176,0,0,0,0,0,0,0,0,4,0,3,0,3,5,3,6,25,23,16,13,7,7,14,133,10,6,10,6,16,17,46,40,136,94,116,114,131,161,117,1013
507041177,0,0,0,0,0,0,0,0,5,8,11,12,25,35,43,55,116,83,64,14,22,9,67,560,31,23,19,17,61,64,182,146,408,379,434,349,471,541,460,3569
507041178,0,0,0,0,0,0,4,8,15,8,8,12,12,40,29,33,81,82,52,16,22,13,45,474,49,31,25,21,62,81,143,152,483,329,367,291,534,864,444,3876
507041179,0,0,0,0,0,0,0,3,12,6,12,7,12,20,16,13,44,31,30,13,11,5,17,243,45,20,17,16,48,45,102,90,286,211,226,187,241,303,234,2086
507041180,0,0,0,0,0,0,0,0,3,0,4,3,7,16,19,34,57,40,34,23,18,11,40,320,29,12,21,10,46,52,144,146,338,288,383,336,448,497,385,3130
507041181,0,0,0,0,0,0,3,3,12,3,11,15,15,34,50,48,99,77,61,18,21,27,74,557,41,22,23,24,82,66,183,188,456,361,459,387,592,887,531,4306
507041182,0,0,0,0,0,0,0,0,11,4,4,14,21,20,31,34,82,56,43,13,18,9,41,392,44,20,28,16,81,70,200,181,440,307,321,289,351,368,378,3103
507041183,0,0,0,0,0,0,0,0,4,0,10,20,28,18,28,26,54,34,14,10,7,4,40,301,10,3,18,22,54,28,81,54,144,147,136,107,144,95,154,1196
507041184,0,0,0,0,0,0,0,0,10,0,5,3,5,16,9,13,30,26,14,7,14,4,22,174,33,11,24,8,33,46,77,58,188,157,181,116,227,313,233,1698
507051185,0,0,0,0,0,0,3,7,50,6,32,45,68,122,118,93,201,104,77,32,23,14,92,1067,116,33,42,60,145,193,424,324,1031,1129,1405,948,941,582,1317,8688
507051186,0,0,0,0,0,0,3,5,14,5,31,26,42,68,48,52,81,59,16,13,9,5,65,527,27,15,38,32,100,104,236,171,389,316,237,124,102,67,308,2261
507051187,0,0,0,0,0,0,3,3,23,4,26,25,45,84,62,63,140,59,48,9,17,0,60,670,42,7,40,30,80,125,190,181,496,432,495,314,357,218,602,3618
507051188,0,0,0,0,0,0,10,8,8,3,34,26,66,84,72,63,118,62,40,19,20,6,85,716,35,29,58,37,170,138,394,260,564,436,421,236,275,184,571,3809
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,0,0,0,0,0,5,5,7,3,14,18,32,82,43,40,66,45,33,12,13,7,55,478,37,16,27,27,115,123,281,183,444,341,356,233,261,233,471,3148
507051191,0,0,0,0,0,0,0,0,23,7,21,29,51,83,75,62,147,69,47,27,12,6,69,732,59,23,37,33,103,122,196,185,560,604,697,512,649,550,885,5208
507051192,0,0,0,0,0,0,3,6,20,9,14,29,43,66,61,78,112,64,34,16,12,10,58,617,39,20,37,41,101,115,235,209,450,442,415,284,283,199,507,3368
507051193,0,0,0,0,0,0,4,7,15,7,14,22,30,64,68,60,112,50,27,18,11,5,59,558,36,13,36,35,81,91,246,201,466,355,347,212,234,133,384,2856
509011225,0,0,0,0,0,0,5,5,9,0,11,18,51,64,92,57,115,61,25,9,3,7,57,585,18,22,25,21,131,122,360,247,633,471,368,258,240,185,377,3478
509011226,0,0,0,0,0,0,0,0,0,0,4,7,3,10,3,7,17,13,7,3,3,0,11,95,8,7,8,6,38,30,71,63,183,121,98,69,67,52,112,933
509011227,0,0,0,0,0,0,3,4,0,0,8,12,14,32,18,18,49,19,16,3,3,0,22,210,7,6,14,13,39,58,119,83,242,198,142,106,98,62,178,1350
509011228,0,0,0,0,0,0,0,0,3,3,9,8,26,38,22,26,29,9,6,0,4,3,27,206,18,10,12,8,62,69,173,139,311,170,137,98,73,60,214,1542
509011229,0,0,0,0,0,0,3,7,3,0,4,9,3,7,12,5,8,7,3,0,4,0,8,73,7,4,11,8,22,21,49,46,125,85,85,54,45,65,99,712
509011230,0,0,0,0,0,0,3,5,6,5,7,8,10,17,32,10,22,6,6,0,3,0,37,159,7,9,12,6,33,44,131,63,180,130,108,71,60,45,161,1068
509011231,0,0,0,0,0,0,3,5,5,0,7,10,9,17,11,8,21,0,3,4,0,0,20,119,13,8,6,17,31,33,97,90,196,141,98,61,71,64,154,1075
509011232,0,0,0,0,0,0,0,0,0,0,6,0,5,6,6,10,26,10,5,0,0,0,4,86,9,10,10,3,30,16,76,63,150,111,113,95,72,51,113,923
509011233,0,0,0,0,0,0,0,0,3,0,17,24,22,56,64,54,85,35,20,3,5,8,52,453,22,8,26,35,72,102,264,174,490,416,362,174,168,85,321,2727
509011234,0,0,0,0,0,0,0,3,0,0,10,15,16,25,28,19,30,15,5,6,3,0,18,187,12,12,18,17,69,57,147,95,260,154,118,89,54,46,179,1335
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,0,0,0,0,0,0,0,0,0,4,0,10,10,13,14,11,6,12,6,8,0,16,113,17,15,9,12,47,32,109,79,196,162,202,110,148,111,268,1520
509021237,0,0,0,0,0,0,3,3,0,0,8,4,11,20,30,16,20,3,3,0,4,3,16,141,8,4,15,8,35,42,101,76,162,131,93,58,61,66,150,1001
509021238,0,0,0,0,0,0,0,0,0,3,11,7,13,15,11,15,15,5,3,0,0,0,21,126,6,4,11,11,43,41,102,64,165,133,109,79,54,61,148,1038
509021239,0,0,0,0,0,0,3,4,11,8,9,7,22,29,24,27,41,10,11,4,7,0,37,236,46,31,26,8,104,70,216,144,368,249,222,136,136,101,371,2225
509021240,0,0,0,0,0,0,5,4,3,0,8,8,14,17,13,19,24,8,3,0,5,6,26,162,11,6,7,7,39,39,104,81,194,161,147,100,101,96,187,1283
509021241,0,0,0,0,0,0,3,0,0,0,3,4,7,16,19,3,28,14,5,0,0,0,20,129,11,10,9,4,49,33,81,46,186,182,171,98,76,65,158,1184
509021242,0,0,0,0,0,0,3,3,3,0,3,3,10,12,9,4,4,8,6,0,0,5,15,89,14,8,7,9,30,30,61,40,105,91,95,49,58,50,129,770
509021243,0,0,0,0,0,0,4,7,9,3,20,21,36,55,45,58,86,31,32,14,10,9,61,491,18,17,34,31,103,107,283,176,401,301,307,205,218,108,390,2693
509021244,0,0,0,0,0,0,0,3,0,0,5,9,5,17,13,15,23,10,12,3,6,3,30,146,20,13,8,8,46,47,126,92,185,138,121,99,82,65,214,1265
509021245,0,0,0,0,0,0,3,8,7,3,3,5,15,28,29,22,25,18,10,0,3,0,23,179,10,13,7,12,56,51,174,110,239,161,138,85,70,55,211,1400
509031246,0,0,0,0,0,0,3,4,0,0,7,11,7,16,17,16,17,7,3,0,4,0,16,117,14,12,11,12,45,26,97,64,139,120,85,77,69,47,154,967
509031247,0,0,0,0,0,0,0,0,0,0,0,10,4,11,14,15,10,9,3,0,0,0,13,87,13,6,6,16,32,19,81,77,195,138,142,67,64,69,171,1089
509031248,0,0,0,0,0,0,3,3,0,0,5,7,12,3,7,8,21,14,8,0,0,0,13,94,12,3,8,4,23,16,35,39,66,86,90,51,74,62,88,660
509031249,0,0,0,0,0,0,0,6,3,0,4,10,19,17,40,19,38,22,11,7,4,0,30,217,4,4,8,15,45,32,106,77,180,129,137,73,76,61,161,1116
509031250,0,0,0,0,0,0,0,0,4,3,5,5,10,13,18,17,22,8,4,3,0,0,11,131,8,10,10,13,50,44,125,96,223,159,146,85,79,61,173,1284
510011262,0,0,0,0,0,0,16,23,10,11,9,31,37,51,62,36,91,64,36,21,6,11,105,577,22,12,21,30,67,63,108,111,326,340,475,374,421,289,503,3153
510011263,0,0,0,0,0,0,8,7,4,14,63,43,29,40,48,26,42,25,13,5,7,0,67,432,6,27,80,47,122,90,134,106,176,129,150,82,102,54,261,1564
510011264,0,0,0,0,0,0,7,7,6,5,23,14,18,22,14,14,20,6,10,4,0,0,36,187,7,15,30,18,69,42,33,56,48,33,30,22,20,17,98,539
510011265,0,0,0,0,0,0,16,16,8,0,13,17,32,24,21,35,53,21,17,6,6,3,76,327,16,3,24,21,62,45,79,77,179,155,187,153,182,120,249,1541
510011266,0,0,0,0,0,0,0,0,3,0,21,14,22,13,18,27,15,8,4,0,0,0,16,142,6,0,26,23,52,30,48,65,57,31,26,19,23,15,61,471
510021267,0,0,0,0,0,0,7,7,0,0,16,15,16,8,6,11,11,7,0,0,0,0,20,110,0,3,13,14,57,18,38,31,45,23,23,12,26,19,81,403
510021268,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,3,9,12,13,3,6,7,11,72,6,0,3,0,4,3,11,12,46,66,149,130,190,208,112,942
510021269,0,0,0,0,0,0,0,0,3,0,3,3,6,5,3,0,4,8,13,3,12,0,3,69,3,4,3,3,11,3,7,4,25,52,121,75,232,305,112,967
510021270,0,0,0,0,0,0,3,3,11,0,14,17,14,22,28,21,40,31,31,8,14,15,30,296,13,4,20,22,26,25,44,44,125,208,259,196,395,423,273,2078
510031271,0,0,0,0,0,0,0,0,8,7,3,7,13,4,4,6,12,16,24,9,9,5,13,136,7,5,3,7,19,14,15,21,60,89,235,156,258,326,170,1391
510031272,0,0,0,0,0,0,5,9,11,3,12,14,27,23,31,23,47,50,46,14,29,17,54,402,24,6,17,24,40,40,62,60,175,296,521,388,725,883,447,3696
510031273,0,0,0,0,0,0,0,4,7,0,11,6,10,11,13,3,15,14,15,3,10,3,12,134,10,3,15,12,21,17,25,28,52,49,143,105,202,238,146,1059
511011274,0,0,0,0,0,0,13,17,6,10,11,22,30,55,56,44,91,36,19,5,8,6,48,452,18,18,20,28,89,101,214,169,448,368,356,278,240,170,441,2962
511011275,0,0,0,0,0,0,0,0,0,0,3,5,4,6,12,8,8,4,0,0,3,4,8,69,12,4,11,5,28,25,55,47,143,102,108,61,59,77,127,864
511021276,0,0,0,0,0,0,12,11,7,3,10,8,25,21,23,19,27,22,8,0,0,4,41,217,21,13,14,15,45,37,87,55,164,145,129,81,96,67,209,1172
511021277,0,0,0,0,0,0,0,3,3,0,4,4,15,12,11,5,16,7,3,0,0,3,22,111,11,6,7,5,32,19,71,39,149,121,114,94,72,68,153,953
511031278,0,0,0,0,0,0,3,10,5,4,11,17,20,22,37,36,46,29,24,7,10,3,34,318,17,8,19,24,35,29,87,72,170,191,256,164,191,120,228,1602
511031279,0,0,0,0,0,0,3,8,11,3,11,25,18,45,33,45,74,50,36,17,16,3,49,433,24,18,16,23,44,57,114,84,297,350,479,408,500,415,445,3269
511031280,0,0,0,0,0,0,3,3,4,3,8,13,15,16,18,13,45,31,27,11,5,3,37,247,15,7,13,12,27,35,59,48,154,221,313,264,461,329,292,2252
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,0,0,0,0,0,6,8,3,0,3,14,12,12,23,14,21,15,13,3,11,7,27,184,5,3,14,20,33,29,57,50,112,102,154,73,126,68,138,981
511031283,0,0,0,0,0,0,25,29,0,3,25,12,14,13,10,10,17,9,3,3,3,0,60,187,3,9,33,15,79,40,60,47,75,59,54,22,46,22,199,759
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,0,0,0,0,0,0,8,11,8,8,25,37,42,74,62,53,116,49,35,12,6,5,70,606,29,26,36,45,94,119,286,151,479,329,275,186,176,130,392,2757
511041286,0,0,0,0,0,0,13,13,10,3,18,22,37,55,43,35,65,36,17,3,11,0,81,431,24,7,18,30,72,79,146,98,271,238,210,148,143,93,377,1966
511041287,0,0,0,0,0,0,0,3,10,0,10,10,6,28,38,34,43,35,18,4,4,0,35,285,25,12,24,13,54,55,139,100,268,243,300,193,197,123,401,2159
511041288,0,0,0,0,0,0,4,6,5,4,9,21,22,49,38,35,80,44,28,7,8,3,46,404,20,13,21,28,54,73,159,122,323,322,360,247,332,226,392,2697
511041289,0,0,0,0,0,0,0,3,0,3,9,10,9,24,9,14,17,7,3,0,0,0,10,107,10,5,10,8,36,45,112,61,158,92,97,51,61,50,175,984
511041290,0,0,0,0,0,0,0,0,0,0,6,7,5,15,10,9,12,3,3,0,0,0,16,95,3,3,9,7,19,34,39,27,53,45,48,21,25,10,59,393
511041291,0,0,0,0,0,0,0,0,5,0,3,0,13,14,8,6,15,10,8,0,4,3,20,114,28,11,14,5,34,26,94,60,167,103,97,66,56,51,151,965
511041292,0,0,0,0,0,0,0,3,0,0,12,9,16,11,16,16,37,14,15,0,3,3,20,176,24,15,24,14,78,48,158,93,269,157,167,85,69,83,246,1542
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601011001,0,0,0,0,0,0,6,13,6,9,30,71,74,113,106,81,109,17,9,0,11,0,93,732,12,17,36,70,118,135,254,195,350,180,110,42,30,10,221,1790
601011002,0,0,0,0,0,0,0,0,0,0,0,11,20,53,37,45,53,17,4,3,3,0,19,271,0,4,9,11,51,63,127,113,310,261,212,102,83,30,149,1535
601011003,0,0,0,0,0,0,0,0,0,0,3,4,5,15,16,28,37,13,16,3,7,0,14,150,9,0,6,4,14,32,91,72,233,204,220,111,111,35,107,1250
601021004,0,0,0,0,0,0,0,0,3,0,3,8,9,25,20,30,64,26,21,8,7,3,35,256,13,10,3,6,39,47,93,118,285,190,180,161,138,111,174,1553
601021005,4,0,0,0,0,0,0,3,3,0,7,3,3,13,22,26,61,32,23,10,5,4,36,254,12,3,17,6,27,32,115,104,316,321,321,258,252,183,235,2222
601021006,0,0,0,0,0,0,0,0,0,0,3,3,5,8,7,24,33,17,7,5,3,0,24,146,3,3,4,4,14,23,58,57,152,122,152,88,85,35,100,917
601021007,0,0,0,0,0,0,5,5,0,0,6,7,14,29,35,44,83,52,40,6,6,6,54,387,13,6,15,7,52,72,199,214,478,392,433,325,295,172,312,2978
601021008,0,0,0,0,0,0,0,5,0,3,0,5,6,14,36,29,67,41,23,7,6,0,28,275,11,6,4,13,30,34,137,135,323,270,250,180,207,104,166,1875
601021009,0,0,0,0,0,0,3,5,6,0,20,17,33,45,48,50,69,37,7,3,3,0,42,389,11,7,18,18,64,64,118,117,261,163,109,53,32,17,115,1163
601021010,0,0,0,0,0,0,3,7,0,0,5,11,21,38,27,28,39,13,0,3,0,0,20,203,3,3,16,11,36,48,87,61,147,87,62,21,13,5,64,661
601021011,0,0,0,0,0,0,3,3,5,6,17,30,46,88,66,75,81,38,15,4,3,3,59,536,7,7,20,30,72,113,204,149,330,214,150,63,59,17,147,1578
601021012,0,0,0,0,0,0,0,0,3,0,3,3,6,17,18,14,22,19,10,0,0,3,19,131,8,3,4,9,16,39,74,55,184,181,158,123,134,69,147,1201
601031013,0,0,0,0,0,0,0,0,0,0,9,0,18,20,21,30,33,16,14,0,3,0,20,174,7,0,13,3,35,39,91,80,192,179,192,99,72,27,122,1136
601031014,0,0,0,0,0,0,4,4,5,3,8,24,24,65,55,48,74,32,17,3,6,0,34,385,10,8,11,24,49,84,162,123,279,211,160,85,66,21,144,1433
601031015,0,0,0,0,0,0,4,4,6,0,17,19,39,70,78,60,96,48,23,8,4,0,47,519,10,3,20,26,84,104,231,162,436,265,232,122,79,28,198,1990
601031016,0,0,0,0,0,0,5,3,3,0,9,23,20,38,33,41,57,19,6,3,3,0,30,273,3,0,11,23,44,46,110,104,215,151,109,55,32,15,82,1028
601031017,0,0,0,0,0,0,5,9,7,3,30,40,67,115,111,80,130,56,29,7,11,0,82,774,23,15,38,45,131,169,325,246,516,350,259,120,102,25,283,2645
601031018,0,0,0,0,0,0,0,0,3,4,5,5,16,26,15,25,58,39,14,5,3,0,20,240,11,7,11,4,40,49,122,95,248,184,170,104,70,31,118,1263
601031019,0,0,0,0,0,0,0,0,0,0,15,16,22,29,41,38,66,30,7,9,0,0,36,312,18,0,23,18,46,61,118,105,263,174,142,98,59,13,112,1257
601031020,0,0,0,0,0,0,3,3,0,4,17,15,28,59,40,49,74,27,15,0,4,0,37,376,8,7,22,24,80,91,212,171,389,237,174,74,59,27,173,1746
601031021,0,0,0,0,0,0,4,5,0,0,5,13,14,21,33,23,41,25,7,0,7,0,29,223,10,3,11,15,28,47,92,85,184,146,93,65,51,29,83,955
601041022,0,0,0,0,0,0,4,5,3,3,17,18,44,72,65,79,125,52,38,9,5,3,57,585,29,12,16,25,83,117,243,211,540,427,448,241,231,109,266,3004
601041023,0,0,0,0,0,0,0,0,0,3,13,10,18,46,41,45,116,73,33,3,11,0,47,462,9,11,25,19,55,80,158,204,505,408,394,267,296,188,296,2908
601041024,0,0,0,0,0,0,0,0,3,3,6,11,7,33,37,21,65,33,15,7,0,0,32,281,8,11,10,10,37,58,161,120,402,331,322,191,183,73,232,2159
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601041026,0,0,0,0,0,0,3,3,0,0,3,3,8,11,16,9,24,10,8,3,4,0,23,129,8,0,3,3,16,17,43,43,152,110,106,98,127,115,124,968
601051027,0,0,0,0,0,0,0,0,8,0,4,6,17,18,20,31,47,31,22,3,8,3,27,239,9,5,13,8,38,44,63,77,221,209,178,116,191,198,159,1533
601051028,0,0,0,0,0,0,3,3,7,0,7,9,11,24,25,33,67,49,24,15,6,3,38,315,7,4,14,12,35,42,129,117,313,269,318,260,265,174,213,2162
601051029,0,0,0,0,0,0,0,0,3,0,0,4,3,11,18,10,40,23,11,4,3,0,17,148,15,6,3,14,12,31,47,57,160,122,117,102,130,151,121,1096
601051030,0,0,0,0,0,0,0,0,4,0,8,7,12,29,19,25,46,27,21,5,3,3,26,233,10,6,11,8,30,48,80,71,215,168,168,109,169,110,130,1318
601051031,0,0,0,0,0,0,0,0,6,0,3,6,11,9,17,17,67,35,24,15,9,13,27,265,59,11,32,15,55,56,114,132,401,271,266,214,313,524,312,2760
601051032,0,0,0,0,0,0,0,0,3,0,0,6,14,13,22,22,51,33,19,3,3,0,26,210,11,7,4,10,33,31,80,85,231,162,198,136,169,129,162,1456
601051033,0,0,0,0,0,0,0,0,0,3,7,9,19,15,14,24,38,39,32,15,7,3,20,236,3,6,13,6,42,29,72,62,214,183,198,143,201,169,152,1478
601061034,0,0,0,0,0,0,3,4,0,4,5,21,32,62,39,48,66,36,13,11,9,0,40,387,15,5,15,26,75,104,201,168,383,286,244,112,91,43,233,2001
601061035,0,0,0,0,0,0,0,3,5,4,5,17,23,50,44,45,95,46,22,7,3,3,37,389,15,11,21,15,65,86,220,183,484,359,299,174,132,64,242,2383
602011036,0,0,0,0,0,0,0,0,0,0,10,6,10,34,27,21,35,21,5,0,0,0,14,183,3,3,18,9,24,49,72,48,132,96,51,32,25,13,56,623
602011037,0,0,0,0,0,0,0,0,0,0,11,11,13,28,37,27,53,20,7,0,3,3,21,241,0,0,17,15,40,40,117,88,243,129,124,57,59,31,100,1065
602011038,0,0,0,0,0,0,0,0,3,5,6,7,15,17,20,23,41,14,13,3,4,3,19,189,10,10,11,10,36,22,75,74,176,113,121,90,110,143,124,1121
602011039,0,0,0,0,0,0,0,0,0,0,3,12,10,18,15,6,34,13,7,4,3,0,3,120,7,5,4,8,25,29,118,68,208,171,143,111,62,44,99,1114
602011040,0,0,0,0,0,0,0,0,5,3,11,9,12,22,25,15,35,10,4,3,0,4,23,190,16,5,21,16,57,45,97,75,172,93,64,17,15,9,90,786
602011041,0,0,0,0,0,0,7,7,3,3,31,44,46,84,72,60,78,32,15,5,8,7,64,533,18,12,41,54,101,132,286,180,443,270,174,90,66,32,204,2110
602011042,0,0,0,0,0,0,0,0,0,0,3,10,11,14,27,27,47,23,16,0,3,3,23,212,4,3,13,12,32,33,104,85,221,143,152,95,99,98,144,1236
602011043,0,0,0,0,0,0,0,0,0,0,6,3,4,16,12,22,35,11,7,3,3,0,13,149,10,0,11,11,27,30,92,91,182,135,128,80,78,63,92,1033
602011044,0,0,0,0,0,0,0,3,3,3,4,7,19,30,36,35,51,33,15,3,0,0,27,278,3,10,9,16,51,47,176,122,313,234,216,153,123,64,181,1723
602011045,0,0,0,0,0,0,6,8,3,5,13,35,30,55,46,49,40,11,5,0,5,0,24,328,8,5,17,34,55,86,141,108,169,81,55,26,11,0,98,903
602011046,0,0,0,0,0,0,3,3,4,3,8,13,6,33,37,29,43,32,11,4,0,0,30,241,15,6,14,17,47,56,163,103,292,229,249,137,109,106,172,1720
602011047,0,0,0,0,0,0,0,4,0,0,7,8,13,38,25,23,42,20,11,5,0,0,25,223,3,0,10,9,40,57,87,78,200,151,131,76,67,30,91,1020
602011048,0,0,0,0,0,0,0,0,4,0,7,10,21,31,33,32,55,30,16,0,0,0,35,266,7,6,10,15,50,51,144,99,226,188,163,87,52,18,139,1255
602011049,0,0,0,0,0,0,0,4,0,0,4,0,5,14,20,15,37,16,10,3,3,0,24,162,9,3,14,8,25,30,79,73,211,173,160,126,98,66,120,1190
602011050,0,0,0,0,0,0,0,4,3,3,8,15,22,47,29,26,43,18,7,3,0,0,20,241,5,7,7,18,47,64,81,80,192,122,109,43,33,17,71,901
602011051,0,0,0,0,0,0,0,0,3,0,4,3,12,12,27,18,32,23,9,0,3,0,17,172,3,0,7,6,27,32,87,67,172,178,128,89,87,54,102,1048
602011052,0,0,0,0,0,0,6,6,0,0,4,8,5,22,31,14,32,14,15,8,0,0,30,179,0,0,6,5,41,44,135,84,233,177,150,107,83,61,127,1253
602021053,0,0,0,0,0,0,3,5,0,0,5,13,12,32,29,19,19,9,3,0,0,0,23,168,7,6,11,15,67,55,191,123,210,93,58,39,26,18,129,1038
602021054,0,0,0,0,0,0,0,4,0,0,10,5,11,30,26,30,31,12,11,0,3,0,35,216,17,3,22,7,66,67,220,124,306,188,133,60,54,24,179,1476
602021055,0,0,0,0,0,0,0,0,3,0,4,18,11,27,30,18,37,27,4,0,3,0,23,202,10,14,13,18,60,59,193,142,290,231,159,108,105,50,188,1632
602021056,0,0,0,0,0,0,0,0,0,0,0,0,10,18,21,16,23,9,8,4,0,0,15,123,3,3,7,0,30,27,87,67,158,146,139,78,51,17,107,924
602021057,0,0,0,0,0,0,0,0,0,0,0,4,10,23,17,7,26,6,4,0,6,0,11,118,8,9,5,8,45,50,142,93,240,124,99,74,49,22,117,1094
602031058,0,0,0,0,0,0,0,0,0,0,3,8,12,17,13,13,10,10,13,0,0,0,19,120,12,4,5,8,36,48,103,80,196,155,144,93,64,35,130,1113
