SA2_MAINCODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
102011029,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,9,6,4,4,0,5,5,0,0,0,3,0,0,28,5,7,9,17,8,5,4,0,0,0,0,0,52,0,0,0,0,0,3,3,0,0,0,0,0,6,7,3,6,12,11,23,9,5,0,0,0,0,85,0,3,4,9,4,12,5,3,0,0,0,0,38,0,0,0,4,11,12,8,6,0,0,0,0,48,3,0,3,11,6,24,14,5,0,0,0,0,72,0,0,0,4,4,14,14,3,3,0,0,0,41,3,0,0,0,10,11,8,6,0,0,4,0,50,0,0,0,3,3,0,9,3,0,0,0,0,20,0,0,0,0,0,4,4,3,3,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,3,3
102011030,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,8,8,0,3,8,0,0,0,0,0,0,0,3,24,9,0,0,8,3,0,0,0,0,0,0,0,18,3,0,0,3,0,0,0,0,0,0,0,0,12,15,0,0,7,5,8,0,0,0,0,0,3,41,10,0,0,0,7,6,3,0,0,0,0,0,26,8,0,0,0,4,8,0,0,0,0,0,0,19,5,0,0,9,6,9,0,3,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,14,5,0,4,0,3,6,5,0,0,0,0,0,26,3,0,0,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,7
102011031,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,11,34,8,4,9,4,0,3,0,0,0,0,0,60,24,7,11,11,15,6,4,0,0,0,0,0,81,0,3,15,4,3,4,0,0,0,0,0,0,32,9,3,22,22,15,24,7,5,0,0,0,4,111,3,0,8,16,7,15,6,0,0,0,0,0,58,3,0,0,10,13,13,3,5,0,0,0,3,56,4,0,12,13,17,22,25,3,0,0,0,0,100,4,0,3,5,3,16,14,6,0,0,0,0,54,3,0,0,0,4,16,29,10,0,0,3,0,68,0,0,0,0,4,6,14,3,3,0,0,0,27,0,0,0,0,0,3,4,8,0,0,0,0,19,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,7,6,3
102011032,3,0,3,3,4,16,0,0,3,0,0,3,41,24,7,4,8,7,3,3,0,0,0,3,5,62,201,17,34,32,13,22,0,0,0,0,4,9,342,101,30,39,63,33,23,4,0,3,0,6,11,312,5,10,34,25,11,17,3,0,0,0,0,0,110,26,11,49,110,58,87,26,9,0,0,4,3,384,0,5,12,68,48,54,17,0,0,0,0,3,207,5,7,13,63,51,74,21,6,0,0,0,0,240,9,3,15,63,94,140,38,8,5,0,7,4,376,3,0,6,49,46,78,41,10,0,0,0,0,226,7,0,3,23,39,93,45,11,3,0,4,0,219,3,0,3,8,15,37,31,8,3,0,0,0,98,0,0,3,5,3,29,30,5,0,4,0,3,81,0,0,0,0,0,6,4,3,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,12,6,4,5,26,35
102011033,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,3,0,4,0,0,0,0,0,21,4,0,0,3,5,5,5,0,0,0,0,7,32,0,0,7,3,3,3,0,0,0,0,0,0,15,3,5,12,3,18,20,10,0,0,0,0,0,65,0,3,0,3,16,14,4,0,0,0,0,0,45,0,0,0,4,7,20,6,0,0,0,0,0,44,0,0,0,4,11,22,8,0,0,0,0,0,51,0,0,3,0,4,18,11,3,0,0,0,0,46,0,0,0,3,6,25,8,0,0,0,0,0,42,0,0,0,3,0,9,3,3,0,0,0,0,25,0,0,0,0,3,5,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
102011034,3,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,0,0,0,0,0,0,0,0,0,17,34,6,4,3,0,7,3,0,0,0,0,10,64,16,5,8,3,3,15,4,0,0,0,0,3,60,4,0,15,0,4,3,0,0,0,0,0,0,32,3,7,11,15,25,18,3,0,0,0,0,4,86,4,0,0,6,5,14,3,0,0,0,0,0,34,0,0,3,9,14,16,3,4,0,0,0,0,47,3,3,0,5,9,28,13,3,0,0,0,0,63,4,0,0,4,0,10,5,0,0,0,0,0,23,0,0,0,0,3,4,3,3,3,0,0,3,20,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,4,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3
102011035,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,3,13,3,12,0,0,4,0,0,0,0,0,0,35,4,3,5,0,8,11,0,0,0,0,0,0,35,0,0,3,3,4,8,0,0,0,0,0,0,23,5,3,11,5,21,14,0,0,0,0,0,0,63,4,0,4,7,6,16,0,0,0,0,0,0,40,4,0,0,8,12,17,6,0,0,0,0,0,46,6,0,4,14,12,37,0,0,0,0,0,0,76,3,0,0,3,6,7,5,0,0,0,0,0,28,3,0,0,0,3,13,4,0,0,0,0,0,32,3,0,0,0,0,9,3,0,0,0,0,0,16,0,0,0,0,3,3,0,0,0,0,0,0,9,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
102011036,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,10,3,5,0,3,3,0,0,0,0,0,3,34,13,5,5,0,7,3,0,0,0,0,0,3,36,0,0,5,0,3,3,0,0,0,0,0,0,18,3,0,10,6,11,17,4,0,0,0,0,0,57,3,0,3,5,12,19,0,3,0,0,0,0,51,4,0,0,3,14,16,3,0,0,0,0,3,42,0,0,0,4,13,34,6,3,0,0,0,0,55,0,0,0,3,4,13,3,0,0,0,0,0,24,0,0,0,0,9,24,11,0,0,0,0,0,40,0,0,0,0,3,12,3,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13
102011037,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,0,0,3,10,21,0,18,9,0,7,0,0,0,0,0,0,53,8,3,9,12,4,3,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,13,13,15,6,0,0,0,0,0,68,0,0,0,14,8,13,6,0,0,0,0,0,46,0,0,0,11,6,18,4,0,0,0,0,0,38,0,0,5,12,6,22,8,3,0,0,0,0,55,0,0,0,3,3,11,7,3,0,0,0,0,28,3,0,0,0,10,14,11,3,0,0,0,0,37,0,0,0,0,4,4,3,0,3,0,0,0,18,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
102011038,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,6,10,0,4,7,3,4,0,0,0,0,0,3,26,8,0,5,8,0,9,5,0,0,0,0,3,39,0,0,3,8,3,4,0,0,0,0,0,0,22,7,0,4,12,21,18,5,0,0,0,0,0,69,0,0,4,13,10,15,5,4,0,0,0,0,55,0,0,3,6,7,16,5,3,0,0,0,0,38,0,0,3,3,4,16,11,4,0,0,0,3,41,0,0,0,0,4,14,10,0,0,0,0,0,28,0,0,0,3,3,12,0,0,0,0,0,0,26,0,0,0,0,0,4,6,0,0,0,0,0,12,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0
102011039,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,8,3,3,7,5,0,0,0,0,0,41,7,4,13,13,13,17,3,0,0,0,0,0,67,3,3,3,0,0,3,5,0,0,0,0,0,25,4,0,16,27,15,35,25,12,0,0,0,3,132,0,0,3,12,13,34,23,11,0,0,0,0,100,7,0,3,7,15,24,18,10,0,0,0,0,81,9,0,3,15,16,37,44,22,4,0,0,5,159,0,0,0,3,12,34,25,8,0,0,0,0,88,4,0,3,3,9,30,42,17,7,0,3,0,119,0,0,0,3,3,15,28,25,5,0,0,0,74,3,0,0,0,3,12,21,34,8,3,0,0,78,0,0,0,0,0,4,12,11,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,3
102011040,3,0,3,5,4,9,0,0,0,0,0,7,29,5,0,3,9,7,3,0,0,0,0,0,0,31,40,10,62,58,21,24,3,0,0,0,0,8,232,31,15,102,121,53,46,10,4,0,0,3,0,379,3,7,18,42,26,17,0,0,0,0,0,0,102,20,0,41,139,129,109,23,9,0,0,5,12,493,6,0,23,88,59,62,13,0,0,0,0,4,247,4,0,12,51,44,81,23,7,3,0,3,3,226,16,0,13,58,71,98,47,8,0,0,0,0,313,4,0,4,22,34,40,18,4,3,0,0,0,133,0,0,3,13,27,58,20,13,3,0,0,4,142,0,0,0,7,9,19,15,6,3,0,0,0,58,0,0,3,4,7,11,8,4,0,0,0,0,42,0,0,0,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,35,31
102011041,0,0,0,0,3,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,17,0,0,3,8,10,14,6,0,0,0,0,0,37,0,0,0,0,3,4,0,0,0,0,0,0,8,7,0,3,16,9,20,11,0,0,0,3,0,72,0,0,0,13,7,21,15,3,0,0,0,0,62,0,0,3,7,6,16,9,4,0,0,0,0,46,7,0,3,10,10,15,21,3,0,0,0,4,76,0,0,0,6,3,11,24,4,0,0,0,0,54,3,0,0,0,5,20,15,9,0,0,0,0,60,0,0,0,0,3,3,8,5,0,0,0,0,23,0,0,0,3,0,4,5,5,3,3,0,0,23,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
102011042,5,0,3,4,0,0,0,0,0,0,0,0,15,9,0,3,6,3,3,0,0,0,0,0,0,28,122,8,19,26,11,11,4,0,0,4,6,13,219,44,19,34,61,23,29,0,0,0,0,0,7,222,3,3,33,10,10,4,3,0,0,0,0,0,73,15,8,35,73,43,50,10,0,0,0,3,5,256,4,0,10,32,33,31,6,0,0,0,0,3,125,3,0,9,30,21,48,5,0,0,0,0,3,121,4,3,12,34,42,51,20,0,0,0,0,4,170,0,0,4,14,18,37,10,0,0,0,0,0,91,0,0,3,15,22,27,14,0,0,0,0,3,84,3,0,0,3,7,8,4,0,0,0,0,0,25,0,0,0,0,0,8,8,0,0,0,0,0,21,0,0,0,0,3,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,14,18
102011043,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,9,46,5,16,17,4,3,0,0,0,0,4,8,97,15,16,10,16,7,20,3,0,0,0,0,5,103,3,3,13,6,8,6,0,0,0,0,0,0,41,15,3,29,24,32,28,6,0,0,0,3,3,149,6,0,9,30,19,29,7,0,0,0,0,4,111,3,0,7,8,19,27,12,3,0,0,0,0,81,5,3,4,20,25,56,8,0,0,0,0,3,125,3,0,0,11,7,28,11,0,0,0,0,0,57,3,0,0,0,3,25,11,0,0,0,3,0,49,0,0,0,0,5,13,3,3,0,0,0,0,26,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,7,3,3,6,4
102021044,3,0,0,0,0,0,0,0,0,0,0,0,7,11,11,3,4,3,3,0,0,0,0,0,7,43,97,19,25,11,8,10,5,0,0,0,3,13,193,51,26,37,41,37,22,0,3,0,0,3,14,234,12,10,39,21,14,11,5,0,0,0,0,7,112,20,23,60,64,67,69,19,0,0,0,0,9,333,5,4,12,37,34,54,9,0,0,0,0,3,166,5,4,6,36,33,52,22,0,0,0,0,8,175,8,3,11,43,52,98,35,6,0,0,0,9,261,3,0,0,19,22,47,24,0,0,0,0,0,107,4,0,0,13,17,45,22,11,0,0,0,3,110,3,0,0,0,4,16,4,3,0,0,0,0,33,0,0,0,3,4,11,3,4,0,0,0,0,23,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,20,20
102021045,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,3,4,3,0,0,0,0,0,3,13,9,0,3,8,11,11,0,0,0,0,0,3,46,6,3,6,26,18,10,0,0,0,0,3,0,75,0,0,3,14,10,3,0,0,0,0,0,0,29,4,0,11,64,61,51,4,0,0,0,0,3,203,0,0,3,31,25,25,8,0,0,0,0,0,90,0,0,3,30,24,25,4,0,0,0,0,0,88,3,0,5,22,25,49,19,0,0,0,0,0,122,0,0,0,11,12,29,3,0,0,0,0,0,52,0,0,0,6,19,25,9,0,0,0,0,0,63,0,0,0,0,5,10,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,16,13
102021046,0,0,0,4,3,0,0,0,0,0,0,0,17,4,0,4,7,0,0,0,0,0,0,0,0,9,7,4,19,27,7,5,0,0,0,0,0,3,74,11,7,14,54,16,3,0,0,0,0,0,0,109,4,0,13,27,16,6,0,0,0,0,0,0,66,11,4,14,77,41,22,3,4,0,0,0,0,170,7,4,4,32,18,14,4,0,0,0,0,0,71,0,0,3,27,21,10,0,0,0,0,0,3,69,3,0,10,28,26,23,6,0,0,0,0,0,96,0,0,3,6,17,14,0,0,0,0,0,0,44,0,0,0,15,13,4,3,0,0,0,0,0,40,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,15
102021047,0,0,0,3,0,3,0,0,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,0,0,12,5,3,7,10,7,0,0,0,0,0,0,0,46,9,7,7,23,14,14,4,0,0,0,3,3,89,4,3,4,8,3,3,0,0,0,0,3,4,32,5,3,12,18,37,47,17,0,0,0,0,3,148,7,0,0,16,23,33,7,0,0,0,0,0,89,3,0,4,16,18,28,13,0,0,0,0,0,85,5,3,4,11,35,56,18,0,0,0,0,5,140,3,0,0,4,10,40,19,3,0,0,0,3,78,0,0,4,0,15,38,13,3,0,0,0,3,80,0,0,0,3,0,11,6,3,3,0,0,0,29,0,0,0,0,0,3,7,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,4
102021048,0,0,0,6,0,0,0,0,0,0,0,3,13,8,3,3,10,4,3,0,0,0,0,4,0,29,76,21,28,47,9,11,5,0,0,0,3,4,204,38,14,47,85,38,28,3,0,0,0,3,7,266,11,4,30,42,18,3,0,0,0,0,0,0,117,22,8,45,139,87,57,7,0,0,0,3,8,389,3,0,13,76,59,46,6,0,0,0,0,3,212,0,3,24,53,59,36,8,0,0,0,0,0,181,5,0,4,64,81,52,10,0,0,0,0,4,219,6,0,10,27,26,21,7,0,0,0,0,0,94,0,0,3,18,24,31,7,0,0,0,0,0,95,0,0,0,8,11,9,5,0,0,0,0,0,32,0,0,0,3,5,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,39,37
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,6,3,0,3,0,0,0,0,3,31,3,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,3,9,3,0,0,0,0,0,3,0,0,0,0,0,12,3,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
102021050,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,0,0,0,11,5,8,17,19,5,3,0,0,0,0,0,0,55,4,3,19,35,11,8,0,0,0,0,0,0,84,3,3,4,11,3,0,0,0,0,0,0,0,28,6,3,16,40,32,26,7,0,0,0,0,3,128,0,0,3,30,10,18,0,0,0,0,0,0,66,0,0,0,19,24,9,3,0,0,0,0,0,57,3,0,3,23,22,29,3,0,0,0,0,0,89,0,0,3,5,7,14,3,0,0,0,0,0,36,0,0,0,5,8,14,6,0,0,0,0,0,41,0,0,0,3,3,5,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3
102021051,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,13,3,3,0,11,11,6,0,0,0,0,0,0,34,0,0,4,3,0,0,0,0,0,0,0,0,10,6,0,4,10,27,7,0,0,0,0,0,0,56,0,0,0,15,16,17,0,0,0,0,0,0,48,0,0,0,4,9,12,3,0,0,0,0,0,25,4,0,0,8,15,14,4,4,0,0,0,0,49,3,0,0,3,13,13,4,0,0,0,0,0,38,0,0,0,0,3,8,6,0,0,0,0,0,20,0,0,0,0,3,3,7,0,0,0,0,0,15,0,0,0,0,6,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
102021052,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,6,3,0,0,0,0,0,0,0,22,0,0,11,17,9,5,0,0,0,0,0,0,45,0,0,5,9,3,0,0,0,0,0,0,0,17,3,0,4,44,20,5,4,0,0,0,0,0,84,3,0,0,22,16,4,0,0,0,0,0,0,54,3,0,3,12,14,12,3,0,0,0,0,0,41,0,0,0,20,10,9,9,0,0,0,0,0,45,0,0,0,3,0,8,4,0,0,0,0,0,18,0,0,0,3,3,6,3,0,0,0,0,0,14,0,0,0,0,0,3,3,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
102021053,0,0,5,4,0,3,0,0,0,0,0,3,18,9,0,4,3,0,6,0,0,0,0,0,0,32,87,9,57,63,17,16,7,0,0,0,4,15,271,31,15,78,138,40,26,10,0,0,0,0,3,334,5,0,19,25,17,12,4,0,0,0,0,3,90,16,7,40,145,92,60,8,3,0,0,0,3,376,6,3,20,67,32,42,15,0,0,0,0,3,192,6,0,13,66,48,49,11,0,0,0,0,0,197,3,0,4,49,57,74,30,3,0,0,0,0,236,11,0,3,20,13,30,23,3,0,0,0,3,113,3,0,0,11,20,41,18,4,0,0,0,0,95,0,0,0,4,6,10,13,0,0,0,0,0,38,0,0,3,0,0,3,3,3,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,23,18
102021054,3,0,3,4,0,0,0,0,0,0,0,0,13,0,0,3,4,0,0,0,0,0,0,0,0,21,34,5,34,34,11,5,3,0,0,0,0,4,137,19,6,60,71,19,5,3,0,0,0,0,8,187,0,0,21,23,5,4,0,0,0,0,0,0,67,3,3,41,83,38,26,6,0,0,0,0,5,204,7,0,11,33,28,14,4,0,0,0,0,3,110,0,0,11,31,21,20,7,0,0,0,0,0,94,5,0,6,42,39,25,10,3,0,0,0,0,128,0,0,4,13,17,21,5,0,0,0,0,0,62,0,0,0,13,10,11,9,0,0,0,0,0,39,0,0,0,3,5,7,0,0,0,0,0,0,20,0,0,0,3,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,20,15
102021055,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,3,7,6,0,0,0,0,0,0,17,5,0,3,6,13,3,3,0,0,0,0,0,29,0,0,0,3,3,7,0,0,0,0,0,0,12,0,0,0,11,34,15,8,0,0,0,0,0,75,0,0,0,5,10,16,0,4,0,0,0,0,40,3,0,3,6,20,26,4,0,0,0,0,0,59,4,0,0,4,33,38,15,3,0,0,0,0,93,0,0,0,4,11,13,12,0,0,0,0,0,51,0,0,0,0,11,26,12,6,0,0,0,0,56,0,0,0,0,4,0,12,7,0,0,0,0,21,0,0,0,3,0,4,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
102021056,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,3,0,0,0,0,0,9,3,3,13,5,0,0,0,0,0,0,0,0,32,3,8,12,0,3,7,9,0,0,0,0,0,44,3,0,5,0,0,0,0,0,0,0,0,0,16,4,3,17,8,7,19,34,0,0,0,0,4,89,3,0,3,4,0,22,23,3,0,0,0,0,61,3,0,3,0,3,11,29,6,0,0,0,0,60,0,0,0,3,7,19,44,4,0,0,0,4,80,6,0,5,0,7,10,32,0,0,0,0,0,56,3,0,0,3,0,22,38,5,0,0,0,0,72,0,0,0,0,0,4,24,3,0,0,0,0,42,0,0,0,0,0,0,16,3,0,0,0,0,23,0,0,0,0,0,0,10,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
