SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
216031418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,9,16,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,3,3,0,10,4,0,13,26,0,0,0,0,0,0,0,0,0,444,545,102,11,1099,257,21,38,1416,396,507,96,13,1010,247,17,66,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,11,0,16,30,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,3,4,0,0,10,12,0,14,41,3,0,0,0,3,5,0,0,3,406,507,96,13
216031419,0,0,0,0,0,0,0,25,5,18,0,43,82,3,4,139,7,5,3,0,20,41,3,17,77,0,0,0,0,0,0,0,0,3,7,3,0,0,11,3,0,0,16,7,11,4,0,29,45,3,20,100,3,0,3,0,8,3,0,0,11,1063,1141,330,29,2566,823,79,117,3586,1012,1099,299,25,2440,754,87,248,3524,33,9,5,0,51,109,3,15,169,0,0,0,0,0,0,0,0,0,33,9,5,0,51,109,3,15,169,4,0,4,0,8,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,15,0,0,23,3,0,0,0,4,23,0,31,60,0,0,0,0,0,3,0,0,3,3,3,3,0,8,3,0,0,9,10,4,3,0,14,26,0,31,73,8,7,0,0,13,3,3,0,20,1064,1117,311,30
217011420,0,0,0,0,0,0,0,4,0,0,0,5,27,0,0,34,8,3,0,0,11,12,0,14,35,3,4,0,0,4,7,0,3,10,0,0,0,0,3,7,0,0,5,12,4,0,0,15,24,0,17,54,0,0,0,0,0,0,0,0,0,1146,971,277,23,2422,978,70,106,3582,1123,829,265,28,2254,987,62,235,3532,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,16,6,0,0,0,8,37,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,37,0,3,45,6,0,0,0,4,20,0,30,57,0,0,0,0,0,0,0,3,6,3,3,0,0,3,4,0,0,9,4,3,0,0,14,29,0,37,76,6,6,0,0,18,6,0,0,25,1141,843,270,28
217011421,0,0,0,0,0,3,0,45,3,8,5,61,243,4,15,317,0,0,0,0,0,19,0,30,54,0,3,0,0,3,0,0,0,5,5,0,0,0,10,5,6,0,18,7,3,0,0,10,31,7,28,73,0,0,0,0,0,0,0,0,3,1200,1016,371,27,2615,1364,141,160,4284,1154,953,378,26,2501,1160,94,149,3900,15,0,5,0,28,106,0,19,153,0,4,0,0,4,0,0,0,6,15,3,5,0,29,107,3,20,158,9,3,3,0,18,75,6,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,18,75,6,5,110,0,0,3,0,6,7,0,13,21,0,0,0,0,0,0,0,3,4,0,5,0,0,7,4,3,0,14,0,7,5,0,11,5,3,12,32,6,0,0,0,11,4,0,3,20,1183,968,390,22
217011422,0,0,0,6,0,0,6,28,6,30,0,65,197,9,36,314,4,0,0,0,7,13,0,27,43,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,9,0,30,51,0,3,0,0,3,0,0,0,3,1147,1104,534,21,2814,1308,106,213,4440,1140,982,469,27,2619,1041,105,253,4012,34,3,17,0,46,115,3,18,191,3,3,3,0,9,10,0,0,19,30,9,22,0,59,126,3,18,213,18,13,12,0,40,162,7,22,235,0,0,0,0,0,4,0,5,5,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,15,13,12,0,46,171,7,26,244,0,0,0,0,0,6,0,16,27,0,0,0,0,0,3,0,4,6,4,3,0,0,6,6,0,6,21,3,3,3,0,8,15,0,26,49,3,6,0,0,10,11,0,3,22,1201,1008,508,32
217011423,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,3,7,3,0,9,4,0,0,19,3,9,3,0,15,9,0,3,27,0,0,0,0,0,0,0,0,0,799,747,176,13,1740,675,30,83,2530,734,656,161,12,1562,612,36,140,2347,3,10,3,0,19,14,0,3,34,0,0,0,0,0,0,0,0,0,3,10,3,0,19,17,0,3,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,17,17,8,0,0,0,11,3,0,0,14,8,0,0,0,11,3,0,15,34,15,9,4,0,29,23,0,3,56,755,678,172,10
217031471,0,0,0,0,0,0,0,7,0,6,0,16,69,0,5,87,0,0,0,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,423,319,154,7,908,459,41,42,1450,411,297,150,5,863,393,32,83,1365,9,0,3,0,8,58,5,12,78,0,0,0,0,0,4,0,0,3,9,0,0,0,13,57,6,9,85,3,0,0,0,9,20,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,17,0,3,33,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,6,11,0,0,0,0,3,4,0,0,11,425,304,157,5
217031472,0,0,0,4,0,0,6,30,10,14,5,52,218,12,17,297,3,3,0,0,3,18,0,18,40,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,4,5,6,0,0,10,19,0,16,46,0,0,0,0,0,0,0,0,0,1238,1210,507,46,3007,1460,154,117,4736,1157,1148,499,46,2853,1123,139,179,4296,39,17,27,12,92,367,28,76,564,0,0,0,0,0,6,5,3,15,40,17,27,12,94,374,32,76,575,0,0,3,0,3,20,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,0,4,32,3,0,0,0,4,23,0,25,48,0,0,0,0,0,0,0,8,12,0,3,0,0,8,7,4,0,13,8,3,0,0,11,27,4,31,78,3,3,0,0,7,6,0,0,11,1204,1175,530,58
217031473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,632,651,163,23,1465,488,40,47,2041,633,597,161,20,1417,489,43,123,2068,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,8,0,0,0,0,3,8,0,0,9,639,594,163,20
217031474,0,0,0,0,0,0,0,4,3,0,0,6,59,4,4,73,0,0,0,0,5,6,0,0,10,0,0,0,0,0,0,0,0,3,3,3,0,0,12,5,0,0,16,9,3,0,0,11,17,0,3,34,0,0,0,0,3,0,0,0,3,630,591,188,22,1427,681,34,58,2203,585,515,179,19,1292,594,40,153,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,0,20,61,3,6,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,20,61,3,6,86,0,0,0,0,0,3,0,8,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,3,0,0,0,4,6,0,11,15,8,4,3,0,15,5,0,0,16,603,519,185,16
217031475,0,0,0,0,0,0,3,3,0,0,0,10,26,0,3,38,0,0,0,0,3,13,0,16,30,0,0,0,0,0,3,0,0,3,0,0,0,0,3,6,0,0,11,3,5,0,0,8,15,0,17,42,3,0,0,0,3,0,0,0,3,791,929,232,16,1971,606,51,108,2727,787,786,215,31,1817,611,48,158,2633,3,0,0,0,3,25,0,3,27,0,0,0,0,0,0,0,0,0,3,0,0,0,3,25,0,3,27,5,0,0,0,7,17,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,7,17,0,9,37,0,0,0,0,3,0,0,27,29,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,11,4,6,0,0,8,6,0,32,39,17,10,4,0,32,10,0,3,42,813,806,217,30
217031476,0,0,0,0,0,0,0,11,3,3,0,17,32,0,5,59,3,3,0,0,7,7,0,19,34,0,0,0,0,0,0,0,4,4,3,3,0,0,4,0,0,0,6,8,8,0,0,10,9,0,22,42,0,0,0,0,0,0,0,0,3,419,277,110,9,806,406,30,159,1408,397,245,110,10,761,408,40,165,1371,9,3,0,0,10,26,0,0,37,7,5,0,0,16,6,0,3,27,17,9,4,0,21,32,0,7,67,5,0,3,0,16,12,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,12,0,10,40,4,3,0,0,11,13,0,44,61,0,0,0,0,0,0,0,4,6,3,0,0,0,8,3,0,0,12,6,9,0,0,13,12,0,48,78,11,8,0,0,16,6,0,0,28,436,271,112,10
217041477,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,9,17,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,8,3,0,0,0,3,5,0,11,26,0,0,0,0,0,0,0,0,0,710,840,235,23,1807,564,34,79,2490,729,757,192,24,1698,555,46,174,2482,0,0,3,0,3,8,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,4,11,0,4,23,4,0,3,0,9,5,0,0,15,744,756,194,24
217041478,0,0,0,0,0,0,0,4,4,3,0,12,24,3,7,43,5,0,0,0,7,0,0,17,29,0,3,3,0,4,0,0,0,7,5,5,0,0,10,4,0,3,19,6,14,5,0,26,9,0,25,52,0,0,0,0,0,0,0,3,3,1048,1046,289,26,2409,807,58,165,3446,1082,1033,267,30,2410,784,72,222,3484,8,3,4,0,9,47,0,7,63,6,4,0,0,14,3,0,3,20,14,3,7,0,25,50,0,5,86,3,0,0,0,3,15,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,15,0,4,30,4,0,0,0,3,6,0,38,46,0,0,0,0,0,0,0,0,3,4,4,0,0,14,5,4,4,23,11,8,0,0,21,15,4,42,73,4,9,3,0,18,10,0,5,25,1116,1055,276,32
217041479,0,0,0,0,0,0,0,98,42,88,11,244,434,58,40,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,3,7,0,0,6,0,0,0,8,3,7,0,0,6,9,0,4,18,0,0,0,0,0,0,0,0,0,1876,2208,933,82,5100,1874,262,244,7472,1923,2222,854,64,5059,1478,230,324,7089,116,42,85,11,247,436,30,67,784,37,5,5,0,49,55,3,11,124,153,46,91,11,303,489,34,83,908,16,10,13,3,39,123,3,18,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,13,3,39,123,3,18,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,6,5,0,0,16,7,3,0,21,2102,2285,961,73
217041480,0,0,0,0,0,0,3,82,24,49,7,159,399,44,74,678,14,4,3,0,17,28,7,61,113,0,0,0,0,0,0,0,10,9,6,0,0,0,12,9,0,8,29,21,4,3,3,34,36,5,74,152,0,0,0,0,0,0,0,0,0,1334,1259,500,51,3143,1517,234,331,5225,1103,1097,374,42,2621,884,150,194,3849,105,23,35,0,164,326,21,55,564,45,19,21,0,92,98,20,28,236,148,41,58,0,252,423,40,89,801,52,16,34,6,103,261,36,113,512,17,0,0,0,15,56,3,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,17,34,6,118,320,38,118,599,20,6,7,0,36,31,4,83,151,0,0,0,0,0,0,0,5,10,4,0,0,0,4,3,0,7,8,23,6,7,0,42,33,4,90,167,9,8,0,0,21,13,3,4,44,1355,1177,470,49
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,0,0,0,0,0,0,0,17,6,24,3,49,76,0,5,129,0,4,0,0,4,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,7,14,0,0,0,0,0,0,0,0,3,1532,2207,812,74,4624,885,165,123,5798,1457,2076,762,53,4347,813,147,152,5455,39,7,13,4,58,106,3,17,183,12,8,19,4,42,51,3,3,101,47,13,31,4,99,159,4,21,286,8,3,3,0,19,23,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,19,23,0,9,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,12,1510,2099,807,59
301011002,0,0,0,0,0,0,3,0,0,5,0,8,5,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,648,1104,242,19,2016,297,56,70,2443,580,1050,183,35,1852,233,32,71,2193,0,0,4,0,6,8,0,0,14,27,34,32,0,93,26,20,7,140,28,34,40,0,95,33,19,7,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,22,29,0,0,0,0,0,0,0,0,0,9,6,3,0,13,5,0,0,22,9,5,3,0,17,10,0,23,52,0,0,0,0,0,0,0,0,4,616,1089,224,38
301011003,0,0,6,3,0,0,11,16,3,16,0,36,26,0,4,69,17,0,3,0,21,55,0,9,89,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,17,0,3,0,24,55,0,15,91,0,0,0,0,0,0,0,0,0,1383,1944,516,49,3889,876,127,109,4994,1313,1912,456,40,3720,579,94,98,4488,100,12,10,6,130,173,7,14,324,35,17,32,5,82,33,12,4,131,129,33,42,6,214,205,17,17,451,14,11,27,3,55,72,6,3,137,0,3,0,0,4,20,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,28,3,56,96,6,5,169,21,0,0,0,22,41,5,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,41,5,3,72,0,0,0,0,0,0,0,0,4,1485,1957,526,49
301011004,0,0,0,0,0,0,0,55,25,47,5,129,155,16,8,316,15,0,7,0,18,38,3,16,82,0,0,0,0,0,0,0,0,0,8,3,0,0,5,3,3,0,13,19,3,7,0,26,43,4,16,91,0,0,0,0,0,0,0,0,0,1565,2221,745,68,4605,1324,195,138,6268,1443,2043,595,52,4133,746,142,88,5115,101,29,37,4,166,275,18,10,466,128,109,157,10,396,315,39,36,785,221,136,198,12,560,588,51,52,1251,10,0,3,0,14,62,0,0,74,3,0,4,0,10,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,23,67,0,3,91,12,0,0,0,13,57,3,16,87,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,10,0,0,0,16,53,3,28,96,3,0,3,0,4,11,0,3,21,1699,2177,796,66
301011005,0,0,0,0,0,0,0,19,14,16,5,57,53,5,3,121,5,0,0,0,5,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,11,0,0,0,0,0,0,0,0,0,405,357,214,18,996,393,64,49,1507,263,318,117,13,707,155,25,25,905,27,11,28,0,63,48,3,13,127,86,49,69,6,211,142,19,22,391,112,54,103,6,271,188,25,32,523,4,0,4,0,12,11,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,11,11,0,4,20,34,7,3,0,41,92,7,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,5,3,0,42,92,7,10,155,0,0,0,0,0,0,0,0,0,411,382,230,14
301011006,0,0,0,0,0,0,0,22,3,21,0,48,100,5,6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,4,998,1605,402,24,3029,555,91,98,3769,1078,1552,388,38,3059,415,63,71,3603,3,6,3,0,14,8,0,0,22,33,18,50,0,111,79,12,17,214,40,27,56,0,118,83,8,17,231,40,21,36,3,96,72,3,3,180,8,3,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,35,3,107,72,9,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,6,1163,1601,484,47
301021007,0,0,0,0,0,0,3,164,39,40,7,251,331,20,29,630,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,4,3,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,1787,1544,632,58,4016,1610,152,124,5910,1273,1302,394,32,2997,602,98,111,3810,158,31,67,8,253,414,9,24,705,132,76,111,9,322,233,17,31,603,283,104,172,10,577,648,32,55,1304,94,38,79,3,212,346,15,20,597,79,7,26,0,108,52,4,9,180,69,9,26,0,99,114,14,9,237,0,0,0,0,0,0,0,0,0,237,59,122,3,427,510,26,42,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,3,5,3,0,0,0,7,0,0,8,10,8,3,0,0,12,33,0,13,63,1804,1472,689,51
