SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
604011082,0,0,0,0,0,0,0,60,7,30,0,99,266,8,15,385,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,7,17,0,0,0,0,0,0,0,0,0,841,659,317,15,1833,901,54,91,2872,763,622,313,19,1728,668,56,76,2518,46,4,25,0,79,274,4,15,364,3,0,0,0,3,21,0,8,25,50,4,25,0,79,291,4,19,390,3,0,0,0,3,35,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,35,0,0,41,0,0,0,0,3,3,0,5,9,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,3,4,17,3,5,0,0,7,7,3,11,27,0,0,0,0,4,3,0,0,8,823,634,342,20
604011083,0,0,0,0,0,0,0,8,8,16,3,37,73,6,6,123,10,0,0,0,12,21,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,9,28,0,3,43,0,0,0,0,0,0,0,0,0,508,419,231,16,1175,430,37,44,1682,489,352,209,12,1057,362,24,58,1497,14,3,18,0,36,91,0,3,135,0,0,0,0,0,0,0,0,0,18,3,18,0,37,91,0,3,136,0,0,0,0,6,8,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,5,22,5,0,0,0,4,25,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,3,0,7,26,0,3,39,0,3,0,0,3,6,0,0,7,508,362,223,14
604011084,0,0,0,0,0,0,0,15,9,10,0,28,63,0,3,88,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,5,9,0,0,0,8,0,3,3,13,0,0,0,0,0,0,0,0,0,778,607,267,15,1663,716,44,60,2485,778,549,241,14,1575,621,41,105,2346,36,5,12,0,56,162,4,25,248,0,0,3,0,4,12,0,0,12,38,7,10,0,61,173,4,25,262,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,7,0,0,0,7,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,10,3,0,3,19,0,0,3,0,3,0,0,0,3,820,557,256,18
604021085,0,0,3,7,0,3,13,81,13,44,6,142,258,17,30,457,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,5,5,3,0,0,0,8,3,0,0,7,3,7,0,0,6,6,0,5,18,3,0,0,0,0,0,0,0,3,1559,1304,813,53,3733,1898,183,172,5990,1282,1186,727,37,3231,1360,138,213,4938,97,15,70,7,183,482,25,62,753,13,3,4,6,24,91,3,18,132,114,14,77,8,208,571,29,79,890,18,4,5,0,32,85,0,5,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,18,4,5,0,32,92,3,6,136,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,0,7,0,0,0,0,3,3,0,8,20,3,0,0,0,7,3,0,0,11,1417,1205,814,43
604021086,0,0,0,0,0,0,0,7,0,18,0,28,45,0,6,80,21,0,0,0,24,49,3,5,81,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,4,0,0,22,46,3,9,87,0,0,0,0,0,0,0,0,0,530,457,300,25,1312,553,44,94,1995,484,365,281,10,1137,485,43,91,1758,18,9,8,0,35,97,3,12,143,0,0,0,0,4,0,0,0,8,14,9,9,0,37,93,4,7,152,8,3,3,3,16,39,0,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,16,39,0,13,72,12,0,0,0,16,32,3,20,75,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,12,0,3,0,16,41,3,21,86,0,0,0,0,0,0,0,0,0,522,383,297,16
604021087,0,0,0,0,0,0,0,23,7,8,0,42,61,3,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,8,9,0,0,17,5,3,3,0,8,9,0,0,16,0,0,0,0,0,0,0,0,0,490,447,199,13,1159,439,36,39,1666,509,445,207,10,1169,390,39,91,1687,21,6,11,3,38,72,4,14,129,0,0,0,0,0,4,0,0,4,19,6,11,3,37,84,4,14,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,3,0,0,3,3,0,0,11,3,0,0,0,3,0,0,0,3,535,457,214,16
604021088,0,0,0,0,0,0,0,3,0,3,0,9,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,382,387,117,0,883,217,28,22,1144,382,407,133,3,923,251,28,48,1249,9,6,3,0,20,16,3,0,40,0,0,0,0,0,3,0,0,4,9,7,3,0,19,25,3,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,3,0,0,3,0,0,0,3,398,416,137,3
604021089,0,0,0,0,0,0,0,8,4,4,0,18,15,0,0,27,3,0,0,0,3,9,0,4,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,0,0,0,4,13,0,3,26,0,0,0,0,0,0,0,0,0,733,555,144,11,1449,486,30,72,2030,814,515,169,20,1520,456,39,113,2122,9,0,3,0,13,17,0,0,34,5,0,0,0,9,3,0,0,11,14,0,3,0,22,18,0,7,47,31,10,5,0,47,48,3,9,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,5,0,46,48,3,9,110,8,0,0,0,8,7,0,9,23,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,10,7,0,4,0,7,13,6,11,39,3,3,0,0,8,3,0,3,6,873,524,183,20
604021090,0,0,0,0,0,0,0,0,0,3,0,3,6,0,5,13,3,3,0,0,8,4,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,10,4,0,0,19,0,7,0,0,6,0,0,0,6,329,362,93,8,792,171,15,25,1009,356,335,98,9,796,221,20,42,1076,5,3,0,0,11,16,0,0,23,0,0,0,0,0,0,0,0,0,5,3,0,0,11,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,14,3,0,0,0,3,0,0,0,4,368,341,102,9
604021091,0,0,3,0,0,0,3,0,3,3,0,4,10,0,0,17,0,3,0,0,3,7,3,3,14,4,3,0,0,9,3,0,0,10,0,0,0,0,4,0,3,0,6,3,6,3,0,13,13,4,5,35,3,0,0,0,3,4,0,0,5,763,695,234,16,1710,489,50,70,2319,790,597,214,15,1618,527,43,140,2330,21,17,0,0,35,13,0,3,51,4,0,0,0,4,3,0,0,4,24,17,0,0,35,14,0,3,55,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,6,0,0,0,8,0,0,3,16,0,0,0,3,6,6,0,0,12,823,619,213,14
604021092,0,0,0,0,0,0,0,0,0,4,0,6,12,3,4,24,7,0,3,0,8,19,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,0,13,18,0,3,30,0,0,0,0,0,0,0,0,0,379,382,96,3,857,240,24,40,1161,412,350,92,6,864,223,24,42,1147,3,0,5,0,14,28,0,0,36,0,0,0,0,0,0,0,0,0,3,0,5,0,14,28,0,0,36,0,0,3,0,7,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,10,8,3,0,0,6,16,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,16,0,3,30,0,0,0,0,0,5,0,0,6,420,362,94,6
604031093,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,14,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,226,137,50,4,419,238,18,36,712,202,123,39,3,370,206,22,37,630,5,0,0,0,7,24,0,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,7,24,0,0,35,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,6,4,0,0,0,8,8,0,0,14,211,125,39,3
604031094,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,0,0,0,0,3,4,0,3,13,0,0,0,0,0,0,0,0,0,463,497,114,14,1094,325,25,94,1535,441,465,112,11,1031,362,20,128,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,3,0,4,5,0,3,17,450,464,115,11
604031095,0,0,3,3,0,0,7,31,4,3,0,40,128,0,0,170,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,4,3,6,4,0,7,6,0,0,17,4,5,4,0,12,8,0,0,23,0,0,0,0,0,0,0,0,0,448,447,164,7,1064,444,25,19,1552,431,382,161,8,978,390,43,67,1481,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,46,0,18,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,46,0,18,71,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,7,0,5,0,0,3,3,0,0,5,0,5,0,0,5,5,0,0,13,0,3,0,0,3,7,0,3,7,438,391,167,8
604031096,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,462,471,110,7,1044,301,22,49,1424,454,404,108,8,974,300,26,85,1380,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,3,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,3,7,0,0,7,3,0,0,13,6,7,0,0,9,3,0,3,14,0,0,0,0,3,3,0,0,9,465,409,113,8
604031097,0,0,4,0,0,0,4,7,11,0,0,15,50,0,37,110,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,9,3,0,0,11,8,0,3,19,10,3,0,0,20,6,0,9,33,0,0,0,0,0,0,0,0,0,528,481,184,10,1204,671,50,216,2150,461,356,168,14,998,582,58,164,1800,12,7,3,0,26,33,0,9,66,0,0,0,0,0,0,0,0,0,12,7,3,0,26,33,0,9,66,5,4,5,0,20,32,0,22,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,20,40,0,22,79,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,23,29,3,0,0,0,3,7,0,7,19,488,368,174,12
604031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701011001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,10,29,0,0,0,0,0,0,0,9,9,3,0,0,0,3,7,0,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,4,0,0,0,0
701011002,0,0,0,3,0,0,3,507,199,65,21,795,492,235,428,1948,0,0,0,0,4,5,0,5,12,3,0,0,0,3,35,3,9,61,3,0,0,0,3,3,0,12,16,9,0,0,0,12,47,7,24,87,0,0,0,0,4,0,0,14,16,534,206,66,25,831,549,250,469,2099,13,0,3,0,15,10,0,6,35,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,17,6,3,0,27,14,3,17,59,54,25,7,3,96,89,12,52,253,698,301,70,20,1080,724,229,438,2473,0,0,0,0,0,0,0,0,0,766,334,83,26,1203,828,249,509,2783,0,0,0,0,0,3,0,12,14,0,0,0,0,0,0,0,100,105,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,112,126,0,0,0,0,3,16,0,32,45,778,337,83,23
701011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,3,0,0,3,9,10,4,9,25,0,0,0,0,0,0,0,0,0,8,0,0,3,10,19,4,4,36,0,0,0,0,0,0,0,0,0,8,0,0,3,10,19,4,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,14,0,0,0,0,0,0,0,0,0,3,0,0,0
701011004,0,0,3,0,0,0,4,100,49,26,0,180,180,31,53,443,0,0,0,0,4,0,0,9,9,0,0,0,0,3,13,0,8,21,0,0,0,0,0,7,0,0,11,3,0,0,0,6,20,0,14,43,0,0,0,0,3,4,0,0,7,343,293,82,12,729,363,98,130,1318,132,157,29,3,324,69,24,41,452,46,13,8,0,64,67,11,7,152,190,132,31,11,359,141,45,48,600,236,141,37,11,421,209,58,60,751,11,3,3,0,16,35,0,8,57,0,0,0,0,0,8,0,6,17,19,9,4,0,29,24,8,7,68,0,0,0,0,0,0,0,0,0,30,10,4,0,45,66,14,14,143,0,0,0,0,0,9,3,23,31,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,3,26,44,4,0,0,0,4,10,0,0,16,398,309,78,12
701011005,0,0,0,0,0,0,0,251,61,23,9,341,254,98,185,886,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,16,0,0,0,0,0,6,0,4,9,376,238,56,10,682,331,142,229,1380,83,162,15,0,258,27,11,29,324,12,0,0,0,14,49,0,6,66,39,25,3,0,68,21,5,13,109,52,31,9,0,87,68,5,13,173,26,14,3,3,44,17,11,16,87,47,23,9,0,82,48,15,22,163,244,78,28,7,356,188,75,85,708,0,0,0,0,0,0,0,0,0,312,123,43,13,485,250,100,117,958,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,3,3,0,13,23,5,6,0,0,17,8,0,15,40,451,328,56,13
701011006,0,0,0,4,0,0,9,10,6,7,3,33,64,4,12,117,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,235,316,124,11,683,221,59,71,1034,157,199,77,6,443,62,28,58,589,35,23,17,3,81,64,12,23,180,0,0,0,0,0,0,0,0,0,35,23,19,3,80,64,12,23,180,5,8,3,0,15,12,3,4,34,0,0,0,0,0,0,0,0,0,4,4,3,0,11,36,5,13,66,0,0,0,0,0,0,0,0,0,11,12,8,0,24,52,11,15,101,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,7,0,0,0,0,0,0,0,0,0,195,230,103,13
