SA2_MAINCODE_2016,C06_N_in_CF_1C,C06_N_in_CF_2C,C06_N_in_CF_3C,C06_N_in_Cou_fa_4mor_c,C06_N_in_CF_T,C06_1_149_CF_1C,C06_1_149_CF_2C,C06_1_149_CF_3C,C06_1_149_CF_4mC,C06_1_149_CF_T,C06_150_299_CF_1C,C06_150_299_CF_2C,C06_150_299_CF_3C,C06_150_299_CF_4mC,C06_150_299_CF_T,C06_300_399_CF_1C,C06_300_399_CF_2C,C06_300_399_CF_3C,C06_300_399_CF_4mC,C06_300_399_CF_T,C06_400_499_CF_1C,C06_400_499_CF_2C,C06_400_499_CF_3C,C06_400_499_CF_4mC,C06_400_499_CF_T,C06_500_649_CF_1C,C06_500_649_CF_2C,C06_500_649_CF_3C,C06_500_649_CF_4mC,C06_500_649_CF_T,C06_650_799_CF_1C,C06_650_799_CF_2C,C06_650_799_CF_3C,C06_650_799_CF_4mC,C06_650_799_CF_T,C06_800_999_CF_1C,C06_800_999_CF_2C,C06_800_999_CF_3C,C06_800_999_CF_4mC,C06_800_999_CF_T,C06_1000_1499_CF_1C,C06_1000_1499_CF_2C,C06_1000_1499_CF_3C,C06_1000_1499_CF_4mC,C06_1000_1499_CF_T,C06_1500_1999_CF_1C,C06_1500_1999_CF_2C,C06_1500_1999_CF_3C,C06_1500_1999_CF_4mC,C06_1500_1999_CF_T,C06_2000_2499_CF_1C,C06_2000_2499_CF_2C,C06_2000_2499_CF_3C,C06_2000_2499_CF_4mC,C06_2000_2499_CF_T,C06_2500_2999_CF_1C,C06_2500_2999_CF_2C,C06_2500_2999_CF_3C,C06_2500_2999_CF_4mC,C06_2500_2999_CF_T,C06_3000_3999_CF_1C,C06_3000_3999_CF_2C,C06_3000_3999_CF_3C,C06_3000_3999_CF_4mC,C06_3000_3999_CF_T,C06_4000m_CF_1C,C06_4000m_CF_2C,C06_4000m_CF_3C,C06_4000m_Cou_fa_4mo_ch,C06_4000m_CF_T,C06_Par_inc_st_CF_1C,C06_Par_inc_st_CF_2C,C06_Par_inc_st_CF_3C,C06_Par_inc_st_CF_4mC,C06_Par_inc_st_CF_T,C06_All_inc_ns_CF_1Ch,C06_All_inc_ns_CF_2C,C06_All_inc_ns_CF_3C,C06_All_inc_ns_CF_4mC,C06_All_inc_ns_CF_T,C06_Tot_CF_1C,C06_Tot_CF_2C,C06_Tot_CF_3C,C06_Tot_CF_4mC,C06_Tot_CF_T,C11_N_in_CF_1C,C11_N_in_CF_2C,C11_N_in_CF_3C,C11_N_in_Cou_fa_4mor_c,C11_N_in_CF_T,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_CF_T,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_CF_T,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_CF_T,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_CF_T,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_CF_T,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_CF_T,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_CF_T,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_CF_T,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_CF_T,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_CF_T,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_CF_T,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_CF_T,C11_4000m_CF_1C,C11_4000m_CF_2C,C11_4000m_CF_3C,C11_4000m_Cou_fa_4mo_ch,C11_4000m_CF_T,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_CF_T,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T,C16_N_in_CF_1C,C16_N_in_CF_2C,C16_N_in_CF_3C,C16_N_in_Cou_fa_4mor_c,C16_N_in_CF_T,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_CF_T,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_CF_T,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_CF_T,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_CF_T,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_CF_T
204031071,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,9,4,3,0,19,9,20,6,4,35,8,12,4,0,28,15,20,10,7,47,55,70,33,10,162,29,38,10,5,85,10,11,0,3,20,3,3,5,0,14,0,3,0,0,10,4,0,0,0,5,35,19,15,5,74,5,6,0,0,12,173,216,98,33,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,10,8,0,0,19,13,6,6,0,21,13,11,6,0,37,29,47,18,6,112,30,29,21,0,81,20,27,10,3,64,11,8,6,0,28,7,4,3,0,15,3,0,0,0,3,15,31,12,9,66,3,3,0,0,6,159,186,93,30,471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,8
204031072,0,4,0,0,4,3,0,0,0,9,3,3,0,0,4,3,0,0,0,3,10,4,0,0,14,15,23,4,4,48,7,11,4,3,30,35,22,6,0,62,51,82,41,19,196,24,43,22,6,101,12,16,3,3,41,3,8,5,3,15,11,6,0,0,18,0,0,0,0,8,26,38,23,7,99,3,7,0,3,19,215,274,130,53,659,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,13,0,0,18,10,5,9,0,21,10,31,16,5,63,46,52,31,10,144,22,34,21,9,87,22,30,11,0,70,10,15,9,0,35,7,18,11,0,37,3,3,3,0,7,38,38,25,6,114,0,6,4,0,11,184,248,136,40,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,7,4,0,3,0,6
204031073,3,0,0,0,6,3,5,0,0,3,5,3,0,0,4,3,3,0,0,5,3,6,3,4,18,24,13,3,0,38,24,40,11,3,77,54,54,18,6,128,175,283,94,32,590,106,149,55,12,324,71,86,31,6,195,33,45,26,10,117,14,19,13,10,58,3,7,3,0,15,65,72,33,10,179,7,11,0,0,22,593,787,308,88,1788,5,3,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,7,13,5,3,3,25,26,13,5,4,48,30,44,13,11,100,133,163,57,26,376,107,169,63,19,360,114,113,60,9,292,38,62,32,10,143,49,52,33,0,123,15,23,9,3,48,61,102,39,11,206,5,12,0,0,24,601,765,319,97,1778,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,0,3,6,8,9,4,0,16
204031074,0,3,0,0,4,3,4,0,3,9,3,0,0,0,3,4,5,0,0,11,11,5,9,0,31,40,28,14,3,79,51,41,9,3,104,65,62,23,7,162,176,264,125,33,596,137,158,84,25,404,65,103,37,19,224,40,42,30,6,117,17,25,15,0,62,9,7,3,0,18,86,94,62,23,262,7,4,3,0,14,704,844,422,121,2096,0,3,0,0,5,0,0,0,0,3,8,6,0,0,14,3,3,0,0,8,9,3,3,0,12,14,12,16,6,53,29,24,14,4,70,48,41,16,11,115,149,185,98,38,471,145,148,82,18,388,131,146,64,10,352,64,84,43,17,206,55,73,30,6,171,11,17,8,3,46,97,129,61,24,306,9,12,4,3,23,776,892,433,135,2241,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,5,0,0,3,10,6,0,0,17,7,7,3,0,20
204031075,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,5,7,3,0,21,12,10,4,4,23,16,15,10,8,39,49,75,31,18,174,27,46,28,10,111,31,22,19,4,67,8,16,3,3,23,5,9,7,3,23,6,0,3,0,9,16,42,13,4,80,4,0,0,0,4,183,244,116,52,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,3,4,0,12,5,4,0,3,18,7,13,4,3,20,28,38,18,13,100,35,51,17,12,118,24,39,21,6,83,20,25,7,3,53,18,32,7,3,64,13,12,6,0,29,23,24,11,11,74,0,8,0,0,8,179,251,104,53,588,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10
205011076,0,0,0,0,3,0,0,3,0,6,3,0,0,0,6,4,3,0,0,8,5,6,0,0,13,23,29,11,0,64,26,20,16,5,69,33,52,22,4,115,104,165,71,32,368,74,82,41,20,217,32,37,24,7,100,24,19,9,6,59,8,17,5,0,37,3,5,3,0,10,52,51,33,21,156,16,10,3,0,30,402,504,252,105,1255,0,3,0,0,3,0,0,0,0,0,7,0,0,0,9,3,0,0,0,5,10,0,3,3,13,13,16,6,0,36,27,23,14,8,68,48,44,16,6,105,106,134,67,30,334,103,125,52,35,311,55,88,33,13,193,28,49,22,10,103,33,33,23,4,94,8,4,5,3,23,55,70,30,11,162,11,13,8,3,31,499,602,275,121,1502,5,3,0,0,5,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,6,4,3,3,17,3,3,3,0,10
205011077,0,0,0,0,0,3,3,0,0,7,0,3,0,0,3,3,0,0,0,3,3,9,3,0,8,8,22,8,6,49,9,14,3,0,27,12,32,7,0,54,56,79,47,21,210,32,37,31,13,113,18,29,10,9,67,4,9,12,0,29,11,4,7,4,26,3,0,0,0,3,28,40,19,10,92,7,11,3,3,21,199,290,151,69,715,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,11,13,4,0,20,12,6,10,4,33,16,10,11,5,37,43,50,31,12,131,36,57,27,5,132,21,47,19,3,99,14,26,10,3,53,15,24,14,0,48,15,8,7,0,25,30,47,30,14,119,3,4,4,0,16,217,290,164,52,730,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,4,0,0,3
205011078,0,0,0,0,3,0,0,0,0,7,0,4,0,0,4,0,4,0,0,10,0,3,0,3,14,18,5,0,3,25,5,13,3,3,31,20,12,10,4,44,50,82,55,20,210,39,36,28,6,112,16,28,13,0,62,12,19,11,0,38,4,7,3,0,21,7,4,3,0,9,32,49,21,11,112,13,5,0,0,21,218,279,154,59,706,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,4,7,7,3,0,22,12,5,7,0,28,16,17,11,0,41,47,60,41,15,168,48,62,31,8,152,38,43,15,3,99,25,23,16,3,64,21,23,15,3,62,10,14,8,3,27,32,48,22,8,119,4,7,3,5,19,265,310,178,60,816,0,0,0,0,0,0,3,0,0,3,0,0,3,0,5,0,0,0,0,3,0,0,3,0,3,4,7,0,0,9
205011079,0,3,0,0,4,0,0,3,0,6,3,5,0,0,11,3,5,0,0,12,10,11,3,0,32,33,35,10,4,83,17,27,16,10,74,30,67,23,11,129,128,216,107,54,511,88,112,77,20,292,60,86,31,13,190,42,43,38,6,131,29,22,18,3,75,8,6,3,3,20,73,97,39,33,243,9,20,7,5,38,541,759,389,154,1842,5,4,3,0,9,0,0,0,0,4,0,0,0,0,3,3,3,0,0,6,8,6,0,0,13,18,11,8,0,37,20,25,15,3,64,39,54,18,9,121,108,127,69,27,333,89,126,74,32,326,76,108,42,23,258,64,99,50,7,226,62,77,39,17,192,21,27,21,7,74,76,113,51,30,260,8,14,5,5,32,591,800,406,154,1949,3,7,0,0,11,0,0,0,0,4,5,3,0,0,8,3,0,0,0,3,3,3,0,3,7,10,3,0,0,17
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,0,3,3,0,0,0,3,4,0,0,0,7,6,4,3,0,9,11,6,0,0,25,24,26,16,7,70,33,24,12,8,79,40,43,26,7,117,102,158,74,18,354,41,72,29,10,156,20,39,8,6,69,11,24,7,3,42,8,14,6,0,29,6,3,0,3,17,41,46,44,24,154,11,8,4,4,31,382,462,225,98,1173,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,7,0,0,0,4,3,3,0,0,4,14,17,5,3,37,21,32,6,7,66,41,37,12,10,94,101,137,51,24,313,75,106,41,16,234,49,69,31,3,146,33,31,16,8,85,35,27,10,6,85,4,14,9,7,27,49,64,36,17,166,11,11,3,5,26,441,537,223,100,1304,3,0,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,5,4,0,0,12
205021082,0,0,0,0,0,6,0,0,0,6,5,0,0,0,9,5,0,0,0,7,16,7,4,0,25,28,24,4,3,62,20,32,8,3,65,33,36,18,4,86,84,96,39,10,229,40,55,16,12,124,26,28,12,3,70,7,8,5,3,21,11,12,0,0,23,0,0,0,0,0,53,62,19,15,143,3,6,7,0,15,328,361,134,60,888,0,0,0,0,5,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,7,0,0,7,12,16,3,0,26,18,19,7,3,44,23,27,12,3,66,70,57,40,6,180,29,58,24,7,118,37,45,10,3,91,16,14,3,3,41,21,13,4,3,39,9,3,3,0,9,50,47,21,7,131,7,7,3,0,15,306,315,127,40,784,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,3,10,3,3,17
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,3,0,0,0,3,7,0,3,0,6,3,3,0,0,9,4,3,0,0,11,8,6,3,0,15,27,23,13,0,65,20,20,7,4,52,30,39,21,3,94,65,92,47,9,220,31,35,20,0,87,13,15,5,4,42,12,16,3,0,24,0,3,3,0,9,0,0,0,0,3,44,42,22,9,108,9,3,3,0,16,274,298,157,41,766,0,0,0,0,3,0,0,0,0,0,3,3,0,0,4,0,3,0,0,3,7,3,3,0,12,10,10,6,0,21,22,16,4,4,46,19,30,12,7,66,64,71,38,10,177,51,56,21,12,136,23,37,16,5,85,9,22,10,4,43,18,14,11,0,40,0,3,4,0,6,60,51,27,3,136,7,6,3,0,19,285,326,157,45,812,3,0,0,0,4,0,0,0,0,0,5,0,0,0,9,3,0,0,0,6,4,0,0,0,7,3,7,3,0,15
205021085,0,3,0,0,3,6,3,0,0,8,4,3,3,0,13,4,4,0,0,10,5,7,0,3,18,27,21,15,5,69,24,24,4,10,58,13,19,18,4,62,48,67,35,11,159,20,23,11,3,67,8,17,3,3,26,8,9,0,0,11,0,3,0,0,9,0,4,0,0,4,34,26,23,7,93,9,3,0,3,16,206,249,119,50,619,4,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,6,19,12,0,5,37,17,14,13,3,48,25,16,11,4,65,52,45,24,15,139,25,33,21,7,86,11,27,7,5,58,8,13,8,3,34,7,8,4,0,20,3,5,0,0,12,31,24,19,6,81,8,3,0,5,19,220,220,117,56,611,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,3,0,0,5,3,4,0,0,9
205021086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,6,0,12,11,14,5,3,31,15,15,0,4,37,18,19,6,0,40,35,59,26,12,121,15,31,14,6,65,8,13,4,3,23,7,4,3,0,13,6,4,0,0,11,3,0,0,0,3,25,16,14,3,60,3,3,0,0,8,154,184,71,26,430,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,3,0,3,0,0,3,3,4,3,0,12,10,7,0,0,25,18,21,0,4,46,39,32,9,6,90,27,25,5,3,69,18,29,3,0,52,12,12,6,0,29,10,13,0,0,25,3,3,0,0,7,20,27,7,4,62,0,5,0,0,3,172,180,52,31,437,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3
205031087,3,3,0,0,5,7,0,0,0,9,3,0,0,0,5,0,0,3,0,8,8,8,0,0,20,17,29,6,6,60,24,18,13,5,63,22,31,19,3,74,56,90,73,23,237,30,29,23,12,99,11,31,8,0,44,7,12,3,5,28,8,5,0,0,17,5,3,3,0,14,40,51,24,14,133,3,9,9,0,18,257,318,191,75,831,3,3,0,0,9,0,0,0,0,3,0,0,0,0,3,0,3,0,0,7,5,3,3,0,12,10,11,3,0,22,20,18,12,3,49,19,31,17,6,70,77,67,31,10,185,41,48,26,7,128,25,35,9,3,70,13,27,7,5,44,11,12,4,4,33,3,4,3,0,12,53,58,20,6,132,5,11,4,0,13,283,318,143,52,798,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,5,0,0,5,8,5,0,0,18
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,3,0,0,0,6,3,0,0,0,7,3,0,0,0,5,7,0,0,0,5,4,10,0,0,16,25,27,8,9,64,19,22,6,7,46,18,51,22,4,101,97,108,73,20,294,44,60,15,8,128,23,20,19,6,68,11,23,6,4,42,4,13,6,0,21,0,0,3,0,6,24,41,28,12,104,4,5,3,0,18,286,373,189,73,916,5,0,0,0,5,0,0,0,0,3,3,4,4,0,15,4,3,0,0,10,3,3,0,0,3,15,8,7,3,24,13,12,8,0,38,29,26,18,5,75,69,70,52,21,213,63,69,36,14,184,38,44,16,4,112,28,33,9,4,75,15,22,9,3,48,13,11,3,4,28,35,54,25,11,131,8,9,8,3,28,333,371,207,78,985,4,0,0,0,8,3,0,0,0,3,5,0,0,0,6,3,0,0,0,3,3,9,0,0,10,11,7,5,0,21
205031090,3,3,0,0,6,0,3,3,0,4,5,0,0,0,3,0,4,4,3,9,13,8,0,0,23,20,29,5,5,60,27,17,12,6,64,34,42,13,11,99,97,135,69,33,330,55,67,48,7,174,40,33,17,5,89,15,26,13,3,53,4,13,3,4,19,4,7,0,0,18,54,49,41,23,169,6,7,5,3,20,373,434,236,97,1137,0,3,0,0,3,0,0,0,0,3,4,5,0,0,9,0,0,0,0,3,0,3,0,0,10,17,16,6,4,34,9,13,7,3,35,34,29,25,5,98,86,101,47,17,246,59,86,34,25,208,52,58,31,7,154,20,38,25,3,89,24,30,17,4,69,6,11,7,0,26,50,55,32,18,154,0,8,4,3,17,369,462,224,84,1142,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,11,6,3,0,3,16
205031091,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,3,0,6,6,3,0,0,10,17,25,3,4,55,28,24,4,3,54,20,30,11,3,65,67,100,34,9,217,30,36,12,5,86,11,18,8,0,43,3,13,9,3,27,3,8,0,0,7,0,3,3,0,6,36,40,14,7,101,8,0,8,0,14,243,311,108,43,699,3,0,3,0,4,0,3,0,0,3,4,3,0,0,5,3,4,0,0,9,4,3,0,0,9,9,3,3,0,17,16,13,7,0,36,28,23,12,3,69,65,87,32,5,193,56,73,28,8,157,35,31,20,3,82,22,37,15,4,82,16,26,5,3,48,4,8,3,0,17,40,42,18,4,109,4,8,0,4,17,308,376,148,32,859,3,3,0,0,4,0,0,0,0,0,3,7,0,0,8,0,0,0,0,0,5,3,0,0,8,11,8,0,0,17
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,3,0,0,0,9,0,5,3,0,9,3,3,0,0,9,9,4,5,0,23,20,12,8,0,42,57,47,19,8,125,45,48,21,7,123,50,62,27,14,161,174,218,104,29,530,95,84,35,7,216,40,38,23,4,103,22,18,10,4,49,5,18,0,0,26,7,6,4,0,13,85,68,41,25,215,11,12,8,3,27,619,650,312,104,1691,0,0,3,0,5,5,0,0,0,5,3,3,0,0,10,3,4,4,0,10,8,6,0,0,15,15,24,10,3,58,32,39,15,6,94,47,54,29,6,141,168,152,72,26,412,117,115,52,16,308,73,97,35,11,213,60,86,38,9,190,34,46,15,7,101,10,18,6,0,37,84,80,50,12,223,14,15,8,0,35,680,737,337,111,1865,3,0,0,0,7,0,0,0,0,0,0,3,0,0,10,4,0,0,0,5,10,5,3,3,28,17,13,10,0,35
205041094,0,0,0,0,0,4,9,0,0,9,7,3,0,0,6,3,3,0,0,8,19,5,3,3,30,37,26,15,4,82,30,28,9,7,76,32,29,16,10,80,111,126,53,17,306,71,107,39,14,235,49,66,28,17,158,29,47,19,4,103,28,29,17,0,72,5,8,3,0,15,64,83,50,20,214,4,4,8,3,17,491,575,254,85,1402,0,0,0,0,6,0,0,0,0,0,3,3,0,0,7,3,3,0,0,6,7,0,0,3,10,20,12,8,3,38,17,28,5,3,46,41,36,6,4,90,67,84,39,17,207,69,98,46,12,222,59,67,23,10,154,45,80,25,9,161,63,39,27,3,135,15,18,10,7,48,65,92,41,10,211,6,12,0,0,19,493,569,230,85,1374,3,4,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,5,4,3,13,7,7,3,0,13
205041095,0,3,0,0,0,0,3,0,0,4,6,4,0,0,7,5,3,0,0,7,20,12,3,8,50,53,47,17,6,124,35,33,15,7,88,55,67,20,11,159,140,205,82,26,450,82,102,50,22,249,45,69,19,3,137,32,47,11,5,96,15,22,12,8,53,9,3,0,0,9,64,100,51,21,234,5,20,3,3,41,573,731,289,119,1719,0,3,0,0,3,0,0,0,0,0,4,0,0,0,11,5,12,0,0,12,5,0,0,0,6,25,17,5,4,54,31,26,3,8,63,48,53,26,12,131,137,126,45,24,329,71,105,41,23,236,57,80,35,14,181,49,81,31,5,161,48,44,16,8,117,18,17,4,0,31,80,85,39,18,211,19,16,10,6,50,587,639,250,122,1603,4,3,0,0,5,0,0,0,0,3,5,5,0,0,4,0,3,0,0,3,7,3,5,3,16,10,3,0,0,20
205041096,3,0,0,0,3,6,3,0,0,11,10,0,3,0,11,7,5,4,0,12,23,5,6,0,41,59,26,19,4,103,28,33,14,9,79,41,42,16,14,114,100,141,57,24,316,61,87,26,5,184,38,50,17,5,105,18,25,10,5,57,12,12,5,0,26,0,6,0,0,11,55,70,27,14,172,9,6,3,5,26,460,510,209,92,1273,3,3,0,0,5,0,0,0,0,3,4,0,0,3,10,3,0,3,0,5,4,3,0,0,11,34,16,9,4,63,37,14,12,7,67,43,21,13,8,93,87,96,46,18,241,66,78,29,12,186,52,52,15,6,128,28,39,17,0,87,42,30,10,8,91,5,7,3,4,18,66,51,27,14,154,15,9,3,6,36,491,433,182,87,1196,0,3,0,0,3,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,5,9,3,0,21,8,7,0,3,14
205041097,0,3,0,0,7,3,3,0,0,9,0,4,3,0,9,4,4,0,0,13,18,13,0,3,35,47,39,16,6,106,43,48,29,5,120,66,62,41,13,179,211,306,142,38,696,162,195,95,19,478,90,114,43,10,255,64,108,47,4,222,39,62,24,11,132,8,17,7,0,32,106,123,85,24,334,9,21,6,0,42,877,1107,537,137,2655,4,3,0,3,11,0,3,0,0,3,5,5,0,0,13,3,3,0,0,3,13,5,0,0,21,28,16,4,6,49,36,29,11,6,85,53,45,19,6,125,169,190,87,29,471,168,234,95,33,526,124,183,67,19,397,101,142,60,17,327,120,156,59,12,341,36,44,13,3,95,134,155,80,24,393,24,9,13,3,40,1018,1220,515,158,2908,4,4,0,0,6,0,0,0,0,3,3,0,0,0,11,3,0,0,0,5,8,8,0,0,20,14,6,0,3,23
