SA2_MAINCODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
203021043,0,0,0,3,0,0,0,0,0,7,9,0,16,4,3,4,40,678,25,219,39,34,35,1032,3,0,24,0,9,12,46,3,0,3,0,0,0,6,3,3,7,8,12,0,40,14,3,19,6,10,0,62,12,5,19,6,5,0,45,111,0,40,6,0,3,161,376,4,64,0,3,0,449,271,0,39,0,4,4,316,31,0,5,0,0,0,32,12,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,19,0,0,4,54,860,22,243,36,51,24,1235
203021044,0,0,0,3,0,0,0,0,0,3,8,0,7,0,0,0,14,275,25,141,11,36,5,499,3,0,3,0,3,9,20,0,3,0,0,0,0,3,0,3,5,0,4,0,15,3,6,9,0,6,0,33,8,3,14,3,4,0,32,47,3,37,0,3,0,85,204,4,67,0,5,0,278,268,0,35,0,5,0,308,10,0,11,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,10,0,3,0,36,556,28,197,4,31,10,833
203021045,0,0,0,0,0,0,0,0,0,0,22,8,16,3,6,8,67,725,346,397,86,76,33,1665,0,12,18,3,3,11,48,0,14,5,6,3,0,27,7,103,23,10,3,3,149,94,65,43,42,3,0,245,72,32,48,23,3,0,168,219,39,89,17,9,4,369,410,22,94,5,7,3,540,106,3,27,13,18,4,167,3,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,19,17,17,8,3,3,64,928,305,366,119,60,27,1812
203021046,0,0,0,0,0,0,0,0,0,0,10,8,10,0,3,0,31,671,74,246,42,29,22,1082,0,8,11,0,5,13,36,0,7,0,0,0,0,5,12,20,18,11,0,0,62,35,10,25,3,4,0,85,49,9,12,0,0,0,64,106,4,34,6,3,0,148,236,3,43,0,3,0,286,185,0,29,0,0,0,208,69,0,17,0,0,0,84,31,0,6,0,0,0,35,7,0,3,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,4,4,3,4,3,33,749,61,196,23,20,15,1066
203021047,0,0,0,6,0,0,0,0,0,6,11,5,16,0,3,3,47,728,150,324,43,46,40,1339,0,7,26,5,7,16,60,0,6,0,13,5,0,25,13,65,10,7,4,4,113,78,15,24,8,7,0,137,35,8,47,5,15,0,101,183,4,67,7,9,6,272,517,12,76,0,14,4,623,169,0,21,0,0,0,193,32,0,7,0,3,0,42,13,0,5,0,0,0,13,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,15,0,6,3,46,1065,138,297,47,67,33,1644
203031048,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,11,458,10,193,13,13,23,714,3,0,7,0,3,13,27,0,4,0,0,0,0,3,0,3,12,0,0,0,22,10,0,15,0,0,0,25,20,0,26,8,0,0,53,109,0,47,0,6,0,158,309,0,60,0,3,0,375,180,0,24,0,0,0,212,7,0,8,0,0,0,14,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,8,0,5,0,3,3,22,641,10,210,8,19,21,905
203031049,0,0,0,0,0,5,0,0,0,9,4,0,8,3,3,0,19,197,28,175,19,27,24,469,0,0,21,0,0,18,44,0,0,0,0,0,0,3,3,10,9,3,4,0,24,6,4,10,7,0,0,30,7,0,11,0,3,0,18,21,0,16,0,4,0,35,56,0,34,0,0,0,99,97,0,32,0,3,0,137,22,0,3,0,0,0,25,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,19,222,16,157,8,23,18,447
203031050,0,0,0,0,0,3,0,3,0,5,20,3,12,0,8,0,39,869,56,420,21,56,45,1463,5,0,34,0,10,45,95,0,0,6,0,0,0,10,0,28,19,0,0,0,48,13,6,29,3,0,0,53,31,3,27,6,3,0,74,71,3,47,9,3,0,134,272,0,70,0,3,0,357,625,3,99,0,3,0,729,110,0,22,0,0,0,137,23,0,4,0,3,0,31,5,0,6,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,8,0,3,0,9,19,3,18,0,8,0,39,1185,48,384,26,40,51,1736
203031051,0,0,0,0,0,4,0,0,0,3,15,3,8,0,0,3,31,471,4,140,12,16,26,674,0,0,15,0,0,20,47,0,0,0,12,0,0,10,8,0,6,4,4,0,22,18,0,24,0,0,0,44,31,0,20,0,0,0,51,187,0,34,0,3,0,227,223,0,27,0,0,0,247,62,0,14,0,3,0,81,4,0,5,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,36,561,0,162,18,10,24,770
203031052,0,0,0,0,0,0,0,0,0,0,4,0,8,0,7,0,17,157,15,107,14,51,19,354,0,0,15,0,0,17,36,0,0,0,0,0,0,3,3,6,4,0,0,0,12,4,3,11,0,3,0,23,3,0,3,0,0,0,12,21,0,8,0,0,0,29,59,0,23,0,0,0,81,72,0,13,0,0,0,81,12,0,3,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,0,4,0,11,170,7,95,4,9,17,306
203031053,0,0,0,4,0,0,0,4,0,7,12,0,14,0,6,0,29,881,6,364,4,23,34,1307,4,0,28,0,9,34,69,3,0,3,0,0,0,4,5,0,9,0,0,0,23,8,0,21,0,0,0,29,10,0,13,0,0,0,31,34,0,24,0,0,0,54,134,0,58,0,3,0,194,414,0,79,0,4,0,495,295,0,58,0,3,0,353,75,0,7,0,0,0,81,13,0,3,0,0,0,21,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,4,8,0,17,4,8,3,37,1014,3,326,4,22,39,1403
204011054,0,0,0,0,0,0,0,7,0,3,5,7,14,0,16,0,39,191,64,182,11,77,15,542,4,3,13,0,12,16,59,0,3,0,0,3,0,10,4,13,21,0,11,0,56,42,11,27,0,11,0,96,48,0,25,0,3,0,76,71,0,31,0,4,0,111,41,0,16,0,0,0,59,10,0,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,10,0,3,0,22,227,42,159,5,53,27,505
204011055,0,0,0,0,0,0,0,0,0,0,4,3,11,0,7,0,23,175,39,145,15,38,44,456,0,3,33,5,17,21,87,0,0,5,0,0,0,7,9,20,35,10,7,4,86,40,10,45,3,3,0,104,39,3,23,0,0,0,65,62,0,17,0,4,0,84,31,0,11,0,0,0,35,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,11,3,18,179,42,178,19,49,31,504
204011056,0,0,0,0,0,0,0,0,0,0,13,8,4,0,3,4,30,468,86,200,12,40,22,825,3,4,23,3,4,19,51,0,8,3,4,0,0,17,3,36,21,0,3,0,62,18,13,21,0,0,0,49,31,6,23,0,3,0,57,173,4,59,0,17,0,254,359,0,47,0,5,4,415,85,0,17,0,0,3,105,7,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,11,0,5,3,31,690,71,228,12,33,29,1067
204011057,0,0,0,3,0,17,0,0,0,19,9,7,20,0,34,0,73,248,68,245,3,86,46,690,0,4,32,0,33,34,104,0,3,0,0,0,0,9,3,35,20,0,9,0,60,22,10,35,0,4,0,75,22,5,28,0,6,0,67,54,0,24,0,5,0,78,120,0,42,0,3,0,165,41,0,11,0,0,0,55,3,0,0,0,0,0,6,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,3,0,27,6,0,13,0,14,4,40,300,54,217,0,83,50,699
204011058,0,0,0,3,0,0,0,0,0,6,3,3,13,0,13,0,27,138,19,91,3,37,20,311,0,0,15,0,13,20,51,0,0,0,0,3,0,4,0,9,12,0,3,0,25,19,0,22,0,0,0,46,20,3,19,0,0,0,37,50,0,21,0,0,0,69,42,0,7,0,0,0,50,25,0,3,0,0,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,13,0,19,160,18,112,3,42,20,345
204011059,0,0,0,0,0,0,0,0,0,0,8,9,10,0,10,0,38,355,244,176,12,59,10,861,0,9,8,0,3,15,47,0,9,0,0,4,0,16,16,73,11,0,6,0,118,75,60,50,0,10,4,201,85,25,31,3,3,0,148,99,4,21,0,10,0,139,54,0,26,0,0,0,82,14,3,3,0,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,5,0,10,0,48,361,207,171,6,49,25,811
204011060,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,19,31,22,85,3,250,19,405,0,0,10,0,9,13,36,0,0,3,0,0,0,3,0,0,6,0,0,0,6,0,0,12,0,0,0,15,3,0,8,0,8,0,17,11,7,16,0,127,0,157,10,4,5,0,66,0,88,9,3,0,0,7,0,21,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,18,34,19,75,0,228,17,369
204011061,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,4,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
204011062,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,3,24,77,11,103,0,31,17,237,0,0,13,3,11,10,33,0,0,0,0,0,0,3,4,3,10,0,4,3,23,5,0,14,0,0,0,19,9,3,9,3,0,0,29,31,0,22,0,3,0,57,35,0,10,0,3,0,49,10,0,3,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,3,0,17,97,10,90,3,22,14,245
204021063,0,0,0,0,0,4,0,0,0,4,15,9,8,0,0,3,37,679,274,211,7,26,29,1218,3,12,17,0,0,8,39,5,11,3,0,0,0,26,39,104,25,9,3,0,177,185,42,47,3,3,6,286,119,30,33,0,3,0,190,191,17,45,0,4,0,257,115,4,24,0,0,0,147,31,0,8,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,6,3,8,3,57,695,242,220,17,27,21,1222
204021064,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,37,0,80,0,8,19,146,0,0,26,0,5,11,39,0,0,5,0,0,0,5,3,0,8,0,0,0,16,15,0,15,0,0,0,31,9,0,13,0,0,0,22,9,0,6,0,0,0,16,5,0,3,0,0,0,7,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,46,0,78,0,11,17,149
204021065,0,0,0,0,0,0,0,0,0,3,3,7,3,0,0,0,17,155,51,97,10,10,10,337,0,5,6,0,9,8,38,0,0,0,0,0,0,0,12,23,13,0,3,0,54,32,3,15,8,0,0,63,24,0,20,0,0,0,44,58,0,11,0,0,0,72,18,0,11,0,0,0,27,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,6,154,44,94,9,17,15,328
204021066,0,0,0,3,0,6,0,3,0,10,20,34,22,12,6,4,101,965,427,410,80,87,46,2021,3,15,22,6,10,20,76,0,19,0,8,0,3,29,30,178,37,13,8,0,278,226,86,92,10,11,4,425,139,30,88,3,9,0,270,330,35,78,3,11,7,465,304,5,56,0,0,0,370,109,0,18,0,0,0,128,5,0,3,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,34,25,4,3,11,86,1177,405,431,54,49,40,2145
204021067,0,0,0,0,0,4,0,0,0,4,3,0,19,0,12,0,35,68,4,257,0,40,46,426,0,0,55,0,13,38,110,0,0,5,0,0,0,7,3,5,42,0,8,0,57,15,0,45,0,15,3,76,17,0,24,0,0,0,42,27,0,27,0,3,0,65,23,0,11,0,0,0,44,10,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,4,3,21,101,8,233,0,39,46,434
204031068,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,13,164,40,103,0,16,13,335,0,0,10,0,4,11,22,0,0,0,0,0,0,6,12,17,13,0,0,0,43,8,4,17,0,0,0,42,14,0,20,0,0,0,37,33,0,19,0,0,0,52,71,0,15,0,0,0,91,30,0,10,0,0,0,36,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,9,3,6,0,0,21,173,39,111,5,15,15,350
204031069,0,0,6,68,0,82,0,20,3,177,15,0,33,3,22,5,78,396,37,392,8,134,52,1019,0,3,35,3,20,20,87,0,4,11,0,3,0,13,14,20,36,0,3,0,71,63,3,58,0,8,0,125,45,3,39,0,10,0,97,78,0,39,0,11,0,130,80,0,26,0,9,0,112,39,0,22,0,0,0,64,4,0,8,0,6,0,26,0,0,10,0,0,0,11,3,0,3,0,3,0,10,0,0,4,0,3,0,8,3,0,3,0,0,0,4,64,0,80,0,25,0,177,13,0,39,0,25,0,81,414,30,410,3,133,31,1015
204031070,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,66,3,74,0,11,12,169,0,0,3,0,3,4,11,0,0,0,0,0,0,0,0,4,5,0,0,0,13,13,0,19,0,3,0,33,8,0,10,0,3,0,15,14,0,11,0,0,0,31,14,0,12,0,0,0,29,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12,66,4,65,0,16,6,154
204031071,0,0,0,3,0,0,0,0,0,7,3,3,9,3,4,0,17,163,52,154,5,11,19,410,0,0,26,0,5,16,45,0,3,4,0,0,0,12,8,15,14,0,0,0,50,39,18,33,3,3,0,95,33,0,18,0,0,0,57,60,3,8,0,0,0,77,36,0,11,0,0,0,48,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,3,14,198,39,132,3,10,18,403
204031072,0,0,0,0,0,0,0,0,0,0,3,9,14,0,6,0,28,133,27,225,3,49,37,478,0,3,43,0,12,30,83,0,0,4,0,4,0,14,24,14,45,3,6,7,88,33,0,70,4,8,0,116,25,0,14,0,0,3,44,30,0,20,0,4,0,57,15,0,6,0,0,0,21,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,14,135,17,216,6,41,39,455
204031073,0,0,0,3,0,3,0,3,0,4,12,32,14,6,8,5,73,1056,433,259,32,177,34,1998,3,23,21,4,0,3,55,0,10,0,3,3,0,13,5,151,14,7,4,0,187,60,81,31,11,7,0,182,145,69,51,0,12,0,281,268,25,70,0,70,3,432,454,4,50,0,28,0,541,174,3,16,0,4,0,193,13,0,9,0,3,0,20,7,0,0,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,12,12,3,5,0,52,1152,381,267,22,131,10,1972
204031074,0,0,0,7,0,6,0,0,0,14,27,53,16,3,12,6,111,1472,573,433,23,153,40,2704,0,26,20,4,4,16,75,0,15,0,0,0,0,28,53,222,29,0,0,3,310,245,86,75,7,11,7,419,183,69,79,3,8,0,354,428,30,110,4,117,3,695,543,10,76,0,45,3,678,419,0,29,0,4,3,454,27,0,3,0,9,0,38,4,3,0,0,0,0,4,4,0,0,0,0,0,4,3,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,32,30,17,3,8,0,94,1942,500,448,25,212,43,3171
204031075,0,0,0,0,0,0,0,0,0,0,7,0,4,0,3,0,12,77,0,95,15,15,16,222,0,0,17,0,11,7,33,0,0,4,0,0,0,4,5,0,18,11,3,0,32,6,0,17,3,3,0,34,5,0,18,0,0,0,23,21,0,17,0,0,0,37,26,0,13,0,0,0,45,22,0,9,0,0,0,33,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,94,0,128,15,22,9,268
205011076,0,0,0,3,0,3,0,0,0,3,19,6,23,0,3,0,60,602,90,267,16,75,37,1080,0,8,33,0,14,14,71,0,0,0,0,3,0,8,17,37,18,0,14,0,80,49,12,39,3,28,3,136,52,3,37,0,11,0,102,246,6,53,0,3,0,308,407,0,64,0,3,0,473,112,0,18,0,0,0,125,7,0,4,0,0,0,15,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,7,0,3,0,40,912,74,284,6,77,27,1379
205011077,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,20,71,6,132,0,38,25,279,0,0,27,0,10,24,58,0,0,5,0,3,0,9,4,3,10,0,0,0,23,17,0,27,0,3,0,46,13,0,33,0,3,0,49,17,0,15,0,0,0,33,13,0,14,0,0,0,31,3,0,3,0,0,0,7,3,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,3,0,16,68,4,149,0,22,26,275
205011078,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,3,19,236,26,167,14,19,27,483,0,0,28,0,3,16,48,0,0,3,0,0,0,4,4,11,15,7,3,3,50,13,4,36,0,0,0,61,27,0,27,0,0,0,63,68,0,26,0,0,0,98,136,0,29,0,0,3,164,25,0,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,20,282,19,180,17,19,22,536
205011079,0,0,0,0,0,0,0,0,0,0,15,24,15,0,3,9,68,730,245,369,14,43,39,1450,0,12,48,0,9,21,88,0,13,7,0,0,0,16,6,82,30,6,6,3,125,50,40,40,7,5,0,136,76,19,54,3,3,0,149,289,23,93,0,5,0,410,273,3,54,0,3,0,339,160,0,17,0,0,0,180,18,0,3,0,0,0,18,3,0,3,0,0,0,7,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,25,0,6,0,50,877,195,372,19,38,28,1520
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,3,0,3,0,0,0,9,15,13,12,6,7,5,52,741,318,319,91,66,33,1572,3,11,23,0,4,15,59,0,13,0,13,0,0,36,14,104,31,20,3,0,170,69,74,39,12,8,0,199,101,30,53,16,4,0,206,294,35,77,7,3,3,418,290,8,50,0,3,5,352,122,0,12,0,3,0,141,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,14,14,9,9,0,53,905,287,300,83,42,29,1644
205021082,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,84,8,191,13,67,37,394,0,0,36,0,20,27,85,0,0,7,3,6,0,15,3,5,21,3,15,0,48,9,0,44,3,10,0,60,7,0,23,4,4,0,35,31,0,25,3,3,0,62,18,0,17,0,0,0,33,18,0,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,5,0,18,93,7,183,10,60,34,392
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,3,0,4,0,0,0,10,9,6,13,5,5,0,36,431,144,231,13,106,26,952,0,3,18,0,8,20,52,3,5,3,0,3,0,18,4,45,28,3,11,5,95,60,28,39,7,33,0,167,52,16,34,0,15,0,120,157,5,51,0,5,0,220,153,0,25,0,3,0,182,42,0,7,0,3,0,51,3,0,3,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,10,0,11,3,30,482,114,214,7,91,31,942
205021085,0,0,0,0,0,3,0,0,0,3,0,6,19,0,10,3,37,154,86,234,26,78,56,632,3,3,35,0,19,33,94,0,13,8,0,3,0,27,25,29,42,6,25,3,122,63,30,51,7,6,0,151,28,4,36,3,0,0,67,18,3,17,0,0,0,37,12,0,7,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,11,0,15,0,29,144,79,210,21,66,43,557
