SA2_MAINCODE_2016,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6m,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6m,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85andover_N_c_b_0,C16_AP_85andover_N_c_b_1,C16_AP_85andover_N_c_b_2,C16_AP_85andover_N_c_b_3,C16_AP_85andover_N_c_b_4,C16_AP_85andover_N_c_b_5,C16_AP_85ov_N_c_b_6mor,C16_AP_85andover_N_c_b_NS,C16_AP_85_and_over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_ch_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_T_T
302041043,6,7,5,11,67,4,0,14,5,9,8,3,10,51,6,7,13,4,7,3,5,14,67,478,207,391,204,78,49,27,132,1561
302041044,26,11,4,26,139,5,9,36,20,17,10,5,24,132,21,28,49,43,31,10,14,48,239,770,336,766,504,195,59,45,254,2927
302041045,36,19,10,18,250,22,21,46,44,31,14,10,15,192,20,31,52,42,30,21,12,23,235,1821,881,1292,695,264,94,70,326,5440
302041046,22,9,10,16,136,4,9,16,30,17,13,11,11,109,3,7,17,16,18,20,13,12,105,1365,596,692,449,216,95,74,321,3803
303011047,7,5,5,8,91,6,8,17,26,7,12,10,10,81,13,17,33,26,13,6,5,7,119,1685,551,1128,621,172,52,33,269,4499
303011048,10,6,6,3,56,4,3,5,18,7,8,0,5,52,8,8,22,10,15,3,3,4,74,944,272,524,246,88,37,29,225,2364
303011049,18,9,9,17,190,20,14,38,34,21,12,10,22,168,30,21,64,54,55,23,9,36,297,1821,647,1197,584,234,87,50,319,4932
303011050,9,0,3,3,69,7,0,14,14,9,4,3,4,54,3,4,10,25,4,4,5,5,68,1208,366,646,340,138,58,31,151,2932
303011051,29,11,5,10,249,20,15,42,53,24,14,10,14,181,16,25,57,52,31,11,8,27,233,1969,740,2149,1161,327,100,59,288,6784
303021052,18,8,4,9,98,7,3,10,12,10,3,7,4,58,8,7,19,16,13,7,6,4,82,2754,587,757,334,119,54,28,390,5025
303021053,26,11,6,16,181,20,15,33,40,24,12,11,9,154,30,14,53,42,24,23,26,19,233,3335,807,1272,734,246,92,65,504,7049
303021054,3,3,0,0,35,5,0,10,9,9,3,3,6,36,5,7,4,6,3,0,3,0,34,1104,190,344,182,52,19,16,140,2042
303021055,7,10,6,7,81,9,0,18,10,9,7,10,9,66,16,11,12,18,6,3,5,15,90,2069,530,604,274,106,45,38,312,3986
303021056,19,6,7,4,76,14,6,15,19,15,8,0,4,86,21,10,46,35,24,4,15,21,184,1193,443,876,450,152,60,51,206,3439
303021057,9,3,5,10,99,11,4,15,16,20,10,9,3,84,4,10,18,20,17,6,11,5,90,1067,319,637,316,134,33,31,163,2685
303021058,9,0,3,5,35,3,0,9,5,3,0,0,3,26,7,0,12,10,3,0,0,3,33,1382,193,293,135,61,16,18,279,2364
303021059,10,6,3,8,119,13,4,25,33,20,9,9,19,131,8,14,31,28,15,9,11,54,165,1711,421,907,487,158,53,41,398,4177
303031060,18,3,11,10,158,5,12,25,29,22,9,8,3,107,13,10,33,29,19,17,15,3,139,2387,909,1560,754,276,77,59,363,6392
303031061,7,6,3,8,92,0,5,19,12,5,3,3,8,56,4,8,9,8,11,3,8,4,54,1211,279,540,265,92,46,40,185,2660
303031062,21,8,5,10,127,0,4,22,16,14,4,10,6,88,8,9,19,20,8,3,5,3,69,1105,382,1010,606,231,64,48,182,3631
303031063,21,11,5,27,213,10,11,38,39,25,11,13,20,176,12,17,26,33,23,19,16,59,201,2331,844,1483,748,265,96,89,516,6363
303031064,7,3,0,4,42,6,3,9,4,8,6,3,3,45,0,0,6,6,3,4,3,3,24,775,325,760,359,139,37,20,125,2532
303031065,16,13,7,20,209,16,6,28,54,31,19,12,16,185,30,26,64,61,35,12,17,33,263,1816,437,769,506,213,78,52,328,4208
303031066,25,9,7,11,179,13,8,30,30,9,5,9,6,114,11,26,52,36,18,6,9,6,155,1390,564,1374,712,246,70,49,232,4646
303041067,10,4,9,4,78,7,3,15,11,5,3,3,7,54,6,4,11,4,3,4,4,3,45,975,332,425,240,95,38,37,208,2351
303041068,20,6,7,7,119,9,7,26,25,18,9,11,12,111,11,7,28,24,13,10,8,4,115,1846,578,931,422,188,58,53,287,4359
303041069,14,0,3,3,77,10,5,16,17,5,3,0,0,61,8,11,9,19,10,9,3,0,72,887,271,475,285,95,31,29,134,2202
303041070,14,7,5,6,99,6,7,20,26,14,9,3,11,86,16,8,31,37,14,7,8,15,135,1120,402,637,343,125,63,35,203,2923
303041071,22,15,3,11,132,11,5,23,39,26,10,8,4,121,17,12,36,36,12,11,3,8,141,1462,485,1159,627,200,70,39,236,4275
303051072,6,9,3,13,96,3,3,15,11,8,7,0,14,64,3,3,12,5,3,3,5,50,88,1010,515,943,456,172,51,45,233,3419
303051073,22,10,13,14,149,4,12,22,29,19,7,9,5,106,8,14,33,17,15,12,8,4,104,3060,1351,2336,970,349,110,91,502,8771
303051074,6,3,4,0,30,0,0,0,5,3,0,5,3,19,0,3,0,0,0,5,0,0,6,581,281,504,217,94,44,25,96,1840
303051075,14,8,3,4,107,3,6,16,14,14,6,3,9,79,12,13,26,18,19,12,10,19,130,1790,901,1858,883,267,110,74,264,6143
303051076,23,10,11,24,130,3,4,20,11,17,11,5,12,90,3,13,26,22,14,9,12,26,128,1196,523,749,461,246,129,137,378,3819
303061077,11,3,4,0,76,8,6,10,18,9,3,8,3,71,12,5,20,28,15,13,12,11,98,970,409,864,491,201,64,91,167,3258
303061078,18,12,4,7,104,0,0,9,11,7,8,9,0,50,5,5,11,12,5,8,8,3,50,2066,964,1371,595,228,101,74,383,5777
303061079,17,9,4,3,133,4,8,29,20,15,11,9,9,102,4,7,24,21,10,5,9,4,89,1613,518,795,419,143,59,62,251,3856
303061080,33,10,4,18,220,11,9,31,33,19,9,11,31,157,22,13,63,62,36,17,28,94,337,2555,1070,1879,970,348,117,123,574,7637
304011081,19,6,4,4,120,3,3,20,16,17,3,3,6,77,9,8,24,27,4,7,0,18,98,912,342,992,502,189,57,21,149,3157
304011082,11,4,0,0,56,4,7,11,16,11,7,3,3,55,7,13,15,9,9,3,3,3,62,856,423,885,434,144,39,29,88,2892
304011083,0,3,0,0,26,0,0,11,3,0,0,0,0,23,0,0,4,3,5,0,3,0,21,531,218,495,215,74,19,16,80,1645
304011084,12,7,0,22,111,0,7,21,13,11,6,3,28,98,4,9,26,11,10,6,3,139,204,1087,502,1294,539,169,41,20,347,4013
304011085,4,3,0,0,41,4,3,4,9,5,3,0,0,26,0,0,4,3,3,0,0,0,15,517,185,629,301,85,21,18,63,1812
304021086,17,4,3,3,129,6,6,25,18,11,0,3,3,75,8,0,11,7,13,3,0,3,49,1133,454,1281,683,219,59,27,183,4045
304021087,13,5,3,17,118,7,0,14,13,10,3,7,15,86,13,5,28,23,15,10,3,92,189,727,250,879,539,162,52,26,250,2883
304021088,18,9,3,4,127,8,15,18,18,9,3,0,6,77,10,10,27,27,18,3,3,21,122,1230,489,1373,697,190,53,25,218,4276
304021089,10,4,0,4,40,3,3,10,3,4,0,0,3,29,0,3,3,8,0,0,0,0,18,391,146,548,294,81,22,9,74,1566
304021090,24,14,9,4,185,14,12,24,27,23,8,3,10,123,6,11,24,26,15,8,4,4,103,1047,391,1174,623,193,65,26,132,3657
304021091,13,0,0,8,80,4,0,17,4,7,0,0,12,51,3,3,18,14,10,3,4,60,115,591,191,657,430,134,35,14,145,2197
304031092,9,6,6,4,75,6,4,12,20,11,7,4,3,68,5,3,9,22,13,3,9,26,89,906,303,906,489,139,30,29,150,2959
304031093,14,0,7,13,71,6,3,11,12,8,8,3,4,47,3,11,13,10,10,3,8,28,86,655,215,493,299,128,34,29,164,2020
304031094,12,0,3,8,118,5,3,20,19,15,8,0,11,84,10,15,24,29,17,6,6,27,142,2533,547,1052,554,180,53,32,352,5312
304031095,18,3,0,0,54,6,3,8,6,5,3,4,7,37,3,0,9,18,13,0,8,0,64,908,255,567,366,125,22,23,136,2411
304031096,20,7,0,4,112,6,3,7,17,9,7,3,3,60,3,12,20,23,13,3,3,3,80,4007,381,639,357,119,27,12,457,6003
304031097,10,4,4,9,95,5,3,16,23,17,13,3,9,85,14,3,30,35,23,10,8,10,120,2171,347,636,343,110,33,16,264,3925
304041098,17,3,3,13,104,4,4,9,9,7,3,9,11,56,9,9,23,18,10,8,7,7,85,1456,418,639,326,125,39,32,257,3281
304041099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
304041100,19,11,12,13,148,23,18,38,33,22,4,12,10,161,26,37,60,56,32,24,16,19,264,889,404,800,487,222,86,79,173,3137
304041101,6,6,6,3,77,8,3,14,17,17,0,4,5,79,11,13,37,50,26,14,12,11,173,1207,464,904,464,171,61,51,172,3491
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,29,10,10,8,268,5,16,43,46,24,7,9,15,174,13,10,42,35,20,13,7,33,174,1862,715,2179,1215,371,81,56,318,6798
304041104,8,4,0,15,65,4,0,8,14,7,3,0,5,44,9,8,13,15,3,3,7,46,101,1062,424,1259,622,210,61,30,200,3872
305011105,5,3,3,8,59,0,0,4,6,0,3,0,3,18,3,3,5,7,3,3,0,3,23,2974,381,452,179,66,14,10,535,4610
305011106,0,0,0,0,7,5,0,3,0,3,0,0,0,18,9,4,8,6,3,0,5,6,37,2093,252,190,85,30,10,8,463,3133
305011107,9,0,0,9,62,0,3,8,13,10,3,0,7,44,5,3,11,3,7,3,7,29,65,1356,274,454,241,80,23,19,321,2757
305011108,8,3,0,4,69,3,3,10,14,10,0,0,7,55,16,22,40,11,6,0,3,41,151,2120,349,527,269,90,29,13,417,3815
305011109,19,8,12,35,161,11,5,21,20,14,4,12,43,130,14,21,39,34,13,7,6,152,284,2991,505,767,414,153,51,31,1009,5929
305011110,6,0,0,4,49,0,4,4,7,3,0,0,3,19,8,0,8,0,3,0,5,3,31,1985,330,400,156,57,17,13,335,3292
305011111,5,0,0,0,27,3,0,3,3,0,0,0,0,10,3,3,3,4,0,0,0,5,18,1608,244,217,80,36,13,5,314,2520
305011112,7,5,3,3,75,7,3,17,9,10,3,5,3,54,6,6,18,9,14,3,4,14,68,2103,412,691,359,129,32,25,470,4223
305021113,3,0,0,0,31,0,0,8,4,3,3,8,3,23,3,0,6,12,5,0,0,0,27,633,232,444,198,59,19,18,132,1736
305021114,7,8,0,8,47,7,8,19,9,10,8,0,3,59,8,8,17,16,4,9,3,4,66,1129,346,623,322,92,38,8,260,2820
305021115,7,0,0,0,43,8,8,8,9,5,5,3,3,45,3,0,5,3,3,0,3,7,26,1323,234,357,178,54,20,16,250,2428
305021116,5,3,0,0,19,7,0,4,0,3,0,0,0,11,9,0,9,5,4,3,0,0,31,831,271,474,246,74,24,5,107,2032
305021117,6,9,5,9,90,5,11,16,20,6,6,6,5,83,12,11,22,25,18,6,8,7,109,2640,655,1043,482,140,62,45,410,5483
305021118,4,5,3,0,27,4,0,5,3,4,4,0,0,21,6,8,7,8,4,0,3,3,35,1054,311,626,278,76,30,14,176,2567
305031119,8,5,0,0,30,4,3,7,6,3,3,0,0,27,4,3,13,15,11,9,3,7,56,723,130,189,96,38,20,3,130,1322
305031120,6,3,0,5,52,3,4,9,6,3,3,3,3,36,5,6,12,5,0,5,4,5,43,1166,296,517,262,82,36,9,149,2523
305031121,12,7,0,4,62,3,0,14,11,13,9,4,3,59,3,0,12,18,14,6,3,9,58,912,268,451,284,126,37,15,156,2250
305031122,15,3,3,11,124,13,13,18,22,13,5,8,3,96,21,6,27,16,17,12,10,14,122,2167,536,886,457,210,49,34,344,4680
305031123,7,3,3,0,37,7,3,6,9,7,8,9,0,41,3,3,5,13,7,6,3,4,44,587,191,470,223,77,16,21,68,1652
305031124,11,6,0,10,89,7,3,5,15,7,0,0,9,53,0,5,7,14,12,3,0,34,72,1247,297,466,291,112,31,15,364,2831
305031125,8,3,0,0,55,6,0,6,3,9,0,0,0,20,0,3,16,12,12,0,3,3,54,643,234,493,290,107,12,13,130,1926
305031126,5,0,0,7,54,4,3,7,4,3,3,0,11,36,14,7,19,13,11,3,7,35,100,2708,429,534,237,73,15,23,473,4489
305031127,6,0,3,9,38,8,0,12,6,3,3,3,8,42,9,11,12,9,11,0,4,35,85,1034,221,391,183,85,18,17,202,2145
305031128,5,5,3,14,69,0,0,3,12,14,3,0,5,39,0,0,6,7,4,0,0,3,33,2946,370,494,265,103,30,13,751,4976
305031129,0,0,0,0,31,8,0,0,3,3,0,0,0,21,3,0,3,5,3,4,4,3,31,670,167,372,203,58,12,8,76,1565
305031130,0,0,0,7,47,3,4,7,8,10,0,3,6,45,10,4,5,4,6,0,4,23,59,1626,318,489,267,67,18,21,221,3037
305031131,4,3,0,11,78,11,0,14,19,6,0,3,10,69,21,5,22,25,16,4,3,8,111,1985,452,774,401,136,39,30,310,4121
305041132,14,4,9,4,105,6,5,19,16,14,6,15,0,84,16,7,25,31,14,8,10,8,117,1960,529,1320,794,247,62,51,313,5267
305041133,4,4,0,6,37,6,0,3,15,3,3,0,0,23,7,0,3,5,3,0,3,3,27,1286,229,387,188,67,20,9,226,2403
305041134,15,0,3,3,102,14,5,14,14,15,6,5,0,78,10,10,27,27,19,8,10,10,119,1520,413,1058,540,188,50,27,219,4016
305041135,5,10,0,6,68,11,4,11,6,14,0,3,8,61,13,9,14,15,10,0,0,4,70,2513,468,820,403,130,33,26,321,4708
305041136,8,0,0,4,35,7,3,4,3,0,0,0,4,23,5,0,5,8,3,0,0,0,22,1301,244,402,199,56,17,9,217,2438
305041137,8,7,0,7,86,5,4,8,14,17,4,3,3,58,8,0,13,10,7,5,7,3,55,2891,426,710,343,111,29,18,428,4946
306011138,3,0,0,4,29,3,4,3,0,5,0,0,0,18,0,0,0,5,3,0,0,0,17,606,271,631,310,99,27,26,142,2105
306011139,12,6,5,10,104,0,5,13,8,18,7,5,6,59,3,10,11,7,0,6,5,4,50,1350,624,1325,557,230,64,35,379,4562
306011140,7,0,0,0,26,0,3,4,5,3,5,0,0,19,0,0,7,3,0,0,0,0,14,488,218,398,205,64,22,8,92,1493
306011141,13,3,3,23,79,3,0,13,9,10,9,3,26,72,0,7,10,9,10,3,0,20,65,1367,615,1489,764,252,57,36,415,4993
306011142,27,6,0,12,124,8,11,20,12,8,0,3,5,67,6,12,18,8,0,4,5,4,57,1872,786,1487,709,256,75,53,447,5686
306011143,6,3,5,16,62,3,5,8,3,5,0,0,8,42,0,4,5,10,9,4,3,10,44,865,367,587,278,123,33,21,382,2666
306021144,13,4,5,8,49,0,3,6,0,3,0,7,3,18,0,0,4,3,0,0,3,0,12,856,360,768,414,184,86,90,271,3020
306021145,7,0,0,24,91,3,9,12,13,8,3,6,6,57,4,3,12,8,3,3,7,10,46,2131,544,655,339,139,50,48,970,4883
306021146,33,12,6,15,183,13,8,26,32,23,9,5,4,118,9,8,29,34,13,12,10,18,144,870,423,934,567,238,91,56,314,3499
306021147,12,5,8,17,81,4,0,5,9,3,0,7,0,34,0,3,12,7,3,0,0,3,37,1060,492,1042,590,315,110,122,345,4069
306021148,14,7,0,11,102,0,0,10,10,8,3,9,3,52,4,3,7,28,13,5,7,3,71,817,343,866,549,267,101,92,272,3306
306021149,12,3,9,15,106,3,9,15,14,7,6,9,8,80,10,14,27,22,12,5,11,19,113,1181,506,1059,552,214,98,104,377,4100
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,14,5,3,13,60,0,0,3,4,6,3,7,6,33,0,4,6,3,0,4,4,0,17,679,384,389,286,147,75,89,445,2491
306021152,7,3,3,15,63,3,0,4,3,6,6,3,8,40,4,4,13,8,12,3,5,12,55,686,301,388,253,117,67,62,366,2241
306021153,4,5,4,5,81,3,3,6,5,3,7,3,4,40,0,3,6,9,7,0,3,0,22,931,429,889,528,198,80,70,215,3341
306021154,8,6,5,19,87,21,6,12,24,9,3,4,31,111,21,14,41,32,21,9,7,71,225,976,327,406,255,125,71,80,469,2712
306021155,11,4,5,7,52,0,3,7,15,9,3,0,7,50,13,3,18,15,10,4,5,8,79,544,214,431,238,139,63,67,249,1951
306021156,13,3,0,13,101,8,11,21,25,12,10,10,7,89,11,9,21,34,20,15,6,10,123,1059,464,865,507,195,57,52,254,3452
306021157,14,5,0,4,52,3,0,11,9,7,0,3,9,39,3,3,13,11,12,4,0,8,53,530,256,433,278,133,47,49,245,1962
306031158,15,6,11,16,83,0,0,6,7,9,3,3,4,36,3,3,8,6,5,3,4,5,49,352,150,451,304,136,57,54,164,1668
306031159,31,9,17,22,176,14,4,26,43,30,13,14,13,159,12,9,41,49,34,21,19,14,206,830,373,872,715,335,126,150,448,3847
306031160,12,11,11,11,114,4,7,15,27,18,10,3,10,89,8,3,16,16,15,9,9,11,81,622,305,889,635,245,86,74,271,3131
306031161,25,13,7,18,159,4,4,16,18,20,18,6,12,100,7,7,23,22,9,12,11,16,104,917,454,1048,736,327,142,109,464,4194
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,0,4,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,230,101,87,80,76,67,125,88,851
306041164,13,8,8,11,100,3,8,11,15,9,3,0,0,44,3,3,5,7,10,3,4,12,53,623,256,615,433,172,59,56,364,2567
306041165,13,0,0,11,67,0,0,6,10,0,0,4,8,27,3,0,5,3,0,0,0,21,36,806,262,491,202,93,22,9,390,2264
306051166,34,17,11,35,265,14,16,34,46,36,17,13,27,199,10,12,37,45,39,12,24,37,218,982,468,1166,890,393,168,135,406,4607
306051167,15,10,7,16,94,3,0,9,14,5,3,6,7,53,3,6,13,4,4,3,8,7,50,453,245,481,390,220,88,68,332,2287
306051168,9,7,0,9,49,4,3,4,3,3,3,3,0,33,5,0,5,7,0,0,0,0,22,462,249,471,242,111,46,37,201,1822
306051169,27,13,6,22,160,7,4,15,12,19,13,6,18,97,5,3,12,13,12,10,13,31,107,713,331,926,701,338,130,79,321,3549
306051170,39,15,14,37,247,6,9,27,48,35,11,10,17,157,5,8,30,31,20,11,13,35,151,1007,439,1040,891,400,131,138,536,4571
307011171,17,8,6,7,59,4,3,3,3,4,9,8,0,33,3,0,8,12,3,5,7,6,46,331,149,400,348,163,62,64,181,1692
307011172,20,9,7,16,122,3,11,8,18,9,4,10,17,79,0,4,5,17,24,12,10,22,89,670,282,672,589,281,114,76,399,3074
307011173,14,6,7,14,105,4,4,9,12,8,3,9,7,58,9,10,14,11,13,12,16,15,91,593,245,616,449,224,55,74,286,2549
307011174,12,10,7,9,72,0,0,9,12,7,3,6,9,45,6,3,9,6,6,5,3,7,39,288,142,380,342,186,69,40,184,1641
307011175,14,11,8,4,61,4,0,5,8,6,3,5,8,31,3,3,5,15,0,3,8,10,48,323,129,343,272,140,53,58,202,1520
307011176,28,7,13,4,97,6,0,9,11,11,10,9,9,66,3,0,14,19,11,9,11,12,84,727,287,595,408,219,87,62,324,2711
307011177,18,6,9,10,89,0,0,5,11,13,6,6,4,55,8,0,8,8,4,6,7,12,54,402,176,560,458,246,82,64,166,2163
307011178,9,8,10,12,63,3,0,4,7,3,0,4,7,36,0,0,0,3,3,3,0,5,17,269,114,323,261,147,52,66,344,1579
307021179,41,11,10,13,170,14,9,15,21,18,20,8,9,107,13,4,21,20,16,5,11,16,108,667,295,863,711,379,147,114,271,3439
307021180,29,8,15,8,111,11,0,17,10,19,15,9,3,80,6,6,7,14,15,5,9,8,75,610,252,667,561,325,114,90,222,2843
307021181,14,4,7,9,64,0,0,0,10,9,7,3,6,35,0,3,3,7,4,6,4,23,45,219,110,316,229,141,55,47,198,1320
307021182,23,10,8,13,109,3,0,14,19,19,13,10,25,106,13,0,14,25,16,10,13,51,146,470,182,505,452,262,102,78,256,2304
307021183,48,18,28,21,231,12,4,29,40,34,23,20,31,189,9,11,32,31,37,12,36,44,203,1492,612,1498,1254,639,245,220,625,6593
307031184,17,7,4,10,82,5,0,7,14,7,0,11,4,51,4,3,10,15,3,7,4,6,49,421,179,501,396,191,65,57,176,1988
307031185,10,6,6,4,74,4,4,3,5,4,3,8,7,47,3,6,15,9,10,5,10,5,57,328,174,420,358,174,49,69,163,1733
307031186,14,10,6,8,88,3,4,5,10,5,4,3,5,51,6,11,13,11,12,4,6,7,74,356,160,473,354,238,80,73,156,1880
307031187,23,10,12,18,164,5,3,27,30,19,13,7,20,120,13,11,28,25,22,14,10,22,139,521,211,619,465,217,108,53,183,2383
307031188,13,8,3,13,85,0,6,4,13,10,6,3,4,45,0,0,3,10,7,3,3,5,38,482,223,589,464,244,77,61,178,2316
307031189,66,29,25,31,362,26,14,40,46,44,16,33,41,253,19,17,35,48,27,21,26,75,263,1380,660,1521,1199,650,265,196,485,6346
308011190,5,0,0,3,15,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,588,270,542,386,178,87,100,273,2423
308011191,14,11,11,17,83,3,0,5,14,4,10,4,6,48,3,0,3,6,9,0,6,3,34,534,250,705,573,282,99,60,364,2868
308011192,18,4,3,11,63,0,5,8,7,5,3,3,4,37,0,0,0,8,4,5,3,6,33,1199,523,1180,824,354,124,82,644,4922
308031205,13,9,3,8,92,10,4,26,12,22,8,4,13,101,7,7,17,21,14,12,11,13,94,789,311,561,404,227,115,88,279,2764
308031206,10,3,0,0,30,0,0,3,5,0,0,0,0,13,3,0,3,3,0,0,0,0,10,134,63,207,134,71,22,17,53,711
308031207,12,6,11,18,139,4,9,12,18,12,4,12,19,78,3,4,14,11,12,6,7,35,88,443,236,544,452,208,77,53,244,2265
308031208,25,11,7,11,151,4,10,17,17,23,13,13,4,100,11,8,17,18,15,8,9,9,95,963,384,998,689,287,95,69,237,3728
308031209,8,5,3,3,38,0,0,4,4,3,0,4,0,20,0,0,0,3,3,3,3,0,14,385,119,542,343,118,34,26,120,1692
308031210,28,9,13,12,113,6,0,9,22,9,8,9,4,59,9,5,9,11,6,9,11,9,62,1107,559,1137,752,357,144,103,338,4496
308031211,9,3,8,3,62,5,3,6,7,6,0,7,0,38,3,5,4,9,3,5,4,3,34,456,213,484,305,132,72,56,131,1848
308031212,10,3,5,6,57,4,0,6,5,0,3,7,0,37,3,3,4,7,9,6,3,3,44,253,136,228,199,118,64,74,120,1195
308031213,28,14,12,12,145,7,3,19,23,16,10,6,18,100,0,9,11,5,12,6,3,26,69,1090,463,1096,714,271,99,69,330,4129
308031214,21,8,6,13,109,0,4,18,16,23,6,15,18,96,8,3,13,18,9,12,6,23,90,537,241,495,346,193,70,65,194,2136
308031215,18,11,13,18,101,7,4,13,9,11,4,3,18,73,3,0,4,9,8,4,3,90,127,671,291,658,445,208,94,62,320,2751
308031216,18,14,8,16,118,6,3,22,16,25,11,6,17,105,6,4,25,16,14,13,19,19,116,708,279,584,373,211,72,74,241,2543
308031217,16,9,5,11,81,0,0,4,5,13,3,5,4,46,4,5,8,6,3,3,8,6,45,313,135,270,195,115,51,49,161,1293
308031218,8,4,6,3,49,0,3,0,4,8,5,9,4,33,0,3,6,5,0,0,0,7,25,239,142,337,244,116,49,49,110,1285
308031219,7,4,0,3,61,0,0,3,3,7,3,0,3,23,0,0,3,4,3,0,0,3,18,351,174,438,319,161,49,19,153,1672
308031220,3,3,3,4,32,0,0,3,0,0,0,0,0,12,3,0,3,0,0,0,0,3,8,247,81,286,219,115,33,26,111,1122
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8
308031222,20,11,6,22,155,19,11,24,23,20,9,17,28,145,38,11,29,24,22,12,16,83,236,1107,322,778,484,239,82,87,403,3508
308031223,52,12,22,22,305,20,12,49,49,45,21,23,23,242,15,21,53,51,37,22,28,29,261,1764,756,2051,1383,621,199,146,599,7522
308041528,25,11,10,10,130,0,0,16,19,13,13,16,14,79,9,3,9,13,10,10,12,7,73,612,265,797,657,357,128,102,284,3203
308041529,6,3,5,9,59,0,3,8,16,20,7,9,9,65,3,3,5,8,6,5,11,3,54,529,204,556,398,176,57,51,206,2178
308051530,14,8,6,10,78,3,0,3,7,6,3,3,0,22,3,0,3,5,0,0,3,0,15,437,270,635,446,200,57,54,233,2329
308051531,12,6,3,7,79,0,0,5,3,6,3,6,6,39,5,5,23,4,3,0,0,0,46,748,432,1186,736,262,77,37,243,3723
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
308051533,11,5,7,7,93,0,3,11,11,12,8,13,5,74,4,9,22,20,7,9,17,5,89,1319,630,1360,831,319,123,100,328,5001
308051534,16,6,7,15,88,0,0,10,14,11,8,8,12,67,5,9,4,13,5,3,3,10,51,638,279,507,357,167,60,61,306,2366
308051535,10,10,9,14,83,0,0,13,9,12,3,6,3,55,0,3,3,10,6,4,12,3,41,803,403,1204,804,347,117,82,394,4164
308051536,3,4,4,3,39,0,0,4,3,4,0,0,0,13,0,0,0,0,7,0,3,0,10,323,172,373,248,103,29,28,78,1352
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,3,7,3,0,25,0,3,3,4,8,3,3,3,26,0,3,8,6,4,0,4,4,27,605,299,624,363,156,47,29,184,2315
308051539,12,3,3,3,63,4,0,10,6,10,7,6,8,42,3,0,0,7,7,4,3,3,32,468,220,425,327,141,59,44,177,1856
309011224,15,6,0,16,147,11,16,25,27,9,0,3,7,99,9,10,28,17,11,9,3,3,89,1065,409,963,470,130,33,12,231,3319
309011225,29,7,4,17,169,13,7,41,23,24,6,3,8,129,15,28,56,39,19,8,7,27,200,1357,488,936,516,214,54,35,444,4039
309011226,35,12,7,37,314,32,21,66,60,17,11,9,19,234,25,35,90,49,31,20,14,31,294,1689,751,1877,984,298,91,58,352,6111
309011227,20,12,5,29,201,7,7,26,26,13,10,9,14,115,19,20,45,25,19,10,11,14,159,2405,584,979,546,181,62,28,746,5526
309011228,19,7,10,16,230,15,27,44,35,19,14,5,16,181,32,24,43,39,27,6,7,20,192,1603,735,1397,752,241,78,50,417,5279
309011229,14,0,7,13,98,10,3,20,15,12,5,3,12,75,4,13,19,14,10,7,3,12,83,1213,380,670,320,123,30,28,301,3069
309021230,15,8,3,19,127,9,11,26,18,19,9,7,20,124,19,13,27,31,21,4,8,28,158,925,306,570,368,136,36,36,355,2732
309021231,23,6,13,21,171,14,10,26,29,20,19,10,24,152,15,21,47,35,28,7,6,40,193,1493,609,1249,691,261,71,50,554,4981
309021232,40,20,3,14,195,9,13,35,38,22,14,5,10,147,10,24,60,36,24,3,3,6,179,938,433,1226,693,272,77,42,205,3902
309021233,26,13,0,13,216,15,10,55,37,29,14,5,17,182,27,27,51,54,19,13,6,16,224,1222,600,1665,871,306,108,54,320,5139
309021234,41,6,13,15,245,19,12,38,39,35,19,5,8,182,24,18,53,42,31,10,11,24,220,2017,787,1623,914,359,108,73,499,6385
