SA2_MAINCODE_2016,Med_age_persns_C2006,Med_age_persns_C2011,Med_age_persns_C2016,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Average_hh_size_C2006,Average_hh_size_C2011,Average_hh_size_C2016
302011025,37,36,35,1300,1980,1950,522,694,831,220,340,375,1247,1667,2003,0.7,0.8,0.8,1049,1346,1582,2.3,2.4,2.4
302011026,36,38,38,1408,2000,2037,646,776,872,275,399,400,1734,2145,2310,0.8,0.8,0.8,1566,1937,2121,3,2.9,2.8
302021027,40,40,42,1350,2000,2000,534,652,731,250,350,386,1358,1744,1967,0.8,0.8,0.8,1121,1358,1518,2.5,2.5,2.5
302021028,37,35,35,1300,2000,1799,484,630,692,200,320,350,1068,1402,1548,0.8,0.8,0.9,778,1067,1216,1.9,2,2
302021029,39,39,39,1300,2015,1988,526,660,741,250,360,415,1283,1702,2030,0.7,0.8,0.8,1158,1487,1783,2.6,2.7,2.7
302021030,38,38,37,1300,1950,1950,506,610,758,230,330,385,1230,1566,1941,0.7,0.8,0.8,1104,1315,1697,2.5,2.6,2.7
302021031,34,34,34,1484,2167,2167,603,804,932,205,320,350,1419,2091,2313,0.8,0.8,0.9,1096,1508,1784,2.2,2.3,2.4
302021032,36,34,33,1394,2099,2000,503,666,790,200,300,350,1171,1553,1944,0.8,0.8,0.8,951,1211,1495,2.2,2.3,2.2
302021033,37,38,39,1300,2000,2000,505,628,746,205,295,355,1230,1598,1962,0.7,0.8,0.8,1110,1374,1595,2.6,2.6,2.5
302021034,36,36,37,1500,2167,2200,575,769,944,230,350,400,1384,2006,2435,0.8,0.8,0.8,1150,1641,2054,2.4,2.5,2.6
302031035,36,36,37,1213,1842,1797,482,592,673,250,350,395,1219,1525,1766,0.8,0.8,0.8,1134,1365,1587,2.7,2.7,2.7
302031036,44,37,33,0,2800,2400,614,763,987,50,255,300,1374,1999,3083,0.8,0.8,0.6,774,1312,2166,1.6,2.5,2.2
302031037,40,45,41,867,1517,2167,507,681,1018,160,310,430,1091,1171,2203,0.8,0.8,1,987,1070,1706,2.3,2.2,1.9
302031038,35,34,34,1445,2167,2100,556,732,880,200,320,355,1313,1877,2256,0.8,0.8,0.8,1057,1456,1794,2.3,2.4,2.5
302031039,38,37,37,1200,2000,2000,479,651,779,240,345,390,1181,1665,2078,0.8,0.8,0.8,1067,1463,1808,2.6,2.7,2.7
302031040,36,34,33,1300,2000,1820,588,763,894,198,320,360,1236,1744,2011,0.8,0.9,0.9,930,1318,1569,2,2,2.1
302041041,34,35,36,1300,1950,1810,539,659,715,240,360,380,1339,1629,1822,0.8,0.8,0.8,1236,1506,1682,2.9,2.8,2.8
302041042,40,40,41,1200,1950,1950,465,617,749,215,320,360,1155,1609,2021,0.8,0.8,0.8,953,1302,1603,2.4,2.5,2.5
302041043,40,40,42,1083,1800,1764,421,569,654,200,285,325,1022,1449,1728,0.8,0.8,0.8,838,1087,1276,2.3,2.3,2.3
302041044,42,43,46,1408,2000,2000,489,633,669,165,240,275,1337,1932,2228,0.8,0.9,0.8,957,1275,1487,2.4,2.4,2.4
302041045,37,37,36,1300,1900,1733,520,650,718,240,345,370,1184,1513,1732,0.7,0.8,0.8,1021,1210,1407,2.3,2.3,2.4
302041046,36,34,33,1213,1828,1733,435,565,651,185,290,340,1001,1292,1404,0.8,0.8,0.9,793,1055,1220,2.3,2.3,2.3
303011047,35,35,35,1600,2301,2258,649,856,1004,245,360,410,1696,2313,2743,0.8,0.8,0.8,1331,1904,2247,2.5,2.6,2.8
303011048,37,36,33,1487,2200,2123,543,707,886,250,375,430,1301,1893,2289,0.8,0.8,0.9,1078,1469,1846,2.4,2.5,2.6
303011049,35,35,36,1400,2058,2000,549,725,841,250,376,420,1306,1783,2094,0.8,0.8,0.8,1125,1497,1738,2.4,2.5,2.5
303011050,36,35,34,1300,2156,2000,500,675,805,240,350,390,1268,1627,1936,0.8,0.8,0.8,1105,1379,1663,2.4,2.4,2.4
303011051,38,40,42,1600,2165,2167,587,675,774,300,440,490,1811,2206,2366,0.8,0.8,0.7,1615,1947,2121,3,2.9,2.9
303021052,33,32,32,1387,2000,2000,555,698,758,195,300,345,1312,1813,2097,0.9,0.9,0.9,1021,1384,1583,2.2,2.3,2.3
303021053,34,33,34,1500,2167,2000,648,834,935,220,330,360,1576,2088,2313,0.8,0.9,0.9,1133,1514,1794,2.1,2.3,2.3
303021054,35,32,31,1408,2100,2004,510,572,630,200,320,380,1431,1796,2098,0.9,0.9,1,1032,1329,1587,2.4,2.5,2.5
303021055,33,32,32,1480,2100,1997,633,771,857,215,320,360,1427,1852,2163,0.8,0.9,0.9,1073,1367,1663,2.1,2.2,2.2
303021056,34,35,35,1525,2167,2167,582,729,807,193,280,360,1404,1983,2364,0.8,0.9,0.9,1144,1560,1933,2.5,2.6,2.7
303021057,35,35,36,1500,2167,2167,588,777,854,230,330,375,1422,1980,2303,0.8,0.8,0.8,1162,1591,1906,2.4,2.5,2.5
303021058,33,31,30,1600,2185,2080,460,598,688,190,330,400,1168,1673,1961,0.9,1,1,898,1326,1500,2.2,2.3,2.3
303021059,34,35,36,1500,2102,2000,627,765,880,220,335,370,1617,2112,2417,0.8,0.8,0.8,1220,1538,1807,2.4,2.4,2.4
303031060,33,33,33,1406,2011,1900,492,572,611,250,385,415,1330,1625,1713,0.8,0.8,0.8,1179,1470,1611,2.8,2.9,2.9
303031061,37,33,31,1300,2069,1800,378,422,440,260,385,425,1146,1290,1406,0.8,0.8,0.8,1077,1234,1364,3,3,3.1
303031062,36,38,38,1331,1993,1950,497,580,655,230,340,395,1323,1661,1910,0.8,0.8,0.8,1182,1452,1684,2.8,2.9,2.9
303031063,34,34,34,1430,2167,2068,505,651,761,220,330,370,1269,1748,2020,0.8,0.8,0.8,1075,1428,1631,2.4,2.5,2.5
303031064,38,40,35,1517,2167,2500,556,679,795,231,360,470,1667,2157,2444,0.8,0.8,0.8,1488,1988,2321,3.1,3.1,3.2
303031065,36,34,32,1400,2000,1960,455,528,571,241,360,400,1190,1448,1666,0.8,0.8,0.9,1014,1161,1348,2.3,2.5,2.5
303031066,36,37,39,1300,1918,1863,543,646,677,255,375,420,1383,1761,1859,0.8,0.8,0.8,1278,1575,1710,2.8,2.8,2.9
303041067,34,33,32,1200,1733,1700,423,485,516,200,283,350,1103,1238,1453,0.8,0.8,0.9,935,1078,1301,2.6,2.6,2.7
303041068,36,35,35,1360,2000,1982,527,661,778,200,310,350,1264,1696,2037,0.8,0.9,0.9,1042,1296,1560,2.4,2.3,2.4
303041069,31,32,32,1590,2000,2000,349,407,472,290,375,413,1217,1269,1442,0.8,0.8,0.9,997,1079,1380,2.8,2.9,3
303041070,33,33,34,1300,1950,1994,425,543,670,210,320,360,1167,1609,1925,0.8,0.8,0.8,1011,1351,1609,2.4,2.6,2.6
303041071,37,37,36,1500,2119,2167,609,764,888,243,360,425,1548,2103,2523,0.8,0.8,0.8,1298,1748,2198,2.6,2.7,2.8
303051072,34,34,35,1235,1900,1753,533,652,673,250,360,390,1239,1552,1666,0.8,0.8,0.8,1152,1429,1521,2.7,2.7,2.8
303051073,32,32,32,1452,2015,1863,508,608,646,260,375,400,1332,1671,1670,0.8,0.8,0.8,1283,1621,1651,3.1,3.1,3.1
303051074,33,32,33,1733,2500,2167,534,751,790,270,390,425,1326,1978,2164,0.8,0.8,0.8,1255,1920,2124,3,3.1,3.2
303051075,31,32,33,1625,2167,2000,607,728,741,280,400,430,1541,1921,2050,0.8,0.8,0.8,1507,1882,2024,3.2,3.3,3.3
303051076,35,35,34,1127,1715,1517,411,464,520,190,280,325,942,1094,1275,0.8,0.8,0.9,820,979,1177,2.6,2.6,2.6
303061077,33,33,33,1426,2000,2000,505,590,618,250,365,390,1361,1680,1814,0.8,0.9,0.9,1290,1592,1754,3.1,3.2,3.3
303061078,31,30,32,1300,1733,1647,483,537,554,250,360,390,1182,1394,1461,0.8,0.9,0.9,1113,1332,1478,2.9,2.9,3
303061079,35,34,32,1228,1811,1733,369,417,461,240,360,400,1100,1183,1367,0.8,0.8,0.9,943,1087,1325,2.8,2.8,3
303061080,35,34,35,1300,2000,1793,441,489,539,250,360,400,1220,1397,1491,0.8,0.8,0.8,1113,1296,1423,2.8,2.9,3
304011081,38,40,41,1408,2000,2000,595,718,796,270,385,420,1609,2071,2209,0.7,0.7,0.7,1444,1793,1984,2.9,2.8,2.8
304011082,36,37,38,1301,1950,1933,571,705,753,260,365,400,1451,1889,2028,0.8,0.8,0.8,1339,1694,1872,2.8,2.8,2.8
304011083,33,34,34,1322,2000,1918,611,773,826,250,355,395,1403,1878,2011,0.7,0.8,0.8,1245,1637,1742,2.7,2.7,2.7
304011084,35,37,39,1517,2167,2054,689,825,890,270,395,435,1799,2327,2427,0.8,0.8,0.8,1646,2136,2235,2.9,2.9,2.9
304011085,39,41,42,1511,2095,2167,644,766,800,330,445,500,1881,2335,2393,0.8,0.8,0.7,1848,2238,2259,3.2,3,3
304021086,35,36,37,1600,2200,2100,628,745,806,280,380,410,1680,2102,2205,0.8,0.8,0.8,1558,1942,2068,3,3,3
304021087,41,43,45,1800,2500,2500,645,759,840,300,378,460,2323,2702,2859,0.8,0.8,0.8,1966,2533,2565,3.1,3,3
304021088,38,40,41,1517,2167,2167,678,786,877,320,450,495,2100,2543,2632,0.8,0.8,0.7,1894,2322,2352,2.9,2.9,2.9
304021089,38,39,40,1950,2600,2815,764,864,1005,340,490,540,2290,2794,3313,0.8,0.8,0.8,2107,2680,3031,3.1,3.2,3.1
304021090,39,39,40,1517,2112,2167,619,757,833,290,415,460,1650,2201,2321,0.7,0.8,0.8,1421,1897,2039,2.7,2.8,2.8
304021091,38,41,43,2000,2700,2500,712,814,929,320,400,520,2325,2667,2937,0.8,0.8,0.8,2161,2568,2758,3.2,3.1,3.1
304031092,36,37,37,1733,2200,2485,693,849,954,270,400,460,1958,2620,2902,0.8,0.8,0.8,1583,2232,2449,2.7,2.8,2.9
304031093,39,39,38,1440,2119,2167,535,710,802,204,320,360,1530,2088,2339,0.8,0.8,0.8,1147,1508,1826,2.5,2.6,2.6
304031094,29,29,30,1517,2167,2000,560,667,694,265,390,425,1660,2083,2183,0.8,0.9,0.9,1275,1638,1712,2.5,2.5,2.6
304031095,36,36,36,1690,2280,2253,653,807,917,220,330,385,1842,2372,2533,0.8,0.8,0.8,1303,1673,1933,2.5,2.5,2.5
304031096,23,23,23,1712,2184,2167,293,332,323,280,400,430,1698,1948,2039,0.9,0.9,1,1118,1309,1379,2.4,2.4,2.6
304031097,29,29,30,1500,2058,1900,604,757,775,250,360,390,1583,1995,2138,0.8,0.9,0.9,1161,1491,1597,2.1,2.2,2.2
304041098,33,30,31,1300,2001,2000,587,833,932,198,310,350,1289,1949,2181,0.8,0.8,0.8,1023,1389,1613,2.2,2.3,2.3
304041099,38,41,44,1270,0,1850,533,900,724,0,0,330,1625,2250,1024,1,0.8,0.8,1187,1375,899,2.5,2.3,2.3
304041100,37,38,39,1300,2000,1950,473,576,637,200,280,350,1142,1428,1637,0.8,0.8,0.8,963,1145,1312,2.4,2.4,2.5
304041101,34,34,36,1463,2167,2100,568,759,863,215,320,360,1345,1945,2279,0.8,0.8,0.8,1168,1595,1875,2.5,2.6,2.6
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304041103,38,39,41,1500,2167,2167,624,745,843,270,395,450,1731,2202,2414,0.8,0.8,0.8,1516,1921,2157,2.9,2.9,2.8
304041104,34,35,36,1300,1950,2000,603,755,866,230,300,355,1562,2065,2280,0.8,0.8,0.8,1459,1917,2154,3.1,3,3
305011105,29,29,30,2000,2492,2022,640,875,730,400,520,540,1836,2402,2214,0.9,1,1.1,1372,1790,1774,1.9,2,2.1
305011106,29,30,31,1636,2200,2000,697,953,920,300,405,400,1708,2220,2141,1,1.1,1.1,1190,1601,1582,1.8,1.8,1.8
305011107,35,33,33,1560,2000,2000,544,679,722,220,330,370,1442,1840,2125,0.9,0.9,1,1098,1394,1535,2.1,2.2,2.4
305011108,34,35,34,1733,2167,2000,738,911,955,280,400,450,1814,2159,2296,0.9,0.9,0.9,1285,1623,1832,1.9,1.9,1.9
305011109,37,36,37,1647,2167,2167,690,907,1054,230,350,400,1819,2372,2601,0.9,0.9,0.9,1167,1561,1797,1.8,1.9,1.9
305011110,30,30,30,1733,2300,2100,509,668,749,310,450,490,1479,2033,2071,1,1,1.1,1150,1587,1725,2,2.1,2.1
305011111,30,30,30,1517,2167,1907,586,777,655,300,400,440,1639,2189,2059,1,1.1,1.2,1260,1588,1617,2,2,2.2
305011112,34,33,33,1517,2300,2167,483,727,893,220,375,450,1283,2046,2393,0.9,1,1,980,1488,1846,2.2,2.2,2.3
305021113,35,35,36,1733,2500,2400,728,950,1096,256,390,420,1816,2522,2865,0.8,0.8,0.8,1372,2046,2318,2.4,2.5,2.6
305021114,35,36,37,1934,2600,2800,755,1054,1148,280,420,490,1985,2691,3007,0.8,0.9,0.9,1534,2416,2461,2.3,2.5,2.5
305021115,31,31,31,1600,2300,2080,593,773,855,230,340,380,1469,2119,2335,0.8,0.9,0.9,1117,1488,1743,2.2,2.3,2.3
305021116,33,33,34,1950,2600,2600,745,974,1108,250,380,425,1960,2641,3058,0.8,0.8,0.8,1466,2105,2412,2.4,2.6,2.6
305021117,33,32,32,1568,2300,2199,650,868,986,245,365,410,1469,2114,2383,0.8,0.8,0.8,1170,1670,2004,2.2,2.3,2.4
305021118,33,34,34,1810,2400,2600,767,974,1117,255,380,430,1860,2519,2959,0.8,0.8,0.8,1495,2096,2383,2.4,2.6,2.6
305031119,33,32,32,1577,2167,2000,632,812,954,236,345,390,1465,2094,2432,0.8,0.8,0.9,1109,1515,1820,2,2,2.1
305031120,34,33,33,1500,2200,2167,658,869,955,230,340,375,1692,2367,2470,0.8,0.8,0.8,1234,1712,1890,2.3,2.4,2.4
305031121,38,38,40,1811,2300,2392,753,912,1033,220,335,360,2017,2470,2741,0.8,0.8,0.8,1291,1627,1899,2.2,2.3,2.3
305031122,35,34,35,1517,2167,2100,680,839,930,215,320,350,1775,2244,2351,0.8,0.8,0.8,1149,1520,1687,2.1,2.2,2.2
305031123,35,36,36,1697,2371,2300,726,895,1037,260,380,430,1830,2524,3028,0.8,0.8,0.8,1461,2094,2445,2.6,2.7,2.8
305031124,38,39,37,1775,2600,2200,732,949,1070,235,358,420,2022,2490,2555,0.8,0.8,0.9,1389,1855,1902,2.3,2.2,2.1
305031125,39,39,40,1950,2600,2600,677,831,998,275,420,500,1772,2420,2763,0.8,0.8,0.8,1346,1891,2298,2.5,2.6,2.7
305031126,29,27,27,1625,2167,2099,562,592,589,250,370,420,1669,1913,1909,0.8,1,1.1,1166,1411,1452,2.3,2.3,2.4
305031127,33,32,31,1660,2221,2167,653,761,826,210,320,375,1693,2247,2348,0.8,0.9,0.9,1172,1558,1746,2.3,2.4,2.4
305031128,32,33,33,1800,2492,2167,913,1160,1237,315,450,450,2072,2661,2714,0.9,0.9,1,1687,2151,2093,1.9,1.9,1.8
305031129,34,35,35,1733,2200,2500,688,888,1019,245,350,400,1993,2585,3026,0.8,0.9,0.8,1524,2038,2240,2.6,2.7,2.7
305031130,34,33,32,1733,2400,2200,647,806,930,200,310,368,1667,2234,2345,0.8,0.9,0.9,1169,1610,1828,2.2,2.3,2.3
305031131,35,34,33,1600,2211,2200,632,820,889,200,310,350,1727,2173,2398,0.8,0.9,0.9,1150,1580,1827,2.2,2.3,2.4
305041132,34,34,35,1700,2380,2432,638,841,962,250,370,430,1864,2549,2844,0.8,0.9,0.9,1390,2046,2279,2.6,2.7,2.8
305041133,29,29,31,1623,2184,2167,677,861,950,260,370,400,1889,2400,2472,0.8,0.9,0.9,1339,1701,1935,2.2,2.3,2.3
305041134,35,35,37,1750,2500,2600,713,879,1018,270,390,455,2066,2675,3135,0.8,0.8,0.8,1664,2277,2533,2.6,2.7,2.8
305041135,31,31,32,1755,2500,2400,716,962,1065,275,400,450,1904,2516,2814,0.8,0.9,0.9,1413,2001,2187,2.3,2.3,2.4
305041136,32,32,32,1950,2532,2488,690,911,953,240,360,400,1965,2555,2753,0.8,0.9,0.9,1330,1837,2010,2.3,2.4,2.4
305041137,27,28,29,1647,2167,2050,580,739,781,265,380,400,1610,2088,2260,0.9,0.9,0.9,1186,1579,1689,2.2,2.3,2.3
306011138,34,35,38,1363,1904,1800,663,752,835,275,340,400,1484,1790,2046,0.8,0.8,0.8,1375,1609,1841,2.9,2.9,2.8
306011139,38,39,43,1407,1950,1733,570,670,726,285,310,350,1312,1465,1651,0.8,0.8,0.8,1233,1304,1439,2.6,2.5,2.5
306011140,37,39,41,1300,1700,1700,634,736,856,200,258,303,1391,1590,1947,0.8,0.8,0.8,1205,1341,1568,2.4,2.4,2.4
306011141,33,35,36,1387,1950,1866,596,752,837,248,311,380,1391,1807,2056,0.8,0.8,0.8,1237,1575,1824,2.9,2.9,2.9
306011142,36,36,36,1300,1900,1842,531,623,749,250,300,360,1216,1472,1801,0.8,0.8,0.8,1100,1226,1527,2.6,2.5,2.5
306011143,38,40,44,1083,1517,1500,546,636,683,190,240,270,1138,1307,1458,0.8,0.8,0.8,928,988,1118,2.2,2.1,2.1
306021144,29,28,30,1300,1820,1695,544,630,712,225,300,345,1188,1435,1666,0.8,0.9,0.8,1146,1369,1591,3.1,3.1,3
306021145,33,35,35,1347,1733,1517,536,631,693,225,250,300,1175,1324,1452,0.9,0.9,0.9,1019,992,1159,1.9,1.9,2
306021146,37,40,41,1257,1733,1600,532,620,675,200,260,300,1239,1485,1616,0.8,0.8,0.8,1111,1183,1229,2.6,2.5,2.4
306021147,31,30,32,1200,1733,1603,517,608,666,200,270,310,1158,1334,1476,0.8,0.9,0.8,1074,1188,1328,2.9,2.9,2.9
306021148,37,37,38,1235,1733,1733,470,565,687,150,220,270,1172,1363,1594,0.8,0.9,0.8,1055,1193,1406,2.8,2.8,2.8
306021149,34,35,38,1238,1733,1733,549,654,700,200,270,310,1244,1460,1680,0.8,0.8,0.8,1136,1295,1457,2.7,2.7,2.7
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,31,32,34,986,1387,1200,477,511,552,170,200,244,965,942,1061,0.9,1,1,786,806,892,2.2,2.2,2.2
306021152,36,37,37,991,1300,1300,440,503,513,155,190,230,958,984,1137,0.9,0.9,1,684,764,890,2,2.1,2.1
306021153,31,33,36,1300,1774,1647,585,681,742,250,300,350,1260,1555,1705,0.8,0.8,0.8,1210,1428,1552,2.9,2.8,2.8
306021154,36,35,38,1083,1509,1400,421,522,550,160,204,250,965,1029,1222,0.9,1,1,662,797,944,2,2,2
306021155,31,33,36,1083,1549,1408,490,558,627,200,270,310,1104,1174,1392,0.8,0.8,0.8,1027,1054,1229,2.8,2.7,2.6
306021156,38,41,42,1300,1733,1700,576,695,757,190,245,285,1279,1513,1819,0.8,0.8,0.8,1085,1206,1398,2.4,2.3,2.4
306021157,34,33,37,1051,1452,1430,462,525,577,168,200,240,1052,1083,1198,0.9,0.9,0.9,829,904,1018,2.3,2.4,2.3
306031158,41,44,47,900,1357,1300,433,489,598,115,160,200,1072,1214,1396,0.8,0.8,0.8,842,886,1076,2.6,2.4,2.4
306031159,39,40,41,867,1300,1300,402,458,521,135,185,220,989,1065,1239,0.8,0.8,0.8,783,840,986,2.5,2.4,2.4
306031160,41,44,45,867,1347,1300,415,508,588,127,200,230,1042,1184,1353,0.9,0.8,0.8,843,929,1110,2.6,2.5,2.4
306031161,40,42,45,962,1352,1343,438,534,582,140,220,250,1040,1169,1292,0.9,0.9,0.8,836,965,1072,2.5,2.4,2.3
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,21,22,23,0,0,0,224,274,288,90,120,130,647,729,869,1.6,1.5,1.6,982,995,1144,5.6,4.9,4.8
306041164,38,40,44,1083,1517,1517,444,518,596,150,185,230,1063,1161,1390,0.9,0.9,0.9,859,914,1061,2.5,2.4,2.3
306041165,37,40,42,1343,1757,1733,585,654,754,320,280,330,1208,1370,1582,0.9,0.8,0.8,1213,1102,1355,2.2,2.2,2.2
306051166,41,42,45,1040,1517,1500,388,480,549,150,210,250,956,1123,1314,0.8,0.8,0.8,719,872,1023,2.4,2.4,2.3
306051167,42,44,48,737,1164,1083,296,371,444,115,170,200,648,847,990,0.9,0.9,0.9,577,696,783,2.5,2.4,2.3
306051168,42,42,45,1083,1625,1647,404,466,530,138,190,225,1056,1153,1293,0.9,1,0.9,892,987,1125,2.5,2.6,2.5
306051169,44,46,49,967,1336,1440,393,465,552,140,200,225,977,1027,1242,0.8,0.8,0.8,797,877,1051,2.5,2.4,2.4
306051170,40,40,41,975,1517,1465,386,476,555,130,190,244,960,1109,1298,0.8,0.8,0.8,732,889,1028,2.5,2.5,2.5
307011171,34,36,40,867,1200,1161,495,569,662,90,114,150,1103,1202,1485,0.8,0.8,0.8,958,990,1203,2.7,2.6,2.5
307011172,38,35,35,867,1560,1650,399,616,643,135,250,200,1066,1498,1667,0.8,0.8,0.8,923,1318,1339,2.5,2.6,2.6
307011173,34,35,36,1083,1517,1517,500,639,730,150,200,250,1154,1403,1697,0.8,0.8,0.8,1034,1174,1367,2.6,2.6,2.5
307011174,40,41,44,741,894,867,400,464,537,50,100,108,946,997,1220,0.8,0.8,0.8,716,841,1021,2.5,2.4,2.3
307011175,40,39,38,670,1018,1103,401,522,718,70,107,170,972,1105,1445,0.8,0.8,0.7,702,936,1243,2.5,2.4,2.4
307011176,32,32,33,914,1517,1517,545,716,818,130,210,250,1211,1635,1842,0.8,0.8,0.7,1042,1362,1495,2.6,2.6,2.4
307011177,39,40,42,700,1083,1100,444,563,646,46,80,100,1058,1259,1473,0.8,0.8,0.8,803,982,1155,2.5,2.5,2.5
307011178,38,41,45,541,748,867,327,373,457,55,90,120,744,885,1020,0.9,0.9,0.9,621,718,833,2.5,2.4,2.3
307021179,43,46,47,867,1200,1300,341,397,481,114,167,200,827,948,1181,0.8,0.8,0.8,668,793,954,2.5,2.4,2.4
307021180,36,38,39,995,1300,1300,428,520,639,140,195,250,1052,1209,1418,0.8,0.8,0.8,910,1034,1221,2.7,2.7,2.6
307021181,39,41,45,745,1106,1083,423,467,581,100,143,180,1008,1086,1340,0.8,0.8,0.8,796,909,1121,2.5,2.5,2.4
307021182,38,40,42,975,1473,1517,431,516,611,130,200,245,1065,1222,1487,0.8,0.8,0.8,928,1055,1294,2.8,2.7,2.6
307021183,36,36,37,889,1430,1400,430,568,638,140,220,230,1056,1363,1521,0.8,0.8,0.8,897,1157,1248,2.6,2.6,2.6
307031184,40,43,45,923,1257,1300,378,431,552,130,185,220,968,1034,1376,0.8,0.8,0.8,796,866,1137,2.6,2.5,2.5
307031185,41,44,47,917,1300,1300,379,436,512,120,160,200,926,960,1248,0.8,0.8,0.8,735,824,1032,2.6,2.6,2.5
307031186,43,46,49,910,1232,1235,348,404,481,123,160,200,822,925,1135,0.8,0.8,0.8,652,782,959,2.5,2.5,2.4
307031187,45,45,48,867,1300,1181,349,430,493,130,185,230,857,979,1172,0.7,0.7,0.7,601,753,878,2.2,2.2,2.2
307031188,42,45,47,867,1140,1220,348,427,480,120,160,198,847,982,1150,0.8,0.8,0.8,710,870,978,2.7,2.5,2.5
307031189,37,39,41,953,1300,1300,385,481,538,150,220,245,978,1065,1261,0.8,0.7,0.7,735,885,1007,2.5,2.5,2.4
308011190,30,30,31,1083,1733,1517,652,821,835,58,70,120,1803,2441,2103,0.9,0.9,0.8,1683,2196,1891,2.9,2.9,2.7
308011191,35,36,39,953,1600,1500,510,653,708,16,16,25,1351,1769,1892,0.9,0.9,0.9,1025,1193,1281,2.6,2.6,2.5
308011192,29,29,31,1508,2167,2000,686,919,873,180,320,230,1810,2480,2134,0.8,0.9,0.8,1579,2288,1846,2.9,2.9,2.8
308031205,35,34,35,845,1430,1300,381,515,549,150,230,250,943,1173,1275,0.8,0.9,0.8,703,896,1010,2.4,2.4,2.3
308031206,40,42,44,867,1517,1701,406,553,627,96,165,200,1070,1478,1504,0.9,0.8,0.9,984,1220,1301,2.7,2.6,2.6
308031207,47,47,45,1100,1733,1800,375,497,557,165,285,300,920,1155,1262,0.8,0.8,0.8,708,911,1004,2.3,2.3,2.3
308031208,35,36,36,1072,1733,1638,511,656,704,160,275,280,1281,1694,1748,0.8,0.8,0.8,1136,1410,1449,2.7,2.6,2.6
308031209,35,38,38,1200,1950,2000,582,714,768,128,220,310,1456,2001,2145,0.8,0.8,0.8,1426,1920,2039,3.1,3.1,3
308031210,33,30,30,1000,1915,1733,459,659,673,170,320,300,1123,1597,1526,0.8,0.8,0.8,1009,1466,1403,2.9,2.9,2.8
308031211,32,32,34,900,1517,1387,432,587,613,150,225,250,1055,1343,1393,0.8,0.9,0.9,875,1144,1183,2.7,2.7,2.6
308031212,44,46,50,542,919,880,263,365,443,110,150,175,596,813,951,0.8,0.8,0.8,511,653,753,2.2,2.2,2.1
308031213,32,34,35,1166,1800,1800,494,680,712,165,250,295,1233,1738,1868,0.8,0.8,0.8,1102,1464,1496,2.7,2.7,2.7
308031214,35,36,37,867,1517,1335,417,540,583,150,230,250,1019,1206,1381,0.8,0.8,0.8,828,992,1102,2.5,2.4,2.4
308031215,31,33,34,1083,1700,1625,472,597,671,165,240,280,1121,1421,1677,0.8,0.8,0.8,982,1173,1360,2.7,2.6,2.6
308031216,38,38,39,910,1500,1408,424,567,621,148,250,250,1084,1391,1498,0.8,0.8,0.8,824,1086,1207,2.4,2.4,2.3
308031217,36,37,43,758,1200,1127,349,472,486,140,200,225,775,1136,1185,0.8,0.9,0.8,640,861,883,2.2,2.3,2.1
308031218,41,43,45,884,1660,1733,406,544,573,120,190,230,1057,1360,1520,0.9,0.9,0.9,914,1172,1299,2.7,2.6,2.6
308031219,40,44,45,1083,1600,1733,426,508,542,100,125,200,1063,1265,1427,0.9,0.9,0.9,939,1104,1197,2.7,2.7,2.6
308031220,38,40,42,1083,1558,1733,478,597,662,100,100,150,1158,1594,1689,0.8,0.9,0.9,1083,1371,1460,2.8,2.8,2.7
308031221,0,63,68,0,0,0,0,374,364,0,0,0,0,725,687,0,0.8,0.8,0,725,687,0,2,1.6
308031222,38,37,37,1081,1600,1560,462,594,610,150,250,250,1199,1596,1862,0.8,0.8,0.8,902,1200,1348,2.4,2.4,2.3
308031223,39,39,42,1254,2000,1900,422,575,635,180,280,310,1114,1439,1622,0.8,0.8,0.8,866,1092,1272,2.5,2.5,2.4
308041528,36,38,40,888,1450,1394,509,579,677,74,115,120,1225,1468,1760,0.8,0.8,0.8,1084,1238,1367,2.6,2.6,2.5
308041529,32,32,34,1040,1733,1592,531,704,763,140,200,250,1369,1865,2068,0.8,0.8,0.8,1200,1607,1822,2.6,2.6,2.6
308051530,43,45,49,867,1344,1500,337,390,452,150,225,250,780,910,1074,0.9,0.9,0.9,656,811,944,2.4,2.4,2.3
308051531,34,35,36,1391,2167,2058,554,772,742,220,360,280,1482,2253,2175,0.8,0.8,0.8,1323,1976,1875,2.9,2.9,2.7
308051532,59,56,66,0,0,0,0,450,430,0,0,0,0,900,0,0,0.9,1.1,0,361,634,0,1.3,1.6
