SA2_MAINCODE_2016,Med_age_persns_C2006,Med_age_persns_C2011,Med_age_persns_C2016,Med_mortg_rep_mon_C2006,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_person_inc_we_C2006,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_rent_weekly_C2006,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_Famly_inc_we_C2006,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Avg_num_p_per_brm_C2006,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Med_tot_hh_inc_wee_C2006,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Average_hh_size_C2006,Average_hh_size_C2011,Average_hh_size_C2016
121021403,37,38,39,1850,2383,2400,588,693,812,330,440,540,1762,2120,2346,0.8,0.9,0.9,1547,1903,2187,3,3,3
121021404,37,39,40,1800,2383,2345,613,720,817,300,400,532,1750,2067,2372,0.8,0.9,0.8,1517,1840,2148,3,3,3
121021406,38,39,40,2000,2600,2500,608,709,815,312,400,510,1915,2316,2585,0.8,0.8,0.9,1679,2005,2296,2.9,2.9,3
121021577,33,34,34,1764,2100,2000,581,687,751,275,390,460,1301,1587,1829,1,1.1,1.2,1106,1370,1631,2.2,2.3,2.5
121021578,38,38,39,1855,2236,2200,567,664,751,250,360,430,1566,1904,2119,0.8,0.9,0.9,1228,1562,1823,2.6,2.7,2.8
121021579,36,36,37,2089,2300,2167,584,690,815,320,423,510,1578,1840,2147,0.9,1.1,1.1,1235,1506,1837,2.3,2.4,2.6
121031407,42,41,40,2556,3000,3000,703,780,882,437,600,650,2535,2628,2769,0.8,0.8,0.9,2116,2374,2426,2.9,2.9,2.9
121031408,40,40,40,2600,3033,3000,772,883,998,360,520,620,2600,2760,3250,0.8,0.9,0.9,2135,2556,2752,2.9,3,3
121031409,40,40,40,2427,3000,3023,748,853,993,460,600,670,2609,2748,3337,0.8,0.8,0.9,2395,2609,3002,3.1,3.1,3.1
121031410,42,43,42,2600,3050,3000,690,784,932,540,690,700,2467,2644,2872,0.8,0.8,0.8,2190,2509,2537,3,2.9,3
121031411,43,43,44,2275,3000,3000,676,761,910,380,531,600,2221,2575,2977,0.8,0.8,0.8,1822,2113,2452,2.8,2.8,2.8
121031412,41,41,42,2500,3100,3000,706,832,949,400,550,610,2590,2713,3242,0.8,0.8,0.8,2392,2563,2803,3.1,3,3
121041413,37,38,39,2500,3000,2676,1020,1204,1357,351,495,591,2535,2781,3334,0.9,0.9,1,1839,2250,2379,2,2.1,2.2
121041414,34,35,36,2167,2600,2600,987,1179,1370,350,473,570,2398,2729,3126,0.9,1,1,1791,2164,2361,2,2,2.1
121041415,40,40,42,2600,3200,3000,969,1118,1295,345,480,560,2675,2839,3671,0.9,0.9,0.9,1921,2460,2507,2.3,2.3,2.4
121041416,36,36,38,2377,2700,2500,993,1221,1366,330,451,540,2534,2736,3176,0.9,1,1,1603,2006,2262,1.8,1.9,1.9
121041417,35,36,37,2527,2876,2600,1045,1273,1477,385,520,620,2568,2829,3311,1,1,1.1,1916,2513,2461,1.9,1.9,2
122011418,39,39,40,2600,3200,3467,734,885,1090,360,509,620,2327,2647,3441,0.8,0.9,0.9,1839,2358,2798,2.7,2.8,2.9
122011419,36,36,37,2300,3000,3000,840,1068,1273,380,520,650,2205,2650,3264,0.9,1,1,1567,2103,2474,2.1,2.2,2.3
122021420,42,45,47,2167,3000,2900,671,770,885,400,525,650,1764,2164,2498,0.8,0.8,0.8,1466,1748,2161,2.7,2.7,2.7
122021421,43,45,47,2167,3000,3000,654,741,854,400,462,600,1892,2220,2484,0.8,0.8,0.8,1530,1840,2122,2.8,2.7,2.8
122021422,40,41,44,2200,3000,2817,691,784,909,340,460,560,1882,2213,2482,0.8,0.9,0.9,1518,1875,2162,2.6,2.7,2.8
122021423,39,40,41,2167,2870,2772,624,735,860,370,500,620,1669,2043,2355,0.8,0.9,0.9,1376,1742,2066,2.7,2.8,2.8
122031424,39,40,41,2100,2817,2817,513,602,726,280,360,500,1461,1837,2243,0.8,0.9,0.9,1225,1565,2024,2.8,2.9,3
122031425,39,40,42,2000,2600,2750,581,663,773,360,471,608,1596,1920,2290,0.8,0.9,0.9,1357,1598,1997,2.8,2.8,2.9
122031426,35,35,36,2000,2400,2258,638,770,874,290,414,500,1471,1849,2113,1,1.1,1.1,1170,1485,1790,2.3,2.3,2.4
122031427,40,41,42,2200,2817,3000,602,696,788,410,550,660,1814,2270,2642,0.8,0.9,0.9,1528,1904,2282,2.8,2.9,3
122031428,40,41,42,2167,3000,3000,605,712,828,460,650,790,1870,2272,2606,0.8,0.8,0.8,1720,2029,2391,3,3,3.1
122031429,35,35,36,2167,2703,2600,717,888,1057,320,450,550,1795,2303,2699,0.9,1,1,1426,1814,2246,2.4,2.5,2.6
122031430,38,38,39,2093,2600,2786,598,721,875,300,415,500,1693,2191,2624,0.9,1,1,1353,1701,2183,2.6,2.7,2.8
122031431,38,39,41,2100,2600,2600,658,780,914,320,450,530,1674,2023,2398,0.9,0.9,1,1320,1612,2008,2.4,2.5,2.5
122031432,41,41,44,2167,2817,3000,634,726,825,410,500,630,1817,2187,2554,0.8,0.8,0.8,1654,1981,2467,3.1,3.1,3.2
123011433,39,39,41,1733,2167,2167,513,641,774,230,320,400,1429,1877,2179,0.8,0.8,0.8,1202,1561,1809,2.7,2.7,2.8
123011434,33,34,34,1928,2341,2300,567,706,813,250,360,470,1502,1952,2230,0.8,0.8,0.8,1380,1818,2118,3.1,3.1,3.2
123011435,29,30,32,1800,2167,2167,646,768,845,260,380,450,1501,1919,2152,0.8,0.8,0.8,1446,1833,2075,3.2,3.2,3.2
123021436,30,32,33,1517,1798,1777,442,498,597,175,240,330,1092,1247,1487,0.8,0.9,0.9,1012,1136,1352,2.9,2.9,2.9
123021437,33,34,35,1600,1900,1825,468,542,615,190,280,370,1192,1395,1565,0.8,0.8,0.9,1044,1171,1344,2.7,2.7,2.7
123021438,29,30,33,1500,1842,1840,473,586,666,180,240,345,1220,1498,1689,0.8,0.9,0.9,1158,1416,1620,3.2,3.2,3.1
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,36,36,34,1533,1829,2000,489,562,669,195,290,369,1234,1471,1678,0.8,0.9,0.9,1099,1292,1515,2.8,2.8,2.9
123021441,35,36,36,1430,1820,1800,509,603,658,190,270,350,1249,1448,1595,0.8,0.8,0.9,1114,1264,1431,2.8,2.7,2.8
123021442,33,34,35,1408,1744,1800,415,487,594,175,245,340,1076,1248,1533,0.8,0.9,0.9,944,1116,1403,2.8,2.9,3
123021443,30,33,34,1500,1800,1930,446,547,605,175,268,350,1130,1380,1590,0.9,0.9,0.9,1043,1285,1491,3.1,3.1,3.1
123021444,30,33,35,1517,1800,1741,470,559,640,190,270,350,1220,1468,1633,0.8,0.9,0.9,1168,1382,1530,3.2,3.1,3.1
123031445,35,37,39,1700,2000,2068,456,559,650,200,270,370,1213,1467,1747,0.8,0.8,0.8,1105,1277,1570,2.9,2.9,2.9
123031446,36,38,35,1733,2167,2383,541,651,832,180,250,400,1441,1811,2250,0.8,0.8,0.8,1366,1665,2165,3.1,3.1,3.1
123031447,34,37,38,1642,2000,2000,468,577,696,200,270,360,1227,1550,1849,0.8,0.8,0.8,1109,1331,1622,2.8,2.8,2.9
123031448,34,36,38,1742,2167,2167,526,633,730,200,280,350,1385,1690,2036,0.8,0.9,0.9,1295,1576,1923,3.2,3.1,3.2
124011449,43,47,50,1300,1517,1575,425,518,593,183,240,320,1022,1157,1383,0.7,0.7,0.7,756,920,1080,2.2,2.1,2.1
124011450,37,39,41,1600,2050,2058,589,694,812,240,320,400,1657,1973,2224,0.8,0.8,0.8,1415,1675,1962,2.8,2.8,2.8
124011451,0,21,55,0,1842,0,0,500,725,0,0,0,0,1312,1874,0,1.6,1,0,1312,1874,0,3,2
124011452,42,46,48,1300,1603,1560,394,493,568,185,250,310,1076,1213,1435,0.8,0.7,0.7,749,871,1048,2.2,2.1,2.1
124011453,38,40,42,1408,1733,1733,494,580,669,200,275,350,1253,1540,1766,0.8,0.8,0.8,1074,1256,1457,2.6,2.6,2.6
124011454,38,40,42,1517,1982,1950,541,647,750,225,300,370,1486,1824,2055,0.8,0.8,0.8,1246,1526,1728,2.7,2.7,2.7
124011455,45,48,50,1477,1863,1733,461,534,631,215,300,370,1156,1322,1570,0.7,0.7,0.7,923,1005,1242,2.3,2.3,2.3
124021456,0,35,60,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,1
124031457,32,34,35,1500,1894,1845,529,640,726,220,310,375,1302,1584,1769,0.8,0.8,0.8,1209,1467,1634,2.9,2.9,2.9
124031458,29,31,31,1625,2000,2167,528,638,813,200,275,420,1318,1628,2047,0.8,0.9,0.8,1244,1527,1977,3.1,3.1,3.1
124031459,35,37,39,1600,2131,2167,573,677,772,240,320,400,1486,1831,2110,0.8,0.8,0.8,1325,1579,1858,2.8,2.8,2.8
124031460,29,31,33,1861,2200,2167,663,780,855,255,360,430,1626,2005,2244,0.8,0.8,0.8,1538,1918,2153,3.2,3.2,3.2
124031461,34,35,36,1457,1972,1952,526,629,719,220,300,370,1286,1525,1769,0.8,0.8,0.8,1135,1326,1493,2.7,2.7,2.6
124031462,31,32,33,1459,1780,1900,478,572,677,200,270,340,1144,1379,1649,0.8,0.9,0.9,981,1167,1409,2.6,2.6,2.7
124031463,36,38,35,1853,2275,2500,542,629,836,215,283,480,1461,1787,2278,0.8,0.8,0.8,1334,1583,2230,3.2,3.1,3.2
124031464,36,37,37,1450,1726,1733,416,544,620,185,250,330,1073,1269,1482,0.8,0.8,0.8,757,942,1137,2.2,2.2,2.2
124031465,33,35,36,1647,2000,2037,536,650,776,210,300,360,1392,1695,2121,0.8,0.8,0.8,1268,1510,1954,3.1,3.1,3.1
124041466,34,36,39,1500,1950,1900,497,591,658,210,285,360,1172,1407,1638,0.8,0.8,0.8,1008,1146,1315,2.5,2.4,2.5
124041467,30,32,34,1562,1974,1907,528,606,715,200,280,360,1234,1463,1799,0.8,0.8,0.8,1112,1273,1541,2.8,2.8,2.7
124041468,33,34,36,1781,2167,2275,488,574,694,230,300,393,1273,1570,1876,0.9,1,0.9,1216,1527,1908,3.3,3.4,3.4
124051469,29,31,34,1582,2000,2000,587,678,781,240,350,410,1525,1912,2151,0.9,0.9,0.9,1512,1871,2103,3.6,3.4,3.3
124051470,31,32,34,1517,2000,1985,552,665,748,240,335,410,1404,1702,1912,0.8,0.9,0.9,1360,1656,1858,3.3,3.2,3.1
124051580,33,34,34,1500,1834,1794,451,526,624,210,300,370,1096,1274,1492,0.8,0.9,0.9,1028,1160,1387,2.8,2.9,2.9
124051581,35,35,34,1400,1733,1705,388,480,600,180,270,340,962,1150,1379,0.8,0.9,0.9,775,984,1170,2.5,2.6,2.6
125011473,32,33,33,2250,2500,2167,747,931,983,350,480,520,1752,2132,2143,0.9,1,1.2,1551,1964,1943,2.6,2.5,2.4
125011475,0,26,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,28,28,30,1647,1820,1800,252,341,422,250,370,440,791,950,1130,1.1,1.2,1.3,759,986,1259,3.5,3.5,3.7
125011583,29,29,29,1300,1523,1500,294,361,455,190,300,380,720,881,1108,1.2,1.4,1.5,706,900,1184,2.9,3,3.3
125011584,31,31,31,1517,2000,2000,283,361,432,220,320,415,857,1095,1272,1,1.1,1.1,754,1047,1283,3.4,3.4,3.6
125011585,35,33,33,1500,1733,1733,360,392,471,195,300,375,1017,1073,1313,1,1.1,1.1,862,1013,1317,3,3.1,3.2
125011586,34,33,33,1733,2058,2100,362,444,520,240,380,470,1079,1238,1488,0.9,1.1,1.1,988,1226,1567,3,3.1,3.2
125011587,35,34,35,1538,1950,1726,350,399,481,205,300,370,1005,1113,1342,0.9,1.1,1.1,846,985,1208,2.9,3,3.1
125021476,40,41,39,1800,2209,2167,532,597,661,300,420,515,1477,1758,1978,0.8,0.9,0.9,1351,1604,1872,2.9,3,3
125021477,37,37,37,1889,2368,2253,427,531,636,216,300,372,1241,1541,1855,0.9,0.9,0.9,1081,1311,1621,2.8,2.8,2.9
125021478,38,38,37,1800,2300,2167,459,563,631,209,290,375,1329,1642,1827,0.8,0.9,0.9,1073,1328,1545,2.6,2.7,2.8
125031479,36,36,34,1517,1950,2000,345,387,459,200,270,360,1005,1109,1330,0.9,1,1.1,809,957,1168,2.9,3,3.2
125031480,35,34,35,1500,1733,1733,292,350,423,150,225,280,828,941,1155,0.9,1.1,1.1,668,822,1024,2.9,3.1,3.2
125031481,32,31,31,1517,1922,1950,344,396,472,210,320,400,981,1128,1341,1,1.1,1.2,866,1063,1304,3.1,3.1,3.2
125031482,36,36,37,1733,2383,2257,488,598,701,250,380,450,1292,1610,1922,0.8,0.9,0.9,1205,1499,1762,3,3,3
125031483,30,30,30,1700,1995,2000,287,351,420,183,245,350,868,1002,1177,1,1.1,1.2,703,870,1070,3.2,3.2,3.3
125031484,34,33,33,1517,1960,2000,392,466,495,215,320,380,1053,1191,1359,0.9,1,1,870,1026,1201,2.7,2.8,3
125031485,32,32,33,1625,2000,2000,389,456,523,225,330,390,1032,1183,1421,0.9,1,1.1,895,1079,1320,2.8,2.9,3
125031486,0,34,38,0,0,0,0,466,575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
125031487,0,41,46,0,0,0,0,799,425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125041489,32,32,34,1600,1950,1950,512,615,735,230,340,420,1198,1478,1830,0.9,1,1.1,1059,1299,1582,2.3,2.4,2.5
125041490,40,40,41,1924,2470,2400,609,676,771,320,450,550,1751,2006,2238,0.8,0.8,0.8,1607,1875,2146,2.9,3,3.1
125041491,34,32,33,1733,2167,2167,568,709,843,250,370,440,1399,1695,2027,0.9,1,1.1,1212,1510,1823,2.5,2.5,2.6
125041492,29,30,31,1500,1770,1750,444,589,725,220,330,410,1055,1252,1683,1,1.2,1.3,946,1235,1652,2.4,2.5,2.7
125041493,37,38,37,1690,2100,2100,480,575,668,230,335,415,1248,1597,1876,0.8,0.9,0.9,1103,1355,1628,2.7,2.8,2.8
125041494,38,39,39,1870,2356,2398,583,696,804,300,420,505,1592,1919,2254,0.8,0.8,0.8,1436,1732,2129,2.9,2.9,3
125041588,35,35,35,1733,2100,2167,434,530,638,220,320,400,1141,1432,1794,0.9,1,1.1,983,1242,1620,2.6,2.8,3
125041589,33,33,34,1733,2000,2000,451,539,638,230,340,410,1188,1444,1830,0.9,1.1,1.2,1015,1288,1680,2.6,2.8,2.9
126011495,38,38,36,2000,2398,2383,567,657,741,300,420,530,1727,2022,2241,0.8,0.9,1,1418,1702,2050,2.8,2.8,3
126011496,41,41,41,2100,2600,2671,652,747,883,330,440,530,2097,2511,2796,0.8,0.8,0.8,1801,2154,2442,2.9,2.9,3
126021497,38,38,37,1913,2300,2167,501,572,631,270,380,460,1517,1799,1990,0.9,0.9,1,1262,1490,1802,2.8,2.9,3
126021498,38,39,40,2056,2500,2500,664,805,950,250,350,430,1845,2279,2589,0.8,0.9,0.9,1311,1627,1991,2.4,2.4,2.5
126021499,41,42,42,3000,3414,3500,711,801,967,280,385,500,2564,2768,3561,0.8,0.8,0.9,1891,2322,2732,2.6,2.7,2.8
126021500,33,32,32,1810,2200,2167,475,558,638,275,386,470,1420,1734,2014,0.9,1,1.1,1127,1353,1640,2.3,2.3,2.4
126021501,40,41,41,2000,2600,2500,513,604,733,320,430,530,1585,2023,2398,0.8,0.9,0.9,1305,1663,2107,2.8,2.8,3
126021503,35,34,34,1733,2167,2167,558,691,793,225,350,420,1336,1706,1967,0.9,1.1,1.1,1094,1419,1706,2.4,2.4,2.5
126021590,39,40,42,2167,3000,3000,585,765,868,370,502,650,1878,2440,2729,0.8,0.9,0.8,1683,2163,2455,3,3,3.1
126021591,38,37,36,1900,2300,2212,511,630,754,230,360,470,1365,1748,2044,0.9,0.9,1,1115,1385,1716,2.5,2.6,2.6
127011504,32,32,33,1326,1650,1700,267,339,410,125,154,210,695,852,1046,0.9,1,1,602,729,891,2.9,3,3.1
127011505,35,37,39,1882,2167,2167,407,471,565,230,300,390,1116,1319,1607,0.9,0.9,0.9,1079,1261,1469,3.3,3.3,3.3
127011506,37,39,32,1733,2167,2600,451,522,844,220,300,530,1225,1492,2152,0.8,0.9,0.8,1167,1310,2102,3.2,3.1,3.1
127011592,37,35,40,2084,0,0,424,433,604,255,300,185,1109,1291,1208,0.8,0.9,0.8,1170,1166,1145,3.3,2.9,2.2
127011593,31,33,35,1800,2167,2167,517,598,672,285,420,500,1439,1795,2079,0.9,0.9,0.9,1473,1827,2134,3.8,3.7,3.7
127011594,30,31,33,1700,2000,1950,410,467,506,240,360,420,1137,1340,1522,0.9,1,1,1145,1384,1572,3.6,3.6,3.6
127011595,30,32,32,1733,2080,2105,482,537,617,255,380,450,1217,1510,1741,0.9,1,1,1240,1555,1833,3.6,3.6,3.7
127011596,29,30,32,1950,2340,2200,551,637,672,260,400,480,1317,1627,1926,0.9,0.9,1,1315,1628,1964,3.5,3.5,3.6
127011597,29,30,31,2017,2500,2383,540,676,751,283,440,510,1393,1823,2118,0.8,0.9,0.9,1429,1832,2146,3.7,3.6,3.7
127021509,32,34,36,1600,1950,1950,309,375,456,142,220,330,949,1209,1381,0.9,1,1,972,1242,1408,3.5,3.5,3.5
127021510,34,37,39,1629,2049,2000,416,477,521,240,360,440,1243,1477,1674,0.9,0.9,0.9,1229,1485,1666,3.5,3.4,3.4
127021511,35,36,37,1192,1300,1430,263,331,405,150,250,310,690,826,1020,1,1.2,1.2,647,799,998,3,3,3.1
127021512,35,35,35,1495,1800,1836,311,364,440,180,260,350,856,979,1220,0.9,1,1,780,947,1189,3.1,3.2,3.3
127021513,34,35,35,1300,1637,1632,281,340,412,170,260,340,767,933,1170,1,1.1,1.1,738,917,1152,3.2,3.2,3.3
127021514,33,35,36,1603,2000,2000,394,460,488,240,350,420,1174,1410,1565,0.9,1,1,1173,1445,1637,3.6,3.5,3.5
127021515,33,34,36,1473,1647,1625,261,338,395,185,290,350,735,888,1061,1,1.2,1.2,669,811,968,3,3,3
127021516,35,35,35,1600,1950,1950,317,357,419,220,330,410,948,1031,1208,0.9,1,1,895,1001,1202,3.2,3.3,3.4
127021517,35,37,38,1517,2000,2000,337,392,445,225,320,420,1119,1276,1400,0.9,1,1,1112,1317,1431,3.5,3.4,3.5
127021518,37,39,42,2000,2625,2500,453,537,678,200,300,370,1366,1562,1992,0.9,0.9,0.9,1305,1486,1974,3.5,3.4,3.4
127021519,36,37,38,1517,1950,1993,360,396,468,210,300,380,1055,1187,1392,0.9,0.9,1,950,1087,1270,3,3,3.1
127021520,36,38,40,1517,2000,1950,346,387,461,235,350,420,1094,1182,1432,0.9,1,1,1097,1201,1451,3.5,3.4,3.4
127021521,0,51,49,0,0,0,0,340,440,0,0,0,0,0,0,0,0,0,0,0,1187,0,2,1.4
127031522,33,34,34,1900,2167,2167,463,529,584,240,350,420,1200,1462,1714,0.8,0.9,0.9,1127,1367,1583,3.1,3.1,3.2
127031523,36,37,36,1733,2167,2299,527,628,719,250,355,450,1379,1627,1953,0.8,0.8,0.9,1245,1503,1836,2.9,3,3.1
127031524,30,31,33,1798,2242,2167,673,795,840,190,353,450,1582,2013,2220,0.8,0.9,0.9,1481,1897,2122,3.2,3.1,3.2
127031598,33,33,34,1400,1600,1647,332,384,466,180,280,340,896,1012,1188,1,1.1,1.1,758,919,1087,2.7,2.8,2.8
127031599,33,33,34,1400,1750,1800,311,364,431,160,200,276,822,948,1142,0.9,1,1,665,801,981,2.8,2.9,3
127031600,30,31,32,2072,2407,2200,559,652,710,275,400,500,1447,1756,1994,0.8,0.9,1,1424,1767,2029,3.5,3.6,3.7
127031601,36,35,33,1192,1404,1517,293,358,477,150,237,300,759,898,1205,0.9,1.1,1.1,593,734,978,2.2,2.4,2.4
128011529,37,39,41,2000,2500,2600,614,730,853,275,385,480,1740,2120,2431,0.8,0.9,0.9,1452,1753,2124,2.8,2.8,2.8
128011530,38,39,40,1950,2300,2300,540,647,753,270,370,440,1387,1699,2064,0.8,0.9,0.9,1149,1372,1649,2.5,2.5,2.6
128011531,42,44,44,2000,2500,2600,563,632,734,280,390,460,1475,1810,2039,0.8,0.8,0.8,1242,1470,1712,2.6,2.6,2.7
128011602,37,37,37,1812,2275,2222,539,729,814,250,360,430,1290,1798,2084,0.8,0.9,0.9,1024,1314,1567,2.2,2.3,2.3
128011603,40,41,42,2167,2700,3000,595,682,814,310,485,620,1768,2146,2546,0.8,0.8,0.8,1457,1799,2176,2.8,2.9,2.9
128011604,37,38,40,1907,2238,2260,685,817,962,250,360,450,1567,1916,2293,0.9,0.9,0.9,1176,1460,1820,2.2,2.2,2.3
128011605,40,42,42,2557,3250,3275,718,786,974,420,660,760,2205,2526,3154,0.8,0.8,0.8,1975,2371,2985,3.1,3.1,3.2
128011606,39,40,41,2167,2800,2700,620,774,922,240,350,428,1889,2337,2687,0.8,0.9,0.9,1480,1889,2327,2.8,2.9,2.9
128021533,38,39,42,1762,2221,2379,532,618,762,285,390,430,1566,1914,2214,0.8,0.9,0.9,1339,1602,1854,2.9,2.8,2.8
128021534,37,40,42,1819,2383,2500,591,722,846,390,550,630,2057,2376,2554,0.8,0.8,0.8,2009,2342,2505,3.5,3.3,3.2
128021535,34,37,39,1842,2383,2383,619,733,846,300,410,520,1848,2242,2466,0.8,0.9,0.8,1756,2094,2339,3.2,3.2,3.1
128021536,38,39,40,2000,2600,2600,610,735,863,267,360,450,1782,2242,2538,0.8,0.9,0.9,1519,1961,2282,2.9,2.9,2.9
128021537,30,25,28,0,0,0,900,333,833,0,0,378,0,0,0,0,0,0,949,0,1812,1,1,0
128021538,35,37,38,1900,2200,2173,606,723,838,245,355,420,1437,1789,2114,0.8,0.9,0.9,1150,1390,1690,2.3,2.3,2.4
128021607,35,37,38,1900,2400,2400,600,696,804,255,360,430,1559,1870,2152,0.8,0.9,0.9,1398,1664,1958,2.9,2.9,2.9
128021608,37,38,40,1863,2383,2226,577,690,812,313,410,530,1666,2051,2316,0.8,0.8,0.8,1500,1849,2152,3,3,3
128021609,34,37,41,1855,2383,2399,655,783,867,350,500,555,2162,2513,2780,0.9,0.9,0.8,2123,2509,2769,3.6,3.5,3.3
197979799,38,64,58,0,0,0,1037,490,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,35,37,39,0,0,0,344,349,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,35,35,34,1200,1565,1615,473,607,702,180,250,310,1248,1625,1833,0.8,0.8,0.8,1135,1402,1582,2.9,2.8,2.8
201011002,37,39,42,1127,1430,1500,470,575,670,180,230,260,1230,1568,1867,0.8,0.8,0.8,952,1120,1329,2.3,2.3,2.3
201011003,36,38,39,1055,1300,1347,418,534,615,160,210,250,1107,1333,1574,0.8,0.8,0.8,856,1005,1198,2.5,2.4,2.3
201011004,35,35,36,975,1278,1257,377,464,528,155,200,240,958,1061,1242,0.8,0.8,0.8,709,853,945,2.3,2.3,2.2
201011005,34,36,38,1083,1517,1580,415,532,638,190,250,300,1262,1631,1921,0.8,0.8,0.8,1145,1395,1632,2.8,2.8,2.8
201011006,34,35,36,1083,1430,1466,424,514,595,134,192,260,1077,1255,1465,0.8,0.8,0.8,942,1071,1270,2.8,2.7,2.6
201011007,36,38,41,1083,1558,1600,446,565,646,148,230,236,1172,1435,1745,0.8,0.9,0.8,1110,1334,1572,3,3,3
201011008,39,37,39,932,1300,1300,355,457,508,130,175,220,891,1048,1234,0.8,0.8,0.8,671,837,956,2.3,2.3,2.3
201021009,40,42,43,1083,1517,1571,415,518,624,140,180,250,1109,1349,1631,0.8,0.8,0.8,973,1136,1363,2.7,2.6,2.6
201021010,43,45,48,867,1144,1213,363,446,511,120,155,200,962,1102,1272,0.8,0.8,0.8,739,878,993,2.5,2.4,2.3
201021011,44,47,51,975,1300,1340,360,461,550,150,200,270,889,1061,1311,0.8,0.8,0.8,657,842,1022,2.2,2.2,2.2
201021012,39,43,44,975,1322,1497,400,510,604,110,150,190,1088,1315,1603,0.8,0.8,0.8,928,1133,1325,2.7,2.6,2.6
201031013,47,49,52,650,867,932,314,374,454,90,130,150,702,856,1056,0.8,0.8,0.7,590,686,789,2.3,2.2,2.2
201031014,45,47,49,780,1083,1105,349,406,489,80,120,170,865,953,1207,0.8,0.8,0.8,655,780,958,2.3,2.3,2.3
201031015,41,42,43,802,1230,1300,355,449,513,120,138,195,916,1131,1329,0.8,0.8,0.8,773,950,1118,2.6,2.6,2.5
201031016,45,48,50,715,888,995,315,387,458,120,160,200,707,853,987,0.7,0.8,0.7,575,688,769,2.2,2.2,2.1
201031017,46,49,51,650,867,921,290,371,442,100,130,160,703,878,1022,0.8,0.8,0.8,584,712,782,2.4,2.3,2.2
202011018,36,38,40,867,1153,1200,382,484,577,155,195,240,896,1104,1293,0.8,0.8,0.8,701,871,1034,2.3,2.2,2.2
202011019,38,38,37,867,1170,1250,357,448,533,140,180,245,870,975,1188,0.8,0.8,0.8,664,792,950,2.4,2.3,2.4
202011020,40,41,44,1083,1365,1400,443,547,607,175,220,255,1151,1337,1493,0.7,0.7,0.7,919,1048,1153,2.4,2.3,2.3
202011021,32,33,34,1000,1300,1400,398,515,611,175,225,260,1119,1338,1544,0.8,0.8,0.8,856,1010,1167,2.4,2.4,2.3
202011022,37,38,40,975,1300,1300,390,492,572,160,200,250,981,1115,1324,0.8,0.8,0.8,763,898,1058,2.4,2.4,2.3
202011023,33,34,35,1116,1603,1700,491,640,720,200,254,330,1275,1663,1945,0.8,0.9,0.8,1208,1561,1820,3.2,3.1,3.1
202011024,35,35,37,1200,1625,1733,542,664,742,210,291,350,1370,1748,2002,0.8,0.8,0.8,1282,1621,1850,3.1,3.1,3
202011025,35,34,33,1083,1500,1517,445,568,677,180,242,290,1083,1361,1551,0.8,0.8,0.8,962,1177,1387,2.7,2.6,2.7
202021026,39,41,40,1061,1517,1600,462,572,689,125,180,260,1157,1440,1755,0.8,0.8,0.8,1066,1302,1579,2.9,2.8,2.8
202021027,43,46,47,867,1243,1300,364,471,568,153,200,265,906,1087,1342,0.8,0.8,0.8,632,815,968,2.2,2.2,2.2
202021028,45,48,51,867,1179,1300,367,448,519,130,165,230,925,1064,1276,0.8,0.8,0.8,725,868,1036,2.4,2.3,2.3
202021029,50,51,53,785,1170,1252,295,378,467,123,153,200,658,874,1141,0.8,0.8,0.8,575,747,894,2.3,2.2,2.2
202021030,41,43,45,1083,1482,1551,398,506,616,150,213,300,1085,1306,1575,0.8,0.8,0.8,861,1032,1269,2.5,2.5,2.4
202021031,39,42,43,1200,1703,1733,491,620,731,165,250,320,1300,1770,2025,0.8,0.8,0.8,1095,1440,1681,2.7,2.7,2.6
202031032,40,44,45,882,1192,1300,395,472,558,120,150,180,1054,1219,1421,0.8,0.8,0.8,918,997,1176,2.7,2.6,2.5
202031033,45,50,51,594,758,785,325,375,466,80,100,125,764,870,1112,0.8,0.8,0.8,596,698,821,2.3,2.2,2.2
203011034,35,36,35,1387,1762,1772,504,624,707,185,260,315,1299,1638,1805,0.8,0.8,0.8,1210,1530,1709,3.1,3,3.1
203011035,39,39,41,1083,1400,1517,429,533,627,100,170,200,1128,1339,1608,0.8,0.8,0.8,1027,1167,1393,2.8,2.8,2.8
203011036,39,41,44,1127,1517,1602,430,525,617,130,193,240,1150,1352,1564,0.8,0.8,0.8,1030,1162,1361,2.8,2.7,2.7
203021037,40,39,39,1083,1500,1517,394,528,601,165,240,290,1058,1291,1545,0.8,0.8,0.8,775,961,1141,2.2,2.2,2.3
