SA4_NAME16	Year	AustCitizen	Sex	persons
Mandurah	2006	1	M	27854
Mandurah	2011	0		13822
Mandurah	2011	1	F	35631
Mandurah	2011	1	M	33842
Mandurah	2016	0		16858
Mandurah	2016	1	F	41051
Mandurah	2016	1	M	38827
Perth - Inner	2006	0		30223
Perth - Inner	2006	1	F	57738
Perth - Inner	2006	1	M	54185
Perth - Inner	2011	0		37403
Perth - Inner	2011	1	F	60748
Perth - Inner	2011	1	M	58200
Perth - Inner	2016	0		42752
Perth - Inner	2016	1	F	64271
Perth - Inner	2016	1	M	62278
Perth - North East	2006	0		29280
Perth - North East	2006	1	F	84817
Perth - North East	2006	1	M	82760
Perth - North East	2011	0		38334
Perth - North East	2011	1	F	91564
Perth - North East	2011	1	M	90000
Perth - North East	2016	0		50079
Perth - North East	2016	1	F	100954
Perth - North East	2016	1	M	99984
Perth - North West	2006	0		70290
Perth - North West	2006	1	F	179427
Perth - North West	2006	1	M	171355
Perth - North West	2011	0		92925
Perth - North West	2011	1	F	199253
Perth - North West	2011	1	M	190775
Perth - North West	2016	0		108305
Perth - North West	2016	1	F	217389
Perth - North West	2016	1	M	209420
Perth - South East	2006	0		70039
Perth - South East	2006	1	F	156582
Perth - South East	2006	1	M	151747
Perth - South East	2011	0		98731
Perth - South East	2011	1	F	169355
Perth - South East	2011	1	M	165541
Perth - South East	2016	0		122865
Perth - South East	2016	1	F	183083
Perth - South East	2016	1	M	182406
Perth - South West	2006	0		50265
Perth - South West	2006	1	F	131434
Perth - South West	2006	1	M	125114
Perth - South West	2011	0		64054
Perth - South West	2011	1	F	147675
Perth - South West	2011	1	M	141019
Perth - South West	2016	0		81762
Perth - South West	2016	1	F	164165
Perth - South West	2016	1	M	157407
Western Australia - Wheat Belt	2006	0		14236
Western Australia - Wheat Belt	2006	1	F	53725
Western Australia - Wheat Belt	2006	1	M	54895
Western Australia - Wheat Belt	2011	0		16316
Western Australia - Wheat Belt	2011	1	F	56143
Western Australia - Wheat Belt	2011	1	M	56978
Western Australia - Wheat Belt	2016	0		21437
Western Australia - Wheat Belt	2016	1	F	56368
Western Australia - Wheat Belt	2016	1	M	57549
Western Australia - Outback (North)	2006	0		15358
Western Australia - Outback (North)	2006	1	F	25982
Western Australia - Outback (North)	2006	1	M	28960
Western Australia - Outback (North)	2011	0		25334
Western Australia - Outback (North)	2011	1	F	30667
Western Australia - Outback (North)	2011	1	M	38685
Western Australia - Outback (North)	2016	0		23098
Western Australia - Outback (North)	2016	1	F	31580
Western Australia - Outback (North)	2016	1	M	39242
Western Australia - Outback (South)	2006	0		16919
Western Australia - Outback (South)	2006	1	F	45002
Western Australia - Outback (South)	2006	1	M	47406
Western Australia - Outback (South)	2011	0		22187
Western Australia - Outback (South)	2011	1	F	47579
Western Australia - Outback (South)	2011	1	M	50599
Western Australia - Outback (South)	2016	0		23166
Western Australia - Outback (South)	2016	1	F	46340
Western Australia - Outback (South)	2016	1	M	49057
Migratory - Offshore - Shipping (WA)	2006	0		72
Migratory - Offshore - Shipping (WA)	2006	1	F	21
Migratory - Offshore - Shipping (WA)	2006	1	M	246
Migratory - Offshore - Shipping (WA)	2011	0		131
Migratory - Offshore - Shipping (WA)	2011	1	F	26
Migratory - Offshore - Shipping (WA)	2011	1	M	260
Migratory - Offshore - Shipping (WA)	2016	0		164
Migratory - Offshore - Shipping (WA)	2016	1	F	20
Migratory - Offshore - Shipping (WA)	2016	1	M	250
No usual address (WA)	2006	0		1663
No usual address (WA)	2006	1	F	1882
No usual address (WA)	2006	1	M	2441
No usual address (WA)	2011	0		2648
No usual address (WA)	2011	1	F	2012
No usual address (WA)	2011	1	M	2639
No usual address (WA)	2016	0		2370
No usual address (WA)	2016	1	F	1447
No usual address (WA)	2016	1	M	2133
Hobart	2006	0		20272
Hobart	2006	1	F	93844
Hobart	2006	1	M	87441
Hobart	2011	0		20845
Hobart	2011	1	F	98589
Hobart	2011	1	M	92221
Hobart	2016	0		25728
Hobart	2016	1	F	101548
Hobart	2016	1	M	95080
Launceston and North East	2006	0		12191
Launceston and North East	2006	1	F	62296
Launceston and North East	2006	1	M	59443
Launceston and North East	2011	0		12011
Launceston and North East	2011	1	F	64313
Launceston and North East	2011	1	M	61232
Launceston and North East	2016	0		16081
Launceston and North East	2016	1	F	63587
Launceston and North East	2016	1	M	60816
South East	2006	0		3163
South East	2006	1	F	15016
South East	2006	1	M	15718
South East	2011	0		3050
South East	2011	1	F	16034
South East	2011	1	M	16713
South East	2016	0		4007
South East	2016	1	F	16182
South East	2016	1	M	16930
West and North West	2006	0		8248
West and North West	2006	1	F	49845
West and North West	2006	1	M	48038
West and North West	2011	0		8664
West and North West	2011	1	F	51334
West and North West	2011	1	M	49155
West and North West	2016	0		10024
West and North West	2016	1	F	50680
West and North West	2016	1	M	48320
Migratory - Offshore - Shipping (Tas.)	2006	0		14
Migratory - Offshore - Shipping (Tas.)	2006	1	F	15
Migratory - Offshore - Shipping (Tas.)	2006	1	M	60
Migratory - Offshore - Shipping (Tas.)	2011	0		22
Migratory - Offshore - Shipping (Tas.)	2011	1	F	28
Migratory - Offshore - Shipping (Tas.)	2011	1	M	63
Migratory - Offshore - Shipping (Tas.)	2016	0		15
Migratory - Offshore - Shipping (Tas.)	2016	1	F	19
Migratory - Offshore - Shipping (Tas.)	2016	1	M	34
No usual address (Tas.)	2006	0		145
No usual address (Tas.)	2006	1	F	356
No usual address (Tas.)	2006	1	M	371
No usual address (Tas.)	2011	0		248
No usual address (Tas.)	2011	1	F	374
No usual address (Tas.)	2011	1	M	450
No usual address (Tas.)	2016	0		248
No usual address (Tas.)	2016	1	F	301
No usual address (Tas.)	2016	1	M	363
Darwin	2006	0		17991
Darwin	2006	1	F	42669
Darwin	2006	1	M	45332
Darwin	2011	0		25511
Darwin	2011	1	F	46127
Darwin	2011	1	M	48948
Darwin	2016	0		33109
Darwin	2016	1	F	49721
Darwin	2016	1	M	53998
Northern Territory - Outback	2006	0		10266
Northern Territory - Outback	2006	1	F	37144
Northern Territory - Outback	2006	1	M	37500
Northern Territory - Outback	2011	0		10821
Northern Territory - Outback	2011	1	F	39027
Northern Territory - Outback	2011	1	M	39526
Northern Territory - Outback	2016	0		14970
Northern Territory - Outback	2016	1	F	37091
Northern Territory - Outback	2016	1	M	37382
Migratory - Offshore - Shipping (NT)	2006	0		23
Migratory - Offshore - Shipping (NT)	2006	1	F	15
Migratory - Offshore - Shipping (NT)	2006	1	M	56
Migratory - Offshore - Shipping (NT)	2011	0		29
Migratory - Offshore - Shipping (NT)	2011	1	F	13
Migratory - Offshore - Shipping (NT)	2011	1	M	65
Migratory - Offshore - Shipping (NT)	2016	0		52
Migratory - Offshore - Shipping (NT)	2016	1	F	7
Migratory - Offshore - Shipping (NT)	2016	1	M	11
No usual address (NT)	2006	0		475
No usual address (NT)	2006	1	F	636
No usual address (NT)	2006	1	M	790
No usual address (NT)	2011	0		495
No usual address (NT)	2011	1	F	619
No usual address (NT)	2011	1	M	756
No usual address (NT)	2016	0		731
No usual address (NT)	2016	1	F	813
No usual address (NT)	2016	1	M	945
Australian Capital Territory	2006	0		33742
Australian Capital Territory	2006	1	F	147329
Australian Capital Territory	2006	1	M	142254
Australian Capital Territory	2011	0		43320
Australian Capital Territory	2011	1	F	158717
Australian Capital Territory	2011	1	M	154549
Australian Capital Territory	2016	0		61278
Australian Capital Territory	2016	1	F	170137
Australian Capital Territory	2016	1	M	165442
Migratory - Offshore - Shipping (ACT)	2006	0		0
Migratory - Offshore - Shipping (ACT)	2006	1	F	0
Migratory - Offshore - Shipping (ACT)	2006	1	M	0
Migratory - Offshore - Shipping (ACT)	2011	0		0
Migratory - Offshore - Shipping (ACT)	2011	1	F	0
Migratory - Offshore - Shipping (ACT)	2011	1	M	0
Migratory - Offshore - Shipping (ACT)	2016	0		0
Migratory - Offshore - Shipping (ACT)	2016	1	F	0
Migratory - Offshore - Shipping (ACT)	2016	1	M	0
No usual address (ACT)	2006	0		145
No usual address (ACT)	2006	1	F	272
No usual address (ACT)	2006	1	M	292
No usual address (ACT)	2011	0		146
No usual address (ACT)	2011	1	F	245
No usual address (ACT)	2011	1	M	239
No usual address (ACT)	2016	0		164
No usual address (ACT)	2016	1	F	166
No usual address (ACT)	2016	1	M	208
Other Territories	2006	0		485
Other Territories	2006	1	F	842
Other Territories	2006	1	M	963
Other Territories	2011	0		1201
Other Territories	2011	1	F	824
Other Territories	2011	1	M	979
Other Territories	2016	0		1261
Other Territories	2016	1	F	1570
Other Territories	2016	1	M	1692
Migratory - Offshore - Shipping (OT)	2006	0		0
Migratory - Offshore - Shipping (OT)	2006	1	F	0
Migratory - Offshore - Shipping (OT)	2006	1	M	0
Migratory - Offshore - Shipping (OT)	2011	0		0
Migratory - Offshore - Shipping (OT)	2011	1	F	0
Migratory - Offshore - Shipping (OT)	2011	1	M	0
Migratory - Offshore - Shipping (OT)	2016	0		3
Migratory - Offshore - Shipping (OT)	2016	1	F	0
Migratory - Offshore - Shipping (OT)	2016	1	M	3
No usual address (OT)	2006	0		10
No usual address (OT)	2006	1	F	0
No usual address (OT)	2006	1	M	15
No usual address (OT)	2011	0		6
No usual address (OT)	2011	1	F	16
No usual address (OT)	2011	1	M	4
No usual address (OT)	2016	0		20
No usual address (OT)	2016	1	F	19
No usual address (OT)	2016	1	M	16
