SA4_NAME16	Year	Age5yr	ChildrenEverBorn	females
Illawarra	2016	80-84	6	202
Illawarra	2016	85+		788
Illawarra	2016	85+	0	242
Illawarra	2016	85+	1	356
Illawarra	2016	85+	2	1145
Illawarra	2016	85+	3	994
Illawarra	2016	85+	4	531
Illawarra	2016	85+	5	298
Illawarra	2016	85+	6	258
Mid North Coast	2006	15-19		606
Mid North Coast	2006	15-19	0	5143
Mid North Coast	2006	15-19	1	151
Mid North Coast	2006	15-19	2	24
Mid North Coast	2006	15-19	3	6
Mid North Coast	2006	15-19	4	0
Mid North Coast	2006	15-19	5	0
Mid North Coast	2006	15-19	6	3
Mid North Coast	2006	20-24		202
Mid North Coast	2006	20-24	0	2280
Mid North Coast	2006	20-24	1	580
Mid North Coast	2006	20-24	2	297
Mid North Coast	2006	20-24	3	99
Mid North Coast	2006	20-24	4	17
Mid North Coast	2006	20-24	5	4
Mid North Coast	2006	20-24	6	3
Mid North Coast	2006	25-29		173
Mid North Coast	2006	25-29	0	1427
Mid North Coast	2006	25-29	1	720
Mid North Coast	2006	25-29	2	754
Mid North Coast	2006	25-29	3	311
Mid North Coast	2006	25-29	4	114
Mid North Coast	2006	25-29	5	27
Mid North Coast	2006	25-29	6	18
Mid North Coast	2006	30-34		176
Mid North Coast	2006	30-34	0	808
Mid North Coast	2006	30-34	1	849
Mid North Coast	2006	30-34	2	1465
Mid North Coast	2006	30-34	3	849
Mid North Coast	2006	30-34	4	302
Mid North Coast	2006	30-34	5	91
Mid North Coast	2006	30-34	6	45
Mid North Coast	2006	35-39		227
Mid North Coast	2006	35-39	0	724
Mid North Coast	2006	35-39	1	731
Mid North Coast	2006	35-39	2	2024
Mid North Coast	2006	35-39	3	1311
Mid North Coast	2006	35-39	4	512
Mid North Coast	2006	35-39	5	152
Mid North Coast	2006	35-39	6	78
Mid North Coast	2006	40-44		232
Mid North Coast	2006	40-44	0	740
Mid North Coast	2006	40-44	1	705
Mid North Coast	2006	40-44	2	2496
Mid North Coast	2006	40-44	3	1596
Mid North Coast	2006	40-44	4	655
Mid North Coast	2006	40-44	5	214
Mid North Coast	2006	40-44	6	117
Mid North Coast	2006	45-49		257
Mid North Coast	2006	45-49	0	848
Mid North Coast	2006	45-49	1	721
Mid North Coast	2006	45-49	2	2681
Mid North Coast	2006	45-49	3	1897
Mid North Coast	2006	45-49	4	742
Mid North Coast	2006	45-49	5	215
Mid North Coast	2006	45-49	6	112
Mid North Coast	2006	50-54		278
Mid North Coast	2006	50-54	0	758
Mid North Coast	2006	50-54	1	690
Mid North Coast	2006	50-54	2	2369
Mid North Coast	2006	50-54	3	1770
Mid North Coast	2006	50-54	4	704
Mid North Coast	2006	50-54	5	158
Mid North Coast	2006	50-54	6	73
Mid North Coast	2006	55-59		271
Mid North Coast	2006	55-59	0	739
Mid North Coast	2006	55-59	1	643
Mid North Coast	2006	55-59	2	2648
Mid North Coast	2006	55-59	3	1834
Mid North Coast	2006	55-59	4	712
Mid North Coast	2006	55-59	5	210
Mid North Coast	2006	55-59	6	102
Mid North Coast	2006	60-64		267
Mid North Coast	2006	60-64	0	693
Mid North Coast	2006	60-64	1	546
Mid North Coast	2006	60-64	2	2331
Mid North Coast	2006	60-64	3	1747
Mid North Coast	2006	60-64	4	805
Mid North Coast	2006	60-64	5	240
Mid North Coast	2006	60-64	6	158
Mid North Coast	2006	65-69		286
Mid North Coast	2006	65-69	0	547
Mid North Coast	2006	65-69	1	366
Mid North Coast	2006	65-69	2	1669
Mid North Coast	2006	65-69	3	1537
Mid North Coast	2006	65-69	4	929
Mid North Coast	2006	65-69	5	331
Mid North Coast	2006	65-69	6	227
Mid North Coast	2006	70-74		343
Mid North Coast	2006	70-74	0	482
Mid North Coast	2006	70-74	1	339
Mid North Coast	2006	70-74	2	1242
Mid North Coast	2006	70-74	3	1196
Mid North Coast	2006	70-74	4	850
Mid North Coast	2006	70-74	5	404
Mid North Coast	2006	70-74	6	298
Mid North Coast	2006	75-79		383
Mid North Coast	2006	75-79	0	437
Mid North Coast	2006	75-79	1	377
Mid North Coast	2006	75-79	2	1062
Mid North Coast	2006	75-79	3	1036
Mid North Coast	2006	75-79	4	703
Mid North Coast	2006	75-79	5	367
Mid North Coast	2006	75-79	6	323
Mid North Coast	2006	80-84		405
Mid North Coast	2006	80-84	0	393
Mid North Coast	2006	80-84	1	343
Mid North Coast	2006	80-84	2	862
Mid North Coast	2006	80-84	3	701
Mid North Coast	2006	80-84	4	449
Mid North Coast	2006	80-84	5	275
Mid North Coast	2006	80-84	6	219
Mid North Coast	2006	85+		485
Mid North Coast	2006	85+	0	324
Mid North Coast	2006	85+	1	350
Mid North Coast	2006	85+	2	742
Mid North Coast	2006	85+	3	597
Mid North Coast	2006	85+	4	328
Mid North Coast	2006	85+	5	145
Mid North Coast	2006	85+	6	156
Mid North Coast	2011	15-19		529
Mid North Coast	2011	15-19	0	5216
Mid North Coast	2011	15-19	1	163
Mid North Coast	2011	15-19	2	20
Mid North Coast	2011	15-19	3	7
Mid North Coast	2011	15-19	4	3
Mid North Coast	2011	15-19	5	0
Mid North Coast	2011	15-19	6	6
Mid North Coast	2011	20-24		208
Mid North Coast	2011	20-24	0	2515
Mid North Coast	2011	20-24	1	659
Mid North Coast	2011	20-24	2	349
Mid North Coast	2011	20-24	3	76
Mid North Coast	2011	20-24	4	32
Mid North Coast	2011	20-24	5	8
Mid North Coast	2011	20-24	6	0
Mid North Coast	2011	25-29		164
Mid North Coast	2011	25-29	0	1494
Mid North Coast	2011	25-29	1	802
Mid North Coast	2011	25-29	2	803
Mid North Coast	2011	25-29	3	333
Mid North Coast	2011	25-29	4	128
Mid North Coast	2011	25-29	5	44
Mid North Coast	2011	25-29	6	23
Mid North Coast	2011	30-34		157
Mid North Coast	2011	30-34	0	929
Mid North Coast	2011	30-34	1	788
Mid North Coast	2011	30-34	2	1191
Mid North Coast	2011	30-34	3	715
Mid North Coast	2011	30-34	4	267
Mid North Coast	2011	30-34	5	96
Mid North Coast	2011	30-34	6	53
Mid North Coast	2011	35-39		224
Mid North Coast	2011	35-39	0	643
Mid North Coast	2011	35-39	1	669
Mid North Coast	2011	35-39	2	1877
Mid North Coast	2011	35-39	3	1249
Mid North Coast	2011	35-39	4	512
Mid North Coast	2011	35-39	5	172
Mid North Coast	2011	35-39	6	116
Mid North Coast	2011	40-44		248
Mid North Coast	2011	40-44	0	715
Mid North Coast	2011	40-44	1	709
Mid North Coast	2011	40-44	2	2217
Mid North Coast	2011	40-44	3	1463
Mid North Coast	2011	40-44	4	572
Mid North Coast	2011	40-44	5	208
Mid North Coast	2011	40-44	6	108
Mid North Coast	2011	45-49		269
Mid North Coast	2011	45-49	0	871
Mid North Coast	2011	45-49	1	707
Mid North Coast	2011	45-49	2	2514
Mid North Coast	2011	45-49	3	1659
Mid North Coast	2011	45-49	4	679
Mid North Coast	2011	45-49	5	205
Mid North Coast	2011	45-49	6	124
Mid North Coast	2011	50-54		296
Mid North Coast	2011	50-54	0	945
Mid North Coast	2011	50-54	1	771
Mid North Coast	2011	50-54	2	2802
Mid North Coast	2011	50-54	3	1916
Mid North Coast	2011	50-54	4	737
Mid North Coast	2011	50-54	5	231
Mid North Coast	2011	50-54	6	109
Mid North Coast	2011	55-59		307
Mid North Coast	2011	55-59	0	893
Mid North Coast	2011	55-59	1	737
Mid North Coast	2011	55-59	2	2605
Mid North Coast	2011	55-59	3	1906
Mid North Coast	2011	55-59	4	772
Mid North Coast	2011	55-59	5	187
Mid North Coast	2011	55-59	6	86
Mid North Coast	2011	60-64		331
Mid North Coast	2011	60-64	0	829
Mid North Coast	2011	60-64	1	730
Mid North Coast	2011	60-64	2	2992
Mid North Coast	2011	60-64	3	2053
Mid North Coast	2011	60-64	4	750
Mid North Coast	2011	60-64	5	233
Mid North Coast	2011	60-64	6	99
Mid North Coast	2011	65-69		329
Mid North Coast	2011	65-69	0	713
Mid North Coast	2011	65-69	1	582
Mid North Coast	2011	65-69	2	2512
Mid North Coast	2011	65-69	3	1912
Mid North Coast	2011	65-69	4	832
Mid North Coast	2011	65-69	5	235
Mid North Coast	2011	65-69	6	168
Mid North Coast	2011	70-74		303
Mid North Coast	2011	70-74	0	551
Mid North Coast	2011	70-74	1	370
Mid North Coast	2011	70-74	2	1654
Mid North Coast	2011	70-74	3	1516
Mid North Coast	2011	70-74	4	935
Mid North Coast	2011	70-74	5	327
Mid North Coast	2011	70-74	6	217
Mid North Coast	2011	75-79		335
Mid North Coast	2011	75-79	0	434
Mid North Coast	2011	75-79	1	307
Mid North Coast	2011	75-79	2	1131
Mid North Coast	2011	75-79	3	1110
Mid North Coast	2011	75-79	4	793
Mid North Coast	2011	75-79	5	354
Mid North Coast	2011	75-79	6	255
Mid North Coast	2011	80-84		403
Mid North Coast	2011	80-84	0	330
Mid North Coast	2011	80-84	1	295
Mid North Coast	2011	80-84	2	889
Mid North Coast	2011	80-84	3	846
Mid North Coast	2011	80-84	4	603
Mid North Coast	2011	80-84	5	284
Mid North Coast	2011	80-84	6	267
Mid North Coast	2011	85+		775
Mid North Coast	2011	85+	0	381
Mid North Coast	2011	85+	1	375
Mid North Coast	2011	85+	2	882
Mid North Coast	2011	85+	3	740
Mid North Coast	2011	85+	4	418
Mid North Coast	2011	85+	5	229
Mid North Coast	2011	85+	6	205
Mid North Coast	2016	15-19		767
Mid North Coast	2016	15-19	0	4831
Mid North Coast	2016	15-19	1	92
Mid North Coast	2016	15-19	2	13
Mid North Coast	2016	15-19	3	3
Mid North Coast	2016	15-19	4	4
Mid North Coast	2016	15-19	5	0
Mid North Coast	2016	15-19	6	0
Mid North Coast	2016	20-24		368
Mid North Coast	2016	20-24	0	2844
Mid North Coast	2016	20-24	1	566
Mid North Coast	2016	20-24	2	314
Mid North Coast	2016	20-24	3	75
Mid North Coast	2016	20-24	4	17
Mid North Coast	2016	20-24	5	3
Mid North Coast	2016	20-24	6	5
Mid North Coast	2016	25-29		359
Mid North Coast	2016	25-29	0	1884
Mid North Coast	2016	25-29	1	861
Mid North Coast	2016	25-29	2	829
Mid North Coast	2016	25-29	3	352
Mid North Coast	2016	25-29	4	106
Mid North Coast	2016	25-29	5	42
Mid North Coast	2016	25-29	6	7
Mid North Coast	2016	30-34		320
Mid North Coast	2016	30-34	0	991
Mid North Coast	2016	30-34	1	829
Mid North Coast	2016	30-34	2	1325
Mid North Coast	2016	30-34	3	670
Mid North Coast	2016	30-34	4	279
Mid North Coast	2016	30-34	5	85
Mid North Coast	2016	30-34	6	53
Mid North Coast	2016	35-39		310
Mid North Coast	2016	35-39	0	696
Mid North Coast	2016	35-39	1	663
Mid North Coast	2016	35-39	2	1574
Mid North Coast	2016	35-39	3	946
Mid North Coast	2016	35-39	4	405
Mid North Coast	2016	35-39	5	143
Mid North Coast	2016	35-39	6	86
Mid North Coast	2016	40-44		369
Mid North Coast	2016	40-44	0	662
Mid North Coast	2016	40-44	1	687
Mid North Coast	2016	40-44	2	2015
Mid North Coast	2016	40-44	3	1360
Mid North Coast	2016	40-44	4	562
Mid North Coast	2016	40-44	5	204
Mid North Coast	2016	40-44	6	134
Mid North Coast	2016	45-49		438
Mid North Coast	2016	45-49	0	809
Mid North Coast	2016	45-49	1	783
Mid North Coast	2016	45-49	2	2238
Mid North Coast	2016	45-49	3	1447
Mid North Coast	2016	45-49	4	591
Mid North Coast	2016	45-49	5	213
Mid North Coast	2016	45-49	6	119
Mid North Coast	2016	50-54		533
Mid North Coast	2016	50-54	0	983
Mid North Coast	2016	50-54	1	770
Mid North Coast	2016	50-54	2	2547
Mid North Coast	2016	50-54	3	1671
Mid North Coast	2016	50-54	4	683
Mid North Coast	2016	50-54	5	240
Mid North Coast	2016	50-54	6	138
Mid North Coast	2016	55-59		559
Mid North Coast	2016	55-59	0	1082
Mid North Coast	2016	55-59	1	843
Mid North Coast	2016	55-59	2	2925
Mid North Coast	2016	55-59	3	2047
Mid North Coast	2016	55-59	4	810
Mid North Coast	2016	55-59	5	234
Mid North Coast	2016	55-59	6	114
Mid North Coast	2016	60-64		609
Mid North Coast	2016	60-64	0	999
Mid North Coast	2016	60-64	1	791
Mid North Coast	2016	60-64	2	2903
Mid North Coast	2016	60-64	3	2119
Mid North Coast	2016	60-64	4	818
Mid North Coast	2016	60-64	5	227
Mid North Coast	2016	60-64	6	82
Mid North Coast	2016	65-69		743
Mid North Coast	2016	65-69	0	936
Mid North Coast	2016	65-69	1	769
Mid North Coast	2016	65-69	2	3231
Mid North Coast	2016	65-69	3	2229
Mid North Coast	2016	65-69	4	834
Mid North Coast	2016	65-69	5	263
Mid North Coast	2016	65-69	6	126
Mid North Coast	2016	70-74		640
Mid North Coast	2016	70-74	0	701
Mid North Coast	2016	70-74	1	541
Mid North Coast	2016	70-74	2	2475
Mid North Coast	2016	70-74	3	1876
Mid North Coast	2016	70-74	4	848
Mid North Coast	2016	70-74	5	250
Mid North Coast	2016	70-74	6	160
Mid North Coast	2016	75-79		561
Mid North Coast	2016	75-79	0	453
Mid North Coast	2016	75-79	1	338
Mid North Coast	2016	75-79	2	1426
Mid North Coast	2016	75-79	3	1406
Mid North Coast	2016	75-79	4	817
Mid North Coast	2016	75-79	5	331
Mid North Coast	2016	75-79	6	197
Mid North Coast	2016	80-84		508
Mid North Coast	2016	80-84	0	330
Mid North Coast	2016	80-84	1	253
Mid North Coast	2016	80-84	2	894
Mid North Coast	2016	80-84	3	890
Mid North Coast	2016	80-84	4	643
Mid North Coast	2016	80-84	5	286
Mid North Coast	2016	80-84	6	211
Mid North Coast	2016	85+		996
Mid North Coast	2016	85+	0	390
Mid North Coast	2016	85+	1	361
Mid North Coast	2016	85+	2	974
Mid North Coast	2016	85+	3	874
Mid North Coast	2016	85+	4	626
Mid North Coast	2016	85+	5	254
Mid North Coast	2016	85+	6	240
Murray	2006	15-19		323
Murray	2006	15-19	0	3226
Murray	2006	15-19	1	84
Murray	2006	15-19	2	9
Murray	2006	15-19	3	0
Murray	2006	15-19	4	3
Murray	2006	15-19	5	0
Murray	2006	15-19	6	3
Murray	2006	20-24		138
Murray	2006	20-24	0	2280
Murray	2006	20-24	1	367
Murray	2006	20-24	2	184
Murray	2006	20-24	3	36
Murray	2006	20-24	4	11
Murray	2006	20-24	5	5
Murray	2006	20-24	6	4
Murray	2006	25-29		126
Murray	2006	25-29	0	1337
Murray	2006	25-29	1	571
Murray	2006	25-29	2	466
Murray	2006	25-29	3	189
Murray	2006	25-29	4	53
Murray	2006	25-29	5	12
Murray	2006	25-29	6	5
Murray	2006	30-34		95
Murray	2006	30-34	0	738
Murray	2006	30-34	1	571
Murray	2006	30-34	2	1003
Murray	2006	30-34	3	502
Murray	2006	30-34	4	173
Murray	2006	30-34	5	47
Murray	2006	30-34	6	26
Murray	2006	35-39		143
Murray	2006	35-39	0	493
Murray	2006	35-39	1	419
Murray	2006	35-39	2	1272
Murray	2006	35-39	3	861
Murray	2006	35-39	4	288
Murray	2006	35-39	5	90
Murray	2006	35-39	6	44
Murray	2006	40-44		128
Murray	2006	40-44	0	372
Murray	2006	40-44	1	369
Murray	2006	40-44	2	1323
Murray	2006	40-44	3	1031
Murray	2006	40-44	4	405
Murray	2006	40-44	5	115
Murray	2006	40-44	6	75
Murray	2006	45-49		166
Murray	2006	45-49	0	397
Murray	2006	45-49	1	336
Murray	2006	45-49	2	1379
Murray	2006	45-49	3	1238
Murray	2006	45-49	4	494
Murray	2006	45-49	5	116
Murray	2006	45-49	6	64
Murray	2006	50-54		147
Murray	2006	50-54	0	344
Murray	2006	50-54	1	308
Murray	2006	50-54	2	1253
Murray	2006	50-54	3	1056
Murray	2006	50-54	4	492
Murray	2006	50-54	5	120
Murray	2006	50-54	6	70
Murray	2006	55-59		157
Murray	2006	55-59	0	300
Murray	2006	55-59	1	265
Murray	2006	55-59	2	1158
Murray	2006	55-59	3	963
Murray	2006	55-59	4	495
Murray	2006	55-59	5	124
Murray	2006	55-59	6	82
Murray	2006	60-64		117
Murray	2006	60-64	0	218
Murray	2006	60-64	1	191
Murray	2006	60-64	2	903
Murray	2006	60-64	3	813
Murray	2006	60-64	4	441
Murray	2006	60-64	5	166
Murray	2006	60-64	6	111
Murray	2006	65-69		140
Murray	2006	65-69	0	214
Murray	2006	65-69	1	124
Murray	2006	65-69	2	552
Murray	2006	65-69	3	674
Murray	2006	65-69	4	486
Murray	2006	65-69	5	200
Murray	2006	65-69	6	203
Murray	2006	70-74		165
Murray	2006	70-74	0	160
Murray	2006	70-74	1	116
Murray	2006	70-74	2	377
Murray	2006	70-74	3	484
Murray	2006	70-74	4	381
Murray	2006	70-74	5	227
Murray	2006	70-74	6	243
Murray	2006	75-79		191
Murray	2006	75-79	0	168
Murray	2006	75-79	1	133
Murray	2006	75-79	2	359
Murray	2006	75-79	3	447
Murray	2006	75-79	4	349
Murray	2006	75-79	5	195
Murray	2006	75-79	6	188
Murray	2006	80-84		140
Murray	2006	80-84	0	142
Murray	2006	80-84	1	125
Murray	2006	80-84	2	314
Murray	2006	80-84	3	298
Murray	2006	80-84	4	236
Murray	2006	80-84	5	131
Murray	2006	80-84	6	140
Murray	2006	85+		146
Murray	2006	85+	0	159
Murray	2006	85+	1	151
Murray	2006	85+	2	282
Murray	2006	85+	3	269
Murray	2006	85+	4	179
Murray	2006	85+	5	111
Murray	2006	85+	6	103
Murray	2011	15-19		305
Murray	2011	15-19	0	3263
Murray	2011	15-19	1	59
Murray	2011	15-19	2	11
Murray	2011	15-19	3	0
Murray	2011	15-19	4	0
Murray	2011	15-19	5	0
Murray	2011	15-19	6	3
Murray	2011	20-24		195
Murray	2011	20-24	0	2294
Murray	2011	20-24	1	334
Murray	2011	20-24	2	157
Murray	2011	20-24	3	29
Murray	2011	20-24	4	4
Murray	2011	20-24	5	0
Murray	2011	20-24	6	3
Murray	2011	25-29		134
Murray	2011	25-29	0	1436
Murray	2011	25-29	1	570
Murray	2011	25-29	2	480
Murray	2011	25-29	3	181
Murray	2011	25-29	4	48
Murray	2011	25-29	5	13
Murray	2011	25-29	6	5
Murray	2011	30-34		107
Murray	2011	30-34	0	698
Murray	2011	30-34	1	556
Murray	2011	30-34	2	837
Murray	2011	30-34	3	431
Murray	2011	30-34	4	158
Murray	2011	30-34	5	43
Murray	2011	30-34	6	35
Murray	2011	35-39		138
Murray	2011	35-39	0	450
Murray	2011	35-39	1	432
Murray	2011	35-39	2	1139
Murray	2011	35-39	3	724
Murray	2011	35-39	4	293
Murray	2011	35-39	5	77
Murray	2011	35-39	6	32
Murray	2011	40-44		149
Murray	2011	40-44	0	410
Murray	2011	40-44	1	375
Murray	2011	40-44	2	1262
Murray	2011	40-44	3	922
Murray	2011	40-44	4	329
Murray	2011	40-44	5	96
Murray	2011	40-44	6	70
Murray	2011	45-49		165
Murray	2011	45-49	0	415
Murray	2011	45-49	1	352
Murray	2011	45-49	2	1294
Murray	2011	45-49	3	1005
Murray	2011	45-49	4	390
Murray	2011	45-49	5	126
Murray	2011	45-49	6	67
Murray	2011	50-54		153
Murray	2011	50-54	0	413
Murray	2011	50-54	1	328
Murray	2011	50-54	2	1330
Murray	2011	50-54	3	1184
Murray	2011	50-54	4	467
Murray	2011	50-54	5	108
Murray	2011	50-54	6	72
Murray	2011	55-59		177
Murray	2011	55-59	0	336
Murray	2011	55-59	1	308
Murray	2011	55-59	2	1238
Murray	2011	55-59	3	1029
Murray	2011	55-59	4	488
Murray	2011	55-59	5	128
Murray	2011	55-59	6	68
Murray	2011	60-64		175
Murray	2011	60-64	0	284
Murray	2011	60-64	1	271
Murray	2011	60-64	2	1206
Murray	2011	60-64	3	981
Murray	2011	60-64	4	488
Murray	2011	60-64	5	135
Murray	2011	60-64	6	80
Murray	2011	65-69		156
Murray	2011	65-69	0	204
Murray	2011	65-69	1	186
Murray	2011	65-69	2	874
Murray	2011	65-69	3	816
Murray	2011	65-69	4	454
Murray	2011	65-69	5	173
Murray	2011	65-69	6	102
Murray	2011	70-74		159
Murray	2011	70-74	0	208
Murray	2011	70-74	1	111
Murray	2011	70-74	2	557
Murray	2011	70-74	3	664
Murray	2011	70-74	4	466
Murray	2011	70-74	5	191
Murray	2011	70-74	6	199
Murray	2011	75-79		178
Murray	2011	75-79	0	146
Murray	2011	75-79	1	101
Murray	2011	75-79	2	353
Murray	2011	75-79	3	440
Murray	2011	75-79	4	366
Murray	2011	75-79	5	205
Murray	2011	75-79	6	215
Murray	2011	80-84		173
Murray	2011	80-84	0	126
Murray	2011	80-84	1	99
Murray	2011	80-84	2	289
Murray	2011	80-84	3	356
Murray	2011	80-84	4	267
Murray	2011	80-84	5	162
Murray	2011	80-84	6	150
Murray	2011	85+		278
Murray	2011	85+	0	143
Murray	2011	85+	1	146
Murray	2011	85+	2	313
Murray	2011	85+	3	302
Murray	2011	85+	4	231
Murray	2011	85+	5	127
Murray	2011	85+	6	116
Murray	2016	15-19		439
Murray	2016	15-19	0	2897
Murray	2016	15-19	1	45
Murray	2016	15-19	2	3
Murray	2016	15-19	3	0
Murray	2016	15-19	4	0
Murray	2016	15-19	5	0
Murray	2016	15-19	6	0
Murray	2016	20-24		339
Murray	2016	20-24	0	2291
Murray	2016	20-24	1	321
Murray	2016	20-24	2	134
Murray	2016	20-24	3	32
Murray	2016	20-24	4	7
Murray	2016	20-24	5	0
Murray	2016	20-24	6	3
Murray	2016	25-29		283
Murray	2016	25-29	0	1572
Murray	2016	25-29	1	574
Murray	2016	25-29	2	457
Murray	2016	25-29	3	159
Murray	2016	25-29	4	48
Murray	2016	25-29	5	20
Murray	2016	25-29	6	9
Murray	2016	30-34		269
Murray	2016	30-34	0	817
Murray	2016	30-34	1	599
Murray	2016	30-34	2	924
Murray	2016	30-34	3	454
Murray	2016	30-34	4	129
Murray	2016	30-34	5	39
Murray	2016	30-34	6	21
Murray	2016	35-39		238
Murray	2016	35-39	0	487
Murray	2016	35-39	1	406
Murray	2016	35-39	2	1005
Murray	2016	35-39	3	655
Murray	2016	35-39	4	252
Murray	2016	35-39	5	62
Murray	2016	35-39	6	60
Murray	2016	40-44		259
Murray	2016	40-44	0	384
Murray	2016	40-44	1	375
Murray	2016	40-44	2	1167
Murray	2016	40-44	3	832
Murray	2016	40-44	4	314
Murray	2016	40-44	5	92
Murray	2016	40-44	6	58
Murray	2016	45-49		280
Murray	2016	45-49	0	436
Murray	2016	45-49	1	354
Murray	2016	45-49	2	1246
Murray	2016	45-49	3	913
Murray	2016	45-49	4	332
Murray	2016	45-49	5	98
Murray	2016	45-49	6	62
Murray	2016	50-54		280
Murray	2016	50-54	0	411
Murray	2016	50-54	1	380
Murray	2016	50-54	2	1221
Murray	2016	50-54	3	994
Murray	2016	50-54	4	374
Murray	2016	50-54	5	128
Murray	2016	50-54	6	68
Murray	2016	55-59		375
Murray	2016	55-59	0	389
Murray	2016	55-59	1	334
Murray	2016	55-59	2	1359
Murray	2016	55-59	3	1144
Murray	2016	55-59	4	463
Murray	2016	55-59	5	115
Murray	2016	55-59	6	64
Murray	2016	60-64		348
Murray	2016	60-64	0	348
Murray	2016	60-64	1	315
Murray	2016	60-64	2	1233
Murray	2016	60-64	3	1073
Murray	2016	60-64	4	471
Murray	2016	60-64	5	144
Murray	2016	60-64	6	70
Murray	2016	65-69		324
Murray	2016	65-69	0	274
Murray	2016	65-69	1	267
Murray	2016	65-69	2	1215
Murray	2016	65-69	3	964
Murray	2016	65-69	4	492
Murray	2016	65-69	5	147
Murray	2016	65-69	6	89
Murray	2016	70-74		298
Murray	2016	70-74	0	213
Murray	2016	70-74	1	185
Murray	2016	70-74	2	852
Murray	2016	70-74	3	783
Murray	2016	70-74	4	437
Murray	2016	70-74	5	162
Murray	2016	70-74	6	103
Murray	2016	75-79		289
Murray	2016	75-79	0	164
Murray	2016	75-79	1	106
Murray	2016	75-79	2	503
Murray	2016	75-79	3	577
Murray	2016	75-79	4	427
Murray	2016	75-79	5	170
Murray	2016	75-79	6	160
Murray	2016	80-84		249
Murray	2016	80-84	0	115
Murray	2016	80-84	1	98
Murray	2016	80-84	2	292
Murray	2016	80-84	3	358
Murray	2016	80-84	4	294
Murray	2016	80-84	5	172
Murray	2016	80-84	6	170
Murray	2016	85+		329
Murray	2016	85+	0	124
Murray	2016	85+	1	135
Murray	2016	85+	2	336
Murray	2016	85+	3	387
Murray	2016	85+	4	298
Murray	2016	85+	5	165
Murray	2016	85+	6	164
New England and North West	2006	15-19		542
New England and North West	2006	15-19	0	5273
New England and North West	2006	15-19	1	229
New England and North West	2006	15-19	2	29
New England and North West	2006	15-19	3	4
New England and North West	2006	15-19	4	3
New England and North West	2006	15-19	5	0
New England and North West	2006	15-19	6	0
New England and North West	2006	20-24		246
New England and North West	2006	20-24	0	3315
New England and North West	2006	20-24	1	718
New England and North West	2006	20-24	2	375
New England and North West	2006	20-24	3	114
New England and North West	2006	20-24	4	28
New England and North West	2006	20-24	5	4
New England and North West	2006	20-24	6	4
New England and North West	2006	25-29		171
New England and North West	2006	25-29	0	1740
New England and North West	2006	25-29	1	931
New England and North West	2006	25-29	2	894
New England and North West	2006	25-29	3	396
New England and North West	2006	25-29	4	133
New England and North West	2006	25-29	5	52
New England and North West	2006	25-29	6	19
New England and North West	2006	30-34		228
New England and North West	2006	30-34	0	1041
New England and North West	2006	30-34	1	801
New England and North West	2006	30-34	2	1575
New England and North West	2006	30-34	3	953
New England and North West	2006	30-34	4	342
New England and North West	2006	30-34	5	103
New England and North West	2006	30-34	6	65
New England and North West	2006	35-39		248
New England and North West	2006	35-39	0	750
New England and North West	2006	35-39	1	637
New England and North West	2006	35-39	2	1883
New England and North West	2006	35-39	3	1306
New England and North West	2006	35-39	4	513
New England and North West	2006	35-39	5	145
New England and North West	2006	35-39	6	111
New England and North West	2006	40-44		258
New England and North West	2006	40-44	0	648
New England and North West	2006	40-44	1	564
New England and North West	2006	40-44	2	2129
New England and North West	2006	40-44	3	1565
New England and North West	2006	40-44	4	602
New England and North West	2006	40-44	5	221
New England and North West	2006	40-44	6	121
New England and North West	2006	45-49		202
New England and North West	2006	45-49	0	653
New England and North West	2006	45-49	1	565
New England and North West	2006	45-49	2	2132
New England and North West	2006	45-49	3	1694
New England and North West	2006	45-49	4	748
New England and North West	2006	45-49	5	200
New England and North West	2006	45-49	6	127
New England and North West	2006	50-54		231
New England and North West	2006	50-54	0	558
New England and North West	2006	50-54	1	498
New England and North West	2006	50-54	2	1916
New England and North West	2006	50-54	3	1521
New England and North West	2006	50-54	4	702
New England and North West	2006	50-54	5	199
New England and North West	2006	50-54	6	107
New England and North West	2006	55-59		258
New England and North West	2006	55-59	0	467
New England and North West	2006	55-59	1	388
New England and North West	2006	55-59	2	1926
New England and North West	2006	55-59	3	1561
New England and North West	2006	55-59	4	683
New England and North West	2006	55-59	5	224
New England and North West	2006	55-59	6	158
New England and North West	2006	60-64		224
New England and North West	2006	60-64	0	414
New England and North West	2006	60-64	1	320
New England and North West	2006	60-64	2	1409
New England and North West	2006	60-64	3	1281
New England and North West	2006	60-64	4	668
New England and North West	2006	60-64	5	233
New England and North West	2006	60-64	6	211
New England and North West	2006	65-69		223
New England and North West	2006	65-69	0	305
New England and North West	2006	65-69	1	252
New England and North West	2006	65-69	2	930
New England and North West	2006	65-69	3	1122
New England and North West	2006	65-69	4	722
New England and North West	2006	65-69	5	261
New England and North West	2006	65-69	6	299
New England and North West	2006	70-74		216
New England and North West	2006	70-74	0	270
New England and North West	2006	70-74	1	194
New England and North West	2006	70-74	2	624
New England and North West	2006	70-74	3	718
New England and North West	2006	70-74	4	600
New England and North West	2006	70-74	5	296
New England and North West	2006	70-74	6	331
New England and North West	2006	75-79		254
New England and North West	2006	75-79	0	250
New England and North West	2006	75-79	1	204
New England and North West	2006	75-79	2	556
New England and North West	2006	75-79	3	599
