SA4_NAME16	Year	Age	NonSchoolQualification	adults
Central West	2016	15-19	Advanced Diploma and Diploma	59
Central West	2016	15-19	Bachelor	4
Central West	2016	15-19	Graduate Diploma and Graduate Certificate	3
Central West	2016	15-19	Postgraduate	0
Central West	2016	20-24		1525
Central West	2016	20-24	Certificate nfd	207
Central West	2016	20-24	Certificate I and II Level	361
Central West	2016	20-24	Certificate III and IV Level	2848
Central West	2016	20-24	Advanced Diploma and Diploma	424
Central West	2016	20-24	Bachelor	757
Central West	2016	20-24	Graduate Diploma and Graduate Certificate	38
Central West	2016	20-24	Postgraduate	20
Central West	2016	25-34		2687
Central West	2016	25-34	Certificate nfd	410
Central West	2016	25-34	Certificate I and II Level	505
Central West	2016	25-34	Certificate III and IV Level	6542
Central West	2016	25-34	Advanced Diploma and Diploma	1763
Central West	2016	25-34	Bachelor	3719
Central West	2016	25-34	Graduate Diploma and Graduate Certificate	332
Central West	2016	25-34	Postgraduate	550
Central West	2016	35-44		2693
Central West	2016	35-44	Certificate nfd	561
Central West	2016	35-44	Certificate I and II Level	430
Central West	2016	35-44	Certificate III and IV Level	5991
Central West	2016	35-44	Advanced Diploma and Diploma	2235
Central West	2016	35-44	Bachelor	3589
Central West	2016	35-44	Graduate Diploma and Graduate Certificate	468
Central West	2016	35-44	Postgraduate	751
Central West	2016	45-54		3277
Central West	2016	45-54	Certificate nfd	795
Central West	2016	45-54	Certificate I and II Level	481
Central West	2016	45-54	Certificate III and IV Level	6304
Central West	2016	45-54	Advanced Diploma and Diploma	2587
Central West	2016	45-54	Bachelor	2776
Central West	2016	45-54	Graduate Diploma and Graduate Certificate	493
Central West	2016	45-54	Postgraduate	694
Central West	2016	55-64		3416
Central West	2016	55-64	Certificate nfd	890
Central West	2016	55-64	Certificate I and II Level	379
Central West	2016	55-64	Certificate III and IV Level	5038
Central West	2016	55-64	Advanced Diploma and Diploma	2532
Central West	2016	55-64	Bachelor	2428
Central West	2016	55-64	Graduate Diploma and Graduate Certificate	592
Central West	2016	55-64	Postgraduate	711
Central West	2016	65-74		3735
Central West	2016	65-74	Certificate nfd	695
Central West	2016	65-74	Certificate I and II Level	204
Central West	2016	65-74	Certificate III and IV Level	3138
Central West	2016	65-74	Advanced Diploma and Diploma	1619
Central West	2016	65-74	Bachelor	1529
Central West	2016	65-74	Graduate Diploma and Graduate Certificate	321
Central West	2016	65-74	Postgraduate	433
Central West	2016	75-84		2691
Central West	2016	75-84	Certificate nfd	243
Central West	2016	75-84	Certificate I and II Level	74
Central West	2016	75-84	Certificate III and IV Level	1311
Central West	2016	75-84	Advanced Diploma and Diploma	647
Central West	2016	75-84	Bachelor	511
Central West	2016	75-84	Graduate Diploma and Graduate Certificate	75
Central West	2016	75-84	Postgraduate	108
Central West	2016	85+		1205
Central West	2016	85+	Certificate nfd	61
Central West	2016	85+	Certificate I and II Level	17
Central West	2016	85+	Certificate III and IV Level	363
Central West	2016	85+	Advanced Diploma and Diploma	205
Central West	2016	85+	Bachelor	167
Central West	2016	85+	Graduate Diploma and Graduate Certificate	17
Central West	2016	85+	Postgraduate	23
Coffs Harbour - Grafton	2006	15-19		1022
Coffs Harbour - Grafton	2006	15-19	Certificate nfd	37
Coffs Harbour - Grafton	2006	15-19	Certificate I and II Level	174
Coffs Harbour - Grafton	2006	15-19	Certificate III and IV Level	232
Coffs Harbour - Grafton	2006	15-19	Advanced Diploma and Diploma	20
Coffs Harbour - Grafton	2006	15-19	Bachelor	4
Coffs Harbour - Grafton	2006	15-19	Graduate Diploma and Graduate Certificate	0
Coffs Harbour - Grafton	2006	15-19	Postgraduate	0
Coffs Harbour - Grafton	2006	20-24		543
Coffs Harbour - Grafton	2006	20-24	Certificate nfd	114
Coffs Harbour - Grafton	2006	20-24	Certificate I and II Level	251
Coffs Harbour - Grafton	2006	20-24	Certificate III and IV Level	1022
Coffs Harbour - Grafton	2006	20-24	Advanced Diploma and Diploma	245
Coffs Harbour - Grafton	2006	20-24	Bachelor	278
Coffs Harbour - Grafton	2006	20-24	Graduate Diploma and Graduate Certificate	11
Coffs Harbour - Grafton	2006	20-24	Postgraduate	0
Coffs Harbour - Grafton	2006	25-34		1117
Coffs Harbour - Grafton	2006	25-34	Certificate nfd	290
Coffs Harbour - Grafton	2006	25-34	Certificate I and II Level	298
Coffs Harbour - Grafton	2006	25-34	Certificate III and IV Level	2477
Coffs Harbour - Grafton	2006	25-34	Advanced Diploma and Diploma	694
Coffs Harbour - Grafton	2006	25-34	Bachelor	1325
Coffs Harbour - Grafton	2006	25-34	Graduate Diploma and Graduate Certificate	95
Coffs Harbour - Grafton	2006	25-34	Postgraduate	94
Coffs Harbour - Grafton	2006	35-44		1732
Coffs Harbour - Grafton	2006	35-44	Certificate nfd	389
Coffs Harbour - Grafton	2006	35-44	Certificate I and II Level	312
Coffs Harbour - Grafton	2006	35-44	Certificate III and IV Level	3703
Coffs Harbour - Grafton	2006	35-44	Advanced Diploma and Diploma	1320
Coffs Harbour - Grafton	2006	35-44	Bachelor	1566
Coffs Harbour - Grafton	2006	35-44	Graduate Diploma and Graduate Certificate	235
Coffs Harbour - Grafton	2006	35-44	Postgraduate	222
Coffs Harbour - Grafton	2006	45-54		1971
Coffs Harbour - Grafton	2006	45-54	Certificate nfd	491
Coffs Harbour - Grafton	2006	45-54	Certificate I and II Level	322
Coffs Harbour - Grafton	2006	45-54	Certificate III and IV Level	4092
Coffs Harbour - Grafton	2006	45-54	Advanced Diploma and Diploma	1744
Coffs Harbour - Grafton	2006	45-54	Bachelor	2051
Coffs Harbour - Grafton	2006	45-54	Graduate Diploma and Graduate Certificate	417
Coffs Harbour - Grafton	2006	45-54	Postgraduate	293
Coffs Harbour - Grafton	2006	55-64		1891
Coffs Harbour - Grafton	2006	55-64	Certificate nfd	384
Coffs Harbour - Grafton	2006	55-64	Certificate I and II Level	122
Coffs Harbour - Grafton	2006	55-64	Certificate III and IV Level	2856
Coffs Harbour - Grafton	2006	55-64	Advanced Diploma and Diploma	1251
Coffs Harbour - Grafton	2006	55-64	Bachelor	1143
Coffs Harbour - Grafton	2006	55-64	Graduate Diploma and Graduate Certificate	233
Coffs Harbour - Grafton	2006	55-64	Postgraduate	298
Coffs Harbour - Grafton	2006	65-74		1924
Coffs Harbour - Grafton	2006	65-74	Certificate nfd	173
Coffs Harbour - Grafton	2006	65-74	Certificate I and II Level	55
Coffs Harbour - Grafton	2006	65-74	Certificate III and IV Level	1682
Coffs Harbour - Grafton	2006	65-74	Advanced Diploma and Diploma	644
Coffs Harbour - Grafton	2006	65-74	Bachelor	491
Coffs Harbour - Grafton	2006	65-74	Graduate Diploma and Graduate Certificate	80
Coffs Harbour - Grafton	2006	65-74	Postgraduate	88
Coffs Harbour - Grafton	2006	75-84		2027
Coffs Harbour - Grafton	2006	75-84	Certificate nfd	66
Coffs Harbour - Grafton	2006	75-84	Certificate I and II Level	20
Coffs Harbour - Grafton	2006	75-84	Certificate III and IV Level	849
Coffs Harbour - Grafton	2006	75-84	Advanced Diploma and Diploma	305
Coffs Harbour - Grafton	2006	75-84	Bachelor	235
Coffs Harbour - Grafton	2006	75-84	Graduate Diploma and Graduate Certificate	21
Coffs Harbour - Grafton	2006	75-84	Postgraduate	32
Coffs Harbour - Grafton	2006	85+		830
Coffs Harbour - Grafton	2006	85+	Certificate nfd	22
Coffs Harbour - Grafton	2006	85+	Certificate I and II Level	5
Coffs Harbour - Grafton	2006	85+	Certificate III and IV Level	160
Coffs Harbour - Grafton	2006	85+	Advanced Diploma and Diploma	59
Coffs Harbour - Grafton	2006	85+	Bachelor	57
Coffs Harbour - Grafton	2006	85+	Graduate Diploma and Graduate Certificate	3
Coffs Harbour - Grafton	2006	85+	Postgraduate	7
Coffs Harbour - Grafton	2011	15-19		868
Coffs Harbour - Grafton	2011	15-19	Certificate nfd	60
Coffs Harbour - Grafton	2011	15-19	Certificate I and II Level	168
Coffs Harbour - Grafton	2011	15-19	Certificate III and IV Level	336
Coffs Harbour - Grafton	2011	15-19	Advanced Diploma and Diploma	25
Coffs Harbour - Grafton	2011	15-19	Bachelor	3
Coffs Harbour - Grafton	2011	15-19	Graduate Diploma and Graduate Certificate	0
Coffs Harbour - Grafton	2011	15-19	Postgraduate	0
Coffs Harbour - Grafton	2011	20-24		514
Coffs Harbour - Grafton	2011	20-24	Certificate nfd	123
Coffs Harbour - Grafton	2011	20-24	Certificate I and II Level	243
Coffs Harbour - Grafton	2011	20-24	Certificate III and IV Level	1293
Coffs Harbour - Grafton	2011	20-24	Advanced Diploma and Diploma	250
Coffs Harbour - Grafton	2011	20-24	Bachelor	337
Coffs Harbour - Grafton	2011	20-24	Graduate Diploma and Graduate Certificate	11
Coffs Harbour - Grafton	2011	20-24	Postgraduate	5
Coffs Harbour - Grafton	2011	25-34		1002
Coffs Harbour - Grafton	2011	25-34	Certificate nfd	235
Coffs Harbour - Grafton	2011	25-34	Certificate I and II Level	328
Coffs Harbour - Grafton	2011	25-34	Certificate III and IV Level	2947
Coffs Harbour - Grafton	2011	25-34	Advanced Diploma and Diploma	803
Coffs Harbour - Grafton	2011	25-34	Bachelor	1594
Coffs Harbour - Grafton	2011	25-34	Graduate Diploma and Graduate Certificate	114
Coffs Harbour - Grafton	2011	25-34	Postgraduate	145
Coffs Harbour - Grafton	2011	35-44		1365
Coffs Harbour - Grafton	2011	35-44	Certificate nfd	310
Coffs Harbour - Grafton	2011	35-44	Certificate I and II Level	302
Coffs Harbour - Grafton	2011	35-44	Certificate III and IV Level	3721
Coffs Harbour - Grafton	2011	35-44	Advanced Diploma and Diploma	1450
Coffs Harbour - Grafton	2011	35-44	Bachelor	2089
Coffs Harbour - Grafton	2011	35-44	Graduate Diploma and Graduate Certificate	268
Coffs Harbour - Grafton	2011	35-44	Postgraduate	336
Coffs Harbour - Grafton	2011	45-54		1796
Coffs Harbour - Grafton	2011	45-54	Certificate nfd	471
Coffs Harbour - Grafton	2011	45-54	Certificate I and II Level	364
Coffs Harbour - Grafton	2011	45-54	Certificate III and IV Level	4774
Coffs Harbour - Grafton	2011	45-54	Advanced Diploma and Diploma	1797
Coffs Harbour - Grafton	2011	45-54	Bachelor	1984
Coffs Harbour - Grafton	2011	45-54	Graduate Diploma and Graduate Certificate	334
Coffs Harbour - Grafton	2011	45-54	Postgraduate	360
Coffs Harbour - Grafton	2011	55-64		2007
Coffs Harbour - Grafton	2011	55-64	Certificate nfd	531
Coffs Harbour - Grafton	2011	55-64	Certificate I and II Level	245
Coffs Harbour - Grafton	2011	55-64	Certificate III and IV Level	3886
Coffs Harbour - Grafton	2011	55-64	Advanced Diploma and Diploma	1695
Coffs Harbour - Grafton	2011	55-64	Bachelor	1948
Coffs Harbour - Grafton	2011	55-64	Graduate Diploma and Graduate Certificate	409
Coffs Harbour - Grafton	2011	55-64	Postgraduate	430
Coffs Harbour - Grafton	2011	65-74		1970
Coffs Harbour - Grafton	2011	65-74	Certificate nfd	241
Coffs Harbour - Grafton	2011	65-74	Certificate I and II Level	89
Coffs Harbour - Grafton	2011	65-74	Certificate III and IV Level	2161
Coffs Harbour - Grafton	2011	65-74	Advanced Diploma and Diploma	932
Coffs Harbour - Grafton	2011	65-74	Bachelor	805
Coffs Harbour - Grafton	2011	65-74	Graduate Diploma and Graduate Certificate	124
Coffs Harbour - Grafton	2011	65-74	Postgraduate	201
Coffs Harbour - Grafton	2011	75-84		1814
Coffs Harbour - Grafton	2011	75-84	Certificate nfd	102
Coffs Harbour - Grafton	2011	75-84	Certificate I and II Level	34
Coffs Harbour - Grafton	2011	75-84	Certificate III and IV Level	1013
Coffs Harbour - Grafton	2011	75-84	Advanced Diploma and Diploma	353
Coffs Harbour - Grafton	2011	75-84	Bachelor	355
Coffs Harbour - Grafton	2011	75-84	Graduate Diploma and Graduate Certificate	27
Coffs Harbour - Grafton	2011	75-84	Postgraduate	68
Coffs Harbour - Grafton	2011	85+		1016
Coffs Harbour - Grafton	2011	85+	Certificate nfd	44
Coffs Harbour - Grafton	2011	85+	Certificate I and II Level	6
Coffs Harbour - Grafton	2011	85+	Certificate III and IV Level	260
Coffs Harbour - Grafton	2011	85+	Advanced Diploma and Diploma	74
Coffs Harbour - Grafton	2011	85+	Bachelor	79
Coffs Harbour - Grafton	2011	85+	Graduate Diploma and Graduate Certificate	6
Coffs Harbour - Grafton	2011	85+	Postgraduate	14
Coffs Harbour - Grafton	2016	15-19		924
Coffs Harbour - Grafton	2016	15-19	Certificate nfd	48
Coffs Harbour - Grafton	2016	15-19	Certificate I and II Level	164
Coffs Harbour - Grafton	2016	15-19	Certificate III and IV Level	336
Coffs Harbour - Grafton	2016	15-19	Advanced Diploma and Diploma	29
Coffs Harbour - Grafton	2016	15-19	Bachelor	0
Coffs Harbour - Grafton	2016	15-19	Graduate Diploma and Graduate Certificate	0
Coffs Harbour - Grafton	2016	15-19	Postgraduate	0
Coffs Harbour - Grafton	2016	20-24		631
Coffs Harbour - Grafton	2016	20-24	Certificate nfd	122
Coffs Harbour - Grafton	2016	20-24	Certificate I and II Level	248
Coffs Harbour - Grafton	2016	20-24	Certificate III and IV Level	1458
Coffs Harbour - Grafton	2016	20-24	Advanced Diploma and Diploma	277
Coffs Harbour - Grafton	2016	20-24	Bachelor	368
Coffs Harbour - Grafton	2016	20-24	Graduate Diploma and Graduate Certificate	14
Coffs Harbour - Grafton	2016	20-24	Postgraduate	16
Coffs Harbour - Grafton	2016	25-34		1304
Coffs Harbour - Grafton	2016	25-34	Certificate nfd	260
Coffs Harbour - Grafton	2016	25-34	Certificate I and II Level	296
Coffs Harbour - Grafton	2016	25-34	Certificate III and IV Level	3427
Coffs Harbour - Grafton	2016	25-34	Advanced Diploma and Diploma	1139
Coffs Harbour - Grafton	2016	25-34	Bachelor	1967
Coffs Harbour - Grafton	2016	25-34	Graduate Diploma and Graduate Certificate	158
Coffs Harbour - Grafton	2016	25-34	Postgraduate	240
Coffs Harbour - Grafton	2016	35-44		1416
Coffs Harbour - Grafton	2016	35-44	Certificate nfd	362
Coffs Harbour - Grafton	2016	35-44	Certificate I and II Level	274
Coffs Harbour - Grafton	2016	35-44	Certificate III and IV Level	3621
Coffs Harbour - Grafton	2016	35-44	Advanced Diploma and Diploma	1555
Coffs Harbour - Grafton	2016	35-44	Bachelor	2468
Coffs Harbour - Grafton	2016	35-44	Graduate Diploma and Graduate Certificate	273
Coffs Harbour - Grafton	2016	35-44	Postgraduate	415
Coffs Harbour - Grafton	2016	45-54		1863
Coffs Harbour - Grafton	2016	45-54	Certificate nfd	533
Coffs Harbour - Grafton	2016	45-54	Certificate I and II Level	287
Coffs Harbour - Grafton	2016	45-54	Certificate III and IV Level	4438
Coffs Harbour - Grafton	2016	45-54	Advanced Diploma and Diploma	2045
Coffs Harbour - Grafton	2016	45-54	Bachelor	2026
Coffs Harbour - Grafton	2016	45-54	Graduate Diploma and Graduate Certificate	364
Coffs Harbour - Grafton	2016	45-54	Postgraduate	469
Coffs Harbour - Grafton	2016	55-64		2353
Coffs Harbour - Grafton	2016	55-64	Certificate nfd	726
Coffs Harbour - Grafton	2016	55-64	Certificate I and II Level	326
Coffs Harbour - Grafton	2016	55-64	Certificate III and IV Level	4534
Coffs Harbour - Grafton	2016	55-64	Advanced Diploma and Diploma	2242
Coffs Harbour - Grafton	2016	55-64	Bachelor	2397
Coffs Harbour - Grafton	2016	55-64	Graduate Diploma and Graduate Certificate	530
Coffs Harbour - Grafton	2016	55-64	Postgraduate	492
Coffs Harbour - Grafton	2016	65-74		2406
Coffs Harbour - Grafton	2016	65-74	Certificate nfd	583
Coffs Harbour - Grafton	2016	65-74	Certificate I and II Level	196
Coffs Harbour - Grafton	2016	65-74	Certificate III and IV Level	2882
Coffs Harbour - Grafton	2016	65-74	Advanced Diploma and Diploma	1450
Coffs Harbour - Grafton	2016	65-74	Bachelor	1347
Coffs Harbour - Grafton	2016	65-74	Graduate Diploma and Graduate Certificate	253
Coffs Harbour - Grafton	2016	65-74	Postgraduate	383
Coffs Harbour - Grafton	2016	75-84		1996
Coffs Harbour - Grafton	2016	75-84	Certificate nfd	238
Coffs Harbour - Grafton	2016	75-84	Certificate I and II Level	38
Coffs Harbour - Grafton	2016	75-84	Certificate III and IV Level	1273
Coffs Harbour - Grafton	2016	75-84	Advanced Diploma and Diploma	546
Coffs Harbour - Grafton	2016	75-84	Bachelor	443
Coffs Harbour - Grafton	2016	75-84	Graduate Diploma and Graduate Certificate	67
Coffs Harbour - Grafton	2016	75-84	Postgraduate	102
Coffs Harbour - Grafton	2016	85+		1153
Coffs Harbour - Grafton	2016	85+	Certificate nfd	81
Coffs Harbour - Grafton	2016	85+	Certificate I and II Level	7
Coffs Harbour - Grafton	2016	85+	Certificate III and IV Level	386
Coffs Harbour - Grafton	2016	85+	Advanced Diploma and Diploma	149
Coffs Harbour - Grafton	2016	85+	Bachelor	149
Coffs Harbour - Grafton	2016	85+	Graduate Diploma and Graduate Certificate	11
