SA4_NAME16	Year	Age	NonSchoolQualification	adults
Sydney - Northern Beaches	2006	85+		1993
Sydney - Northern Beaches	2006	85+	Certificate nfd	84
Sydney - Northern Beaches	2006	85+	Certificate I and II Level	6
Sydney - Northern Beaches	2006	85+	Certificate III and IV Level	311
Sydney - Northern Beaches	2006	85+	Advanced Diploma and Diploma	260
Sydney - Northern Beaches	2006	85+	Bachelor	215
Sydney - Northern Beaches	2006	85+	Graduate Diploma and Graduate Certificate	15
Sydney - Northern Beaches	2006	85+	Postgraduate	27
Sydney - Northern Beaches	2011	15-19		1014
Sydney - Northern Beaches	2011	15-19	Certificate nfd	43
Sydney - Northern Beaches	2011	15-19	Certificate I and II Level	78
Sydney - Northern Beaches	2011	15-19	Certificate III and IV Level	301
Sydney - Northern Beaches	2011	15-19	Advanced Diploma and Diploma	85
Sydney - Northern Beaches	2011	15-19	Bachelor	4
Sydney - Northern Beaches	2011	15-19	Graduate Diploma and Graduate Certificate	0
Sydney - Northern Beaches	2011	15-19	Postgraduate	0
Sydney - Northern Beaches	2011	20-24		894
Sydney - Northern Beaches	2011	20-24	Certificate nfd	166
Sydney - Northern Beaches	2011	20-24	Certificate I and II Level	178
Sydney - Northern Beaches	2011	20-24	Certificate III and IV Level	1705
Sydney - Northern Beaches	2011	20-24	Advanced Diploma and Diploma	1143
Sydney - Northern Beaches	2011	20-24	Bachelor	1950
Sydney - Northern Beaches	2011	20-24	Graduate Diploma and Graduate Certificate	32
Sydney - Northern Beaches	2011	20-24	Postgraduate	98
Sydney - Northern Beaches	2011	25-34		2448
Sydney - Northern Beaches	2011	25-34	Certificate nfd	414
Sydney - Northern Beaches	2011	25-34	Certificate I and II Level	325
Sydney - Northern Beaches	2011	25-34	Certificate III and IV Level	4736
Sydney - Northern Beaches	2011	25-34	Advanced Diploma and Diploma	3844
Sydney - Northern Beaches	2011	25-34	Bachelor	9394
Sydney - Northern Beaches	2011	25-34	Graduate Diploma and Graduate Certificate	641
Sydney - Northern Beaches	2011	25-34	Postgraduate	1973
Sydney - Northern Beaches	2011	35-44		2821
Sydney - Northern Beaches	2011	35-44	Certificate nfd	757
Sydney - Northern Beaches	2011	35-44	Certificate I and II Level	432
Sydney - Northern Beaches	2011	35-44	Certificate III and IV Level	5351
Sydney - Northern Beaches	2011	35-44	Advanced Diploma and Diploma	5692
Sydney - Northern Beaches	2011	35-44	Bachelor	11367
Sydney - Northern Beaches	2011	35-44	Graduate Diploma and Graduate Certificate	1187
Sydney - Northern Beaches	2011	35-44	Postgraduate	3414
Sydney - Northern Beaches	2011	45-54		2897
Sydney - Northern Beaches	2011	45-54	Certificate nfd	927
Sydney - Northern Beaches	2011	45-54	Certificate I and II Level	402
Sydney - Northern Beaches	2011	45-54	Certificate III and IV Level	5047
Sydney - Northern Beaches	2011	45-54	Advanced Diploma and Diploma	4774
Sydney - Northern Beaches	2011	45-54	Bachelor	7692
Sydney - Northern Beaches	2011	45-54	Graduate Diploma and Graduate Certificate	999
Sydney - Northern Beaches	2011	45-54	Postgraduate	2589
Sydney - Northern Beaches	2011	55-64		2744
Sydney - Northern Beaches	2011	55-64	Certificate nfd	873
Sydney - Northern Beaches	2011	55-64	Certificate I and II Level	285
Sydney - Northern Beaches	2011	55-64	Certificate III and IV Level	3475
Sydney - Northern Beaches	2011	55-64	Advanced Diploma and Diploma	3560
Sydney - Northern Beaches	2011	55-64	Bachelor	4787
Sydney - Northern Beaches	2011	55-64	Graduate Diploma and Graduate Certificate	802
Sydney - Northern Beaches	2011	55-64	Postgraduate	1524
Sydney - Northern Beaches	2011	65-74		2525
Sydney - Northern Beaches	2011	65-74	Certificate nfd	598
Sydney - Northern Beaches	2011	65-74	Certificate I and II Level	168
Sydney - Northern Beaches	2011	65-74	Certificate III and IV Level	2471
Sydney - Northern Beaches	2011	65-74	Advanced Diploma and Diploma	2275
Sydney - Northern Beaches	2011	65-74	Bachelor	2421
Sydney - Northern Beaches	2011	65-74	Graduate Diploma and Graduate Certificate	293
Sydney - Northern Beaches	2011	65-74	Postgraduate	803
Sydney - Northern Beaches	2011	75-84		2358
Sydney - Northern Beaches	2011	75-84	Certificate nfd	268
Sydney - Northern Beaches	2011	75-84	Certificate I and II Level	60
Sydney - Northern Beaches	2011	75-84	Certificate III and IV Level	1318
Sydney - Northern Beaches	2011	75-84	Advanced Diploma and Diploma	1070
Sydney - Northern Beaches	2011	75-84	Bachelor	1001
Sydney - Northern Beaches	2011	75-84	Graduate Diploma and Graduate Certificate	97
Sydney - Northern Beaches	2011	75-84	Postgraduate	242
Sydney - Northern Beaches	2011	85+		1988
Sydney - Northern Beaches	2011	85+	Certificate nfd	110
Sydney - Northern Beaches	2011	85+	Certificate I and II Level	21
Sydney - Northern Beaches	2011	85+	Certificate III and IV Level	480
Sydney - Northern Beaches	2011	85+	Advanced Diploma and Diploma	367
Sydney - Northern Beaches	2011	85+	Bachelor	321
Sydney - Northern Beaches	2011	85+	Graduate Diploma and Graduate Certificate	33
Sydney - Northern Beaches	2011	85+	Postgraduate	66
Sydney - Northern Beaches	2016	15-19		838
Sydney - Northern Beaches	2016	15-19	Certificate nfd	42
Sydney - Northern Beaches	2016	15-19	Certificate I and II Level	81
Sydney - Northern Beaches	2016	15-19	Certificate III and IV Level	315
Sydney - Northern Beaches	2016	15-19	Advanced Diploma and Diploma	83
Sydney - Northern Beaches	2016	15-19	Bachelor	13
Sydney - Northern Beaches	2016	15-19	Graduate Diploma and Graduate Certificate	0
Sydney - Northern Beaches	2016	15-19	Postgraduate	0
Sydney - Northern Beaches	2016	20-24		818
Sydney - Northern Beaches	2016	20-24	Certificate nfd	180
Sydney - Northern Beaches	2016	20-24	Certificate I and II Level	134
Sydney - Northern Beaches	2016	20-24	Certificate III and IV Level	1643
Sydney - Northern Beaches	2016	20-24	Advanced Diploma and Diploma	887
Sydney - Northern Beaches	2016	20-24	Bachelor	2294
Sydney - Northern Beaches	2016	20-24	Graduate Diploma and Graduate Certificate	55
Sydney - Northern Beaches	2016	20-24	Postgraduate	114
Sydney - Northern Beaches	2016	25-34		2244
Sydney - Northern Beaches	2016	25-34	Certificate nfd	418
Sydney - Northern Beaches	2016	25-34	Certificate I and II Level	227
Sydney - Northern Beaches	2016	25-34	Certificate III and IV Level	4535
Sydney - Northern Beaches	2016	25-34	Advanced Diploma and Diploma	3693
Sydney - Northern Beaches	2016	25-34	Bachelor	10046
Sydney - Northern Beaches	2016	25-34	Graduate Diploma and Graduate Certificate	621
Sydney - Northern Beaches	2016	25-34	Postgraduate	2598
Sydney - Northern Beaches	2016	35-44		2662
Sydney - Northern Beaches	2016	35-44	Certificate nfd	772
Sydney - Northern Beaches	2016	35-44	Certificate I and II Level	323
Sydney - Northern Beaches	2016	35-44	Certificate III and IV Level	5067
Sydney - Northern Beaches	2016	35-44	Advanced Diploma and Diploma	5185
Sydney - Northern Beaches	2016	35-44	Bachelor	12591
Sydney - Northern Beaches	2016	35-44	Graduate Diploma and Graduate Certificate	1223
Sydney - Northern Beaches	2016	35-44	Postgraduate	4349
Sydney - Northern Beaches	2016	45-54		2665
Sydney - Northern Beaches	2016	45-54	Certificate nfd	1213
Sydney - Northern Beaches	2016	45-54	Certificate I and II Level	378
Sydney - Northern Beaches	2016	45-54	Certificate III and IV Level	5478
Sydney - Northern Beaches	2016	45-54	Advanced Diploma and Diploma	5519
Sydney - Northern Beaches	2016	45-54	Bachelor	9664
Sydney - Northern Beaches	2016	45-54	Graduate Diploma and Graduate Certificate	1201
Sydney - Northern Beaches	2016	45-54	Postgraduate	3668
Sydney - Northern Beaches	2016	55-64		2487
Sydney - Northern Beaches	2016	55-64	Certificate nfd	1137
Sydney - Northern Beaches	2016	55-64	Certificate I and II Level	273
Sydney - Northern Beaches	2016	55-64	Certificate III and IV Level	3974
Sydney - Northern Beaches	2016	55-64	Advanced Diploma and Diploma	3884
Sydney - Northern Beaches	2016	55-64	Bachelor	6084
Sydney - Northern Beaches	2016	55-64	Graduate Diploma and Graduate Certificate	1062
Sydney - Northern Beaches	2016	55-64	Postgraduate	2114
Sydney - Northern Beaches	2016	65-74		2591
Sydney - Northern Beaches	2016	65-74	Certificate nfd	1047
Sydney - Northern Beaches	2016	65-74	Certificate I and II Level	215
Sydney - Northern Beaches	2016	65-74	Certificate III and IV Level	2755
Sydney - Northern Beaches	2016	65-74	Advanced Diploma and Diploma	2768
Sydney - Northern Beaches	2016	65-74	Bachelor	3511
Sydney - Northern Beaches	2016	65-74	Graduate Diploma and Graduate Certificate	572
Sydney - Northern Beaches	2016	65-74	Postgraduate	1240
Sydney - Northern Beaches	2016	75-84		2240
Sydney - Northern Beaches	2016	75-84	Certificate nfd	523
Sydney - Northern Beaches	2016	75-84	Certificate I and II Level	69
Sydney - Northern Beaches	2016	75-84	Certificate III and IV Level	1550
Sydney - Northern Beaches	2016	75-84	Advanced Diploma and Diploma	1327
Sydney - Northern Beaches	2016	75-84	Bachelor	1422
Sydney - Northern Beaches	2016	75-84	Graduate Diploma and Graduate Certificate	157
Sydney - Northern Beaches	2016	75-84	Postgraduate	415
Sydney - Northern Beaches	2016	85+		1917
Sydney - Northern Beaches	2016	85+	Certificate nfd	242
Sydney - Northern Beaches	2016	85+	Certificate I and II Level	35
Sydney - Northern Beaches	2016	85+	Certificate III and IV Level	552
Sydney - Northern Beaches	2016	85+	Advanced Diploma and Diploma	485
Sydney - Northern Beaches	2016	85+	Bachelor	491
Sydney - Northern Beaches	2016	85+	Graduate Diploma and Graduate Certificate	40
Sydney - Northern Beaches	2016	85+	Postgraduate	103
Sydney - Outer South West	2006	15-19		2297
Sydney - Outer South West	2006	15-19	Certificate nfd	85
Sydney - Outer South West	2006	15-19	Certificate I and II Level	232
Sydney - Outer South West	2006	15-19	Certificate III and IV Level	595
Sydney - Outer South West	2006	15-19	Advanced Diploma and Diploma	136
Sydney - Outer South West	2006	15-19	Bachelor	10
Sydney - Outer South West	2006	15-19	Graduate Diploma and Graduate Certificate	0
Sydney - Outer South West	2006	15-19	Postgraduate	0
Sydney - Outer South West	2006	20-24		1658
Sydney - Outer South West	2006	20-24	Certificate nfd	260
Sydney - Outer South West	2006	20-24	Certificate I and II Level	509
Sydney - Outer South West	2006	20-24	Certificate III and IV Level	2784
Sydney - Outer South West	2006	20-24	Advanced Diploma and Diploma	1019
Sydney - Outer South West	2006	20-24	Bachelor	1262
Sydney - Outer South West	2006	20-24	Graduate Diploma and Graduate Certificate	33
Sydney - Outer South West	2006	20-24	Postgraduate	29
Sydney - Outer South West	2006	25-34		3008
Sydney - Outer South West	2006	25-34	Certificate nfd	703
Sydney - Outer South West	2006	25-34	Certificate I and II Level	631
Sydney - Outer South West	2006	25-34	Certificate III and IV Level	6273
Sydney - Outer South West	2006	25-34	Advanced Diploma and Diploma	2617
Sydney - Outer South West	2006	25-34	Bachelor	3799
Sydney - Outer South West	2006	25-34	Graduate Diploma and Graduate Certificate	274
Sydney - Outer South West	2006	25-34	Postgraduate	476
Sydney - Outer South West	2006	35-44		3580
Sydney - Outer South West	2006	35-44	Certificate nfd	856
Sydney - Outer South West	2006	35-44	Certificate I and II Level	487
Sydney - Outer South West	2006	35-44	Certificate III and IV Level	6615
Sydney - Outer South West	2006	35-44	Advanced Diploma and Diploma	2746
Sydney - Outer South West	2006	35-44	Bachelor	3081
Sydney - Outer South West	2006	35-44	Graduate Diploma and Graduate Certificate	363
Sydney - Outer South West	2006	35-44	Postgraduate	686
Sydney - Outer South West	2006	45-54		3731
Sydney - Outer South West	2006	45-54	Certificate nfd	841
Sydney - Outer South West	2006	45-54	Certificate I and II Level	399
Sydney - Outer South West	2006	45-54	Certificate III and IV Level	6058
Sydney - Outer South West	2006	45-54	Advanced Diploma and Diploma	2557
Sydney - Outer South West	2006	45-54	Bachelor	2628
Sydney - Outer South West	2006	45-54	Graduate Diploma and Graduate Certificate	424
Sydney - Outer South West	2006	45-54	Postgraduate	749
Sydney - Outer South West	2006	55-64		2961
Sydney - Outer South West	2006	55-64	Certificate nfd	527
Sydney - Outer South West	2006	55-64	Certificate I and II Level	195
Sydney - Outer South West	2006	55-64	Certificate III and IV Level	3697
Sydney - Outer South West	2006	55-64	Advanced Diploma and Diploma	1431
Sydney - Outer South West	2006	55-64	Bachelor	1319
Sydney - Outer South West	2006	55-64	Graduate Diploma and Graduate Certificate	216
Sydney - Outer South West	2006	55-64	Postgraduate	367
Sydney - Outer South West	2006	65-74		1835
Sydney - Outer South West	2006	65-74	Certificate nfd	128
Sydney - Outer South West	2006	65-74	Certificate I and II Level	38
Sydney - Outer South West	2006	65-74	Certificate III and IV Level	1459
Sydney - Outer South West	2006	65-74	Advanced Diploma and Diploma	423
Sydney - Outer South West	2006	65-74	Bachelor	373
Sydney - Outer South West	2006	65-74	Graduate Diploma and Graduate Certificate	42
Sydney - Outer South West	2006	65-74	Postgraduate	84
Sydney - Outer South West	2006	75-84		1592
Sydney - Outer South West	2006	75-84	Certificate nfd	55
Sydney - Outer South West	2006	75-84	Certificate I and II Level	12
Sydney - Outer South West	2006	75-84	Certificate III and IV Level	551
Sydney - Outer South West	2006	75-84	Advanced Diploma and Diploma	162
Sydney - Outer South West	2006	75-84	Bachelor	136
Sydney - Outer South West	2006	75-84	Graduate Diploma and Graduate Certificate	8
Sydney - Outer South West	2006	75-84	Postgraduate	30
Sydney - Outer South West	2006	85+		674
Sydney - Outer South West	2006	85+	Certificate nfd	21
Sydney - Outer South West	2006	85+	Certificate I and II Level	3
Sydney - Outer South West	2006	85+	Certificate III and IV Level	90
Sydney - Outer South West	2006	85+	Advanced Diploma and Diploma	44
Sydney - Outer South West	2006	85+	Bachelor	32
Sydney - Outer South West	2006	85+	Graduate Diploma and Graduate Certificate	0
Sydney - Outer South West	2006	85+	Postgraduate	7
Sydney - Outer South West	2011	15-19		1907
Sydney - Outer South West	2011	15-19	Certificate nfd	89
Sydney - Outer South West	2011	15-19	Certificate I and II Level	232
Sydney - Outer South West	2011	15-19	Certificate III and IV Level	772
Sydney - Outer South West	2011	15-19	Advanced Diploma and Diploma	119
Sydney - Outer South West	2011	15-19	Bachelor	14
Sydney - Outer South West	2011	15-19	Graduate Diploma and Graduate Certificate	0
Sydney - Outer South West	2011	15-19	Postgraduate	0
Sydney - Outer South West	2011	20-24		1337
Sydney - Outer South West	2011	20-24	Certificate nfd	238
Sydney - Outer South West	2011	20-24	Certificate I and II Level	414
Sydney - Outer South West	2011	20-24	Certificate III and IV Level	3322
Sydney - Outer South West	2011	20-24	Advanced Diploma and Diploma	1107
Sydney - Outer South West	2011	20-24	Bachelor	1372
Sydney - Outer South West	2011	20-24	Graduate Diploma and Graduate Certificate	46
Sydney - Outer South West	2011	20-24	Postgraduate	122
Sydney - Outer South West	2011	25-34		2474
Sydney - Outer South West	2011	25-34	Certificate nfd	557
Sydney - Outer South West	2011	25-34	Certificate I and II Level	680
Sydney - Outer South West	2011	25-34	Certificate III and IV Level	7208
Sydney - Outer South West	2011	25-34	Advanced Diploma and Diploma	3147
Sydney - Outer South West	2011	25-34	Bachelor	4749
Sydney - Outer South West	2011	25-34	Graduate Diploma and Graduate Certificate	337
Sydney - Outer South West	2011	25-34	Postgraduate	972
Sydney - Outer South West	2011	35-44		2947
Sydney - Outer South West	2011	35-44	Certificate nfd	724
Sydney - Outer South West	2011	35-44	Certificate I and II Level	527
Sydney - Outer South West	2011	35-44	Certificate III and IV Level	7322
Sydney - Outer South West	2011	35-44	Advanced Diploma and Diploma	3394
Sydney - Outer South West	2011	35-44	Bachelor	4145
Sydney - Outer South West	2011	35-44	Graduate Diploma and Graduate Certificate	439
Sydney - Outer South West	2011	35-44	Postgraduate	1065
Sydney - Outer South West	2011	45-54		3167
Sydney - Outer South West	2011	45-54	Certificate nfd	776
Sydney - Outer South West	2011	45-54	Certificate I and II Level	460
Sydney - Outer South West	2011	45-54	Certificate III and IV Level	6737
Sydney - Outer South West	2011	45-54	Advanced Diploma and Diploma	3029
Sydney - Outer South West	2011	45-54	Bachelor	2899
Sydney - Outer South West	2011	45-54	Graduate Diploma and Graduate Certificate	433
Sydney - Outer South West	2011	45-54	Postgraduate	956
Sydney - Outer South West	2011	55-64		2967
Sydney - Outer South West	2011	55-64	Certificate nfd	691
Sydney - Outer South West	2011	55-64	Certificate I and II Level	329
Sydney - Outer South West	2011	55-64	Certificate III and IV Level	5031
Sydney - Outer South West	2011	55-64	Advanced Diploma and Diploma	2051
Sydney - Outer South West	2011	55-64	Bachelor	2077
Sydney - Outer South West	2011	55-64	Graduate Diploma and Graduate Certificate	346
Sydney - Outer South West	2011	55-64	Postgraduate	624
Sydney - Outer South West	2011	65-74		2018
Sydney - Outer South West	2011	65-74	Certificate nfd	246
Sydney - Outer South West	2011	65-74	Certificate I and II Level	90
Sydney - Outer South West	2011	65-74	Certificate III and IV Level	2137
Sydney - Outer South West	2011	65-74	Advanced Diploma and Diploma	705
Sydney - Outer South West	2011	65-74	Bachelor	679
Sydney - Outer South West	2011	65-74	Graduate Diploma and Graduate Certificate	98
Sydney - Outer South West	2011	65-74	Postgraduate	177
Sydney - Outer South West	2011	75-84		1430
Sydney - Outer South West	2011	75-84	Certificate nfd	63
Sydney - Outer South West	2011	75-84	Certificate I and II Level	22
Sydney - Outer South West	2011	75-84	Certificate III and IV Level	732
Sydney - Outer South West	2011	75-84	Advanced Diploma and Diploma	245
Sydney - Outer South West	2011	75-84	Bachelor	199
Sydney - Outer South West	2011	75-84	Graduate Diploma and Graduate Certificate	20
Sydney - Outer South West	2011	75-84	Postgraduate	35
Sydney - Outer South West	2011	85+		751
Sydney - Outer South West	2011	85+	Certificate nfd	16
Sydney - Outer South West	2011	85+	Certificate I and II Level	3
Sydney - Outer South West	2011	85+	Certificate III and IV Level	180
Sydney - Outer South West	2011	85+	Advanced Diploma and Diploma	50
Sydney - Outer South West	2011	85+	Bachelor	35
Sydney - Outer South West	2011	85+	Graduate Diploma and Graduate Certificate	3
Sydney - Outer South West	2011	85+	Postgraduate	13
Sydney - Outer South West	2016	15-19		1447
Sydney - Outer South West	2016	15-19	Certificate nfd	99
Sydney - Outer South West	2016	15-19	Certificate I and II Level	221
Sydney - Outer South West	2016	15-19	Certificate III and IV Level	766
Sydney - Outer South West	2016	15-19	Advanced Diploma and Diploma	176
Sydney - Outer South West	2016	15-19	Bachelor	10
Sydney - Outer South West	2016	15-19	Graduate Diploma and Graduate Certificate	13
Sydney - Outer South West	2016	15-19	Postgraduate	0
Sydney - Outer South West	2016	20-24		1338
Sydney - Outer South West	2016	20-24	Certificate nfd	287
Sydney - Outer South West	2016	20-24	Certificate I and II Level	347
Sydney - Outer South West	2016	20-24	Certificate III and IV Level	3578
Sydney - Outer South West	2016	20-24	Advanced Diploma and Diploma	1406
Sydney - Outer South West	2016	20-24	Bachelor	1758
Sydney - Outer South West	2016	20-24	Graduate Diploma and Graduate Certificate	70
Sydney - Outer South West	2016	20-24	Postgraduate	156
Sydney - Outer South West	2016	25-34		2712
Sydney - Outer South West	2016	25-34	Certificate nfd	636
Sydney - Outer South West	2016	25-34	Certificate I and II Level	579
Sydney - Outer South West	2016	25-34	Certificate III and IV Level	8639
Sydney - Outer South West	2016	25-34	Advanced Diploma and Diploma	4253
Sydney - Outer South West	2016	25-34	Bachelor	6323
Sydney - Outer South West	2016	25-34	Graduate Diploma and Graduate Certificate	511
Sydney - Outer South West	2016	25-34	Postgraduate	2011
Sydney - Outer South West	2016	35-44		2720
Sydney - Outer South West	2016	35-44	Certificate nfd	910
Sydney - Outer South West	2016	35-44	Certificate I and II Level	545
Sydney - Outer South West	2016	35-44	Certificate III and IV Level	7939
Sydney - Outer South West	2016	35-44	Advanced Diploma and Diploma	4242
Sydney - Outer South West	2016	35-44	Bachelor	5591
Sydney - Outer South West	2016	35-44	Graduate Diploma and Graduate Certificate	561
Sydney - Outer South West	2016	35-44	Postgraduate	2159
Sydney - Outer South West	2016	45-54		2675
Sydney - Outer South West	2016	45-54	Certificate nfd	1019
Sydney - Outer South West	2016	45-54	Certificate I and II Level	467
Sydney - Outer South West	2016	45-54	Certificate III and IV Level	7175
Sydney - Outer South West	2016	45-54	Advanced Diploma and Diploma	3852
Sydney - Outer South West	2016	45-54	Bachelor	3609
Sydney - Outer South West	2016	45-54	Graduate Diploma and Graduate Certificate	489
Sydney - Outer South West	2016	45-54	Postgraduate	1249
Sydney - Outer South West	2016	55-64		2670
Sydney - Outer South West	2016	55-64	Certificate nfd	1016
Sydney - Outer South West	2016	55-64	Certificate I and II Level	391
Sydney - Outer South West	2016	55-64	Certificate III and IV Level	5956
Sydney - Outer South West	2016	55-64	Advanced Diploma and Diploma	2866
Sydney - Outer South West	2016	55-64	Bachelor	2663
Sydney - Outer South West	2016	55-64	Graduate Diploma and Graduate Certificate	497
Sydney - Outer South West	2016	55-64	Postgraduate	843
Sydney - Outer South West	2016	65-74		2462
Sydney - Outer South West	2016	65-74	Certificate nfd	645
Sydney - Outer South West	2016	65-74	Certificate I and II Level	173
Sydney - Outer South West	2016	65-74	Certificate III and IV Level	3234
Sydney - Outer South West	2016	65-74	Advanced Diploma and Diploma	1315
Sydney - Outer South West	2016	65-74	Bachelor	1276
Sydney - Outer South West	2016	65-74	Graduate Diploma and Graduate Certificate	189
Sydney - Outer South West	2016	65-74	Postgraduate	356
Sydney - Outer South West	2016	75-84		1580
Sydney - Outer South West	2016	75-84	Certificate nfd	169
Sydney - Outer South West	2016	75-84	Certificate I and II Level	32
Sydney - Outer South West	2016	75-84	Certificate III and IV Level	1175
Sydney - Outer South West	2016	75-84	Advanced Diploma and Diploma	318
Sydney - Outer South West	2016	75-84	Bachelor	330
Sydney - Outer South West	2016	75-84	Graduate Diploma and Graduate Certificate	36
Sydney - Outer South West	2016	75-84	Postgraduate	96
Sydney - Outer South West	2016	85+		1050
Sydney - Outer South West	2016	85+	Certificate nfd	42
Sydney - Outer South West	2016	85+	Certificate I and II Level	14
Sydney - Outer South West	2016	85+	Certificate III and IV Level	260
Sydney - Outer South West	2016	85+	Advanced Diploma and Diploma	93
Sydney - Outer South West	2016	85+	Bachelor	80
Sydney - Outer South West	2016	85+	Graduate Diploma and Graduate Certificate	5
Sydney - Outer South West	2016	85+	Postgraduate	18
Sydney - Outer West and Blue Mountains	2006	15-19		2446
Sydney - Outer West and Blue Mountains	2006	15-19	Certificate nfd	100
Sydney - Outer West and Blue Mountains	2006	15-19	Certificate I and II Level	323
Sydney - Outer West and Blue Mountains	2006	15-19	Certificate III and IV Level	804
Sydney - Outer West and Blue Mountains	2006	15-19	Advanced Diploma and Diploma	139
Sydney - Outer West and Blue Mountains	2006	15-19	Bachelor	21
Sydney - Outer West and Blue Mountains	2006	15-19	Graduate Diploma and Graduate Certificate	4
Sydney - Outer West and Blue Mountains	2006	15-19	Postgraduate	0
Sydney - Outer West and Blue Mountains	2006	20-24		1923
Sydney - Outer West and Blue Mountains	2006	20-24	Certificate nfd	381
Sydney - Outer West and Blue Mountains	2006	20-24	Certificate I and II Level	618
Sydney - Outer West and Blue Mountains	2006	20-24	Certificate III and IV Level	3966
Sydney - Outer West and Blue Mountains	2006	20-24	Advanced Diploma and Diploma	1155
Sydney - Outer West and Blue Mountains	2006	20-24	Bachelor	1627
Sydney - Outer West and Blue Mountains	2006	20-24	Graduate Diploma and Graduate Certificate	44
Sydney - Outer West and Blue Mountains	2006	20-24	Postgraduate	42
Sydney - Outer West and Blue Mountains	2006	25-34		3583
Sydney - Outer West and Blue Mountains	2006	25-34	Certificate nfd	879
Sydney - Outer West and Blue Mountains	2006	25-34	Certificate I and II Level	799
Sydney - Outer West and Blue Mountains	2006	25-34	Certificate III and IV Level	8268
Sydney - Outer West and Blue Mountains	2006	25-34	Advanced Diploma and Diploma	3225
Sydney - Outer West and Blue Mountains	2006	25-34	Bachelor	5197
Sydney - Outer West and Blue Mountains	2006	25-34	Graduate Diploma and Graduate Certificate	422
Sydney - Outer West and Blue Mountains	2006	25-34	Postgraduate	535
Sydney - Outer West and Blue Mountains	2006	35-44		4133
Sydney - Outer West and Blue Mountains	2006	35-44	Certificate nfd	1026
Sydney - Outer West and Blue Mountains	2006	35-44	Certificate I and II Level	569
Sydney - Outer West and Blue Mountains	2006	35-44	Certificate III and IV Level	8164
Sydney - Outer West and Blue Mountains	2006	35-44	Advanced Diploma and Diploma	3579
Sydney - Outer West and Blue Mountains	2006	35-44	Bachelor	4567
Sydney - Outer West and Blue Mountains	2006	35-44	Graduate Diploma and Graduate Certificate	610
Sydney - Outer West and Blue Mountains	2006	35-44	Postgraduate	1022
Sydney - Outer West and Blue Mountains	2006	45-54		4121
Sydney - Outer West and Blue Mountains	2006	45-54	Certificate nfd	1071
Sydney - Outer West and Blue Mountains	2006	45-54	Certificate I and II Level	474
Sydney - Outer West and Blue Mountains	2006	45-54	Certificate III and IV Level	7243
Sydney - Outer West and Blue Mountains	2006	45-54	Advanced Diploma and Diploma	3592
Sydney - Outer West and Blue Mountains	2006	45-54	Bachelor	4479
Sydney - Outer West and Blue Mountains	2006	45-54	Graduate Diploma and Graduate Certificate	953
Sydney - Outer West and Blue Mountains	2006	45-54	Postgraduate	1377
Sydney - Outer West and Blue Mountains	2006	55-64		3614
Sydney - Outer West and Blue Mountains	2006	55-64	Certificate nfd	739
Sydney - Outer West and Blue Mountains	2006	55-64	Certificate I and II Level	271
Sydney - Outer West and Blue Mountains	2006	55-64	Certificate III and IV Level	4726
Sydney - Outer West and Blue Mountains	2006	55-64	Advanced Diploma and Diploma	2292
Sydney - Outer West and Blue Mountains	2006	55-64	Bachelor	2458
Sydney - Outer West and Blue Mountains	2006	55-64	Graduate Diploma and Graduate Certificate	469
Sydney - Outer West and Blue Mountains	2006	55-64	Postgraduate	813
Sydney - Outer West and Blue Mountains	2006	65-74		2570
Sydney - Outer West and Blue Mountains	2006	65-74	Certificate nfd	273
Sydney - Outer West and Blue Mountains	2006	65-74	Certificate I and II Level	83
Sydney - Outer West and Blue Mountains	2006	65-74	Certificate III and IV Level	2006
Sydney - Outer West and Blue Mountains	2006	65-74	Advanced Diploma and Diploma	1004
Sydney - Outer West and Blue Mountains	2006	65-74	Bachelor	842
Sydney - Outer West and Blue Mountains	2006	65-74	Graduate Diploma and Graduate Certificate	124
Sydney - Outer West and Blue Mountains	2006	65-74	Postgraduate	255
Sydney - Outer West and Blue Mountains	2006	75-84		2526
Sydney - Outer West and Blue Mountains	2006	75-84	Certificate nfd	144
Sydney - Outer West and Blue Mountains	2006	75-84	Certificate I and II Level	21
Sydney - Outer West and Blue Mountains	2006	75-84	Certificate III and IV Level	946
Sydney - Outer West and Blue Mountains	2006	75-84	Advanced Diploma and Diploma	387
Sydney - Outer West and Blue Mountains	2006	75-84	Bachelor	364
Sydney - Outer West and Blue Mountains	2006	75-84	Graduate Diploma and Graduate Certificate	44
Sydney - Outer West and Blue Mountains	2006	75-84	Postgraduate	97
Sydney - Outer West and Blue Mountains	2006	85+		1150
Sydney - Outer West and Blue Mountains	2006	85+	Certificate nfd	31
Sydney - Outer West and Blue Mountains	2006	85+	Certificate I and II Level	4
Sydney - Outer West and Blue Mountains	2006	85+	Certificate III and IV Level	174
Sydney - Outer West and Blue Mountains	2006	85+	Advanced Diploma and Diploma	84
Sydney - Outer West and Blue Mountains	2006	85+	Bachelor	87
Sydney - Outer West and Blue Mountains	2006	85+	Graduate Diploma and Graduate Certificate	3
Sydney - Outer West and Blue Mountains	2006	85+	Postgraduate	17
Sydney - Outer West and Blue Mountains	2011	15-19		1887
Sydney - Outer West and Blue Mountains	2011	15-19	Certificate nfd	93
Sydney - Outer West and Blue Mountains	2011	15-19	Certificate I and II Level	305
Sydney - Outer West and Blue Mountains	2011	15-19	Certificate III and IV Level	882
