SA4_NAME16	Year	Rent.min	TotalHouseholdIncome.min	occupied_private_dwellings_being_rented
Riverina	2016	18375	-1	4
Riverina	2016	18375	52	0
Riverina	2016	18375	7800	11
Riverina	2016	18375	15600	12
Riverina	2016	18375	20800	31
Riverina	2016	18375	26000	40
Riverina	2016	18375	33800	66
Riverina	2016	18375	41600	94
Riverina	2016	18375	52000	105
Riverina	2016	18375	65000	171
Riverina	2016	18375	78000	283
Riverina	2016	18375	104000	242
Riverina	2016	18375	130000	124
Riverina	2016	18375	156000	130
Riverina	2016	18375	208000	52
Riverina	2016	23625		39
Riverina	2016	23625	-1	5
Riverina	2016	23625	52	3
Riverina	2016	23625	7800	3
Riverina	2016	23625	15600	0
Riverina	2016	23625	20800	4
Riverina	2016	23625	26000	4
Riverina	2016	23625	33800	9
Riverina	2016	23625	41600	13
Riverina	2016	23625	52000	15
Riverina	2016	23625	65000	20
Riverina	2016	23625	78000	43
Riverina	2016	23625	104000	37
Riverina	2016	23625	130000	20
Riverina	2016	23625	156000	52
Riverina	2016	23625	208000	24
Riverina	2016	28875		4
Riverina	2016	28875	-1	0
Riverina	2016	28875	52	0
Riverina	2016	28875	7800	3
Riverina	2016	28875	15600	0
Riverina	2016	28875	20800	0
Riverina	2016	28875	26000	0
Riverina	2016	28875	33800	3
Riverina	2016	28875	41600	3
Riverina	2016	28875	52000	7
Riverina	2016	28875	65000	4
Riverina	2016	28875	78000	10
Riverina	2016	28875	104000	3
Riverina	2016	28875	130000	4
Riverina	2016	28875	156000	6
Riverina	2016	28875	208000	4
Riverina	2016	34125		4
Riverina	2016	34125	-1	3
Riverina	2016	34125	52	0
Riverina	2016	34125	7800	0
Riverina	2016	34125	15600	3
Riverina	2016	34125	20800	7
Riverina	2016	34125	26000	3
Riverina	2016	34125	33800	7
Riverina	2016	34125	41600	8
Riverina	2016	34125	52000	3
Riverina	2016	34125	65000	4
Riverina	2016	34125	78000	9
Riverina	2016	34125	104000	11
Riverina	2016	34125	130000	3
Riverina	2016	34125	156000	5
Riverina	2016	34125	208000	9
Southern Highlands and Shoalhaven	2006			99
Southern Highlands and Shoalhaven	2006		-1	19
Southern Highlands and Shoalhaven	2006		52	14
Southern Highlands and Shoalhaven	2006		7800	29
Southern Highlands and Shoalhaven	2006		15600	51
Southern Highlands and Shoalhaven	2006		20800	27
Southern Highlands and Shoalhaven	2006		26000	50
Southern Highlands and Shoalhaven	2006		33800	15
Southern Highlands and Shoalhaven	2006		41600	10
Southern Highlands and Shoalhaven	2006		52000	38
Southern Highlands and Shoalhaven	2006		65000	14
Southern Highlands and Shoalhaven	2006		78000	7
Southern Highlands and Shoalhaven	2006		104000	8
Southern Highlands and Shoalhaven	2006		130000	9
Southern Highlands and Shoalhaven	2006		156000	4
Southern Highlands and Shoalhaven	2006		208000	0
Southern Highlands and Shoalhaven	2006	0		117
Southern Highlands and Shoalhaven	2006	0	-1	21
Southern Highlands and Shoalhaven	2006	0	52	68
Southern Highlands and Shoalhaven	2006	0	7800	380
Southern Highlands and Shoalhaven	2006	0	15600	237
Southern Highlands and Shoalhaven	2006	0	20800	65
Southern Highlands and Shoalhaven	2006	0	26000	169
Southern Highlands and Shoalhaven	2006	0	33800	69
Southern Highlands and Shoalhaven	2006	0	41600	58
Southern Highlands and Shoalhaven	2006	0	52000	95
Southern Highlands and Shoalhaven	2006	0	65000	43
Southern Highlands and Shoalhaven	2006	0	78000	38
Southern Highlands and Shoalhaven	2006	0	104000	18
Southern Highlands and Shoalhaven	2006	0	130000	12
Southern Highlands and Shoalhaven	2006	0	156000	5
Southern Highlands and Shoalhaven	2006	0	208000	3
Southern Highlands and Shoalhaven	2006	3937		50
Southern Highlands and Shoalhaven	2006	3937	-1	4
Southern Highlands and Shoalhaven	2006	3937	52	21
Southern Highlands and Shoalhaven	2006	3937	7800	111
Southern Highlands and Shoalhaven	2006	3937	15600	157
Southern Highlands and Shoalhaven	2006	3937	20800	45
Southern Highlands and Shoalhaven	2006	3937	26000	84
Southern Highlands and Shoalhaven	2006	3937	33800	23
Southern Highlands and Shoalhaven	2006	3937	41600	13
Southern Highlands and Shoalhaven	2006	3937	52000	23
Southern Highlands and Shoalhaven	2006	3937	65000	7
Southern Highlands and Shoalhaven	2006	3937	78000	8
Southern Highlands and Shoalhaven	2006	3937	104000	0
Southern Highlands and Shoalhaven	2006	3937	130000	3
Southern Highlands and Shoalhaven	2006	3937	156000	0
Southern Highlands and Shoalhaven	2006	3937	208000	0
Southern Highlands and Shoalhaven	2006	5250		163
Southern Highlands and Shoalhaven	2006	5250	-1	11
Southern Highlands and Shoalhaven	2006	5250	52	47
Southern Highlands and Shoalhaven	2006	5250	7800	265
Southern Highlands and Shoalhaven	2006	5250	15600	355
Southern Highlands and Shoalhaven	2006	5250	20800	216
Southern Highlands and Shoalhaven	2006	5250	26000	396
Southern Highlands and Shoalhaven	2006	5250	33800	153
Southern Highlands and Shoalhaven	2006	5250	41600	124
Southern Highlands and Shoalhaven	2006	5250	52000	121
Southern Highlands and Shoalhaven	2006	5250	65000	53
Southern Highlands and Shoalhaven	2006	5250	78000	49
Southern Highlands and Shoalhaven	2006	5250	104000	15
Southern Highlands and Shoalhaven	2006	5250	130000	14
Southern Highlands and Shoalhaven	2006	5250	156000	0
Southern Highlands and Shoalhaven	2006	5250	208000	0
Southern Highlands and Shoalhaven	2006	7875		263
Southern Highlands and Shoalhaven	2006	7875	-1	28
Southern Highlands and Shoalhaven	2006	7875	52	36
Southern Highlands and Shoalhaven	2006	7875	7800	218
Southern Highlands and Shoalhaven	2006	7875	15600	462
Southern Highlands and Shoalhaven	2006	7875	20800	160
Southern Highlands and Shoalhaven	2006	7875	26000	745
Southern Highlands and Shoalhaven	2006	7875	33800	323
Southern Highlands and Shoalhaven	2006	7875	41600	306
Southern Highlands and Shoalhaven	2006	7875	52000	356
Southern Highlands and Shoalhaven	2006	7875	65000	167
Southern Highlands and Shoalhaven	2006	7875	78000	118
Southern Highlands and Shoalhaven	2006	7875	104000	39
Southern Highlands and Shoalhaven	2006	7875	130000	34
Southern Highlands and Shoalhaven	2006	7875	156000	10
Southern Highlands and Shoalhaven	2006	7875	208000	0
Southern Highlands and Shoalhaven	2006	10500		153
Southern Highlands and Shoalhaven	2006	10500	-1	5
Southern Highlands and Shoalhaven	2006	10500	52	9
Southern Highlands and Shoalhaven	2006	10500	7800	52
Southern Highlands and Shoalhaven	2006	10500	15600	133
Southern Highlands and Shoalhaven	2006	10500	20800	68
Southern Highlands and Shoalhaven	2006	10500	26000	321
Southern Highlands and Shoalhaven	2006	10500	33800	190
Southern Highlands and Shoalhaven	2006	10500	41600	184
Southern Highlands and Shoalhaven	2006	10500	52000	275
Southern Highlands and Shoalhaven	2006	10500	65000	86
Southern Highlands and Shoalhaven	2006	10500	78000	109
Southern Highlands and Shoalhaven	2006	10500	104000	36
Southern Highlands and Shoalhaven	2006	10500	130000	21
Southern Highlands and Shoalhaven	2006	10500	156000	6
Southern Highlands and Shoalhaven	2006	10500	208000	0
Southern Highlands and Shoalhaven	2006	11812		158
Southern Highlands and Shoalhaven	2006	11812	-1	9
Southern Highlands and Shoalhaven	2006	11812	52	11
Southern Highlands and Shoalhaven	2006	11812	7800	41
Southern Highlands and Shoalhaven	2006	11812	15600	68
Southern Highlands and Shoalhaven	2006	11812	20800	27
Southern Highlands and Shoalhaven	2006	11812	26000	203
Southern Highlands and Shoalhaven	2006	11812	33800	166
Southern Highlands and Shoalhaven	2006	11812	41600	158
Southern Highlands and Shoalhaven	2006	11812	52000	239
Southern Highlands and Shoalhaven	2006	11812	65000	152
Southern Highlands and Shoalhaven	2006	11812	78000	159
Southern Highlands and Shoalhaven	2006	11812	104000	41
Southern Highlands and Shoalhaven	2006	11812	130000	33
Southern Highlands and Shoalhaven	2006	11812	156000	15
Southern Highlands and Shoalhaven	2006	11812	208000	4
Southern Highlands and Shoalhaven	2006	14437		67
Southern Highlands and Shoalhaven	2006	14437	-1	4
Southern Highlands and Shoalhaven	2006	14437	52	3
Southern Highlands and Shoalhaven	2006	14437	7800	9
Southern Highlands and Shoalhaven	2006	14437	15600	15
Southern Highlands and Shoalhaven	2006	14437	20800	16
Southern Highlands and Shoalhaven	2006	14437	26000	58
Southern Highlands and Shoalhaven	2006	14437	33800	49
Southern Highlands and Shoalhaven	2006	14437	41600	39
Southern Highlands and Shoalhaven	2006	14437	52000	83
Southern Highlands and Shoalhaven	2006	14437	65000	57
Southern Highlands and Shoalhaven	2006	14437	78000	84
Southern Highlands and Shoalhaven	2006	14437	104000	49
Southern Highlands and Shoalhaven	2006	14437	130000	45
Southern Highlands and Shoalhaven	2006	14437	156000	17
Southern Highlands and Shoalhaven	2006	14437	208000	8
Southern Highlands and Shoalhaven	2006	18375		26
Southern Highlands and Shoalhaven	2006	18375	-1	0
Southern Highlands and Shoalhaven	2006	18375	52	0
Southern Highlands and Shoalhaven	2006	18375	7800	3
Southern Highlands and Shoalhaven	2006	18375	15600	3
Southern Highlands and Shoalhaven	2006	18375	20800	3
Southern Highlands and Shoalhaven	2006	18375	26000	6
Southern Highlands and Shoalhaven	2006	18375	33800	10
Southern Highlands and Shoalhaven	2006	18375	41600	6
Southern Highlands and Shoalhaven	2006	18375	52000	23
Southern Highlands and Shoalhaven	2006	18375	65000	18
Southern Highlands and Shoalhaven	2006	18375	78000	29
Southern Highlands and Shoalhaven	2006	18375	104000	19
Southern Highlands and Shoalhaven	2006	18375	130000	31
Southern Highlands and Shoalhaven	2006	18375	156000	11
Southern Highlands and Shoalhaven	2006	18375	208000	6
Southern Highlands and Shoalhaven	2006	23625		8
Southern Highlands and Shoalhaven	2006	23625	-1	0
Southern Highlands and Shoalhaven	2006	23625	52	0
Southern Highlands and Shoalhaven	2006	23625	7800	0
Southern Highlands and Shoalhaven	2006	23625	15600	0
Southern Highlands and Shoalhaven	2006	23625	20800	0
Southern Highlands and Shoalhaven	2006	23625	26000	0
Southern Highlands and Shoalhaven	2006	23625	33800	0
Southern Highlands and Shoalhaven	2006	23625	41600	3
Southern Highlands and Shoalhaven	2006	23625	52000	5
Southern Highlands and Shoalhaven	2006	23625	65000	4
Southern Highlands and Shoalhaven	2006	23625	78000	4
Southern Highlands and Shoalhaven	2006	23625	104000	4
Southern Highlands and Shoalhaven	2006	23625	130000	7
Southern Highlands and Shoalhaven	2006	23625	156000	4
Southern Highlands and Shoalhaven	2006	23625	208000	0
Southern Highlands and Shoalhaven	2006	28875		0
Southern Highlands and Shoalhaven	2006	28875	-1	3
Southern Highlands and Shoalhaven	2006	28875	52	0
Southern Highlands and Shoalhaven	2006	28875	7800	0
Southern Highlands and Shoalhaven	2006	28875	15600	0
Southern Highlands and Shoalhaven	2006	28875	20800	0
Southern Highlands and Shoalhaven	2006	28875	26000	0
Southern Highlands and Shoalhaven	2006	28875	33800	3
Southern Highlands and Shoalhaven	2006	28875	41600	0
Southern Highlands and Shoalhaven	2006	28875	52000	0
Southern Highlands and Shoalhaven	2006	28875	65000	0
Southern Highlands and Shoalhaven	2006	28875	78000	0
Southern Highlands and Shoalhaven	2006	28875	104000	0
Southern Highlands and Shoalhaven	2006	28875	130000	3
Southern Highlands and Shoalhaven	2006	28875	156000	0
Southern Highlands and Shoalhaven	2006	28875	208000	0
Southern Highlands and Shoalhaven	2006	34125		12
Southern Highlands and Shoalhaven	2006	34125	-1	0
Southern Highlands and Shoalhaven	2006	34125	52	0
Southern Highlands and Shoalhaven	2006	34125	7800	17
Southern Highlands and Shoalhaven	2006	34125	15600	16
Southern Highlands and Shoalhaven	2006	34125	20800	6
Southern Highlands and Shoalhaven	2006	34125	26000	6
Southern Highlands and Shoalhaven	2006	34125	33800	3
Southern Highlands and Shoalhaven	2006	34125	41600	0
Southern Highlands and Shoalhaven	2006	34125	52000	10
Southern Highlands and Shoalhaven	2006	34125	65000	0
Southern Highlands and Shoalhaven	2006	34125	78000	7
Southern Highlands and Shoalhaven	2006	34125	104000	3
Southern Highlands and Shoalhaven	2006	34125	130000	12
Southern Highlands and Shoalhaven	2006	34125	156000	3
Southern Highlands and Shoalhaven	2006	34125	208000	3
Southern Highlands and Shoalhaven	2011			103
Southern Highlands and Shoalhaven	2011		-1	21
Southern Highlands and Shoalhaven	2011		52	16
Southern Highlands and Shoalhaven	2011		7800	35
Southern Highlands and Shoalhaven	2011		15600	37
Southern Highlands and Shoalhaven	2011		20800	35
Southern Highlands and Shoalhaven	2011		26000	17
Southern Highlands and Shoalhaven	2011		33800	38
Southern Highlands and Shoalhaven	2011		41600	25
Southern Highlands and Shoalhaven	2011		52000	18
Southern Highlands and Shoalhaven	2011		65000	26
Southern Highlands and Shoalhaven	2011		78000	18
Southern Highlands and Shoalhaven	2011		104000	14
Southern Highlands and Shoalhaven	2011		130000	12
Southern Highlands and Shoalhaven	2011		156000	6
Southern Highlands and Shoalhaven	2011		208000	0
Southern Highlands and Shoalhaven	2011	0		74
Southern Highlands and Shoalhaven	2011	0	-1	10
Southern Highlands and Shoalhaven	2011	0	52	29
Southern Highlands and Shoalhaven	2011	0	7800	99
Southern Highlands and Shoalhaven	2011	0	15600	109
Southern Highlands and Shoalhaven	2011	0	20800	82
Southern Highlands and Shoalhaven	2011	0	26000	50
Southern Highlands and Shoalhaven	2011	0	33800	73
Southern Highlands and Shoalhaven	2011	0	41600	69
Southern Highlands and Shoalhaven	2011	0	52000	59
Southern Highlands and Shoalhaven	2011	0	65000	38
Southern Highlands and Shoalhaven	2011	0	78000	75
Southern Highlands and Shoalhaven	2011	0	104000	43
Southern Highlands and Shoalhaven	2011	0	130000	24
Southern Highlands and Shoalhaven	2011	0	156000	16
Southern Highlands and Shoalhaven	2011	0	208000	5
Southern Highlands and Shoalhaven	2011	3937		37
Southern Highlands and Shoalhaven	2011	3937	-1	5
Southern Highlands and Shoalhaven	2011	3937	52	23
Southern Highlands and Shoalhaven	2011	3937	7800	92
Southern Highlands and Shoalhaven	2011	3937	15600	146
Southern Highlands and Shoalhaven	2011	3937	20800	41
Southern Highlands and Shoalhaven	2011	3937	26000	14
Southern Highlands and Shoalhaven	2011	3937	33800	18
Southern Highlands and Shoalhaven	2011	3937	41600	12
Southern Highlands and Shoalhaven	2011	3937	52000	3
Southern Highlands and Shoalhaven	2011	3937	65000	3
Southern Highlands and Shoalhaven	2011	3937	78000	3
Southern Highlands and Shoalhaven	2011	3937	104000	0
Southern Highlands and Shoalhaven	2011	3937	130000	0
Southern Highlands and Shoalhaven	2011	3937	156000	4
Southern Highlands and Shoalhaven	2011	3937	208000	0
Southern Highlands and Shoalhaven	2011	5250		81
Southern Highlands and Shoalhaven	2011	5250	-1	21
Southern Highlands and Shoalhaven	2011	5250	52	33
Southern Highlands and Shoalhaven	2011	5250	7800	153
Southern Highlands and Shoalhaven	2011	5250	15600	279
Southern Highlands and Shoalhaven	2011	5250	20800	248
Southern Highlands and Shoalhaven	2011	5250	26000	116
Southern Highlands and Shoalhaven	2011	5250	33800	99
Southern Highlands and Shoalhaven	2011	5250	41600	76
Southern Highlands and Shoalhaven	2011	5250	52000	42
Southern Highlands and Shoalhaven	2011	5250	65000	33
Southern Highlands and Shoalhaven	2011	5250	78000	28
Southern Highlands and Shoalhaven	2011	5250	104000	5
Southern Highlands and Shoalhaven	2011	5250	130000	11
Southern Highlands and Shoalhaven	2011	5250	156000	0
Southern Highlands and Shoalhaven	2011	5250	208000	0
Southern Highlands and Shoalhaven	2011	7875		141
Southern Highlands and Shoalhaven	2011	7875	-1	22
Southern Highlands and Shoalhaven	2011	7875	52	33
Southern Highlands and Shoalhaven	2011	7875	7800	144
Southern Highlands and Shoalhaven	2011	7875	15600	266
Southern Highlands and Shoalhaven	2011	7875	20800	364
Southern Highlands and Shoalhaven	2011	7875	26000	162
Southern Highlands and Shoalhaven	2011	7875	33800	270
Southern Highlands and Shoalhaven	2011	7875	41600	188
Southern Highlands and Shoalhaven	2011	7875	52000	130
Southern Highlands and Shoalhaven	2011	7875	65000	93
Southern Highlands and Shoalhaven	2011	7875	78000	59
Southern Highlands and Shoalhaven	2011	7875	104000	31
Southern Highlands and Shoalhaven	2011	7875	130000	13
Southern Highlands and Shoalhaven	2011	7875	156000	8
Southern Highlands and Shoalhaven	2011	7875	208000	0
Southern Highlands and Shoalhaven	2011	10500		120
Southern Highlands and Shoalhaven	2011	10500	-1	14
Southern Highlands and Shoalhaven	2011	10500	52	15
Southern Highlands and Shoalhaven	2011	10500	7800	77
Southern Highlands and Shoalhaven	2011	10500	15600	130
Southern Highlands and Shoalhaven	2011	10500	20800	218
Southern Highlands and Shoalhaven	2011	10500	26000	104
Southern Highlands and Shoalhaven	2011	10500	33800	215
Southern Highlands and Shoalhaven	2011	10500	41600	192
Southern Highlands and Shoalhaven	2011	10500	52000	157
Southern Highlands and Shoalhaven	2011	10500	65000	98
Southern Highlands and Shoalhaven	2011	10500	78000	98
Southern Highlands and Shoalhaven	2011	10500	104000	34
Southern Highlands and Shoalhaven	2011	10500	130000	24
Southern Highlands and Shoalhaven	2011	10500	156000	11
Southern Highlands and Shoalhaven	2011	10500	208000	3
Southern Highlands and Shoalhaven	2011	11812		227
Southern Highlands and Shoalhaven	2011	11812	-1	18
Southern Highlands and Shoalhaven	2011	11812	52	14
Southern Highlands and Shoalhaven	2011	11812	7800	110
Southern Highlands and Shoalhaven	2011	11812	15600	155
Southern Highlands and Shoalhaven	2011	11812	20800	324
Southern Highlands and Shoalhaven	2011	11812	26000	164
Southern Highlands and Shoalhaven	2011	11812	33800	379
Southern Highlands and Shoalhaven	2011	11812	41600	325
Southern Highlands and Shoalhaven	2011	11812	52000	283
Southern Highlands and Shoalhaven	2011	11812	65000	200
Southern Highlands and Shoalhaven	2011	11812	78000	202
Southern Highlands and Shoalhaven	2011	11812	104000	76
Southern Highlands and Shoalhaven	2011	11812	130000	45
Southern Highlands and Shoalhaven	2011	11812	156000	19
Southern Highlands and Shoalhaven	2011	11812	208000	0
Southern Highlands and Shoalhaven	2011	14437		234
Southern Highlands and Shoalhaven	2011	14437	-1	11
Southern Highlands and Shoalhaven	2011	14437	52	18
Southern Highlands and Shoalhaven	2011	14437	7800	45
Southern Highlands and Shoalhaven	2011	14437	15600	85
Southern Highlands and Shoalhaven	2011	14437	20800	184
Southern Highlands and Shoalhaven	2011	14437	26000	101
Southern Highlands and Shoalhaven	2011	14437	33800	266
Southern Highlands and Shoalhaven	2011	14437	41600	278
Southern Highlands and Shoalhaven	2011	14437	52000	323
Southern Highlands and Shoalhaven	2011	14437	65000	245
Southern Highlands and Shoalhaven	2011	14437	78000	250
Southern Highlands and Shoalhaven	2011	14437	104000	135
Southern Highlands and Shoalhaven	2011	14437	130000	63
Southern Highlands and Shoalhaven	2011	14437	156000	43
Southern Highlands and Shoalhaven	2011	14437	208000	5
Southern Highlands and Shoalhaven	2011	18375		117
Southern Highlands and Shoalhaven	2011	18375	-1	13
Southern Highlands and Shoalhaven	2011	18375	52	10
Southern Highlands and Shoalhaven	2011	18375	7800	13
Southern Highlands and Shoalhaven	2011	18375	15600	27
Southern Highlands and Shoalhaven	2011	18375	20800	35
Southern Highlands and Shoalhaven	2011	18375	26000	24
Southern Highlands and Shoalhaven	2011	18375	33800	85
Southern Highlands and Shoalhaven	2011	18375	41600	114
Southern Highlands and Shoalhaven	2011	18375	52000	109
Southern Highlands and Shoalhaven	2011	18375	65000	130
Southern Highlands and Shoalhaven	2011	18375	78000	165
Southern Highlands and Shoalhaven	2011	18375	104000	100
Southern Highlands and Shoalhaven	2011	18375	130000	72
Southern Highlands and Shoalhaven	2011	18375	156000	55
Southern Highlands and Shoalhaven	2011	18375	208000	18
Southern Highlands and Shoalhaven	2011	23625		28
Southern Highlands and Shoalhaven	2011	23625	-1	0
Southern Highlands and Shoalhaven	2011	23625	52	0
Southern Highlands and Shoalhaven	2011	23625	7800	6
Southern Highlands and Shoalhaven	2011	23625	15600	0
Southern Highlands and Shoalhaven	2011	23625	20800	9
Southern Highlands and Shoalhaven	2011	23625	26000	9
Southern Highlands and Shoalhaven	2011	23625	33800	9
Southern Highlands and Shoalhaven	2011	23625	41600	21
Southern Highlands and Shoalhaven	2011	23625	52000	26
Southern Highlands and Shoalhaven	2011	23625	65000	21
Southern Highlands and Shoalhaven	2011	23625	78000	30
Southern Highlands and Shoalhaven	2011	23625	104000	21
Southern Highlands and Shoalhaven	2011	23625	130000	35
Southern Highlands and Shoalhaven	2011	23625	156000	18
Southern Highlands and Shoalhaven	2011	23625	208000	4
Southern Highlands and Shoalhaven	2011	28875		15
Southern Highlands and Shoalhaven	2011	28875	-1	0
