SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
Migratory - Offshore - Shipping (NSW)	2011	4	0	52	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	7800	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	15600	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	20800	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	26000	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	33800	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	41600	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	52000	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	78000	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	104000	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	130000	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	156000	0
Migratory - Offshore - Shipping (NSW)	2011	4	0	208000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1		0
Migratory - Offshore - Shipping (NSW)	2011	4	1	-1	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	52	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	7800	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	15600	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	20800	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	26000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	33800	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	41600	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	52000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	78000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	104000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	130000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	156000	0
Migratory - Offshore - Shipping (NSW)	2011	4	1	208000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0		0
Migratory - Offshore - Shipping (NSW)	2016	1	0	-1	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	52	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	7800	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	15600	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	20800	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	26000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	33800	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	41600	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	52000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	78000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	104000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	130000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	156000	0
Migratory - Offshore - Shipping (NSW)	2016	1	0	208000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1		0
Migratory - Offshore - Shipping (NSW)	2016	1	1	-1	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	52	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	7800	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	15600	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	20800	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	26000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	33800	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	41600	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	52000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	78000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	104000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	130000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	156000	0
Migratory - Offshore - Shipping (NSW)	2016	1	1	208000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0		0
Migratory - Offshore - Shipping (NSW)	2016	2	0	-1	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	52	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	7800	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	15600	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	20800	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	26000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	33800	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	41600	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	52000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	78000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	104000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	130000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	156000	0
Migratory - Offshore - Shipping (NSW)	2016	2	0	208000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1		0
Migratory - Offshore - Shipping (NSW)	2016	2	1	-1	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	52	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	7800	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	15600	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	20800	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	26000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	33800	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	41600	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	52000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	78000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	104000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	130000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	156000	0
Migratory - Offshore - Shipping (NSW)	2016	2	1	208000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0		0
Migratory - Offshore - Shipping (NSW)	2016	3	0	-1	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	52	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	7800	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	15600	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	20800	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	26000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	33800	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	41600	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	52000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	78000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	104000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	130000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	156000	0
Migratory - Offshore - Shipping (NSW)	2016	3	0	208000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1		0
Migratory - Offshore - Shipping (NSW)	2016	3	1	-1	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	52	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	7800	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	15600	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	20800	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	26000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	33800	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	41600	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	52000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	78000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	104000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	130000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	156000	0
Migratory - Offshore - Shipping (NSW)	2016	3	1	208000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0		0
Migratory - Offshore - Shipping (NSW)	2016	4	0	-1	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	52	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	7800	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	15600	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	20800	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	26000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	33800	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	41600	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	52000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	78000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	104000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	130000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	156000	0
Migratory - Offshore - Shipping (NSW)	2016	4	0	208000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1		0
Migratory - Offshore - Shipping (NSW)	2016	4	1	-1	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	52	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	7800	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	15600	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	20800	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	26000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	33800	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	41600	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	52000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	78000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	104000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	130000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	156000	0
Migratory - Offshore - Shipping (NSW)	2016	4	1	208000	0
No usual address (NSW)	2006	1	0		0
No usual address (NSW)	2006	1	0	-1	0
No usual address (NSW)	2006	1	0	52	0
No usual address (NSW)	2006	1	0	7800	0
No usual address (NSW)	2006	1	0	15600	0
No usual address (NSW)	2006	1	0	20800	0
No usual address (NSW)	2006	1	0	26000	0
No usual address (NSW)	2006	1	0	33800	0
No usual address (NSW)	2006	1	0	41600	0
No usual address (NSW)	2006	1	0	52000	0
No usual address (NSW)	2006	1	0	78000	0
No usual address (NSW)	2006	1	0	104000	0
No usual address (NSW)	2006	1	0	130000	0
No usual address (NSW)	2006	1	0	156000	0
No usual address (NSW)	2006	1	0	208000	0
No usual address (NSW)	2006	1	1		0
No usual address (NSW)	2006	1	1	-1	0
No usual address (NSW)	2006	1	1	52	0
No usual address (NSW)	2006	1	1	7800	0
No usual address (NSW)	2006	1	1	15600	0
No usual address (NSW)	2006	1	1	20800	0
No usual address (NSW)	2006	1	1	26000	0
No usual address (NSW)	2006	1	1	33800	0
No usual address (NSW)	2006	1	1	41600	0
No usual address (NSW)	2006	1	1	52000	0
No usual address (NSW)	2006	1	1	78000	0
No usual address (NSW)	2006	1	1	104000	0
No usual address (NSW)	2006	1	1	130000	0
No usual address (NSW)	2006	1	1	156000	0
No usual address (NSW)	2006	1	1	208000	0
No usual address (NSW)	2006	2	0		0
No usual address (NSW)	2006	2	0	-1	0
No usual address (NSW)	2006	2	0	52	0
No usual address (NSW)	2006	2	0	7800	0
No usual address (NSW)	2006	2	0	15600	0
No usual address (NSW)	2006	2	0	20800	0
No usual address (NSW)	2006	2	0	26000	0
No usual address (NSW)	2006	2	0	33800	0
No usual address (NSW)	2006	2	0	41600	0
No usual address (NSW)	2006	2	0	52000	0
No usual address (NSW)	2006	2	0	78000	0
No usual address (NSW)	2006	2	0	104000	0
No usual address (NSW)	2006	2	0	130000	0
No usual address (NSW)	2006	2	0	156000	0
No usual address (NSW)	2006	2	0	208000	0
No usual address (NSW)	2006	2	1		0
No usual address (NSW)	2006	2	1	-1	0
No usual address (NSW)	2006	2	1	52	0
No usual address (NSW)	2006	2	1	7800	0
No usual address (NSW)	2006	2	1	15600	0
No usual address (NSW)	2006	2	1	20800	0
No usual address (NSW)	2006	2	1	26000	0
No usual address (NSW)	2006	2	1	33800	0
No usual address (NSW)	2006	2	1	41600	0
No usual address (NSW)	2006	2	1	52000	0
No usual address (NSW)	2006	2	1	78000	0
No usual address (NSW)	2006	2	1	104000	0
No usual address (NSW)	2006	2	1	130000	0
No usual address (NSW)	2006	2	1	156000	0
No usual address (NSW)	2006	2	1	208000	0
No usual address (NSW)	2006	3	0		0
No usual address (NSW)	2006	3	0	-1	0
No usual address (NSW)	2006	3	0	52	0
No usual address (NSW)	2006	3	0	7800	0
No usual address (NSW)	2006	3	0	15600	0
No usual address (NSW)	2006	3	0	20800	0
No usual address (NSW)	2006	3	0	26000	0
No usual address (NSW)	2006	3	0	33800	0
No usual address (NSW)	2006	3	0	41600	0
No usual address (NSW)	2006	3	0	52000	0
No usual address (NSW)	2006	3	0	78000	0
No usual address (NSW)	2006	3	0	104000	0
No usual address (NSW)	2006	3	0	130000	0
No usual address (NSW)	2006	3	0	156000	0
No usual address (NSW)	2006	3	0	208000	0
No usual address (NSW)	2006	3	1		0
No usual address (NSW)	2006	3	1	-1	0
No usual address (NSW)	2006	3	1	52	0
No usual address (NSW)	2006	3	1	7800	0
No usual address (NSW)	2006	3	1	15600	0
No usual address (NSW)	2006	3	1	20800	0
No usual address (NSW)	2006	3	1	26000	0
No usual address (NSW)	2006	3	1	33800	0
No usual address (NSW)	2006	3	1	41600	0
No usual address (NSW)	2006	3	1	52000	0
No usual address (NSW)	2006	3	1	78000	0
No usual address (NSW)	2006	3	1	104000	0
No usual address (NSW)	2006	3	1	130000	0
No usual address (NSW)	2006	3	1	156000	0
No usual address (NSW)	2006	3	1	208000	0
No usual address (NSW)	2006	4	0		0
No usual address (NSW)	2006	4	0	-1	0
No usual address (NSW)	2006	4	0	52	0
No usual address (NSW)	2006	4	0	7800	0
No usual address (NSW)	2006	4	0	15600	0
No usual address (NSW)	2006	4	0	20800	0
No usual address (NSW)	2006	4	0	26000	0
No usual address (NSW)	2006	4	0	33800	0
No usual address (NSW)	2006	4	0	41600	0
No usual address (NSW)	2006	4	0	52000	0
No usual address (NSW)	2006	4	0	78000	0
No usual address (NSW)	2006	4	0	104000	0
No usual address (NSW)	2006	4	0	130000	0
No usual address (NSW)	2006	4	0	156000	0
No usual address (NSW)	2006	4	0	208000	0
No usual address (NSW)	2006	4	1		0
No usual address (NSW)	2006	4	1	-1	0
No usual address (NSW)	2006	4	1	52	0
No usual address (NSW)	2006	4	1	7800	0
No usual address (NSW)	2006	4	1	15600	0
No usual address (NSW)	2006	4	1	20800	0
No usual address (NSW)	2006	4	1	26000	0
No usual address (NSW)	2006	4	1	33800	0
No usual address (NSW)	2006	4	1	41600	0
No usual address (NSW)	2006	4	1	52000	0
No usual address (NSW)	2006	4	1	78000	0
No usual address (NSW)	2006	4	1	104000	0
No usual address (NSW)	2006	4	1	130000	0
No usual address (NSW)	2006	4	1	156000	0
No usual address (NSW)	2006	4	1	208000	0
No usual address (NSW)	2011	1	0		0
No usual address (NSW)	2011	1	0	-1	0
No usual address (NSW)	2011	1	0	52	0
No usual address (NSW)	2011	1	0	7800	0
No usual address (NSW)	2011	1	0	15600	0
No usual address (NSW)	2011	1	0	20800	0
No usual address (NSW)	2011	1	0	26000	0
No usual address (NSW)	2011	1	0	33800	0
No usual address (NSW)	2011	1	0	41600	0
No usual address (NSW)	2011	1	0	52000	0
No usual address (NSW)	2011	1	0	78000	0
No usual address (NSW)	2011	1	0	104000	0
No usual address (NSW)	2011	1	0	130000	0
No usual address (NSW)	2011	1	0	156000	0
No usual address (NSW)	2011	1	0	208000	0
No usual address (NSW)	2011	1	1		0
No usual address (NSW)	2011	1	1	-1	0
No usual address (NSW)	2011	1	1	52	0
No usual address (NSW)	2011	1	1	7800	0
No usual address (NSW)	2011	1	1	15600	0
No usual address (NSW)	2011	1	1	20800	0
No usual address (NSW)	2011	1	1	26000	0
No usual address (NSW)	2011	1	1	33800	0
No usual address (NSW)	2011	1	1	41600	0
No usual address (NSW)	2011	1	1	52000	0
No usual address (NSW)	2011	1	1	78000	0
No usual address (NSW)	2011	1	1	104000	0
No usual address (NSW)	2011	1	1	130000	0
No usual address (NSW)	2011	1	1	156000	0
No usual address (NSW)	2011	1	1	208000	0
No usual address (NSW)	2011	2	0		0
No usual address (NSW)	2011	2	0	-1	0
No usual address (NSW)	2011	2	0	52	0
No usual address (NSW)	2011	2	0	7800	0
No usual address (NSW)	2011	2	0	15600	0
No usual address (NSW)	2011	2	0	20800	0
No usual address (NSW)	2011	2	0	26000	0
No usual address (NSW)	2011	2	0	33800	0
No usual address (NSW)	2011	2	0	41600	0
No usual address (NSW)	2011	2	0	52000	0
No usual address (NSW)	2011	2	0	78000	0
No usual address (NSW)	2011	2	0	104000	0
No usual address (NSW)	2011	2	0	130000	0
No usual address (NSW)	2011	2	0	156000	0
No usual address (NSW)	2011	2	0	208000	0
No usual address (NSW)	2011	2	1		0
No usual address (NSW)	2011	2	1	-1	0
No usual address (NSW)	2011	2	1	52	0
No usual address (NSW)	2011	2	1	7800	0
No usual address (NSW)	2011	2	1	15600	0
No usual address (NSW)	2011	2	1	20800	0
No usual address (NSW)	2011	2	1	26000	0
No usual address (NSW)	2011	2	1	33800	0
No usual address (NSW)	2011	2	1	41600	0
No usual address (NSW)	2011	2	1	52000	0
No usual address (NSW)	2011	2	1	78000	0
No usual address (NSW)	2011	2	1	104000	0
No usual address (NSW)	2011	2	1	130000	0
No usual address (NSW)	2011	2	1	156000	0
No usual address (NSW)	2011	2	1	208000	0
No usual address (NSW)	2011	3	0		0
No usual address (NSW)	2011	3	0	-1	0
No usual address (NSW)	2011	3	0	52	0
No usual address (NSW)	2011	3	0	7800	0
No usual address (NSW)	2011	3	0	15600	0
No usual address (NSW)	2011	3	0	20800	0
No usual address (NSW)	2011	3	0	26000	0
No usual address (NSW)	2011	3	0	33800	0
No usual address (NSW)	2011	3	0	41600	0
No usual address (NSW)	2011	3	0	52000	0
No usual address (NSW)	2011	3	0	78000	0
No usual address (NSW)	2011	3	0	104000	0
No usual address (NSW)	2011	3	0	130000	0
No usual address (NSW)	2011	3	0	156000	0
No usual address (NSW)	2011	3	0	208000	0
No usual address (NSW)	2011	3	1		0
No usual address (NSW)	2011	3	1	-1	0
No usual address (NSW)	2011	3	1	52	0
No usual address (NSW)	2011	3	1	7800	0
No usual address (NSW)	2011	3	1	15600	0
No usual address (NSW)	2011	3	1	20800	0
No usual address (NSW)	2011	3	1	26000	0
No usual address (NSW)	2011	3	1	33800	0
No usual address (NSW)	2011	3	1	41600	0
No usual address (NSW)	2011	3	1	52000	0
No usual address (NSW)	2011	3	1	78000	0
No usual address (NSW)	2011	3	1	104000	0
No usual address (NSW)	2011	3	1	130000	0
No usual address (NSW)	2011	3	1	156000	0
No usual address (NSW)	2011	3	1	208000	0
No usual address (NSW)	2011	4	0		0
No usual address (NSW)	2011	4	0	-1	0
No usual address (NSW)	2011	4	0	52	0
No usual address (NSW)	2011	4	0	7800	0
No usual address (NSW)	2011	4	0	15600	0
No usual address (NSW)	2011	4	0	20800	0
No usual address (NSW)	2011	4	0	26000	0
No usual address (NSW)	2011	4	0	33800	0
No usual address (NSW)	2011	4	0	41600	0
No usual address (NSW)	2011	4	0	52000	0
No usual address (NSW)	2011	4	0	78000	0
No usual address (NSW)	2011	4	0	104000	0
No usual address (NSW)	2011	4	0	130000	0
No usual address (NSW)	2011	4	0	156000	0
No usual address (NSW)	2011	4	0	208000	0
No usual address (NSW)	2011	4	1		0
No usual address (NSW)	2011	4	1	-1	0
No usual address (NSW)	2011	4	1	52	0
No usual address (NSW)	2011	4	1	7800	0
No usual address (NSW)	2011	4	1	15600	0
No usual address (NSW)	2011	4	1	20800	0
No usual address (NSW)	2011	4	1	26000	0
No usual address (NSW)	2011	4	1	33800	0
No usual address (NSW)	2011	4	1	41600	0
No usual address (NSW)	2011	4	1	52000	0
No usual address (NSW)	2011	4	1	78000	0
No usual address (NSW)	2011	4	1	104000	0
No usual address (NSW)	2011	4	1	130000	0
No usual address (NSW)	2011	4	1	156000	0
No usual address (NSW)	2011	4	1	208000	0
No usual address (NSW)	2016	1	0		0
No usual address (NSW)	2016	1	0	-1	0
No usual address (NSW)	2016	1	0	52	0
No usual address (NSW)	2016	1	0	7800	0
No usual address (NSW)	2016	1	0	15600	0
No usual address (NSW)	2016	1	0	20800	0
No usual address (NSW)	2016	1	0	26000	0
No usual address (NSW)	2016	1	0	33800	0
No usual address (NSW)	2016	1	0	41600	0
No usual address (NSW)	2016	1	0	52000	0
No usual address (NSW)	2016	1	0	78000	0
No usual address (NSW)	2016	1	0	104000	0
No usual address (NSW)	2016	1	0	130000	0
No usual address (NSW)	2016	1	0	156000	0
No usual address (NSW)	2016	1	0	208000	0
No usual address (NSW)	2016	1	1		0
No usual address (NSW)	2016	1	1	-1	0
No usual address (NSW)	2016	1	1	52	0
No usual address (NSW)	2016	1	1	7800	0
No usual address (NSW)	2016	1	1	15600	0
No usual address (NSW)	2016	1	1	20800	0
No usual address (NSW)	2016	1	1	26000	0
No usual address (NSW)	2016	1	1	33800	0
No usual address (NSW)	2016	1	1	41600	0
No usual address (NSW)	2016	1	1	52000	0
No usual address (NSW)	2016	1	1	78000	0
No usual address (NSW)	2016	1	1	104000	0
No usual address (NSW)	2016	1	1	130000	0
No usual address (NSW)	2016	1	1	156000	0
No usual address (NSW)	2016	1	1	208000	0
No usual address (NSW)	2016	2	0		0
No usual address (NSW)	2016	2	0	-1	0
No usual address (NSW)	2016	2	0	52	0
No usual address (NSW)	2016	2	0	7800	0
No usual address (NSW)	2016	2	0	15600	0
No usual address (NSW)	2016	2	0	20800	0
No usual address (NSW)	2016	2	0	26000	0
No usual address (NSW)	2016	2	0	33800	0
No usual address (NSW)	2016	2	0	41600	0
No usual address (NSW)	2016	2	0	52000	0
No usual address (NSW)	2016	2	0	78000	0
No usual address (NSW)	2016	2	0	104000	0
No usual address (NSW)	2016	2	0	130000	0
No usual address (NSW)	2016	2	0	156000	0
No usual address (NSW)	2016	2	0	208000	0
No usual address (NSW)	2016	2	1		0
No usual address (NSW)	2016	2	1	-1	0
No usual address (NSW)	2016	2	1	52	0
No usual address (NSW)	2016	2	1	7800	0
No usual address (NSW)	2016	2	1	15600	0
No usual address (NSW)	2016	2	1	20800	0
No usual address (NSW)	2016	2	1	26000	0
No usual address (NSW)	2016	2	1	33800	0
No usual address (NSW)	2016	2	1	41600	0
No usual address (NSW)	2016	2	1	52000	0
No usual address (NSW)	2016	2	1	78000	0
No usual address (NSW)	2016	2	1	104000	0
No usual address (NSW)	2016	2	1	130000	0
No usual address (NSW)	2016	2	1	156000	0
No usual address (NSW)	2016	2	1	208000	0
No usual address (NSW)	2016	3	0		0
No usual address (NSW)	2016	3	0	-1	0
No usual address (NSW)	2016	3	0	52	0
No usual address (NSW)	2016	3	0	7800	0
No usual address (NSW)	2016	3	0	15600	0
No usual address (NSW)	2016	3	0	20800	0
No usual address (NSW)	2016	3	0	26000	0
No usual address (NSW)	2016	3	0	33800	0
No usual address (NSW)	2016	3	0	41600	0
No usual address (NSW)	2016	3	0	52000	0
No usual address (NSW)	2016	3	0	78000	0
No usual address (NSW)	2016	3	0	104000	0
No usual address (NSW)	2016	3	0	130000	0
No usual address (NSW)	2016	3	0	156000	0
No usual address (NSW)	2016	3	0	208000	0
No usual address (NSW)	2016	3	1		0
No usual address (NSW)	2016	3	1	-1	0
No usual address (NSW)	2016	3	1	52	0
No usual address (NSW)	2016	3	1	7800	0
No usual address (NSW)	2016	3	1	15600	0
No usual address (NSW)	2016	3	1	20800	0
No usual address (NSW)	2016	3	1	26000	0
No usual address (NSW)	2016	3	1	33800	0
No usual address (NSW)	2016	3	1	41600	0
No usual address (NSW)	2016	3	1	52000	0
No usual address (NSW)	2016	3	1	78000	0
No usual address (NSW)	2016	3	1	104000	0
No usual address (NSW)	2016	3	1	130000	0
No usual address (NSW)	2016	3	1	156000	0
No usual address (NSW)	2016	3	1	208000	0
No usual address (NSW)	2016	4	0		0
No usual address (NSW)	2016	4	0	-1	0
No usual address (NSW)	2016	4	0	52	0
No usual address (NSW)	2016	4	0	7800	0
No usual address (NSW)	2016	4	0	15600	0
No usual address (NSW)	2016	4	0	20800	0
No usual address (NSW)	2016	4	0	26000	0
No usual address (NSW)	2016	4	0	33800	0
No usual address (NSW)	2016	4	0	41600	0
No usual address (NSW)	2016	4	0	52000	0
No usual address (NSW)	2016	4	0	78000	0
No usual address (NSW)	2016	4	0	104000	0
No usual address (NSW)	2016	4	0	130000	0
No usual address (NSW)	2016	4	0	156000	0
No usual address (NSW)	2016	4	0	208000	0
No usual address (NSW)	2016	4	1		0
No usual address (NSW)	2016	4	1	-1	0
No usual address (NSW)	2016	4	1	52	0
No usual address (NSW)	2016	4	1	7800	0
No usual address (NSW)	2016	4	1	15600	0
No usual address (NSW)	2016	4	1	20800	0
No usual address (NSW)	2016	4	1	26000	0
No usual address (NSW)	2016	4	1	33800	0
No usual address (NSW)	2016	4	1	41600	0
No usual address (NSW)	2016	4	1	52000	0
No usual address (NSW)	2016	4	1	78000	0
No usual address (NSW)	2016	4	1	104000	0
No usual address (NSW)	2016	4	1	130000	0
No usual address (NSW)	2016	4	1	156000	0
No usual address (NSW)	2016	4	1	208000	0
Ballarat	2006	1	0		350
Ballarat	2006	1	0	-1	26
Ballarat	2006	1	0	52	46
Ballarat	2006	1	0	7800	259
Ballarat	2006	1	0	15600	542
Ballarat	2006	1	0	20800	149
Ballarat	2006	1	0	26000	731
Ballarat	2006	1	0	33800	347
Ballarat	2006	1	0	41600	309
Ballarat	2006	1	0	52000	487
Ballarat	2006	1	0	78000	86
Ballarat	2006	1	0	104000	12
Ballarat	2006	1	0	130000	21
Ballarat	2006	1	0	156000	4
Ballarat	2006	1	0	208000	4
Ballarat	2006	1	1		652
Ballarat	2006	1	1	-1	13
Ballarat	2006	1	1	52	18
Ballarat	2006	1	1	7800	33
Ballarat	2006	1	1	15600	26
Ballarat	2006	1	1	20800	149
Ballarat	2006	1	1	26000	397
Ballarat	2006	1	1	33800	357
Ballarat	2006	1	1	41600	513
Ballarat	2006	1	1	52000	1386
Ballarat	2006	1	1	78000	828
Ballarat	2006	1	1	104000	397
Ballarat	2006	1	1	130000	208
Ballarat	2006	1	1	156000	153
Ballarat	2006	1	1	208000	35
Ballarat	2006	2	0		243
Ballarat	2006	2	0	-1	11
Ballarat	2006	2	0	52	17
Ballarat	2006	2	0	7800	95
Ballarat	2006	2	0	15600	276
Ballarat	2006	2	0	20800	26
Ballarat	2006	2	0	26000	487
Ballarat	2006	2	0	33800	190
Ballarat	2006	2	0	41600	145
Ballarat	2006	2	0	52000	181
Ballarat	2006	2	0	78000	54
Ballarat	2006	2	0	104000	20
Ballarat	2006	2	0	130000	8
Ballarat	2006	2	0	156000	0
Ballarat	2006	2	0	208000	0
Ballarat	2006	2	1		811
Ballarat	2006	2	1	-1	16
Ballarat	2006	2	1	52	27
Ballarat	2006	2	1	7800	17
Ballarat	2006	2	1	15600	37
Ballarat	2006	2	1	20800	86
Ballarat	2006	2	1	26000	323
Ballarat	2006	2	1	33800	328
Ballarat	2006	2	1	41600	508
Ballarat	2006	2	1	52000	1732
Ballarat	2006	2	1	78000	955
Ballarat	2006	2	1	104000	480
Ballarat	2006	2	1	130000	303
Ballarat	2006	2	1	156000	162
Ballarat	2006	2	1	208000	50
Ballarat	2006	3	0		91
Ballarat	2006	3	0	-1	4
Ballarat	2006	3	0	52	4
Ballarat	2006	3	0	7800	26
Ballarat	2006	3	0	15600	86
Ballarat	2006	3	0	20800	9
Ballarat	2006	3	0	26000	207
Ballarat	2006	3	0	33800	89
Ballarat	2006	3	0	41600	49
Ballarat	2006	3	0	52000	69
Ballarat	2006	3	0	78000	25
Ballarat	2006	3	0	104000	7
Ballarat	2006	3	0	130000	4
Ballarat	2006	3	0	156000	0
Ballarat	2006	3	0	208000	0
Ballarat	2006	3	1		496
Ballarat	2006	3	1	-1	6
Ballarat	2006	3	1	52	14
Ballarat	2006	3	1	7800	9
Ballarat	2006	3	1	15600	22
