SA4_NAME16	Year	Children	CoupleFamily	TotalFamilyIncome.min	families_with_children
No usual address (WA)	2011	4	0	26000	0
No usual address (WA)	2011	4	0	33800	0
No usual address (WA)	2011	4	0	41600	0
No usual address (WA)	2011	4	0	52000	0
No usual address (WA)	2011	4	0	78000	0
No usual address (WA)	2011	4	0	104000	0
No usual address (WA)	2011	4	0	130000	0
No usual address (WA)	2011	4	0	156000	0
No usual address (WA)	2011	4	0	208000	0
No usual address (WA)	2011	4	1		0
No usual address (WA)	2011	4	1	-1	0
No usual address (WA)	2011	4	1	52	0
No usual address (WA)	2011	4	1	7800	0
No usual address (WA)	2011	4	1	15600	0
No usual address (WA)	2011	4	1	20800	0
No usual address (WA)	2011	4	1	26000	0
No usual address (WA)	2011	4	1	33800	0
No usual address (WA)	2011	4	1	41600	0
No usual address (WA)	2011	4	1	52000	0
No usual address (WA)	2011	4	1	78000	0
No usual address (WA)	2011	4	1	104000	0
No usual address (WA)	2011	4	1	130000	0
No usual address (WA)	2011	4	1	156000	0
No usual address (WA)	2011	4	1	208000	0
No usual address (WA)	2016	1	0		0
No usual address (WA)	2016	1	0	-1	0
No usual address (WA)	2016	1	0	52	0
No usual address (WA)	2016	1	0	7800	0
No usual address (WA)	2016	1	0	15600	0
No usual address (WA)	2016	1	0	20800	0
No usual address (WA)	2016	1	0	26000	0
No usual address (WA)	2016	1	0	33800	0
No usual address (WA)	2016	1	0	41600	0
No usual address (WA)	2016	1	0	52000	0
No usual address (WA)	2016	1	0	78000	0
No usual address (WA)	2016	1	0	104000	0
No usual address (WA)	2016	1	0	130000	0
No usual address (WA)	2016	1	0	156000	0
No usual address (WA)	2016	1	0	208000	0
No usual address (WA)	2016	1	1		0
No usual address (WA)	2016	1	1	-1	0
No usual address (WA)	2016	1	1	52	0
No usual address (WA)	2016	1	1	7800	0
No usual address (WA)	2016	1	1	15600	0
No usual address (WA)	2016	1	1	20800	0
No usual address (WA)	2016	1	1	26000	0
No usual address (WA)	2016	1	1	33800	0
No usual address (WA)	2016	1	1	41600	0
No usual address (WA)	2016	1	1	52000	0
No usual address (WA)	2016	1	1	78000	0
No usual address (WA)	2016	1	1	104000	0
No usual address (WA)	2016	1	1	130000	0
No usual address (WA)	2016	1	1	156000	0
No usual address (WA)	2016	1	1	208000	0
No usual address (WA)	2016	2	0		0
No usual address (WA)	2016	2	0	-1	0
No usual address (WA)	2016	2	0	52	0
No usual address (WA)	2016	2	0	7800	0
No usual address (WA)	2016	2	0	15600	0
No usual address (WA)	2016	2	0	20800	0
No usual address (WA)	2016	2	0	26000	0
No usual address (WA)	2016	2	0	33800	0
No usual address (WA)	2016	2	0	41600	0
No usual address (WA)	2016	2	0	52000	0
No usual address (WA)	2016	2	0	78000	0
No usual address (WA)	2016	2	0	104000	0
No usual address (WA)	2016	2	0	130000	0
No usual address (WA)	2016	2	0	156000	0
No usual address (WA)	2016	2	0	208000	0
No usual address (WA)	2016	2	1		0
No usual address (WA)	2016	2	1	-1	0
No usual address (WA)	2016	2	1	52	0
No usual address (WA)	2016	2	1	7800	0
No usual address (WA)	2016	2	1	15600	0
No usual address (WA)	2016	2	1	20800	0
No usual address (WA)	2016	2	1	26000	0
No usual address (WA)	2016	2	1	33800	0
No usual address (WA)	2016	2	1	41600	0
No usual address (WA)	2016	2	1	52000	0
No usual address (WA)	2016	2	1	78000	0
No usual address (WA)	2016	2	1	104000	0
No usual address (WA)	2016	2	1	130000	0
No usual address (WA)	2016	2	1	156000	0
No usual address (WA)	2016	2	1	208000	0
No usual address (WA)	2016	3	0		0
No usual address (WA)	2016	3	0	-1	0
No usual address (WA)	2016	3	0	52	0
No usual address (WA)	2016	3	0	7800	0
No usual address (WA)	2016	3	0	15600	0
No usual address (WA)	2016	3	0	20800	0
No usual address (WA)	2016	3	0	26000	0
No usual address (WA)	2016	3	0	33800	0
No usual address (WA)	2016	3	0	41600	0
No usual address (WA)	2016	3	0	52000	0
No usual address (WA)	2016	3	0	78000	0
No usual address (WA)	2016	3	0	104000	0
No usual address (WA)	2016	3	0	130000	0
No usual address (WA)	2016	3	0	156000	0
No usual address (WA)	2016	3	0	208000	0
No usual address (WA)	2016	3	1		0
No usual address (WA)	2016	3	1	-1	0
No usual address (WA)	2016	3	1	52	0
No usual address (WA)	2016	3	1	7800	0
No usual address (WA)	2016	3	1	15600	0
No usual address (WA)	2016	3	1	20800	0
No usual address (WA)	2016	3	1	26000	0
No usual address (WA)	2016	3	1	33800	0
No usual address (WA)	2016	3	1	41600	0
No usual address (WA)	2016	3	1	52000	0
No usual address (WA)	2016	3	1	78000	0
No usual address (WA)	2016	3	1	104000	0
No usual address (WA)	2016	3	1	130000	0
No usual address (WA)	2016	3	1	156000	0
No usual address (WA)	2016	3	1	208000	0
No usual address (WA)	2016	4	0		0
No usual address (WA)	2016	4	0	-1	0
No usual address (WA)	2016	4	0	52	0
No usual address (WA)	2016	4	0	7800	0
No usual address (WA)	2016	4	0	15600	0
No usual address (WA)	2016	4	0	20800	0
No usual address (WA)	2016	4	0	26000	0
No usual address (WA)	2016	4	0	33800	0
No usual address (WA)	2016	4	0	41600	0
No usual address (WA)	2016	4	0	52000	0
No usual address (WA)	2016	4	0	78000	0
No usual address (WA)	2016	4	0	104000	0
No usual address (WA)	2016	4	0	130000	0
No usual address (WA)	2016	4	0	156000	0
No usual address (WA)	2016	4	0	208000	0
No usual address (WA)	2016	4	1		0
No usual address (WA)	2016	4	1	-1	0
No usual address (WA)	2016	4	1	52	0
No usual address (WA)	2016	4	1	7800	0
No usual address (WA)	2016	4	1	15600	0
No usual address (WA)	2016	4	1	20800	0
No usual address (WA)	2016	4	1	26000	0
No usual address (WA)	2016	4	1	33800	0
No usual address (WA)	2016	4	1	41600	0
No usual address (WA)	2016	4	1	52000	0
No usual address (WA)	2016	4	1	78000	0
No usual address (WA)	2016	4	1	104000	0
No usual address (WA)	2016	4	1	130000	0
No usual address (WA)	2016	4	1	156000	0
No usual address (WA)	2016	4	1	208000	0
Hobart	2006	1	0		584
Hobart	2006	1	0	-1	37
Hobart	2006	1	0	52	73
Hobart	2006	1	0	7800	341
Hobart	2006	1	0	15600	814
Hobart	2006	1	0	20800	214
Hobart	2006	1	0	26000	1144
Hobart	2006	1	0	33800	546
Hobart	2006	1	0	41600	523
Hobart	2006	1	0	52000	973
Hobart	2006	1	0	78000	220
Hobart	2006	1	0	104000	69
Hobart	2006	1	0	130000	46
Hobart	2006	1	0	156000	12
Hobart	2006	1	0	208000	3
Hobart	2006	1	1		1140
Hobart	2006	1	1	-1	25
Hobart	2006	1	1	52	21
Hobart	2006	1	1	7800	39
Hobart	2006	1	1	15600	45
Hobart	2006	1	1	20800	166
Hobart	2006	1	1	26000	470
Hobart	2006	1	1	33800	480
Hobart	2006	1	1	41600	653
Hobart	2006	1	1	52000	2126
Hobart	2006	1	1	78000	1420
Hobart	2006	1	1	104000	877
Hobart	2006	1	1	130000	491
Hobart	2006	1	1	156000	306
Hobart	2006	1	1	208000	114
Hobart	2006	2	0		375
Hobart	2006	2	0	-1	14
Hobart	2006	2	0	52	18
Hobart	2006	2	0	7800	162
Hobart	2006	2	0	15600	422
Hobart	2006	2	0	20800	36
Hobart	2006	2	0	26000	667
Hobart	2006	2	0	33800	330
Hobart	2006	2	0	41600	262
Hobart	2006	2	0	52000	408
Hobart	2006	2	0	78000	107
Hobart	2006	2	0	104000	42
Hobart	2006	2	0	130000	31
Hobart	2006	2	0	156000	5
Hobart	2006	2	0	208000	0
Hobart	2006	2	1		1333
Hobart	2006	2	1	-1	12
Hobart	2006	2	1	52	29
Hobart	2006	2	1	7800	35
Hobart	2006	2	1	15600	39
Hobart	2006	2	1	20800	104
Hobart	2006	2	1	26000	393
Hobart	2006	2	1	33800	362
Hobart	2006	2	1	41600	660
Hobart	2006	2	1	52000	2410
Hobart	2006	2	1	78000	1750
Hobart	2006	2	1	104000	1074
Hobart	2006	2	1	130000	627
Hobart	2006	2	1	156000	471
Hobart	2006	2	1	208000	145
Hobart	2006	3	0		182
Hobart	2006	3	0	-1	5
Hobart	2006	3	0	52	10
Hobart	2006	3	0	7800	36
Hobart	2006	3	0	15600	85
Hobart	2006	3	0	20800	14
Hobart	2006	3	0	26000	241
Hobart	2006	3	0	33800	96
Hobart	2006	3	0	41600	73
Hobart	2006	3	0	52000	116
Hobart	2006	3	0	78000	37
Hobart	2006	3	0	104000	14
Hobart	2006	3	0	130000	17
Hobart	2006	3	0	156000	3
Hobart	2006	3	0	208000	0
Hobart	2006	3	1		614
Hobart	2006	3	1	-1	12
Hobart	2006	3	1	52	8
Hobart	2006	3	1	7800	10
Hobart	2006	3	1	15600	6
Hobart	2006	3	1	20800	36
Hobart	2006	3	1	26000	147
Hobart	2006	3	1	33800	132
Hobart	2006	3	1	41600	243
Hobart	2006	3	1	52000	928
Hobart	2006	3	1	78000	555
Hobart	2006	3	1	104000	305
Hobart	2006	3	1	130000	208
Hobart	2006	3	1	156000	185
Hobart	2006	3	1	208000	53
Hobart	2006	4	0		98
Hobart	2006	4	0	-1	0
Hobart	2006	4	0	52	0
Hobart	2006	4	0	7800	18
Hobart	2006	4	0	15600	30
Hobart	2006	4	0	20800	11
Hobart	2006	4	0	26000	100
Hobart	2006	4	0	33800	45
Hobart	2006	4	0	41600	32
Hobart	2006	4	0	52000	40
Hobart	2006	4	0	78000	14
Hobart	2006	4	0	104000	0
Hobart	2006	4	0	130000	3
Hobart	2006	4	0	156000	0
Hobart	2006	4	0	208000	0
Hobart	2006	4	1		314
Hobart	2006	4	1	-1	4
Hobart	2006	4	1	52	3
Hobart	2006	4	1	7800	3
Hobart	2006	4	1	15600	7
Hobart	2006	4	1	20800	35
Hobart	2006	4	1	26000	76
Hobart	2006	4	1	33800	70
Hobart	2006	4	1	41600	92
Hobart	2006	4	1	52000	317
Hobart	2006	4	1	78000	133
Hobart	2006	4	1	104000	97
Hobart	2006	4	1	130000	50
Hobart	2006	4	1	156000	39
Hobart	2006	4	1	208000	27
Hobart	2011	1	0		589
Hobart	2011	1	0	-1	57
Hobart	2011	1	0	52	63
Hobart	2011	1	0	7800	240
Hobart	2011	1	0	15600	455
Hobart	2011	1	0	20800	771
Hobart	2011	1	0	26000	317
Hobart	2011	1	0	33800	826
Hobart	2011	1	0	41600	667
Hobart	2011	1	0	52000	1111
Hobart	2011	1	0	78000	477
Hobart	2011	1	0	104000	187
Hobart	2011	1	0	130000	116
Hobart	2011	1	0	156000	35
Hobart	2011	1	0	208000	9
Hobart	2011	1	1		1087
Hobart	2011	1	1	-1	19
Hobart	2011	1	1	52	10
Hobart	2011	1	1	7800	40
Hobart	2011	1	1	15600	40
Hobart	2011	1	1	20800	56
Hobart	2011	1	1	26000	281
Hobart	2011	1	1	33800	364
Hobart	2011	1	1	41600	530
Hobart	2011	1	1	52000	1696
Hobart	2011	1	1	78000	1439
Hobart	2011	1	1	104000	1351
Hobart	2011	1	1	130000	789
Hobart	2011	1	1	156000	825
Hobart	2011	1	1	208000	280
Hobart	2011	2	0		398
Hobart	2011	2	0	-1	27
Hobart	2011	2	0	52	26
Hobart	2011	2	0	7800	111
Hobart	2011	2	0	15600	205
Hobart	2011	2	0	20800	527
Hobart	2011	2	0	26000	102
Hobart	2011	2	0	33800	417
Hobart	2011	2	0	41600	333
Hobart	2011	2	0	52000	478
Hobart	2011	2	0	78000	264
Hobart	2011	2	0	104000	91
Hobart	2011	2	0	130000	70
Hobart	2011	2	0	156000	26
Hobart	2011	2	0	208000	0
Hobart	2011	2	1		1210
Hobart	2011	2	1	-1	19
Hobart	2011	2	1	52	18
Hobart	2011	2	1	7800	26
Hobart	2011	2	1	15600	28
Hobart	2011	2	1	20800	45
Hobart	2011	2	1	26000	194
Hobart	2011	2	1	33800	258
Hobart	2011	2	1	41600	459
Hobart	2011	2	1	52000	1548
Hobart	2011	2	1	78000	1696
Hobart	2011	2	1	104000	1472
Hobart	2011	2	1	130000	998
Hobart	2011	2	1	156000	1165
Hobart	2011	2	1	208000	396
Hobart	2011	3	0		153
Hobart	2011	3	0	-1	8
Hobart	2011	3	0	52	8
Hobart	2011	3	0	7800	38
Hobart	2011	3	0	15600	63
Hobart	2011	3	0	20800	194
Hobart	2011	3	0	26000	29
Hobart	2011	3	0	33800	194
Hobart	2011	3	0	41600	87
Hobart	2011	3	0	52000	136
Hobart	2011	3	0	78000	60
Hobart	2011	3	0	104000	16
Hobart	2011	3	0	130000	24
Hobart	2011	3	0	156000	3
Hobart	2011	3	0	208000	0
Hobart	2011	3	1		525
Hobart	2011	3	1	-1	16
Hobart	2011	3	1	52	3
Hobart	2011	3	1	7800	12
Hobart	2011	3	1	15600	12
Hobart	2011	3	1	20800	19
Hobart	2011	3	1	26000	95
Hobart	2011	3	1	33800	92
Hobart	2011	3	1	41600	183
Hobart	2011	3	1	52000	631
Hobart	2011	3	1	78000	536
Hobart	2011	3	1	104000	480
Hobart	2011	3	1	130000	346
Hobart	2011	3	1	156000	334
Hobart	2011	3	1	208000	152
Hobart	2011	4	0		101
Hobart	2011	4	0	-1	3
Hobart	2011	4	0	52	3
Hobart	2011	4	0	7800	14
Hobart	2011	4	0	15600	24
Hobart	2011	4	0	20800	42
Hobart	2011	4	0	26000	18
Hobart	2011	4	0	33800	99
Hobart	2011	4	0	41600	40
Hobart	2011	4	0	52000	48
Hobart	2011	4	0	78000	13
Hobart	2011	4	0	104000	4
Hobart	2011	4	0	130000	9
Hobart	2011	4	0	156000	0
Hobart	2011	4	0	208000	0
Hobart	2011	4	1		231
Hobart	2011	4	1	-1	3
Hobart	2011	4	1	52	0
Hobart	2011	4	1	7800	7
Hobart	2011	4	1	15600	5
Hobart	2011	4	1	20800	15
Hobart	2011	4	1	26000	56
Hobart	2011	4	1	33800	59
Hobart	2011	4	1	41600	92
Hobart	2011	4	1	52000	238
Hobart	2011	4	1	78000	185
Hobart	2011	4	1	104000	124
Hobart	2011	4	1	130000	107
Hobart	2011	4	1	156000	93
Hobart	2011	4	1	208000	52
Hobart	2016	1	0		548
Hobart	2016	1	0	-1	45
Hobart	2016	1	0	52	43
Hobart	2016	1	0	7800	176
Hobart	2016	1	0	15600	232
Hobart	2016	1	0	20800	436
Hobart	2016	1	0	26000	622
Hobart	2016	1	0	33800	663
Hobart	2016	1	0	41600	739
Hobart	2016	1	0	52000	1330
Hobart	2016	1	0	78000	644
Hobart	2016	1	0	104000	335
Hobart	2016	1	0	130000	112
Hobart	2016	1	0	156000	81
Hobart	2016	1	0	208000	41
Hobart	2016	1	1		1033
Hobart	2016	1	1	-1	29
Hobart	2016	1	1	52	10
Hobart	2016	1	1	7800	35
Hobart	2016	1	1	15600	17
Hobart	2016	1	1	20800	71
Hobart	2016	1	1	26000	121
Hobart	2016	1	1	33800	231
Hobart	2016	1	1	41600	379
Hobart	2016	1	1	52000	1435
Hobart	2016	1	1	78000	1370
Hobart	2016	1	1	104000	1419
Hobart	2016	1	1	130000	1016
Hobart	2016	1	1	156000	1020
Hobart	2016	1	1	208000	628
Hobart	2016	2	0		411
Hobart	2016	2	0	-1	31
Hobart	2016	2	0	52	8
Hobart	2016	2	0	7800	78
Hobart	2016	2	0	15600	141
Hobart	2016	2	0	20800	178
Hobart	2016	2	0	26000	461
Hobart	2016	2	0	33800	350
Hobart	2016	2	0	41600	343
Hobart	2016	2	0	52000	606
Hobart	2016	2	0	78000	349
Hobart	2016	2	0	104000	187
Hobart	2016	2	0	130000	62
Hobart	2016	2	0	156000	48
Hobart	2016	2	0	208000	18
Hobart	2016	2	1		1145
Hobart	2016	2	1	-1	23
Hobart	2016	2	1	52	7
Hobart	2016	2	1	7800	17
Hobart	2016	2	1	15600	5
Hobart	2016	2	1	20800	55
Hobart	2016	2	1	26000	99
Hobart	2016	2	1	33800	162
Hobart	2016	2	1	41600	325
Hobart	2016	2	1	52000	1238
Hobart	2016	2	1	78000	1455
Hobart	2016	2	1	104000	1651
Hobart	2016	2	1	130000	1212
Hobart	2016	2	1	156000	1339
Hobart	2016	2	1	208000	956
Hobart	2016	3	0		157
Hobart	2016	3	0	-1	19
Hobart	2016	3	0	52	6
Hobart	2016	3	0	7800	19
Hobart	2016	3	0	15600	53
Hobart	2016	3	0	20800	76
Hobart	2016	3	0	26000	146
Hobart	2016	3	0	33800	149
Hobart	2016	3	0	41600	145
Hobart	2016	3	0	52000	169
Hobart	2016	3	0	78000	80
Hobart	2016	3	0	104000	60
Hobart	2016	3	0	130000	10
Hobart	2016	3	0	156000	16
Hobart	2016	3	0	208000	7
Hobart	2016	3	1		456
Hobart	2016	3	1	-1	6
Hobart	2016	3	1	52	3
Hobart	2016	3	1	7800	7
Hobart	2016	3	1	15600	5
Hobart	2016	3	1	20800	18
Hobart	2016	3	1	26000	47
Hobart	2016	3	1	33800	63
Hobart	2016	3	1	41600	111
Hobart	2016	3	1	52000	529
Hobart	2016	3	1	78000	552
Hobart	2016	3	1	104000	493
Hobart	2016	3	1	130000	383
Hobart	2016	3	1	156000	411
Hobart	2016	3	1	208000	394
Hobart	2016	4	0		69
Hobart	2016	4	0	-1	3
Hobart	2016	4	0	52	0
Hobart	2016	4	0	7800	10
Hobart	2016	4	0	15600	17
Hobart	2016	4	0	20800	18
Hobart	2016	4	0	26000	59
Hobart	2016	4	0	33800	74
Hobart	2016	4	0	41600	61
Hobart	2016	4	0	52000	67
Hobart	2016	4	0	78000	32
Hobart	2016	4	0	104000	13
Hobart	2016	4	0	130000	0
Hobart	2016	4	0	156000	13
Hobart	2016	4	0	208000	3
Hobart	2016	4	1		210
Hobart	2016	4	1	-1	0
Hobart	2016	4	1	52	3
Hobart	2016	4	1	7800	0
Hobart	2016	4	1	15600	0
Hobart	2016	4	1	20800	16
Hobart	2016	4	1	26000	22
Hobart	2016	4	1	33800	36
Hobart	2016	4	1	41600	55
Hobart	2016	4	1	52000	223
Hobart	2016	4	1	78000	198
Hobart	2016	4	1	104000	143
Hobart	2016	4	1	130000	92
Hobart	2016	4	1	156000	107
Hobart	2016	4	1	208000	88
Launceston and North East	2006	1	0		318
Launceston and North East	2006	1	0	-1	21
Launceston and North East	2006	1	0	52	41
Launceston and North East	2006	1	0	7800	274
Launceston and North East	2006	1	0	15600	590
Launceston and North East	2006	1	0	20800	161
Launceston and North East	2006	1	0	26000	738
Launceston and North East	2006	1	0	33800	295
Launceston and North East	2006	1	0	41600	305
Launceston and North East	2006	1	0	52000	451
Launceston and North East	2006	1	0	78000	86
Launceston and North East	2006	1	0	104000	13
Launceston and North East	2006	1	0	130000	14
Launceston and North East	2006	1	0	156000	7
Launceston and North East	2006	1	0	208000	0
Launceston and North East	2006	1	1		700
Launceston and North East	2006	1	1	-1	17
Launceston and North East	2006	1	1	52	27
Launceston and North East	2006	1	1	7800	30
Launceston and North East	2006	1	1	15600	31
Launceston and North East	2006	1	1	20800	143
Launceston and North East	2006	1	1	26000	382
Launceston and North East	2006	1	1	33800	382
Launceston and North East	2006	1	1	41600	525
Launceston and North East	2006	1	1	52000	1389
Launceston and North East	2006	1	1	78000	843
Launceston and North East	2006	1	1	104000	440
Launceston and North East	2006	1	1	130000	185
Launceston and North East	2006	1	1	156000	121
Launceston and North East	2006	1	1	208000	38
Launceston and North East	2006	2	0		218
Launceston and North East	2006	2	0	-1	8
Launceston and North East	2006	2	0	52	18
Launceston and North East	2006	2	0	7800	94
Launceston and North East	2006	2	0	15600	316
Launceston and North East	2006	2	0	20800	26
Launceston and North East	2006	2	0	26000	474
Launceston and North East	2006	2	0	33800	164
Launceston and North East	2006	2	0	41600	129
Launceston and North East	2006	2	0	52000	196
Launceston and North East	2006	2	0	78000	42
Launceston and North East	2006	2	0	104000	9
Launceston and North East	2006	2	0	130000	11
Launceston and North East	2006	2	0	156000	3
Launceston and North East	2006	2	0	208000	0
Launceston and North East	2006	2	1		819
Launceston and North East	2006	2	1	-1	12
Launceston and North East	2006	2	1	52	27
Launceston and North East	2006	2	1	7800	22
Launceston and North East	2006	2	1	15600	41
Launceston and North East	2006	2	1	20800	113
Launceston and North East	2006	2	1	26000	331
Launceston and North East	2006	2	1	33800	336
Launceston and North East	2006	2	1	41600	570
Launceston and North East	2006	2	1	52000	1866
Launceston and North East	2006	2	1	78000	973
Launceston and North East	2006	2	1	104000	507
Launceston and North East	2006	2	1	130000	270
Launceston and North East	2006	2	1	156000	161
Launceston and North East	2006	2	1	208000	45
Launceston and North East	2006	3	0		85
Launceston and North East	2006	3	0	-1	0
Launceston and North East	2006	3	0	52	0
Launceston and North East	2006	3	0	7800	29
Launceston and North East	2006	3	0	15600	64
Launceston and North East	2006	3	0	20800	6
Launceston and North East	2006	3	0	26000	178
Launceston and North East	2006	3	0	33800	68
Launceston and North East	2006	3	0	41600	39
Launceston and North East	2006	3	0	52000	56
Launceston and North East	2006	3	0	78000	11
Launceston and North East	2006	3	0	104000	9
Launceston and North East	2006	3	0	130000	4
Launceston and North East	2006	3	0	156000	0
Launceston and North East	2006	3	0	208000	0
Launceston and North East	2006	3	1		405
Launceston and North East	2006	3	1	-1	0
Launceston and North East	2006	3	1	52	5
Launceston and North East	2006	3	1	7800	13
Launceston and North East	2006	3	1	15600	23
Launceston and North East	2006	3	1	20800	49
Launceston and North East	2006	3	1	26000	159
Launceston and North East	2006	3	1	33800	143
Launceston and North East	2006	3	1	41600	262
Launceston and North East	2006	3	1	52000	743
Launceston and North East	2006	3	1	78000	364
Launceston and North East	2006	3	1	104000	161
Launceston and North East	2006	3	1	130000	111
Launceston and North East	2006	3	1	156000	89
Launceston and North East	2006	3	1	208000	22
Launceston and North East	2006	4	0		54
Launceston and North East	2006	4	0	-1	0
Launceston and North East	2006	4	0	52	3
Launceston and North East	2006	4	0	7800	9
Launceston and North East	2006	4	0	15600	29
Launceston and North East	2006	4	0	20800	0
Launceston and North East	2006	4	0	26000	67
Launceston and North East	2006	4	0	33800	36
Launceston and North East	2006	4	0	41600	18
Launceston and North East	2006	4	0	52000	14
Launceston and North East	2006	4	0	78000	7
Launceston and North East	2006	4	0	104000	0
Launceston and North East	2006	4	0	130000	0
Launceston and North East	2006	4	0	156000	0
Launceston and North East	2006	4	0	208000	0
Launceston and North East	2006	4	1		191
Launceston and North East	2006	4	1	-1	3
Launceston and North East	2006	4	1	52	0
Launceston and North East	2006	4	1	7800	8
Launceston and North East	2006	4	1	15600	3
Launceston and North East	2006	4	1	20800	30
Launceston and North East	2006	4	1	26000	58
Launceston and North East	2006	4	1	33800	77
Launceston and North East	2006	4	1	41600	74
Launceston and North East	2006	4	1	52000	263
Launceston and North East	2006	4	1	78000	85
Launceston and North East	2006	4	1	104000	52
Launceston and North East	2006	4	1	130000	32
Launceston and North East	2006	4	1	156000	30
Launceston and North East	2006	4	1	208000	6
Launceston and North East	2011	1	0		329
Launceston and North East	2011	1	0	-1	22
Launceston and North East	2011	1	0	52	39
Launceston and North East	2011	1	0	7800	172
Launceston and North East	2011	1	0	15600	330
Launceston and North East	2011	1	0	20800	505
Launceston and North East	2011	1	0	26000	222
Launceston and North East	2011	1	0	33800	523
Launceston and North East	2011	1	0	41600	442
Launceston and North East	2011	1	0	52000	569
Launceston and North East	2011	1	0	78000	194
Launceston and North East	2011	1	0	104000	66
