SA4_NAME16	Year	NonSchoolQualification	persons
Sydney - Outer South West	2011	Certificate III and IV Level	33434
Sydney - Outer South West	2011	Advanced Diploma and Diploma	13866
Sydney - Outer South West	2011	Bachelor	16182
Sydney - Outer South West	2011	Graduate Diploma and Graduate Certificate	1726
Sydney - Outer South West	2011	Postgraduate	3967
Sydney - Outer South West	2016		166326
Sydney - Outer South West	2016	Certificate nfd	4831
Sydney - Outer South West	2016	Certificate I and II Level	2762
Sydney - Outer South West	2016	Certificate III and IV Level	38730
Sydney - Outer South West	2016	Advanced Diploma and Diploma	18520
Sydney - Outer South West	2016	Bachelor	21634
Sydney - Outer South West	2016	Graduate Diploma and Graduate Certificate	2367
Sydney - Outer South West	2016	Postgraduate	6894
Sydney - Outer West and Blue Mountains	2006		192973
Sydney - Outer West and Blue Mountains	2006	Certificate nfd	4645
Sydney - Outer West and Blue Mountains	2006	Certificate I and II Level	3160
Sydney - Outer West and Blue Mountains	2006	Certificate III and IV Level	36307
Sydney - Outer West and Blue Mountains	2006	Advanced Diploma and Diploma	15454
Sydney - Outer West and Blue Mountains	2006	Bachelor	19635
Sydney - Outer West and Blue Mountains	2006	Graduate Diploma and Graduate Certificate	2673
Sydney - Outer West and Blue Mountains	2006	Postgraduate	4155
Sydney - Outer West and Blue Mountains	2011		187934
Sydney - Outer West and Blue Mountains	2011	Certificate nfd	4406
Sydney - Outer West and Blue Mountains	2011	Certificate I and II Level	3441
Sydney - Outer West and Blue Mountains	2011	Certificate III and IV Level	41846
Sydney - Outer West and Blue Mountains	2011	Advanced Diploma and Diploma	18393
Sydney - Outer West and Blue Mountains	2011	Bachelor	23041
Sydney - Outer West and Blue Mountains	2011	Graduate Diploma and Graduate Certificate	3156
Sydney - Outer West and Blue Mountains	2011	Postgraduate	5974
Sydney - Outer West and Blue Mountains	2016		187143
Sydney - Outer West and Blue Mountains	2016	Certificate nfd	5890
Sydney - Outer West and Blue Mountains	2016	Certificate I and II Level	3091
Sydney - Outer West and Blue Mountains	2016	Certificate III and IV Level	47029
Sydney - Outer West and Blue Mountains	2016	Advanced Diploma and Diploma	22705
Sydney - Outer West and Blue Mountains	2016	Bachelor	27968
Sydney - Outer West and Blue Mountains	2016	Graduate Diploma and Graduate Certificate	3937
Sydney - Outer West and Blue Mountains	2016	Postgraduate	9170
Sydney - Parramatta	2006		247055
Sydney - Parramatta	2006	Certificate nfd	4747
Sydney - Parramatta	2006	Certificate I and II Level	3105
Sydney - Parramatta	2006	Certificate III and IV Level	30333
Sydney - Parramatta	2006	Advanced Diploma and Diploma	20661
Sydney - Parramatta	2006	Bachelor	36538
Sydney - Parramatta	2006	Graduate Diploma and Graduate Certificate	2616
Sydney - Parramatta	2006	Postgraduate	10727
Sydney - Parramatta	2011		255312
Sydney - Parramatta	2011	Certificate nfd	4638
Sydney - Parramatta	2011	Certificate I and II Level	3204
Sydney - Parramatta	2011	Certificate III and IV Level	33484
Sydney - Parramatta	2011	Advanced Diploma and Diploma	27111
Sydney - Parramatta	2011	Bachelor	48694
Sydney - Parramatta	2011	Graduate Diploma and Graduate Certificate	3668
Sydney - Parramatta	2011	Postgraduate	18598
Sydney - Parramatta	2016		273726
Sydney - Parramatta	2016	Certificate nfd	6406
Sydney - Parramatta	2016	Certificate I and II Level	2946
Sydney - Parramatta	2016	Certificate III and IV Level	34850
Sydney - Parramatta	2016	Advanced Diploma and Diploma	31495
Sydney - Parramatta	2016	Bachelor	65791
Sydney - Parramatta	2016	Graduate Diploma and Graduate Certificate	4942
Sydney - Parramatta	2016	Postgraduate	28235
Sydney - Ryde	2006		88644
Sydney - Ryde	2006	Certificate nfd	2690
Sydney - Ryde	2006	Certificate I and II Level	1104
Sydney - Ryde	2006	Certificate III and IV Level	11569
Sydney - Ryde	2006	Advanced Diploma and Diploma	12520
Sydney - Ryde	2006	Bachelor	26719
Sydney - Ryde	2006	Graduate Diploma and Graduate Certificate	2594
Sydney - Ryde	2006	Postgraduate	9224
Sydney - Ryde	2011		85871
Sydney - Ryde	2011	Certificate nfd	2277
Sydney - Ryde	2011	Certificate I and II Level	1080
Sydney - Ryde	2011	Certificate III and IV Level	11760
Sydney - Ryde	2011	Advanced Diploma and Diploma	13535
Sydney - Ryde	2011	Bachelor	32037
Sydney - Ryde	2011	Graduate Diploma and Graduate Certificate	3097
Sydney - Ryde	2011	Postgraduate	13189
Sydney - Ryde	2016		89407
Sydney - Ryde	2016	Certificate nfd	2967
Sydney - Ryde	2016	Certificate I and II Level	983
Sydney - Ryde	2016	Certificate III and IV Level	11975
Sydney - Ryde	2016	Advanced Diploma and Diploma	14289
Sydney - Ryde	2016	Bachelor	39816
Sydney - Ryde	2016	Graduate Diploma and Graduate Certificate	3570
Sydney - Ryde	2016	Postgraduate	19112
Sydney - South West	2006		260948
Sydney - South West	2006	Certificate nfd	4222
Sydney - South West	2006	Certificate I and II Level	3183
Sydney - South West	2006	Certificate III and IV Level	31153
Sydney - South West	2006	Advanced Diploma and Diploma	15480
Sydney - South West	2006	Bachelor	18904
Sydney - South West	2006	Graduate Diploma and Graduate Certificate	1071
Sydney - South West	2006	Postgraduate	2491
Sydney - South West	2011		266506
Sydney - South West	2011	Certificate nfd	4185
Sydney - South West	2011	Certificate I and II Level	3537
Sydney - South West	2011	Certificate III and IV Level	35610
Sydney - South West	2011	Advanced Diploma and Diploma	19726
Sydney - South West	2011	Bachelor	24771
Sydney - South West	2011	Graduate Diploma and Graduate Certificate	1426
Sydney - South West	2011	Postgraduate	4405
Sydney - South West	2016		284954
Sydney - South West	2016	Certificate nfd	6192
Sydney - South West	2016	Certificate I and II Level	3598
Sydney - South West	2016	Certificate III and IV Level	40890
Sydney - South West	2016	Advanced Diploma and Diploma	26234
Sydney - South West	2016	Bachelor	34050
Sydney - South West	2016	Graduate Diploma and Graduate Certificate	2200
Sydney - South West	2016	Postgraduate	7844
Sydney - Sutherland	2006		126182
Sydney - Sutherland	2006	Certificate nfd	4618
Sydney - Sutherland	2006	Certificate I and II Level	2101
Sydney - Sutherland	2006	Certificate III and IV Level	28546
Sydney - Sutherland	2006	Advanced Diploma and Diploma	16267
Sydney - Sutherland	2006	Bachelor	20517
Sydney - Sutherland	2006	Graduate Diploma and Graduate Certificate	2377
Sydney - Sutherland	2006	Postgraduate	4305
Sydney - Sutherland	2011		120940
Sydney - Sutherland	2011	Certificate nfd	4295
Sydney - Sutherland	2011	Certificate I and II Level	2150
Sydney - Sutherland	2011	Certificate III and IV Level	30651
Sydney - Sutherland	2011	Advanced Diploma and Diploma	18722
Sydney - Sutherland	2011	Bachelor	24688
Sydney - Sutherland	2011	Graduate Diploma and Graduate Certificate	2898
Sydney - Sutherland	2011	Postgraduate	5921
Sydney - Sutherland	2016		117074
Sydney - Sutherland	2016	Certificate nfd	5324
Sydney - Sutherland	2016	Certificate I and II Level	1813
Sydney - Sutherland	2016	Certificate III and IV Level	31625
Sydney - Sutherland	2016	Advanced Diploma and Diploma	20571
Sydney - Sutherland	2016	Bachelor	29366
Sydney - Sutherland	2016	Graduate Diploma and Graduate Certificate	3582
Sydney - Sutherland	2016	Postgraduate	8525
Migratory - Offshore - Shipping (NSW)	2006		19
Migratory - Offshore - Shipping (NSW)	2006	Certificate nfd	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate I and II Level	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate III and IV Level	20
Migratory - Offshore - Shipping (NSW)	2006	Advanced Diploma and Diploma	4
Migratory - Offshore - Shipping (NSW)	2006	Bachelor	7
Migratory - Offshore - Shipping (NSW)	2006	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (NSW)	2006	Postgraduate	0
Migratory - Offshore - Shipping (NSW)	2011		80
Migratory - Offshore - Shipping (NSW)	2011	Certificate nfd	0
Migratory - Offshore - Shipping (NSW)	2011	Certificate I and II Level	0
Migratory - Offshore - Shipping (NSW)	2011	Certificate III and IV Level	23
Migratory - Offshore - Shipping (NSW)	2011	Advanced Diploma and Diploma	6
Migratory - Offshore - Shipping (NSW)	2011	Bachelor	3
Migratory - Offshore - Shipping (NSW)	2011	Graduate Diploma and Graduate Certificate	0
Migratory - Offshore - Shipping (NSW)	2011	Postgraduate	0
Migratory - Offshore - Shipping (NSW)	2016		265
Migratory - Offshore - Shipping (NSW)	2016	Certificate nfd	8
Migratory - Offshore - Shipping (NSW)	2016	Certificate I and II Level	3
Migratory - Offshore - Shipping (NSW)	2016	Certificate III and IV Level	61
Migratory - Offshore - Shipping (NSW)	2016	Advanced Diploma and Diploma	31
Migratory - Offshore - Shipping (NSW)	2016	Bachelor	35
Migratory - Offshore - Shipping (NSW)	2016	Graduate Diploma and Graduate Certificate	4
Migratory - Offshore - Shipping (NSW)	2016	Postgraduate	5
No usual address (NSW)	2006		6600
No usual address (NSW)	2006	Certificate nfd	164
No usual address (NSW)	2006	Certificate I and II Level	116
No usual address (NSW)	2006	Certificate III and IV Level	1248
No usual address (NSW)	2006	Advanced Diploma and Diploma	530
No usual address (NSW)	2006	Bachelor	1127
No usual address (NSW)	2006	Graduate Diploma and Graduate Certificate	109
No usual address (NSW)	2006	Postgraduate	281
No usual address (NSW)	2011		8726
No usual address (NSW)	2011	Certificate nfd	193
No usual address (NSW)	2011	Certificate I and II Level	164
No usual address (NSW)	2011	Certificate III and IV Level	1448
No usual address (NSW)	2011	Advanced Diploma and Diploma	646
No usual address (NSW)	2011	Bachelor	1283
No usual address (NSW)	2011	Graduate Diploma and Graduate Certificate	112
No usual address (NSW)	2011	Postgraduate	345
No usual address (NSW)	2016		8156
No usual address (NSW)	2016	Certificate nfd	195
No usual address (NSW)	2016	Certificate I and II Level	126
No usual address (NSW)	2016	Certificate III and IV Level	1416
No usual address (NSW)	2016	Advanced Diploma and Diploma	663
No usual address (NSW)	2016	Bachelor	1247
No usual address (NSW)	2016	Graduate Diploma and Graduate Certificate	120
No usual address (NSW)	2016	Postgraduate	365
Ballarat	2006		96563
Ballarat	2006	Certificate nfd	1330
Ballarat	2006	Certificate I and II Level	1391
Ballarat	2006	Certificate III and IV Level	16589
Ballarat	2006	Advanced Diploma and Diploma	6841
Ballarat	2006	Bachelor	9663
Ballarat	2006	Graduate Diploma and Graduate Certificate	2017
Ballarat	2006	Postgraduate	1726
Ballarat	2011		96890
Ballarat	2011	Certificate nfd	1550
Ballarat	2011	Certificate I and II Level	1580
Ballarat	2011	Certificate III and IV Level	20212
Ballarat	2011	Advanced Diploma and Diploma	8603
Ballarat	2011	Bachelor	12148
Ballarat	2011	Graduate Diploma and Graduate Certificate	2663
Ballarat	2011	Postgraduate	2588
Ballarat	2016		97540
Ballarat	2016	Certificate nfd	2121
Ballarat	2016	Certificate I and II Level	1605
Ballarat	2016	Certificate III and IV Level	23506
Ballarat	2016	Advanced Diploma and Diploma	10860
Ballarat	2016	Bachelor	14773
Ballarat	2016	Graduate Diploma and Graduate Certificate	3249
Ballarat	2016	Postgraduate	3831
Bendigo	2006		93271
Bendigo	2006	Certificate nfd	1443
Bendigo	2006	Certificate I and II Level	1340
Bendigo	2006	Certificate III and IV Level	16663
Bendigo	2006	Advanced Diploma and Diploma	6658
Bendigo	2006	Bachelor	9431
Bendigo	2006	Graduate Diploma and Graduate Certificate	2084
Bendigo	2006	Postgraduate	1515
Bendigo	2011		92098
Bendigo	2011	Certificate nfd	1592
Bendigo	2011	Certificate I and II Level	1482
Bendigo	2011	Certificate III and IV Level	20176
Bendigo	2011	Advanced Diploma and Diploma	8286
Bendigo	2011	Bachelor	11959
Bendigo	2011	Graduate Diploma and Graduate Certificate	2748
Bendigo	2011	Postgraduate	2354
Bendigo	2016		94084
Bendigo	2016	Certificate nfd	2221
Bendigo	2016	Certificate I and II Level	1518
Bendigo	2016	Certificate III and IV Level	22956
Bendigo	2016	Advanced Diploma and Diploma	10447
Bendigo	2016	Bachelor	14790
Bendigo	2016	Graduate Diploma and Graduate Certificate	3457
Bendigo	2016	Postgraduate	3619
Geelong	2006		159115
Geelong	2006	Certificate nfd	2696
Geelong	2006	Certificate I and II Level	2071
Geelong	2006	Certificate III and IV Level	29221
Geelong	2006	Advanced Diploma and Diploma	13774
Geelong	2006	Bachelor	18511
Geelong	2006	Graduate Diploma and Graduate Certificate	2935
Geelong	2006	Postgraduate	2952
Geelong	2011		158986
Geelong	2011	Certificate nfd	3042
Geelong	2011	Certificate I and II Level	2286
Geelong	2011	Certificate III and IV Level	35549
Geelong	2011	Advanced Diploma and Diploma	17268
Geelong	2011	Bachelor	24581
Geelong	2011	Graduate Diploma and Graduate Certificate	4105
Geelong	2011	Postgraduate	4833
Geelong	2016		164575
Geelong	2016	Certificate nfd	3970
Geelong	2016	Certificate I and II Level	2364
Geelong	2016	Certificate III and IV Level	41349
Geelong	2016	Advanced Diploma and Diploma	22287
Geelong	2016	Bachelor	31233
Geelong	2016	Graduate Diploma and Graduate Certificate	5580
Geelong	2016	Postgraduate	7571
Hume	2006		107794
Hume	2006	Certificate nfd	1739
Hume	2006	Certificate I and II Level	1818
Hume	2006	Certificate III and IV Level	20660
Hume	2006	Advanced Diploma and Diploma	8025
Hume	2006	Bachelor	9315
Hume	2006	Graduate Diploma and Graduate Certificate	1954
Hume	2006	Postgraduate	1323
Hume	2011		105374
Hume	2011	Certificate nfd	1909
Hume	2011	Certificate I and II Level	1983
Hume	2011	Certificate III and IV Level	24815
Hume	2011	Advanced Diploma and Diploma	9998
Hume	2011	Bachelor	11055
Hume	2011	Graduate Diploma and Graduate Certificate	2313
Hume	2011	Postgraduate	1847
Hume	2016		105753
Hume	2016	Certificate nfd	2749
Hume	2016	Certificate I and II Level	1878
Hume	2016	Certificate III and IV Level	28246
Hume	2016	Advanced Diploma and Diploma	12899
Hume	2016	Bachelor	13098
Hume	2016	Graduate Diploma and Graduate Certificate	2924
Hume	2016	Postgraduate	2647
Latrobe - Gippsland	2006		172005
Latrobe - Gippsland	2006	Certificate nfd	2515
Latrobe - Gippsland	2006	Certificate I and II Level	2387
Latrobe - Gippsland	2006	Certificate III and IV Level	33736
Latrobe - Gippsland	2006	Advanced Diploma and Diploma	11225
Latrobe - Gippsland	2006	Bachelor	12931
Latrobe - Gippsland	2006	Graduate Diploma and Graduate Certificate	2443
Latrobe - Gippsland	2006	Postgraduate	1766
Latrobe - Gippsland	2011		172150
Latrobe - Gippsland	2011	Certificate nfd	2989
Latrobe - Gippsland	2011	Certificate I and II Level	2728
Latrobe - Gippsland	2011	Certificate III and IV Level	41196
Latrobe - Gippsland	2011	Advanced Diploma and Diploma	14541
Latrobe - Gippsland	2011	Bachelor	16316
Latrobe - Gippsland	2011	Graduate Diploma and Graduate Certificate	3288
Latrobe - Gippsland	2011	Postgraduate	2650
Latrobe - Gippsland	2016		172447
Latrobe - Gippsland	2016	Certificate nfd	4239
Latrobe - Gippsland	2016	Certificate I and II Level	2868
Latrobe - Gippsland	2016	Certificate III and IV Level	46694
Latrobe - Gippsland	2016	Advanced Diploma and Diploma	18297
Latrobe - Gippsland	2016	Bachelor	19063
Latrobe - Gippsland	2016	Graduate Diploma and Graduate Certificate	4102
Latrobe - Gippsland	2016	Postgraduate	3706
Melbourne - Inner	2006		256348
Melbourne - Inner	2006	Certificate nfd	4677
Melbourne - Inner	2006	Certificate I and II Level	2481
Melbourne - Inner	2006	Certificate III and IV Level	27274
Melbourne - Inner	2006	Advanced Diploma and Diploma	30843
Melbourne - Inner	2006	Bachelor	97333
Melbourne - Inner	2006	Graduate Diploma and Graduate Certificate	13647
Melbourne - Inner	2006	Postgraduate	26304
Melbourne - Inner	2011		248189
Melbourne - Inner	2011	Certificate nfd	4413
Melbourne - Inner	2011	Certificate I and II Level	2625
Melbourne - Inner	2011	Certificate III and IV Level	31458
Melbourne - Inner	2011	Advanced Diploma and Diploma	36873
Melbourne - Inner	2011	Bachelor	121911
Melbourne - Inner	2011	Graduate Diploma and Graduate Certificate	16898
Melbourne - Inner	2011	Postgraduate	39622
Melbourne - Inner	2016		273291
Melbourne - Inner	2016	Certificate nfd	6048
Melbourne - Inner	2016	Certificate I and II Level	2671
Melbourne - Inner	2016	Certificate III and IV Level	35947
Melbourne - Inner	2016	Advanced Diploma and Diploma	43230
Melbourne - Inner	2016	Bachelor	151340
Melbourne - Inner	2016	Graduate Diploma and Graduate Certificate	19976
Melbourne - Inner	2016	Postgraduate	59176
Melbourne - Inner East	2006		189402
Melbourne - Inner East	2006	Certificate nfd	4085
Melbourne - Inner East	2006	Certificate I and II Level	1635
Melbourne - Inner East	2006	Certificate III and IV Level	20852
Melbourne - Inner East	2006	Advanced Diploma and Diploma	25955
Melbourne - Inner East	2006	Bachelor	61464
Melbourne - Inner East	2006	Graduate Diploma and Graduate Certificate	8587
Melbourne - Inner East	2006	Postgraduate	17005
Melbourne - Inner East	2011		182449
Melbourne - Inner East	2011	Certificate nfd	3677
Melbourne - Inner East	2011	Certificate I and II Level	1667
Melbourne - Inner East	2011	Certificate III and IV Level	21286
Melbourne - Inner East	2011	Advanced Diploma and Diploma	27825
Melbourne - Inner East	2011	Bachelor	70309
Melbourne - Inner East	2011	Graduate Diploma and Graduate Certificate	9861
Melbourne - Inner East	2011	Postgraduate	22928
Melbourne - Inner East	2016		182456
Melbourne - Inner East	2016	Certificate nfd	4321
Melbourne - Inner East	2016	Certificate I and II Level	1557
Melbourne - Inner East	2016	Certificate III and IV Level	21545
Melbourne - Inner East	2016	Advanced Diploma and Diploma	28032
Melbourne - Inner East	2016	Bachelor	79540
Melbourne - Inner East	2016	Graduate Diploma and Graduate Certificate	11086
Melbourne - Inner East	2016	Postgraduate	31107
Melbourne - Inner South	2006		216593
Melbourne - Inner South	2006	Certificate nfd	4459
Melbourne - Inner South	2006	Certificate I and II Level	1938
Melbourne - Inner South	2006	Certificate III and IV Level	28743
Melbourne - Inner South	2006	Advanced Diploma and Diploma	27106
Melbourne - Inner South	2006	Bachelor	57491
Melbourne - Inner South	2006	Graduate Diploma and Graduate Certificate	8161
Melbourne - Inner South	2006	Postgraduate	13964
Melbourne - Inner South	2011		210384
Melbourne - Inner South	2011	Certificate nfd	4324
Melbourne - Inner South	2011	Certificate I and II Level	2113
Melbourne - Inner South	2011	Certificate III and IV Level	30742
Melbourne - Inner South	2011	Advanced Diploma and Diploma	31496
Melbourne - Inner South	2011	Bachelor	68859
Melbourne - Inner South	2011	Graduate Diploma and Graduate Certificate	10073
Melbourne - Inner South	2011	Postgraduate	20223
Melbourne - Inner South	2016		209341
Melbourne - Inner South	2016	Certificate nfd	5506
Melbourne - Inner South	2016	Certificate I and II Level	1996
Melbourne - Inner South	2016	Certificate III and IV Level	32395
Melbourne - Inner South	2016	Advanced Diploma and Diploma	33693
Melbourne - Inner South	2016	Bachelor	81134
Melbourne - Inner South	2016	Graduate Diploma and Graduate Certificate	11699
Melbourne - Inner South	2016	Postgraduate	27943
Melbourne - North East	2006		273750
Melbourne - North East	2006	Certificate nfd	4690
Melbourne - North East	2006	Certificate I and II Level	2626
Melbourne - North East	2006	Certificate III and IV Level	41331
Melbourne - North East	2006	Advanced Diploma and Diploma	22934
Melbourne - North East	2006	Bachelor	37431
Melbourne - North East	2006	Graduate Diploma and Graduate Certificate	5851
Melbourne - North East	2006	Postgraduate	7950
Melbourne - North East	2011		278286
Melbourne - North East	2011	Certificate nfd	4978
Melbourne - North East	2011	Certificate I and II Level	3099
Melbourne - North East	2011	Certificate III and IV Level	49111
Melbourne - North East	2011	Advanced Diploma and Diploma	29847
Melbourne - North East	2011	Bachelor	50057
Melbourne - North East	2011	Graduate Diploma and Graduate Certificate	7933
Melbourne - North East	2011	Postgraduate	13735
Melbourne - North East	2016		293612
Melbourne - North East	2016	Certificate nfd	6590
Melbourne - North East	2016	Certificate I and II Level	3428
Melbourne - North East	2016	Certificate III and IV Level	56917
Melbourne - North East	2016	Advanced Diploma and Diploma	38142
Melbourne - North East	2016	Bachelor	64577
Melbourne - North East	2016	Graduate Diploma and Graduate Certificate	10240
Melbourne - North East	2016	Postgraduate	21847
Melbourne - North West	2006		214552
Melbourne - North West	2006	Certificate nfd	3199
Melbourne - North West	2006	Certificate I and II Level	2201
Melbourne - North West	2006	Certificate III and IV Level	30669
Melbourne - North West	2006	Advanced Diploma and Diploma	14172
Melbourne - North West	2006	Bachelor	19335
Melbourne - North West	2006	Graduate Diploma and Graduate Certificate	2635
Melbourne - North West	2006	Postgraduate	2952
Melbourne - North West	2011		220702
Melbourne - North West	2011	Certificate nfd	3444
Melbourne - North West	2011	Certificate I and II Level	2651
Melbourne - North West	2011	Certificate III and IV Level	36141
Melbourne - North West	2011	Advanced Diploma and Diploma	19225
Melbourne - North West	2011	Bachelor	26749
Melbourne - North West	2011	Graduate Diploma and Graduate Certificate	3761
Melbourne - North West	2011	Postgraduate	5808
Melbourne - North West	2016		233650
Melbourne - North West	2016	Certificate nfd	4924
Melbourne - North West	2016	Certificate I and II Level	2709
Melbourne - North West	2016	Certificate III and IV Level	42306
Melbourne - North West	2016	Advanced Diploma and Diploma	26285
Melbourne - North West	2016	Bachelor	37342
Melbourne - North West	2016	Graduate Diploma and Graduate Certificate	5320
Melbourne - North West	2016	Postgraduate	10835
Melbourne - Outer East	2006		308742
Melbourne - Outer East	2006	Certificate nfd	6423
Melbourne - Outer East	2006	Certificate I and II Level	3589
Melbourne - Outer East	2006	Certificate III and IV Level	58066
Melbourne - Outer East	2006	Advanced Diploma and Diploma	31563
Melbourne - Outer East	2006	Bachelor	43505
Melbourne - Outer East	2006	Graduate Diploma and Graduate Certificate	6659
Melbourne - Outer East	2006	Postgraduate	7492
Melbourne - Outer East	2011		291741
Melbourne - Outer East	2011	Certificate nfd	6425
Melbourne - Outer East	2011	Certificate I and II Level	4056
Melbourne - Outer East	2011	Certificate III and IV Level	65600
Melbourne - Outer East	2011	Advanced Diploma and Diploma	37230
Melbourne - Outer East	2011	Bachelor	53642
Melbourne - Outer East	2011	Graduate Diploma and Graduate Certificate	8565
Melbourne - Outer East	2011	Postgraduate	11846
Melbourne - Outer East	2016		282223
Melbourne - Outer East	2016	Certificate nfd	7558
Melbourne - Outer East	2016	Certificate I and II Level	3681
Melbourne - Outer East	2016	Certificate III and IV Level	69272
Melbourne - Outer East	2016	Advanced Diploma and Diploma	42933
Melbourne - Outer East	2016	Bachelor	64758
Melbourne - Outer East	2016	Graduate Diploma and Graduate Certificate	10659
Melbourne - Outer East	2016	Postgraduate	18524
Melbourne - South East	2006		414049
Melbourne - South East	2006	Certificate nfd	6674
Melbourne - South East	2006	Certificate I and II Level	4222
Melbourne - South East	2006	Certificate III and IV Level	60531
Melbourne - South East	2006	Advanced Diploma and Diploma	33764
Melbourne - South East	2006	Bachelor	49202
Melbourne - South East	2006	Graduate Diploma and Graduate Certificate	5557
Melbourne - South East	2006	Postgraduate	11011
Melbourne - South East	2011		433709
Melbourne - South East	2011	Certificate nfd	7043
Melbourne - South East	2011	Certificate I and II Level	5409
Melbourne - South East	2011	Certificate III and IV Level	73620
Melbourne - South East	2011	Advanced Diploma and Diploma	46010
Melbourne - South East	2011	Bachelor	66305
Melbourne - South East	2011	Graduate Diploma and Graduate Certificate	7523
Melbourne - South East	2011	Postgraduate	18399
Melbourne - South East	2016		468407
Melbourne - South East	2016	Certificate nfd	10012
Melbourne - South East	2016	Certificate I and II Level	5592
Melbourne - South East	2016	Certificate III and IV Level	86435
Melbourne - South East	2016	Advanced Diploma and Diploma	58251
Melbourne - South East	2016	Bachelor	86728
Melbourne - South East	2016	Graduate Diploma and Graduate Certificate	10061
Melbourne - South East	2016	Postgraduate	29779
Melbourne - West	2006		371857
Melbourne - West	2006	Certificate nfd	5486
Melbourne - West	2006	Certificate I and II Level	3885
Melbourne - West	2006	Certificate III and IV Level	51417
Melbourne - West	2006	Advanced Diploma and Diploma	24750
Melbourne - West	2006	Bachelor	39372
Melbourne - West	2006	Graduate Diploma and Graduate Certificate	4924
Melbourne - West	2006	Postgraduate	7365
Melbourne - West	2011		416237
Melbourne - West	2011	Certificate nfd	6446
Melbourne - West	2011	Certificate I and II Level	5048
Melbourne - West	2011	Certificate III and IV Level	65387
Melbourne - West	2011	Advanced Diploma and Diploma	37777
Melbourne - West	2011	Bachelor	61260
Melbourne - West	2011	Graduate Diploma and Graduate Certificate	7585
Melbourne - West	2011	Postgraduate	16319
Melbourne - West	2016		457406
Melbourne - West	2016	Certificate nfd	9502
Melbourne - West	2016	Certificate I and II Level	5252
Melbourne - West	2016	Certificate III and IV Level	79003
Melbourne - West	2016	Advanced Diploma and Diploma	51675
Melbourne - West	2016	Bachelor	85211
Melbourne - West	2016	Graduate Diploma and Graduate Certificate	10499
Melbourne - West	2016	Postgraduate	28895
Mornington Peninsula	2006		177285
Mornington Peninsula	2006	Certificate nfd	3199
Mornington Peninsula	2006	Certificate I and II Level	2166
Mornington Peninsula	2006	Certificate III and IV Level	34016
Mornington Peninsula	2006	Advanced Diploma and Diploma	15373
Mornington Peninsula	2006	Bachelor	16915
Mornington Peninsula	2006	Graduate Diploma and Graduate Certificate	2796
Mornington Peninsula	2006	Postgraduate	2533
Mornington Peninsula	2011		174986
Mornington Peninsula	2011	Certificate nfd	3581
Mornington Peninsula	2011	Certificate I and II Level	2678
Mornington Peninsula	2011	Certificate III and IV Level	40755
Mornington Peninsula	2011	Advanced Diploma and Diploma	19564
Mornington Peninsula	2011	Bachelor	21871
Mornington Peninsula	2011	Graduate Diploma and Graduate Certificate	3705
Mornington Peninsula	2011	Postgraduate	3926
Mornington Peninsula	2016		172498
Mornington Peninsula	2016	Certificate nfd	4851
Mornington Peninsula	2016	Certificate I and II Level	2608
Mornington Peninsula	2016	Certificate III and IV Level	46482
Mornington Peninsula	2016	Advanced Diploma and Diploma	24769
Mornington Peninsula	2016	Bachelor	26959
Mornington Peninsula	2016	Graduate Diploma and Graduate Certificate	5033
Mornington Peninsula	2016	Postgraduate	5942
North West	2006		113148
North West	2006	Certificate nfd	1375
North West	2006	Certificate I and II Level	1495
North West	2006	Certificate III and IV Level	16745
North West	2006	Advanced Diploma and Diploma	6018
North West	2006	Bachelor	7186
North West	2006	Graduate Diploma and Graduate Certificate	1338
North West	2006	Postgraduate	683
North West	2011		106858
North West	2011	Certificate nfd	1460
North West	2011	Certificate I and II Level	1612
North West	2011	Certificate III and IV Level	19617
North West	2011	Advanced Diploma and Diploma	7244
North West	2011	Bachelor	8187
North West	2011	Graduate Diploma and Graduate Certificate	1513
North West	2011	Postgraduate	936
North West	2016		103109
North West	2016	Certificate nfd	2077
North West	2016	Certificate I and II Level	1684
North West	2016	Certificate III and IV Level	21761
North West	2016	Advanced Diploma and Diploma	8918
North West	2016	Bachelor	9412
North West	2016	Graduate Diploma and Graduate Certificate	1755
North West	2016	Postgraduate	1319
Shepparton	2006		91201
Shepparton	2006	Certificate nfd	1159
Shepparton	2006	Certificate I and II Level	1023
Shepparton	2006	Certificate III and IV Level	14551
Shepparton	2006	Advanced Diploma and Diploma	4777
Shepparton	2006	Bachelor	5866
Shepparton	2006	Graduate Diploma and Graduate Certificate	1145
Shepparton	2006	Postgraduate	662
Shepparton	2011		90059
Shepparton	2011	Certificate nfd	1238
Shepparton	2011	Certificate I and II Level	1216
Shepparton	2011	Certificate III and IV Level	17175
Shepparton	2011	Advanced Diploma and Diploma	5981
Shepparton	2011	Bachelor	6989
Shepparton	2011	Graduate Diploma and Graduate Certificate	1272
Shepparton	2011	Postgraduate	963
Shepparton	2016		88347
Shepparton	2016	Certificate nfd	1736
Shepparton	2016	Certificate I and II Level	1249
Shepparton	2016	Certificate III and IV Level	19492
Shepparton	2016	Advanced Diploma and Diploma	7873
Shepparton	2016	Bachelor	8129
Shepparton	2016	Graduate Diploma and Graduate Certificate	1717
Shepparton	2016	Postgraduate	1428
Warrnambool and South West	2006		87868
