SA4_NAME16	Year	SameAddress1YearAgo	persons
Migratory - Offshore - Shipping (WA)	2011	1	269
Migratory - Offshore - Shipping (WA)	2016		78
Migratory - Offshore - Shipping (WA)	2016	0	84
Migratory - Offshore - Shipping (WA)	2016	1	272
No usual address (WA)	2006		831
No usual address (WA)	2006	0	4172
No usual address (WA)	2006	1	983
No usual address (WA)	2011		1433
No usual address (WA)	2011	0	4649
No usual address (WA)	2011	1	1217
No usual address (WA)	2016		1666
No usual address (WA)	2016	0	3036
No usual address (WA)	2016	1	1248
Hobart	2006		13001
Hobart	2006	0	30275
Hobart	2006	1	158281
Hobart	2011		11400
Hobart	2011	0	30370
Hobart	2011	1	169885
Hobart	2016		20368
Hobart	2016	0	30462
Hobart	2016	1	171526
Launceston and North East	2006		7869
Launceston and North East	2006	0	19215
Launceston and North East	2006	1	106846
Launceston and North East	2011		6518
Launceston and North East	2011	0	18562
Launceston and North East	2011	1	112476
Launceston and North East	2016		13655
Launceston and North East	2016	0	18361
Launceston and North East	2016	1	108468
South East	2006		2077
South East	2006	0	4277
South East	2006	1	27543
South East	2011		1865
South East	2011	0	4087
South East	2011	1	29845
South East	2016		3510
South East	2016	0	3971
South East	2016	1	29638
West and North West	2006		5342
West and North West	2006	0	14827
West and North West	2006	1	85962
West and North West	2011		5513
West and North West	2011	0	14143
West and North West	2011	1	89497
West and North West	2016		9936
West and North West	2016	0	13464
West and North West	2016	1	85624
Migratory - Offshore - Shipping (Tas.)	2006		10
Migratory - Offshore - Shipping (Tas.)	2006	0	51
Migratory - Offshore - Shipping (Tas.)	2006	1	28
Migratory - Offshore - Shipping (Tas.)	2011		7
Migratory - Offshore - Shipping (Tas.)	2011	0	40
Migratory - Offshore - Shipping (Tas.)	2011	1	66
Migratory - Offshore - Shipping (Tas.)	2016		-1
Migratory - Offshore - Shipping (Tas.)	2016	0	22
Migratory - Offshore - Shipping (Tas.)	2016	1	47
No usual address (Tas.)	2006		96
No usual address (Tas.)	2006	0	627
No usual address (Tas.)	2006	1	149
No usual address (Tas.)	2011		181
No usual address (Tas.)	2011	0	691
No usual address (Tas.)	2011	1	200
No usual address (Tas.)	2016		196
No usual address (Tas.)	2016	0	540
No usual address (Tas.)	2016	1	176
Darwin	2006		13116
Darwin	2006	0	23394
Darwin	2006	1	69482
Darwin	2011		15634
Darwin	2011	0	24472
Darwin	2011	1	80480
Darwin	2016		20535
Darwin	2016	0	29369
Darwin	2016	1	86924
Northern Territory - Outback	2006		9512
Northern Territory - Outback	2006	0	14275
Northern Territory - Outback	2006	1	61123
Northern Territory - Outback	2011		8228
Northern Territory - Outback	2011	0	14072
Northern Territory - Outback	2011	1	67074
Northern Territory - Outback	2016		12675
Northern Territory - Outback	2016	0	12247
Northern Territory - Outback	2016	1	64521
Migratory - Offshore - Shipping (NT)	2006		15
Migratory - Offshore - Shipping (NT)	2006	0	22
Migratory - Offshore - Shipping (NT)	2006	1	57
Migratory - Offshore - Shipping (NT)	2011		18
Migratory - Offshore - Shipping (NT)	2011	0	21
Migratory - Offshore - Shipping (NT)	2011	1	68
Migratory - Offshore - Shipping (NT)	2016		11
Migratory - Offshore - Shipping (NT)	2016	0	7
Migratory - Offshore - Shipping (NT)	2016	1	52
No usual address (NT)	2006		335
No usual address (NT)	2006	0	1234
No usual address (NT)	2006	1	332
No usual address (NT)	2011		270
No usual address (NT)	2011	0	1255
No usual address (NT)	2011	1	345
No usual address (NT)	2016		665
No usual address (NT)	2016	0	1185
No usual address (NT)	2016	1	639
Australian Capital Territory	2006		18970
Australian Capital Territory	2006	0	53739
Australian Capital Territory	2006	1	250616
Australian Capital Territory	2011		19143
Australian Capital Territory	2011	0	60964
Australian Capital Territory	2011	1	276479
Australian Capital Territory	2016		35520
Australian Capital Territory	2016	0	66855
Australian Capital Territory	2016	1	294482
Migratory - Offshore - Shipping (ACT)	2006		0
Migratory - Offshore - Shipping (ACT)	2006	0	0
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011		0
Migratory - Offshore - Shipping (ACT)	2011	0	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016		0
Migratory - Offshore - Shipping (ACT)	2016	0	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
No usual address (ACT)	2006		86
No usual address (ACT)	2006	0	519
No usual address (ACT)	2006	1	104
No usual address (ACT)	2011		67
No usual address (ACT)	2011	0	449
No usual address (ACT)	2011	1	114
No usual address (ACT)	2016		121
No usual address (ACT)	2016	0	319
No usual address (ACT)	2016	1	98
Other Territories	2006		180
Other Territories	2006	0	336
Other Territories	2006	1	1774
Other Territories	2011		888
Other Territories	2011	0	360
Other Territories	2011	1	1756
Other Territories	2016		802
Other Territories	2016	0	550
Other Territories	2016	1	3171
Migratory - Offshore - Shipping (OT)	2006		0
Migratory - Offshore - Shipping (OT)	2006	0	0
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011		0
Migratory - Offshore - Shipping (OT)	2011	0	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016		-1
Migratory - Offshore - Shipping (OT)	2016	0	3
Migratory - Offshore - Shipping (OT)	2016	1	4
No usual address (OT)	2006		6
No usual address (OT)	2006	0	14
No usual address (OT)	2006	1	5
No usual address (OT)	2011		-2
No usual address (OT)	2011	0	25
No usual address (OT)	2011	1	3
No usual address (OT)	2016		6
No usual address (OT)	2016	0	28
No usual address (OT)	2016	1	21
